DBN,School Year,Overall Rating
23K392,SY 11-12,P
27Q317,SY 11-12,P
08X282,SY 11-12,D
09X109,SY 11-12,P
03M185,SY 11-12,D
08X048,SY 11-12,WD
19K149,SY 11-12,D
10X095,SY 11-12,P
24Q058,SY 11-12,P
32K299,SY 11-12,D
31R019,SY 11-12,WD
02M347,SY 11-12,D
12X479,SY 11-12,D
31R049,SY 11-12,D
18K366,SY 11-12,D
28Q157,SY 11-12,WD
01M137,SY 11-12,P
02M393,SY 11-12,P
27Q062,SY 11-12,WD
12X372,SY 11-12,D
19K292,SY 11-12,P
11X127,SY 11-12,P
17K091,SY 11-12,D
12X550,SY 11-12,D
02M116,SY 11-12,WD
23K697,SY 11-12,P
10X046,SY 11-12,D
24Q028,SY 11-12,P
07X547,SY 11-12,D
27Q056,SY 11-12,P
08X332,SY 11-12,D
02M392,SY 11-12,P
28Q048,SY 11-12,D
04M964,SY 11-12,WD
02M158,SY 11-12,WD
10X437,SY 11-12,D
31R042,SY 11-12,P
28Q284,SY 11-12,P
06M018,SY 11-12,P
22K203,SY 11-12,P
13K003,SY 11-12,P
75X010,SY 11-12,P
19K213,SY 11-12,D
30Q148,SY 11-12,P
12X057,SY 11-12,D
05M036,SY 11-12,D
03M054,SY 11-12,P
18K066,SY 11-12,P
18K563,SY 11-12,WD
11X083,SY 11-12,P
08X071,SY 11-12,D
17K249,SY 11-12,P
75X721,SY 11-12,D
09X145,SY 11-12,D
15K676,SY 11-12,D
23K284,SY 11-12,P
04M409,SY 11-12,D
31R016,SY 11-12,D
11X181,SY 11-12,P
25Q020,SY 11-12,P
10X310,SY 11-12,P
17K489,SY 11-12,D
32K376,SY 11-12,P
09X328,SY 11-12,D
01M020,SY 11-12,P
27Q319,SY 11-12,P
75X017,SY 11-12,P
31R006,SY 11-12,P
29Q208,SY 11-12,P
08X072,SY 11-12,D
09X170,SY 11-12,P
09X454,SY 11-12,P
24Q049,SY 11-12,WD
29Q035,SY 11-12,D
11X144,SY 11-12,P
09X058,SY 11-12,D
04M112,SY 11-12,WD
18K233,SY 11-12,P
15K029,SY 11-12,WD
19K678,SY 11-12,D
19K171,SY 11-12,D
03M421,SY 11-12,WD
11X121,SY 11-12,P
13K009,SY 11-12,P
10X008,SY 11-12,P
16K028,SY 11-12,D
06M048,SY 11-12,D
22K234,SY 11-12,P
29Q268,SY 11-12,D
30Q150,SY 11-12,P
12X190,SY 11-12,D
24Q068,SY 11-12,P
23K634,SY 11-12,D
02M059,SY 11-12,WD
07X277,SY 11-12,D
10X059,SY 11-12,D
25Q029,SY 11-12,WD
02M500,SY 11-12,P
02M399,SY 11-12,P
27Q096,SY 11-12,D
05M367,SY 11-12,D
13K412,SY 11-12,P
19K345,SY 11-12,D
27Q262,SY 11-12,P
09X404,SY 11-12,P
19K404,SY 11-12,WD
32K377,SY 11-12,D
75K141,SY 11-12,P
03M859,SY 11-12,WD
19K346,SY 11-12,P
31R052,SY 11-12,D
05M123,SY 11-12,D
15K261,SY 11-12,P
10X440,SY 11-12,U
18K598,SY 11-12,P
13K054,SY 11-12,P
24Q061,SY 11-12,P
04M377,SY 11-12,P
08X123,SY 11-12,D
10X459,SY 11-12,P
02M217,SY 11-12,D
29Q132,SY 11-12,P
31R048,SY 11-12,P
22K240,SY 11-12,P
17K382,SY 11-12,D
06M098,SY 11-12,P
31R021,SY 11-12,P
11X468,SY 11-12,P
02M394,SY 11-12,P
12X047,SY 11-12,P
31R057,SY 11-12,D
12X480,SY 11-12,D
75Q177,SY 11-12,P
01M140,SY 11-12,D
25Q130,SY 11-12,P
10X549,SY 11-12,WD
08X448,SY 11-12,D
17K375,SY 11-12,D
07X179,SY 11-12,P
16K455,SY 11-12,D
29Q134,SY 11-12,D
12X300,SY 11-12,D
17K012,SY 11-12,P
09X229,SY 11-12,D
27Q123,SY 11-12,D
31R029,SY 11-12,WD
31R023,SY 11-12,P
06M468,SY 11-12,D
03M402,SY 11-12,P
09X313,SY 11-12,U
29Q192,SY 11-12,P
11X189,SY 11-12,P
10X081,SY 11-12,WD
25Q200,SY 11-12,D
05M362,SY 11-12,P
11X270,SY 11-12,D
31R050,SY 11-12,P
11X545,SY 11-12,D
06M348,SY 11-12,WD
15K667,SY 11-12,WD
75K077,SY 11-12,D
17K533,SY 11-12,D
75X188,SY 11-12,P
17K397,SY 11-12,P
19K677,SY 11-12,D
02M276,SY 11-12,P
32K151,SY 11-12,D
19K683,SY 11-12,WD
19K306,SY 11-12,U
09X088,SY 11-12,P
05M154,SY 11-12,P
03M084,SY 11-12,P
03M009,SY 11-12,WD
18K581,SY 11-12,D
28Q896,SY 11-12,D
17K528,SY 11-12,D
06M128,SY 11-12,P
09X064,SY 11-12,D
03M494,SY 11-12,D
10X306,SY 11-12,D
30Q151,SY 11-12,P
08X146,SY 11-12,D
13K067,SY 11-12,D
08X376,SY 11-12,P
11X106,SY 11-12,P
24Q199,SY 11-12,P
31R005,SY 11-12,WD
18K272,SY 11-12,D
03M145,SY 11-12,D
31R060,SY 11-12,P
11X153,SY 11-12,P
23K327,SY 11-12,P
19K328,SY 11-12,U
26Q430,SY 11-12,P
12X217,SY 11-12,P
75M035,SY 11-12,WD
17K316,SY 11-12,P
22K315,SY 11-12,P
20K686,SY 11-12,P
02M615,SY 11-12,P
31R861,SY 11-12,WD
29Q135,SY 11-12,P
14K582,SY 11-12,D
10X244,SY 11-12,P
27Q155,SY 11-12,P
31R031,SY 11-12,P
29Q492,SY 11-12,D
29Q496,SY 11-12,D
19K218,SY 11-12,D
75Q255,SY 11-12,P
10X045,SY 11-12,D
09X219,SY 11-12,U
16K393,SY 11-12,P
03M492,SY 11-12,WD
75M138,SY 11-12,D
17K334,SY 11-12,D
07X224,SY 11-12,D
03M403,SY 11-12,D
06M132,SY 11-12,D
29Q059,SY 11-12,D
13K113,SY 11-12,P
21K337,SY 11-12,D
09X231,SY 11-12,P
01M142,SY 11-12,P
30Q171,SY 11-12,P
08X335,SY 11-12,D
27Q043,SY 11-12,D
09X449,SY 11-12,P
03M076,SY 11-12,D
20K682,SY 11-12,WD
10X032,SY 11-12,WD
12X286,SY 11-12,P
17K394,SY 11-12,D
25Q163,SY 11-12,P
05M286,SY 11-12,P
03M208,SY 11-12,P
11X180,SY 11-12,P
11X112,SY 11-12,D
27Q253,SY 11-12,D
23K137,SY 11-12,D
13K350,SY 11-12,P
09X329,SY 11-12,P
07X369,SY 11-12,D
15K464,SY 11-12,P
31R054,SY 11-12,D
19K290,SY 11-12,P
02M896,SY 11-12,P
10X209,SY 11-12,WD
28Q080,SY 11-12,P
10X246,SY 11-12,P
04M406,SY 11-12,P
16K594,SY 11-12,D
27Q207,SY 11-12,P
31R027,SY 11-12,D
17K340,SY 11-12,P
08X140,SY 11-12,P
13K596,SY 11-12,D
12X134,SY 11-12,D
14K449,SY 11-12,WD
10X374,SY 11-12,WD
02M449,SY 11-12,P
19K659,SY 11-12,D
05M197,SY 11-12,D
18K566,SY 11-12,P
26Q435,SY 11-12,D
12X478,SY 11-12,WD
31R455,SY 11-12,WD
19K065,SY 11-12,WD
02M520,SY 11-12,D
23K646,SY 11-12,D
29Q494,SY 11-12,D
22K078,SY 11-12,D
75K371,SY 11-12,P
13K674,SY 11-12,P
24Q600,SY 11-12,WD
06M178,SY 11-12,P
12X463,SY 11-12,D
32K545,SY 11-12,U
25Q281,SY 11-12,WD
24Q296,SY 11-12,D
17K161,SY 11-12,D
17K241,SY 11-12,D
04M825,SY 11-12,P
09X323,SY 11-12,D
17K398,SY 11-12,D
17K181,SY 11-12,D
11X169,SY 11-12,P
15K462,SY 11-12,D
23K522,SY 11-12,P
22K326,SY 11-12,WD
22K109,SY 11-12,D
05M285,SY 11-12,D
10X279,SY 11-12,P
29Q136,SY 11-12,P
12X196,SY 11-12,P
02M459,SY 11-12,P
03M149,SY 11-12,D
13K605,SY 11-12,D
24Q485,SY 11-12,P
75X723,SY 11-12,WD
30Q076,SY 11-12,P
27Q223,SY 11-12,P
19K224,SY 11-12,P
24Q007,SY 11-12,P
31R034,SY 11-12,P
18K576,SY 11-12,WD
15K429,SY 11-12,P
02M260,SY 11-12,P
75K396,SY 11-12,D
14K071,SY 11-12,P
06M278,SY 11-12,P
03M404,SY 11-12,D
31R056,SY 11-12,D
25Q242,SY 11-12,P
11X078,SY 11-12,P
08X125,SY 11-12,D
17K568,SY 11-12,P
29Q259,SY 11-12,P
06M210,SY 11-12,P
31R026,SY 11-12,WD
29Q238,SY 11-12,D
10X037,SY 11-12,P
12X278,SY 11-12,D
06M423,SY 11-12,P
10X091,SY 11-12,P
05M030,SY 11-12,P
07X001,SY 11-12,P
12X006,SY 11-12,D
17K189,SY 11-12,D
09X457,SY 11-12,P
31R080,SY 11-12,P
02M565,SY 11-12,WD
20K505,SY 11-12,P
02M422,SY 11-12,P
31R039,SY 11-12,D
06M346,SY 11-12,D
29Q176,SY 11-12,P
10X390,SY 11-12,D
18K578,SY 11-12,P
04M375,SY 11-12,D
10X319,SY 11-12,P
08X182,SY 11-12,P
12X061,SY 11-12,D
30Q145,SY 11-12,P
27Q090,SY 11-12,P
22K381,SY 11-12,P
13K509,SY 11-12,D
75K140,SY 11-12,D
27Q104,SY 11-12,P
23K298,SY 11-12,D
10X280,SY 11-12,WD
19K583,SY 11-12,D
27Q053,SY 11-12,D
19K214,SY 11-12,P
07X551,SY 11-12,P
75K373,SY 11-12,P
25Q263,SY 11-12,P
14K477,SY 11-12,D
07X162,SY 11-12,D
17K537,SY 11-12,D
09X114,SY 11-12,D
27Q232,SY 11-12,WD
31R053,SY 11-12,P
02M419,SY 11-12,P
18K114,SY 11-12,P
03M860,SY 11-12,P
06M528,SY 11-12,D
10X439,SY 11-12,P
04M206,SY 11-12,P
17K352,SY 11-12,D
12X067,SY 11-12,P
10X033,SY 11-12,D
05M670,SY 11-12,D
13K305,SY 11-12,P
02M183,SY 11-12,P
02M544,SY 11-12,D
32K564,SY 11-12,P
