"Borough, Block, Lot #",Street Address,Zip Code,Borough,Utility,Building Manager,Owner,Owner Telephone,DEP Boiler Application #,#6 Deadline,Boiler Model,# of Identical Boilers,Boiler Capacity (Gross  BTU),Boiler Installation Date,Boiler Age Range,Est. Retirement Year,Burner Model,Primary Fuel,Total Gallons (High),Total Gallons (Low),Total MMBTU (High),Total MMBTU (low),Greener Greater Buildings,GGB Deadline,Building Type,City Council District,City Community Board,Bldg Sqft,# of Bldgs,# of Floors,# of Res. Units,Total Units,Year Built,Condo?,Coop?,Location 1,Owner Address
1001890030,20 NORTH MOORE STREET,10013,Manhattan,Con Edison,20-26 NO.MOORE STREET CO-OP.,20-26 NO.MOORE ST.CO-OP.,212-431-3708,CA019087Z,4/16/14,FEDERAL FST 80,1,3.40,1987,21 to 26 years old,2022,HEV E MMG 34 P ( I.C.I. ),#4,22050,15435,3197,2238,Yes,2019,Elevator Apartments,1,101,60600,1,9,19,20,1921,NO,YES,"20 NORTH MOORE STREET
Manhattan, New York 10013
(40.71980214995443, -74.00730268038586)","20 NORTH MOORE STREET, MANHATTAN NY 10013"
1001897501,6 VARICK STREET,10013,Manhattan,Con Edison,PACKPROD INTIL. CONDOMINIUM /ANDREWS,PACKPROD INTIL CONDOMINIUM/ANDREWS,212 529-5688,CA535285K,1/2/13,FEDERAL FMB1215,1,4.20,1985,21 to 26 years old,2020,I.C.I. MM 42P,#4,36500,25550,5293,3705,Yes,2019,Condominiums,1,101,25898,1,10,24,29,1915,YES,NO,"6 VARICK STREET
Manhattan, New York 10013
(40.71944913309131, -74.00679023364891)","666 BROADWAY 12TH FLOOR, MANHATTAN NY 10012"
1001937501,395 BROADWAY,10013,Manhattan,Con Edison,DAVID HANSEL ,DAVID HANSEL ,x,CA121081Z,7/2/15,ROCKMILLS MO 175,1,7.30,1981,26 to 30 years old,2016,ICI #DEG 84P,#6,39375,27563,5906,4134,Yes,2013,Condominiums,1,101,10448,1,15,64,65,1915,YES,NO,"395 BROADWAY
Manhattan, New York 10013
(40.718518799060504, -74.0027195221391)","395 BROADWAY, MANHATTAN NY 10013"
1001940042,"401 BROADWAY,SUITE- 2118",10013,Manhattan,Con Edison,401 BROADWAY BUILDING,401 BROADWAY BUILDING ,212 226-8363,CB239401M,5/28/14,ROCKMILLS MP-175,2,7.35,2001,5 to 10 years old,2036,INDUSTRIAL COMB.  MMG-84 P,#4,37500,26250,5438,3806,Yes,2014,Office Buildings,1,101,230139,1,26,0,171,1930,NO,NO,"401 BROADWAY,SUITE- 2118
Manhattan, New York 10013
(40.71949999962544, -74.0029600002037)","401 BROADWAY SUITE #2118, MANHATTAN N.Y. 10013"
1001950017,100 LAFAYETTE STREET,10013,Manhattan,Con Edison,ENF. 4/7/92,LAFAYETTE WALKER ASSOCIAT,212-563-5440,CA225271X,6/3/15,ROCKMILLS MP 125,1,6.30,1971,36 - 40 year old,2010,HEVEOIL AM7CF,#4,63875,44713,11908,8336,Yes,2015,Office Buildings,1,101,55400,1,8,0,12,1910,NO,NO,"100 LAFAYETTE STREET
Manhattan, New York 10013
(40.71777449549517, -74.00121835582011)","144 WESST 37 STREET, MANHATTAN NY 10018"
1001960005,408 BROADWAY,10013,Manhattan,Con Edison,KARTEN,KARTEN,212 860-4101,CA013986P,6/4/13,ROCKMILLS MP-60,1,2.30,1986,21 to 26 years old,2021,ICI MMG -28,#4,12450,8715,1813,1269,Yes,2016,Loft Buildings,1,101,56210,1,5,0,3,1915,NO,NO,"408 BROADWAY
Manhattan, New York 10013
(40.71900175334838, -74.0021765448189)","408 BROADWAY, MANHATTAN NY 10013"
1001960021,254 CANAL STREET,10013,Manhattan,Con Edison,C.H.H.REALTY,C.H.H. REALTY,212-431-6200,CA303984R,11/27/14,ROCKMILLS MP - 60,1,2.60,1984,26 to 30 years old,2019,INDUST COMBUST MM-28,#4,18232,12762,2726,1909,No,NA,Office Buildings,1,101,42500,1,5,0,15,1900,NO,NO,"254 CANAL STREET
Manhattan, New York 10013
(40.718588065214874, -74.00080957533436)","589 BROADWAY, MANHATTAN NY 10012"
1001980030,120 WALKER STREET,10013,Manhattan,Con Edison,"VINCENT,TERRANONA","ESTATE OF TERRANOVA,VINCENT",212 228-2140,CA063383L,5/22/14,FEDERAL FST-60,1,2.59,1983,26 to 30 years old,2018,IND COMB INC MMG-34(P),#4,6882,4817,1985,1390,No,NA,Store Buildings,1,101,28222,1,7,0,8,1920,NO,NO,"120 WALKER STREET
Manhattan, New York 10013
(40.71749450959176, -73.99977473426279)","120 WALKER STREET 4FLOOR, MANHATTAN NY 10013"
1002120007,32 VARICK STREET,10013,Manhattan,Con Edison,VARICK ASSOCIATES.,"VARICK ASSOCIATE,LLC",212-226-3249,CA319569X,5/23/14,BIGELOW H.R.T.,1,4.90,1969,41 - 45 years old,2010,HEV-E-OIL AMZE,#4,89425,62597,12905,9034,Yes,2022,Office Buildings,1,101,125078,1,10,0,1,1900,NO,NO,"32 VARICK STREET
Manhattan, New York 10013
(40.72066123997053, -74.00657926135939)","11 BEACH STREET, MANHATTAN NY 10013"
1002120018,13 LAIGHT STREET,10013,Manhattan,Con Edison,MAZDA REALTY ASSOC..,MAZDA REALTY ASSOC.,212-643-1717,CA176980K,4/11/14,ROCKMILLS MP 150,1,6.30,1980,26 to 30 years old,2015,INDUSTRIAL COMBUSTION DEG 63P,#6,70640,49448,10596,7417,Yes,2022,Loft Buildings,1,101,79642,1,6,9,26,1900,NO,NO,"13 LAIGHT STREET
Manhattan, New York 10013
(40.72169975801729, -74.00574242347128)","15 WEST 30 STSUITE 1204, MANHATTAN NY 10010"
1002157502,161 HUDSON STREET,10013,Manhattan,Con Edison,ELLEN ROSE ASSOCIATES,ELLEN ROSE ASSOCIATES,718 842 5588,CA400062P,2/17/15,HEGGIE SIMPLEX  321,1,4.64,1962,46 - 50 years old,2010,PETRO W-5,#4,76650,53655,11114,7780,No,NA,Condominiums,1,101,58015,1,9,24,26,1930,NO,NO,"161 HUDSON STREET
Manhattan, New York 10013
(40.721744685537715, -74.00829193461811)","890 GARRISON AVENUE, MANHATTAN NY 10474"
1002180024,67 VESTRY STREET,10013,Manhattan,Con Edison,ARI ELLIS,/67 VESTRY LLC c/o CLASSIC REALTY,212 223-1700,CB060800J,9/21/12,KEWANEE   LM-884,1,5.50,2000,5 to 10 years old,2035,INDUSTRIAL COMB. DEG-54 P,#6,37668,26368,5650,3955,Yes,2018,Elevator Apartments,1,101,61250,1,9,24,26,1910,NO,NO,"67 VESTRY STREET
Manhattan, New York 10013
(40.72281990484698, -74.01060869593177)","400 PARK AVE - 6th fl., MANHATTAN N.Y. 10022"
1002227502,189 HUDSON STREET,10013,Manhattan,Con Edison,RAPPORT METROPOLITAN/J.GLOVER,RAPPORT METROPOLITAN,212-704-3500,CA047477M,7/23/14,CROTTY CSM125,1,5.70,1977,31 to 35 years old,2012,I C I AM6CM,#4,73000,51100,10585,7409,Yes,2022,Condominiums,1,101,70622,1,7,27,27,1920,YES,NO,"189 HUDSON STREET
Manhattan, New York 10013
(40.72292676703348, -74.00814452263677)","530 5 AVENUE, MANHATTAN NY 10036"
1002250008,480 CANAL STREET,10013,Manhattan,Con Edison,PARISH OF TRINITY  CHURCH,PARISH OF TRINITY CHURCH % FIRST QUALITY MA,646-613-9401,CA283684J,3/26/14,ROCKMILLS MP-4-186,2,7.80,1984,26 to 30 years old,2019,     HEVEOIL DEG 84-P,#6,82125,57487,12319,8623,Yes,2015,Loft Buildings,1,101,321641,1,12,0,19,1928,NO,NO,"480 CANAL STREET
Manhattan, New York 10013
(40.72385383991424, -74.00820037969513)","75 VARICK STREET, MANHATTAN NY 10013"
1002260001,75 VARICK STREET,10013,Manhattan,Con Edison,PARISH OF TRINITY CHURCH,FIRST QUALITY MAINTENANCE,646 613-9401,CA470685P,3/11/13,FEDERAL FST 175S,3,15.50,1985,21 to 26 years old,2020,HEV-E-OIL DE 175S,#6,164250,114975,24638,17246,Yes,2016,Office Buildings,3,102,993903,1,20,0,67,1930,NO,NO,"75 VARICK STREET
Manhattan, New York 10013
(40.723192964527634, -74.00628848085881)","74 TRINITY PLACE, MANHATTAN NY 10003"
1002270063,417 CANAL STREET,10013,Manhattan,Con Edison,PARISH OF TRINITY CHURCH,PARISH OF TRINITY CHURCH,x,CA313686H,12/23/13,FEDERAL FST 100,1,3.90,1986,21 to 26 years old,2021,HEV E OIL MMG 42 P,#4,41063,28744,5954,4168,No,NA,Outdoor Recreation,3,102,x,1,0,0,0,x,NO,NO,"417 CANAL STREET
Manhattan, New York 10013
(40.72240119061911, -74.00603463632456)","74 TRINITY PLACE, MANHATTAN NY 10006"
1002290022,83 GRAND STREET,10013,Manhattan,Con Edison,"GRAND LOFT CORP, C/O L. PROPERTIES.",GRAND LOFT CORP. /ANDREWS BUILD CORP.,212-529-5688,CA233582N,7/2/15,FEDERAL FST-135,1,6.00,1982,26 to 30 years old,2017,HEVE MEG 54-S,#4,24502,17151,3552,2487,Yes,2019,Elevator Apartments,1,102,85676,5,6,26,31,1915,NO,YES,"83 GRAND STREET
Manhattan, New York 10013
(40.72167040048395, -74.00245187336661)","666 BROADWAY, MANHATTAN NY 10012"
1002320001,434 BROADWAY,10013,Manhattan,Con Edison,THE MERCHANTS BANK OF NEW YORK,JONESLAY LASALLE  ,212-297-2670,CA112780N,9/23/13,FEDERAL FST 80,1,3.43,1980,26 to 30 years old,2015,INDUSTRIAL COMBUSTION DEG-42YP,#6,38493,26945,5747,4023,Yes,2022,Office Buildings,1,102,58460,1,9,0,6,1910,NO,NO,"434 BROADWAY
Manhattan, New York 10013
(40.720062953342904, -74.00127722278955)","619 WEST 54TH STREET , MANHATTAN NY 10019"
1002370036,130 MULBERRY STREET,10013,Manhattan,Con Edison,JEROME STABILE,STABILE BROS.,212 226-3620,CA147468Z,10/24/12,H B SMITH 250-5-10,1,1.00,1968,41 - 45 years old,2010,HEV-E-OIL AM3DH,#4,24820,17374,3599,2519,No,NA,Walk-Up Apartments,1,102,8680,1,6,15,16,1900,NO,NO,"130 MULBERRY STREET
Manhattan, New York 10013
(40.7181672127295, -73.99784514639434)","189 GRAND STREET, MANHATTAN NY 10013"
1002460001,271 S. ST. A/K/A 257 CLINTON ST,10002,Manhattan,Con Edison,LANDS END I LP % GRENADIER RLTY.,LANDS END I LP % GRENADIER RLTY,718 240-4664,CB075008X,5/6/15,BURNHAM 4 FL - 827 - 50LB (EXSTG),2,5.50,2008,Fewer than 5 years old,2043,ICI MEG - 84-P (NEW),#6,100740,70518,15111,10578,Yes,2016,Elevator Apartments,1,103,262875,1,19,252,254,1978,NO,NO,"271 S. ST. A/K/A 257 CLINTON ST
Manhattan, New York 10002
(40.71121619396706, -73.9867928834803)","155 ELMIRA LOOP, BROOKLYN NY 11239"
1002530001,10 MONROE STREET,10002,Manhattan,Con Edison,KNICKERBOCKER VILLAGE,KNICKERBOCKER VILLAGE  INC.,212-227-0955,CA032977R,7/13/13,ROCKMILLS MP 600,3,25.20,1977,31 to 35 years old,2012,HEV-E-OIL DE 252P,#6,252580,176806,37887,26521,Yes,2013,Elevator Apartments,1,103,1396625,2,12,1590,1618,1935,NO,YES,"10 MONROE STREET
Manhattan, New York 10002
(40.71135198039631, -73.99624541522792)","10 MONROE STREET, MANHATTAN NY 10002"
1002740003,51 MONROE STREET,10002,Manhattan,Con Edison,MONROE HENRY LLC,MONROE HENRY CORP.,718-961-3200,CA329284L,3/27/15,FEDERAL FST 60,1,2.60,1984,26 to 30 years old,2019,ICI MM30,#4,25112,17578,3625,2538,No,NA,Walk-Up Apartments,1,103,9910,1,5,20,20,1900,NO,NO,"51 MONROE STREET
Manhattan, New York 10002
(40.711681272029864, -73.99362399232024)","95 DELANCY STREET, MANHATTAN NY 10002"
1002770002,77 MADISON STREET,10002,Manhattan,Con Edison,LEE KUANG,LEE KUANG,718 946 4000,CA087385L,3/30/15,FITZGIBBONS RM61,1,2.10,1985,21 to 26 years old,2020,I C #MM28,#4,17520,12264,2540,1778,No,NA,Walk-Up Apartments,1,103,21274,1,6,28,30,1918,NO,NO,"77 MADISON STREET
Manhattan, New York 10002
(40.71215791270538, -73.99632195840815)","101 LAFAYETTE STREET, MANHATTAN NY 10013"
1002830031,145 EAST BROADWAY,10002,Manhattan,Con Edison,MESIVTHA TIFERETH JERUSAL,MESIVTHA TIFERETH JERUSALEM,212-964-2830,CA347083Y,2/25/14,FEDERAL FST-60,1,2.70,1983,26 to 30 years old,2018,IND COMB MMG-34 P,#4,37888,26522,5453,3817,No,NA,"Churches, Synagogues, etc.",1,103,14812,1,5,0,1,1921,NO,NO,"145 EAST BROADWAY
Manhattan, New York 10002
(40.71391024106219, -73.99118749190643)","145 EAST BROADWAY, MANHATTAN NY 10002"
1002850029,197 EAST BROADWAY,10002,Manhattan,Con Edison,THE EDUCATIONAL ALLIANCE,THE EDUCATIONAL ALLIANCE,212-780-2300,CA082382N,9/15/13,ROCKMILLS #MP 80,1,3.30,1982,26 to 30 years old,2017,ICI MEG 34-P,#4,30660,21462,4495,3147,No,NA,Educational Structures,1,103,48517,1,6,0,1,1900,NO,NO,"197 EAST BROADWAY
Manhattan, New York 10002
(40.71415389813056, -73.98832563517338)","197 EAST BROADWAY, MANHATTAN NY 10002"
1002850029,197 EAST BROADWAY,10002,Manhattan,Con Edison,THE EDUCATIONAL ALLIANCE,THE EDUCATIONAL ALLIANCE,x,CA224196K,6/8/15,FEDERAL(EASTMOND)FST-80,1,3.43,1996,11 to 15 years old,2031,(NEW)HEVE-ICI #MMG 34 P,#4,32850,22995,4763,3334,No,NA,Educational Structures,1,103,48517,1,6,0,1,1900,NO,NO,"197 EAST BROADWAY
Manhattan, New York 10002
(40.71415389813056, -73.98832563517338)","197 EAST BROADWAY, MANHATTAN NY 10002"
1003000001,83 CANAL STREET,10002,Manhattan,Con Edison,AMICUS ASSOCIATES LP, FRIEDMAN MANAGEMENT/BERNIE MILOWITZ,212-736-6888,CA311186M,11/20/13,FEDERAL FST-90,1,3.70,1986,21 to 26 years old,2021,INDUSTRIAL COMBUSTION MMG-42(P),#4,27104,18973,3930,2751,No,NA,Loft Buildings,1,103,40860,4,6,0,27,1925,NO,NO,"83 CANAL STREET
Manhattan, New York 10002
(40.71536317133298, -73.99324287663549)","225 WEST 34 STREET, MANHATTAN NY 10001"
1003230001,70 BARUCH DRIVE,10002,Manhattan,Con Edison,BARUCH HOUSES,NYC HOUSING AUTHORITY RNERGY DEPT.,212 306 4674,CA195888L,1/17/15,FEDERAL PLW 331,7,14.00,1988,21 to 26 years old,2023,PREFERRED BHE 83M4,#6,269370,188559,39420,27594,No,NA,Elevator Apartments,2,103,2948300,20,14,2391,2391,1962,NO,NO,"70 BARUCH DRIVE
Manhattan, New York 10002
(40.71689147338713, -73.9781211035495)","90 CHURCH STREET 6TH FL., MANHATTAN NY 10007"
1003440060,219 STANTON STREET,10002,Manhattan,Con Edison,OUR LADY OF SORROWS CHURCH.,OUR LADY OF SORROWS CH.,212 673-0900,CA289392P,12/16/13,H.B.SMITH M450L-W-12 (EXG),1,2.72,1992,16 to 20 years old,2027,INDUSTRIAL COMBUSTION MMG-28 (NEW),#4,17325,12128,2512,1758,Yes,2014,"Churches, Synagogues, etc.",1,103,57574,3,5,0,2,1900,NO,NO,"219 STANTON STREET
Manhattan, New York 10002
(40.71944802310916, -73.98209484092813)","219 STANTON STREET, MANHATTAN NY 10002"
1003450020,155 RIDGE STREET,10002,Manhattan,Con Edison,STELLAR MANAGEMENT,STELLAR MANAGEMENT ,212-406-0030,CA055880M,5/22/14,ROCKMILLS MP-100,1,4.20,1980,26 to 30 years old,2015,HEV-E-OIL MMG-42,#4,27379,19165,3902,2732,No,NA,Elevator Apartments,1,103,35045,1,5,56,56,1940,NO,NO,"155 RIDGE STREET
Manhattan, New York 10002
(40.72054858723874, -73.98241843983516)","156 WILLIAM STREET, MANHATTAN NY 10038"
1003480031,105 CLINTON STREET,10002,Manhattan,Con Edison,TSAI FOO CHANG,FOO TSAI,212 925 9384,CA107588R,8/3/12,FEDERAL FST 50,1,1.54,1988,21 to 26 years old,2023,ICI MMG 22,#4,40150,28105,5822,4075,No,NA,Walk-Up Apartments,1,103,12630,1,6,20,22,1920,NO,NO,"105 CLINTON STREET
Manhattan, New York 10002
(40.71814739742052, -73.98559304659858)","395 BROADWAY #10E, MANHATTAN NY 10013"
1003507501,20 CLINTON STREET,10002,Manhattan,Con Edison,20 CLINTON CONDOMINIUM,20 CLINTON ST. OWNERS CONDOMINIUM,212-475-2280,CA265286P,10/21/13,FEDERAL FST 80,1,3.30,1986,21 to 26 years old,2021,ICI DEG 42-P,#6,32120,22484,4800,3360,No,NA,Condominiums,1,103,39155,1,6,38,47,x,NO,NO,"20 CLINTON STREET
Manhattan, New York 10002
(40.720734109977165, -73.98414840571509)","20 CLINTON ST APT. #4A, MANHATTAN NY 10002"
1003530047,98 NORFOLK STREET,10002,Manhattan,Con Edison,EASTSIDE REST CORP,EASTSIDE REST CORP.,212-677-5588,CA240957X,10/29/13,SPENCER LW85,1,3.50,1957,Over 50 years,2010,HEV-E-OIL AM5CH,#4,63875,44713,5293,3705,No,NA,Store Buildings,1,103,7000,1,2,0,1,1900,NO,NO,"98 NORFOLK STREET
Manhattan, New York 10002
(40.718468241394945, -73.9872512484606)","138 DELANCEY STREET, MANHATTAN NY 10002"
1003740020,333 EAST 4 STREET,10009,Manhattan,Con Edison,NYC BOARD OF EDUCATION (PS 15),NYC BOARD OF EDUCATION,x,CA013474L,9/9/12,TITUSVILLE (2) (EXG) SOH 182,2,50.00,1974,36 - 40 year old,2010,PREFERRED (2) (EXG) B E E 50 3M4,#4,x,x,x,x,No,NA,Educational Structures,2,103,73224,1,5,0,1,1910,NO,NO,"333 EAST 4 STREET
Manhattan, New York 10009
(40.721992781251366, -73.97933191001464)","28-11 QUEENS PLAZA NORTH, LIC NY 11101"
1003940041,185 AVENUE C,10009,Manhattan,Con Edison,TRI-STAR EQUITIES,BINDER&WARREN LLC,646 637-9019,CA172682Y,12/22/12,FEDERAL #FST 80,1,3.30,1982,26 to 30 years old,2017,INDUSTRIAL COMBUSTION #MEG 34-P,#6,38435,26904,5765,4036,No,NA,Elevator Apartments,2,103,24534,2,6,41,45,1910,NO,NO,"185 AVENUE C
Manhattan, New York 10009
(40.72673027126343, -73.9769821332385)","1 UNION SQUARE WEST, MANHATTAN NY 10003"
1003970007,20 AVENUE A,10009,Manhattan,Con Edison,20 AVENUE A ASSOCIATES,ARM MGMT & RUBIN MARGULIS,718-339-8301,CA357186X,9/21/14,FEDERAL FST-70,1,2.90,1986,21 to 26 years old,2021,IND. COMB. DEG-42YP,#4,31171,21820,5075,3553,No,NA,Elevator Apartments,2,103,48275,2,5,63,64,1920,NO,NO,"20 AVENUE A
Manhattan, New York 10009
(40.72290195043272, -73.985740233343)","20 OCEAN COURT, BROOKLYN NY 11223"
1003970063,250 EAST HOUSTON STREET,10002,Manhattan,Con Edison,205 E. HOUSTON ST. ASSOC. L.P. % PK. SQ. ASSOC.,250 E. HOUSTON STREET OWNERS c/o PARK SQUARE ASSOC,212 943--6850,CB540503K,1/28/14,(EXISTING) FEDERAL  FST-125,2,4.10,2003,5 to 10 years old,2038,(NEW)  ICI  DEG-54P,#6,75336,52735,11300,7910,Yes,2017,Elevator Apartments,2,103,126660,1,13,130,146,1989,NO,NO,"250 EAST HOUSTON STREET
Manhattan, New York 10002
(40.72189757028269, -73.9849185550766)","250 EAST HOUSTON STREET, NEW YORK NY 10274"
1003980008,160 EAST 3 STREET,10009,Manhattan,Con Edison,160 EAST 3 ST. OWNERS INC.,BIG CITY MANAGEMENT,212 242-2657,CA280183H,12/6/13,FEDERAL FST-125,1,5.30,1983,26 to 30 years old,2018,INDUSTRIAL COMBUSTION DEG-54(P),#6,57488,40241,8623,6036,Yes,2018,Elevator Apartments,2,103,55947,1,6,61,61,1940,NO,YES,"160 EAST 3 STREET
Manhattan, New York 10009
(40.72339671050868, -73.98483146231668)","40 WEST 36th ST. - STE3F , NEW YORK NY 10010"
1003990044,185 EAST 3 STREET,10009,Manhattan,Con Edison,"185 EAST VILLAGE APTS.,LLC","EAST VILLAGE APARTMENTS,LLC",212 947-5656,CA463887H,3/10/13,FEDERAL FST 80,1,3.10,1987,21 to 26 years old,2022,HEVE MMG 34 P,#4,32850,22995,4763,3334,No,NA,Elevator Apartments,2,103,35550,1,6,43,43,1950,NO,NO,"185 EAST 3 STREET
Manhattan, New York 10009
(40.72303184556028, -73.98366648119989)","P.O. BOX 20213,GREELEY  SQUARE STAT., NEW YORK NY 10001"
1004000001,58 AVENUE A,10009,Manhattan,Con Edison,72A RLTY ASSOC.,72A RLTY.ASSOC/A.ZINBERG,212 473 6349,CA308889L,4/19/14,ROCKMILLS MP4-162,1,5.95,1989,21 to 26 years old,2024,ICI DEG 63P,#6,59860,41902,9000,6300,Yes,2020,Elevator Apartments,2,103,79956,1,6,76,84,1940,NO,NO,"58 AVENUE A
Manhattan, New York 10009
(40.72444265162562, -73.9846667449084)","66 AVENUE A, MANHATTAN NY 10009"
1004000050,215 EAST 4 STREET,10009,Manhattan,Con Edison,CLEARWATER ASSOCIATES,213-215 EAST 4th STREET LLC c/o CITI-UIBAN,506-466-3333,CA339788Y,12/7/12,FEDERAL FST-60,1,2.30,1988,21 to 26 years old,2023,I.C.I. MMG-28,#4,5777,4044,102,71,No,NA,Walk-Up Apartments,2,103,18781,1,6,28,30,1900,NO,NO,"215 EAST 4 STREET
Manhattan, New York 10009
(40.723751620749596, -73.98349386860106)","6 GRAG AVE, GREAT NECK NY 11021"
1004020011,140 EAST 7 STREET,10009,Manhattan,Con Edison,CHARLES PODPIRKA,J.R.S. MANAGEMENT ,718 459-1651,CA257888M,4/27/13,ROCKMILLS MP 80,1,3.43,1988,21 to 26 years old,2023,ICI MMG 34 P,#4,44968,31478,6525,4568,No,NA,Elevator Apartments,2,103,41600,1,5,79,79,1925,NO,NO,"140 EAST 7 STREET
Manhattan, New York 10009
(40.725803750907524, -73.98309419954424)",".O. BOX 740058, REGO PARK NY 11374"
1004020015,144 EAST 7 STREET,10009,Manhattan,Con Edison,"PODPIRKA, CHARLES",J.R.C. REALTY LLC.,718-459-1651,CA257688H,4/27/13,ROCKMILLS MP 80,1,3.43,1988,21 to 26 years old,2023,ICI MMG 34 P,#4,44968,31478,6525,4568,No,NA,Elevator Apartments,2,103,36705,1,5,79,79,1925,NO,NO,"144 EAST 7 STREET
Manhattan, New York 10009
(40.7257107610097, -73.9828744052403)","P.O. BOX  740058, REGO PARK NY 11374"
1004020019,150 EAST 7 STREET,10009,Manhattan,Con Edison,"PODPIRKA, CHARLES",JRC REALTY LLC,718-459-1651,CA320788Y,10/5/13,ROCKMILLS MP 40,1,1.70,1988,21 to 26 years old,2023,ICI MMG 22,#4,14892,10424,2175,1523,No,NA,Elevator Apartments,2,103,17750,1,5,39,39,1925,NO,NO,"150 EAST 7 STREET
Manhattan, New York 10009
(40.72558479060285, -73.9824993788178)","P.O. BOX 740058, REGO PARK NY 11374"
1004067501,212 AVENUE B,10009,Manhattan,Con Edison,STANDARD REALTY ASSOCIATES INC.,STANDARD REALTY ASSOC INC,212-777-7700,CA535085X,4/24/13,BEST BOILER CO 5A-40,1,1.72,1985,21 to 26 years old,2020,IND COMB INC MMG-22,#4,9052,6336,2604,1823,No,NA,Condominiums,2,103,15486,1,6,24,25,1900,NO,NO,"212 AVENUE B
Manhattan, New York 10009
(40.728588526180715, -73.97869524663383)","117 WAVERLY PLACE #1FE, MANHATTAN NY 10011"
1004090029,250 BROOME STREET,10002,Manhattan,Con Edison,"KIPNES,NEIL","KIPNES,NEIL",212 674-2100,CA200098K,1/7/15,ROCKMILLS  MP-100 ,1,4.06,1998,11 to 15 years old,2033,ICI  MMG-42 P,#4,36500,25550,5293,3705,No,NA,Walk-Up Apartments,1,103,12281,1,6,22,24,1920,NO,NO,"250 BROOME STREET
Manhattan, New York 10002
(40.71800350589581, -73.98977489403484)","252 BROOME STREET, MANHATTAN NY 10002"
1004110034,94 RIVINGTON STREET,10002,Manhattan,Con Edison,DAESUNG REALTY CORP.,DAE SUNG REALTY CORP./JASON KIM,212-420-1728,CA298286X,10/12/13,ROCKMILLS MP-50,1,2.03,1986,21 to 26 years old,2021,INDUSTRIAL COMBUSTION MMG-22,#4,14600,10220,2117,1482,No,NA,Walk-Up Apartments,1,103,16840,1,6,20,23,1920,NO,NO,"94 RIVINGTON STREET
Manhattan, New York 10002
(40.72017986520672, -73.98857879573586)","94/96 RIVINGTON STREET, MANHATTAN NY 10002"
1004130045,83 ORCHARD STREET,10002,Manhattan,Con Edison,81 ORCHARD ASSOC.C/O VINCENT JAMES MGMT.,DERMOTT COMPANY,212-262-1220,CA426089K,6/15/14,FEDERAL FST 80,1,3.10,1989,21 to 26 years old,2024,ICI MMG 34 P,#4,32120,22484,4640,3248,No,NA,Walk-Up Apartments,1,103,18647,1,6,30,34,1910,NO,NO,"83 ORCHARD STREET
Manhattan, New York 10002
(40.71785397710826, -73.99044692460397)","320 W.57th fl., MANHATTAN NY 10019"
1004140005,55 DELANCEY STREET,10002,Manhattan,Con Edison,55 DELANCEY REALTY LLC,MADISON CAPITAL,212-759-9001,CA256387J,8/14/14,ROCKMILLS MP 80,1,3.40,1987,21 to 26 years old,2022,ICI MMG 34 P,#4,30870,21609,4476,3133,No,NA,Walk-Up Apartments,1,103,21865,1,6,30,33,1900,NO,NO,"55 DELANCEY STREET
Manhattan, New York 10002
(40.7193165160586, -73.99110589063821)","55 EAST 59TH STREET, MANHATTAN NY 10022"
1004150033,125 ALLEN STREET,10002,Manhattan,Con Edison,125-127 ALLEN ST ASSOC    .,125-127 ALLEN STREET ASSO.,212-740-2347,CA396587Z,2/11/15,FEDERAL FST 60,1,2.59,1987,21 to 26 years old,2022,ICI MMG 28,#4,24984,17489,3625,2538,No,NA,Walk-Up Apartments,1,103,10254,1,6,24,26,1900,NO,NO,"125 ALLEN STREET
Manhattan, New York 10002
(40.71984711605592, -73.99021556182919)","708 W. 177TH ST. AA, NEW CITY NY 10033"
1004160063,160 ALLEN STREET,10002,Manhattan,Con Edison,HERBERT MEDINA,CENTRAL BROOKLYN REALTY,718 531 6282,CA378790P,6/28/15,FEDERAL EASTMOND FST100,1,4.10,1990,16 to 20 years old,2025,ICI MMG 42P,#4,37048,25933,5438,3806,No,NA,Walk-Up Apartments,1,103,9357,1,6,18,22,1900,NO,NO,"160 ALLEN STREET
Manhattan, New York 10002
(40.721014266547144, -73.98924886603287)","3005 AVENUE N., BROOKLYN NY 11210"
1004210078,42 RIVINGTON STREET,10002,Manhattan,Con Edison,DANMOR REALTY CORP,DANMOR REALTY CORP,718-849-7600,CA278891X,12/24/12,FEDERAL  MMG-70,1,2.90,1991,16 to 20 years old,2026,I.C.I.MMG-28,#4,32850,22995,4763,3334,No,NA,Walk-Up Apartments,1,103,19038,1,6,30,33,1900,NO,NO,"42 RIVINGTON STREET
Manhattan, New York 10002
(40.72091730927076, -73.99102495165556)","114-04 ATLANTIC AVENUE, JAMAICA NY 11419"
1004260029,195 CHRYSTIE STREET,10002,Manhattan,Con Edison,"GREETING CARD PUBLISHERS, INC.","GREETING CARD PUBLISHERS,",718 746 2435,CA175694P,10/21/12,ROCKMILLS  MP-125,1,5.25,1994,16 to 20 years old,2029,ICI  MMG-54 (P),#4,34688,24281,5030,3521,Yes,2016,Loft Buildings,1,103,81900,1,9,3,22,1920,NO,NO,"195 CHRYSTIE STREET
Manhattan, New York 10002
(40.72200548892624, -73.99188830080368)","171 E. 84TH ST. #35B, MANHATTAN NY 100028"
