TYPE,APPROVAL STATUS,TRADE NAME,BUS NAME,MAILING OFFICE,MAIL CITY,State,Zip
CL.2-EXEMPT,APPROVED,ANNA'S POOL DECK LLC,ANNA'S POOL DECK LLC,1222 OAK PLACE,UNION,NJ,7083
CL.2-EXEMPT,DENIED,ANNEX GENERAL CONTRACTING INC.,ANNEX GENERAL CONTRACTING INC.,331 HEWLETT AVE.,MERRICK,NY,11566
CL.2-EXEMPT,APPROVED,ANOVI BUILDERS LLC,ANOVI BUILDERS LLC,328 ST. MARKS AVENUE,BROOKLYN,NY,11238
CL.2-EXEMPT,APPROVED,ANSWER HOME IMPROVEMENT,ANSWER HOME IMPROVEMENT,133-05 120TH AVENUE,SOUTH OZONE PARK,NY,11420
CL.1,APPROVED,ANTHONY CASTELLANO,ANTHONY CASTELLANO,1 PLEASANT PLAINS AVENUE,STATEN ISLAND,NY,10309
CL.2-EXEMPT,APPROVED,ANTHONY F. RITSUA d/b/a T.R. TRUCKING,ANTHONY F. RITSUA d/b/a T.R. TRUCKING,51 BILTMORE BLVD,MASSAPEQUA,NY,11758
LICENSE,APPROVED,ANTHONY RUBBISH REMOVAL INC.,ANTHONY RUBBISH REMOVAL INC.,2006 BOGART AVENUE,BRONX,NY,10462
CL.1,APPROVED,CONCORD BOILER,ANTHONY THOMAS BOILER CLEANING CORP.,P.O. BOX 1296,BRONX,NY,10453
CL.2-EXEMPT,APPROVED,ANTHONY TRANCHINA GENERAL CONTRACTING CORP.,ANTHONY TRANCHINA GENERAL CONTRACTING CORP.,79-72 COOPER AVENUE,GLENDALE,NY,11385
CL.1,APPROVED,ANTHONY VARVARA LANDSCAPING INC.,ANTHONY VARVARA LANDSCAPING INC.,412 WOODDALE AVENUE,STATEN ISLAND,NY,10301
CL.2-EXEMPT,APPROVED,A.J.G VENDITTI CONSTRUCTION,ANTHONY VENDITTI D/B/A A J G VENDITTI CONSTRUCTION,373 ST GEORGE ROAD,STATEN ISLAND,NY,10306
CL.1,APPROVED,ANTOLIN RAMIREZ d/b/a ANTOLIN R. LANDSCAPING,ANTOLIN RAMIREZ d/b/a ANTOLIN R. LANDSCAPING,35-30 153RD STREET APT 4B,FLUSHING,NY,11354
CL.1,APPROVED,ANTONINO D'AMORE LANDSCAPING GARDENING,ANTONINO D'AMORE d/b/a ANTONIO D'AMTONIO LANDSCAPING,25 WHITEWOOD RD.,WHITE PLAINS,NY,10603
CL.1,APPROVED,ANTONIO BAINCANIELLO LANDSCAPING,ANTONIO BIANCANIELLO LANDSCAPING,163 15 20 ROAD,WHITESTONE,NY,11357
CL.1,APPROVED,ANTONIO GUERRA,ANTONIO GUERRA,85-13 213 STREET,HOLLIS HILLS,NY,11427
CL.1,APPROVED,ANTONIO LAWN MAINTENANCE,ANTONIO LAWN MAINTENANCE,33- 39 PARSON BLVD 2ND FLOOR,FLUSHING,NY,11354
CL.1,APPROVED,ANTONIO NATALE LANDSCAPING  INC.,ANTONIO NATALE LANDSCAPING  INC.,154-15 26 AVENUE,FLUSHING,NY,11354
CL.1,APPROVED,ANTONIO SANSONE LANDSCAPING,ANTONIO SANSONE LANDSCAPING,1393 DAHILL ROAD,BROOKLYN,NY,11204
CL.1,APPROVED,ANTONIO SQUARCIAFICO GARDENER,ANTONIO SQUARCIAFICO GARDENER,164 JOHNSON AVENUE,STATEN ISLAND,NY,10307
CL.1,APPROVED,A-ONE LANDSCAPING MANAGEMENT,A-ONE LANDSCAPING MANAGEMENT,15-35 128 STREET,COLLEGE POINT,NY,11356
LICENSE,APPROVED,APACHE CARTING LLC,APACHE CARTING LLC,213 JEFFERSON AVE,STATEN ISLAND,NY,10306
CL.2-EXEMPT,APPROVED,"APEX BUILDING COMPANY, INC.","APEX BUILDING COMPANY, INC.",226 W 116 STREET,NEW  YORK,NY,10026
CL.2-EXEMPT,APPROVED,APOLLO CONSTRUCTION & DEV. INC.,APOLLO CONSTRUCTION & DEV. INC.,2-15 147TH STREET,WHITESTONE,NY,11357
CL.2-EXEMPT,APPROVED,"APPLE RESTORATION & WATERPROOFING, INC.","APPLE RESTORATION & WATERPROOFING, INC.",132  BEDFORD AVENUE,BROOKLYN,NY,11249
LICENSE,APPROVED,APPROVED STORAGE AND WASTE HAULING ,APPROVED STORAGE AND WASTE HAULING,110 EDISON AVENUE,MOUNT VERNON,NY,10550
CL.2-EXEMPT,APPROVED,AQUILINO TENECELA DBA AQUILES SERVICES,AQUILINO TENECELA DBA AQUILES SERVICES,47-26 49TH STREET APT 3H,WOODSIDE,NY,11377
CL.2-EXEMPT,APPROVED,ARAMBAGES TRUCKING INC.,ARAMBAGES TRUCKING INC.,193 NUGENT STREET,STATEN ISLAND,NY,10306
CL.1,APPROVED,ARC LANDSCAPING SERVICE,ARC LANDSCAPING SERVICE,2 GENERAL STREET,STATEN ISLAND,NY,10306
CL.2-EXEMPT,APPROVED,ARCA CONSTRUCTION D/B/A BENNY'S CONSTRUCTION,ARCA CONSTRUCTION D/B/A BENNY'S CONSTRUCTION,2152 GERRITSEN AVENUE,BROOKLYN,NY,11229
LICENSE,APPROVED,ARCO EQUIPMENT CORP.,ARCO EQUIPMENT CORP.,57-52 49 PLACE,MASPETH,NY,11378
LICENSE,APPROVED,ARGENTO RUBBISH REMOVAL INC.,ARGENTO RUBBISH REMOVAL INC.,3286 COUNTRY CLUB ROAD,BRONX,NY,10465
CL.1,APPROVED,ARIANO LANDSCAPING INC.,ARIANO LANDSCAPING INC.,P.O. BOX 570113,WHITESTONE,NY,11357
CL.2-EXEMPT,APPROVED,ARJR TRUCKING INC.,ARJR TRUCKING INC.,P.O. BOX 1076,YONKERS,NY,10703
CL.2-EXEMPT,APPROVED,ARMAGH CONTRACTING INC.,ARMAGH CONTRACTING INC.,94 HART AVENUE,YONKERS,NY,10704
CL.1,APPROVED,ARMANDO ALVARENGA D.B.A. ARMANDO LANDSCAPING,ARMANDO ALVARENGA D.B.A. ARMANDO LANDSCAPING,"138-32 90TH AVENUE, SUITE B8",JAMAICA,NY,11435
CL.1,APPROVED,"ARNOLDO'S GARDENING, INC.","ARNOLDO'S GARDENING, INC.",61-21  163RD STREET,FRESH MEADOWS,NY,11366
CL.2-EXEMPT,APPROVED,"ARTE TILE AND MASONARY, INC.","ARTE TILE AND MASONARY, INC.",24-60 46TH STREET,ASTORIA,NY,11103
CL.2-EXEMPT,APPROVED,ARTHUR DIBIASE MASON CONTRACTOR,ARTHUR DIBIASE MASON CONTRACTOR,154-36 12 AVENUE,WHITESTONE,NY,11357
CL.2-EXEMPT,APPROVED,ARTURO FIORIBELLO D/B/A/ A. FIORIBELLO CONTRACTINC CO.,ARTURO FIORIBELLO D/B/A/ A. FIORIBELLO CONTRACTINC CO.,22 BAMBERGER LANE,STATEN ISLAND,NY,10312
CL.2-EXEMPT,APPROVED,ATC,ASBESTOS TRANSPORTATION CO INC.,2 MORICHES MIDDLE ISLAND ROAD,SHIRLEY,NY,11967
CL.2-EXEMPT,APPROVED,ASM CONSTRUCTION OF NY CORP.,ASM CONSTRUCTION OF NY CORP.,39 PERRY AVENUE,STATEN ISLAND,NY,10314
CL.1,APPROVED,ASPEN LANDSCAPING INC.,ASPEN LANDSCAPING INC.,12-48 150TH STREET SUITE 104,WHITESTONE,NY,11357
CL.2-EXEMPT,APPROVED,ASTORIA CONSTRUCTION & CARTING INC.,ASTORIA CONSTRUCTION & CARTING INC.,35-11 36TH ST 3RD FL.,LONG ISLAND CITY,NY,11106
LICENSE,APPROVED,ASTORIA RUBBISH REMOVAL CO. INC.,ASTORIA RUBBISH REMOVAL CO. INC.,20-37 HAZEN STREET,JACKSON HEIGHTS,NY,11370
CL.2-EXEMPT,APPROVED,,ASTORIA TRUCKING CARTING AND LEASING CORP,20-37 HAZEN STREET,JACKSON HTS,NY,11370
CL.1,APPROVED,ATALA C LANDSCAPING INC,ATALA C LANDSCAPING INC,148 SHERIDAN BLVD,INWOOD,NY,11096
CL.2-EXEMPT,APPROVED,ATLANTIC CARTING LLC.,ATLANTIC CARTING LLC.,1141 RT. 23,WAYNE,NJ,7470
CL.2-EXEMPT,DENIED,ATLANTIC LEASING GROUP CORP.,ATLANTIC LEASING GROUP CORP.,2274  WEST STREET,BROOKLYN,NY,11223
LICENSE,APPROVED,ATLANTIC MAINTENANCE CORPORATION,ATLANTIC MAINTENANCE CORPORATION,154 CONOVER STREET,BROOKLYN,NY,11231
CL.2-EXEMPT,APPROVED,ATLAS ROLL-OFF CORP.,ATLAS ROLL-OFF CORP.,95-11 147 PLACE,JAMAICA,NY,11435
LICENSE,APPROVED,ATLAS SANITATION CO. INC.,ATLAS SANITATION CO. INC.,P.O. BOX 140629,HOWARD BEACH,NY,11414
CL.1,APPROVED,TADEO LANDSCAPING,AUBREY D GRANT d/b/a TADEO LANDSCAPING,35 RONALD AVE,STATEN ISLAND,NY,10303
CL.1,APPROVED,AUDELIO D. CALERO d/b/a JESSE GARDENING AND LANDSCAPING,AUDELIO D. CALERO d/b/a JESSE GARDENING AND LANDSCAPING,65 WEBERFIELD AVENUE,FREEPORT,NY,11520
CL.2-EXEMPT,APPROVED,AUGUSIEWICZ CONTRACTING INC.,AUGUSIEWICZ CONTRACTING INC.,15 WASHINGTON AVE,BAYSHORE,NY,11706
CL.2-EXEMPT,APPROVED,AVALANCHE CONTRACTING INC.,AVALANCHE CONTRACTING INC.,46-26 METROPOLITAN AVENUE,RIDGEWOOD,NY,11385
CL.1,APPROVED,AVANTI LANDSCAPING INC,AVANTI LANDSCAPING INC,PO BOX 630043,LITTLE NECK,NY,11363
CL.2-BROKER,APPROVED,AVELI WASTE LLC,AVELI WASTE LLC,141-50 73 RD TERRACE,FLUSHING,NY,11367
LICENSE,APPROVED,AVID WASTE SYSTEMS INC.,AVID WASTE SYSTEMS INC.,PO BOX 888,SYOSSET,NY,11791
CL.2-EXEMPT,APPROVED,AZCONA INC,AZCONA INC,317 SPRAGUE ROAD,INWOOD,NY,11096
CL.2-EXEMPT,APPROVED,B & D REMOVAL CORP.,B & D REMOVAL CORP.,444 SAINT JAMES STREET,HOLBROOK,NY,11741
CL.2-EXEMPT,APPROVED,B & G - THC CONCRETE CORP.,B & G - THC CONCRETE CORP.,95 DELAFIELD PLACE,STATEN ISLAND,NY,10310
LICENSE,APPROVED,"B & H RESTORATION, INC.","B & H RESTORATION, INC.",37-39 9TH STREET,LONG ISLAND CITY,NY,11101
CL.2-EXEMPT,APPROVED,B & R CONCRETE CORP.,B & R CONCRETE CORP.,27 PRESTON COURT,BROOKLYN,NY,11234
CL.1,APPROVED,B & R LANDSCAPING INC.,B & R LANDSCAPING INC.,792 SHELDON AVENUE,STATEN ISLAND,NY,10309
CL.2-EXEMPT,APPROVED,B R M TRUCKING II INC,B R M TRUCKING II INC,2036 EAST 71ST STREET,BROOKLYN,NY,11234
CL.2-EXEMPT,APPROVED,B&A DEMOLITION & REMOVAL,B&A DEMOLITION & REMOVAL,70 NEW STREET (P.O. BOX 512),OCEANSIDE,NY,11572
CL.1,APPROVED,B&D LANDSCAPING,B&D LANDSCAPING,264 MORRIS AVENUE,INWOOD,NY,11096
LICENSE,APPROVED,B&M CLEANUP SERVICES,B&M CLEANUP SERVICES,7925 150TH STREET APT. F22,FLUSHING,NY,11367
CL.1,APPROVED,B&P SERVICES OF STATEN ISLAND INC.,B&P SERVICES OF STATEN ISLAND INC.,426 GALLYA GROVE,MORGANVILLE,NJ,7751
CL.1,APPROVED,BACARELLA ENTERPRISES INC. d/b/a GARDEN WORKS,BACARELLA ENTERPRISES INC. d/b/a GARDEN WORKS,43-11 19TH AVENUE,ASTORIA,NY,11105
CL.2-EXEMPT,APPROVED,BALL MASONRY CONSTRUCTION CORP.,BALL MASONRY CONSTRUCTION CORP.,101-65 121STREET,S. RICHMOND HILL,NY,11419
CL.2-EXEMPT,APPROVED,BANCKER CONSTRUCTION CORP,BANCKER CONSTRUCTION CORP,PO BOX 970,ISLANDIA,NY,11722
CL.2-EXEMPT,APPROVED,BANNER CONSTRUCTION CORP.,BANNER CONSTRUCTION CORP.,47 SPRUCE AVE,RIDGEFIELD PK,NJ,7660
CL.2-EXEMPT,APPROVED,BANTA  HOMES  CORP.,BANTA  HOMES  CORP.,P.O.BOX 650454,FRESH MEADOWS,NY,11365
CL.2-EXEMPT,APPROVED,BANU CONSTRUCTION CORP.,BANU CONSTRUCTION CORP.,107-35 76TH STREET,OZONE PARK QNS,NY,11417
CL.2-EXEMPT,APPROVED,BARAHONA AND SONS TRUCKING LLC,BARAHONA AND SONS TRUCKING LLC,12 ESSEX STREET,BELLEVILLE,NJ,7109
CL.2-EXEMPT,APPROVED,BARCELONA CONTRACTING CORP,BARCELONA CONTRACTING CORP,10820 GUY R BREWER BLVD,JAMAICA,NY,11433
CL.2-EXEMPT,APPROVED,BARNUM ISLE LEASING CORP,BARNUM ISLE LEASING CORP,4 PETTIT PLACE,ISLAND PARK,NY,11558
CL.2-EXEMPT,APPROVED,BAROCO CONTRACTING CORP.,BAROCO CONTRACTING CORP.,577  SAW MILL RIVER ROAD,YONKERS,NY,10701
CL.1,APPROVED,BARON HIRSCH CEMETERY ASSOCIATION INC.,BARON HIRSCH CEMETERY ASSOCIATION INC.,1126 RICHMOND AVENUE,STATEN ISLAND,NY,10314
CL.1,APPROVED,BARRAGAN GARDEN LANDSCAPING,BARRAGAN GARDEN LANDSCAPING,36 - 38 215TH STREET,BAYSIDE,NY,11361
CL.2-EXEMPT,APPROVED,BARROCA TOOL & EQUIPMENT RENTAL CORP.,BARROCA TOOL & EQUIPMENT RENTAL CORP.,64-05 34TH AVE,WOODSIDE,NY,11377
CL.1,APPROVED,BARRY KENNY LANDSCAPE CONTRACTOR INC.,BARRY KENNY LANDSCAPE CONTRACTOR INC.,163-15 22 AVENUE,WHITESTONE,NY,11357
CL.2-EXEMPT,APPROVED,BARRY'S CONTRACTING INC.,BARRY'S CONTRACTING INC.,3917 AVENUE I,BROOKLYN,NY,11210
CL.1,APPROVED,BART VARVARA LANDSCAPING & GARDENING LLC.,BART VARVARA LANDSCAPING & GARDENING LLC.,1138-66 ST.,BROOKLYN,NY,11219
CL.2-EXEMPT,APPROVED,,BARTELLINO CONSTRUCTION CORP.,3-18 148TH STREET,WHITESTONE,NY,11357
CL.1,APPROVED,AREVALO LANDSCAPING AND GARDENING,BARTOLOME AREVALO d/b/a AREVALO LANDSCAPING AND GARDENING,8625 VAN WCKY L15,BRAIBWOOD,NY,11435
CL.2-EXEMPT,APPROVED,BASCHNAGEL BROS INC.,BASCHNAGEL BROS INC.,P.O. BOX 160,WHITESTONE,NY,11357
LICENSE,APPROVED,BASIN HAULAGE INC.,BASIN HAULAGE INC.,P.O. BOX 790058,MIDDLE VILLAGE,NY,11379
CL.1,APPROVED,BASSO LANDSCAPING INCORP.,BASSO LANDSCAPING INCORP.,63 WINDY HOLLOW WAY,STATEN ISLAND,NY,10304
CL.2-EXEMPT,APPROVED,BATTAL TRUCKING LLC.,BATTAL TRUCKING LLC.,87 BRAEMAR DR.,WAYNE,NJ,7470
CL.2-EXEMPT,APPROVED,BAUDIN'S MASONRY INC.,BAUDIN'S MASONRY INC.,102 EAST FIGUREA  AVE,STATEN ISLAND,NY,10308
LICENSE,APPROVED,BAVARO CARTING CORP.,BAVARO CARTING CORP.,P.O. BOX 1771,LONG ISLAND CITY,NY,11101
CL.2-EXEMPT,APPROVED,BAY RESTORATION CORP.,BAY RESTORATION CORP.,3247 62ND STREET,WOODSIDE,NY,11377
CL.1,APPROVED,BAY RIDGE LANDSCAPING INC.,BAY RIDGE LANDSCAPING INC.,167 AUBURN AVENUE,STATEN ISLAND,NY,10314
CL.2-EXEMPT,APPROVED,BAYSIDE CONTRACTING,"BAYSIDE PAINTING AND WALLPAPER, INC.",12-20 37TH AVENUE SUITE#204,L.I.C.,NY,11101
CL.2-EXEMPT,APPROVED,"BAYSTONE TRUCKING, INC","BAYSTONE TRUCKING, INC",14-34 150TH STREET,WHITESTONE,NY,11357
CL.2-EXEMPT,APPROVED,BAZAT TRUCKING CORP.,BAZAT TRUCKING CORP.,P.O.BOX 740275,BRONX,NY,10474
CL.2-EXEMPT,APPROVED,BEDFORD CONSTRUCTION CORP.,BEDFORD CONSTRUCTION CORP.,221 INDUSTRIAL LOOP,STATEN ISLAND,NY,10309
CL.2-EXEMPT,APPROVED,BEDZET VEJSELOVSKI d/b/a EV MASONRY,BEDZET VEJSELOVSKI d/b/a EV MASONRY,169 RATHBUN AVENUE,STATEN ISLAND,NY,10312
CL.1,APPROVED,,BELCASTRO LTD,215 LAMPORT BLVD,STATEN ISLAND,NY,10305
CL.2-EXEMPT,APPROVED,BELLMAR CONSTRUCTION & MAINTENANCE CORP.,BELLMAR CONSTRUCTION & MAINTENANCE CORP.,54-60 44TH STREET,MASPETH,NY,11378
CL.2-EXEMPT,APPROVED,BELLOSA EQUIPMENT LLC,BELLOSA EQUIPMENT LLC,535 PLATO STREET,FRANKLIN SQUARE,NY,11010
CL.2-EXEMPT,APPROVED,BELTOP PAVING INC.,BELTOP PAVING INC.,54 LOCKWOOD AVENUE,BRONXVILLE,NY,10708
CL.2-EXEMPT,APPROVED,HOME IMPROVEMENT CONTRACTOR,BENI CONSTRUCTION CO. INC.,40 - 48 JUNCTION BLVD,CORONA,NY,11368
CL.1,APPROVED,BENNY & SON LANDSCAPING INC.,BENNY & SON LANDSCAPING INC.,24-17 157 STREET,WHITESTONE,NY,11357
CL.2-EXEMPT,APPROVED,"BENNY'S MASONRY, INC.","BENNY'S MASONRY, INC.",24 EVERGREEN AVE,STATEN ISLAND,NY,10304
CL.2-EXEMPT,APPROVED,BENTIUM ENTERPRISES INC.,BENTIUM ENTERPRISES INC.,685 BROADWAY,BROOKLYN,NY,11206
CL.2-EXEMPT,APPROVED,BERNARD VENDITTI MASONS,BERNARD VENDITTI MASONS,25 CRANFORD AVENUE,STATEN ISLAND,NY,10306
CL.2-EXEMPT,DENIED,B ABAD TRUCKING,BERTHA M ABADDESAGUAY TRUCKING,424 RIDGE STREET,NEWARK,NJ,7104
CL.2-EXEMPT,APPROVED,BERWEN CONTRACTING CO. INC.,BERWEN CONTRACTING CO. INC.,741 EAST 136 STREET,BRONX,NY,10454
CL.1,APPROVED,BEST LANDSCAPING AND CONSTRUCTION INC.,BEST LANDSCAPING AND CONSTRUCTION INC.,235-15 BRADDOCK AVENUE,QUEENS VILLAGE,NY,11428
CL.1,APPROVED,BEST QUALITY POOLS SERVICE CORP.,BEST QUALITY POOLS SERVICE CORP.,2377 MCDONALD AVE,BROOKLYN,NY,11223
LICENSE,APPROVED,BESTWAY CARTING INC.,BESTWAY CARTING INC.,49-60 ANNANDALE LANE,LITTLE NECK,NY,11362
CL.2-EXEMPT,APPROVED,BIG APPLE CHIMNEY LLC,BIG APPLE CHIMNEY LLC,54 ASTER CT,BROOKLYN,NY,11229
LICENSE,APPROVED,"BIG APPLE SANITATION, INC.","BIG APPLE SANITATION, INC.",P.O.BOX 070777,BROOKLYN,NY,11207
CL.2-EXEMPT,APPROVED,"BIG CITY PAVING & CONSTRUCTION, INC.","BIG CITY PAVING & CONSTRUCTION, INC.",299 MANHATTAN STREET,STATEN ISLAND,NY,10307
CL.2-EXEMPT,APPROVED,BIG JOE MAURICE RUBBISH REMOVAL,BIG JOE MAURICE RUBBISH REMOVAL,926 BOYNTON AVENUE,BRONX,NY,10473
CL.1,APPROVED,BIG LOUIS LANDSCAPING INC,BIG LOUIS LANDSCAPING INC,149-31 45TH AVE,FLUSHING,NY,11355
CL.1,APPROVED,BM LANDSCAPING AND MAINTENANCE,BILL TSUGRANES d/b/a BM LANDSCAPING AND MAINTENANCE,24 WENTWORTH DRIVE,DIX HILLS,NY,11746
CL.2-EXEMPT,APPROVED,"BILTMORE CONTRACTING, INC.","BILTMORE CONTRACTING, INC.",38 STRINGHAM AVENUE,VALLEY STREAM,NY,11580
LICENSE,APPROVED,"BIO ENERGY DEVELOPMENT, INC.","BIO ENERGY DEVELOPMENT, INC.",9 DIANAS CIRCLE,ROSLYN,NY,11576
LICENSE,APPROVED,BIO RESPONSE INC.,BIO RESPONSE INC.,236 THIRD STREET,PALISADES PARK,NJ,7650
CL.2-BROKER,APPROVED,"BLACK CHERRY MANAGEMENT COMPANY, LLC d/b/a EMPIRE WASTE BROKERS","BLACK CHERRY MANAGEMENT COMPANY, LLC d/b/a EMPIRE WASTE BROKERS",PO BOX 1524,NEWTOWN,PA,18940
CL.2-EXEMPT,APPROVED,"BLACKRIDGE CONSTRUCTION, LLC.","BLACKRIDGE CONSTRUCTION, LLC.",PO BOX 1582,NEW YORK,NY,10035
CL.1,APPROVED,BLUE SKY LANDSCAPING SERVICES INC,BLUE SKY LANDSCAPING SERVICES INC,161-05 96TH STREET,HOWARD BEACH,NY,11414
CL.2-BROKER,APPROVED,BLUE WATER INTERNATIONAL INC.,BLUE WATER INTERNATIONAL INC.,2255 E.71 STREET,BROOKLYN,NY,11234
CL.2-EXEMPT,APPROVED,BMB LEASING CORP.,BMB LEASING CORP.,567 FIFTH AVENUE,NEW ROCHELLE,NY,10801
CL.2-EXEMPT,APPROVED,BONOMO & SONS INC.,BONOMO & SONS INC.,405 LENEVAR AVENUE,STATEN ISLAND,NY,10309
CL.2-EXEMPT,APPROVED,BORGETTO CONSTRUCTION CORP.,BORGETTO CONSTRUCTION CORP.,15136 14TH AVENUE,WHITESTONE,NY,11357
LICENSE,APPROVED,BORO-WIDE RECYCLING CORP.,BORO-WIDE RECYCLING CORP.,3 RAILROAD PLACE,MASPETH,NY,11378
CL.1,APPROVED,BOTANICAL LANDSCAPE,BOTANICAL LANDSCAPE,151-23 29 AVENUE,FLUSHING,NY,11354
CL.2-EXEMPT,APPROVED,BOUCAS CONTRACTING CO INC.,BOUCAS CONTRACTING CO INC.,102-51 189 STREET,HOLLIS,NY,11423
CL.2-EXEMPT,APPROVED,"BOVE INDUSTRIES, INC","BOVE INDUSTRIES, INC",16 HULSE ROAD,EAST SETAUKET,NY,11733
CL.2-BROKER,APPROVED,BP ENVIRONMENTAL SERVICES,"BP ENVIRONMENTAL CONSULTANTS, INC d/b/a ENVIRONMENTAL SERVICES","1600 HORIZON DR, SUITE 107",CHALFONT,PA,19814
CL.2-EXEMPT,APPROVED,BRANDENBURG INDUSTRIAL SERVICE COMPANY,BRANDENBURG INDUSTRIAL SERVICE COMPANY,2625 SOUTH LOOMIS STREET,CHICAGO,IL,60608
CL.2-EXEMPT,APPROVED,BRD DEVELOPMENT CORP,BRD DEVELOPMENT CORP,18-20 130TH STREET,COLLEGE POINT,NY,11356
CL.2-EXEMPT,DENIED,BREEZE CARTING CORP.,BREEZE CARTING CORP.,2620 WEST 13 STREET,BROOKLYN,NY,11223
CL.1,APPROVED,BREEZY POINT COOPERATIVE INC.,BREEZY POINT COOPERATIVE INC.,202 30 ROCKAWAY POINT BOULEVARD,ROCKAWAY POINT,NY,11697
CL.2-EXEMPT,APPROVED,BREND RENOVATION CORPORATION,BREND RENOVATION CORPORATION,310 NASSAU AVENUE SUITE 100,BROOKLYN,NY,11222
CL.2-EXEMPT,APPROVED,BRER-FOUR TRANSPORTATION CORP,BRER-FOUR TRANSPORTATION CORP,16 GRAND AVENUE,FARMINGDALE,NY,11735
CL.2-EXEMPT,APPROVED,BRIAN & CO GENERAL CONTRACTING INC.,BRIAN & CO GENERAL CONTRACTING INC.,P.O. BOX 150-717 VAN BRUNT STATION,BROOKLYN,NY,11215
CL.2-EXEMPT,APPROVED,BRIDGE DEMOLITION  CORP.,BRIDGE DEMOLITION CORP.,P.O. BOX 190297,SOUTH RICHMOND HILL,NY,11419
CL.2-EXEMPT,APPROVED,BRONX CITY RECYCLING INC,BRONX CITY RECYCLING INC,1390 VIELE AVENUE,BRONX,NY,10474
LICENSE,APPROVED,BRONX RIVER HAULAGE INC.,BRONX RIVER HAULAGE INC.,283 EAST 7 STREET,MT. VERNON,NY,10550
CL.2-EXEMPT,APPROVED,BROOK BROTHERS ENTERPRISES LLC,BROOK BROTHERS ENTERPRISES LLC,237 COLONIAL AVE,SADDLE BROOK,NJ,7663
LICENSE,APPROVED,BROOKLYN BIO DIESEL INC.,BROOKLYN BIO DIESEL INC.,35 SEA COAST TERRACE APT 20R,BROOKLYN,NY,11235
CL.2-EXEMPT,APPROVED,BROOKLYN MATERIALS CORP.,BROOKLYN MATERIALS CORP.,P.O. BOX 370647,BROOKLYN,NY,11237
CL.1,APPROVED,BROOKLYN SUNSHINE LANDSCAPING,BROOKLYN SUNSHINE LANDSCAPING,414 - 40TH STREET,BROOKLYN,NY,11232
CL.2-EXEMPT,APPROVED,BROOKSIDE ENVIRONMENTAL INC.,BROOKSIDE ENVIRONMENTAL INC.,22 OCEAN AVENUE,COPIAGUE,NY,11726
CL.1,APPROVED,BRYAN SCHILLING D.B.A. BRYAN SCHILLING LANDSCAPING,BRYAN SCHILLING D.B.A. BRYAN SCHILLING LANDSCAPING,327 51ST STREET,LINDENHURST,NY,11757
CL.2-EXEMPT,APPROVED,BTA BUILDING & DEVELOPING INC.,BTA BUILDING & DEVELOPING INC.,3021 AVENUE J,BROOKLYN,NY,11210
CL.2-EXEMPT,APPROVED,BUSY BEE EXCAVATING INC.,BUSY BEE EXCAVATING INC.,37-21 62ND STREET,WOODSIDE,NY,11377
CL.2-EXEMPT,APPROVED,,C  CAP TRUCKING INC.,1818 FALMOUTH AVENUE,NEW HYDE PARK,NY,11040
LICENSE,DENIED,C & A ENVIRONMENTAL CORP.,C & A ENVIRONMENTAL CORP.,380 SALEM ROAD,VALLEY STREAM,NY,11580
CL.1,APPROVED,C & A LANDSCAPING,C & A LANDSCAPING,27 CHURCHILL DR,BRENTWOOD,NY,11717
CL.2-EXEMPT,APPROVED,"C & A SENECA CONSTRUCTION, LLC.","C & A SENECA CONSTRUCTION, LLC.",1874 CLOVE ROAD,STATEN ISLAND,NY,10304
CL.1,APPROVED,C & J LANDSCAPING INC,C & J LANDSCAPING INC,2469 COYLE STREET,BROOKLYN,NY,11235
CL.2-EXEMPT,APPROVED,C & M GENERAL CONTRACTING INC.,C & M GENERAL CONTRACTING INC.,52-65 72ND PLACE,MASPETH,NY,11378
CL.2-EXEMPT,APPROVED,C & M TRUCKING CO.,C & M TRUCKING CO.,P.O. BOX 461,PORT WASHINGTON,NY,11050
CL.1,APPROVED,C & SON MAINTENANCE INC.,C & SON MAINTENANCE INC.,65 PRINCE STREET,STATEN ISLAND,NY,10304
CL.2-EXEMPT,DENIED,C&A ENVIROMENTAL CORP.,C&A ENVIROMENTAL CORP.,380 SALEM ROAD,VALLEY STREAM,NY,11580
CL.2-EXEMPT,APPROVED,,C&S NURSERY INC.,5000 HEMPSTEAD TPKE.,FARMINGDALE,NY,11735
CL.2-EXEMPT,APPROVED,C. FRANCIS CONSTRUCTION CORP.,C. FRANCIS CONSTRUCTION CORP.,501 E 93RD STREET,BROOKLYN,NY,11212
LICENSE,APPROVED,C. MCCORMACK INC.,C. MCCORMACK INC.,513 E.13TH STREET STORE WEST,NEW YORK,NY,10009
CL.2-EXEMPT,APPROVED,C.A.C. INDUSTRIES INC.,C.A.C. INDUSTRIES INC.,54-08 VERNON BLVD,LONG ISLAND CITY,NY,11101
LICENSE,APPROVED,C.F. WASTE PAPER CO. INC.,C.F. WASTE PAPER CO. INC.,C/O FILCO CARTING CORP. 111 GARDNER AVENUE,BROOKLYN,NY,11237
CL.1,APPROVED,PATRICIA R. GEISLER,C.G. LANDSCAPING d/b/a PATRICIA R. GEISLER,25 AYMAR AVENUE,STATEN ISLAND,NY,10301
CL.1,APPROVED,C.J.P. GARDENING INC.,C.J.P. GARDENING INC.,75-27 164TH STREET,FRESH MEADOWS,NY,11366
