Entity Type,License Number,Entity Name,Camis Trade Name,Address Street Name,Street Address,Address Location,Address Zip Code,Telephone Number,Location 1
LAUNDRY,906348,161 4TH AVENUE INC,MARCY'S LAUNDROMAT,4 AVENUE,161 4 AVENUE,,11217,7184510798,"161 4 AVENUE
BROOKLYN, NY 11217
(40.67896007696317, -73.98187839756122)"
LAUNDRY,912130,"HE, MENG CHANG",FIVE CORNERS LAUNDROMAT,WASHINGTON AVENUE,1123 WASHINGTON AVENUE,,11225,7182875769,"1123 WASHINGTON AVENUE
BROOKLYN, NY 11225
(40.66164126947806, -73.96074101122446)"
LAUNDRY,914251,"SAULTERS, PHILLIP",PHILLIP LAUNDRY,ROGERS AVENUE,702 ROGERS AVENUE,,11226,7188263474,"702 ROGERS AVENUE
BROOKLYN, NY 11226
(40.65426871363277, -73.95288247977012)"
LAUNDRY,917623,MISR CLEANING CENTER CORPORATION,,5 AVENUE,1330 5 AVENUE,,10026,2129870585,"1330 5 AVENUE
NEW YORK, NY 10026
(40.79769243091209, -73.94862191797404)"
LAUNDRY,919635,P & D LAUNDROMAT LTD,P & D LAUNDROMAT,MOSHOLU AVENUE,5678 MOSHOLU AVENUE,,10471,7183256116,"5678 MOSHOLU AVENUE
BRONX, NY 10471
(40.905344088371145, -73.90118185550921)"
LAUNDRY,921568,SUPER C LAUNDROMAT INC,SUPER C LAUNDROMAT,41 ROAD,133-53 41 ROAD,,11355,7188861484,"133 53 41 ROAD
FLUSHING, NY 11355
(40.7512997969481, -73.82147854789662)"
LAUNDRY,921731,T & A LAUNDROMAT CORP,HOUSE OF SUDZ,DITMARS BOULEVARD,41-16 DITMARS BOULEVARD,,11105,7185455292,"41 16 DITMARS BOULEVARD
QUEENS, NY 11105
(40.780092072491186, -73.90960650023976)"
LAUNDRY,926778,"TSARSI, EDDIE",GREGORY'S LAUNDROMAT,OLMSTEAD AVENUE,1143 OLMSTEAD AVENUE,,10472,5167836955,"1143 OLMSTEAD AVENUE
BRONX, NY 10472
(40.830414324356674, -73.85389098431885)"
LAUNDRY,927418,CNL FABRIC CARE CORP,DAISY CLEANERS,62 STREET,33-54 62 STREET,,11377,7186516979,"33 54 62 STREET
WOODSIDE, NY 11377
(40.74519376448069, -73.9048471440804)"
LAUNDRY,932361,TAK MING INC.,MISTER SUDS LAUNDROMAT,CATON AVENUE,632 CATON AVENUE,,11218-2613,7186336739,"632 CATON AVENUE
BROOKLYN, NY 11218-2613
(40.64768741559258, -73.97422826173012)"
LAUNDRY,933980,"ROMANO, LOUIS",FRESH SCENT LAUNDRY,FRESH MEADOW LANE,68-18 FRESH MEADOW LANE,,11365,6318062797,"68 18 FRESH MEADOW LANE
QUEENS, NY 11365
(40.73987184371066, -73.79462153515567)"
LAUNDRY,934085,WL LAUNDRY SERVICE INC,,LEFFERTS BOULEVARD,82-40 LEFFERTS BOULEVARD,,11415,,"82 40 LEFFERTS BOULEVARD
KEW GARDENS, NY 11415
(40.708286075142325, -73.82855612156771)"
LAUNDRY,942353,"HUANG, PEI YAN",HUANG'S LAUNDRY & DRY CLEANING,EAST   26 STREET,215 EAST   26 STREET,,10010,2129999999,"215 26 STREET
NEW YORK, NY 10010
(40.740405617645706, -73.98097053136797)"
LAUNDRY,954001,OCEAN VIEW LAUNDROMAT INC,,OCEAN AVE,521-527 OCEAN AVE,,11226,7188569553,"521 527 OCEAN AVE
NEW YORK, NY 11226
(40.64650500230408, -73.9571900991437)"
LAUNDRY,955954,HANADY CORPORATION,,LAFAYETTE AVENUE,81 LAFAYETTE AVENUE,,11217,7188581870,"81 LAFAYETTE AVENUE
BROOKLYN, NY 11217
(40.687170671989534, -73.9750706255018)"
LAUNDRY,963992,"BLYSS LAUNDROMAT,INC.",,37 AVENUE,84-14 37 AVENUE,,11372,7184586711,"84 14 37 AVENUE
QUEENS, NY 11372
(40.75163073936716, -73.88361254528269)"
LAUNDRY,969258,S H F F LAUNDRY INC,,GATES AVENUE,530 GATES AVENUE,,11221,9999999999,"530 GATES AVENUE
BROOKLYN, NY 11221
(40.68687990102351, -73.94453786923818)"
LAUNDRY,207905,WING GONG LAUNDRY INC,,HURON STREET,240 HURON STREET,,11222,7183894861,"240 HURON STREET
BKLYN, NY 11222
(40.733304001514426, -73.95150150987214)"
LAUNDRY,308861,"LO,YUK KWAI",9049 LAUNDROMAT,FORT HAMILTON PARKWAY,9049 FORT HAMILTON PARKWAY,,11209,7182383367,"9049 FORT HAMILTON PARKWAY
BROOKLYN, NY 11209
(40.61790399554134, -74.02661672619202)"
LAUNDRY,497008,"LEE, ROBERT SUM &   LEE, WAI HING",SUN LAUNDRY,EAST   14 STREET,626 EAST   14 STREET,,10009,2126771574,"626 14 STREET
NEW YORK, NY 10009
(40.728840336348924, -73.97662680596648)"
LAUNDRY,522965,BOWNE STREET LAUNDROMAT INC,,BOWNE STREET,41-98 BOWNE STREET,,11355,7187672477,"41 98 BOWNE STREET
FLUSHING, NY 11355
(40.7512997969481, -73.82147854789662)"
LAUNDRY,570937,C & D LAUNDRY INC,,KINGSTON AVENUE,264 KINGSTON AVENUE,,11213,7187738441,"264 KINGSTON AVENUE
BROOKLYN, NY 11213
(40.670446084834076, -73.94212699705646)"
LAUNDRY,627302,"ST PAUL, CHARLES",,SUTTER AVENUE,1350 SUTTER AVENUE,,11208,7188279348,"1350 SUTTER AVENUE
BKLYN, NY 11208
(40.67331499649388, -73.86809296500968)"
LAUNDRY,672924,GUFRAN LAUNDRETTE INC,,EAST   98 STREET,321 EAST   98 STREET,,11212,7187714805,"321 98 STREET
BKLYN, NY 11212
(40.66015706160486, -73.9174864598623)"
LAUNDRY,739785,"ENG, SUSAN MEI SIN",,CLARKSON AVE,1111 CLARKSON AVE,,11212-2728,7184954451,"1111 CLARKSON AVE
BROOKLYN, NY 11212-2728
(40.66027866823993, -73.92145190176949)"
LAUNDRY,783976,HAPPY WASKO CORP,,2 AVENUE,2004 2 AVENUE,,10029,2129879424,"2004 2 AVENUE
NEW YORK, NY 10029
(40.78893303434671, -73.94367564681289)"
LAUNDRY,789087,"BRUSCO, MICHAEL",WEST 79TH ST LAUNDROMAT,WEST   79 STREET,218 WEST   79 STREET,,10024,2128773478,"218 79 STREET
NEW YORK, NY 10024
(40.78351012251005, -73.97918088052967)"
LAUNDRY,805172,PAK LAUNDRY & PRESSING INC,,NECK ROAD,1194 NECK ROAD,,11229,7189341128,"1194 NECK ROAD
BROOKLYN, NY 11229
(40.59416911700787, -73.95839007091644)"
LAUNDRY,807305,"WORRELL, ELSWORTH",TROY WASHERMAT,TROY AVENUE,325 TROY AVENUE,,11213,7187731200,"325 TROY AVENUE
BKLYN, NY 11213
(40.66741623670861, -73.93677783466512)"
LAUNDRY,815626,WONDER WASH & DRY INC,,ELIZABETH STREET,10 ELIZABETH STREET,,10013,2123494949,"10 ELIZABETH STREET
NEW YORK, NY 10013
(40.71581815336464, -73.99742812450415)"
LAUNDRY,816645,LE PORE DRY CLEANERS INC,MARIO'S FRENCH CLEANERS,NEW DORP LANE,191 NEW DORP LANE,,10306,7183511288,"191 NEW DORP LANE
STATEN ISLAND, NY 10306
(40.5731239703537, -74.11466465141297)"
LAUNDRY,817185,HARIC LAUNDRY INC.,,EAST   65 STREET,335 EAST   65 STREET,,10021,2126282600,"335 65 STREET
NEW YORK, NY 10021
(40.6388765969964, -74.02275074556073)"
LAUNDRY,817891,"CAMPBELL, JEAN & CAMPBELL, TREVOR",MERRICK LAUNDERMAT,MERRICK BOULEVARD,109-30 MERRICK BOULEVARD,,11433,7186576490,"109 30 MERRICK BOULEVARD
JAMAICA, NY 11433
(40.698104881734935, -73.7875740339145)"
LAUNDRY,818212,85TH LAUNDROMAT INC,,WEST   85 STREET,251 WEST   85 STREET,,10024,2129999999,"251 85 STREET
NEW YORK, NY 10024
(40.787739858934856, -73.97718492779927)"
LAUNDRY,833529,BIRDHAR INC.,,EAST   82 STREET,351 EAST   82 STREET,,10028,2126282600,"351 82 STREET
MANHATTAN, NY 10028
(40.77479430449499, -73.95238579577745)"
LAUNDRY,837130,262 NASSAU MARIO CORP,,43 AVENUE,42-16 43 AVENUE,,11104,7187842248,"42 16 43 AVENUE
SUNNYSIDE, NY 11104
(40.74489336663561, -73.92054134530679)"
LAUNDRY,838375,"VRETTOS, NICK",44TH STREET LAUNDERCENTER,43 AVENUE,44-02 43 AVENUE,,11104,7187845253,"44 02 43 AVENUE
SUNNYSIDE, NY 11104
(40.74489336663561, -73.92054134530679)"
LAUNDRY,853333,WASC LAUNDRY CORP,,28 AVENUE,40-01 28 AVENUE,,11103,7184297800,"40 01 28 AVENUE
QUEENS, NY 11103
(40.76286893025696, -73.91327185810974)"
LAUNDRY,884755,46TH STREET CLEANING& LAUNDERING INC,,EAST   46 STREET,313 EAST   46 STREET,,10017,2128886821,"313 46 STREET
MANHATTAN, NY 10017
(40.75224705466536, -73.96997985775181)"
LAUNDRY,888064,"LORA, CARLOS",LORA LAUNDROMAT,SNYDER AVENUE,5924 SNYDER AVENUE,,11203,7189220501,"5924 SNYDER AVENUE
BROOKLYN, NY 11203
(40.650633919902525, -73.92132256081797)"
LAUNDRY,889159,"CHEUNG, STANLEY",SUPERIOR HALF HOUR LAUNDRY,37 AVENUE,91-05 37 AVENUE,,11372,7188948008,"91 05 37 AVENUE
JACKSON HEIGHTS, NY 11372
(40.75163073936716, -73.88361254528269)"
LAUNDRY,890285,"VITALE, VINCEZO, VITALE, MARIA",CIRVIT LAUNDROMAT,EAST  183 STREET,638 EAST  183 STREET,638-640 E 183 ST,10458,7185846929,"638 183 STREET
BRONX, NY 10458
(40.852654419974755, -73.88787937612754)"
LAUNDRY,894631,EVONIS INC,MASPETH DRY CLEANERS,GRAND AVENUE,69-27 GRAND AVENUE,,11378,7189999999,"69 27 GRAND AVENUE
MASPETH, NY 11378
(40.72145310497689, -73.90854350068196)"
LAUNDRY,895926,"HENRY, EDGAR",HENRY'S LAUNDROMAT,FLATBUSH AVENUE,1160 FLATBUSH AVENUE,,11226,9174918602,"1160 FLATBUSH AVENUE
BROOKLYN, NY 11226
(40.64197844479146, -73.95713880808941)"
LAUNDRY,898174,I & C LAUNDROMAT INC,,HYLAN BOULEVARD,4203 HYLAN BOULEVARD,,10308,7189665122,"4203 HYLAN BOULEVARD
STATEN ISLAND, NY 10308
(40.53767152157521, -74.15016584520235)"
LAUNDRY,898353,PLAZA CONTINENTAL CLEANERS INC C,,STATION SQUARE,15 STATION SQUARE,15 & 17 STATION SQUARE,11375,7185750044,"15 STATION SQUARE
FOREST HILLS, NY 11375
(40.719237196523586, -73.8452801449316)"
LAUNDRY,900775,W & F LAUNDROMAT INC,,70 AVENUE,60-56 70 AVENUE,,11385,7184171654,"60 56 70 AVENUE
RIDGEWOOD, NY 11385
(40.70122489161548, -73.88334858436963)"
LAUNDRY,900946,"SCIARRINO, VITO",EXPRESS LAUNDRY,HARWAY AVENUE,2837 HARWAY AVENUE,,11214,7183728366,"2837 HARWAY AVENUE
BROOKLYN, NY 11214
(40.58810839144053, -73.98480719247404)"
LAUNDRY,908542,VAN WYCK LAUNDROMAT INC,,VAN WYCK EXPRESSWAY,94-34 VAN WYCK EXPRESSWAY,,11419,7182972895,"94 34 VAN WYCK EXPRESSWAY
RICHMOND HILL, NY 11419
(40.68871379040917, -73.82288833053201)"
LAUNDRY,909694,CHUNG'S SNOW WHITE LAUNDROMAT INC,,EAST BURNSIDE AVENUE,305 EAST BURNSIDE AVENUE,,10457,7183648332,"305 BURNSIDE AVENUE
BRONX, NY 10457
(40.85070799371527, -73.90126498108198)"
LAUNDRY,911496,"SUAREZ, EDWIN",EDDIES WASH AND DRY PLUS,EAST  180 STREET,898 EAST  180 STREET,,10460,7183644269,"898 180 STREET
BRONX, NY 10460
(40.8449623624247, -73.88242078834551)"
LAUNDRY,913801,BLUE HAVEN LAUNDROMAT INC,BLUE HAVEN LAUNDROMAT,BATH AVENUE,2220 BATH AVENUE,,11214,7187149194,"2220 BATH AVENUE
BROOKLYN, NY 11214
(40.59810917202489, -73.99675905860305)"
LAUNDRY,916121,CHESTER LAUNDROMAT INC,CHESTER LAUNDROMAT,EAST  241 STREET,865 EAST  241 STREET,,10470,7186553641,"865 241 STREET
BRONX, NY 10470
(40.90163311976011, -73.84695896202737)"
LAUNDRY,916814,106 AUDUBON AVENUE LAUNDROMAT INC,,AUDUBON AVENUE,106 AUDUBON AVENUE,,10032,2127958717,"106 AUDUBON AVENUE
NEW YORK, NY 10032
(40.84193908767064, -73.9373502264714)"
LAUNDRY,917049,SBM SUDS INC,SBM SUDS,AMSTERDAM AVENUE,1012 AMSTERDAM AVENUE,,10025,2123166746,"1012 AMSTERDAM AVENUE
NEW YORK, NY 10025
(40.802791586818216, -73.96399133145479)"
LAUNDRY,918170,"ELEZOVIC, ROZA",NINE STREET LAUNDROMAT,9 STREET,34-10 9 STREET,,11106,7186268059,"34 10 9 STREET
L I CITY, NY 11106
(40.761699790013324, -73.9316632529567)"
LAUNDRY,919734,WASH CYCLE OF SUNNYSIDE INC,WASH CYCLE,48 AVENUE,43-09 48 AVENUE,43-09/43-11 48 AVE,11377,7187843595,"43 09 48 AVENUE
WOODSIDE, NY 11377
(40.74519376448069, -73.9048471440804)"
LAUNDRY,920667,"LAM, MINH TRIEU",LAM'S LAUNDROMAT,CONEY ISLAND AVENUE,990 CONEY ISLAND AVENUE,,11230,7184348509,"990 CONEY ISLAND AVENUE
BROOKLYN, NY 11230
(40.63338973377431, -73.96720130886412)"
LAUNDRY,922424,S KOHAN FRENCH CLEANERS INC,,MAIN STREET,73-17 MAIN STREET,,11367,7185448866,"73 17 MAIN STREET
FLUSHING, NY 11367
(40.730323085042414, -73.82610630716033)"
LAUNDRY,925891,"YEE, NANCY",WEST LAKE CLEANERS & LAUNDERER,WEST   34 STREET,455 WEST   34 STREET,,10001,2123974317,"455 34 STREET
NEW YORK, NY 10001
(40.7543486068164, -73.9985021293815)"
LAUNDRY,927563,"NGAI, FAI SHOON",NEW STAR LAUNDROMAT,AVENUE O,124 AVENUE O,,11204,7186211871,"124 AVENUE
BROOKLYN, NY 11204
(40.619055848049015, -73.98479859887618)"
LAUNDRY,928503,"YING HUA, TI CHEN",,LEXINGTON AVENUE,224 LEXINGTON AVENUE,,10016,2126893319,"224 LEXINGTON AVENUE
NEW YORK, NY 10016
(40.74589828832452, -73.98012223171577)"
LAUNDRY,523862,EXPRESSWAY LAUNDROMAT INC,,ATLANTIC AVENUE,142 ATLANTIC AVENUE,,11201,7188550104,"142 ATLANTIC AVENUE
BKLYN, NY 11201
(40.690384351917345, -73.99498931815765)"
LAUNDRY,524060,102 WEST LAUNDROMAT CORP,,WEST   71 STREET,102 WEST   71 STREET,,10023,2128776821,"102 71 STREET
NEW YORK, NY 10023
(40.77684614627293, -73.97956758900227)"
LAUNDRY,528339,"GIM, CHIN YORK",,EAST   67 STREET,212 EAST   67 STREET,,10021,2127574884,"212 67 STREET
NEW YORK, NY 10021
(40.63863355538055, -74.02727292943246)"
LAUNDRY,623444,"LAU, BURD J",BURD J LAU          LAUNDROMAT,METROPOLITAN AVENUE,119-14 METROPOLITAN AVENUE,,11415,7188469215,"119 14 METROPOLITAN AVENUE
QUEENS, NY 11415
(40.708286075142325, -73.82855612156771)"
LAUNDRY,625704,FRANKLIN LAUNDER CENTER INC,,FRANKLIN AVENUE,831 FRANKLIN AVENUE,,11225,7189532257,"831 FRANKLIN AVENUE
BKLYN, NY 11225
(40.66994868382611, -73.95818378375836)"
LAUNDRY,629918,"WILLIAMS, FRANK",,LINDEN BOULEVARD,205-15 LINDEN BOULEVARD,,11412,7185257322,"205 15 LINDEN BOULEVARD
ST ALBANS, NY 11412
(40.69812711747255, -73.75923519834566)"
LAUNDRY,674798,"CHIN, CHOW",,1 AVENUE,1067 1 AVENUE,,10022,2122551430,"1067 1 AVENUE
NEW YORK, NY 10022
(40.75915648195661, -73.96232758570056)"
LAUNDRY,816930,GLO-BRITE LAUNDROMATS INC,,23 AVENUE,28-03 23 AVENUE,,11105,7182743118,"28 03 23 AVENUE
ASTORIA, NY 11105
(40.780092072491186, -73.90960650023976)"
LAUNDRY,833345,JIMMY'S BUBBLES II LAUNDROMAT CORP,,AVENUE S,3723 AVENUE S,,11234,7189981452,"3723 AVENUE
BROOKLYN, NY 11234
(40.61636866748006, -73.92773224974349)"
LAUNDRY,835868,T S P CLEANERS INC,,BARTOW AVENUE,2039 BARTOW AVENUE,,10475,7183200853,"2039 BARTOW AVENUE
BRONX, NY 10475
(40.86942186724694, -73.82959833826565)"
LAUNDRY,838155,LINDENWOOD LAUNDROMAT LTD,,151 AVENUE,82-10 151 AVENUE,,11414,7186448437,"82 10 151 AVENUE
HOWARD BEACH, NY 11414
(40.65817022817356, -73.84496263981396)"
LAUNDRY,850980,"KONG, SUK KYONG",SUPER CLEAN LAUNDROMAT,WYCKOFF AVENUE,181 WYCKOFF AVENUE,,11237,7183666002,"181 WYCKOFF AVENUE
BROOKLYN, NY 11237
(40.702983602830486, -73.91704646133283)"
LAUNDRY,851676,EVERGREEN 238/58 LAUNDRY & CLEANERS INC,CLEAN MORE,EAST   90 STREET,250 EAST   90 STREET,,10128,2123607686,"250 90 STREET
NEW YORK, NY 10128
(40.780864563636975, -73.95098312845242)"
LAUNDRY,853622,STEP N LAUNDRO MAT CORP,STEP N LAUNDROMAT,MAPLE STREET,222 MAPLE STREET,,11225,7187730160,"222 MAPLE STREET
BROOKLYN, NY 11225
(40.6606308733456, -73.95333908701133)"
LAUNDRY,854694,"YU, DING YIN",DRY CLEANING LAUNDRY WASH CENTER,METROPOLITAN AVENUE,65-11 METROPOLITAN AVENUE,,11379,7184565840,"65 11 METROPOLITAN AVENUE
MIDDLE VILLAGE, NY 11379
(40.71679766547993, -73.87933421310339)"
LAUNDRY,859643,1457 INC,ALL WASHED UP,YORK AVENUE,1457 YORK AVENUE,,10021,9144726902,"1457 YORK AVENUE
NEW YORK, NY 10021
(40.769447463291165, -73.95191389605624)"
LAUNDRY,881660,SECOND WAVE LAUNDERCENTER INC,SECOND WAVE  LAUNDERCENTER INC,9 AVENUE,842 9 AVENUE,,10019,2122454406,"842 9 AVENUE
NEW YORK, NY 10019
(40.766626282472366, -73.986618021513)"
LAUNDRY,881926,"WU, ZHUO LIN",NICE LAUNDROMAT,HOOPER STREET,332-3 HOOPER STREET,,11211,9183847375,"332 3 HOOPER STREET
BROOKLYN, NY 11211
(40.711589765255496, -73.95817675075642)"
LAUNDRY,883440,WASH TOWN INC,,LEFFERTS BOULEVARD,87-19 LEFFERTS BOULEVARD,,11418,7189999999,"87 19 LEFFERTS BOULEVARD
RICHMOND HILL, NY 11418
(40.69637041236467, -73.84031024991805)"
LAUNDRY,885155,"SHI, CINDY CHUEN S",VILLAGE WASH,WEST   11 STREET,321 WEST   11 STREET,STORE WEST,10014,2126336471,"321 11 STREET
MANHATTAN, NY 10014
(40.73571914349106, -74.00705532416569)"
LAUNDRY,889082,LAUNDROMAT BROOME ST. CORP,GREEN CASTLE,BROOME STREET,519 BROOME STREET,,10013,2129662400,"519 BROOME STREET
NEW YORK, NY 10013
(40.723777153323965, -74.00382230413248)"
LAUNDRY,889655,"COINDET, RAMON F",BRITTON LAUNDROMAT,BRITTON AVENUE,85-27 BRITTON AVENUE,,11373,7185652543,"85 27 BRITTON AVENUE
ELMHURST, NY 11373
(40.73871040256307, -73.87835115518163)"
LAUNDRY,889816,"NGUY, NGHIA",NU LAUNDROMAT,NOSTRAND AVENUE,1372 NOSTRAND AVENUE,,11226,7182849670,"1372 NOSTRAND AVENUE
BROOKLYN, NY 11226
(40.653200581792206, -73.94985730867307)"
LAUNDRY,890381,"WP&N ENTERPRISES, INC",,YORK AVENUE,1554 YORK AVENUE,,10028,2128997570,"1554 YORK AVENUE
NEW YORK, NY 10028
(40.77335342715923, -73.94896317429306)"
LAUNDRY,891802,"PASTORINO, CARLOS",THIRTEEN STREET LAUNDROMAT,5 AVENUE,513 5 AVENUE,,11215,7184990622,"513 5 AVENUE
BROOKLYN, NY 11215
(40.666772290494244, -73.9882636126627)"
LAUNDRY,894305,"CHEN, SHAO JU",A & A LAUNDRY & DRY CLEAN,SKILLMAN AVENUE,51-05 SKILLMAN AVENUE,,11377,2129867443,"51 05 SKILLMAN AVENUE
WOODSIDE, NY 11377
(40.74519376448069, -73.9048471440804)"
LAUNDRY,895136,"PULLEY, JUNGNAM",CARESS DRY CLEANERS,EAST   73 STREET,208 EAST   73 STREET,,10021,2125179688,"208 73 STREET
NEW YORK, NY 10021
(40.77013720393438, -73.95941378232567)"
LAUNDRY,899465,"LOUIE, BENNY GEH S",BENNY LOUIE LAUNDRY,EAST   13 STREET,32 EAST   13 STREET,,10003,2122556537,"32 13 STREET
MANHATTAN, NY 10003
(40.73473643600275, -73.99283054272729)"
LAUNDRY,899498,"KIM, KUN KWON",21 ST CENTURY       CLEANERS,GUY R BREWER BOULEVARD,129-02 GUY R BREWER BOULEVARD,,11434,7185253555,"129 02 GUY R BREWER BOULEVARD
JAMAICA, NY 11434
(40.6769452621142, -73.77530690169215)"
LAUNDRY,901102,701 SPLASHING LAUNDROMAT INC,,WEST  180 STREET,701 D WEST  180 STREET,,10033,2122444901,"701 D 180 STREET
MANHATTAN, NY 10033
(40.85621992920642, -73.94585900019268)"
LAUNDRY,905478,"KAO, TAI-LIEN",LOTUS LAUNDRY,ROCKAWAY BOULEVARD,75-11 B ROCKAWAY BOULEVARD,,11421,7182968310,"75 11 B ROCKAWAY BOULEVARD
WOODHAVEN, NY 11421
(40.69176458756573, -73.85702228584978)"
LAUNDRY,905791,"PRASINOS, DEMETRA",STAVROS LAUNDROMAT,GRANDVIEW AVENUE,516 GRANDVIEW AVENUE,,11385,7182747821,"516 GRANDVIEW AVENUE
RIDGEWOOD, NY 11385
(40.70957513798764, -73.90753615637782)"
LAUNDRY,906975,"MR. CHOI'S CLEANERS, INC.",,HYLAN BOULEVARD,1501 HYLAN BOULEVARD,,10305,7189790770,"1501 HYLAN BOULEVARD
STATEN ISLAND, NY 10305
(40.59181685299602, -74.0876681297852)"
LAUNDRY,912151,"CHANG, KUM LING",NEW CONEY ISLAND LAUNDROMAT,CONEY ISLAND AVENUE,2125 CONEY ISLAND AVENUE,,11223,7183767665,"2125 CONEY ISLAND AVENUE
BROOKLYN, NY 11223
(40.605319054804816, -73.9616340053808)"
LAUNDRY,918596,"TORRES, DELIA",DELIA'S LAUNDROMAT,AMSTERDAM AVENUE,1950 AMSTERDAM AVENUE,,10032,2129262524,"1950 AMSTERDAM AVENUE
NEW YORK, NY 10032
(40.83262209853012, -73.94221874512544)"
LAUNDRY,924980,SUDS R US LAUNDROMAT INC,,72 STREET,60-72A 72 STREET,,11378,7184262892,"60 72A 72 STREET
QUEENS, NY 11378
(40.72145310497689, -73.90854350068196)"
LAUNDRY,926319,"SIN, CHAI HO",EVERYDAY LAUNDRY,JUSTICE AVENUE,86-12 JUSTICE AVENUE,,11373,7189999999,"86 12 JUSTICE AVENUE
ELMHURST, NY 11373
(40.73871040256307, -73.87835115518163)"
LAUNDRY,926525,SPLISH-SPLASH INC,,LIBERTY AVENUE,145-08 LIBERTY AVENUE,,11435,7187395739,"145 08 LIBERTY AVENUE
QUEENS, NY 11435
(40.70119264912154, -73.80979665579099)"
LAUNDRY,926664,FOUR SEASONS LAUNDROMAT INC,,6 AVENUE,287 6 AVENUE,,11215,7183693328,"287 6 AVENUE
BROOKLYN, NY 11215
(40.67282467248354, -73.97989378659649)"
LAUNDRY,936782,SAUNDERS LAUNDROMAT INC,TODA LAUNDROMAT,SAUNDERS STREET,63-75 SAUNDERS STREET,,11374,7188975212,"63 75 SAUNDERS STREET
REGO PARK, NY 11374
(40.72646491702238, -73.86148084756303)"
LAUNDRY,956812,YUSEF LAUNDRY INC,,BURKE AVENUE,925A BURKE AVENUE,,10469,7185155985,"925A BURKE AVENUE
BRONX, NY 10469
(40.87134678821521, -73.86033373444097)"
LAUNDRY,965447,"COINDET, RAMON",WASH & DRY,NORTHERN BOULEVARD,84-09 NORTHERN BOULEVARD,,11372,7184583792,"84 09 NORTHERN BOULEVARD
QUEENS, NY 11372
(40.75163073936716, -73.88361254528269)"
LAUNDRY,965831,"LIM, YOUNG O.",YOUNG'S LAUNDROMAT,78 STREET,35-58 78 STREET,,11372,7184246268,"35 58 78 STREET
JACKSON HEIGHTS, NY 11372
(40.75163073936716, -73.88361254528269)"
LAUNDRY,974534,"NUNEZ, ELENA",NUNEZ SUPER LAUNDRY,8 AVENUE,2593 8 AVENUE,2595,10030,7182838400,"2593 8 AVENUE
NEW YORK, NY 10030
(40.81852515448792, -73.94511361229421)"
LAUNDRY,975934,YUSHIN INC,,JAMAICA AVENUE,80-42 JAMAICA AVENUE,,11421,7182962622,"80 42 JAMAICA AVENUE
WOODHAVEN, NY 11421
(40.69176458756573, -73.85702228584978)"
LAUNDRY,456070,"GRAHAM, CLINTON",C & G LAUNDROMAT,SUTPHIN BOULEVARD,119-08 SUTPHIN BOULEVARD,,11434,7185236800,"119 08 SUTPHIN BOULEVARD
JAMAICA, NY 11434
(40.6769452621142, -73.77530690169215)"
LAUNDRY,573980,"LOU, QUAN TOR & LOU,KAREN",,ROCKAWAY BOULEVARD,115-16 ROCKAWAY BOULEVARD,,11420,7188431001,"115 16 ROCKAWAY BOULEVARD
RICHMOND HILL, NY 11420
(40.67334524268887, -73.81770717164864)"
LAUNDRY,576764,TALLY-HO WASH&DRY INC,,NORTHERN BOULEVARD,73-14 NORTHERN BOULEVARD,,11372,7185330456,"73 14 NORTHERN BOULEVARD
QUEENS, NY 11372
(40.75163073936716, -73.88361254528269)"
LAUNDRY,579895,"MAXI, SYLVIO",MARTO FAMILY LAUNDRY,NOSTRAND AVENUE,1129 NOSTRAND AVENUE,,11225,7187566240,"1129 NOSTRAND AVENUE
BKLYN, NY 11225
(40.66010392570002, -73.95054425321374)"
LAUNDRY,626053,"LUM-LEE, SHUK PING",T J LAUNDROMAT,FORBELL STREET,166 FORBELL STREET,,11208,7186478367,"166 FORBELL STREET
BROOKLYN, NY 11208
(40.67920494014521, -73.86430909985854)"
LAUNDRY,698851,"LAI, KAI MUN",K M CLEANERS,RALPH AVENUE,1629 RALPH AVENUE,,11236,7187638277,"1629 RALPH AVENUE
BKLYN, NY 11236
(40.636989158322635, -73.91908754778025)"
LAUNDRY,761344,"TOM, LIN SING",,JAMAICA AVENUE,196 JAMAICA AVENUE,,11207,7186472231,"196 JAMAICA AVENUE
BKLYN, NY 11207
(40.68032046645892, -73.8927796788271)"
LAUNDRY,781274,"S.A.B. COIN-OP. I, INC.",,20 AVENUE,8681 -83 20 AVENUE,,11214,9174823934,"8681 83 20 AVENUE
BKLYN, NY 11214
(40.604011809897145, -74.0009690001192)"
LAUNDRY,785994,"LEMODETIS, MARIA",ANGELO'S LAUNDROMAT,32 STREET,30-95 32 STREET,,11102,7187288671,"30 95 32 STREET
QUEENS, NY 11102
(40.77152402451418, -73.92643545073543)"
LAUNDRY,808700,MINT MAKERS INC,DUTCH GIRL CLEANERS,PARK AVENUE,1082 PARK AVENUE,,10128,2123696560,"1082 PARK AVENUE
NEW YORK, NY 10128
(40.78165751912968, -73.95623917556225)"
LAUNDRY,816157,"TSCHERNE, HERBERT",LAUNDER-KING,PALMETTO STREET,2049 PALMETTO STREET,,11385,7183818276,"2049 PALMETTO STREET
RIDGEWOOD, NY 11385
(40.70653425846896, -73.9039392090336)"
LAUNDRY,830618,A-PLUS LAUNDROMAT CORP,,ATLANTIC AVENUE,115-09 ATLANTIC AVENUE,,11418,7188463119,"115 09 ATLANTIC AVENUE
RICHMOND HILL, NY 11418
(40.69637041236467, -73.84031024991805)"
