BORO,BLOCK,LOT,PARCEL_NAME,PARCEL_ADDRESS,JURIS,Jurisdiction Description,RPAD,RPAD_DESCRIPTION,PROP_FRONT,PROP_DEPTH,PROP_SQFT,IRREG,BLD_FRONT,BLD_DEPTH,BLD_SQFT,NUM_BLD,FLOORS,CD,COUNCIL_DISTRICT,COUNCILMEMBER_NAME,PR_ZONE,OV_ZONE,SD_ZONE,BBL,WATERFRONT,URBAN RENEWAL SITE,Agency,Owned/Leased,Primary Use Text,Final Commitment Text,Agreement (Lease-Out)
1,121,1,MANHATTAN MUNICIPAL BUILDING,1 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,327,182,50184,I,327,182,1056600,1,39,1,1,MARGARET CHIN,C6-4,,,1001210001,,,DEP,O,AGCY OFFICE,,
1,121,1,MANHATTAN MUNICIPAL BUILDING,1 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,327,182,50184,I,327,182,1056600,1,39,1,1,MARGARET CHIN,C6-4,,,1001210001,,,LDMKS,O,AGCY EXECUTVE OFFICE,,
1,121,1,MANHATTAN MUNICIPAL BUILDING,1 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,327,182,50184,I,327,182,1056600,1,39,1,1,MARGARET CHIN,C6-4,,,1001210001,,,PRIV,O,AGCY OFFICE,,
1,121,1,MANHATTAN MUNICIPAL BUILDING,1 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,327,182,50184,I,327,182,1056600,1,39,1,1,MARGARET CHIN,C6-4,,,1001210001,,,BLDGS,O,AGCY OFFICE,,
1,121,1,MANHATTAN MUNICIPAL BUILDING,1 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,327,182,50184,I,327,182,1056600,1,39,1,1,MARGARET CHIN,C6-4,,,1001210001,,,PBADV,O,AGCY EXECUTVE OFFICE,,
1,121,1,MANHATTAN MUNICIPAL BUILDING,1 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,327,182,50184,I,327,182,1056600,1,39,1,1,MARGARET CHIN,C6-4,,,1001210001,,,CIVIL,O,AGCY EXECUTVE OFFICE,,
1,121,1,MANHATTAN MUNICIPAL BUILDING,1 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,327,182,50184,I,327,182,1056600,1,39,1,1,MARGARET CHIN,C6-4,,,1001210001,,,OPA,O,AGCY EXECUTVE OFFICE,,
1,121,1,MANHATTAN MUNICIPAL BUILDING,1 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,327,182,50184,I,327,182,1056600,1,39,1,1,MARGARET CHIN,C6-4,,,1001210001,,,TAXCM,O,AGCY EXECUTVE OFFICE,,
1,121,1,MANHATTAN MUNICIPAL BUILDING,1 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,327,182,50184,I,327,182,1056600,1,39,1,1,MARGARET CHIN,C6-4,,,1001210001,,,COMPT,O,AGCY EXECUTVE OFFICE,,
1,121,1,MANHATTAN MUNICIPAL BUILDING,1 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,327,182,50184,I,327,182,1056600,1,39,1,1,MARGARET CHIN,C6-4,,,1001210001,,,FINAN,O,AGCY EXECUTVE OFFICE,,
1,121,1,MANHATTAN MUNICIPAL BUILDING,1 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,327,182,50184,I,327,182,1056600,1,39,1,1,MARGARET CHIN,C6-4,,,1001210001,,,BP-MN,O,AGCY EXECUTVE OFFICE,,
1,121,1,MANHATTAN MUNICIPAL BUILDING,1 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,327,182,50184,I,327,182,1056600,1,39,1,1,MARGARET CHIN,C6-4,,,1001210001,,,MAYOR,O,AGCY OFFICE,,
1,121,1,MANHATTAN MUNICIPAL BUILDING,1 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,327,182,50184,I,327,182,1056600,1,39,1,1,MARGARET CHIN,C6-4,,,1001210001,,,DOITT,O,AGCY OFFICE,,
1,121,27,ENCLOSED AREA BENEATH BKLYN BR,PARK ROW,DOT,DEPT OF TRANSPORTATION,Z9,OTHER,186,194,31706,I,,,2480,1,,1,1,MARGARET CHIN,C6-4,,LM,1001210027,,,DOT,O,NO USE-NON RES STRC,,
1,122,1,TWEED CRTHS/CITY HALL/PARK,52 CHAMBERS STREET,JOINT,JOINT JURIS AMONG CITY AGENCIES,O9,OFFICE BLDGS/MISC,824,616,400000,I,215,105,144016,2,2,1,1,MARGARET CHIN,PARK,,,1001220001,,,EDUC,O,AGCY EXECUTVE OFFICE,,
1,122,1,TWEED CRTHS/CITY HALL/PARK,52 CHAMBERS STREET,JOINT,JOINT JURIS AMONG CITY AGENCIES,O9,OFFICE BLDGS/MISC,824,616,400000,I,215,105,144016,2,2,1,1,MARGARET CHIN,PARK,,,1001220001,,,DCAS,O,IN USE-TENANTED,,SHORT-TERM AGREEMENT
1,122,1,TWEED CRTHS/CITY HALL/PARK,52 CHAMBERS STREET,JOINT,JOINT JURIS AMONG CITY AGENCIES,O9,OFFICE BLDGS/MISC,824,616,400000,I,215,105,144016,2,2,1,1,MARGARET CHIN,PARK,,,1001220001,,,PARKS,O,PARK,,
1,127,1,BORO MANHATTAN COMM COLLEGE,30 WEST BROADWAY,CUNY,CITY UNIVERSITY OF NEW YORK,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,158,208,28981,I,159,175,381090,1,15,1,1,MARGARET CHIN,C6-4,,LM,1001270001,,,CUNY,O,COMMUNITY COLLEGE,,
1,128,2,BANK OF NEW YORK,101 BARCLAY STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,O4,OFFICE BLDG/TOWER TYPE,289,344,103043,I,236,324,1133548,1,26,1,1,MARGARET CHIN,C6-4,,LM,1001280002,,Y,HPD,O,NO USE,FINAL COMMITMNT-DISP,
1,128,2,BANK OF NEW YORK,101 BARCLAY STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,O4,OFFICE BLDG/TOWER TYPE,289,344,103043,I,236,324,1133548,1,26,1,1,MARGARET CHIN,C6-4,,LM,1001280002,,Y,DCAS,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
1,134,1001,COMMERCIAL CONDOMINIUM UNIT #1,253 BROADWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,,,227033,I,,,,1,,1,1,MARGARET CHIN,,,,1001341001,,,VAC,O,AGCY OFFICE,,
1,134,1001,COMMERCIAL CONDOMINIUM UNIT #1,253 BROADWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,,,227033,I,,,,1,,1,1,MARGARET CHIN,,,,1001341001,,,PRIV,O,AGCY OFFICE,,
1,134,1001,COMMERCIAL CONDOMINIUM UNIT #1,253 BROADWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,,,227033,I,,,,1,,1,1,MARGARET CHIN,,,,1001341001,,,NYPD,O,AGCY OFFICE,,
1,134,1001,COMMERCIAL CONDOMINIUM UNIT #1,253 BROADWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,,,227033,I,,,,1,,1,1,MARGARET CHIN,,,,1001341001,,,DCAS,O,CUSTODIAL,,
1,134,1001,COMMERCIAL CONDOMINIUM UNIT #1,253 BROADWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,,,227033,I,,,,1,,1,1,MARGARET CHIN,,,,1001341001,,,HLTH,O,AGCY OFFICE,,
1,134,1001,COMMERCIAL CONDOMINIUM UNIT #1,253 BROADWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,,,227033,I,,,,1,,1,1,MARGARET CHIN,,,,1001341001,,,MAYOR,O,AGCY OFFICE,,
1,134,1001,COMMERCIAL CONDOMINIUM UNIT #1,253 BROADWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,,,227033,I,,,,1,,1,1,MARGARET CHIN,,,,1001341001,,,FINAN,O,AGCY OFFICE,,
1,134,1003,COMMERCIAL CONDOMINIUM UNIT #2,253 BROADWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,R5,CONDOS/COMMERCIAL BLDGS,,,,,,,9169,1,,,,,,,,1001341003,,,DCAS,O,,,
1,141,39,DUANE STREET PARK,35 HUDSON STREET,PARKS,DEPT OF PARKS & RECREATION,Q1,PARKS,150,60,4704,I,,,,,,1,1,MARGARET CHIN,PARK,,,1001410039,,,PARKS,O,PARK,,
1,142,1,PS 234,292 GREENWICH STREET,EDUC,DEPT OF EDUCATION,W1,PUBLIC ELEMENTARY JR & SR HS,613,427,318603,I,92,207,66820,1,3,1,1,MARGARET CHIN,C6-4,,,1001420001,,Y,EDUC,O,ELEMENTARY SCHOOL,,
1,142,3,TRIBECA DOG RUN,114 WARREN STREET,PARKS,DEPT OF PARKS & RECREATION,V1,VACANT LAND,91,4349,4300,I,,,,,,,,,PARK,,,1001420003,,Y,PARKS,O,OPEN SPACE,,
1,142,30,WASHINGTON MARKET PARK,304 GREENWICH STREET,PARKS,DEPT OF PARKS & RECREATION,Q1,PARKS,,,,,,,,,,1,1,MARGARET CHIN,PARK,,,1001420030,,Y,PARKS,O,COMMUNITY PARK,,
1,150,25,"ENG7,LAD1,BAT1,MAN.BORO.CMD",100-104 DUANE STREET,FIRE,FIRE DEPARTMENT,Y1,GOV'T INSTALLATIONS/FIRE DEPT,75,116,8859,I,76,80,19381,2,3,1,1,MARGARET CHIN,C6-2A,,,1001500025,,,FIRE,O,FIREHOUSE,,
1,153,1,SUN BUILDING/FMR EMIGRANT BANK,280 BROADWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,151,426,30123,I,151,420,231379,1,15,1,1,MARGARET CHIN,C6-4,,,1001530001,,,DCAS,O,OFFICE,,
1,153,1,SUN BUILDING/FMR EMIGRANT BANK,280 BROADWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,151,426,30123,I,151,420,231379,1,15,1,1,MARGARET CHIN,C6-4,,,1001530001,,,BLDGS,O,AGCY EXECUTVE OFFICE,,
1,153,1,SUN BUILDING/FMR EMIGRANT BANK,280 BROADWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,151,426,30123,I,151,420,231379,1,15,1,1,MARGARET CHIN,C6-4,,,1001530001,,,PRIV,O,RETAIL,,
1,153,24,SURROGATE COURT,31 CHAMBERS STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,189,152,29511,I,185,150,229824,1,8,1,1,MARGARET CHIN,C6-4,,,1001530024,,,CULT,O,AGCY EXECUTVE OFFICE,,
1,153,24,SURROGATE COURT,31 CHAMBERS STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,189,152,29511,I,185,150,229824,1,8,1,1,MARGARET CHIN,C6-4,,,1001530024,,,DORIS,O,AGCY EXECUTVE OFFICE,,
1,153,24,SURROGATE COURT,31 CHAMBERS STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,189,152,29511,I,185,150,229824,1,8,1,1,MARGARET CHIN,C6-4,,,1001530024,,,PRIV,O,AGCY OFFICE,,
1,153,24,SURROGATE COURT,31 CHAMBERS STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,189,152,29511,I,185,150,229824,1,8,1,1,MARGARET CHIN,C6-4,,,1001530024,,,COURT,O,COURTHOUSE,,
1,153,24,SURROGATE COURT,31 CHAMBERS STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,189,152,29511,I,185,150,229824,1,8,1,1,MARGARET CHIN,C6-4,,,1001530024,,,CLERK,O,OFFICE,,
1,153,24,SURROGATE COURT,31 CHAMBERS STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,189,152,29511,I,185,150,229824,1,8,1,1,MARGARET CHIN,C6-4,,,1001530024,,,DCAS,O,CUSTODIAL,,SHORT-TERM AGREEMENT
1,153,24,SURROGATE COURT,31 CHAMBERS STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,189,152,29511,I,185,150,229824,1,8,1,1,MARGARET CHIN,C6-4,,,1001530024,,,VAC,O,AGCY OFFICE,,
1,153,24,SURROGATE COURT,31 CHAMBERS STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,189,152,29511,I,185,150,229824,1,8,1,1,MARGARET CHIN,C6-4,,,1001530024,,,PA-MN,O,BOROUGH OFFICE,,
1,153,1001,280 BROADWAY-FLOORS B-2,280 BROADWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,K2,TWO STORY OR STORE AND OFFICE,151,228,34413,,151,225,95139,1,7,1,1,MARGARET CHIN,C6-4,,TMU,1001531001,,,DCAS,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
1,153,1002,280 BROADWAY-FLOORS 3-7,280 BROADWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,151,228,34413,I,151,225,144532,1,7,1,1,MARGARET CHIN,C6-4,,TMU,1001531002,,,DCAS,O,CUSTODIAL,,
1,154,23,22 READE ST - CITY PLANNING HQ,22 READE STREET,MIXED,CITY AND NON-CITY OWNERSHIP,O5,OFFICE BLDG/SEMI-FIREPROOF,251,78,19417,I,18,76,53800,1,7,1,1,MARGARET CHIN,C6-4,,,1001540023,,,PLAN,O,AGCY EXECUTVE OFFICE,,
1,154,23,22 READE ST - CITY PLANNING HQ,22 READE STREET,MIXED,CITY AND NON-CITY OWNERSHIP,O5,OFFICE BLDG/SEMI-FIREPROOF,251,78,19417,I,18,76,53800,1,7,1,1,MARGARET CHIN,C6-4,,,1001540023,,,DCAS,O,CUSTODIAL,,
1,155,1,COURT SQUARE BLDG,2 LAFAYETTE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,186,54,16700,I,186,54,354169,1,21,1,1,MARGARET CHIN,C6-4,,,1001550001,,,PLAN,O,BOROUGH OFFICE,,
1,155,1,COURT SQUARE BLDG,2 LAFAYETTE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,186,54,16700,I,186,54,354169,1,21,1,1,MARGARET CHIN,C6-4,,,1001550001,,,DOITT,O,INDOOR STORAGE-EQUIP,,
1,155,1,COURT SQUARE BLDG,2 LAFAYETTE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,186,54,16700,I,186,54,354169,1,21,1,1,MARGARET CHIN,C6-4,,,1001550001,,,COIB,O,AGCY EXECUTVE OFFICE,,
1,155,1,COURT SQUARE BLDG,2 LAFAYETTE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,186,54,16700,I,186,54,354169,1,21,1,1,MARGARET CHIN,C6-4,,,1001550001,,,VAC,O,AGCY OFFICE,,
1,155,1,COURT SQUARE BLDG,2 LAFAYETTE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,186,54,16700,I,186,54,354169,1,21,1,1,MARGARET CHIN,C6-4,,,1001550001,,,DCAS,O,TESTING FACILITY,,S/T & L/T AGREEMENTS
1,155,1,COURT SQUARE BLDG,2 LAFAYETTE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,186,54,16700,I,186,54,354169,1,21,1,1,MARGARET CHIN,C6-4,,,1001550001,,,CEO,O,OFFICE,,
1,155,1,COURT SQUARE BLDG,2 LAFAYETTE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,186,54,16700,I,186,54,354169,1,21,1,1,MARGARET CHIN,C6-4,,,1001550001,,,AGING,O,AGCY EXECUTVE OFFICE,,
1,155,1,COURT SQUARE BLDG,2 LAFAYETTE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,186,54,16700,I,186,54,354169,1,21,1,1,MARGARET CHIN,C6-4,,,1001550001,,,OPA,O,AGCY OFFICE,,
1,155,1,COURT SQUARE BLDG,2 LAFAYETTE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,186,54,16700,I,186,54,354169,1,21,1,1,MARGARET CHIN,C6-4,,,1001550001,,,PRIV,O,AGCY OFFICE,,
1,155,1,COURT SQUARE BLDG,2 LAFAYETTE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,186,54,16700,I,186,54,354169,1,21,1,1,MARGARET CHIN,C6-4,,,1001550001,,,MAYOR,O,AGCY OFFICE,,
1,155,1,COURT SQUARE BLDG,2 LAFAYETTE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O4,OFFICE BLDG/TOWER TYPE,186,54,16700,I,186,54,354169,1,21,1,1,MARGARET CHIN,C6-4,,,1001550001,,,NYPD,O,AGCY OFFICE,,
1,155,31,FOLEY SQUARE / T.PAINE PARK,517 LAFAYETTE STREET,PARKS,DEPT OF PARKS & RECREATION,Q1,PARKS,90,46,2650,I,,,,,,1,1,MARGARET CHIN,PARK,,,1001550031,,,PARKS,O,PARK,,
1,158,17,FOLEY SQUARE/ T. PAINE PARK,501 CENTRE STREET,PARKS,DEPT OF PARKS & RECREATION,Q1,PARKS,82,49,3857,I,,,,,,1,1,MARGARET CHIN,PARK,,,1001580017,,,PARKS,O,PARK,,
1,160,21,SUPREME COURT / FOLEY SQ PLOTS,60 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,Z1,COURT HOUSE,395,279,130150,I,395,279,551025,2,7,1,1,MARGARET CHIN,C6-4,,,1001600021,,,DCAS,O,IN USE-TENANTED,,S/T & L/T AGREEMENTS
1,160,21,SUPREME COURT / FOLEY SQ PLOTS,60 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,Z1,COURT HOUSE,395,279,130150,I,395,279,551025,2,7,1,1,MARGARET CHIN,C6-4,,,1001600021,,,COURT,O,COURTHOUSE,,
1,165,1,COLUMBUS PARK,55 MULBERRY STREET,PARKS,DEPT OF PARKS & RECREATION,Q1,PARKS,672,232,145365,I,30,53,3183,2,1,3,1,MARGARET CHIN,PARK,,,1001650001,,,PARKS,O,PARK,,
1,167,1,CRIMINAL COURT/DETENTION CTR,100 CENTRE ST (COURTHOUSE),JOINT,JOINT JURIS AMONG CITY AGENCIES,Z1,COURT HOUSE,451,224,108950,I,451,224,1106962,2,24,1,1,MARGARET CHIN,C6-4,,,1001670001,,,NYPD,O,AGCY OFFICE,,
1,167,1,CRIMINAL COURT/DETENTION CTR,100 CENTRE ST (COURTHOUSE),JOINT,JOINT JURIS AMONG CITY AGENCIES,Z1,COURT HOUSE,451,224,108950,I,451,224,1106962,2,24,1,1,MARGARET CHIN,C6-4,,,1001670001,,,DOT,O,ROAD/HIGHWAY,,
1,167,1,CRIMINAL COURT/DETENTION CTR,100 CENTRE ST (COURTHOUSE),JOINT,JOINT JURIS AMONG CITY AGENCIES,Z1,COURT HOUSE,451,224,108950,I,451,224,1106962,2,24,1,1,MARGARET CHIN,C6-4,,,1001670001,,,DCAS,O,MISCELLANEOUS USE,,
1,167,1,CRIMINAL COURT/DETENTION CTR,100 CENTRE ST (COURTHOUSE),JOINT,JOINT JURIS AMONG CITY AGENCIES,Z1,COURT HOUSE,451,224,108950,I,451,224,1106962,2,24,1,1,MARGARET CHIN,C6-4,,,1001670001,,,DA-MN,O,OFFICE,,
1,167,1,CRIMINAL COURT/DETENTION CTR,100 CENTRE ST (COURTHOUSE),JOINT,JOINT JURIS AMONG CITY AGENCIES,Z1,COURT HOUSE,451,224,108950,I,451,224,1106962,2,24,1,1,MARGARET CHIN,C6-4,,,1001670001,,,PRIV,O,OFFICE,,
1,167,1,CRIMINAL COURT/DETENTION CTR,100 CENTRE ST (COURTHOUSE),JOINT,JOINT JURIS AMONG CITY AGENCIES,Z1,COURT HOUSE,451,224,108950,I,451,224,1106962,2,24,1,1,MARGARET CHIN,C6-4,,,1001670001,,,LAW,O,AGCY OFFICE,,
1,167,1,CRIMINAL COURT/DETENTION CTR,100 CENTRE ST (COURTHOUSE),JOINT,JOINT JURIS AMONG CITY AGENCIES,Z1,COURT HOUSE,451,224,108950,I,451,224,1106962,2,24,1,1,MARGARET CHIN,C6-4,,,1001670001,,,CORR,O,CRIMINAL JUSTICE FAC,,
1,167,1,CRIMINAL COURT/DETENTION CTR,100 CENTRE ST (COURTHOUSE),JOINT,JOINT JURIS AMONG CITY AGENCIES,Z1,COURT HOUSE,451,224,108950,I,451,224,1106962,2,24,1,1,MARGARET CHIN,C6-4,,,1001670001,,,PROB,O,AGCY OFFICE,,
1,167,1,CRIMINAL COURT/DETENTION CTR,100 CENTRE ST (COURTHOUSE),JOINT,JOINT JURIS AMONG CITY AGENCIES,Z1,COURT HOUSE,451,224,108950,I,451,224,1106962,2,24,1,1,MARGARET CHIN,C6-4,,,1001670001,,,DCAS,O,IN USE-TENANTED,,S/T & L/T AGREEMENTS
1,167,1,CRIMINAL COURT/DETENTION CTR,100 CENTRE ST (COURTHOUSE),JOINT,JOINT JURIS AMONG CITY AGENCIES,Z1,COURT HOUSE,451,224,108950,I,451,224,1106962,2,24,1,1,MARGARET CHIN,C6-4,,,1001670001,,,COURT,O,COURTHOUSE,,
1,168,1,THOMAS PAINE PARK/FOLEY SQUARE,520 PEARL STREET,PARKS,DEPT OF PARKS & RECREATION,Q1,PARKS,94,215,29359,I,,,,,,1,1,MARGARET CHIN,PARK,,,1001680001,,,PARKS,O,PARK,,
1,168,32,HEALTH BUILDING-125 WORTH ST,125 WORTH STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,227,183,41040,I,277,183,353000,1,10,1,1,MARGARET CHIN,C6-4,,,1001680032,,,SANIT,O,AGCY EXECUTVE OFFICE,,
1,168,32,HEALTH BUILDING-125 WORTH ST,125 WORTH STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,227,183,41040,I,277,183,353000,1,10,1,1,MARGARET CHIN,C6-4,,,1001680032,,,HHC,O,AGCY EXECUTVE OFFICE,,
1,168,32,HEALTH BUILDING-125 WORTH ST,125 WORTH STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,227,183,41040,I,277,183,353000,1,10,1,1,MARGARET CHIN,C6-4,,,1001680032,,,HLTH,O,AGCY EXECUTVE OFFICE,,
1,168,32,HEALTH BUILDING-125 WORTH ST,125 WORTH STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,227,183,41040,I,277,183,353000,1,10,1,1,MARGARET CHIN,C6-4,,,1001680032,,,DCAS,O,CUSTODIAL,,LONG-TERM AGREEMENT
1,169,1,COLLECT POND PK/LEONOLD ST FLD,93 CENTRE STREET,PARKS,DEPT OF PARKS & RECREATION,Z2,PUBLIC PARKING AREAS,220,205,43289,I,163,113,17600,1,1,1,1,MARGARET CHIN,C6-4,,,1001690001,,,PARKS,O,PARK,,
1,169,1,COLLECT POND PK/LEONOLD ST FLD,93 CENTRE STREET,PARKS,DEPT OF PARKS & RECREATION,Z2,PUBLIC PARKING AREAS,220,205,43289,I,163,113,17600,1,1,1,1,MARGARET CHIN,C6-4,,,1001690001,,,DOT,O,MUNICPL PKNG-OUTDOOR,,
1,169,10,CIVIL MUNICIPAL COURT,111-31 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,Z1,COURT HOUSE,200,171,35839,I,192,165,640000,1,12,1,1,MARGARET CHIN,C6-4,,,1001690010,,,CORR,O,COURTHOUSE,,
1,169,10,CIVIL MUNICIPAL COURT,111-31 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,Z1,COURT HOUSE,200,171,35839,I,192,165,640000,1,12,1,1,MARGARET CHIN,C6-4,,,1001690010,,,DCAS,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
1,169,10,CIVIL MUNICIPAL COURT,111-31 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,Z1,COURT HOUSE,200,171,35839,I,192,165,640000,1,12,1,1,MARGARET CHIN,C6-4,,,1001690010,,,VAC,O,OFFICE,,
1,169,10,CIVIL MUNICIPAL COURT,111-31 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,Z1,COURT HOUSE,200,171,35839,I,192,165,640000,1,12,1,1,MARGARET CHIN,C6-4,,,1001690010,,,DCAS,O,MISCELLANEOUS USE,,
1,169,10,CIVIL MUNICIPAL COURT,111-31 CENTRE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,Z1,COURT HOUSE,200,171,35839,I,192,165,640000,1,12,1,1,MARGARET CHIN,C6-4,,,1001690010,,,COURT,O,COURTHOUSE,,
1,170,6,346 BROADWAY-OFFICE BLDG,346 BROADWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,60,400,28566,I,60,400,418991,1,13,1,1,MARGARET CHIN,C6-4A,,,1001700006,,,MAYOR,O,AGCY OFFICE,,
1,170,6,346 BROADWAY-OFFICE BLDG,346 BROADWAY,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,60,400,28566,I,60,400,418991,1,13,1,1,MARGARET CHIN,C6-4A,,,1001700006,,,COURT,O,AGCY OFFICE,,
