TYPE,BUS NAME,MAILING OFFICE,MAIL CITY,MSTAT,COMP PHONE,Location 1
CL.1,IANDOLO NURSERY & LANDSCAPING,1344 E 64 ST.,BROOKLYN,NY,(718) 251-3705,"1344 64 ST
BROOKLYN, NY 11234
(40.62009569204273, -73.9163445248123)"
CL.1,IRISH MIKE'S LANDSCAPING SERVICE INC,876 ANNETTE DR,WANTAGH,NY,(516) 221-0822,"876 ANNETTE DR
WANTAGH, NY 11793
(40.702939861905065, -73.52463654726057)"
CL.1,ISABEL ALAS RONQUILLO,P.O.BOX 567,UNIONDALE,NY,(516) 567-9778,"567 UNIONDALE
NY 11553
(40.701042679887976, -73.59304150975416)"
CL.1,ISOGON INTERIM LLC,148 HINSDALE STREET,BROOKLYN,NY,(718) 369-9587,"148 HINSDALE STREET
BROOKLYN, NY 11207
(40.671744465262684, -73.90070841100189)"
CL.1,IZZY LANDSCAPER INC,88-29 212 PLACE,QUEENS VILLAGE,NY,(917) 807-9106,"88 29 212 PLACE
QUEENS VILLAGE, NY 11427
(40.72931057432362, -73.75067602128132)"
CL.1,"J & A LAWNSCAPING, CORP.",111 - 02 ROCKAWAY BEACH BLVD.,ROCKAWAY PARK,NY,(718) 252-8821,"111 02 ROCKAWAY BEACH BLVD
ROCKAWAY PARK, NY 11694
(40.57657830564432, -73.85077700055808)"
CL.1,J & J SERVICE NY INC,103-03 101 AVENUE,OZONE PARK,NY,(718) 738-1969,"103 03 101 AVENUE
OZONE PARK, NY 11416
(40.68457809700163, -73.8496016684822)"
CL.1,J & L LANDSCAPING DEVELOPMENT INC,P.O.BOX 520 563,FLUSHING,NY,(516) 356-1247,"563 FLUSHING
NY 11352
(40.75619500019917, -73.82862499974391)"
CL.1,J & P POOL INC.,240 LUCILLE AVE.,ELMONT,NY,(516) 616-0127,"240 LUCILLE AVE
ELMONT, NY 11003
(40.70151727971023, -73.68520095476457)"
CL.1,"J&A LANDSCAPING, INC.",29-48 171 ST STREET,FLUSHING,NY,(718) 358-6546,"29 48 171 ST STREET
FLUSHING, NY 11358
(40.760350968822195, -73.79632645819947)"
CL.1,JAR LANDSCAPING CORP.,122 5TH AVE,NEW ROCHELLE,NY,(914) 275-6133,"122 5TH AVE
NEW ROCHELLE, NY 10801
(40.92342664382852, -73.78279592899145)"
CL.1,JEFFREY BACCHI,57 BOGOTA STREET,STATEN ISLAND,NY,(718) 698-9312,"57 BOGOTA STREET
STATEN ISLAND, NY 10314
(40.58619017784156, -74.14745101058746)"
CL.1,JERRY J. MARTINEZ,102 ROGER AVENUE,INWOOD,NY,(516) 413-9494,"102 ROGER AVENUE
INWOOD, NY 11096
(40.61539086235268, -73.75464714947435)"
CL.1,JIMMY J. POCHON,2311 CORNAGA AVENUE APT 5-D,FAR ROCKAWAY,NY,(516) 244-9443,"2311 CORNAGA AVENUE
FAR ROCKAWAY, NY 11691
(40.602182174528544, -73.75792725092232)"
CL.1,JM LANDSCAPING SERVICES,1560 SELWYN AVENUE APT 6F,BRONX,NY,(718) 510-4154,"1560 SELWYN AVENUE
BRONX, NY 10457
(40.84129519198476, -73.91038891247021)"
CL.1,JMB LANDSCAPING INC.,17 E. SAINT MARKS PLACE,VALLEY STREAM,NY,(646) 651-7174,"17 SAINT MARKS PLACE
VALLEY STREAM, NY 11580
(40.66725476378241, -73.69603833282486)"
CL.1,JOAQUIN RIVAS d/b/a/ RIVAS LANDSCAPE GARDENING,47 FAIRDALE DRIVE,BRENTWOOD,NY,(631) 231-0870,"47 FAIRDALE DRIVE
BRENTWOOD, NY 11717
(40.801640454620724, -73.26215142656878)"
CL.1,JONATHAN DAVID D.B.A. DAVID'S LANDSCAPING,2114 EAST 7TH STREET,BROOKLYN,NY,(718) 614-9646,"2114 7TH STREET
BROOKLYN, NY 11223
(40.598969099525, -73.9643192430657)"
CL.1,JORGE A. AGUILAR,35 E VALLEY STREAM BLVD,VALLEY STREAM,NY,(516) 284-6734,"35 VALLEY STREAM BLVD
VALLEY STREAM, NY 11580
(40.66173292652252, -73.69753120739347)"
CL.1,JORGE A. MELENDEZ,556 LONG BEACH RD,ISLAND PARK,NY,(516) 432-0238,"556 LONG BEACH RD
ISLAND PARK, NY 11558
(40.611218008136746, -73.64953439068978)"
CL.1,JORGE A. VALLE,28 LORETTA STREET,INWOOD,NY,(516) 239-3824,"28 LORETTA STREET
INWOOD, NY 11096
(40.6206249165632, -73.73855827837014)"
CL.1,JORGE DEL PRIORE LANDSCAPING,20 DAFFODIL AVENUE,FRANKLIN SQUARE,NY,(516) 486-2337,"20 DAFFODIL AVENUE
FRANKLIN SQUARE, NY 11010
(40.70739150595011, -73.66796149907009)"
CL.1,JORGE H REINA,144-30 ROOSEVELT AVE #211,FLUSHING,NY,(718) 961-7271,"144 30 ROOSEVELT AVE
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)"
CL.1,JOSE & SIPRIANO LANDSCAPING,33 CHESHIRE ROAD,INWOOD,NY,(516) 313-7192,"33 CHESHIRE ROAD
INWOOD, NY 11096
(40.62472582501681, -73.75105885457742)"
CL.1,JOSE A ROMERO DBA JOSE A ROMERO LANDSCAPING,33 CHESHIRE ROAD,INWOOD,NY,(516) 313-7192,"33 CHESHIRE ROAD
INWOOD, NY 11096
(40.62472582501681, -73.75105885457742)"
CL.1,JOSE A. AREVALO,35-30  153 ST  APT. 4F,FLUSHING,NY,(646) 229-1492,"35 30 153 ST
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)"
CL.1,JOSE A. CRUZ,35 E. VALLEY STREAM BLVD.,VALLEY STREAM,NY,(347) 510-2703,"35 VALLEY STREAM BLVD
VALLEY STREAM, NY 11580
(40.66173292652252, -73.69753120739347)"
CL.1,JOSE A. MARTINEZ D/B/A/ MARTINEZ LANDSCAPING,147-10 41AVE APT 6L,FLUSHING,NY,(347) 445-4970,"147 10
FLUSHING, NY 11355
(40.7512997969481, -73.82147854789662)"
CL.1,JOSE A. MORENO,147-10 41ST AVENUE APT 5D,FLUSHING,NY,(646) 750-3140,"147 10 41ST AVENUE
FLUSHING, NY 11355
(40.7512997969481, -73.82147854789662)"
CL.1,JOSE A. ZELAYA,111-03 208 STREET,QUEENS VILLAGE,NY,(646) 387-2204,"111 03 208 STREET
QUEENS VILLAGE, NY 11429
(40.70991312049415, -73.73864031609764)"
CL.1,JOSE BARTOLO RODRIGUEZ,P.O. BOX 564407,COLLEGE POINT,NY,(917) 642-4240,"564407 COLLEGE POINT
NY 11356
(40.7849280967543, -73.84181070040347)"
CL.1,JOSE C. MARTINEZ d/b/a MARTINEZ LANDSCAPING,102 ROGER AVENUE,INWOOD,NY,(516) 371-4947,"102 ROGER AVENUE
INWOOD, NY 11096
(40.61539086235268, -73.75464714947435)"
CL.1,JOSE D. VIERA,2 MOORE AVENUE,FREEPORT,NY,(516) 690-5011,"2 MOORE AVENUE
FREEPORT, NY 11520
(40.66974588580359, -73.59030504184005)"
CL.1,JOSE E. LOBO-QUINTANILLA,158-52 75TH RD. APT#2,FLUSHING,NY,(718) 969-4534,"158 52 75TH RD
FLUSHING, NY 11366
(40.72816440726166, -73.79226817393703)"
CL.1,JOSE GARCIA RAMIREZ,P.O. BOX 960014,INWOOD,NY,(347) 268-7914,"960014 INWOOD
NY 11096
(40.61958612160231, -73.75090594735155)"
CL.1,JOSE GUEVARA,101-11 REMINGTON STREET 2ND FLOOR,JAMAICA,NY,(718) 297-0989,"101 11 REMINGTON STREET
JAMAICA, NY 11435
(40.70119264912154, -73.80979665579099)"
CL.1,JOSE L. COREAS,"42-62 157TH STREET, APT. B7",FLUSHING,NY,(718) 463-7008,"42 62 157TH STREET
FLUSHING, NY 11355
(40.7512997969481, -73.82147854789662)"
CL.1,JOSE L. LOPEZ,78 CLINTON AVENUE,INWOOD,NY,(516) 779-0508,"78 CLINTON AVENUE
INWOOD, NY 11096
(40.6183406386088, -73.73845935294696)"
CL.1,JOSE M.  LANDSCAPING CORP,211 CLAY PITTS RD,EAST NORTHPORT,NY,(631) 266-2058,"211 CLAY PITTS RD
EAST NORTHPORT, NY 11731
(40.86301956759282, -73.33225793482436)"
CL.1,JOSE N. RAMOS & CARLOS A. RAMOS D.B.A. J & C LANDSCAPING,23-11 CORNAGA AVE. APT.2A,FAR ROCKAWAY,NY,(347) 246-7854,"23 11 CORNAGA AVE
FAR ROCKAWAY, NY 11691
(40.600614338480966, -73.76256777468302)"
CL.1,JOSE N. RODRIGUEZ,188-15 42ND AVENUE,FLUSHING,NY,(646) 229-8650,"188 15 42ND AVENUE
FLUSHING, NY 11358
(40.760350968822195, -73.79632645819947)"
CL.1,JOSE O VASQUEZ,166 BEACH 25TH STREET,FAR ROCKAWAY,NY,(347) 458-3730,"166 BEACH 25TH STREET
FAR ROCKAWAY, NY 11691
(40.59377561537946, -73.75818550971519)"
CL.1,JOSE P RODRIGUEZ,98 STEAM BOAT ROAD,GREAT NECK,NY,(917) 519-2239,"98 STEAM BOAT ROAD
GREAT NECK, NY 11023
(40.80818751899403, -73.7450783630826)"
CL.1,JOSE P. FLORES,12 WALNUT STREET,GREENVALE,NY,(516) 808-1668,"12 WALNUT STREET
GREENVALE, NY 11548
(40.81178480711122, -73.62547752640597)"
CL.1,JOSE R. ANDERSON,9 BEEKMAN STREET,INWOOD,NY,(516) 242-3695,"9 BEEKMAN STREET
INWOOD, NY 11096
(40.62147927249106, -73.74346857665012)"
CL.1,JOSE RAUL AMAYA D/B/A J.RAUL LANDSCAPING,29-44 BEACH CHANNEL DR. APT 4B,FAR ROCKAWAY,NY,(718) 327-3910,"29 44 BEACH CHANNEL DR
FAR ROCKAWAY, NY 11691
(40.600614338480966, -73.76256777468302)"
CL.1,JOSE RODRIGUEZ,101-06 221ST STREET,QUEENS VILLAGE,NY,(347) 737-6414,"101 06 221ST STREET
QUEENS VILLAGE, NY 11429
(40.70991312049415, -73.73864031609764)"
CL.1,JOSE S CABRERA,85 WEST END AVE,INWOOD,NY,(718) 337-2815,"85 END AVE
INWOOD, NY 11096
(40.61958612160231, -73.75090594735155)"
CL.1,JOSE SANTOS,108-12 85TH AVE.,RICHMOND HILL,NY,(718) 805-0150,"108 12 85TH AVE
RICHMOND HILL, NY 11418
(40.69637041236467, -73.84031024991805)"
CL.1,JOSE V PORTILLO,147-15 NORTHERN BLVD # 3C,FLUSHING,NY,(347) 225-2401,"147 15 NORTHERN BLVD
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)"
CL.1,JOSE VASQUEZ,1 ABRAMS PL,INWOOD,NY,(516) 612-2744,"1 ABRAMS PL
INWOOD, NY 11096
(40.61798990301736, -73.74532118003049)"
CL.1,JOSE WILLIAM LANDSCAPING SERVICE,160-33 78TH ROAD,FRESH MEADOWS,NY,(917) 291-8742,"160 33 78TH ROAD
FRESH MEADOWS, NY 11366
(40.72816440726166, -73.79226817393703)"
CL.1,JOSEPH BAGNOLI,332 LINCOLN AVENUE,STATEN ISLAND,NY,(917) 416-0961,"332 LINCOLN AVENUE
STATEN ISLAND, NY 10306
(40.57613210582898, -74.10265843689034)"
CL.1,"JOSEPH BULFAMANTE & SON, INC",240 SICKLES AVENUE,NEW ROCHELLE,NY,(914) 632-5973,"240 SICKLES AVENUE
NEW ROCHELLE, NY 10801
(40.91374993879327, -73.79551234248572)"
CL.1,JOSEPH SOFIELD CITY-SCAPE INC,5 WILLIS AVENUE,FLORAL PARK,NY,(516) 488-3355,"5 WILLIS AVENUE
FLORAL PARK, NY 11001
(40.73037817701902, -73.69782798366316)"
CL.1,JUAN E. PEREZ LANDSCAPING CORP,59 PARKVIEW PL,BALDWIN,NY,(516) 377-0199,"59 PARKVIEW PL
BALDWIN, NY 11510
(40.6489625537065, -73.61908334677764)"
CL.1,JUAN F. RAMOS,991 UNIONDALE AVENUE,UNIONDALE,NY,(347) 256-3415,"991 UNIONDALE AVENUE
UNIONDALE, NY 11553
(40.68903634333208, -73.5961326485899)"
CL.1,JUAN J TORRES,14-28 150TH STREET APT. 2,WHITESTONE,NY,(718) 541-3692,"14 28 150TH STREET
WHITESTONE, NY 11357
(40.78628404147537, -73.81123206101074)"
CL.1,JUAN P. CANALES d/b/a JUAN P. LANDSCAPING,5 WILLY LN,HICKSVILLE,NY,(516) 287-6642,"5 WILLY LN
HICKSVILLE, NY 11801
(40.749407831158976, -73.50925814055955)"
CL.1,JUAN P. GAMEZ,141-19 NEGUNDO AVENUE,FLUSHING,NY,(516) 477-5789,"141 19 NEGUNDO AVENUE
FLUSHING, NY 11355
(40.7512997969481, -73.82147854789662)"
CL.1,JVG LANDSCAPING CORP.,611 E 21ST STREET APT. 2B,BROOKLYN,NY,(646) 284-2908,"611 21ST STREET
BROOKLYN, NY 11226
(40.63904174214966, -73.95781428032844)"
CL.1,K.W. PRICE LANDSCAPING LLC,4319 BRONXWOOD AVE,BRONX,NY,(718) 324-6667,"4319 BRONXWOOD AVE
BRONX, NY 10466
(40.89404242130264, -73.85279791916989)"
CL.1,KENNETH LEE LANDSCAPING,60 6TH AVENUE,HUNTINGTON,NY,(631) 421-6042,"60 6TH AVENUE
HUNTINGTON, NY 11746
(40.8400864713733, -73.41797695458558)"
CL.1,KEVIN BISHOP LANDSCAPING INC,141-16 184TH STREET,SPRNGFLD GDNS,NY,(718) 341-2805,"141 16 184TH STREET
SPRNGFLD GDNS, NY 11413
(40.66971118122609, -73.75087393328533)"
CL.1,KEVIN M. KILLELEA,83-34 249TH STREET,BELLEROSE,NY,(718) 347-4210,"83 34 249TH STREET
BELLEROSE, NY 11426
(40.73704138495202, -73.72415699894628)"
CL.1,L&G CONTRACTORS CORP.,166 REDWOOD AVE,INWOOD,NY,(718) 327-1763,"166 REDWOOD AVE
INWOOD, NY 11096
(40.61557115848794, -73.74214347060605)"
CL.1,LARRY ABBADESSA,83 BURTON AVE,STATEN ISLAND,NY,(718) 227-4450,"83 BURTON AVE
STATEN ISLAND, NY 10309
(40.51778555147816, -74.20583469872983)"
CL.1,LARRY'S LANDSCAPING,178 FERNDALE BLVD.,ISLIP,NY,(631) 291-8468,"178 FERNDALE BLVD
ISLIP, NY 11751
(40.743643176951196, -73.20457683025302)"
CL.1,LAWN PERFECTION CARE INC,2050 COLONIAL AVE,BRONX,NY,(917) 488-1404,"2050 COLONIAL AVE
BRONX, NY 10461
(40.85357734660459, -73.8283411840197)"
CL.1,LEEWAY GARDENING,1449 EAST 108TH STREET#4D,BROOKLYN,NY,(718) 763-4904,"1449 108TH STREET
BROOKLYN, NY 11236
(40.63985147536911, -73.88242208363428)"
CL.1,"LEONIDAS M. VASQUEZ D/B/A LEONIDAS M VASQUEZ, GENERAL GARDENING AND LANDSCAPING",P.O. BOX 1393,FAR ROCKAWAY,NY,(718) 337-3875,"1393 FAR
ROCKAWAY, NY 11691
(40.600614338480966, -73.76256777468302)"
CL.1,LIBERTY LANDSCAPING INC.,707 CORNELL RD.,FRANKLIN,NY,(718) 423-3334,"707 CORNELL RD
FRANKLIN, NY 11010
(40.69684245854643, -73.66690929229583)"
CL.1,LONG ISLAND'S FINEST LANDSCAPING,81 MOTT AVENUE,INWOOD,NY,(516) 239-3543,"81 MOTT AVENUE
INWOOD, NY 11096
(40.61853294732038, -73.73970831983783)"
CL.1,LOUIS ANDRUZZI,218 ABINGDON AVENUE,STATEN ISLAND,NY,(718) 644-0958,"218 ABINGDON AVENUE
STATEN ISLAND, NY 10308
(40.55483674652701, -74.15805256720114)"
CL.1,LUIS A. UMANSOR,87-14 129 STREET 3J,RICHMOND HILL,NY,(718) 441-6996,"87 14 129 STREET
RICHMOND HILL, NY 11418
(40.69637041236467, -73.84031024991805)"
CL.1,LUIS GARCIA,132 HORTON AVE,NEW ROCHELLE,NY,(91) 457-6902,"132 HORTON AVE
NEW ROCHELLE, NY 10801
(40.919361708256076, -73.79291330182105)"
CL.1,M & V LANDSCAPING INC.,515 41ST STREET,BROOKLYN,NY,(646) 523-1494,"515 41ST STREET
BROOKLYN, NY 11232
(40.64995820455305, -74.00468277952935)"
CL.1,M.J. TANTILLO LTD.,8063 GRENFELL STREET,KEW GARDENS,NY,(718) 441-9256,"8063 GRENFELL STREET
KEW GARDENS, NY 11415
(40.710835098398114, -73.83345475242432)"
CL.1,MACRINO MARGARITO BALBUENA- ORTEGA,1902 CORTELYOU ROAD APT. 3C,BROOKLYN,NY,(917) 553-3957,"1902 CORTELYOU ROAD
BROOKLYN, NY 11226
(40.642821951695964, -73.96077913168973)"
CL.1,MAGGI-O INC,894 SHELDON AVE.,STATEN ISLAND,NY,(718) 356-6441,"894 SHELDON AVE
STATEN ISLAND, NY 10309
(40.538701563137074, -74.20516000487213)"
CL.1,MALOY LANDSCAPING LLC,64 APPLBY AVE,STATEN ISLAND,NY,(718) 987-5434,"64 APPLBY AVE
STATEN ISLAND, NY 10305
(40.59131329547445, -74.07990909049754)"
CL.1,MANUEL A. LABRA-URIBE,466 FIFTH AVENUE,CEDARHURST,NY,(516) 295-1183,"466 FIFTH AVENUE
CEDARHURST, NY 11516
(40.62489669620243, -73.72832399367672)"
CL.1,MANUEL E. HERCULES,132-25 MAPLE AVENUE APT 402,FLUSHING,NY,(646) 462-9173,"132 25 MAPLE AVENUE
FLUSHING, NY 11355
(40.7512997969481, -73.82147854789662)"
CL.1,MANUEL LOPEZ LANDSCAPING,30 DRAKE AVENUE,NEW ROCHELLE,NY,(914) 636-0444,"30 DRAKE AVENUE
NEW ROCHELLE, NY 10805
(40.90201378631093, -73.78890232557035)"
CL.1,MANUEL ROMERO'S,10-41 MCBRIDE STREET,FAR ROCKAWAY,NY,(516) 263-7252,"10 41 MCBRIDE STREET
FAR ROCKAWAY, NY 11691
(40.600614338480966, -73.76256777468302)"
CL.1,MANUEL SERVELLON LANDSCAPING,38-08 149TH PLACE 2 FL.,FLUSHING,NY,(212) 363-0028,"38 08 149TH PLACE
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)"
CL.1,MARIO BULFAMANTE & SONS LANDSCAPING INC,75 PORTMAN ROAD,NEW ROCHELLE,NY,(914) 636-4428,"75 PORTMAN ROAD
NEW ROCHELLE, NY 10801
(40.92664621669343, -73.77124863413519)"
CL.1,MARIO ERNESTO ESCOBAR-GARCIA/D.B.A. M ESCOBAR LANDSCAPING,705 STOWE AVE.,BALDWIN,NY,(516) 807-8179,"705 STOWE AVE
BALDWIN, NY 11510
(40.667920262084124, -73.61125025190245)"
CL.1,MARIO'S GREEN STAR LANDSCAPING CORP,159-14 84TH AVENUE,JAMAICA,NY,(718) 739-4903,"159 14 84TH AVENUE
JAMAICA, NY 11432
(40.71311535449007, -73.79282099978928)"
CL.1,MARK BLACK,10 ATHENS AVENUE,SOUTH AMBOY,NJ,(718) 556-1769,"10 ATHENS AVENUE
SOUTH AMBOY, NJ 08879
(40.43376378531525, -74.29718115009013)"
CL.1,"MAROTTA LANDSCAPING, INC",463 PULASKI ROAD,GREENLAWN,NY,(631) 239-1361,"463 PULASKI ROAD
GREENLAWN, NY 11740
(40.862380664479645, -73.3722374361754)"
CL.1,MARTAN PROPERTIES LLC,122 76TH ST,BROOKLYN,NY,(718) 857-7920,"122 76TH ST
BROOKLYN, NY 11209
(40.63186254502691, -74.03282626130157)"
CL.1,MARTIR R. CANALES,159 JEANETTE AVENUE,INWOOD,NY,(516) 812-8343,"159 JEANETTE AVENUE
INWOOD, NY 11096
(40.616137299637046, -73.75006960034523)"
CL.1,MATTHEW GRECO D/B/A MATT GRECO LANDSCAPING,123 BILTMORE BLVD,MASSAPEQUA,NY,(516) 798-8887,"123 BILTMORE BLVD
MASSAPEQUA, NY 11758
(40.65974542483775, -73.46711591026656)"
CL.1,MAURO LANDSCAPING CORP,570 PEARL STREET,OCEANSIDE,NY,(516) 678-3748,"570 PEARL STREET
OCEANSIDE, NY 11572
(40.6434137367857, -73.65567676014984)"
CL.1,MAXIMINO CHINCHILLA D/B/A/ MAX LANDSCAPING,147-10 41 AVE APT 4P,FLUSHING,NY,(718) 787-6539,"147 10 41 AVE
FLUSHING, NY 11355
(40.7512997969481, -73.82147854789662)"
CL.1,MCNULTY OUTDOORS INC.,640 5TH AVENUE,NEW HYDE PK,NY,(516) 352-1550,"640 5TH AVENUE
NEW HYDE PK, NY 11040
(40.72788705499784, -73.68769262439292)"
CL.1,METRIC LANDSCAPE AND CONSTRUCTION CONTRACTORS INC.,64-58 215 STREET,BAYSIDE,NY,(718) 357-5542,"64 58 215 STREET
BAYSIDE, NY 11364
(40.745924680379744, -73.75790275560763)"
CL.1,MICHAEL DELISE,38  SABLE LOOP,STATEN ISLAND,NY,(716) 667-0222,"38 SABLE LOOP
STATEN ISLAND, NY 10306
(40.56402035108923, -74.1445577910078)"
CL.1,MICHAEL E. PYMM,806 SENECA AVENUE,RIDGEWOOD,NY,(718) 930-1439,"806 SENECA AVENUE
RIDGEWOOD, NY 11385
(40.701407599919946, -73.90539097594362)"
CL.1,MICHELINO MARRA,170 - 16 PIDGEON MEADOW RD,FRESH MEADOWS,NY,(718) 762-6835,"170 16 PIDGEON MEADOW RD
FRESH MEADOWS, NY 11356
(40.7849280967543, -73.84181070040347)"
CL.1,MIERS LANDSCAPING,31 BEAR STREET,STATEN ISLAND,NY,(718) 980-0368,"31 BEAR STREET
STATEN ISLAND, NY 10304
(40.5928026072699, -74.09449348593714)"
CL.1,MIGUEL ARTURO TITUANA,P.O. BOX 110574,BROOKLYN,NY,(347) 885-4461,"110574 BROOKLYN
NY 11211
(40.711589765255496, -73.95817675075642)"
CL.1,MIGUEL MARTINEZ,35-28 153RD STREET APT. 3M,FLUSHING,NY,(516) 318-0443,"35 28 153RD STREET
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)"
CL.1,MI-LAR LANDSCAPING,165 KINGS HIGHWAY,BROOKLYN,NY,(718) 837-4676,"165 KINGS HIGHWAY
BROOKLYN, NY 11223
(40.605812530418106, -73.98535589403511)"
CL.1,MILLAMAR CONSTRUCTION CORP.,2 STARFIRE LANE,WILLISTON PARK,NY,(516) 358-3618,"2 STARFIRE LANE
WILLISTON PARK, NY 11596
(40.7618724344851, -73.65594655675864)"
CL.1,MILTON O. CERNA,88-15 179TH STREET  SUITE 1B,JAMAICA,NY,(917) 743-9074,"88 15 179TH STREET
JAMAICA, NY 11432
(40.71311535449007, -73.79282099978928)"
CL.1,MIRIEL LANDSCAPING INC.,594 TRAVIS AVENUE,STATEN ISLAND,NY,(347) 254-3304,"594 TRAVIS AVENUE
STATEN ISLAND, NY 10314
(40.59145823068433, -74.15966616260481)"
CL.1,MML LANDSCAPING INC,87-14 129TH STREET #4J,RICHMOND HILL,NY,(347) 737-5962,"87 14 129TH STREET
RICHMOND HILL, NY 11418
(40.69637041236467, -73.84031024991805)"
CL.1,MONTUR LANDSCAPING INC.,83 ROGER AVENUE,INWOOD,NY,(516) 371-0300,"83 ROGER AVENUE
INWOOD, NY 11096
(40.615318916590354, -73.75411654947703)"
CL.1,N&L DECKS R US,856 MORROW STREET,STATEN ISLAND,NY,(718) 983-7854,"856 MORROW STREET
STATEN ISLAND, NY 10303
(40.62576509508695, -74.17480324815169)"
CL.1,NATURE NEW ENGLAND,P.O. BOX 4,BRONX,NY,(718) 892-7205,"4 BRONX
NY 10465
(40.827628067581315, -73.82241314135337)"
CL.1,NEDYS O BAIRES,6 CAROL STREET,W. HEMPSTEAD,NY,(516) 833-5691,"6 CAROL STREET
W HEMPSTEAD, NY 11552
(40.67820850609928, -73.65070350932785)"
CL.1,NELSON ZUNIGA,14813 15TH AVENUE,WHITESTONE,NY,(516) 205-9418,"14813 15TH AVENUE
WHITESTONE, NY 11357
(40.78694739335757, -73.81718507086606)"
CL.1,NEOSCAPE GARDENS INC.,PO BOX 7160,FREEPORT,NY,(516) 425-4854,"7160 FREEPORT
NY 11520
(40.650763753544425, -73.58322591924076)"
CL.1,NEW LEAF LANDSCAPE DESIGN & CONTRACTING,P.O. BOX 187,YONKERS,NY,(914) 376-3174,"187 YONKERS
NY 10705
(40.91857851248841, -73.89289940338472)"
CL.1,NEW MEXICO NURSERY AND LANDSCAPING INC.,1397 EAST 2ND STREET APT B-5,BROOKLYN,NY,(646) 345-3093,"1397 2ND STREET
BROOKLYN, NY 11230
(40.61566648097019, -73.97315682811896)"
CL.1,NEW YORK TREE & SHRUB CORP.,250 W. MERRICK ROAD 2H,FREEPORT,NY,(718) 358-4728,"250 MERRICK ROAD
FREEPORT, NY 11520
(40.65245192318014, -73.59055685200826)"
CL.1,NF LANDSCAPE CONTRACTING,"15-39 ISLIP AVE,",CENTRAL ISLIP,NY,(631) 978-6660,"15 39 ISLIP AVE
CENTRAL ISLIP, NY 11722
(40.783327164117395, -73.19678368012268)"
CL.1,NICK DENARO INC.,2889 CHARLES STREET,OCEANSIDE,NY,(516) 371-6804,"2889 CHARLES STREET
OCEANSIDE, NY 11572
(40.644959824441166, -73.64538378269341)"
CL.1,NJP LANDSCAPING INC,2588 FIRMA LANE,EAST MEADOW,NY,(516) 679-4719,"2588 FIRMA LANE
EAST MEADOW, NY 11554
(40.70715768222249, -73.53167823874998)"
CL.1,NOE LANDSCAPING,16 BAYSWATER BLVD. #1,INWOOD,NY,(646) 361-6694,"16 BAYSWATER BLVD
INWOOD, NY 11096
(40.61808882844059, -73.75221897999523)"
CL.1,NOEL LANDSCAPING,1989 MURRAY HILL STREET,ELMONT,NY,(917) 559-9084,"1989 MURRAY HILL STREET
ELMONT, NY 11003
(40.70316469241237, -73.71313444460185)"
CL.1,NORM'S LANDSCAPING,419 BEACH ROAD,STATEN ISLAND,NY,(718) 317-9229,"419 BEACH ROAD
STATEN ISLAND, NY 10312
(40.54329651146714, -74.15838356323815)"
CL.1,NORRIS RODRIGUEZ,163-14 SANFORD AVENUE,FLUSHING,NY,(646) 338-1275,"163 14 SANFORD AVENUE
FLUSHING, NY 11358
(40.760350968822195, -73.79632645819947)"
CL.1,NY I GREEN LLC,2225 E. 59TH PLACE,BROOKLYN,NY,(718) 877-5456,"2225 59TH PLACE
BROOKLYN, NY 11234
(40.61058322707278, -73.91174126995351)"
CL.1,"OLIVEIRA LANDSCAPE, INC.",75 SPRAIN ROAD #77,YONKERS,NY,(914) 490-9267,"75 SPRAIN ROAD
YONKERS, NY 10710
(40.95852096740227, -73.8629708130192)"
CL.1,OSCAR O HERNANDEZ AND FRANCISCO SOSA,P.O BOX 960222,INWOOD,NY,(516) 612-4962,"960222 INWOOD
NY 11096
(40.61958612160231, -73.75090594735155)"
CL.1,OSCAR R. RAMOS,89-53 204 STREET,HOLLIS,NY,(718) 465-5564,"89 53 204 STREET
HOLLIS, NY 11423
(40.71722229567246, -73.7671414999802)"
CL.1,OSCAR SILVA LANDSCAPING,21 WAVERLY AVENUE,EAST ROCKAWAY,NY,(516) 371-1310,"21 WAVERLY AVENUE
EAST ROCKAWAY, NY 11518
(40.64665129609119, -73.67119905837558)"
CL.1,OSCARS LANDSCAPING,340 HILL AVENUE,ELMONT,NY,(347) 432-3057,"340 HILL AVENUE
ELMONT, NY 11003
(40.69920767548348, -73.69561565147109)"
CL.1,OVIDIO LUNA D.B.A. OVIDIO LANDSCAPING,69-26 BURCHELL AVENUE,ARVERNE,NY,(718) 945-1864,"69 26 BURCHELL AVENUE
ARVERNE, NY 11692
(40.593133885620375, -73.79540208463845)"
CL.1,P. FUSCHETTO LANDSC. & GARDEN INC.,35 MAPLEWOOD STREET,WEST HEMPSTEAD,NY,(514) 485-3898,"35 MAPLEWOOD STREET
WEST HEMPSTEAD, NY 11552
(40.704001061899646, -73.64917466187802)"
CL.1,PADILLATREE.COM INC.,15 MARBLE HILL AVENUE,BRONX,NY,(718) 562-1498,"15 MARBLE HILL AVENUE
BRONX, NY 10463
(40.87495688807191, -73.91076271102959)"
