MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Address,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
1-00893-0020,"302 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,129,1959,115914,4645833,40.1,23400000,202,1-00928-0040,"320 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D6-ELEVATOR,213,1965,153800,5841765,38,29400000,191,0.8,1-00939-0038,"340 34 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D7-ELEVATOR,201,1962,142260,6000627,42.2,30200000,212,0.4
1-00893-0041,"560 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,272,1975,329706,10682474,32.4,51800000,157,1-00884-0048,"402 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,150,1974,137628,4658342,33.8,22600000,164,0.45,1-00889-0068,"120 34 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,282,1962,310860,9589498,30.8,46500000,150,0.2
1-00894-0001,"67 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,73,1922,78983,2683052,34,13500000,171,1-00879-0017,"131 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,67,1925,56670,2011078,35.5,10100000,178,0.75,1-00850-0064,"12 22 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D5-ELEVATOR,87,1911,78646,2552000,32.4,12400000,158,0.85
1-00894-0006,"105 38 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,27,1924,23944,723587,30.2,3510000,147,1-00918-0007,"207 37 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,35,1925,36020,1069133,29.7,5180000,144,0.2,1-00897-0008,"207 15 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,61,1930,29088,894859,30.8,4340000,149,1.15
1-00895-0031,"135 39 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,29,1930,26070,787835,30.2,3820000,147,1-00918-0007,"207 37 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,35,1925,36020,1069133,29.7,5180000,144,0.15,1-00897-0008,"207 15 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,61,1930,29088,894859,30.8,4340000,149,1.15
1-00895-0066,"140 40 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,99,1931,58280,2211726,38,11100000,190,1-00818-0010,"43 16 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D9-ELEVATOR,95,1911,64049,2588000,40.4,13000000,203,1.2,1-00879-0017,"131 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,67,1925,56670,2011078,35.5,10100000,178,0.8
1-00896-0013,"227 14 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C6-WALK-UP,11,1900,11935,313413,26.3,885000,74,1-00878-0059,"132 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C7-WALK-UP,12,1920,12160,436626,35.9,2200000,181,0.45,1-00904-0031,"238 24 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C4-WALK-UP,20,1950,9520,334596,35.1,1680000,176,0.45
1-00896-0014,"229 14 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C6-WALK-UP,11,1900,11935,313413,26.3,885000,74,1-00878-0059,"132 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C7-WALK-UP,12,1920,12160,436626,35.9,2200000,181,0.45,1-00904-0031,"238 24 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C4-WALK-UP,20,1950,9520,334596,35.1,1680000,176,0.45
1-00896-0032,"230 15 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,175,1961,116191,3844760,33.1,18600000,160,1-00883-0044,"376 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,179,1964,175110,4938566,28.2,23900000,136,0.65,1-00928-0040,"320 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D6-ELEVATOR,213,1965,153800,5841765,38,29400000,191,0.4
1-00896-0039,"210 15 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,188,1963,136191,4506560,33.1,21800000,160,1-00883-0044,"376 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,179,1964,175110,4938566,28.2,23900000,136,0.65,1-00928-0040,"320 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D6-ELEVATOR,213,1965,153800,5841765,38,29400000,191,0.4
1-00897-0001,"147 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,55,1960,58000,2212120,38.1,11100000,191,1-00872-0001,"36 UNION SQUARE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D8-ELEVATOR,78,1963,65430,2735524,41.8,13800000,211,0.2,1-00927-0038,"320 22 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D9-ELEVATOR,94,1948,67048,2353723,35.1,11800000,176,0.3
1-00897-0035,"157 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,399,1930,151832,5207837,34.3,26200000,173,1-00879-0017,"131 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,67,1925,56670,2011078,35.5,10100000,178,0.45,1-00878-0004,"295 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,190,1900,145299,4811189,33.1,23300000,160,0.4
1-00897-0065,"220 17 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C6-WALK-UP,12,1930,4332,153915,35.5,774000,179,1-00878-0059,"132 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C7-WALK-UP,12,1920,12160,436626,35.9,2200000,181,0.35,1-00904-0031,"238 24 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C4-WALK-UP,20,1950,9520,334596,35.1,1680000,176,0.35
1-00897-0069,"210 17 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C6-WALK-UP,25,1903,16278,578357,35.5,2910000,179,1-00878-0059,"132 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C7-WALK-UP,12,1920,12160,436626,35.9,2200000,181,0.35,1-00904-0031,"238 24 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C4-WALK-UP,20,1950,9520,334596,35.1,1680000,176,0.35
1-00898-0001,"195 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,277,1973,250220,8282282,33.1,40100000,160,1-00889-0068,"120 34 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,282,1962,310860,9589498,30.8,46500000,150,0.8,1-00913-0001,"471 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,311,1972,351560,11305238,32.2,54800000,156,0.7
1-00898-0021,"237 17 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,15,1920,6233,188361,30.2,913000,146,1-00897-0008,"207 15 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,61,1930,29088,894859,30.8,4340000,149,0.1,1-00918-0007,"207 37 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,35,1925,36020,1069133,29.7,5180000,144,0.95
1-00898-0039,"232 18 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,16,1945,21000,661710,31.5,3210000,153,1-00925-0060,"304 20 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D9-ELEVATOR,70,1948,56310,1774021,31.5,8600000,153,0.15,1-00767-0043,"128 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D6-ELEVATOR,65,1959,46812,1476000,31.5,7150000,153,0.9
1-00899-0001,"205 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,330,1964,358898,10594668,29.5,51300000,143,1-00889-0068,"120 34 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,282,1962,310860,9589498,30.8,46500000,150,0.75,1-00883-0044,"376 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,179,1964,175110,4938566,28.2,23900000,136,0.45
1-00899-0008,"211 18 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,124,1958,111396,2768190,24.85,12400000,111,1-00817-0001,"552 6 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D9-ELEVATOR,111,1973,101231,2554000,25.2,11400000,113,0.55,1-00556-0001,"85 4 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,164,1959,156465,3822463,24.43,17100000,109,0.4
1-00899-0032,"323 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,127,1929,138470,4253798,30.7,20600000,149,1-00844-0017,"31 UNION SQUARE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D9-ELEVATOR,88,1902,118067,3369000,28.5,16300000,138,0.4,1-00878-0004,"295 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,190,1900,145299,4811189,33.1,23300000,160,0.3
1-00901-0052,"210 21 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,32,1910,14673,555226,37.8,2790000,190,1-00771-0001,"216 8 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D7-ELEVATOR,39,1910,32325,1241000,38.4,6240000,193,0.9,1-00844-0008,"9 16 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D6-ELEVATOR,16,1900,30680,1145000,37.3,5760000,188,0.45
1-00902-0001,"267 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,265,1962,275900,8144568,29.5,39500000,143,1-00889-0068,"120 34 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,282,1962,310860,9589498,30.8,46500000,150,0.6,1-00883-0044,"376 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,179,1964,175110,4938566,28.2,23900000,136,0.3
1-00902-0009,"207 21 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,40,1930,22476,679224,30.2,3290000,146,1-00918-0007,"207 37 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,35,1925,36020,1069133,29.7,5180000,144,0.8,1-00897-0008,"207 15 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,61,1930,29088,894859,30.8,4340000,149,0.3
1-00904-0029,"411 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C6-WALK-UP,40,1950,25259,897452,35.5,4510000,179,1-00878-0059,"132 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C7-WALK-UP,12,1920,12160,436626,35.9,2200000,181,0.2,1-00904-0031,"238 24 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C4-WALK-UP,20,1950,9520,334596,35.1,1680000,176,0
1-00904-0039,"222 24 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,11,1900,13675,541940,39.6,2720000,199,1-00875-0079,"245 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D8-ELEVATOR,63,1940,44713,1875586,41.9,9430000,211,0.3,1-00844-0008,"9 16 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D6-ELEVATOR,16,1900,30680,1145000,37.3,5760000,188,0.5
1-00904-0050,"309 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,167,1972,158337,5478460,34.6,27500000,174,1-00909-0028,"501 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,130,1978,108614,3838941,35.3,19300000,178,0.25,1-00884-0048,"402 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,150,1974,137628,4658342,33.8,22600000,164,0.25
1-00905-0006,"205 24 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,180,1976,126798,3385506,26.7,16400000,129,1-00817-0001,"552 6 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D9-ELEVATOR,111,1973,101231,2554000,25.2,11400000,113,0.7,1-00493-0041,"13 SPRING STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LITTLE ITALY,D7-ELEVATOR,156,1982,184900,5205314,28.2,16000000,87,1.35
1-00905-0026,"421 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,167,1963,112641,3727290,33.1,18100000,161,1-00883-0044,"376 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,179,1964,175110,4938566,28.2,23900000,136,0.2,1-00928-0040,"320 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D6-ELEVATOR,213,1965,153800,5841765,38,29400000,191,0.15
1-00906-0001,"341 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,166,1965,161931,6490194,40.1,32600000,201,1-00939-0038,"340 34 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D7-ELEVATOR,201,1962,142260,6000627,42.2,30200000,212,0.4,1-00928-0040,"320 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D6-ELEVATOR,213,1965,153800,5841765,38,29400000,191,0.2
1-00906-0024,"441 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,185,1964,190000,7615200,40.1,38300000,202,1-00939-0038,"340 34 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D7-ELEVATOR,201,1962,142260,6000627,42.2,30200000,212,0.4,1-00928-0040,"320 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D6-ELEVATOR,213,1965,153800,5841765,38,29400000,191,0.2
1-00907-0043,"226 27 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C6-WALK-UP,20,1920,9620,341798,35.5,1720000,179,1-00878-0059,"132 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C7-WALK-UP,12,1920,12160,436626,35.9,2200000,181,0.3,1-00904-0031,"238 24 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C4-WALK-UP,20,1950,9520,334596,35.1,1680000,176,0.15
1-00907-0056,"200 27 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,284,1965,233320,6887606,29.5,33400000,143,1-00883-0044,"376 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,179,1964,175110,4938566,28.2,23900000,136,0.15,1-00889-0068,"120 34 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,282,1962,310860,9589498,30.8,46500000,150,0.4
1-00908-0037,"236 28 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,31,1920,14981,452725,30.2,2190000,146,1-00897-0008,"207 15 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,61,1930,29088,894859,30.8,4340000,149,0.6,1-00918-0007,"207 37 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,35,1925,36020,1069133,29.7,5180000,144,0.5
1-00908-0047,"208 28 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,70,1940,50000,1851000,37,9310000,186,1-00912-0036,"577 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D5-ELEVATOR,40,1915,30658,1031052,33.6,5000000,163,0.2,1-00570-0008,"6 13 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,54,1900,49408,1794668,36.3,9020000,183,0.85
1-00909-0001,"407 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,264,1964,253489,8722556,34.4,43900000,173,1-00928-0040,"320 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D6-ELEVATOR,213,1965,153800,5841765,38,29400000,191,0.3,1-00889-0068,"120 34 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,282,1962,310860,9589498,30.8,46500000,150,0.3
1-00909-0015,"229 28 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,84,1962,44912,1327598,29.6,6430000,143,1-00925-0060,"304 20 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D9-ELEVATOR,70,1948,56310,1774021,31.5,8600000,153,0.45,1-00891-0039,"165 35 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,131,1955,96102,2654646,27.6,12900000,134,0.35
1-00909-0045,"218 29 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,11,1984,14575,440748,30.2,2140000,147,1-00911-0008,"207 30 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D3-ELEVATOR,79,1985,47903,1547503,32.3,7500000,157,0.1,1-00883-0025,"105 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D7-ELEVATOR,51,1988,41053,1157510,28.2,5610000,137,0.15
1-00910-0012,"215 29 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,20,1936,9280,292505,31.5,1420000,153,1-00767-0043,"128 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D6-ELEVATOR,65,1959,46812,1476000,31.5,7150000,153,1.05,1-00925-0060,"304 20 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D9-ELEVATOR,70,1948,56310,1774021,31.5,8600000,153,0.5
1-00910-0014,"229 29 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,113,1940,55737,1716142,30.8,8310000,149,1-00897-0008,"207 15 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,61,1930,29088,894859,30.8,4340000,149,0.65,1-00764-0007,"253 14 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D9-ELEVATOR,47,1930,39628,1222000,30.8,5920000,149,1.15
1-00910-0039,"244 30 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,11,1900,7495,222901,29.7,1080000,144,1-00891-0030,"145 35 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,43,1910,43208,1115610,25.8,5410000,125,0.3,1-00912-0036,"577 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D5-ELEVATOR,40,1915,30658,1031052,33.6,5000000,163,0.1
1-00910-0041,"240 30 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,38,1935,24090,727999,30.2,3530000,147,1-00897-0008,"207 15 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,61,1930,29088,894859,30.8,4340000,149,0.65,1-00918-0007,"207 37 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,35,1925,36020,1069133,29.7,5180000,144,0.4
1-00912-0043,"240 32 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,20,1930,10275,310510,30.2,1500000,146,1-00918-0007,"207 37 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,35,1925,36020,1069133,29.7,5180000,144,0.3,1-00897-0008,"207 15 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,61,1930,29088,894859,30.8,4340000,149,0.75
1-00913-0028,"251 32 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,167,1964,175000,5166000,29.5,25000000,143,1-00889-0068,"120 34 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,282,1962,310860,9589498,30.8,46500000,150,0.2,1-00883-0044,"376 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,179,1964,175110,4938566,28.2,23900000,136,0.25
1-00915-0038,"240 35 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,121,1955,91745,2891802,31.5,14000000,153,1-00816-0042,"92 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D6-ELEVATOR,223,1962,180000,3910000,21.72,17500000,97,1.1,1-00559-0009,"92 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,220,1964,184645,7631569,41.3,38400000,208,1.05
1-00915-0044,"234 35 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,C6-WALK-UP,11,1920,6876,128099,18.63,521000,76,1-00912-0029,"563 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,C7-WALK-UP,14,1900,8568,235865,27.5,1140000,133,0.15,1-00914-0006,"205 33 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,C4-WALK-UP,20,1910,10125,98795,9.76,334000,33,0.05
1-00915-0046,"222 35 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,59,1942,50796,1353205,26.6,6560000,129,1-00872-0050,"140 17 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D1-ELEVATOR,44,1930,29796,783184,26.3,3790000,127,0.9,1-00792-0012,"141 16 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHELSEA,D1-ELEVATOR,49,1940,34662,936000,27,4530000,131,1.15
1-00916-0009,"211 35 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,76,1929,57834,1747743,30.2,8470000,146,1-00918-0007,"207 37 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,35,1925,36020,1069133,29.7,5180000,144,0.1,1-00897-0008,"207 15 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,61,1930,29088,894859,30.8,4340000,149,0.95
1-00916-0023,"245 35 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,117,1963,82014,2424333,29.6,11700000,143,1-00925-0060,"304 20 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D9-ELEVATOR,70,1948,56310,1774021,31.5,8600000,153,0.8,1-00891-0039,"165 35 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,131,1955,96102,2654646,27.6,12900000,134,0.1
