TITLE,DESCR,SFFX,SFX DESCR,STD HRS,ASG LVL,JOBCODE,UNION CD,UNION DESCR,BARG UNIT,BARG DESCR,MIN RATE,MAX RATE
10236,*ASSISTANT COORDINATINGMANAGER,0,*ASSISTANT COORDINATING MANAGER,35,0,2327,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45978.00,$66735.00
10236,*ASSISTANT COORDINATINGMANAGER,1,*ASSISTANT COORDINATING MANAGER (CWW-8HR/DAY),35,0,2328,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45978.00,$66735.00
13611,COMPUTER ASSOC (TECH SUPP),0,COMPUTER ASSOCIATE (TECHNICAL SUPPORT),35,1,3053,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$49786.00,$63036.00
13611,COMPUTER ASSOC (TECH SUPP),0,COMPUTER ASSOCIATE (TECHNICAL SUPPORT),35,2,3054,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$59724.00,$76296.00
13611,COMPUTER ASSOC (TECH SUPP),0,COMPUTER ASSOCIATE (TECHNICAL SUPPORT),35,3,3055,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$71274.00,$95189.00
13611,COMPUTER ASSOC (TECH SUPP),1,COMPUTER ASSOCIATE (TECHNICAL SUPPORT) (CWW-14HR/DAY),35,1,3056,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$49786.00,$63036.00
13611,COMPUTER ASSOC (TECH SUPP),1,COMPUTER ASSOCIATE (TECHNICAL SUPPORT) (CWW-14HR/DAY),35,2,3057,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$59724.00,$76296.00
13611,COMPUTER ASSOC (TECH SUPP),1,COMPUTER ASSOCIATE (TECHNICAL SUPPORT) (CWW-14HR/DAY),35,3,3058,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$71274.00,$95189.00
13611,COMPUTER ASSOC (TECH SUPP),2,COMPUTER ASSOCIATE (TECHNICAL SUPPORT) (CWW-12HR/DAY),35,1,3059,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$49786.00,$63036.00
13611,COMPUTER ASSOC (TECH SUPP),2,COMPUTER ASSOCIATE (TECHNICAL SUPPORT) (CWW-12HR/DAY),35,2,3060,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$59724.00,$76296.00
13611,COMPUTER ASSOC (TECH SUPP),2,COMPUTER ASSOCIATE (TECHNICAL SUPPORT) (CWW-12HR/DAY),35,3,3061,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$71274.00,$95189.00
13611,COMPUTER ASSOC (TECH SUPP),3,COMPUTER ASSOCIATE (TECHNICAL SUPPORT)  (CWW-8 3/4HR/DAY),35,1,3062,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$49786.00,$63036.00
13611,COMPUTER ASSOC (TECH SUPP),3,COMPUTER ASSOCIATE (TECHNICAL SUPPORT)  (CWW-8 3/4HR/DAY),35,2,3063,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$59724.00,$76296.00
13611,COMPUTER ASSOC (TECH SUPP),3,COMPUTER ASSOCIATE (TECHNICAL SUPPORT)  (CWW-8 3/4HR/DAY),35,3,3064,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$71274.00,$95189.00
13611,COMPUTER ASSOC (TECH SUPP),4,COMPUTER ASSOCIATE (TECHNICAL SUPPORT) (CWW-8HR/DAY),35,1,3065,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$49786.00,$63036.00
13611,COMPUTER ASSOC (TECH SUPP),4,COMPUTER ASSOCIATE (TECHNICAL SUPPORT) (CWW-8HR/DAY),35,2,3066,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$59724.00,$76296.00
13611,COMPUTER ASSOC (TECH SUPP),4,COMPUTER ASSOCIATE (TECHNICAL SUPPORT) (CWW-8HR/DAY),35,3,3067,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$71274.00,$95189.00
13611,COMPUTER ASSOC (TECH SUPP),5,COMPUTER ASSOCIATE(TECHNICAL SUPPORT)(CWW-9HR/DAY),35,1,3068,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$49786.00,$63036.00
13611,COMPUTER ASSOC (TECH SUPP),5,COMPUTER ASSOCIATE(TECHNICAL SUPPORT)(CWW-9HR/DAY),35,2,3069,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$59724.00,$76296.00
13611,COMPUTER ASSOC (TECH SUPP),5,COMPUTER ASSOCIATE(TECHNICAL SUPPORT)(CWW-9HR/DAY),35,3,3070,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$71274.00,$95189.00
13611,COMPUTER ASSOC (TECH SUPP),42,COMPUTER ASSOCIATE (TECHNICAL SUPPORT) (CUNY),35,1,3071,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$49786.00,$63036.00
13611,COMPUTER ASSOC (TECH SUPP),42,COMPUTER ASSOCIATE (TECHNICAL SUPPORT) (CUNY),35,2,3072,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$59724.00,$76296.00
13611,COMPUTER ASSOC (TECH SUPP),42,COMPUTER ASSOCIATE (TECHNICAL SUPPORT) (CUNY),35,3,3073,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$71274.00,$95189.00
40563,CONTRACT REVIEWER (BUSINESS SE,0,CONTRACT REVIEWER (BUSINESS SERVICES),35,1,4622,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$48766.00,$65485.00
40563,CONTRACT REVIEWER (BUSINESS SE,0,CONTRACT REVIEWER (BUSINESS SERVICES),35,2,4623,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$57403.00,$75220.00
95948,*COORDINATING MANAGER (HMH),0,*COORDINATING MANAGER (HMH),35,0,12899,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$42217.00,$92408.00
83051,HEALTH CARE PROGRAM PLANNER/AN,0,HEALTH CARE PROGRAM PLANNER/ANALYST,35,0,11804,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$38451.00,$71820.00
83051,HEALTH CARE PROGRAM PLANNER/AN,0,HEALTH CARE PROGRAM PLANNER/ANALYST,35,1,6195,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$36972.00,$69058.00
83051,HEALTH CARE PROGRAM PLANNER/AN,0,HEALTH CARE PROGRAM PLANNER/ANALYST,35,2,6196,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$36972.00,$69058.00
83051,HEALTH CARE PROGRAM PLANNER/AN,1,HEALTH CARE PROGRAM PLANNER/ANALYST (CWW-8 HR/DAY),35,0,11805,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$38451.00,$71820.00
83051,HEALTH CARE PROGRAM PLANNER/AN,1,HEALTH CARE PROGRAM PLANNER/ANALYST (CWW-8 HR/DAY),35,1,6197,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$36972.00,$69058.00
83051,HEALTH CARE PROGRAM PLANNER/AN,1,HEALTH CARE PROGRAM PLANNER/ANALYST (CWW-8 HR/DAY),35,2,6198,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$36972.00,$69058.00
30081,LEGAL COORDINATOR,0,LEGAL COORDINATOR,35,0,3879,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45978.00,$58568.00
1022A,LEGAL SECRETATIAL ASSISTANT-AL,0,"LEGAL SECRETARIAL ASSISTANT- AL-2,3,4-Only",35,2,2312,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$40497.00,$43580.00
1022A,LEGAL SECRETATIAL ASSISTANT-AL,0,"LEGAL SECRETARIAL ASSISTANT- AL-2,3,4-Only",35,3,11785,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45122.00,$49739.00
1022A,LEGAL SECRETATIAL ASSISTANT-AL,0,"LEGAL SECRETARIAL ASSISTANT- AL-2,3,4-Only",35,4,11786,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$50540.00,$75630.00
1022A,LEGAL SECRETATIAL ASSISTANT-AL,1,"LEGAL SECRETARIAL ASSISTANT- AL-2,3,4-8 Hr/Day",35,2,2313,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$40497.00,$43580.00
1022A,LEGAL SECRETATIAL ASSISTANT-AL,1,"LEGAL SECRETARIAL ASSISTANT- AL-2,3,4-8 Hr/Day",35,3,11787,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45122.00,$49739.00
1022A,LEGAL SECRETATIAL ASSISTANT-AL,1,"LEGAL SECRETARIAL ASSISTANT- AL-2,3,4-8 Hr/Day",35,4,11788,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$50540.00,$75630.00
1022A,LEGAL SECRETATIAL ASSISTANT-AL,2,"LEGAL SECRETARIAL ASSISTANT- AL-2,3,4-8 3/4Hr/Day",35,2,2314,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$40497.00,$43580.00
1022A,LEGAL SECRETATIAL ASSISTANT-AL,2,"LEGAL SECRETARIAL ASSISTANT- AL-2,3,4-8 3/4Hr/Day",35,3,11789,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45122.00,$49739.00
1022A,LEGAL SECRETATIAL ASSISTANT-AL,2,"LEGAL SECRETARIAL ASSISTANT- AL-2,3,4-8 3/4Hr/Day",35,4,11790,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$50540.00,$75630.00
1022A,LEGAL SECRETATIAL ASSISTANT-AL,3,"LEGAL SECRETARIAL ASSISTANT- AL-2,3,4-12Hr/Day",35,2,2315,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$40497.00,$43580.00
1022A,LEGAL SECRETATIAL ASSISTANT-AL,3,"LEGAL SECRETARIAL ASSISTANT- AL-2,3,4-12Hr/Day",35,3,11826,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45122.00,$49739.00
1022A,LEGAL SECRETATIAL ASSISTANT-AL,3,"LEGAL SECRETARIAL ASSISTANT- AL-2,3,4-12Hr/Day",35,4,11827,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$50540.00,$75630.00
71014,PRINCIPAL POLICE COMMUNICATION,0,PRINCIPAL POLICE COMMUNICATION TECHNICIAN,35,1,5920,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$59724.00,$71658.00
71014,PRINCIPAL POLICE COMMUNICATION,0,PRINCIPAL POLICE COMMUNICATION TECHNICIAN,35,2,5921,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$62981.00,$76544.00
71014,PRINCIPAL POLICE COMMUNICATION,0,PRINCIPAL POLICE COMMUNICATION TECHNICIAN,35,3,5922,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$70646.00,$81429.00
10217,STENOGRAPHIC SPECIALIST,0,STENOGRAPHIC SPECIALIST,35,1,2270,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$36422.00,$42495.00
10217,STENOGRAPHIC SPECIALIST,0,STENOGRAPHIC SPECIALIST,35,2,2271,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$38166.00,$47963.00
10217,STENOGRAPHIC SPECIALIST,0,STENOGRAPHIC SPECIALIST,35,3,2272,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$41050.00,$56577.00
10217,STENOGRAPHIC SPECIALIST,0,STENOGRAPHIC SPECIALIST,35,4,2273,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$50719.00,$60272.00
10217,STENOGRAPHIC SPECIALIST,1,STENOGRAPHIC SPECIALIST (CWW - 8 HR DAY),35,1,2274,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$36422.00,$42495.00
10217,STENOGRAPHIC SPECIALIST,1,STENOGRAPHIC SPECIALIST (CWW - 8 HR DAY),35,2,2275,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$38166.00,$47963.00
10217,STENOGRAPHIC SPECIALIST,1,STENOGRAPHIC SPECIALIST (CWW - 8 HR DAY),35,3,2276,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$41050.00,$56577.00
10217,STENOGRAPHIC SPECIALIST,1,STENOGRAPHIC SPECIALIST (CWW - 8 HR DAY),35,4,2277,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$50719.00,$60272.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,3,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-9 H/D-L1&2 NONSUP,35,2,2149,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$51445.00,$65028.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,3,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-9 H/D-L1&2 NONSUP,35,3,2150,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$56911.00,$75630.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,4,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-14 H/D-L1&2 NON SVR,35,1,2151,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45978.00,$58568.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,4,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-14 H/D-L1&2 NON SVR,35,2,2152,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$51445.00,$65028.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,4,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-14 H/D-L1&2 NON SVR,35,3,2153,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$56911.00,$75630.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,5,*PRINCIPAL ADMINISTRATIVE ASSOC-QDA & PROB-L3 FLSA E,35,1,2154,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45978.00,$58568.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,5,*PRINCIPAL ADMINISTRATIVE ASSOC-QDA & PROB-L3 FLSA E,35,2,2155,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$51445.00,$65028.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,5,*PRINCIPAL ADMINISTRATIVE ASSOC-QDA & PROB-L3 FLSA E,35,3,2156,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$56911.00,$75630.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,6,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-12 H/D L1&2 NON SVR,35,1,2157,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45978.00,$58568.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,6,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-12 H/D L1&2 NON SVR,35,2,2158,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$51445.00,$65028.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,6,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-12 H/D L1&2 NON SVR,35,3,2159,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$56911.00,$75630.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,7,PRINCIPAL ADMINISTRATIVE ASSOCIATE (CWW-11 HR/DAY),35,1,2160,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45978.00,$58568.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,7,PRINCIPAL ADMINISTRATIVE ASSOCIATE (CWW-11 HR/DAY),35,2,2161,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$51445.00,$65028.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,7,PRINCIPAL ADMINISTRATIVE ASSOCIATE (CWW-11 HR/DAY),35,3,2162,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$56911.00,$75630.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,8,PRINCIPAL ADMINISTRATIVE ASSOCIATE -LEV 1&2 SUPVR,35,1,13240,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45978.00,$58568.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,10,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-8 3/4 H/D-LEV 1&2 SUP,35,1,13243,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45978.00,$58568.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,10,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-8 3/4 H/D-LEV 1&2 SUP,35,2,13244,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$51445.00,$65028.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,12,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-8 H/D-L 1&2 SPVR,35,1,13246,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45978.00,$58568.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,12,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-8 H/D-L 1&2 SPVR,35,2,13247,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$51445.00,$65028.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,13,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-8 H/D-L 3 FLSA E,35,3,13248,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$56911.00,$75630.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,14,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-9 H/D-L1&2 SPVR,35,1,13249,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45978.00,$58568.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,14,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-9 H/D-L1&2 SPVR,35,2,13250,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$51445.00,$65028.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,15,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-9 H/D-L 3 FLSA E,35,3,13251,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$56911.00,$75630.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,17,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-14 H/D-L3 SPVR,35,3,13254,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$56911.00,$75630.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,0,PRINCIPAL ADMINISTRATIVE ASSOCIATE -LEV 1&2 NON SUPVR,35,1,2139,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45978.00,$58568.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,0,PRINCIPAL ADMINISTRATIVE ASSOCIATE -LEV 1&2 NON SUPVR,35,2,2140,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$51445.00,$65028.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,0,PRINCIPAL ADMINISTRATIVE ASSOCIATE -LEV 1&2 NON SUPVR,35,3,2141,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$56911.00,$75630.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,1,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-8 3/4 H/D-LEV 1&2 NS,35,1,2142,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45978.00,$58568.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,1,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-8 3/4 H/D-LEV 1&2 NS,35,2,2143,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$51445.00,$65028.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,1,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-8 3/4 H/D-LEV 1&2 NS,35,3,2144,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$56911.00,$75630.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,2,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-8 H/D-L 1&2 NON SVR,35,1,2145,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45978.00,$58568.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,2,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-8 H/D-L 1&2 NON SVR,35,2,2146,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$51445.00,$65028.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,2,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-8 H/D-L 1&2 NON SVR,35,3,2147,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$56911.00,$75630.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,3,PRINCIPAL ADMINISTRATIVE ASSOCIATE-CWW-9 H/D-L1&2 NONSUP,35,1,2148,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,$45978.00,$58568.00
94227,ACCOUNTANT (BOARD OF ELECTIONS,0,ACCOUNTANT (BOARD OF ELECTIONS),35,0,6925,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$46533.00,$46533.00
94207,ADMINISTRATIVE ASSISTANT (BOE),0,ADMINISTRATIVE ASSISTANT (BOE),35,0,6909,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$42659.00,$42659.00
94206,ADMINISTRATIVE ASSOCIATE (BOAR,0,ADMINISTRATIVE ASSOCIATE (BOARD OF ELECTIONS),35,0,6908,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$50703.00,$50703.00
94215,ASSISTANCE FINANCE OFFICER(BOA,0,ASSISTANCE FINANCE OFFICER(BOARD OF ELECTIONS),35,0,6917,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$50703.00,$50703.00
94214,FINANCE OFFICER  (BOARD OF ELE,0,FINANCE OFFICER  (BOARD OF ELECTIONS),35,0,6916,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$55871.00,$55871.00
94414,ASSOCIATE STAFF ANALYST(BOARD,0,ASSOCIATE STAFF ANALYST(BOARD OF ELECTIONS),35,0,7000,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$69711.00,$90257.00
94212,ATTENDANT (BOARD OF ELECTIONS),0,ATTENDANT (BOARD OF ELECTIONS),35,0,6914,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$29323.00,$29323.00
94226,CHIEF VOTING MACHINE TECHNICIA,0,CHIEF VOTING MACHINE TECHNICIAN (BOARD OF ELECTIONS),35,0,6924,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$46533.00,$46533.00
94216,CLERK TO THE BOARD (BOARD OF E,0,CLERK TO THE BOARD (BOARD OF ELECTIONS),35,0,6918,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$29323.00,$29323.00
94389,COMPUTER OPERATOR (BOARD OF EL,0,COMPUTER OPERATOR (BOARD OF ELECTIONS),35,0,6983,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$40500.00,$56606.00
94208,DIRECTOR OF EQUIPMENT (BOARD O,0,DIRECTOR OF EQUIPMENT (BOARD OF ELECTIONS),35,0,6910,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$55871.00,$55871.00
94232,FINANCIAL CLERK (BOARD OF ELEC,0,FINANCIAL CLERK (BOARD OF ELECTIONS),35,0,6928,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$18.00,$18.00
94209,INSPECTOR (BOARD OF ELECTIONS),0,INSPECTOR (BOARD OF ELECTIONS),35,0,6911,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$29323.00,$29323.00
94231,KEYPUNCH OPERATOR/TABULATOR OP,0,KEYPUNCH OPERATOR/TABULATOR OPERATOR (BOARD OF ELECTIONS),35,0,6927,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$14.00,$15.00
94395,PROGRAMMER (BD OF ELECTIONS),0,PROGRAMMER (BD OF ELECTIONS),35,0,6985,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$45913.00,$45913.00
94412,PROJECT COORDINATOR (BOARD OF,0,PROJECT COORDINATOR (BOARD OF ELECTIONS),35,0,6998,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$81396.00,$81396.00
94202,SENIOR ADMINISTRATIVE ASSISTAN,0,SENIOR ADMINISTRATIVE ASSISTANT (BOE),35,0,6905,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$55871.00,$55871.00
94375,SENIOR BUYER (BOARD OF ELECTIO,0,SENIOR BUYER (BOARD OF ELECTIONS),35,0,6969,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$52482.00,$52482.00
94229,SENIOR COMPUTER PROGRAMMER (BO,0,SENIOR COMPUTER PROGRAMMER (BOARD OF ELECTIONS),35,0,6926,24,BD OF ELECTIONS CWA LOCAL 1183,CWA,Communication Wrkrs of America,$59052.00,$71947.00
