SITE_NAME,SITE_NUMBER,VOTER_ENTRANCE,HANDICAP_ENTRANCE,STREET_NUMBER,STREET_NAME,STREET_SUFFIX,SITE_STATUS,CITY,STATE,ZIP_CODE,LOCATION,BOROUGH
Find Aid For Aged (Hamilton),M0043,141 West 73 Street,141 West 73 Street,141,West 73 Street,,A,New York,,10023,"(40.778623, -73.979527)",Manhattan
PS 87,M0044,141 WEST 77 Street,141 WEST 77 Street,160,West 78 Street,,A,New York,,10024,"(40.781952, -73.977631)",Manhattan
IMPAC Houses,M0045,1428 5 Avenue,1428 5 Avenue,1428,5 Avenue,,A,New York,,10035,"(40.80104, -73.9462)",Manhattan
PS 130,M0046,143 Baxter Street,143 Baxter Street,143,Baxter Street,,A,New York,,10013,"(40.718902, -73.998438)",Manhattan
IS 44,M0049,West 76th Street,West 76th Street,100,West 77 Street,,A,New York,,10024,"(40.780824, -73.976862)",Manhattan
PS 158,M0050,1458 York Avenue,East 78 Street,1458,York Avenue,,A,New York,,10075,"(40.770419, -73.951135)",Manhattan
PS 133,M0051,2121 5 Avenue,East 130 Street,2121,5 Avenue,,A,New York,,10037,"(40.809672, -73.939872)",Manhattan
Jewish Guild,M0052,15 West 65 Street,15 West 65 Street,15,West 65 Street,,A,New York,,10023,"(40.772091, -73.979908)",Manhattan
Waterside Plaza,M0053,15 Waterside Plaza,15 Waterside Plaza,15,Waterside Plaza,,A,New York,,10010,"(40.737262, -73.97407)",Manhattan
PS 145,M0056,150 West 105 Street,West 104 St,150,West 105 Street,,A,New York,,10025,"(40.799161, -73.96481)",Manhattan
Lincoln Towers II,M0057,150 West End Avenue,150 West End Avenue,150,West End Avenue,,A,New York,,10023,"(40.776607, -73.986796)",Manhattan
158 St Riverside Houses,M0063,156-20 Riverside Drive West,156-20 Riverside Drive West,156-20,Riverside Drive West,,A,New York,,10032,"(40.834702, -73.948995)",Manhattan
Jackie Robinson Complex,M0064,1573 Madison Avenue,Madison Ave,1573,Madison Avenue,,A,New York,,10029,"(40.793762, -73.949381)",Manhattan
City As School,M0065,16 Clarkson Street,16 Clarkson Street,16,Clarkson Street,,A,New York,,10014,"(40.729412, -74.006148)",Manhattan
Stuyvesant Town  II,M0066,16 Stuyvesant Oval,16 Stuyvesant Oval,16,Stuyvesant Oval,,A,New York,,10009,"(40.731279, -73.97584)",Manhattan
PS 7,M0067,160 East 120 Street,East 119 Street,160,East 120 Street,,A,New York,,10035,"(40.800841, -73.938959)",Manhattan
Lincoln Towers III,M0068,160 West End Avenue,160 West End Avenue,160,West End Avenue,,A,New York,,10023,"(40.776835, -73.986634)",Manhattan
PS 108,M0069,1615 Madison Avenue,East 109 Street,1615,Madison Avenue,,A,New York,,10029,"(40.795148, -73.948368)",Manhattan
Ruppert Yorkville Tower Condo,M0070,1641 3 Avenue,Entr 90 St,1619,3 Avenue,,A,New York,,10128,"(40.781868, -73.951751)",Manhattan
Ruppert Yorkville Towers Condo II,M0071,1641 3 Avenue,91 St,1641,3 Avenue,,A,New York,,10128,"(40.78249, -73.951292)",Manhattan
PS 163,M0072,163 West 97 Street,163 West 97 Street,163,West 97 Street,,A,New York,,10025,"(40.794263, -73.968702)",Manhattan
PS 20,M0073,166 Essex Street,Essex Street,166,Essex Street,,A,New York,,10002,"(40.721344, -73.986749)",Manhattan
PS 198,M0078,1700 3 Avenue,East 95 Street,1700,3 Avenue,,A,New York,,10128,"(40.784826, -73.949611)",Manhattan
United Methodist Church,M0079,1723 Madison Avenue,1723 Madison Avenue,1723,Madison Avenue,,A,New York,,10029,"(40.798441, -73.945964)",Manhattan
Village View Housing,M0080,175 East 4 Street,175 East 4 Street,175,East 4 Street,,A,New York,,10009,"(40.724514, -73.985396)",Manhattan
PS 175,M0081,175 West 134 Street,175 West 134 Street,175,West 134 Street,,A,New York,,10030,"(40.814257, -73.943271)",Manhattan
PS 153,M0082,1750 Amsterdam Avenue,1750 Amsterdam Avenue,1750,Amsterdam Avenue,,A,New York,,10031,"(40.826294, -73.946845)",Manhattan
Knickerbocker Plaza,M0083,1751 2 Ave,1751 2 Ave,1751,2 Avenue,,A,New York,,10128,"(40.781222, -73.949314)",Manhattan
PS 57,M0084,176 East 115 Street,176 East 115 Street,176,East 115 Street,,A,New York,,10029,"(40.797576, -73.94128)",Manhattan
Stanley Isaacs Ctr,M0086,415 East 93 Street,415 East 93 Street,415,East 93 Street,,A,New York,,10128,"(40.780868, -73.945014)",Manhattan
Mott Street Sr Ctr,M0088,180 Mott Street,180 Mott Street,180,Mott Street,,A,New York,,10012,"(40.7205, -73.995895)",Manhattan
Lincoln Towers IV,M0089,180 West End Avenue,180 West End Avenue,180,West End Avenue,,A,New York,,10023,"(40.777288, -73.986301)",Manhattan
Hamilton Hgts Terrace,M0091,1833 Amsterdam Ave,1833 Amsterdam Ave,1833,Amsterdam Avenue,,A,New York,,10031,"(40.82883, -73.944964)",Manhattan
PS 132,M0093,185 Wadsworth Avenue,West 182 St,185,Wadsworth Avenue,,A,New York,,10033,"(40.850625, -73.934377)",Manhattan
Lincoln Towers V,M0094,185 West End Avenue,185 West End Avenue,185,West End Avenue,,A,New York,,10023,"(40.777422, -73.986229)",Manhattan
PS 171,M0095,19 East 103 Street,School Yard,19,East 103 Street,,A,New York,,10029,"(40.792018, -73.951715)",Manhattan
Dunwell Plaza,M0096,1920 Amsterdam Avenue,1920 Amsterdam Avenue,1920,Amsterdam Avenue,,A,New York,,10032,"(40.831818, -73.942815)",Manhattan
Metro North,M0098,1960 1 Avenue,1960 1 Avenue,1960,1 Avenue,,A,New York,,10029,"(40.786529, -73.942316)",Manhattan
Church Heavenly Rest,M0100,2 East 90 Street,2 East 90 Street,2,East 90 Street,,A,New York,,10128,"(40.783986, -73.958318)",Manhattan
Manhattan House,M0103,200 East 66 Street,200 East 66 Street,200,East 66 Street,,A,New York,,10065,"(40.765766, -73.96307)",Manhattan
University Neighborhood,M0104,200 Monroe Street,Corn Monroe & Montgomy Sts,200,Monroe Street,,A,New York,,10002,"(40.712399, -73.984497)",Manhattan
Harlem Renaissance HS,M0105,22 East 128 Street,East 128 Street,22,East 128 Street,,A,New York,,10035,"(40.807986, -73.940061)",Manhattan
Lincoln Towers VI,M0107,205 West End Avenue,205 West End Avenue,205,West End Avenue,,A,New York,,10023,"(40.778572, -73.985702)",Manhattan
1199 Housing,M0108,2070 1 Avenue,2070 1 Avenue,2070,1 Avenue,,A,New York,,10029,"(40.790401, -73.939488)",Manhattan
Childrens Aid Society,M0110,219 Sullivan Street,219 Sullivan Street,219,Sullivan Street,,A,New York,,10012,"(40.729404, -73.99991)",Manhattan
PS 116,M0111,210 East 33 Street,East 32 St,210,East 33 Street,,A,New York,,10016,"(40.744835, -73.978112)",Manhattan
Dewitt Nursing Home,M0112,211 East 79 Street,211 East 79 Street,211,East 79 Street,,A,New York,,10075,"(40.77408, -73.956794)",Manhattan
1199 Housing II,M0113,2110 1 Avenue,2110 1 Avenue,2110,1 Avenue,,A,New York,,10029,"(40.791303, -73.938823)",Manhattan
1199 Housing III,M0114,2130 1 Avenue,2130 1 Avenue,2130,1 Avenue,,A,New York,,10029,"(40.791923, -73.938371)",Manhattan
Drew Hamilton Houses,M0121,220 WEST  143 STREET,220 WEST  143 STREET,220,West 143 Street,,A,New York,,10030,"(40.820706, -73.940906)",Manhattan
Riverton Apts,M0122,2200 Madison Avenue,Madison Ave,2200,Madison Avenue,,A,New York,,10037,"(40.813092, -73.935281)",Manhattan
Ruppert House,M0123,222 East 93 Street,East 92 Street,222,East 93 Street,,A,New York,,10128,"(40.782965, -73.950057)",Manhattan
PS 47(Sch for Hearing Impaired),M0128,225 East 23 Street,23 Street,225,East 23 Street,,A,New York,,10010,"(40.738534, -73.982423)",Manhattan
PS 167,M0129,225 EAST 75 Street,225 EAST 75 Street,220,East 76 Street,,A,New York,,10021,"(40.772049, -73.958066)",Manhattan
Savoy Park Owner LLC,M0131,2300 5 Avenue,141 St,2300,5 Avenue,,A,New York,,10037,"(40.81551, -73.935632)",Manhattan
Riverbend Housing,M0132,2301 5 Avenue,Madison Ave,2301,5 Avenue,,A,New York,,10037,"(40.815502, -73.935614)",Manhattan
PS 38 or 121,M0134,232 East 103 Street,East 102 Street,232,East 103 Street,,A,New York,,10029,"(40.788951, -73.944538)",Manhattan
PS 165,M0135,234 West 109 Street,109 Street,234,West 109 Street,,A,New York,,10025,"(40.802834, -73.965422)",Manhattan
PS 117 JHS,M0140,240 East 109 Street,2 Ave,240,East 109 Street,,A,New York,,10029,"(40.79307, -73.942303)",Manhattan
PS 194,M0142,244 West 144 Street,West 143 Street,244,West 144 Street,,A,New York,,10030,"(40.821516, -73.940891)",Manhattan
PS 154,M0143,250 West 127 Street,West 126 Street,250,West 127 Street,,A,New York,,10027,"(40.810878, -73.948819)",Manhattan
Lincoln Square Neighborhood Ctr,M0144,250 West 65 Street,250 West 65 Street,250,West 65 Street,,A,New York,,10023,"(40.774765, -73.98632)",Manhattan
PS 189,M0145,2580 Amsterdam Avenue,West 189 St,2580,Amsterdam Avenue,,A,New York,,10040,"(40.852397, -73.927774)",Manhattan
Harlem River Houses,M0149,2627 Adam Clayton Powell Blvd,2627 Adam Clayton Powell Blvd,231,W 151 Street,,A,New York,,10039,"(40.82568, -73.936114)",Manhattan
PS 199,M0152,270 West 70 Street,West 70 Street,270,West 70 Street,,A,New York,,10023,"(40.778059, -73.984449)",Manhattan
Stuyvesant Town III,M0153,272 1 Avenue,East 16 Street,272,1 Avenue,,A,New York,,10009,"(40.732729, -73.981486)",Manhattan
PS 110,M0154,285 Delancey Street,285 Delancey Street,285,Delancey Street,,A,New York,,10002,"(40.716197, -73.979748)",Manhattan
PS 33,M0155,281 9 Avenue,281 9 Avenue,281,9 Avenue,,A,New York,,10001,"(40.748817, -73.999646)",Manhattan
Stuyvesant Town IV,M0156,283 Avenue C,283 Avenue C,283,Avenue C,,A,New York,,10009,"(40.730156, -73.974549)",Manhattan
Polo Ground Sr Ctr,M0159,2965 8 Avenue,2965 8 Avenue,2965,8 Avenue,,A,New York,,10039,"(40.830126, -73.936565)",Manhattan
PS 46,M0160,2987 8 Avenue,8 Avenue,2987,8 Avenue,,A,New York,,10039,"(40.830787, -73.93608)",Manhattan
Lincoln Guild Housing,M0166,303 West 66 Street,303 West 66 Street,303,West 66 Street,,A,New York,,10023,"(40.776127, -73.987479)",Manhattan
LaGuardia Memor Hous,M0168,307 East 116 Street,307 East 116 Street,307,East 116 Street,,A,New York,,10029,"(40.796817, -73.937312)",Manhattan
PS 173,M0169,306 Ft Washington Avenue,West 174 Street,306,Ft Washington Avenue,,A,New York,,10033,"(40.845469, -73.940468)",Manhattan
Independence Plaza,M0170,310 Greenwich Street,310 Greenwich Street,310,Greenwich Street,,A,New York,,10013,"(40.717603, -74.010667)",Manhattan
PS 290 (Manh New School),M0171,311 East 82 Street,82 Street,311,East 82 Street,,A,New York,,10028,"(40.775078, -73.953096)",Manhattan
PS 134,M0172,293 East Broadway,293 East Broadway,293,East Broadway,,A,New York,,10002,"(40.714567, -73.983753)",Manhattan
PS 102,M0173,315 East 113 Street,315 East 113 Street,315,East 113 Street,,A,New York,,10029,"(40.794907, -73.938787)",Manhattan
Gen Grant Houses IV,M0175,3150 Broadway,3150 Broadway,3150,Broadway,,A,New York,,10027,"(40.814234, -73.959332)",Manhattan
Manhattan Inter. HS,M0177,317 East 67 Street,H/A East 67 Street,317,East 67 Street,,A,New York,,10065,"(40.765358, -73.960059)",Manhattan
East Midtown Plaza,M0178,319 East 24 Street,319 East 24 Street,319,East 24 Street,,A,New York,,10010,"(40.738103, -73.97933)",Manhattan
PS 58/The Manhattan High School,M0179,West 53 Street,West 53 Street,317,West 52 Street,,A,New York,,10019,"(40.763866, -73.985939)",Manhattan
PS 40,M0181,320 East 20 Street,left of 319 E 19 St,320,East 20 Street,,A,New York,,10003,"(40.735751, -73.981655)",Manhattan
Tweed Court,M0187,52 CHAMBERS STREET,52 CHAMBERS STREET,52,Chambers Street,,A,New York,,10007,"(40.713813, -74.00557)",Manhattan
IS 70,M0192,333 West 17 Street,333 West 17 Street,333,West 17 Street,,A,New York,,10011,"(40.742128, -74.002198)",Manhattan
Zion-St Marks Church,M0193,339 East 84 Street,339 East 84 Street,339,East 84 Street,,A,New York,,10028,"(40.776148, -73.951705)",Manhattan
Penn South (Bldg 8A),M0198,343 8 Avenue,8 Avenue,343,8 Avenue,,A,New York,,10001,"(40.747697, -73.996752)",Manhattan
PS 187,M0199,349 Cabrini Boulevard,Cabrini Boulevard,349,Cabrini Boulevard,,A,New York,,10040,"(40.856687, -73.937096)",Manhattan
Penn South (Bldg 10),M0201,365 West 28 Street,West 28 Street,365,West 28 Street,,A,New York,,10001,"(40.749498, -73.998419)",Manhattan
PS 180,M0202,370 West 120 Street,West 120 Street,370,West 120 Street,,A,New York,,10027,"(40.807843, -73.955569)",Manhattan
Dyckman Comm Ctr,M0204,3782 10 Avenue,10 Avenue,3782,10 Avenue,,A,New York,,10034,"(40.861456, -73.921138)",Manhattan
Seward Park IV,M0205,385 Grand Street,385 Grand Street,383,Grand Street,,A,New York,,10002,"(40.716401, -73.988244)",Manhattan
Fowler Court,M0211,400 Riverside Drive,400 Riverside Drive,400,Riverside Drive,,A,New York,,10025,"(40.806334, -73.967295)",Manhattan
Manhattan Plaza L.P.,M0212,400 West 43 Street,400 West 43 Street,400,West 43 Street,,A,New York,,10036,"(40.759277, -73.992575)",Manhattan
PS 149,M0215,41 West 117 Street,West 117 St,41,West 117 Street,,A,New York,,10026,"(40.801941, -73.947366)",Manhattan
Columbia University Houses,M0216,410 Riverside Drive,410 Riverside Drive,410,Riverside Drive,,A,New York,,10025,"(40.806957, -73.967103)",Manhattan
PS 183,M0218,408 East 67 Street,408 East 67 Street,419,East 66 Street,,A,New York,,10065,"(40.763736, -73.95815)",Manhattan
1199 Housing IV,M0219,420 East 111 Street,420 East 111 Street,420,East 111 Street,,A,New York,,10029,"(40.79226, -73.936532)",Manhattan
PS 146,M0223,421 East 106 Street,1 Avenue,421,East 106 Street,,A,New York,,10029,"(40.789349, -73.939392)",Manhattan
Yorkville Community School,M0224,421 East 88 Street,421 East 88 Street,421,East 88 Street,,A,New York,,10128,"(40.777911, -73.947757)",Manhattan
PS 125,M0226,425 West 123 Street,425 West 123 Street,425,West 123 Street,,A,New York,,10027,"(40.810458, -73.955874)",Manhattan
PS 129,M0227,425 West 130 Street,425 West 130 Street,425,West 130 Street,,A,New York,,10027,"(40.814637, -73.951912)",Manhattan
PS 111,M0231,440 West 53  Street,W 52 Street,440,West 53 Street,,A,New York,,10019,"(40.765878, -73.988823)",Manhattan
PS 188 Or 196,M0232,442 East Houston Street,East 3 Street,442,East Houston Street,,A,New York,,10002,"(40.719597, -73.977904)",Manhattan
John Jay College,M0233,445 West 59 Street,445 West 59 Street,445,West 59 Street,,A,New York,,10019,"(40.769781, -73.986086)",Manhattan
PS 6,M0234,45 East 81 Street,82 Street,45,East 81 Street,,A,New York,,10028,"(40.777441, -73.96068)",Manhattan
Inwood Gardens,M0235,45 Fairview  Avenue,45 Fairview  Avenue,45,Fairview Avenue,,A,New York,,10040,"(40.857413, -73.929432)",Manhattan
East River Housing III,M0236,457 FDR Drive,Grand St Corner(457 FDR DR),457,FDR DRIVE,,A,New York,,10002,"(40.712969, -73.977744)",Manhattan
PS 53 Or 811,M0237,466 West End Avenue,82 Street,466,West End Avenue,,A,New York,,10024,"(40.786616, -73.979507)",Manhattan
East River Housing IV,M0239,477 FDR Drive,Grand St Corner (477 FDR DR),477,Fdr Drive,,A,New York,,10002,"(40.71377, -73.977322)",Manhattan
PS 28,M0240,475 West 155 Street,St Nicholas Avenue,475,West 155 Street,,A,New York,,10032,"(40.831227, -73.942143)",Manhattan
St Margaret's House,M0244,49 Fulton Street,49 Fulton Street,49,Fulton Street,,A,New York,,10038,"(40.708184, -74.004602)",Manhattan
PS 3,M0245,490 Hudson Street,490 Hudson Street,490,Hudson Street,,A,New York,,10014,"(40.732593, -74.006466)",Manhattan
YMCA,M0247,5 West 63 Street,West 64 Street,5,West 63 Street,,A,New York,,10023,"(40.770697, -73.980486)",Manhattan
PS 192,M0248,500 West 138 Street,West 136 Street,500,West 138 Street,,A,New York,,10031,"(40.820952, -73.951145)",Manhattan
Amalgamated Dwelling,M0249,504 Grand Street,504 Grand Street,504A,Grand Street,,A,New York,,10002,"(40.714671, -73.982328)",Manhattan
PS 43/PS 172,M0252,509 West 129 Street,Inaccessible Poll Site,509,West 129 Street,,A,New York,,10027,"(40.815256, -73.955325)",Manhattan
Isabella Geriatric,M0254,515 Audubon Avenue,515 Audubon Avenue,515,Audubon Avenue,,A,New York,,10040,"(40.854782, -73.927909)",Manhattan
PS 143,M0255,515 West 182 Street,Audubon Avenue,515,West 182 Street,,A,New York,,10033,"(40.848955, -73.931053)",Manhattan
PS 51,M0256,520 West 45 Street,Inaccessible Poll Site,520,West 45 Street,,A,New York,,10036,"(40.762061, -73.995307)",Manhattan
STUYVESANT TOWN,M0257,522 EAST   20 STREET,ENTR STUYVESANT OVAL,522,EAST   20 STREET,,A,New York,,10009,"(40.733733, -73.977012)",Manhattan
Marble Hill Comm Ctr,M0259,5365 Broadway,5365 Broadway,5365,Broadway,,A,New York,,10463,"(40.87602, -73.907882)",Manhattan
Stuyvesant Town V,M0262,545 East 14 Street,East 14 St,545,East 14 Street,,A,New York,,10009,"(40.729981, -73.97925)",Manhattan
NYU Brittany  Hall,M0265,55 East 10 Street,55 East 10 Street,55,East 10 Street,,A,New York,,10003,"(40.731973, -73.99199)",Manhattan
PS 79 Or 811,M0267,55 East 120 Street,120 Street,55,East 120 Street,,A,New York,,10035,"(40.802408, -73.942605)",Manhattan
PS 128,M0268,560 West 169 Street,Audubon  Avenue,560,West 169 Street,,A,New York,,10032,"(40.84132, -73.938506)",Manhattan
Hudson Piers#1,M0271,596 Riverside Drive,596 Riverside Drive,596,Riverside Drive,,A,New York,,10031,"(40.82217, -73.956242)",Manhattan
Abraham Lincoln Hous,M0273,60 East 135 Street,60 East 135 Street,60,East 135 Street,,A,New York,,10037,"(40.811626, -73.934982)",Manhattan
Riverview Tower,M0278,626 Riverside Drive,140 St,626,Riverside Drive,,A,New York,,10031,"(40.823421, -73.955056)",Manhattan
LaGuardia High School,M0280,100 Amsterdam  Avenue,64 St & Amsterdam  Avenue,100,Amsterdam Avenue,,A,New York,,10023,"(40.773629, -73.985273)",Manhattan
Southbridge Tower,M0282,66 Frankfort Street,66 Frankfort Street,66,Frankfort Street,,A,New York,,10038,"(40.710146, -74.002547)",Manhattan
Stewart Tenant Corp,M0285,70 East 10 Street,70 East 10 Street,70,East 10 Street,,A,New York,,10003,"(40.731426, -73.990741)",Manhattan
PS 131,M0286,Eldridge Street,Eldridge Street,100,Hester Street,,A,New York,,10002,"(40.716553, -73.993092)",Manhattan
Holy Rood Church,M0287,715 West 179 Street,715 West 179 Street,717,West 179 Street,,A,New York,,10033,"(40.849046, -73.937595)",Manhattan
PS 34,M0288,730 East 12 Street,East 12 St,730,East 12 Street,,A,New York,,10009,"(40.726472, -73.975181)",Manhattan
PS 75,M0289,735 West End Avenue,96 Street,735,West End Avenue,,A,New York,,10025,"(40.795156, -73.973292)",Manhattan
Masaryk Towers,M0290,77 Columbia Street,77 Columbia Street,77,Columbia Street,,A,New York,,10002,"(40.717772, -73.979885)",Manhattan
PS 1,M0292,8 Henry Street,Corn of Catherine & Madison Street,8,Henry Street,,A,New York,,10038,"(40.712759, -73.997493)",Manhattan
Canaan House,M0293,8 West 118 Street,8 West 118 Street,8,West 118 Street,,A,New York,,10026,"(40.802226, -73.946138)",Manhattan
PS 126,M0295,80 Catherine Street,80 Catherine Street,80,Catherine Street,,A,New York,,10038,"(40.71083, -73.996638)",Manhattan
Morningside Hgts Hou,M0296,100 LaSalle Street,100 LaSalle Street,100,Lasalle Street,,A,New York,,10027,"(40.813317, -73.958582)",Manhattan
870 Riverside Housing,M0299,870 Riverside Drive,870 Riverside Drive,870,Riverside Drive,,A,New York,,10032,"(40.836724, -73.946464)",Manhattan
K'Hal Adath Jeshurun,M0300,90 Bennett Avenue,90 Bennett Avenue,90,Bennett Avenue,,A,New York,,10033,"(40.853016, -73.935383)",Manhattan
PS 152,M0302,93 NAGLE AVENUE (Ellwood Street),On Nagle Avenue,93,Nagle Avenue,,A,New York,,10040,"(40.860395, -73.927986)",Manhattan
Ft Wash Serv For Eld,M0303,99 Ft Washington  Avenue,99 Ft Washington  Avenue,99,Ft Washington Avenue,,A,New York,,10032,"(40.838584, -73.943709)",Manhattan
