MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Address,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
1-01387-0001,"910 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,48,1959,163600,6380400,39,32000000,196,1-01553-0027,"1749 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,165,2002,164384,6090584,37.1,30500000,186,1.05,1-01427-0028,"1393 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,149,1964,166432,5215996,31.3,25000000,150,0.4
1-01387-0004,"912 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,30,1925,87024,3219888,37,16100000,185,1-01425-0017,"225 70 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,91,1961,83220,2607460,31.3,12500000,150,0.4,1-01490-0122,"555 78 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,2771467,36.5,13900000,183,0.9
1-01387-0014,"898 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,43,1937,188158,7150004,38,35900000,191,1-01418-0045,"1081 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,116,1968,174273,6855800,39.3,34400000,197,0.6,1-01410-0033,"1308 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,114,1962,181549,6118140,33.7,29300000,161,0.3
1-01387-0021,"31 72 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,34,1917,61437,2518917,41,12600000,205,1-01509-0020,"151 80 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,52,1922,57666,2937735,51,14700000,255,0.45,1-01448-0001,"1404 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,66,1966,56980,1516068,26.6,6580000,115,0.45
1-01387-0027,"45 72 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,50,1959,92744,2967808,32,14200000,153,1-01517-0020,"1327 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,97,1927,87192,2457054,28.2,11800000,135,0.85,1-01521-0020,"145 92 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,49,1929,85924,1838155,21.39,7980000,93,1.05
1-01387-0031,"55 72 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,31,1924,69227,2249877,32.5,10800000,156,1-01387-0056,"900 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,65,1939,66731,2861408,42.9,14400000,216,0.1,,,,,,,,,,,,
1-01387-0033,"57 72 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),C6-WALK-UP,20,1930,15192,658421,43.3,3300000,217,1-01485-0010,"511 73 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),C5-WALK-UP,30,1920,15593,546412,35,2620000,168,0.75,1-01485-0007,"507 73 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),C5-WALK-UP,30,1920,15593,631788,40.5,3170000,203,0.75
1-01387-0036,"760 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,15,1924,71928,2337660,32.5,11200000,156,1-01387-0056,"900 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,65,1939,66731,2861408,42.9,14400000,216,0.1,1-01409-0021,"1033 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,35,1923,71189,2048170,28.8,9810000,138,0.2
1-01387-0037,"770 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,43,1931,200244,6307686,31.5,30200000,151,1-01417-0028,"1191 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,191,1964,207284,5780380,27.9,27700000,134,0.6,1-01527-0045,"200 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,246,1980,205261,8968163,43.7,45000000,219,0.55
1-01387-0069,"920 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,27,1922,107034,3960258,37,19900000,186,1-01473-0038,"420 79 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D3-ELEVATOR,112,1959,113820,3225341,28.3,15400000,135,0.75,1-01418-0011,"225 63 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,152,1962,105282,4031505,38.3,20200000,192,0.6
1-01388-0008,"7 73 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,16,1903,23521,917319,39,4600000,196,1-01471-0015,"427 76 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D9-ELEVATOR,35,1940,24131,911300,37.8,4570000,189,0.7,1-01412-0029,"169 77 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D7-ELEVATOR,42,1930,23925,732296,30.6,3510000,147,0.35
1-01388-0033,"778 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,19,1930,113781,3754773,33,18000000,158,1-01508-0001,"903 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D3-ELEVATOR,70,1913,113281,3191711,28.2,15300000,135,0.35,,,,,,,,,,,,
1-01388-0037,"784 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,69,1930,161572,5251090,32.5,25200000,156,1-01427-0028,"1393 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,149,1964,166432,5215996,31.3,25000000,150,0.3,1-01447-0023,"1347 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,145,1962,165527,4610558,27.9,22100000,134,0.45
1-01388-0056,"926 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,107,1947,143437,4446547,31,21300000,148,1-01460-0047,"400 66 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,129,1999,138500,5876391,42.4,29500000,213,0.8,1-01511-0033,"1450 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,94,1961,147534,3720046,25.2,16200000,110,0.55
1-01388-0068,"927 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,13,1917,90881,2908192,32,13900000,153,1-01517-0020,"1327 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,97,1927,87192,2457054,28.2,11800000,135,0.8,1-01521-0020,"145 92 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,49,1929,85924,1838155,21.39,7980000,93,1
1-01389-0001,"930 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,145,1940,220003,8580117,39,43000000,195,1-01560-0021,"1511 YORK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,156,1966,223798,4321496,19.31,18800000,84,0.75,1-01532-0004,"1533 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,179,1991,222000,7936399,35.7,38000000,171,0.75
1-01389-0036,"800 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,17,1925,69509,2293797,33,11000000,158,1-01439-0009,"325 64 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D9-ELEVATOR,90,1920,67390,2351573,34.9,11300000,168,0.65,1-01437-0041,"330 63 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D1-ELEVATOR,90,1949,70992,1826325,25.7,7930000,112,0.75
1-01389-0038,"812 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,45,1927,154827,5031877,32.5,24100000,156,1-01511-0033,"1450 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,94,1961,147534,3720046,25.2,16200000,110,0.45,,,,,,,,,,,,
1-01389-0056,"950 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,63,1929,141160,6069880,43,30400000,215,1-01460-0047,"400 66 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,129,1999,138500,5876391,42.4,29500000,213,0.8,1-01511-0033,"1450 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,94,1961,147534,3720046,25.2,16200000,110,0.5
1-01389-0069,"936 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,34,1955,84965,2718880,32,13000000,153,1-01581-0049,"1596 YORK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D8-ELEVATOR,237,1968,241983,7795687,32.2,37300000,154,0.95,1-01343-0049,"956 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN EAST,D6-ELEVATOR,121,1959,115000,3645368,31.7,17500000,152,1.3
1-01390-0003,"944 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,14,1925,77792,3072784,39.5,15400000,198,1-01510-0020,"1195 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D7-ELEVATOR,61,1987,78874,5155062,65,25900000,328,0.4,1-01517-0050,"1329 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,98,1929,80351,2414297,30,11600000,144,0.75
1-01390-0023,"955 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,82,1959,208373,6563749,31.5,31400000,151,1-01417-0028,"1191 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,191,1964,207284,5780380,27.9,27700000,134,0.7,1-01527-0045,"200 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,246,1980,205261,8968163,43.7,45000000,219,0.45
1-01390-0027,"41 75 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),C6-WALK-UP,12,1920,16285,602545,37,3020000,185,1-01485-0010,"511 73 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),C5-WALK-UP,30,1920,15593,546412,35,2620000,168,0.75,1-01485-0007,"507 73 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),C5-WALK-UP,30,1920,15593,631788,40.5,3170000,203,0.75
1-01390-0035,"820 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,23,1926,59279,1778370,30,8520000,144,1-01509-0020,"151 80 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,52,1922,57666,2937735,51,14700000,255,0.3,1-01448-0001,"1404 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,66,1966,56980,1516068,26.6,6580000,115,0.45
1-01390-0037,"830 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,37,1913,151666,4398314,29,21100000,139,1-01438-0006,"305 63 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D9-ELEVATOR,111,1931,164567,6913219,42,34700000,211,0.75,,,,,,,,,,,,
1-01391-0029,"55 76 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,21,1920,36694,1541148,42,7730000,211,1-01471-0013,"425 76 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D9-ELEVATOR,66,1981,35573,1573635,44.2,7890000,222,0.6,1-01398-0006,"103 63 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D7-ELEVATOR,37,1923,36274,1134217,31.3,5430000,150,0.65
1-01391-0031,"65 76 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,57,1949,91285,2921120,32,14000000,153,1-01517-0020,"1327 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,97,1927,87192,2457054,28.2,11800000,135,0.65,1-01521-0020,"145 92 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,49,1929,85924,1838155,21.39,7980000,93,0.85
1-01391-0034,"840 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,19,1912,64827,2722734,42,13700000,211,1-01517-0058,"1328 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D7-ELEVATOR,60,1936,64344,1832378,28.5,8780000,136,0.6,1-01387-0056,"900 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,65,1939,66731,2861408,42.9,14400000,216,0.2
1-01391-0040,"850 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,52,1924,149056,4769792,32,22800000,153,1-01516-0013,"1290 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,123,1962,151184,4450493,29.4,21300000,141,0.55,1-01511-0033,"1450 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,94,1961,147534,3720046,25.2,16200000,110,0.35
1-01391-0045,"70 77 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,32,1917,67685,2572030,38,12900000,191,1-01437-0029,"1147 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D9-ELEVATOR,77,1900,67880,1681901,24.78,7300000,108,0.8,1-01387-0056,"900 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,65,1939,66731,2861408,42.9,14400000,216,0.2
1-01391-0054,"987 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,46,1930,142110,4618575,32.5,22100000,156,1-01460-0047,"400 66 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,129,1999,138500,5876391,42.4,29500000,213,0.8,1-01511-0033,"1450 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,94,1961,147534,3720046,25.2,16200000,110,0.35
1-01391-0071,"956 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,23,1925,57728,2366848,41,11900000,206,1-01509-0020,"151 80 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,52,1922,57666,2937735,51,14700000,255,0.35,1-01448-0001,"1404 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,66,1966,56980,1516068,26.6,6580000,115,0.55
1-01391-0072,"954 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,32,1938,79341,3014958,38,15100000,190,1-01425-0017,"225 70 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,91,1961,83220,2607460,31.3,12500000,150,0.5,1-01490-0122,"555 78 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,2771467,36.5,13900000,183,0.85
1-01392-0001,"962 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,68,1927,196910,7679490,39,38500000,196,1-01463-0021,"1273 YORK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D9-ELEVATOR,213,1957,182345,5150558,28.2,24700000,135,0.8,,,,,,,,,,,,
1-01392-0028,"61 77 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,52,1920,49000,2009000,41,10100000,206,1-01439-0023,"1185 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D7-ELEVATOR,61,1996,50225,2215646,44.1,11100000,221,0.8,,,,,,,,,,,,
1-01392-0030,"71 77 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,40,1928,48894,1906866,39,9560000,196,1-01439-0023,"1185 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D7-ELEVATOR,61,1996,50225,2215646,44.1,11100000,221,0.8,,,,,,,,,,,,
1-01392-0036,"860 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,17,1924,67162,2619318,39,13100000,195,1-01437-0029,"1147 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D9-ELEVATOR,77,1900,67880,1681901,24.78,7300000,108,0.85,,,,,,,,,,,,
1-01392-0040,"876 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,26,1917,88530,3585465,40.5,18000000,203,1-01517-0020,"1327 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,97,1927,87192,2457054,28.2,11800000,135,0.6,1-01521-0020,"145 92 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,49,1929,85924,1838155,21.39,7980000,93,0.8
1-01392-0046,"52 78 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,48,1920,28080,1277640,45.5,6410000,228,1-01561-0047,"1570 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D7-ELEVATOR,53,1960,28000,1117018,39.9,5600000,200,0.6,1-01486-0001,"1394 YORK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D9-ELEVATOR,35,1920,27536,1255802,45.6,6300000,229,0.75
1-01392-0069,"969 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,12,1926,35815,1575860,44,7900000,221,1-01471-0013,"425 76 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D9-ELEVATOR,66,1981,35573,1573635,44.2,7890000,222,0.7,1-01398-0006,"103 63 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D7-ELEVATOR,37,1923,36274,1134217,31.3,5430000,150,0.75
1-01392-0070,"965 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,49,1938,113150,3790525,33.5,18200000,161,1-01496-0021,"1125 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,41,1922,113052,4223193,37.4,21200000,188,0.35,,,,,,,,,,,,
1-01393-0009,"7 78 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,12,1920,12214,476346,39,2390000,196,1-01451-0011,"343 76 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D9-ELEVATOR,24,1920,12750,434723,34.1,2080000,163,0.55,1-01429-0128,"244 75 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D3-ELEVATOR,24,1930,12882,547649,42.5,2750000,213,0.45
1-01393-0027,"51 78 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,21,1920,14590,583600,40,2930000,201,1-01428-0007,"211 73 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D3-ELEVATOR,24,1930,13585,707613,52,3550000,261,0.4,1-01428-0036,"226 74 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D9-ELEVATOR,34,1920,15040,642198,42.7,3220000,214,0.4
1-01393-0033,"888 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,78,1926,183101,7415590,40.5,37200000,203,1-01418-0045,"1081 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,116,1968,174273,6855800,39.3,34400000,197,0.8,1-01410-0033,"1308 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,114,1962,181549,6118140,33.7,29300000,161,0.25
1-01393-0038,"898 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,15,1924,38630,1429310,37,7170000,186,1-01549-0024,"1653 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D7-ELEVATOR,46,1910,36237,1316765,36.3,6600000,182,0.6,1-01578-0023,"40 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,43,1920,34792,974577,28,4670000,134,0.75
1-01393-0043,"66 79 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,21,1926,55760,2286160,41,11500000,206,1-01448-0001,"1404 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,66,1966,56980,1516068,26.6,6580000,115,0.5,1-01531-0028,"244 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D7-ELEVATOR,40,1920,54763,2235319,40.8,11200000,205,0.5
