BROOKLYN CONDOMINIUM PROPERTY Boro-Block-Lot,BROOKLYN CONDOMINIUM PROPERTY Condo Section,BROOKLYN CONDOMINIUM PROPERTY Address,BROOKLYN CONDOMINIUM PROPERTY Neighborhood,BROOKLYN CONDOMINIUM PROPERTY Building Classification,BROOKLYN CONDOMINIUM PROPERTY Total Units,BROOKLYN CONDOMINIUM PROPERTY Year Built,BROOKLYN CONDOMINIUM PROPERTY Gross SqFt,BROOKLYN CONDOMINIUM PROPERTY Est. Gross Income,BROOKLYN CONDOMINIUM PROPERTY Gross Income per SqFt,BROOKLYN CONDOMINIUM PROPERTY Full Market Value,BROOKLYN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
3-04793-7502,1437-R1,"523 BROOKLYN AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",FLATBUSH-NORTH,R2-WALK-UP,16,2004,24834,214814,8.65,707996,28.5,3-00539-0014,"64 9 STREET
Brooklyn, New York
(40.67348839995658, -73.99526704584942)",RED HOOK,C7-WALK-UP,24,2001,35410,306251,8.65,1010000,28.5,3.3,,,,,,,,,,,,
3-04868-7501,338-R1,"260 LINDEN BOULEVARD
Brooklyn, New York
(40.65264372679377, -73.94935165142809)",FLATBUSH-EAST,R2-WALK-UP,58,0,68514,815316,11.9,2869991,41.9,3-07052-0014,"2914 28 STREET
Brooklyn, New York
(40.575152880535434, -73.99425927793838)",CONEY ISLAND,D1-ELEVATOR,178,1975,149954,1784273,11.9,5040000,33.6,5.9,,,,,,,,,,,,
3-05054-7502,670-R1,"161 WOODRUFF AVENUE
Brooklyn, New York
(40.65447674390698, -73.96077497898924)",FLATBUSH-CENTRAL,R9-CONDOPS,31,1929,32396,379033,11.7,1340000,41.4,3-05074-0055,"15 ARGYLE ROAD
Brooklyn, New York
(40.64918351387161, -73.96780338149922)",FLATBUSH-CENTRAL,C1-WALK-UP,32,1915,31496,368343,11.69,1130000,35.9,0.55,,,,,,,,,,,,
3-05083-7501,1933-R1,"2233 CATON AVENUE
Brooklyn, New York
(40.65305367238543, -73.9577125440794)",FLATBUSH-CENTRAL,R0-CONDOMINIUM,15,0,14055,0,0,1751860,125,3-06683-0052,"1965 7 STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,379025,15.12,1070000,42.7,3.4,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, New York
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4433111,41.2,22300000,207,3.6
3-05130-7501,1924-R1,"77 28 STREET
Brooklyn, New York
(40.60127164093875, -73.99688160034636)",FLATBUSH-CENTRAL,R2-WALK-UP,20,0,29125,567063,19.47,515000,17.68,3-03326-0065,"255 LINDEN STREET
Brooklyn, New York
(40.69731983771483, -73.91559789185048)",BUSHWICK,C1-WALK-UP,16,1931,19800,356796,18.02,1450000,73,3.95,3-02096-0014,"205 ASHLAND PLACE
Brooklyn, New York
(40.68896451716735, -73.97843375473097)",FORT GREENE,C1-WALK-UP,16,1931,25032,510051,20.38,2280000,91,3.2
3-05185-7501,70-R1,"2108 DORCHESTER ROAD
Brooklyn, New York
(40.64194570175097, -73.95827838549)",FLATBUSH-CENTRAL,R4-ELEVATOR,48,1912,63000,932400,14.8,3699998,59,3-05053-0006,"5 ST PAUL'S PLACE
Brooklyn, New York
(40.65385195026891, -73.96403765079563)",FLATBUSH-CENTRAL,C1-WALK-UP,25,1931,22208,318833,14.36,979000,44.1,0.95,3-05059-0056,"81 CROOKE AVENUE
Brooklyn, New York
(40.652683769152404, -73.962886236291)",FLATBUSH-CENTRAL,C1-WALK-UP,32,1915,19748,313070,15.85,1270000,64,0.9
3-05259-7501,1023-R1,"101 PROSPECT PARK
Brooklyn, New York
(40.700650072058, -73.98647772320173)",WINDSOR TERRACE,R4-ELEVATOR,15,0,11425,589451,52,2959998,259,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,3.5,,,,,,,,,,,,
3-05287-7501,377-R1,"207 PROSPECT PARK
Brooklyn, New York
(40.665206680568204, -73.99222086872831)",WINDSOR TERRACE,R4-ELEVATOR,35,1990,29983,425758,14.2,1690002,56,3-00829-0020,"238 55 STREET
Brooklyn, New York
(40.64576217409033, -74.01898789754563)",BUSH TERMINAL,D1-ELEVATOR,32,1998,45000,640740,14.24,2540000,56,2.45,,,,,,,,,,,,
3-05322-7501,1726-R1,"346 CONEY ISLAND AVENUE
Brooklyn, New York
(40.649447305199566, -73.97185377817999)",KENSINGTON,R4-ELEVATOR,59,2006,75797,2486141,32.8,12000006,158,3-00051-0012,"65 WASHINGTON STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",DOWNTOWN-FULTON FERRY,D7-ELEVATOR,59,2000,50457,1657235,32.8,8030000,159,3.75,,,,,,,,,,,,
3-05347-7501,45-R1,"3801 15 AVENUE
Brooklyn, New York
(40.63849646587249, -73.98128399376903)",BOROUGH PARK,R2-WALK-UP,22,1983,33224,531584,16,2160004,65,3-01971-0055,"377 QUINCY STREET
Brooklyn, New York
(40.68759189086636, -73.94536959840092)",BEDFORD STUYVESANT,C1-WALK-UP,12,2006,12228,159453,13.04,588000,48.1,3.65,,,,,,,,,,,,
3-05347-7501,45-R2,"3802 15 AVENUE
Brooklyn, New York
(40.63852021925516, -73.98135158049836)",BOROUGH PARK,R2-WALK-UP,22,1983,33224,467471,14.07,1850002,56,3-01971-0055,"377 QUINCY STREET
Brooklyn, New York
(40.68759189086636, -73.94536959840092)",BEDFORD STUYVESANT,C1-WALK-UP,12,2006,12228,159453,13.04,588000,48.1,3.6,,,,,,,,,,,,
3-05374-7501,683-R1,"400 OCEAN PARKWAY
Brooklyn, New York
(40.63908207018354, -73.97360065954406)",OCEAN PARKWAY-NORTH,R4-ELEVATOR,22,1989,19110,395577,20.7,1700000,89,3-05279-0043,"829 GREENWOOD AVENUE
Brooklyn, New York
(40.6522973213617, -73.97363089153552)",WINDSOR TERRACE,D1-ELEVATOR,135,1982,104640,2163800,20.68,9670000,92,0.95,,,,,,,,,,,,
3-05381-7501,169-R1,"542 DAHILL ROAD
Brooklyn, New York
(40.634271515606294, -73.97891509538687)",BOROUGH PARK,R2-WALK-UP,22,0,17751,253839,14.3,1009996,57,3-05595-0014,"922 42 STREET
Brooklyn, New York
(40.64391665079129, -73.99633534013579)",BOROUGH PARK,C1-WALK-UP,27,1924,32000,456204,14.26,1400000,43.8,1.05,,,,,,,,,,,,
3-05423-7501,1595-R1,"702 OCEAN PARKWAY
Brooklyn, New York
(40.631281854066344, -73.97212520682487)",OCEAN PARKWAY-NORTH,R4-ELEVATOR,15,2004,16424,514019,31.3,2489998,152,3-06591-0007,"1410 10 STREET
Brooklyn, New York
(40.61065167138509, -73.9840797697007)",OCEAN PARKWAY-NORTH,D9-ELEVATOR,46,1997,29430,1380215,46.9,6940000,236,1.25,,,,,,,,,,,,
3-05424-7501,1675-R1,"215 PARKVILLE AVENUE
Brooklyn, New York
(40.631228039883034, -73.97076944725112)",OCEAN PARKWAY-NORTH,R4-ELEVATOR,12,2006,9010,261290,29,1270001,141,3-06107-0033,"378 93 STREET
Brooklyn, New York
(40.61785152645076, -74.0310484992227)",BAY RIDGE,D1-ELEVATOR,12,2003,10555,315172,29.9,1530000,145,3.4,,,,,,,,,,,,
3-05462-7501,182-R1,"1901 51 STREET
Brooklyn, New York
(40.6257581604789, -73.97973443105381)",BOROUGH PARK,R2-WALK-UP,26,1927,28960,431504,14.9,1710006,59,3-05608-0051,"1005 45 STREET
Brooklyn, New York
(40.641203272358716, -73.9962512419663)",BOROUGH PARK,C1-WALK-UP,23,1924,15000,223142,14.88,885000,59,1.4,,,,,,,,,,,,
3-05462-7501,182-R2,"1900 51 STREET
Brooklyn, New York
(40.62571527422717, -73.9797794269986)",BOROUGH PARK,R2-WALK-UP,26,1923,25229,375912,14.9,1489996,59,3-05608-0051,"1005 45 STREET
Brooklyn, New York
(40.641203272358716, -73.9962512419663)",BOROUGH PARK,C1-WALK-UP,23,1924,15000,223142,14.88,885000,59,1.4,,,,,,,,,,,,
3-05468-7502,129-R1,"1850 52 STREET
Brooklyn, New York
(40.62583922061539, -73.98151357211383)",BOROUGH PARK,R2-WALK-UP,48,1927,105996,1372648,12.95,5160003,48.7,3-05707-0059,"843 60 STREET
Brooklyn, New York
(40.63493602456724, -74.00857475840662)",BOROUGH PARK,C1-WALK-UP,27,1927,20160,254000,12.6,955000,47.4,1.55,,,,,,,,,,,,
3-05468-7502,129-R2,"1865 52 STREET
Brooklyn, New York
(40.62572113008322, -73.98120949337407)",BOROUGH PARK,R2-WALK-UP,24,1926,52998,633608,11.96,2230000,42.1,3-05707-0059,"843 60 STREET
Brooklyn, New York
(40.63493602456724, -74.00857475840662)",BOROUGH PARK,C1-WALK-UP,27,1927,20160,254000,12.6,955000,47.4,1.55,,,,,,,,,,,,
3-05468-7503,629-R1,"5120 19 AVENUE
Brooklyn, New York
(40.625677597684806, -73.97995618050443)",BOROUGH PARK,R4-ELEVATOR,28,0,60000,1093200,18.22,4449999,74,3-05595-0014,"922 42 STREET
Brooklyn, New York
(40.64391665079129, -73.99633534013579)",BOROUGH PARK,C1-WALK-UP,27,1924,32000,456204,14.26,1400000,43.8,1.4,3-05595-0034,"970 42 STREET
Brooklyn, New York
(40.64330714112481, -73.99531709591538)",BOROUGH PARK,C1-WALK-UP,40,1923,44800,675858,15.09,2070000,46.2,1.4
3-05495-7501,904-R1,"2131 57 STREET
Brooklyn, New York
(40.61949364410846, -73.97844337582411)",BOROUGH PARK,R2-WALK-UP,24,2001,9185,883284,96,4439998,483,3-05664-0065,"1421 53 STREET
Brooklyn, New York
(40.63118943916592, -73.99175327766139)",BOROUGH PARK,C1-WALK-UP,16,1951,13800,127675,9.25,421000,30.5,1.05,,,,,,,,,,,,
3-05583-7501,1745-R1,"929 40 STREET
Brooklyn, New York
(40.64498214176184, -73.99495068416394)",BOROUGH PARK,R2-WALK-UP,20,2006,28060,768844,27.4,3729995,133,3-01149-0006,"677 CLASSON AVENUE
Brooklyn, New York
(40.677105851113765, -73.95922605156505)",CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,166917,27.4,809000,133,2.95,,,,,,,,,,,,
3-05584-7501,276-R1,"1012 39 STREET
Brooklyn, New York
(40.644368071514194, -73.99253259963035)",BOROUGH PARK,R2-WALK-UP,16,1989,10556,152006,14.4,602999,57,3-00920-0011,"814 40 STREET
Brooklyn, New York
(40.646474140052526, -73.99754730375265)",BOROUGH PARK,C7-WALK-UP,12,2004,10516,210320,20,940000,89,0.3,,,,,,,,,,,,
3-05590-7502,1663-R1,"970 41 STREET
Brooklyn, New York
(40.64395108784681, -73.99486733482496)",BOROUGH PARK,R4-ELEVATOR,50,2005,52818,1014105,19.2,4530010,86,3-05437-0050,"4624 17 AVENUE
Brooklyn, New York
(40.631108403222946, -73.98149512298504)",BOROUGH PARK,D3-ELEVATOR,51,1992,41131,440102,10.7,1240000,30.1,1.1,,,,,,,,,,,,
3-05619-7501,114-R1,"4608 10 AVENUE
Brooklyn, New York
(40.64064663362278, -73.99710097928143)",BOROUGH PARK,R2-WALK-UP,16,1922,35200,549120,15.6,2230000,63,3-00714-0044,"4018 5 AVENUE
Brooklyn, New York
(40.65063216036745, -74.00464238076827)",SUNSET PARK,C7-WALK-UP,32,1906,25600,398000,15.55,1620000,63,0.8,,,,,,,,,,,,
3-05634-7501,12-R1,"1225 49 STREET
Brooklyn, New York
(40.63602254345769, -73.9937320263379)",BOROUGH PARK,R4-ELEVATOR,16,1929,20044,325715,16.25,1320001,66,3-05351-0008,"58 CHURCH AVENUE
Brooklyn, New York
(40.642156748840804, -73.9808856158477)",BOROUGH PARK,C1-WALK-UP,20,1930,13500,219090,16.23,891000,66,0.75,3-05602-0030,"1017 44 STREET
Brooklyn, New York
(40.64160807108125, -73.99539980451824)",BOROUGH PARK,D1-ELEVATOR,40,1924,28000,379120,13.54,1070000,38.2,0.4
3-05637-7501,1309-R1,"863 50 STREET
Brooklyn, New York
(40.64029944234446, -74.00229666006102)",BOROUGH PARK,R4-ELEVATOR,14,2004,11478,304167,26.5,1469998,128,3-01637-0001,"854 GATES AVENUE
Brooklyn, New York
(40.68855259436445, -73.93002633527456)",BEDFORD STUYVESANT,D1-ELEVATOR,86,1995,24528,648825,26.5,1830000,75,5.1,,,,,,,,,,,,
3-05667-7501,432-R1,"1077 54 STREET
Brooklyn, New York
(40.63519408816267, -73.99986804707605)",BOROUGH PARK,R4-ELEVATOR,14,1983,17040,252192,14.8,1000001,59,3-01116-0063,"577 PROSPECT AVENUE
Brooklyn, New York
(40.65721997835121, -73.97902230742478)",WINDSOR TERRACE,C7-WALK-UP,13,2001,24360,359318,14.75,1420000,58,1.9,,,,,,,,,,,,
3-05672-7501,1585-R1,"858 54 STREET
Brooklyn, New York
(40.63807405849573, -74.00476002175878)",BOROUGH PARK,R2-WALK-UP,12,2006,9628,229670,23.85,1030000,107,3-00920-0011,"814 40 STREET
Brooklyn, New York
(40.646474140052526, -73.99754730375265)",BOROUGH PARK,C7-WALK-UP,12,2004,10516,210320,20,940000,89,0.7,,,,,,,,,,,,
3-05703-7502,687-R1,"5823 11 AVENUE
Brooklyn, New York
(40.63249455276914, -74.0018701798842)",BOROUGH PARK,R2-WALK-UP,12,0,29346,402040,13.7,1589999,54,3-06115-0151,"125 95 STREET
Brooklyn, New York
(40.61703711570941, -74.03696404426779)",BAY RIDGE,C1-WALK-UP,14,2002,16500,225749,13.68,895000,54,2.15,,,,,,,,,,,,
3-05714-7501,830-R1,"880 60 STREET
Brooklyn, New York
(40.63440799739666, -74.00781665592018)",BOROUGH PARK,R4-ELEVATOR,12,2000,9999,249975,25,1120002,112,3-01049-0060,"317 16 STREET
Brooklyn, New York
(40.66306644867436, -73.98585539128982)",PARK SLOPE SOUTH,D1-ELEVATOR,20,2005,9625,202125,21,903000,94,2.35,3-01049-0061,"315 16 STREET
Brooklyn, New York
(40.66308904315609, -73.98590192507228)",PARK SLOPE SOUTH,D1-ELEVATOR,20,2005,9625,202125,21,903000,94,2.35
3-05750-7501,1323-R1,"6511 FT HAMILTON PARKWAY
Brooklyn, New York
(40.63053032061941, -74.00926336285275)",DYKER HEIGHTS,R4-ELEVATOR,17,2004,20727,319195,15.4,1300010,63,3-00714-0044,"4018 5 AVENUE
Brooklyn, New York
(40.65063216036745, -74.00464238076827)",SUNSET PARK,C7-WALK-UP,32,1906,25600,398000,15.55,1620000,63,1.45,,,,,,,,,,,,
3-05818-7501,324-R1,"420 64 STREET
Brooklyn, New York
(40.638236081288596, -74.02025712987854)",SUNSET PARK,R4-ELEVATOR,76,1990,64313,1681784,26.1,8149994,127,3-01637-0001,"854 GATES AVENUE
Brooklyn, New York
(40.68855259436445, -73.93002633527456)",BEDFORD STUYVESANT,D1-ELEVATOR,86,1995,24528,648825,26.5,1830000,75,5.9,,,,,,,,,,,,
3-05868-7502,954-R1,"6911 SHORE ROAD
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",BAY RIDGE,R4-ELEVATOR,17,2002,33158,693002,20.9,3100000,93,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,4.7,,,,,,,,,,,,
3-05891-7502,265-R1,"7123 3 AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",BAY RIDGE,R9-CONDOPS,18,0,16737,139084,8.31,458000,27.4,3-05861-0053,"6820 RIDGE BOULEVARD
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",BAY RIDGE,C1-WALK-UP,24,1916,26700,221851,8.31,731000,27.4,0.35,,,,,,,,,,,,
3-06092-7501,231-R1,"106 BATTERY AVENUE
Brooklyn, New York
(40.616604591503204, -74.0240379767974)",BAY RIDGE,R2-WALK-UP,11,1988,8088,221611,27.4,1069997,132,3-01149-0006,"677 CLASSON AVENUE
Brooklyn, New York
(40.677105851113765, -73.95922605156505)",CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,166917,27.4,809000,133,5.4,,,,,,,,,,,,
3-06092-7503,1331-R1,"118 BATTERY AVENUE
Brooklyn, New York
(40.61634785802934, -74.0242593799767)",BAY RIDGE,R2-WALK-UP,12,2004,22160,303592,13.7,1199998,54,3-06115-0151,"125 95 STREET
Brooklyn, New York
(40.61703711570941, -74.03696404426779)",BAY RIDGE,C1-WALK-UP,14,2002,16500,225749,13.68,895000,54,0.65,,,,,,,,,,,,
3-06099-7501,846-R1,"52 92 STREET
Brooklyn, New York
(40.62084296963747, -74.0392099945583)",BAY RIDGE,R4-ELEVATOR,30,2001,34103,692290,20.3,3090006,91,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,4.55,,,,,,,,,,,,
3-06120-7501,800-R1,"115 96 STREET
Brooklyn, New York
(40.616349604241414, -74.03667470260966)",BAY RIDGE,R4-ELEVATOR,14,1988,18432,368640,20,1649998,90,3-06107-0033,"378 93 STREET
Brooklyn, New York
(40.61785152645076, -74.0310484992227)",BAY RIDGE,D1-ELEVATOR,12,2003,10555,315172,29.9,1530000,145,0.3,,,,,,,,,,,,
3-06133-7501,1125-R1,"9935 SHORE ROAD
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",BAY RIDGE,R4-ELEVATOR,24,2004,30793,514243,16.7,2090001,68,3-00714-0044,"4018 5 AVENUE
Brooklyn, New York
(40.65063216036745, -74.00464238076827)",SUNSET PARK,C7-WALK-UP,32,1906,25600,398000,15.55,1620000,63,3.05,,,,,,,,,,,,
3-06134-7501,273-R1,"336 99 STREET
Brooklyn, New York
(40.613942339746266, -74.03429954977733)",BAY RIDGE,R2-WALK-UP,15,1983,10971,136040,12.4,511001,46.6,3-06093-0029,"92 PARROTT PLACE
Brooklyn, New York
(40.61630229186227, -74.02303070077822)",BAY RIDGE,C1-WALK-UP,12,1978,9369,115950,12.38,436000,46.5,0.6,,,,,,,,,,,,
3-06135-7501,118-R1,"9921 4 AVENUE
Brooklyn, New York
(40.61326292029525, -74.03324248554829)",BAY RIDGE,R4-ELEVATOR,52,1987,47420,663880,14,2629984,55,3-08688-0079,"3094 BRIGHTON 5 STREET
Brooklyn, New York
(40.57710681365216, -73.96232776761524)",BRIGHTON BEACH,D1-ELEVATOR,43,1929,52200,388920,7.45,1190000,22.8,4.45,,,,,,,,,,,,
3-06253-7501,36-R1,"10 AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",BENSONHURST,R4-ELEVATOR,65,1939,64800,710856,10.97,2509984,38.7,3-05578-0001,"6801 19 AVENUE
Brooklyn, New York
(40.61611228938984, -73.98982678487351)",BENSONHURST,D1-ELEVATOR,95,1931,89772,979216,10.91,3310000,36.9,0.6,,,,,,,,,,,,
3-06253-7502,1215-R1,"105 KINGS HIGHWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",BENSONHURST,R4-ELEVATOR,19,2003,35700,714000,20,3189995,89,3-06241-0045,"7620 BAY PARKWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",BENSONHURST,D6-ELEVATOR,20,2005,34500,434800,12.6,1630000,47.2,0.1,,,,,,,,,,,,
3-06269-7501,948-R1,"7902 15 AVENUE
Brooklyn, New York
(40.61537076943385, -74.00545430295136)",BENSONHURST,R2-WALK-UP,23,2002,12559,344116,27.4,1669998,133,3-01149-0006,"677 CLASSON AVENUE
Brooklyn, New York
(40.677105851113765, -73.95922605156505)",CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,166917,27.4,809000,133,4.95,,,,,,,,,,,,
3-06322-7501,174-R1,"8405 13 AVENUE
Brooklyn, New York
(40.61516618273009, -74.01273530020015)",DYKER HEIGHTS,R2-WALK-UP,12,1987,9626,191807,19.93,857000,89,3-01892-0061,"98 GRAND AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",CLINTON HILL,C1-WALK-UP,26,1946,25000,508884,20.36,2270000,91,6.1,,,,,,,,,,,,
3-06383-7502,1362-R1,"8666 23 AVENUE
Brooklyn, New York
(40.59928518576055, -73.99298089078825)",GRAVESEND,R2-WALK-UP,20,1989,20200,397940,19.7,1780004,88,3-03113-0022,"31 GRAHAM AVENUE
Brooklyn, New York
(40.70236391737481, -73.94242000307676)",WILLIAMSBURG-EAST,C7-WALK-UP,40,1973,27480,540088,19.65,2410000,88,7.5,,,,,,,,,,,,
3-06405-7501,18-R1,"147 BAY 20 STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",BATH BEACH,R4-ELEVATOR,16,1985,14462,203914,14.1,808001,56,3-07058-0013,"2920 21 STREET
Brooklyn, New York
(40.57590735642249, -73.9879171626132)",CONEY ISLAND,D1-ELEVATOR,224,1975,230836,3261178,14.13,9210000,39.9,2.1,,,,,,,,,,,,
3-06411-7501,7-R1,"153 59 BAY 26 STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",BATH BEACH,R9-CONDOPS,28,1922,18964,210500,11.1,742000,39.1,3-06446-0001,"2137 CROPSEY AVENUE
Brooklyn, New York
(40.58133857330649, -73.9857319918521)",BATH BEACH,C1-WALK-UP,41,1921,43600,384400,8.82,1270000,29.1,0.15,,,,,,,,,,,,
3-06425-7501,1374-R1,"1428 BATH AVENUE
Brooklyn, New York
(40.608852221156674, -74.01443324207803)",BATH BEACH,R2-WALK-UP,12,2001,15224,244040,16.03,992996,65,3-00714-0044,"4018 5 AVENUE
Brooklyn, New York
(40.65063216036745, -74.00464238076827)",SUNSET PARK,C7-WALK-UP,32,1906,25600,398000,15.55,1620000,63,3,,,,,,,,,,,,
3-06552-7501,1654-R1,"2231 64 STREET
Brooklyn, New York
(40.61404544653174, -73.98006837179646)",BOROUGH PARK,R2-WALK-UP,12,2006,11427,250822,21.95,1120000,98,3-00920-0011,"814 40 STREET
Brooklyn, New York
(40.646474140052526, -73.99754730375265)",BOROUGH PARK,C7-WALK-UP,12,2004,10516,210320,20,940000,89,2.4,,,,,,,,,,,,
3-06555-7501,1672-R1,"1380 DAHILL ROAD
Brooklyn, New York
(40.61408370341346, -73.97507593479062)",BOROUGH PARK,R4-ELEVATOR,14,2006,10670,231539,21.7,1030000,97,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,1.2,,,,,,,,,,,,
3-06579-7501,1070-R1,"1460 5 STREET
Brooklyn, New York
(40.61113708446411, -73.97930777078598)",GRAVESEND,R4-ELEVATOR,23,2003,13257,239121,18.04,972999,73,3-06602-0045,"267 AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",GRAVESEND,D1-ELEVATOR,12,2006,19300,206510,10.7,698000,36.2,0.2,,,,,,,,,,,,
3-06579-7502,1916-R1,"143 AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",GRAVESEND,R4-ELEVATOR,11,2005,25487,349936,13.73,1438946,56,3-01148-0020,"802 BERGEN STREET
Brooklyn, New York
(40.67794313202407, -73.96125482082434)",CROWN HEIGHTS,D1-ELEVATOR,32,2001,28912,377441,13.05,1420000,49.1,4.65,,,,,,,,,,,,
3-06590-7501,219-R1,"1489 8 STREET
Brooklyn, New York
(40.610591659304895, -73.98212506361921)",OCEAN PARKWAY-NORTH,R2-WALK-UP,16,1926,11800,118000,10,398999,33.8,3-05385-0022,"570 2 STREET
Brooklyn, New York
(40.670084488066095, -73.97596991192118)",OCEAN PARKWAY-NORTH,C1-WALK-UP,16,1916,12240,119982,9.8,396000,32.4,1.75,,,,,,,,,,,,
3-06600-7501,1463-R1,"1569 7 STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",GRAVESEND,R4-ELEVATOR,19,2005,23777,373298,15.7,1520004,64,3-00714-0044,"4018 5 AVENUE
Brooklyn, New York
(40.65063216036745, -74.00464238076827)",SUNSET PARK,C7-WALK-UP,32,1906,25600,398000,15.55,1620000,63,3.2,,,,,,,,,,,,
3-06608-7501,19-R1,"1620 2 STREET
Brooklyn, New York
(40.60801409735447, -73.97588325025765)",OCEAN PARKWAY-NORTH,R4-ELEVATOR,64,1941,60600,601758,9.93,2029988,33.5,3-01422-0001,"675 EMPIRE BOULEVARD
Brooklyn, New York
(40.66392853370484, -73.93978477445701)",CROWN HEIGHTS,D7-ELEVATOR,77,1928,77847,874221,11.23,3080000,39.6,4.15,,,,,,,,,,,,
3-06622-7501,1303-R1,"1642 9 STREET
Brooklyn, New York
(40.608840796016636, -73.96415740358258)",GRAVESEND,R4-ELEVATOR,21,2004,18571,419704,22.6,1880002,101,3-00042-0018,"254 WATER STREET
Brooklyn, New York
(40.702970948924616, -73.98370198590868)",DOWNTOWN-FULTON FERRY,D8-ELEVATOR,26,2002,28358,639651,22.56,2860000,101,6.6,3-00376-0023,"104 LUQUER STREET
Brooklyn, New York
(40.67792770899802, -74.00138802429156)",CARROLL GARDENS,D1-ELEVATOR,22,2003,24150,603750,25,2760000,114,5
3-06651-7501,1149-R1,"202 QUENTIN ROAD
Brooklyn, New York
(40.605948597710785, -73.97892855604061)",GRAVESEND,R4-ELEVATOR,14,2002,11525,210330,18.25,855000,74,3-01043-0001,"549 6 AVENUE
Brooklyn, New York
(40.664494613259414, -73.9868463513487)",PARK SLOPE SOUTH,C1-WALK-UP,16,1931,10508,191000,18.18,777000,74,4.05,,,,,,,,,,,,
3-06653-7501,1494-R1,"355 KINGS HIGHWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",GRAVESEND,R4-ELEVATOR,28,2003,54201,1035239,19.1,4209998,78,3-06911-0006,"2629 CROPSEY AVENUE
Brooklyn, New York
(40.58133857330649, -73.9857319918521)",GRAVESEND,D1-ELEVATOR,106,1987,75586,1445516,19.12,4080000,54,1.25,,,,,,,,,,,,
3-06654-7501,1497-R1,"379 KINGS HIGHWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",GRAVESEND,R4-ELEVATOR,31,2005,36431,695832,19.1,2829982,78,3-06911-0006,"2629 CROPSEY AVENUE
Brooklyn, New York
(40.58133857330649, -73.9857319918521)",GRAVESEND,D1-ELEVATOR,106,1987,75586,1445516,19.12,4080000,54,1.25,,,,,,,,,,,,
