BORO,CSD,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF CLASSES,TOTAL REGISTER,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE,SCHOOLWIDE PUPIL-TEACHER RATIO
M,1,M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,2,54,27,25,29,STARS,
M,1,M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,09-12,GEN ED,SOCIAL STUDIES,OTHER,-,1,15,15,15,15,STARS,
M,1,M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,09-12,CTT,SOCIAL STUDIES,OTHER,-,2,57,28.5,25,32,STARS,
M,1,M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,,,,,,,,,,,,12.7
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,06,GEN ED,-,-,-,2,41,20.5,19,22,ATS,
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,07,GEN ED,-,-,-,2,55,27.5,27,28,ATS,
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,07,CTT,-,-,-,1,20,20,20,20,ATS,
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,08,GEN ED,-,-,-,3,78,26,25,27,ATS,
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,0K-09,SPEC ED,-,-,12:1,3,31,10.3,7,12,ATS,
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,MS Core,GEN ED,ENGLISH,-,-,7,166,23.7,19,26,STARS,
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,MS Core,GEN ED,MATH,-,-,5,128,25.6,25,26,STARS,
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,MS Core,GEN ED,SCIENCE,-,-,7,166,23.7,19,26,STARS,
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,MS Core,GEN ED,SOCIAL STUDIES,-,-,7,166,23.7,19,26,STARS,
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,MS Core,CTT,ENGLISH,-,-,1,23,23,23,23,STARS,
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,MS Core,CTT,MATH,-,-,1,23,23,23,23,STARS,
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,MS Core,CTT,SCIENCE,-,-,1,23,23,23,23,STARS,
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,MS Core,CTT,SOCIAL STUDIES,-,-,1,23,23,23,23,STARS,
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,MS Core,SPEC ED,ENGLISH,-,-,2,24,12,12,12,STARS,
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,MS Core,SPEC ED,MATH,-,-,1,12,12,12,12,STARS,
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,MS Core,SPEC ED,SCIENCE,-,-,2,24,12,12,12,STARS,
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,MS Core,SPEC ED,SOCIAL STUDIES,-,-,2,24,12,12,12,STARS,
M,1,M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,,,,,,,,,,,,12.8
M,1,M315,THE EAST VILLAGE COMMUNITY SCHOOL,0K,GEN ED,-,-,-,1,23,23,23,23,ATS,
M,1,M315,THE EAST VILLAGE COMMUNITY SCHOOL,0K,CTT,-,-,-,1,17,17,17,17,ATS,
M,1,M315,THE EAST VILLAGE COMMUNITY SCHOOL,01,GEN ED,-,-,-,1,20,20,20,20,ATS,
M,1,M315,THE EAST VILLAGE COMMUNITY SCHOOL,01,CTT,-,-,-,1,5,5,5,5,ATS,
M,1,M315,THE EAST VILLAGE COMMUNITY SCHOOL,02,GEN ED,-,-,-,2,28,14,8,20,ATS,
M,1,M315,THE EAST VILLAGE COMMUNITY SCHOOL,03,GEN ED,-,-,-,2,23,11.5,9,14,ATS,
M,1,M315,THE EAST VILLAGE COMMUNITY SCHOOL,04,GEN ED,-,-,-,1,11,11,11,11,ATS,
M,1,M315,THE EAST VILLAGE COMMUNITY SCHOOL,05,GEN ED,-,-,-,1,22,22,22,22,ATS,
M,1,M315,THE EAST VILLAGE COMMUNITY SCHOOL,0K-09,SPEC ED,-,-,12:1:1,1,9,9,9,9,ATS,
M,1,M315,THE EAST VILLAGE COMMUNITY SCHOOL,,,,,,,,,,,,12.3
M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,06,GEN ED,-,-,-,1,9,9,9,9,ATS,
M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,06,CTT,-,-,-,1,9,9,9,9,ATS,
M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,07,GEN ED,-,-,-,2,46,23,21,25,ATS,
M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,08,GEN ED,-,-,-,2,57,28.5,27,30,ATS,
M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,08,CTT,-,-,-,1,28,28,28,28,ATS,
M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,0K-09,SPEC ED,-,-,12:1,2,22,11,9,13,ATS,
M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,GEN ED,ENGLISH,-,-,2,44,22,19,25,STARS,
M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,GEN ED,MATH,-,-,8,204,25.5,19,29,STARS,
M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,GEN ED,SCIENCE,-,-,4,102,25.5,19,29,STARS,
M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,CTT,ENGLISH,-,-,2,104,52,18,86,STARS,
M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,CTT,MATH,-,-,4,92,23,18,28,STARS,
M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,CTT,SCIENCE,-,-,2,46,23,18,28,STARS,
M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,SPEC ED,ENGLISH,-,-,2,23,11.5,11,12,STARS,
M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,SPEC ED,MATH,-,-,3,34,11.3,11,12,STARS,
M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,MS Core,SPEC ED,SCIENCE,-,-,2,23,11.5,11,12,STARS,
M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,,,,,,,,,,,,9.3
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,06,GEN ED,-,-,-,2,46,23,22,24,ATS,
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,06,CTT,-,-,-,1,23,23,23,23,ATS,
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,07,GEN ED,-,-,-,2,59,29.5,29,30,ATS,
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,07,CTT,-,-,-,1,26,26,26,26,ATS,
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,08,GEN ED,-,-,-,2,60,30,29,31,ATS,
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,08,CTT,-,-,-,1,27,27,27,27,ATS,
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,0K-09,SPEC ED,-,-,12:1:1,2,16,8,6,10,ATS,
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,MS Core,GEN ED,ENGLISH,-,-,6,165,27.5,23,30,STARS,
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,MS Core,GEN ED,MATH,-,-,5,135,27,23,30,STARS,
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,MS Core,GEN ED,SCIENCE,-,-,4,106,26.5,23,30,STARS,
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,MS Core,GEN ED,SOCIAL STUDIES,-,-,6,166,27.7,23,31,STARS,
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,MS Core,CTT,ENGLISH,-,-,3,73,24.3,20,27,STARS,
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,MS Core,CTT,MATH,-,-,3,73,24.3,20,27,STARS,
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,MS Core,CTT,SCIENCE,-,-,3,73,24.3,20,27,STARS,
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,MS Core,CTT,SOCIAL STUDIES,-,-,3,73,24.3,20,27,STARS,
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,09-12,GEN ED,MATH,MATH A,-,1,31,31,31,31,STARS,
M,1,M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOL,,,,,,,,,,,,11.9
M,1,M361,CHILDREN'S WORKSHOP SCHOOL,0K,GEN ED,-,-,-,2,48,24,23,25,ATS,
M,1,M361,CHILDREN'S WORKSHOP SCHOOL,01,GEN ED,-,-,-,3,49,16.3,14,20,ATS,
M,1,M361,CHILDREN'S WORKSHOP SCHOOL,02,GEN ED,-,-,-,2,20,10,10,10,ATS,
M,1,M361,CHILDREN'S WORKSHOP SCHOOL,03,GEN ED,-,-,-,3,28,9.3,8,12,ATS,
M,1,M361,CHILDREN'S WORKSHOP SCHOOL,04,GEN ED,-,-,-,3,33,11,8,14,ATS,
M,1,M361,CHILDREN'S WORKSHOP SCHOOL,05,GEN ED,-,-,-,1,29,29,29,29,ATS,
M,1,M361,CHILDREN'S WORKSHOP SCHOOL,0K-09,SPEC ED,-,-,12:1,1,12,12,12,12,ATS,
M,1,M361,CHILDREN'S WORKSHOP SCHOOL,0K-09,SPEC ED,-,-,12:1:1,1,6,6,6,6,ATS,
M,1,M361,CHILDREN'S WORKSHOP SCHOOL,,,,,,,,,,,,12.4
M,1,M363,NEIGHBORHOOD SCHOOL,0K,GEN ED,-,-,-,3,43,14.3,12,18,ATS,
M,1,M363,NEIGHBORHOOD SCHOOL,01,GEN ED,-,-,-,4,48,12,11,13,ATS,
M,1,M363,NEIGHBORHOOD SCHOOL,02,GEN ED,-,-,-,4,37,9.3,8,11,ATS,
M,1,M363,NEIGHBORHOOD SCHOOL,03,GEN ED,-,-,-,2,47,23.5,23,24,ATS,
M,1,M363,NEIGHBORHOOD SCHOOL,04,GEN ED,-,-,-,4,49,12.3,11,13,ATS,
M,1,M363,NEIGHBORHOOD SCHOOL,05,GEN ED,-,-,-,4,37,9.3,8,11,ATS,
M,1,M363,NEIGHBORHOOD SCHOOL,0K-09,SPEC ED,-,-,12:1,1,13,13,13,13,ATS,
M,1,M363,NEIGHBORHOOD SCHOOL,0K-09,SPEC ED,-,-,12:1:1,2,15,7.5,7,8,ATS,
M,1,M363,NEIGHBORHOOD SCHOOL,,,,,,,,,,,,14.1
M,1,M364,EARTH SCHOOL,0K,GEN ED,-,-,-,3,54,18,18,18,ATS,
M,1,M364,EARTH SCHOOL,03,GEN ED,-,-,-,2,51,25.5,25,26,ATS,
M,1,M364,EARTH SCHOOL,0K-09,SPEC ED,-,-,12:1:1,2,21,10.5,9,12,ATS,
M,1,M364,EARTH SCHOOL,,,,,,,,,,,,14.6
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,06,GEN ED,-,-,-,3,71,23.7,21,26,ATS,
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,07,GEN ED,-,-,-,3,68,22.7,21,25,ATS,
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,0K-09,SPEC ED,-,-,12:1,1,11,11,11,11,ATS,
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,0K-09,SPEC ED,-,-,12:1:1,1,12,12,12,12,ATS,
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,MS Core,GEN ED,ENGLISH,-,-,7,160,22.9,20,26,STARS,
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,MS Core,GEN ED,MATH,-,-,9,212,23.6,20,26,STARS,
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,MS Core,GEN ED,SCIENCE,-,-,3,68,22.7,20,26,STARS,
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,MS Core,GEN ED,SOCIAL STUDIES,-,-,8,187,23.4,20,26,STARS,
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,MS Core,CTT,ENGLISH,-,-,3,36,12,12,12,STARS,
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,MS Core,CTT,MATH,-,-,1,12,12,12,12,STARS,
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,MS Core,CTT,SOCIAL STUDIES,-,-,1,12,12,12,12,STARS,
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,MS Core,SPEC ED,ENGLISH,-,-,1,12,12,12,12,STARS,
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,MS Core,SPEC ED,MATH,-,-,1,12,12,12,12,STARS,
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,MS Core,SPEC ED,SCIENCE,-,-,1,12,12,12,12,STARS,
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,MS Core,SPEC ED,SOCIAL STUDIES,-,-,1,12,12,12,12,STARS,
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,09-12,CTT,ENGLISH,OTHER,-,2,161,80.5,78,83,STARS,
M,1,M378,SCHOOL FOR GLOBAL LEARNERS,,,,,,,,,,,,12.4
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,7,122,17.4,11,21,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,6,101,16.8,10,26,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,5,89,17.8,14,25,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,3,49,16.3,10,26,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 9,-,2,61,30.5,27,34,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 11,-,1,27,27,27,27,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,CTT,ENGLISH,OTHER,-,2,56,28,27,29,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,5,109,21.8,13,27,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,5,103,20.6,15,26,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,MATH,MATH A,-,3,62,20.7,17,26,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,MATH,MATH B,-,2,32,16,15,17,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,MATH,OTHER,-,2,31,15.5,15,16,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,CTT,MATH,ALGEBRA,-,1,22,22,22,22,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,CTT,MATH,GEOMETRY,-,2,60,30,27,33,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,CTT,MATH,MATH A,-,1,23,23,23,23,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,CTT,MATH,OTHER,-,1,22,22,22,22,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,10,229,22.9,13,32,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,5,115,23,12,29,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,-,8,140,17.5,13,22,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,-,2,48,24,24,24,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,CTT,SCIENCE,EARTH SCIENCE,-,11,283,25.7,16,34,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,CTT,SCIENCE,LIVING ENVIRONMENT,-,5,135,27,21,34,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,CTT,SCIENCE,CHEMISTRY,-,3,76,25.3,20,31,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,2,65,32.5,32,33,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,6,117,19.5,13,31,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,4,86,21.5,16,27,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,3,70,23.3,21,25,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 9,-,2,57,28.5,23,34,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 10,-,2,40,20,16,24,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,US HISTORY,-,2,58,29,27,31,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,OTHER,-,2,50,25,23,27,STARS,
M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,,,,,,,,,,,,13.2
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,06,GEN ED,-,-,-,6,52,8.7,6,11,ATS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,06,CTT,-,-,-,1,6,6,6,6,ATS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,07,GEN ED,-,-,-,6,55,9.2,6,12,ATS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,07,CTT,-,-,-,2,15,7.5,7,8,ATS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,08,GEN ED,-,-,-,5,52,10.4,8,12,ATS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,08,CTT,-,-,-,2,19,9.5,9,10,ATS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,0K-09,SPEC ED,-,-,12:1:1,1,7,7,7,7,ATS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,MS Core,GEN ED,MATH,-,-,3,47,15.7,15,16,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,MS Core,GEN ED,SCIENCE,-,-,4,64,16,15,18,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,MS Core,GEN ED,SOCIAL STUDIES,-,-,2,35,17.5,17,18,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,MS Core,CTT,MATH,-,-,9,156,17.3,15,19,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,MS Core,CTT,SCIENCE,-,-,8,135,16.9,15,18,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,MS Core,CTT,SOCIAL STUDIES,-,-,6,101,16.8,16,18,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,1,24,24,24,24,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,1,17,17,17,17,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,1,16,16,16,16,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,ENGLISH,OTHER,-,1,13,13,13,13,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 9,-,4,89,22.3,22,23,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 10,-,3,70,23.3,22,25,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 11,-,3,65,21.7,19,23,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 12,-,3,66,22,19,25,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,CTT,ENGLISH,OTHER,-,1,14,14,14,14,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,1,24,24,24,24,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,CTT,MATH,ALGEBRA,-,8,172,21.5,18,24,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,CTT,MATH,GEOMETRY,-,3,71,23.7,23,25,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,1,25,25,25,25,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,-,1,26,26,26,26,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,SCIENCE,OTHER,-,2,40,20,15,25,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,CTT,SCIENCE,LIVING ENVIRONMENT,-,3,66,22,19,24,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,CTT,SCIENCE,CHEMISTRY,-,4,99,24.8,24,27,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,CTT,SCIENCE,PHYSICS,-,3,64,21.3,19,25,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,CTT,SCIENCE,OTHER,-,1,27,27,27,27,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,1,27,27,27,27,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,1,28,28,28,28,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 9,-,3,60,20,18,22,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 10,-,4,94,23.5,22,26,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,US HISTORY,-,4,85,21.3,18,25,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,US GOVERNMENT,-,2,53,26.5,26,27,STARS,
M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,,,,,,,,,,,,12.6
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,3,55,18.3,10,24,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,3,67,22.3,22,23,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,3,59,19.7,14,28,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,2,49,24.5,20,29,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 10,-,1,10,10,10,10,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,8,159,19.9,10,32,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,5,83,16.6,13,22,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,SPEC ED,MATH,ALGEBRA,-,1,10,10,10,10,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,4,108,27,21,33,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,4,106,26.5,19,34,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,-,2,42,21,21,21,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,CTT,SCIENCE,EARTH SCIENCE,-,2,64,32,32,32,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,CTT,SCIENCE,LIVING ENVIRONMENT,-,2,68,34,34,34,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,SPEC ED,SCIENCE,LIVING ENVIRONMENT,-,2,20,10,10,10,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,4,68,17,11,25,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,3,74,24.7,22,26,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,3,54,18,10,24,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,3,58,19.3,18,21,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 9,-,1,28,28,28,28,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 10,-,1,26,26,26,26,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,CTT,SOCIAL STUDIES,US HISTORY,-,1,28,28,28,28,STARS,
M,1,M509,MARTA VALLE SECONDARY SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,1,10,10,10,10,STARS,
