ID,Business Name,Trade Name,Industry,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number
215,"ZAMBUTO, JOSEPH I",,AUCTIONEER (DAY),1446840,,,,,,8094,Other,,
216,"STRONGIN, BARBARA N",,AUCTIONEER (DAY),849133,,,,,,8827,Other,,
217,"HUTTER, ADAM P",,AUCTIONEER (DAY),912910,,,,,,10522,Other,,
218,"WESTER, RICK",,AUCTIONEER (DAY),980001,,,,,,10522,Other,,
219,"KIFFER, J",,AUCTIONEER (DAY),977417,,,,,,10526,Other,,
220,"VILLANI, RAYMOND M.",,AUCTIONEER (DAY),1317201,,,,,,10528,Other,,
221,"BUNDA, ROBERT M",,AUCTIONEER (DAY),1417318,,,,,,10538,Other,,
222,"NORMAN, DAVID C",,AUCTIONEER (DAY),924730,,,,,,10538,Other,,
223,"HERMACINSKI, URSULA J",,AUCTIONEER (DAY),917819,,,,,,10543,Other,,
224,"HAZZARD, GEORGE",,AUCTIONEER (DAY),1231638,,,,,,10549,Other,,
225,"LIMMER, MOLLY M",,AUCTIONEER (DAY),1154723,,,,,,10570,Other,,
226,"RUSCIANO, ANTHONY",,AUCTIONEER (DAY),796385,,,,,,10583,Other,,
227,"ZACHARIA, JEFFREY",,AUCTIONEER (DAY),1285129,,,,,,10583,Other,,
228,"PRESCOTT-WALKER, CHRISTINA",,AUCTIONEER (DAY),997295,,,,,,10590,Other,,
229,"TEN HOLDER, MAARTEN M",,AUCTIONEER (DAY),1224992,,,,,,10597,Other,,
230,"EVANS, GLENN E",,AUCTIONEER (DAY),1382662,,,,,,10598,Other,,
231,"HARMER, KEITH A",,AUCTIONEER (DAY),1345246,,,,,,10598,Other,,
232,"ROMERO, LOUIS",,AUCTIONEER (DAY),865604,,,,,,10705,Other,,
233,"LECKY, THOMAS F",,AUCTIONEER (DAY),1135170,,,,,,10706,Other,,
234,"GRECO, PAUL V",,AUCTIONEER (DAY),1382541,,,,,,10804,Other,,
235,"RUANE, PETER J",,AUCTIONEER (DAY),860854,,,,,,10901,Other,,
236,"PRICE, SHARI",,AUCTIONEER (DAY),1169220,,,,,,10926,Other,,
237,"KAUFMAN, PHILIP",,AUCTIONEER (DAY),492768,,,,,,10962,Other,,
238,"JAREMA, JR. WILLIAM W",,AUCTIONEER (DAY),1200999,,,,,,10980,Other,,
239,"TESORIERO, JR. ANTHONY B.",,AUCTIONEER (DAY),935861,,,,,,11003,Other,,
240,"ZERVOS, MARIOS",,AUCTIONEER (DAY),1271732,,,,,,11004,Other,,
241,"MAUTHNER, HERB",,AUCTIONEER (DAY),869162,,,,,,11021,Other,,
242,"RAFIMAYERI, ROBIN",,AUCTIONEER (DAY),1440280,,,,,,11021,Other,,
243,"HENDELMAN, ELIEZER",,AUCTIONEER (DAY),970451,,,,,,11024,Other,,
244,"LURAY-MARX, ELYSE",,AUCTIONEER (DAY),995713,,,,,,11050,Other,,
245,"PRINCE-CLATEMAN, JESSICA L",,AUCTIONEER (DAY),1097640,,,,,,11050,Other,,
246,"NOVAKOVIC, PETER",,AUCTIONEER (DAY),1375741,,,,,,11501,Other,,
247,"GOLDSMITH, STEPHEN",,AUCTIONEER (DAY),1208097,,,,,,11509,Other,,
248,"KOUFOS, DENIS",,AUCTIONEER (DAY),1283979,,,,,,11509,Other,,
249,"BRENNAN, ALFRED C",,AUCTIONEER (DAY),696410,,,,,,11510,Other,,
250,"HEANEY JR, CORNELIUS",,AUCTIONEER (DAY),720956,,,,,,11530,Other,,
251,"FERRARA, JOSEPH",,AUCTIONEER (DAY),866495,,,,,,11548,Other,,
252,"ICKOWICS, MICHELLE",,AUCTIONEER (DAY),1425301,,,,,,11552,Other,,
253,"DEANGELIS, VINCENT J.",,AUCTIONEER (DAY),1127571,,,,,,11554,Other,,
254,"WILK, ALBERT",,AUCTIONEER (DAY),1432269,,,,,,11557,Other,,
255,"MALDONADO, ISMAEL",,AUCTIONEER (DAY),1303750,,,,,,11558,Other,,
256,"BROOKS, DOUGLAS L",,AUCTIONEER (DAY),978915,,,,,,11559,Other,,
257,"ROLAND, WILLIAM  J",,AUCTIONEER (DAY),1336346,,,,,,11560,Other,,
258,"MCNELIS, JAMES P.",,AUCTIONEER (DAY),1375638,,,,,,11561,Other,,
259,"LINWOOD, ROBERT S",,AUCTIONEER (DAY),523501,,,,,,11566,Other,,
260,"SEIPP, FRANK EDWIN",,AUCTIONEER (DAY),732234,,,,,,11570,Other,,
261,"WEISS, PHILIP R",,AUCTIONEER (DAY),869965,,,,,,11572,Other,,
262,"STACK, HARVEY G",,AUCTIONEER (DAY),522763,,,,,,11576,Other,,
263,"MILLMAN, ALAN S",,AUCTIONEER (DAY),1155273,,,,,,11577,Other,,
264,"BORGESE, MARY",,AUCTIONEER (DAY),849212,,,,,,11580,Other,,
265,"SCHOCHET, DANNY A",,AUCTIONEER (DAY),843094,,,,,,11581,Other,,
266,ELIOT B. MILLMAN,,AUCTIONEER (DAY),698701,,,,,,11598,Other,,
267,"GREENSTEIN, JONATHAN E",,AUCTIONEER (DAY),1144974,,,,,,11598,Other,,
268,"BADER, DONALD G.",,AUCTIONEER (DAY),865815,,,,,,11706,Other,,
269,"STACK, LAWRENCE R",,AUCTIONEER (DAY),798114,,,,,,11709,Other,,
270,"GORELICK, STEVEN L",,AUCTIONEER (DAY),841437,,,,,,11710,Other,,
271,"SKOLNICK, MITCHELL",,AUCTIONEER (DAY),793108,,,,,,11710,Other,,
272,"NELSON, GEORGE V",,AUCTIONEER (DAY),1300011,,,,,,11716,Other,,
273,"CORNELL, THOMAS",,AUCTIONEER (DAY),766965,,,,,,11719,Other,,
274,"GARLAND, GARY A",,AUCTIONEER (DAY),860295,,,,,,11721,Other,,
275,"ESTREICH, LAWRENCE A.",,AUCTIONEER (DAY),1247619,,,,,,11725,Other,,
276,"POSNER, LAWRENCE",,AUCTIONEER (DAY),847081,,,,,,11725,Other,,
277,"TRIMBOLI, GERARD S",,AUCTIONEER (DAY),935417,,,,,,11725,Other,,
278,"PRAEGER, ROY H",,AUCTIONEER (DAY),874469,,,,,,11730,Other,,
279,"KOSTER, RUSSELL M",,AUCTIONEER (DAY),793806,,,,,,11735,Other,,
280,"GAETA, ROBERT J",,AUCTIONEER (DAY),1339897,,,,,,11741,Other,,
281,"KOSTER, RANDALL G",,AUCTIONEER (DAY),867346,,,,,,11743,Other,,
282,"CASTAGNA, EDWARD",,AUCTIONEER (DAY),1405022,,,,,,11747,Other,,
283,"KREINDLER, HERBERT L",,AUCTIONEER (DAY),820339,,,,,,11747,Other,,
284,"LOIACANO, KAREN",,AUCTIONEER (DAY),1435601,,,,,,11758,Other,,
285,"CARRINO, KIM J.",,AUCTIONEER (DAY),1004275,,,,,,11779,Other,,
286,"POPE, JOEL",,AUCTIONEER (DAY),794209,,,,,,11783,Other,,
287,"CONSTANTINO, DAVID A",,AUCTIONEER (DAY),1424944,,,,,,11791,Other,,
288,"MALTZ, DAVID R",,AUCTIONEER (DAY),762794,,,,,,11803,Other,,
289,"MALTZ, RICHARD B",,AUCTIONEER (DAY),1240836,,,,,,11803,Other,,
290,"SCHULTZ, RICHARD A.",,AUCTIONEER (DAY),1328225,,,,,,11803,Other,,
291,FEIJOO VICTOR J,,AUCTIONEER (DAY),1399227,,,,,,11804,Other,,
292,"STRIANO, CHRISTOPHER",,AUCTIONEER (DAY),1358380,,,,,,11933,Other,,
293,"GALYNSKY, ALEXANDER",,AUCTIONEER (DAY),1441219,,,,,,11952,Other,,
294,"WITTENBERG, STUART",,AUCTIONEER (DAY),942218,,,,,,11969,Other,,
295,"CURIEL, FRANCOIS",,AUCTIONEER (DAY),761369,,,,,,1208,Other,,
296,"CHERWIN, BARRY",,AUCTIONEER (DAY),822502,,,,,,12477,Other,,
297,"JUDGE, ANDREW",,AUCTIONEER (DAY),848680,,,,,,12477,Other,,
298,"FRASER, COLIN G",,AUCTIONEER (DAY),913485,,,,,,12498,Other,,
299,GRANT. JOANNE C,,AUCTIONEER (DAY),980819,,,,,,12518,Other,,
300,"BURGE, CHRISTOPHER",,AUCTIONEER (DAY),761543,,,,,,12534,Other,,
301,"FRENCH, KENNETH",,AUCTIONEER (DAY),1133664,,,,,,12563,Other,,
302,"WAHLGREN, FRANCIS",,AUCTIONEER (DAY),868229,,,,,,12572,Other,,
303,"PRESTI, KENNETH A.",,AUCTIONEER (DAY),1222221,,,,,,12738,Other,,
304,"BRZOSTEK, BERNARD J.",,AUCTIONEER (DAY),1455810,,,,,,13027,Other,,
305,"LYON, JACK H",,AUCTIONEER (DAY),862589,,,,,,13057,Other,,
306,"SCHERRER, RUSS",,AUCTIONEER (DAY),1176931,,,,,,14052,Other,,
307,"WHITEBREAD, MICHAEL G.",,AUCTIONEER (DAY),1312646,,,,,,17403,Other,,
308,"DENNIS, FRANK",,AUCTIONEER (DAY),1439108,,,,,,18012,Other,,
309,"WEYMAN, TODD D.",,AUCTIONEER (DAY),1214107,,,,,,18077,Other,,
310,"WALKER-MCLEES, KELLY L",,AUCTIONEER (DAY),1360675,,,,,,18337-0285,Other,,
311,"SITAR, STEVEN M",,AUCTIONEER (DAY),1288995,,,,,,18411,Other,,
312,"LEWIS, BRENT",,AUCTIONEER (DAY),1338837,,,,,,18902,Other,,
313,"CLINTON, ROBERT H.",,AUCTIONEER (DAY),979900,,,,,,18942,Other,,
314,"POLLACK, JAMIE",,AUCTIONEER (DAY),1408627,,,,,,19053,Other,,
315,"BASEN, SONNIE A",,AUCTIONEER (DAY),1317176,,,,,,19123,Other,,
316,"HOLBROOK, STUART",,AUCTIONEER (DAY),1376070,,,,,,20005,Other,,
317,"DUNBAR, LEILA",,AUCTIONEER (DAY),1093218,,,,,,20007,Other,,
318,"ROSENBACH, STUART",,AUCTIONEER (DAY),1425520,,,,,,20815,Other,,
319,"BOTTONE, ROBERT S",,AUCTIONEER (DAY),1133307,,,,,,28269,Other,,
320,"ABDALLA, MICHAEL J",,AUCTIONEER (DAY),913914,,,,,,30328,Other,,
321,"BULEZIUK, MARK",,AUCTIONEER (DAY),1182103,,,,,,30549,Other,,
322,"BENIGNO, JOSEPH",,AUCTIONEER (DAY),1034704,,,,,,33054,Other,,
323,"ORLIN, KAREN J",,AUCTIONEER (DAY),1307896,,,,,,33134,Other,,
324,"COHEN, ALAN",,AUCTIONEER (DAY),790964,,,,,,33432,Other,,
325,"CUTICELL, JONATHAN PAUL",,AUCTIONEER (DAY),1387302,,,,,,34108,Other,,
326,"KING, JERRY C",,AUCTIONEER (DAY),862255,,,,,,35901,Other,,
327,"GRAFE, JUDD T",,AUCTIONEER (DAY),1443115,,,,,,55902,Other,,
328,"FINE, MICHAEL A",,AUCTIONEER (DAY),948180,,,,,,60015,Other,,
329,"SAYRE, BRUCE E",,AUCTIONEER (DAY),868698,,,,,,60062,Other,,
330,"GOODMAN, DAVID A",,AUCTIONEER (DAY),1383720,,,,,,60657,Other,,
331,"KORVER, ROBERT B",,AUCTIONEER (DAY),1096338,,,,,,75007,Other,,
332,"VOSS, ANDREA M",,AUCTIONEER (DAY),1320558,,,,,,75146,Other,,
333,"TITLEY, ANDREW J.",,AUCTIONEER (DAY),1422887,,,,,,75204,Other,,
334,"BEARDSLEY, EDWARD L",,AUCTIONEER (DAY),1183220,,,,,,75219,Other,,
335,"PETERSON, SCOTT A",,AUCTIONEER (DAY),1306933,,,,,,75229,Other,,
336,"FOOSE, SAMUEL W.",,AUCTIONEER (DAY),952360,,,,,,75238,Other,,
337,"SADLER, MICHAEL J",,AUCTIONEER (DAY),1304630,,,,,,76092,Other,,
338,"KRUSE, DANIEL J.",,AUCTIONEER (DAY),1250129,,,,,,78248,Other,,
339,"RZEPNIEWSKI, JASON D.",,AUCTIONEER (DAY),1332972,,,,,,78634,Other,,
340,"SHEEHAN, ROBERT",,AUCTIONEER (DAY),1332970,,,,,,78660,Other,,
341,"DALMENY, HARRY",,AUCTIONEER (DAY),1224985,,,,,,8TW,Other,,
342,"CHAIT, ISADORE M",,AUCTIONEER (DAY),1249623,,,,,,90210,Other,,
343,"HUBBARD, LISA",,AUCTIONEER (DAY),794848,,,,,,90402,Other,,
344,"CULLUM, KENNETH K",,AUCTIONEER (DAY),864353,,,,,,91311,Other,,
345,"MUZZARELLI, GUIDO T",,AUCTIONEER (DAY),790386,,,,,,91614,Other,,
346,"CARR, MICHAEL E",,AUCTIONEER (DAY),1310812,,,,,,92618,Other,,
347,"FRIEDEN, JEFFREY P.",,AUCTIONEER (DAY),1171054,,,,,,92651,Other,,
348,"LEE, BRIAN Z",,AUCTIONEER (DAY),1437598,,,,,,94104,Other,,
349,"HAYES, BRIAN",,AUCTIONEER (DAY),951703,,,,,,94114,Other,,
350,"MEADE, PATRICK",,AUCTIONEER (DAY),1183066,,,,,,94115,Other,,
351,"HATTON, FREDERIC",,AUCTIONEER (DAY),1123249,,,,,,94574,Other,,
352,"BOURNE, TIMOTHY JAMES",,AUCTIONEER (DAY),1415335,,,,,,CHINA,Other,,
353,"WYNDHAM, HENRY M",C/O SOUTHERBY'S,AUCTIONEER (DAY),923997,,,,,,GN73HK,Other,,
354,"SELLEY, PETER STEPHEN",,AUCTIONEER (DAY),1396796,,,,,,N89BP,Other,,
355,"GARNER, PHILIPPE D.",,AUCTIONEER (DAY),1127787,,,,,,NW61LB,Other,,
356,"ANNESLEY, ARTHUR NOEL G.",,AUCTIONEER (DAY),950782,,,,,,SE 21 7BJ,Other,,
357,"GORDON, GEORGE L",,AUCTIONEER (DAY),1000447,,,,,,SE116ST,Other,,
358,"PYLKKANE ESQ, JUHA P",,AUCTIONEER (DAY),1351667,,,,,,SW177DL,Other,,
359,"EDMEADES, EVELYN",,AUCTIONEER (DAY),1171526,,,,,,SW18 SPQ,Other,,
360,"MCVINISH, ANDREW",,AUCTIONEER (DAY),1379272,,,,,,SW4GAR,Other,,
361,"BARKER, OLIVER",,AUCTIONEER (DAY),1269750,,,,,,W6OES,Other,,
362,"BLAKE, DENNIS A",,AUCTIONEER (DAY),927001,,,,,,11004,Queens,,
363,"DOYLE, KEVIN",,AUCTIONEER (DAY),1440294,,,,,,11101,Queens,,
364,"O'CONNOR, THOMAS J",,AUCTIONEER (DAY),1301322,,,,,,11101,Queens,,
365,"ZAZA, JASON",,AUCTIONEER (DAY),984713,,,,,,11106,Queens,,
366,"ZHENG, JING SHENG",,AUCTIONEER (DAY),1437932,,,,,,11354,Queens,,
367,"LI, JING",,AUCTIONEER (DAY),1451746,,,,,,11355,Queens,,
368,"QIAO, JIAN",,AUCTIONEER (DAY),1441201,,,,,,11355,Queens,,
369,"WU, IVANNA",,AUCTIONEER (DAY),1433384,,,,,,11355,Queens,,
370,"ZHANG, LIANG",,AUCTIONEER (DAY),1430691,,,,,,11355,Queens,,
371,"ZHANG, WEI CHAO",,AUCTIONEER (DAY),1455070,,,,,,11355,Queens,,
372,"STYLIANOU, ANDREAS",,AUCTIONEER (DAY),864610,,,,,,11357,Queens,,
373,"WALSH, DEBORAH A",,AUCTIONEER (DAY),985918,,,,,,11357,Queens,,
374,"ACCETTA, JOSEPH",,AUCTIONEER (DAY),841932,,,,,,11358,Queens,,
375,"FERRARA, MARY ANNE",,AUCTIONEER (DAY),1130251,,,,,,11358,Queens,,
376,"NORCIA, EDWARD J",,AUCTIONEER (DAY),1130254,,,,,,11361,Queens,,
377,"TONG, XIAO FENG",,AUCTIONEER (DAY),1448336,,,,,,11364,Queens,,
378,"MA, GUANHONG",,AUCTIONEER (DAY),1447598,,,,,,11365,Queens,,
379,"BONNET, XIOMARA Y",,AUCTIONEER (DAY),1277032,,,,,,11369,Queens,,
380,"GILHOOLY, MICHAEL J",,AUCTIONEER (DAY),693772,,,,,,11370,Queens,,
381,"BARNETT, A MARIA",,AUCTIONEER (DAY),1349663,,,,,,11372-6639,Queens,,
382,"MORALES, HERMAN",,AUCTIONEER (DAY),1337880,,,,,,11373-1142,Queens,,
383,"LIN, HONG",,AUCTIONEER (DAY),1455066,,,,,,11377,Queens,,
384,"PODNIESINSKI, MICHAEL",,AUCTIONEER (DAY),1415460,,,,,,11377,Queens,,
385,"SANCHEZ, LUCIANO",,AUCTIONEER (DAY),1037338,,,,,,11418,Queens,,
386,"SCANDALIS, CHRISTOS",,AUCTIONEER (DAY),1417496,,,,,,11420,Queens,,
387,"MCKEITHAN, FREDRICK",,AUCTIONEER (DAY),844893,,,,,,10301,Staten Island,,
388,"LEUNG, DONALD",,AUCTIONEER (DAY),1392572,,,,,,10305,Staten Island,,
389,"POPIEL, ALANA",,AUCTIONEER (DAY),1450046,,,,,,10305,Staten Island,,
390,"SHARON, ARIE",,AUCTIONEER (DAY),951795,,,,,,10306,Staten Island,,
391,"ZISELMAN, STEVEN",,AUCTIONEER (DAY),919017,,,,,,10306,Staten Island,,
392,"MONEYPENNY, VICTOR M",,AUCTIONEER (DAY),1243694,,,,,,10308,Staten Island,,
393,"ALESTRA, DENNIS",,AUCTIONEER (DAY),840217,,,,,,10309,Staten Island,,
394,"ABRAMOVICH, ILYA",,AUCTIONEER (DAY),1274292,,,,,,10312,Staten Island,,
395,"BILA, VINCENT",,AUCTIONEER (DAY),769521,,,,,,10312,Staten Island,,
396,"SIEGEL, CLIFFORD D",,AUCTIONEER (DAY),1397559,,,,,,10312,Staten Island,,
397,KORAME CORP,,BILLIARD ROOM,1097138,"590 GRAND CONCOURSE, BRONX, NY 10451",590,GRAND CONCOURSE,BRONX,NY,10451,Bronx,,(718) 401-9100
398,"FLORES, YOLANDA",LOS AMIGOS BILLIARD ROOM,BILLIARD ROOM,1447726,"857 E 149TH ST, BRONX, NY 10455",857,E 149TH ST,BRONX,NY,10455,Bronx,,(646) 670-4616
399,"INOCENTE SPORT BAR RESTAURANT & LOUNGE, INC",,BILLIARD ROOM,1454609,"671 PROSPECT AVE, BRONX, NY 10455",671,PROSPECT AVE,BRONX,NY,10455,Bronx,,(347) 410-4233
400,HELLENIC EFFORTS CORP.,PARK BILLIARDS,BILLIARD ROOM,927341,"2020 WHITE PLAINS ROAD, BRONX, NY 10462",2020,WHITE PLAINS ROAD,BRONX,NY,10462,Bronx,,(718) 829-3051
401,J AND S AMERICA CORP,,BILLIARD ROOM,1222762,"2301 JEROME AVENUE, BRONX, NY 10468",2301,JEROME AVENUE,BRONX,NY,10468,Bronx,,(718) 220-2455
402,CUE LOUNGE CORP.,,BILLIARD ROOM,1402789,"1107 EAST GUN HILL RD, BRONX, NY 10469",1107,EAST GUN HILL RD,BRONX,NY,10469,Bronx,,(718) 547-4800
403,STAR BILLIARDS LLC,,BILLIARD ROOM,1367793,"1590 WESTCHESTER AVE, BRONX, NY 10472",1590,WESTCHESTER AVE,BRONX,NY,10472,Bronx,2 FL,(718) 893-4360
404,MR. LUCKY INC,,BILLIARD ROOM,1440601,"533 LIBERTY AVE, BROOKLYN, NY 11207",533,LIBERTY AVE,BROOKLYN,NY,11207,Brooklyn,,(718) 483-9191
405,BAY RIDGE BILLIARDS INC,BAY RIDGE BILLARDS,BILLIARD ROOM,1399355,"503 OVINGTON AVE, BROOKLYN, NY 11209",503,OVINGTON AVE,BROOKLYN,NY,11209,Brooklyn,AKA 503-507 OVINGTON AVE,(718) 921-2694
406,STATUS Q BILLIARDS INC,,BILLIARD ROOM,888929,"8218 3 AVENUE, BROOKLYN, NY 11209",8218,   3 AVENUE,BROOKLYN,NY,11209,Brooklyn,,(718) 836-0805
407,750 GRAND STREET BILLIARDS LLC,,BILLIARD ROOM,1245564,"750 GRAND STREET, BROOKLYN, NY 11211",750,GRAND STREET,BROOKLYN,NY,11211,Brooklyn,,(646) 610-1212
408,100 FUN BILLIARD INC.,,BILLIARD ROOM,1330485,"928 60 STREET, BROOKLYN, NY 11219",928,  60 STREET,BROOKLYN,NY,11219,Brooklyn,,(718) 436-8883
409,8TH AVENUE BILLIARD HALL AND CAFE INC,,BILLIARD ROOM,1322881,"728 61 STREET, BROOKLYN, NY 11220",728,  61 STREET,BROOKLYN,NY,11220,Brooklyn,,(718) 492-4131
410,"SUNDAY POOL ROOM, CORP",,BILLIARD ROOM,1346903,"5314 3 AVENUE, BROOKLYN, NY 11220",5314,   3 AVENUE,BROOKLYN,NY,11220,Brooklyn,,(347) 668-5920
411,777 PYRAMIDA INC,,BILLIARD ROOM,1401519,"1828 MCDONALD AVENUE, BROOKLYN, NY 11223",1828,MCDONALD AVENUE,BROOKLYN,NY,11223,Brooklyn,,(347) 547-9444
412,GOTHAM CITY BILLIARD CLUB LLC,,BILLIARD ROOM,1135785,"93 AVENUE U, BROOKLYN, NY 11223",93,AVENUE U,BROOKLYN,NY,11223,Brooklyn,,(718) 714-1002
413,"SKYLINE BILLIARD CLUB, INC",,BILLIARD ROOM,1190289,"2515 MCDONALD AVENUE, BROOKLYN, NY 11223",2515,MCDONALD AVENUE,BROOKLYN,NY,11223,Brooklyn,2 FLR,(718) 627-3407
414,NEW ERA BILLIARD ENTERTAINMENT CITY INC,LIN'S ENTERPRISE GROUP,BILLIARD ROOM,1130373,"4008 8 AVENUE, BROOKLYN, NY 11232",4008,   8 AVENUE,BROOKLYN,NY,11232,Brooklyn,4008-4010 8 AVE,(718) 853-7987
415,K & W BILLIARDS CORP.,CLUB BOARD WALK BILLIARDS,BILLIARD ROOM,1159345,"722 BRIGHTON BEACH AVENUE, BROOKLYN, NY 11235",722,BRIGHTON BEACH AVENUE,BROOKLYN,NY,11235,Brooklyn,,(718) 934-7777
416,CLAWSON BILLIARDS INC.,CUE TIME BILLIARDS,BILLIARD ROOM,1417474,"319 CLAWSON ST, BROOKLYN, NY 11236",319,CLAWSON ST,BROOKLYN,NY,11236,Brooklyn,,(718) 987-7176
417,308-16 BILLIARD INC,,BILLIARD ROOM,854455,"308-16 FLATBUSH AVENUE, BROOKLYN, NY 11238",308-16,FLATBUSH AVENUE,BROOKLYN,NY,11238,Brooklyn,,(718) 859-5555
418,FOREST BILLIARDS CORP,,BILLIARD ROOM,1416774,"35 E BROADWAY, NEW YORK, NY 10002",35,E BROADWAY,NEW YORK,NY,10002,Manhattan,2ND FL,(917) 868-8661
419,CORNER BILLIARDS CORPORATION,AMSTERDAM BILLIARDS & BAR,BILLIARD ROOM,1248514,"110 EAST   11 STREET, NEW YORK, NY 10003",110,EAST   11 STREET,NEW YORK,NY,10003,Manhattan,,(212) 995-0333
420,"BILLIARD BALLS MANAGEMENT, LLC",,BILLIARD ROOM,1318886,"54 WEST   21 STREET, NEW YORK, NY 10010",54,WEST   21 STREET,NEW YORK,NY,10010,Manhattan,,(212) 989-0096
421,SOHO BILLIARD SPORT CENTER INC,,BILLIARD ROOM,888932,"298 MULBERRY STREET, NEW YORK, NY 10012",298,MULBERRY STREET,NEW YORK,NY,10012,Manhattan,,(212) 925-3753
422,"128 BILLIARD, INC",,BILLIARD ROOM,1143742,"128 ELIZABETH STREET, NEW YORK, NY 10013",128,ELIZABETH STREET,NEW YORK,NY,10013,Manhattan,,(212) 925-8219
423,FELDOR BILLARDS INC,,BILLIARD ROOM,905461,"75 CHRISTOPHER STREET, NEW YORK, NY 10014",75,CHRISTOPHER STREET,NEW YORK,NY,10014,Manhattan,CELLAR,(212) 675-6056
424,"JWS ENTERPRISES, INC",,BILLIARD ROOM,1212463,"163 EAST   86 STREET, NEW YORK, NY 10028",163,EAST   86 STREET,NEW YORK,NY,10028,Manhattan,2 FLOOR,(212) 831-7665
425,EUROS EL TINA RESTAURANT LOUNGE AND BILLIARDS CORP,,BILLIARD ROOM,1395738,"500 W 207TH ST, NEW YORK, NY 10034",500,W 207TH ST,NEW YORK,NY,10034,Manhattan,,(212) 304-9810
426,POST BILLARDS - CAFE INC,,BILLIARD ROOM,935748,"154 POST AVENUE, NEW YORK, NY 10034",154,POST AVENUE,NEW YORK,NY,10034,Manhattan,2ND FLOOR,(212) 569-1840
427,"SHOWPLACE ENTERTAINMENT CENTER, LLC",,BILLIARD ROOM,1231049,"141 EAST SERVICE ROAD, STATEN ISLAND, NY 10314",141,EAST SERVICE ROAD,STATEN ISLAND,NY,10314,Other,,(718) 477-2695
428,OLYMPIAN SUMMIT INC,,BILLIARD ROOM,981246,"35-25 STEINWAY STREET, LONG ISLND CITY, NY 11101",35-25,STEINWAY STREET,LONG ISLND CITY,NY,11101,Queens,,(718) 472-2124
429,ALEX'S CLUB CORP,ASTORIA BILLIARDS,BILLIARD ROOM,915650,"3515 30TH AVE, ASTORIA, NY 11103",3515,30TH AVE,ASTORIA,NY,11103,Queens,,(718) 545-8100
430,"PARADISE CAFE & BILLIARDS, LTD.",,BILLIARD ROOM,1031548,"38-04 48 STREET, SUNNYSIDE, NY 11104",38-04,  48 STREET,SUNNYSIDE,NY,11104,Queens,,(718) 707-0147
431,OLYMPIA CAFE BILLIARDS CORP,,BILLIARD ROOM,899730,"23-44 STEINWAY STREET, ASTORIA, NY 11105",23-44,STEINWAY STREET,ASTORIA,NY,11105,Queens,,(718) 278-4460
432,ASTORIA BAR & BILLIARDS LLC,BRAEK,BILLIARD ROOM,1229858,"32-08 BROADWAY, QUEENS, NY 11106",32-08,BROADWAY,QUEENS,NY,11106,Queens,,(718) 777-5400
433,154 SEVEN BILLIARD CORP,,BILLIARD ROOM,1387231,"154-08 NORTHERN BLVD, FLUSHING, NY 11354",154-08,NORTHERN BLVD,FLUSHING,NY,11354,Queens,STE 1BF,(917) 337-2123
434,CAROM CAFE BILLIARDS INC,,BILLIARD ROOM,1073449,"34-02 LINDEN PLACE, QUEENS, NY 11354",34-02,LINDEN PLACE,QUEENS,NY,11354,Queens,,(718) 358-5413
435,SEVEN BILLIARDS CORP,,BILLIARD ROOM,1206063,"35-18 150 PLACE, FLUSHING, NY 11354",35-18, 150 PLACE,FLUSHING,NY,11354,Queens,BASEMENT,(347) 249-6767
436,SHINE BILLIARD CORP.,EMPIRE BILLIARDS & CAFE,BILLIARD ROOM,1235180,"32-02 LINDEN PLACE, FLUSHING, NY 11354",32-02,LINDEN PLACE,FLUSHING,NY,11354,Queens,,(718) 321-3949
437,VECHE ENTERTAINMENT CORP,,BILLIARD ROOM,1434257,"3511A PRINCE ST, FLUSHING, NY 11354",3511A,PRINCE ST,FLUSHING,NY,11354,Queens,,(718) 353-6800
438,CHANG'S BILLIARD & CAFE CORP,THREE STAR BILLIARD,BILLIARD ROOM,1354446,"45-42 162 STREET, FLUSHING, NY 11358",45-42, 162 STREET,FLUSHING,NY,11358,Queens,,(718) 358-5767
439,"JJ FUNTORY, INC.",,BILLIARD ROOM,1400117,"164-25 NORTHERN BLVD, FLUSHING, NY 11358",164-25,NORTHERN BLVD,FLUSHING,NY,11358,Queens,,(718) 445-2780
440,"MILLENNIUM CAFE & BILLIARD OF NY, INC",,BILLIARD ROOM,1277983,"34-43 FRANCIS LEWIS BOULEVARD, QUEENS, NY 11358",34-43,FRANCIS LEWIS BOULEVARD,QUEENS,NY,11358,Queens,,(718) 353-7500
441,"FAME BILLIARDS, INC.",CUE BAR,BILLIARD ROOM,1275284,"45-18 BELL BOULEVARD, BAYSIDE, NY 11361",45-18,BELL BOULEVARD,BAYSIDE,NY,11361,Queens,,(718) 631-2646
442,LITTLE NECK BILLIARDS II CORP,,BILLIARD ROOM,1314372,"250-21 NORTHERN BLVD, LITTLE NECK, NY 11362",250-21,NORTHERN BLVD,LITTLE NECK,NY,11362,Queens,,(718) 224-1920
443,BQE CAFE BILLIARDS INC,,BILLIARD ROOM,889149,"70-02 34 AVENUE, JACKSON HTS, NY 11372",70-02,  34 AVENUE,JACKSON HTS,NY,11372,Queens,,(718) 779-4348
