ID,Business Name,Trade Name,Facility Type,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number,Number of Spaces,Number of Bike Spaces
134,30 GARAGE CORP.,,Parking Garage,1188527,"30 EAST END AVENUE, NEW YORK, NY 10028",30,EAST END AVENUE,NEW YORK,NY,10028,Manhattan,,(212) 736-7171,51,5
135,30 OPERATING LLC,,Parking Garage,1415239,"320 WEST 30 STREET, NEW YORK, NY 10001",320,WEST 30 STREET,NEW YORK,NY,10001,Manhattan,,(212) 575-5335,82,8
136,300 EAST 74 STREET CAR PARK LLC,GGMC,Parking Garage,1076826,"300 EAST   74 STREET, NEW YORK, NY 10021",300,EAST   74 STREET,NEW YORK,NY,10021,Manhattan,,(212) 996-6363,94,9
137,300 PARKING INC,,Parking Garage,1010039,"300 WEST   55 STREET, NEW YORK, NY 10019",300,WEST   55 STREET,NEW YORK,NY,10019,Manhattan,,(212) 736-7171,92,9
138,3000 JEROME PARKING CORP.,,Parking Garage,1277259,"3000 JEROME AVENUE, BRONX, NY 10468",3000,JEROME AVENUE,BRONX,NY,10468,Bronx,,(718) 329-0617,100,10
139,301 PARK CORP,,Parking Garage,932155,"301 EAST   64 STREET, NEW YORK, NY 10021",301,EAST   64 STREET,NEW YORK,NY,10021,Manhattan,,(212) 473-0135,84,8
140,304 WEST 49TH PARKING CORP,,Parking Garage,1452642,"304-6 W 49TH ST, NEW YORK, NY 10019",304-6,W 49TH ST,NEW YORK,NY,10019,Manhattan,,(212) 736-7171,205,
141,304060 PARKING LLC,,Parking Garage,1234291,"30 EAST    9 STREET, NEW YORK, NY 10003",30,EAST    9 STREET,NEW YORK,NY,10003,Manhattan,,(212) 686-9800,94,9
142,304060 PARKING LLC,,Parking Garage,1234399,"40 EAST 9TH STREET, NEW YORK, NY 10003",40,EAST 9TH STREET,NEW YORK,NY,10003,Manhattan,,(212) 674-7291,78,7
143,304060 PARKING LLC,,Parking Garage,1234400,"60 EAST    9 STREET, NEW YORK, NY 10003",60,EAST    9 STREET,NEW YORK,NY,10003,Manhattan,,(212) 686-9800,100,10
144,305 E 86TH PARKING LLC,,Parking Garage,368400,"305 EAST   86 STREET, NEW YORK, NY 10028",305,EAST   86 STREET,NEW YORK,NY,10028,Manhattan,AKA 1660 2 AVENUE,(212) 688-6800,168,16
145,305 EAST 80TH PARKING LLC,,Parking Garage,1308680,"305 EAST   80 STREET, NEW YORK, NY 10075",305,EAST   80 STREET,NEW YORK,NY,10075,Manhattan,305-309 E 80 ST,(212) 628-3121,233,20
146,"310 EAST 48TH STREET GARAGE, LLC",,Parking Garage,1155370,"308-316 EAST   48 STREET, NEW YORK, NY 10017",308-316,EAST   48 STREET,NEW YORK,NY,10017,Manhattan,,(212) 888-7400,300,21
147,310 LEX PARKING MGMT LLC.,,Parking Garage,1246823,"310 LEXINGTON AVENUE, NEW YORK, NY 10016",310,LEXINGTON AVENUE,NEW YORK,NY,10016,Manhattan,,(860) 522-7641,26,
148,311 PARKING CORP,,Parking Garage,1102792,"311 WEST   50 STREET, NEW YORK, NY 10019",311,WEST   50 STREET,NEW YORK,NY,10019,Manhattan,,(212) 265-6275,60,6
149,315 E 70 GARAGE CORP.,,Parking Garage,1266504,"315 EAST   70 STREET, NEW YORK, NY 10021",315,EAST   70 STREET,NEW YORK,NY,10021,Manhattan,,(212) 736-7171,49,
150,315 EAST 21ST STREET CO. LLC,,Parking Garage,1307939,"315 EAST   21 STREET, NEW YORK, NY 10010",315,EAST   21 STREET,NEW YORK,NY,10010,Manhattan,,(718) 896-9600,18,
151,315 EAST 65TH PARKING LLC,,Parking Garage,1251169,"322 EAST   66 STREET, NEW YORK, NY 10021",322,EAST   66 STREET,NEW YORK,NY,10021,Manhattan,,(212) 570-1732,50,
152,3223 JOHNSON SERVICES INC,,Garage - Parking Lot Combo,831034,"3223 JOHNSON AVENUE, BRONX, NY 10463",3223,JOHNSON AVENUE,BRONX,NY,10463,Bronx,3223-25 JOHNSON AVE,(718) 585-3857,36,
153,"323 WEST 34 STREET, LLC",MEYERS PARKING,Parking Garage,1182737,"323-345 WEST   34 STREET, NEW YORK, NY 10001",323-345,WEST   34 STREET,NEW YORK,NY,10001,Manhattan,,(212) 502-5490,500,23
154,"325 FIFTH CAR PARK, LLC",,Parking Garage,1318584,"325 FIFTH AVENUE, NEW YORK, NY 10016",325,FIFTH AVENUE,NEW YORK,NY,10016,Manhattan,,(212) 996-6363,174,17
155,327-335 EAST 9 REALTY LLC,,Parking Lot,1394856,"327 E 9TH ST, NEW YORK, NY 10003",327,E 9TH ST,NEW YORK,NY,10003,Manhattan,,(212) 661-2700,9,
156,"33 ST OPERATING, LLC.",,Parking Garage,1241305,"35 WEST   33 STREET, NEW YORK, NY 10001",35,WEST   33 STREET,NEW YORK,NY,10001,Manhattan,,(212) 575-5335,34,
157,330 THIRD AVE. PARKING CORP,,Parking Garage,1399460,"514 W 168 ST, NEW YORK, NY 10032",514,W 168 ST,NEW YORK,NY,10032,Manhattan,,(212) 243-5900,35,
158,330 THIRD PARKING CORP,,Parking Garage,1402662,"330 3 AVE, NEW YORK, NY 10010",330,   3 AVE,NEW YORK,NY,10010,Manhattan,,(212) 736-7171,42,
159,331 50 STREET PARKING CORP,,Parking Garage,982918,"336 WEST   51 STREET, NEW YORK, NY 10019",336,WEST   51 STREET,NEW YORK,NY,10019,Manhattan,,(212) 737-3279,124,12
160,333 EAST 46TH ST PARKING LLC,,Parking Garage,915987,"333 EAST   46 STREET, NEW YORK, NY 10017",333,EAST   46 STREET,NEW YORK,NY,10017,Manhattan,,(212) 686-9800,34,
161,333 GARAGE CORP,,Parking Garage,367866,"333 EAST   69 STREET, NEW YORK, NY 10021",333,EAST   69 STREET,NEW YORK,NY,10021,Manhattan,,(212) 658-1529,67,6
162,333 W 46TH ST CORP,,Parking Lot,469197,"327 WEST   46 STREET, NEW YORK, NY 10036",327,WEST   46 STREET,NEW YORK,NY,10036,Manhattan,339,(212) 265-8185,95,9
163,334 PARKING CORP,RAPID PARK,Parking Garage,912191,"302 EAST   96 STREET, NEW YORK, NY 10128",302,EAST   96 STREET,NEW YORK,NY,10128,Manhattan,302-4 E 96TH ST,(212) 866-1000,90,9
164,337 PARKING LLC,,Parking Garage,1312358,"337 EAST   64 STREET, NEW YORK, NY 10065",337,EAST   64 STREET,NEW YORK,NY,10065,Manhattan,,(212) 879-9796,300,21
165,34 NORTH 7TH PARKING CORP,,Parking Garage,1425382,"34 N 7TH ST, BROOKLYN, NY 11211",34,N 7TH ST,BROOKLYN,NY,11211,Brooklyn,,(212) 736-7171,142,14
166,34 STREET PARKING CORP,,Parking Lot,976181,"435 10 AVENUE, NEW YORK, NY 10001",435,  10 AVENUE,NEW YORK,NY,10001,Manhattan,435-445,(212) 736-7171,99,9
167,340 E 34 GARAGE CORP,,Parking Garage,1245680,"340 EAST   34 STREET, NEW YORK, NY 10016",340,EAST   34 STREET,NEW YORK,NY,10016,Manhattan,,(212) 736-7171,41,
168,344 W 45TH ST CORP,,Parking Lot,699505,"344 WEST   45 STREET, NEW YORK, NY 10036",344,WEST   45 STREET,NEW YORK,NY,10036,Manhattan,6,(212) 265-8189,40,
169,344 WEST 45TH ST CORP,,Parking Lot,429530,"350 WEST   45 STREET, NEW YORK, NY 10036",350,WEST   45 STREET,NEW YORK,NY,10036,Manhattan,52,(212) 265-8189,41,
170,345 EAST GARAGE CORP,,Parking Garage,1074776,"345 EAST   80 STREET, NEW YORK, NY 10075",345,EAST   80 STREET,NEW YORK,NY,10075,Manhattan,,(212) 736-7171,220,20
171,3480 THIRD AVE PARKING INC,,Parking Garage,1387896,"3480 THIRD AVE, BRONX, NY 10456",3480,THIRD AVE,BRONX,NY,10456,Bronx,,(917) 292-0463,50,
172,34TH AND NINTH PARKING LLC,,Parking Lot,1166499,"436-438 9 AVENUE, NEW YORK, NY 10001",436-438,   9 AVENUE,NEW YORK,NY,10001,Manhattan,,(212) 686-9800,140,14
173,"350 WEST 43RD CAR PARK, LLC",GGMC,Parking Garage,1195162,"350 WEST   43 STREET, NEW YORK, NY 10036",350,WEST   43 STREET,NEW YORK,NY,10036,Manhattan,,(212) 996-6363,59,5
174,"355 E. 72ND GARAGE, CORP",,Parking Garage,1184091,"355 EAST   72 STREET, NEW YORK, NY 10021",355,EAST   72 STREET,NEW YORK,NY,10021,Manhattan,,(212) 736-7171,31,
175,"355 EAST 76TH GARAGE, LLC",BANNER GARAGE,Parking Garage,1422820,"355 E 76TH ST, NEW YORK, NY 10021",355,E 76TH ST,NEW YORK,NY,10021,Manhattan,,(212) 486-5106,260,20
176,36-36 PRINCE PARKING LLC,,Parking Garage,1259179,"36-36 PRINCE STREET, FLUSHING, NY 11354",36-36,PRINCE STREET,FLUSHING,NY,11354,Queens,,(718) 358-0001,162,16
177,365 MANAGEMENT CORP,,Garage - Parking Lot Combo,1379117,"4125 KISSENA BOULEVARD, FLUSHING, NY 11355",4125,KISSENA BOULEVARD,FLUSHING,NY,11355,Queens,,(718) 882-3671,197,19
178,"37 EAST, LLC",,Garage - Parking Lot Combo,1228910,"415 EAST   37 STREET, NEW YORK, NY 10016",415,EAST   37 STREET,NEW YORK,NY,10016,Manhattan,,(212) 564-3199,60,6
179,375 HUD PARKING LLC,,Parking Garage,1010916,"375 HUDSON STREET, NEW YORK, NY 10014",375,HUDSON STREET,NEW YORK,NY,10014,Manhattan,,(212) 686-9800,100,10
180,3896 PARKING CORP,,Parking Garage,1267813,"3896 10 AVENUE, NEW YORK, NY 10034",3896,  10 AVENUE,NEW YORK,NY,10034,Manhattan,,(212) 569-6508,195,19
181,395 PARKING CORP,,Parking Lot,469630,"395 BROOME STREET, NEW YORK, NY 10013",395,BROOME STREET,NEW YORK,NY,10013,Manhattan,,(212) 643-8631,85,8
182,39TH AND EIGHTH PARKING LLC,,Parking Garage,1232459,"310-312 WEST   39 STREET, NEW YORK, NY 10018",310-312,WEST   39 STREET,NEW YORK,NY,10018,Manhattan,,(212) 686-9800,171,17
183,4 EAST 76TH ST. GARAGE INC,,Parking Garage,429204,"4 EAST   76 STREET, NEW YORK, NY 10021",4,EAST   76 STREET,NEW YORK,NY,10021,Manhattan,,(212) 407-2516,86,8
184,400 GARAGE CORP.,,Parking Garage,1146406,"400 EAST   85 STREET, NEW YORK, NY 10028",400,EAST   85 STREET,NEW YORK,NY,10028,Manhattan,,(212) 736-7171,60,6
185,401 EAST 86TH STREET PARKING LLC,,Parking Garage,1196478,"401 EAST   86 STREET, NEW YORK, NY 10028",401,EAST   86 STREET,NEW YORK,NY,10028,Manhattan,,(212) 876-7669,46,
186,403 LAFAYETTE LLC,,Parking Garage,1026633,"403 LAFAYETTE STREET, NEW YORK, NY 10003",403,LAFAYETTE STREET,NEW YORK,NY,10003,Manhattan,,(212) 254-1263,267,20
187,411 PARKING INCORPORATED,,Parking Lot,1407991,"411 EAST TREMONT AVENUE, BRONX, NY 10457",411,EAST TREMONT AVENUE,BRONX,NY,10457,Bronx,,(718) 933-4893,43,
188,411 WEST 55TH STREET CORP,,Parking Garage,427688,"411 WEST   55 STREET, NEW YORK, NY 10019",411,WEST   55 STREET,NEW YORK,NY,10019,Manhattan,,(212) 866-1000,175,17
189,420 EAST 51ST PARKING PARTNERS LLC,,Parking Garage,1413026,"420 EAST   51 STREET, NEW YORK, NY 10022",420,EAST   51 STREET,NEW YORK,NY,10022,Manhattan,,(212) 838-7565,105,10
190,420 EAST 53RD PARKING LLC,,Parking Garage,1312853,"420 EAST   53 STREET, NEW YORK, NY 10022",420,EAST   53 STREET,NEW YORK,NY,10022,Manhattan,,(212) 759-5290,270,20
191,420 EAST 72ND GARAGE CORP,,Parking Garage,1412461,"420 EAST   72 STREET, NEW YORK, NY 10021",420,EAST   72 STREET,NEW YORK,NY,10021,Manhattan,,(212) 736-7171,51,5
192,"4300 CRESCENT ST. PARKING, LLC",,Parking Lot,1283555,"43-29 CRESCENT STREET, LONG ISLND CITY, NY 11101",43-29,CRESCENT STREET,LONG ISLND CITY,NY,11101,Queens,,(212) 714-5571,25,
193,435 E. 79 GARAGE CORP,,Parking Garage,1416389,"434 E 80TH ST, NEW YORK, NY 10075",434,E 80TH ST,NEW YORK,NY,10075,Manhattan,,(212) 736-7171,49,
194,44 STATE STREET CORP,,Parking Garage,363961,"38 STATE STREET, BROOKLYN, NY 11201",38,STATE STREET,BROOKLYN,NY,11201,Brooklyn,44 ST,(212) 866-1000,90,9
195,"44 WEST 62 GARAGE PARTNERS, LLC",,Parking Garage,1315856,"44 WEST   62 STREET, NEW YORK, NY 10023",44,WEST   62 STREET,NEW YORK,NY,10023,Manhattan,,(212) 262-3800,143,14
196,440 EAST 81ST STREET LLC,,Parking Garage,1385604,"440 EAST   81 STREET, NEW YORK, NY 10028",440,EAST   81 STREET,NEW YORK,NY,10028,Manhattan,,(212) 751-8050,14,
197,"444 MANAHATTAN PARKING, CORP.",,Parking Garage,1218380,"309 WEST  118 STREET, NEW YORK, NY 10026",309,WEST  118 STREET,NEW YORK,NY,10026,Manhattan,,(212) 736-7171,24,
198,"444 MANAHATTAN PARKING, CORP.",,Parking Garage,1218382,"444 MANHATTAN AVENUE, NEW YORK, NY 10026",444,MANHATTAN AVENUE,NEW YORK,NY,10026,Manhattan,,(999) 999-9999,33,
199,45 EAST LLC,,Parking Garage,1154974,"333 EAST   45 STREET, NEW YORK, NY 10017",333,EAST   45 STREET,NEW YORK,NY,10017,Manhattan,,(212) 564-3199,35,
200,451 CARROLL STREET CORP.,,Parking Lot,949893,"442 CARROLL STREET, BROOKLYN, NY 11215",442,CARROLL STREET,BROOKLYN,NY,11215,Brooklyn,450 CARROLL STREET,(718) 236-6023,31,
201,470 VANDERBILT PARKING LLC,EXCEL PARKING,Parking Lot,1449148,"454 VANDERBILT AVE, BROOKLYN, NY 11238",454,VANDERBILT AVE,BROOKLYN,NY,11238,Brooklyn,,(718) ???-????,162,16
202,475 PARKING LLC,,Parking Garage,1039455,"475 PARK AVENUE SOUTH, NEW YORK, NY 10016",475,PARK AVENUE SOUTH,NEW YORK,NY,10016,Manhattan,,(212) 686-9800,150,15
203,50 EAST 79TH STREET CAR PARK LLC,GGMC,Parking Garage,1222882,"50 EAST   79 STREET, NEW YORK, NY 10021",50,EAST   79 STREET,NEW YORK,NY,10021,Manhattan,,(212) 996-6363,48,
204,50-51 OPERATING CORP.,,Parking Lot,1189161,"627 WEST 50TH STREET, NEW YORK, NY 10019",627,WEST 50TH STREET,NEW YORK,NY,10019,Manhattan,,(212) 929-9404,121,12
205,50-51 PARKING CORP,,Parking Garage,905554,"260 EAST  143 STREET, BRONX, NY 10451",260,EAST  143 STREET,BRONX,NY,10451,Bronx,,(718) 993-6902,150,15
206,500 WEST 21ST CAR PARK LLC,,Parking Lot,1362685,"169 10TH AVE, NEW YORK, NY 10019",169,10TH AVE,NEW YORK,NY,10019,Manhattan,AKA 500 W 21ST ST,(212) 996-6363,142,14
207,5060 AUTO SERVICE INC,,Parking Garage,999760,"4036 10 AVENUE, NEW YORK, NY 10034",4036,  10 AVENUE,NEW YORK,NY,10034,Manhattan,,(212) 567-9504,70,7
208,"509 WEST 34TH STREET CAR PARK, LLC",,Garage - Parking Lot Combo,1254421,"509-525 WEST   34 STREET, NEW YORK, NY 10001",509-525,WEST   34 STREET,NEW YORK,NY,10001,Manhattan,,(212) 996-6363,200,20
209,512 PARKING CORP,512 PARKING,Parking Lot,922578,"14 WHITE STREET, NEW YORK, NY 10013",14,WHITE STREET,NEW YORK,NY,10013,Manhattan,,(212) 343-7277,42,
210,512 PARKING CORP,512 PARKING,Parking Lot,925684,"98-100 FRANKLIN ST, NEW YORK, NY 10013",98-100,FRANKLIN ST,NEW YORK,NY,10013,Manhattan,,(212) 431-5732,36,
211,512-520 W 112TH ST GARAGE CORP,GGMC,Parking Garage,859390,"516 WEST  112 STREET, NEW YORK, NY 10025",516,WEST  112 STREET,NEW YORK,NY,10025,Manhattan,520 WEST 112 STREET,(212) 996-6363,77,7
212,52 - BROADWAY GARAGE CORP.,,Parking Garage,851958,"1675 BROADWAY, NEW YORK, NY 10019",1675,BROADWAY,NEW YORK,NY,10019,Manhattan,,(212) 407-2516,61,6
213,"52 WEST 36TH STREET PARKING, LLC",,Parking Garage,429528,"59-61 WEST   36 STREET, NEW YORK, NY 10018",59-61,WEST   36 STREET,NEW YORK,NY,10018,Manhattan,AKA 53 WEST 36 STREET,(212) 686-9800,150,15
214,"520 EAST 81ST STREET GARAGE, CORP",,Parking Garage,1125479,"520 EAST   81 STREET, NEW YORK, NY 10028",520,EAST   81 STREET,NEW YORK,NY,10028,Manhattan,,(212) 977-1300,33,
215,520 WEST PARKING CORP,,Parking Garage,984363,"520 WEST   43 STREET, NEW YORK, NY 10036",520,WEST   43 STREET,NEW YORK,NY,10036,Manhattan,,(212) 736-7171,75,7
216,525-535 GARAGE CORP,,Parking Garage,1245679,"525 EAST   86 STREET, NEW YORK, NY 10028",525,EAST   86 STREET,NEW YORK,NY,10028,Manhattan,,(212) 736-7171,40,
217,525-535 GARAGE CORP.,,Parking Garage,1246280,"535 EAST   86 STREET, NEW YORK, NY 10028",535,EAST   86 STREET,NEW YORK,NY,10028,Manhattan,,(212) 736-7171,50,
218,53-10 ASSOCIATES LLC,,Parking Garage,963959,"792 10 AVENUE, NEW YORK, NY 10019",792,  10 AVENUE,NEW YORK,NY,10019,Manhattan,,(212) 473-0135,198,19
219,53RD PARKING CORP,,Parking Garage,1058507,"301 WEST   53 STREET, NEW YORK, NY 10019",301,WEST   53 STREET,NEW YORK,NY,10019,Manhattan,,(212) 736-7171,53,5
220,53RD STERLING PARKING LLC,,Parking Garage,1256221,"304 EAST   53 STREET, NEW YORK, NY 10022",304,EAST   53 STREET,NEW YORK,NY,10022,Manhattan,,(212) 686-9800,18,
221,54TH & 2ND PARKING LLC,,Parking Garage,1196302,"300 EAST   55 STREET, NEW YORK, NY 10022",300,EAST   55 STREET,NEW YORK,NY,10022,Manhattan,,(212) 686-9800,25,
222,55 E 125 ST CORP,,Parking Garage,1004129,"55 WEST  125 STREET, NEW YORK, NY 10027",55,WEST  125 STREET,NEW YORK,NY,10027,Manhattan,,(212) 866-1000,47,
223,"55 W 169 PARKING, INC",,Parking Lot,1300468,"55 WEST  169 STREET, BRONX, NY 10452",55,WEST  169 STREET,BRONX,NY,10452,Bronx,,(718) 581-7841,78,7
224,"550 WEST 25TH CAR PARK, LLC",GGMC,Parking Garage,1192617,"550 WEST   25 STREET, NEW YORK, NY 10001",550,WEST   25 STREET,NEW YORK,NY,10001,Manhattan,,(212) 996-6363,163,16
225,"556 STATE STREET ,LLC",,Parking Garage,1328826,"556 STATE STREET, BROOKLYN, NY 11217",556,STATE STREET,BROOKLYN,NY,11217,Brooklyn,,(718) 237-4087,25,
226,56-57 HOLDING LLC,,Parking Garage,1113944,"408 WEST   57 STREET, NEW YORK, NY 10019",408,WEST   57 STREET,NEW YORK,NY,10019,Manhattan,,(212) 929-9404,80,8
227,56-57 OPERATING CORP,,Parking Garage,1257438,"409 WEST   56 STREET, NEW YORK, NY 10019",409,WEST   56 STREET,NEW YORK,NY,10019,Manhattan,,(212) 929-9404,20,
228,56TH REALTY LLC,,Parking Garage,1081571,"300 EAST   56 STREET, NEW YORK, NY 10022",300,EAST   56 STREET,NEW YORK,NY,10022,Manhattan,,(212) 308-8107,300,21
229,57 & 11 PARKING CORP,,Parking Garage,429031,"622 WEST   57 STREET, NEW YORK, NY 10019",622,WEST   57 STREET,NEW YORK,NY,10019,Manhattan,,(212) 888-7400,1000,28
230,575 FIRST AVE CORP,,Parking Garage,367711,"580-600 2 AVENUE, NEW YORK, NY 10016",580-600,   2 AVENUE,NEW YORK,NY,10016,Manhattan,575 1 AVENUE,(212) 866-1000,300,21
231,575 LEX GARAGE LLC,,Parking Garage,1332946,"575 LEXINGTON AVENUE, NEW YORK, NY 10022",575,LEXINGTON AVENUE,NEW YORK,NY,10022,Manhattan,,(212) 832-2066,150,15
232,58 EAST LLC,,Parking Lot,1185862,"106 CENTRAL PARK SOUTH, NEW YORK, NY 10019",106,CENTRAL PARK SOUTH,NEW YORK,NY,10019,Manhattan,,(212) 564-3199,57,5
233,"581 ST. JOHNS PLACE, LLC",,Parking Garage,1198454,"581 ST JOHNS PLACE, BROOKLYN, NY 11238",581,ST JOHNS PLACE,BROOKLYN,NY,11238,Brooklyn,,(718) 858-8426,18,
234,59 ALLEN STREET GARAGE CORP,,Parking Garage,1192853,"59 ALLEN STREET, NEW YORK, NY 10002",59,ALLEN STREET,NEW YORK,NY,10002,Manhattan,,(212) 736-7171,200,20
235,"59 AND 5TH PARKING, LLC",,Parking Garage,1187112,"767 5 AVENUE, NEW YORK, NY 10022",767,   5 AVENUE,NEW YORK,NY,10022,Manhattan,,(212) 686-9800,136,13
236,5TH AVENUE GARAGE CORP,,Parking Garage,1010035,"96 5 AVENUE, NEW YORK, NY 10011",96,   5 AVENUE,NEW YORK,NY,10011,Manhattan,,(212) 736-7171,75,7
237,5TH AVENUE PROPERTY & PARKING LLC,,Parking Garage,1377213,"1325-30 5TH AVE, NEW YORK, NY 10026",1325-30,5TH AVE,NEW YORK,NY,10026,Manhattan,,(212) 421-1117,58,5
238,"60 SUTTON PLACE PARKING ASSOCIATES, LLC",,Parking Garage,1413293,"60 SUTTON PLACE SOUTH, NY, NY 10022",60,SUTTON PLACE SOUTH,NY,NY,10022,Manhattan,,(212) 535-2890,213,20
239,60 SUTTON PLACE PARKING LLC.,,Parking Garage,1114865,"60 SUTTON PLACE SOUTH, NY, NY 10022",60,SUTTON PLACE SOUTH,NY,NY,10022,Manhattan,,(212) 888-7400,213,20
240,605 PARKING CORP,,Parking Garage,1341242,"605 PARK AVENUE, NEW YORK, NY 10065",605,PARK AVENUE,NEW YORK,NY,10065,Manhattan,,(212) 736-7171,50,
241,605 THIRD AVENUE FEE LLC,GEMINI GARAGE,Parking Garage,1347115,"222 EAST   40 STREET, NEW YORK, NY 10016",222,EAST   40 STREET,NEW YORK,NY,10016,Manhattan,,(212) 752-6790,750,25
242,60TH STORAGE CORP,,Parking Garage,941633,"220 EAST   60 STREET, NEW YORK, NY 10022",220,EAST   60 STREET,NEW YORK,NY,10022,Manhattan,,(212) 737-3279,32,
243,61 JANE PARKING CORP,,Parking Garage,984236,"61 JANE STREET, NEW YORK, NY 10014",61,JANE STREET,NEW YORK,NY,10014,Manhattan,,(212) 736-7171,110,11
244,615 GARAGE CORP,,Garage - Parking Lot Combo,900020,"800 5 AVENUE, NEW YORK, NY 10021",800,   5 AVENUE,NEW YORK,NY,10021,Manhattan,,(212) 935-5252,150,15
245,622 WEST 57TH STREET CO L.P.,,Parking Lot,923714,"789 11 AVENUE, NEW YORK, NY 10019",789,  11 AVENUE,NEW YORK,NY,10019,Manhattan,A/K/A 603 W 55 ST,(212) 888-7400,40,
246,64TH WEST END PARKING LLC,,Parking Garage,761016,"110 WEST END AVENUE, NEW YORK, NY 10023",110,WEST END AVENUE,NEW YORK,NY,10023,Manhattan,AKA 102-116 WEST END AVENUE,(212) 686-9800,106,10
247,65 AUDUBON AVE LLC,,Parking Lot,1383508,"65 AUDUBON AVENUE, NEW YORK, NY 10032",65,AUDUBON AVENUE,NEW YORK,NY,10032,Manhattan,,(646) 919-2660,25,
248,650 PARKING CORP,,Parking Garage,1001512,"650 PARK AVENUE, NEW YORK, NY 10021",650,PARK AVENUE,NEW YORK,NY,10021,Manhattan,,(212) 736-7171,79,7
249,67TH ST & 2ND AVE   GARAGE INC,,Parking Garage,699352,"254 EAST   68 STREET, NEW YORK, NY 10021",254,EAST   68 STREET,NEW YORK,NY,10021,Manhattan,,(212) 407-2516,150,15
250,68-60 AUSTIN STREET REALTY CORP,,Parking Garage,1129469,"68-60 AUSTIN STREET, FOREST HILLS, NY 11375",68-60,AUSTIN STREET,FOREST HILLS,NY,11375,Queens,SUITE 113,(718) 268-1085,85,8
251,69 EAST LLC,,Parking Garage,1155071,"200 EAST  69TH STREET, NEW YORK, NY 10021",200,EAST  69TH STREET,NEW YORK,NY,10021,Manhattan,,(212) 564-3199,200,20
252,69 ENTERPRISE PARKING LLC,,Parking Garage,1306493,"219 EAST   69 STREET, NEW YORK, NY 10021",219,EAST   69 STREET,NEW YORK,NY,10021,Manhattan,,(212) 627-0012,52,5
253,69 WARREN PARKING LLC,,Parking Lot,1071993,"69-71 WARREN STREET, BROOKLYN, NY 11201",69-71,WARREN STREET,BROOKLYN,NY,11201,Brooklyn,,(718) 935-0249,18,
254,69 WARREN STREET PARKING CORP,,Parking Lot,427285,"67 WARREN STREET, NEW YORK, NY 10007",67,WARREN STREET,NEW YORK,NY,10007,Manhattan,69,(212) 233-5688,50,
255,71ST. GARDEN GARAGE INC.,,Parking Garage,735058,"211 EAST   70 STREET, NEW YORK, NY 10021",211,EAST   70 STREET,NEW YORK,NY,10021,Manhattan,,(212) 407-2516,150,15
256,72ND STREET LLC,,Parking Garage,1152232,"517 EAST   71 STREET, NEW YORK, NY 10021",517,EAST   71 STREET,NEW YORK,NY,10021,Manhattan,,(212) 490-3460,50,
257,73 OPERATING LLC,,Parking Lot,1382879,"525-545 E 73RD ST, NEW YORK, NY 10021",525-545,E 73RD ST,NEW YORK,NY,10021,Manhattan,,(212) 575-5335,128,12
258,73RD STREET PARKING CORP.,,Parking Garage,1323180,"1257-1265 3 AVENUE, NEW YORK, NY 10021",1257-1265,   3 AVENUE,NEW YORK,NY,10021,Manhattan,AKA 200-202 EAST 73RD STREET.,(212) 736-7171,65,6
259,74 HUDSON STREET PARKING CORP,,Parking Lot,367908,"74 HUDSON STREET, NEW YORK, NY 10013",74,HUDSON STREET,NEW YORK,NY,10013,Manhattan,,(212) 476-0135,99,9
260,750 INC.,,Parking Lot,1396660,"2801 JEROME AVE, BRONX, NY 10463",2801,JEROME AVE,BRONX,NY,10463,Bronx,,(718) 584-2620,150,15
261,"764 4TH AVE ASSOCIATES, LLC",BEST WESTERN PLUS PROSPECT PARK HOTEL,Garage - Parking Lot Combo,1422138,"764 4TH AVE, BROOKLYN, NY 11232",764,4TH AVE,BROOKLYN,NY,11232,Brooklyn,,(718) 768-3100,33,
262,"785 GARAGE, CORP",,Parking Garage,1191060,"785 5TH AVENUE, NEW YORK, NY 10022",785,5TH AVENUE,NEW YORK,NY,10022,Manhattan,,(212) 736-7171,17,
263,"787 HOLDINGS, LLC.",,Parking Garage,1350858,"787 7 AVENUE, NEW YORK, NY 10019",787,7 AVENUE,NEW YORK,NY,10019,Manhattan,,(212) 554-8879,86,8
264,79 STREET REALTY LLC,,Parking Garage,1126345,"350 EAST   79 STREET, NEW YORK, NY 10021",350,EAST   79 STREET,NEW YORK,NY,10021,Manhattan,,(212) 535-8670,83,8
265,79-80 GARAGE CORP,,Parking Garage,368146,"79-11 41 AVENUE, ELMHURST, NY 11373",79-11,  41 AVENUE,ELMHURST,NY,11373,Queens,,(718) 725-0413,110,11
266,79-80 GARAGE CORP,,Parking Garage,368148,"80-15 41 AVENUE, ELMHURST, NY 11373",80-15,  41 AVENUE,ELMHURST,NY,11373,Queens,,(718) 725-0413,98,9
267,79TH ST PARKING LLC,,Parking Garage,699244,"900 PARK AVENUE, NEW YORK, NY 10021",900,PARK AVENUE,NEW YORK,NY,10021,Manhattan,AKA 900-906 PARK AVENUE,(212) 686-9800,61,6
268,8 EAST 83RD GARAGE LLC,,Parking Garage,1413298,"8 EAST   83 STREET, NEW YORK, NY 10028",8,EAST   83 STREET,NEW YORK,NY,10028,Manhattan,,(212) 535-2890,48,
