Facility Type,License Number,Entity Name,Trade Name,Address,Address Zip Code,Telephone Number,Number of Spaces
Parking Garage,901087,LTG PARKING CORP,,"165 END AVENUE
NEW YORK, NY 10023
(40.563332017479794, -74.17866630892026)",10023,2129999999,445
Parking Garage,905127,15 WEST 72ND ST CORP,,"15 72 STREET
NEW YORK, NY 10023
(40.776720241188855, -73.97712143308257)",10023,2128661000,176
Parking Garage,907146,AIR PARK OF JFK INC.,,"153 44 SOUTH CONDUIT AVENUE
JAMAICA, NY 11434
(40.6769452621142, -73.77530690169215)",11434,7182767000,150
Parking Garage,912341,"RAVNER, HARVEY AND RAVNER,WENDIE AND ZIGELBAUM, LEONARD ETAL",304_ASSOCIATES,"304 49 STREET
NEW YORK, NY 10019
(40.76195337346775, -73.98723880591217)",10019,2122445064,205
Parking Garage,914278,KINNEY WEST END AVENUE INC,,"711 END AVENUE
NEW YORK, NY 10025
(40.79685012763133, -73.96372581059762)",10025,2128894444,125
Parking Garage,919735,ALLIED AUSTIN CO. LP,ALLIED AUSTIN CO,"69 30 AUSTIN STREET
FOREST HILL, NY 11375
(40.720707263029794, -73.84628429608335)",11375,7185209872,121
Parking Garage,928867,ALLIED AUSTIN CO LP,,"69 40 AUSTIN STREET
FOREST HILLS, NY 11375
(40.720707263029794, -73.84628429608335)",11375,7185209872,125
Parking Garage,942550,CADILLAC LEASING LIMITED PARTNERSHIP,,"123 60 83 AVENUE
QUEENS, NY 11415
(40.708286075142325, -73.82855612156771)",11415,7185208620,94
Parking Garage,945052,BOULEVARD LEASING LIMITED PARTNERSHIP,,"97 45 QUEENS BOULEVARD
REGO PARK, NY 11374
(40.72646491702238, -73.86148084756303)",11374,7188309084,95
Parking Garage,955232,PARK BRIAR GARAGE CORP,,"110 45 QUEENS BOULEVARD
FOREST HILL, NY 11375
(40.720707263029794, -73.84628429608335)",11375,2127367171,87
Garage - Parking Lot Combo,899744,COSMOPOLITAN PARKING CORP,SAA,"34 36 EAST 21 STREET
MANHATTAN, NY 10010
(40.73914078212147, -73.98289845639863)",10010,2122493344,36
Garage - Parking Lot Combo,947720,ALLIED AUSTIN CO L P,,"70 20 AUSTIN STREET
FOREST HILLS, NY 11375
(40.720707263029794, -73.84628429608335)",11375,7182615949,126
Garage - Parking Lot Combo,953645,J & B PARKING GARAGE INC,,"477 165 STREET
NEW YORK, NY 10032
(40.837787027837734, -73.93804197042084)",10032,7185855587,30
Garage - Parking Lot Combo,1228867,"QUIK PARK WEST 22 ST, LLC",,"235 22 STREET
NEW YORK, NY 10011
(40.74394894644115, -73.99735617874182)",10011,2128322066,85
Parking Garage,363056,"THOMPSON, ALFREDO",GARFIELD SERVICE GARAGE,"187A 201 GARFIELD PLACE
BROOKLYN, NY 11215
(40.665557251366124, -73.97968153557434)",11215,7187889851,40
Parking Garage,367613,THE BERGER'S PARKING CORPORATION,196 GARAGE,"196 75 STREET
NEW YORK, NY 10021
(40.77169805559608, -73.95925948967252)",10021,2125358291,27
Parking Garage,367720,222 EAST 69TH       GARAGE CORP,,"222 69 STREET
NEW YORK, NY 10021
(40.76755437432933, -73.96147951695475)",10021,2124072516,157
Parking Garage,367866,333 GARAGE CORP,,"333 69 STREET
NEW YORK, NY 10021
(40.766216159886596, -73.95823567046727)",10021,2126581529,67
Parking Garage,367917,ZENITH PARKING LLC,254 254 W 49 STREET,"790 800 8 AVENUE
NEW YORK, NY 10019
(40.76761164715987, -73.99180550022362)",10019,2126869800,250
Parking Garage,368157,EFFECTIVE PARKING LLC,,"435 57 STREET
NEW YORK, NY 10019
(40.768572383603384, -73.98724779913249)",10019,2126869800,55
Parking Garage,368185,BRICIN PARKING CORP,,"155 55 STREET
NEW YORK, NY 10022
(40.75943562867136, -73.96954093360974)",10022,2127565451,42
Parking Garage,368201,145 EAST 16TH STREET GARAGE CORP,,"144 17 STREET
NEW YORK, NY 10003
(40.735669369839925, -73.98696372688401)",10003,2128887400,47
Parking Garage,368410,BRICIN PARKING CORP,,"65 55 STREET
NEW YORK, NY 10019
(40.76256729922898, -73.97696453956875)",10019,2127515431,24
Parking Garage,369606,THE HERTZ CORP,,"327 64 STREET
NEW YORK, NY 10065
(40.76317645142757, -73.96072679248846)",10065,2124865914,120
Parking Garage,427326,THE HERTZ CORP,,"412 90 STREET
NEW YORK, NY 10128
(40.77899552592294, -73.94646354510371)",10128,2129865912,150
Parking Garage,427357,"TRI STAR GARAGE SERVICE, CORP.",,"3230 JEROME AVENUE
BRONX, NY 10468
(40.87710509945222, -73.88756392860961)",10468,7183641837,100
Parking Garage,427924,"FRIARS 50TH STREET GARAGE, INC",,"218 50 STREET
NEW YORK, NY 10019
(40.761746529400966, -73.98481063643311)",10019,2128887400,230
Parking Garage,469373,EQUITY PARKING LLC,,"1441 55 2 AVENUE
NEW YORK, NY 10021
(40.76920532766377, -73.959183941086)",10021,2126869800,70
Parking Garage,695803,RIVERBAY CORPORATION,,"99 EINSTEIN LOOP
BRONX, NY 10475
(40.865634337074525, -73.82340950963417)",10475,7183203326,1311
Parking Garage,699244,79TH ST PARKING LLC,,"900 PARK AVENUE
NEW YORK, NY 10021
(40.77372882608772, -73.96207661859317)",10021,2126869800,61
Parking Garage,735702,Y & H ENTERPRISES INC                   526-534 W 13,Y & H GARAGE,"526 134 STREET
NEW YORK, NY 10031
(40.818928794537506, -73.95447255059264)",10031,2128623502,175
Parking Garage,835271,NEW YORK PARKING 54TH ST CORP,,"527 MADISON AVENUE
NEW YORK, NY 10022
(40.760145736188804, -73.97391085343799)",10022,2122493344,26
Parking Garage,850402,ACTIVE PARKING LLC,,"2361 2379
NEW YORK, NY 10024
(40.78362556816552, -73.96653900057436)",10024,2126869800,124
Parking Garage,883898,FLEUR GARAGE CORP,,"77 7 AVENUE
NEW YORK, NY 10011
(40.73933509005636, -73.9990623731368)",10011,2129562280,94
Parking Garage,889341,THOMPSON ST. PARKING CORP,,"221 THOMPSON ST
NEW YORK, NY 10012
(40.72924503126211, -73.99896596517425)",10012,2126438631,235
Parking Garage,891578,THE HERTZ CORP,,"355 76 STREET
NEW YORK, NY 10021
(40.77074874291429, -73.95496213828062)",10021,2124865908,260
Parking Garage,897040,INDEPENDENT PARKING LLC,,"422 72 STREET
NEW YORK, NY 10021
(40.76727735988118, -73.95473730777331)",10021,2126869800,77
Parking Garage,898706,"PARIS, ZACARIAS P",P & P PARKING LOT,"1300 GERARD AVENUE
BRONX, NY 10452
(40.838158578178174, -73.91923161825794)",10452,7182933679,30
Parking Garage,901637,WOOSTER PARKING CORP,,"349 CANAL STREET
NEW YORK, NY 10013
(40.72073744486488, -74.00374136514984)",10013,2122268541,225
Parking Garage,904543,12TH STREET GARAGE CORP,,"17 12 STREET
NEW YORK, NY 10003
(40.73414633632177, -73.99333620927086)",10003,2122435900,285
Parking Garage,905554,50-51 PARKING CORP,,"260 143 STREET
BRONX, NY 10451
(40.81520833447427, -73.92443396641596)",10451,7189936902,150
Parking Garage,920557,BASIC PARKING CORP,,"225 46 STREET
NEW YORK, NY 10017
(40.752825254870345, -73.97141073819654)",10017,2122543955,26
Parking Garage,924101,RAPID E 38TH ST CORP,RAPID E 38TH ST,"35 38 STREET
NEW YORK, NY 10016
(40.74987547861423, -73.98010718221985)",10016,2128661000,21
Parking Garage,927638,RAPID 165 CORP,,"165 77 STREET
NEW YORK, NY 10021
(40.63090590873362, -74.032000593169)",10021,2128661000,200
Parking Garage,953176,COMFORT PARK LLC,,"301 ELIZABETH STREET
NEW YORK, NY 10012
(40.72454171103205, -73.99344976301569)",10012,2126869800,39
Parking Garage,954111,KINNEY WEST 83RD STREET INC.,,"157 161 WEST 83RD STREET
NEW YORK, NY 10024
(40.78362556816552, -73.96653900057436)",10024,2128676300,182
Parking Garage,960635,A.M.D. LLC,,"400 59 STREET
NEW YORK, NY 10019
(40.769363786989175, -73.9850804330419)",10019,2129562280,294
Parking Garage,961850,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"45 END AVENUE
NEW YORK, NY 10028
(40.56356964375637, -74.17871251402961)",10028,2126296602,77
Parking Garage,963093,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"798 804 UNION STREET
BROOKLYN, NY 11215
(40.665557251366124, -73.97968153557434)",11215,2126296602,165
Parking Garage,1001573,245 EAST 40TH ST. PARKING LLC,,"747 59 2 AVENUE
NEW YORK, NY 10017
(40.75245652744684, -73.97297648087982)",10017,2126869800,130
Parking Garage,1002428,REED PARKING CORP,,"100 25 QUEENS BOULEVARD
FOREST HILLS, NY 11375
(40.720707263029794, -73.84628429608335)",11375,2127536116,66
Parking Garage,1004164,"COUNTYWIDE CARPARK, INC",,"288 ST MARKS AVENUE
BROOKLYN, NY 11238
(40.67803732918058, -73.96629141583642)",11238,2122216111,112
Parking Garage,1004391,"328 WEST 39 STREET PARKING, LLC",,"334 336 WEST 39 STREET
NEW YORK, NY 10018
(40.756840774582145, -73.99669149981281)",10018,2126869800,35
Parking Garage,1016422,RIVER WATCH GARAGE LLC,,"70 BATTERY PLACE
NEW YORK, NY 10280
(40.70714868900217, -74.01735710067345)",10280,2128389092,36
Garage - Parking Lot Combo,881522,DEAN STREET PARKING CORPORATION,,"885 DEAN STREET
BROOKLYN, NY 11238
(40.67867732420205, -73.9606158528504)",11238,7183983409,160
Garage - Parking Lot Combo,899470,POO PARKING CORP,,"1650 SELWYN AVENUE
BRONX, NY 10457
(40.84317219644427, -73.91039471761154)",10457,7187536116,64
Garage - Parking Lot Combo,995385,T.P.E.C CORP.,,"41 10 CRESCENT STREET
QUEENS, NY 11101
(40.74570244980828, -73.93866902925225)",11101,7187070335,125
Garage - Parking Lot Combo,1125593,CHAMPION 126 LLC,,"162 126 STREET
NEW YORK, NY 10035
(40.80477823152241, -73.9363595475333)",10035,2123085959,204
Garage - Parking Lot Combo,1228864,"QUIK PARK 65 ST, LLC",,"403 411 EAST 65 STREET
NEW YORK, NY 10021
(40.76920532766377, -73.959183941086)",10021,2128322066,180
Garage - Parking Lot Combo,1261502,"SALVATOR, JOSEPH",J & S PARKING FACILITY,"284 NASSAU AVENUE
BROOKLYN, NY 11222
(40.7260782285336, -73.93939446954023)",11222,3475895454,25
Garage - Parking Lot Combo,1262200,FLASH 31 MANAGEMENT LLC,,"124 126 WEST 31 STREET
NEW YORK, NY 10001
(40.75025902143676, -73.99688630375988)",10001,7187880066,34
Garage - Parking Lot Combo,1277075,"ESP GROUP OF NEW YORK, INC.",,"354 CLARKSON AVENUE
BROOKLYN, NY 11226
(40.655510666949965, -73.94814967647042)",11226,7184697672,100
Garage - Parking Lot Combo,1313003,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,"282 11 AVENUE
NEW YORK, NY 10001
(40.752294654873026, -74.00452377531536)",10001,2125025490,162
Parking Garage,363740,841 GARAGE ASSOCIATES LIMITED PARTERSHIP,,"841 845 UNION STREET
BROOKLYN, NY 11215
(40.665557251366124, -73.97968153557434)",11215,7186388888,165
Parking Garage,363881,D M K GARAGE INC,,"118 WAVERLY AVENUE
BROOKLYN, NY 11205
(40.6941565023436, -73.96807185317047)",11205,7186246867,85
Parking Garage,367318,ALMAR GARAGE INC,,"700 PARK AVENUE
NEW YORK, NY 10021
(40.76939975987034, -73.96519642297403)",10021,2127511080,51
Parking Garage,367606,SUPPORT PARKING LLC.,,"350 52 STREET
NEW YORK, NY 10022
(40.75560596691341, -73.96640629091259)",10022,2126869800,80
Parking Garage,367711,575 FIRST AVE CORP,,"580 600 2 AVENUE
NEW YORK, NY 10016
(40.745242969987146, -73.97823298586354)",10016,2128661000,300
Parking Garage,367734,11 EAST 86TH ST GARAGE CORP,,"11 86 STREET
NEW YORK, NY 10028
(40.781108932691836, -73.95940478910535)",10028,2129562280,22
Parking Garage,367783,"BENNETT TOWERS APARTMENTS, INC",,"711 190 STREET
NEW YORK, NY 10040
(40.85666097637329, -73.93327049093392)",10040,2128799630,15
Parking Garage,368455,SWIFT PARKING LLC.,,"160 88 STREET
NEW YORK, NY 10128
(40.78073093920931, -73.95459313851522)",10128,2126869800,36
Parking Garage,368732,MANHATTAN PARKING BORO CORP,,"40 CLINTON STREET
BKLYN, NY 11201
(40.69537538413037, -73.99193192863936)",11201,2127536116,50
Parking Garage,369823,PARKLEX GARAGE INC,,"345 PARK AVENUE
NEW YORK, NY 10022
(40.758068302301126, -73.97318240259426)",10022,2124072516,150
Parking Garage,369956,STATE-PEARL GARAGE INC,,"1 BATTERY PARK PLAZA
NEW YORK, NY 10004
(40.688827825343935, -74.01911250583743)",10004,2124072516,150
Parking Garage,427236,K R W OPERATING CORP,,"204 101 STREET
NNEW YORK, NY 10025
(40.79749458006569, -73.96862283990566)",10025,2128661000,300
Parking Garage,427264,LOUIS PROVENZANO INC,,"24 LEONARD STREET
NEW YORK, NY 10013
(40.718507126232225, -74.00760844987582)",10013,2127766836,217
Parking Garage,427303,"HAMMER, GEOFFREY    ET AL",RIVERVIEW   OPERATING CO,"267 87 STREET
NEW YORK, NY 10024
(40.78926578349757, -73.9766717720679)",10024,2128887400,201
Parking Garage,427913,CA-LI AUTOMATIC TRANSMISSION CORP,A & S PARKING,"103 108 STREET
NEW YORK, NY 10025
(40.80079509191319, -73.96250745010644)",10025,2128640137,125
Parking Garage,429528,"52 WEST 36TH STREET PARKING, LLC",,"59 61 WEST 36 STREET
NEW YORK, NY 10018
(40.756840774582145, -73.99669149981281)",10018,2126869800,150
Parking Garage,469029,E & B OPERATING CORP,108TH ST GARAGE,"137 108 STREET
NEW YORK, NY 10025
(40.80101768068162, -73.96296150098298)",10025,2128658315,300
Parking Garage,469457,"PERRY GARAGE CMPANY, INC",,"738 GREENWICH STREET
NEW YORK, NY 10014
(40.73513559055402, -74.00694295157416)",10014,2122428762,240
Parking Garage,469741,CAPITAL PARKING LLC,CAPITAL PARKING LLC,"166 63 STREET
NEW YORK, NY 10021
(40.642106528422076, -74.02519694031777)",10021,2126869800,56
Parking Garage,469813,EAST 71ST STREET    GARAGE CORP,MUTUAL PARKING,"135 71 STREET
NEW YORK, NY 10021
(40.76972720282538, -73.96263088136087)",10021,2128887400,54
Parking Garage,469866,METRO PARKING CORP,,"301 63 STREET
NEW YORK, NY 10021
(40.63984532482359, -74.0212946507192)",10021,2122493344,39
Parking Garage,694550,"ASTOR PARKING, LLC",,"1511 15
NEW YORK, NY 10036
(40.75934682719435, -73.989860554421)",10036,2126869800,225
Parking Garage,782517,EXCELLENT PARKING LLC,,"153 155 EAST 29 STREET
NEW YORK, NY 10016
(40.745242969987146, -73.97823298586354)",10016,2126869800,123
Parking Garage,784363,LAGUARDIA MARRIOTT HOTEL CORP,,"102 05 DITMARS BOULEVARD
QUEENS, NY 11369
(40.76341327370369, -73.8723788986672)",11369,7185333027,410
Parking Garage,817003,DILIGENT PARKING LLC,,"150 180 WEST 68 STREET
NEW YORK, NY 10023
(40.774536138232236, -73.97994335610099)",10023,2126869800,158
Parking Garage,858712,PERFORMANCE PARKING LLC,,"127 137 AMSTERDAM AVENUE
NEW YORK, NY 10023
(40.774536138232236, -73.97994335610099)",10023,2126869800,375
Parking Garage,859390,512-520 W 112TH ST GARAGE CORP,GGMC,"516 112 STREET
NEW YORK, NY 10025
(40.80475210884214, -73.9641082433186)",10025,2129966363,77
Parking Garage,888851,S S J T CORP,,"470 OCEAN AVENUE
BROOKLYN, NY 11226
(40.651380488147474, -73.96129264701062)",11226,7182820778,48
Parking Garage,892164,ROCKMILL GARAGE CORP,,"340 94 STREET
NEW YORK, NY 10128
(40.78251562968914, -73.9470907715308)",10128,2128661000,124
Parking Garage,894438,PRECISE PARKING CORP,,"150 18 STREET
NEW YORK, NY 10003
(40.73620501261116, -73.98643048031582)",10003,7187215243,58
Parking Garage,898031,EDISON 9TH AVE PARKING CORP,,"440 33 STREET
NEW YORK, NY 10001
(40.753260837005854, -73.99814642093637)",10001,2016432080,82
Parking Garage,901085,LTG PARKING CORP,,"205 END AVENUE
NEW YORK, NY 10023
(40.774536138232236, -73.97994335610099)",10023,2129999999,320
Parking Garage,913526,CHAMPION PARKING 83RD ST CORP,CHAMPION PARKING 83RD ST,"303 83 STREET
NEW YORK, NY 10028
(40.77589464736824, -73.95303032415876)",10028,2125359419,115
Parking Garage,915987,333 EAST 46TH ST PARKING LLC,,"333 46 STREET
NEW YORK, NY 10017
(40.752057279365474, -73.96952612226208)",10017,2126869800,34
Garage - Parking Lot Combo,965331,CENTRAL PARKING SYSTEM OF NEWYORK INC,,"209 90 23 AVENUE
QUEENS, NY 11360
(40.78070133439911, -73.78226733686807)",11360,2126296602,900
Garage - Parking Lot Combo,1196302,54TH & 2ND PARKING LLC,,"300 55 STREET
NEW YORK, NY 10022
(40.757942463790975, -73.9661862935381)",10022,2126869800,25
Garage - Parking Lot Combo,1199393,"SOHO VILLAGE PARKING, LLC",,"610 BROADWAY
NEW YORK, NY 10012
(40.72575566178841, -73.99648383637339)",10012,2126869800,126
Garage - Parking Lot Combo,1199399,"215 EAST 95TH PARKING, LLC",,"207 239 EAST 95 STREET
NEW YORK, NY 10128
(40.781770000585084, -73.95062814906976)",10128,2126869800,212
Garage - Parking Lot Combo,1209360,"222 PARKING SERVICES, LLC",,"222 39 STREET
NEW YORK, NY 10016
(40.74846935047424, -73.97501675998367)",10016,2122652239,86
Garage - Parking Lot Combo,1270445,"PARKING COMPANY OF AMERICA AIRPORTS, LLC",AVISTAR AIRPORT PARKING,"149 21 130 STREET
JAMAICA, NY 11430
(40.64722932617252, -73.78637495254196)",11430,7183222221,225
Garage - Parking Lot Combo,1275692,"ESP GROUP OF NEW YORK, INC.",,"349 LENOX ROAD
BROOKLYN, NY 11226
(40.65429989183991, -73.94788843427607)",11226,7184697672,45
Parking Garage,363809,EXPERT TRANSIT CORP,OPERA GARAGE,"524 HALSEY STREET
BROOKLYN, NY 11233
(40.68366871310675, -73.93339947620336)",11233,7185744900,200
Parking Garage,367195,NEW YORK PARKING 51ST STREET CORP,,"251 51 STREET
NEW YORK, NY 10022
(40.755987611450855, -73.96914124378138)",10022,2122473344,54
Parking Garage,367230,PROBE PARKING LLC,,"300 302 EAST 46 STREET
NEW YORK, NY 10017
(40.75245652744684, -73.97297648087982)",10017,2126869800,36
Parking Garage,367970,TOWER EAST GARAGE   CORP,,"191 71 STREET
NEW YORK, NY 10021
(40.769172433548555, -73.96132162586757)",10021,2128887400,62
Parking Garage,368146,79-80 GARAGE CORP,,"79 11 41 AVENUE
ELMHURST, NY 11373
(40.73871040256307, -73.87835115518163)",11373,7187250413,72
Parking Garage,368172,TRITO PARKING   PARKING CORP,,"225 63 STREET
NEW YORK, NY 10065
(40.76356315990017, -73.9635866365416)",10065,2129355922,31
Parking Garage,368199,MUTUAL PARKING INC,,"61 END AVENUE
NEW YORK, NY 10028
(40.563537960252326, -74.17870635334826)",10028,2128887400,62
Parking Garage,368300,APEX PARKING LLC,,"440 57 STREET
NEW YORK, NY 10019
(40.76839945061566, -73.98691591270132)",10019,2126869800,378
Parking Garage,368337,165 W 66TH STREET PARKING LLC,,"165 66 STREET
NEW YORK, NY 10023
(40.774405145518394, -73.9833447024074)",10023,2126869800,77
Parking Garage,368502,GLOBAL PARKING LLC,,"143 40 STREET
NEW YORK, NY 10018
(40.75454295994632, -73.98740068387747)",10018,2126869800,150
Parking Garage,368610,KRD REALTY CO INC,,"330 45 STREET
NEW YORK, NY 10036
(40.75977701415684, -73.98984683979717)",10036,2122658189,58
Parking Garage,368909,CLASSIC PARKING LLC,,"866 UNITED NATIONS PLAZA
NEW YORK, NY 10017
(40.75268136334563, -73.96677023652535)",10017,2126869800,175
Parking Garage,368933,BRICIN PARKING CORP,,"511 80 STREET
NEW YORK, NY 10021
(40.62571793104923, -74.02398978691842)",10021,2127523451,50
Parking Garage,369314,THE SOCIETY OF THE NEW YORK HOSPITAL,THE NY HOSPL G      PAYSON HSE,"426 438 EAST 71 STREET
NEW YORK, NY 10021
(40.76920532766377, -73.959183941086)",10021,2127461969,174
Parking Garage,369346,NOBLE PARKING LLC,,"310 40 STREET
NEW YORK, NY 10016
(40.748336242602285, -73.9727415170941)",10016,2126869800,235
Parking Garage,369462,980 FIFTH AVE CORPORATION,,"980 5 AVENUE
NEW YORK, NY 10075
(40.77721486830495, -73.9635596568807)",10075,2123502808,88
Parking Garage,369933,ZEPHYR PARKING LLC,,"132 35 STREET
NEW YORK, NY 10016
(40.74715952608574, -73.97948665001962)",10016,2126869800,85
Parking Garage,427304,"HAMMER, GEOFFREY    ET AL",RIVERVIEW OPERATING CO,"271 87 STREET
NEW YORK, NY 10024
(40.78926033842023, -73.97659128345597)",10024,2128887400,96
Parking Garage,427916,OLYMPIA GARAGE INC,,"9 9 AVENUE
NEW YORK, NY 10014
(40.73955266782227, -74.0063981448026)",10014,2122550864,100
Parking Garage,429690,MUTUAL PARKING INC,,"605 82 STREET
NEW YORK, NY 10028
(40.772349536126455, -73.94663441628933)",10028,2128887400,70
Parking Garage,469448,MORNINGSIDE HEIGHTS HOUSING CORP,MORNINGSIDE GARAGE,"3100 BROADWAY
NEW YORK, NY 10027
(40.81243227806543, -73.96048596938012)",10027,2127491600,291
Parking Garage,469515,12 GARAGE CORP,,"12 BEEKMAN PLACE
NEW YORK, NY 10022
(40.75314901080088, -73.96492662636524)",10022,2127550717,38
Parking Garage,691393,KENSINGTON ENTERPRISES LLC,,"50 97 STREET
NEW YORK, NY 10025
(40.79295822162543, -73.96557441873026)",10025,2126869800,114
Parking Garage,736176,AMSTERDAM GARAGE LLC,,"621 635 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78362556816552, -73.96653900057436)",10024,2126869800,90
Parking Garage,789927,SUPERIOR PARKING LLC.,,"515 79 STREET
NEW YORK, NY 10021
(40.62635901859936, -74.0235532310592)",10021,2126869800,125
Parking Garage,883259,TAURUS MANAGEMENT CORP,TAURUS PARKING  GARAGE,"906 UNION STREET
BROOKLYN, NY 11215
(40.67304101917408, -73.97188361457115)",11215,7188661000,70
Parking Garage,884653,CONCERTO GARAGE CORP,,"200 60 STREET
NEW YORK, NY 10023
(40.77106739750029, -73.9871826807627)",10023,2129562280,265
Parking Garage,896827,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"75 PARK PLACE
NEW YORK, NY 10007
(40.71393527886628, -74.01067717079394)",10007,2125649199,100
Parking Garage,897530,NEW YORK PARKING 57TH ST CORP,,"110 57 STREET
NEW YORK, NY 10022
(40.761314854826935, -73.97006175515259)",10022,2122493344,65
Parking Garage,898215,SYLVAN PINNACLE GARAGE CORP,,"112 01 QUEENS BOULEVARD
FOREST HILLS, NY 11375
(40.720707263029794, -73.84628429608335)",11375,7185759440,421
Parking Garage,899288,POO PARKING CORP,,"1752 MORRIS AVENUE
BRONX, NY 10457
(40.84570907404183, -73.90926228136162)",10457,2127536116,150
