EventName,EventTypeDescription,EventDescription,EventSetupStartDate,EventStartDate,EventEndDate,EventBreakDownEndDate,Acronym,IsRecurring,RecurringDaysNotes,Location,Borough,SpatialLocation
THE CHILDRENS AID SOCIETY - WASHINGTON SQUARE SUMMER FAIR,Street Festival,STREET FESTIVAL WITH VARIOUS PARTCIPANTS,7/24/10 8:00 AM,7/24/10 10:00 AM,7/24/10 6:00 PM,7/24/10 7:00 PM,SAPO,NO,, BLEECKER STREET between BROADWAY and 6 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (985402 203970, 983657 205161))"
SEAPORT COMMUNITY COALITION - SUMMER SEAPORT FESTIVAL,Street Festival,STREET FESTIVAL WITH VARIOUS PARTCIPANTS,8/14/10 8:00 AM,8/14/10 10:00 AM,8/14/10 6:00 PM,8/14/10 7:00 PM,SAPO,NO,, WATER STREET between FULTON STREET and BROAD STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (983163 196943, 981060 195384))"
1ST PRECINCT COMMUNITY COUNCIL - MANHATTAN YOUTH FAIR,Street Festival,STREET FESTIVAL WITH VARIOUS PARTCIPANTS,7/30/10 8:00 AM,7/30/10 10:00 AM,7/30/10 6:00 PM,7/30/10 7:00 PM,SAPO,NO,, GREENWICH STREET between CHAMBERS STREET and BARCLAY STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (981210 200245, 981004 199281))"
THE CHURCH OF SCIENTOLOGY - TIMES SQUARE BLOCK PARTY,Street Festival,SINGLE BLOCK PARTY WITH VARIOUS ACTIVITIES,6/27/10 8:00 AM,6/27/10 10:00 AM,6/27/10 6:00 PM,6/27/10 7:00 PM,SAPO,NO,, WEST   46 STREET between BROADWAY and 8 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (988316 215687, 987595 216089))"
LOG CABIN REPUBLICANS - GREENWICH VILLAGE FESTIVAL,Street Festival,STREET FESTIVAL WITH VARIOUS PARTCIPANTS,8/7/10 8:00 AM,8/7/10 10:00 AM,8/7/10 6:00 PM,8/7/10 7:00 PM,SAPO,NO,, GREENWICH AVENUE between 6 AVENUE and 7 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (984373 206551, 983947 207626))"
NYC POLICE MUSEUM FAIR,Street Festival,STREET FESTIVAL WITH VARIOUS PARTCIPANTS,10/22/10 8:00 AM,10/22/10 10:00 AM,10/22/10 6:00 PM,10/22/10 7:00 PM,SAPO,NO,, BROAD STREET between WATER STREET and SOUTH STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (981060 195384, 981154 194955))"
TR REPUBLICAN CLUB - WASHINGTON SQUARE FESTIVAL,Street Festival,STREET FESTIVAL WITH VARIOUS PARTCIPANTS,10/16/10 8:00 AM,10/16/10 10:00 AM,10/16/10 6:00 PM,10/16/10 7:00 PM,SAPO,NO,, WAVERLY PLACE between BROADWAY and MACDOUGAL STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (986118 205082, 984635 206042))"
Bowling Green Association,Street Festival,STREET FESTIVAL WITH VARIOUS PARTCIPANTS,10/11/10 8:00 AM,10/11/10 10:00 AM,10/11/10 6:00 PM,10/11/10 7:00 PM,SAPO,NO,,"  BROADWAY between CEDAR STREET and BATTERY PL,   WHITEHALL STREET between STONE STREET and WATER STREET,   BROADWAY between MORRIS STREET and STONE STREET",Manhattan,"GEOMETRYCOLLECTION (LINESTRING (981243 197511, 980295 195926), LINESTRING (980594 195779, 980679 195276), LINESTRING (980575 196444, 980594 195779))"
COMMUNITY BOARD NO. 1 -  WEST BROADWAY FAIR,Street Festival,STREET FESTIVAL WITH VARIOUS PARTCIPANTS,6/11/10 8:00 AM,6/11/10 10:00 AM,6/11/10 6:00 PM,6/11/10 7:00 PM,SAPO,NO,,West Broadway  between Beach Street and Franklin Street,Manhattan,"LINESTRING (982426 201175, 982426 201175, 982683 201611, 982683 201611, 982683 201611)"
C.B. NO. 6 - GRAND CENTRAL BLOCK PARTY,Block Party,Block party with various community participants,6/25/10 8:00 AM,6/25/10 10:00 AM,6/25/10 6:00 PM,6/25/10 7:00 PM,SAPO,NO,, EAST   43 STREET between LEXINGTON AVENUE and 3 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (991022 213294, 991465 213048))"
COMMUNITY BOARD NO. 6 - GRAND CENTRAL FALL BLOCK PARTY,Block Party,Block party with various community participants.,10/1/10 8:00 AM,10/1/10 10:00 AM,10/1/10 6:00 PM,10/1/10 7:00 PM,SAPO,NO,, EAST   43 STREET between LEXINGTON AVENUE and 3 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (991022 213294, 991465 213048))"
SONS OF ITALY - CHRISTOPHER COLUMBUS BLOCK PARTY,Block Party,Block party in honor of Christoper Columbus,10/8/10 8:00 AM,10/8/10 10:00 AM,10/8/10 6:00 PM,10/8/10 7:00 PM,SAPO,NO,, MAIDEN LANE between WATER STREET and SOUTH STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (982581 196543, 982719 196415, 982933 196211))"
IND. DOWNTOWN REPUBLICAN CLUB - UNIVERSITY PLACE FALL FAIR,Street Festival,STREET FESTIVAL WITH VARIOUS PARTCIPANTS,11/6/10 8:00 AM,11/6/10 10:00 AM,11/6/10 6:00 PM,11/6/10 7:00 PM,SAPO,NO,, UNIVERSITY PLACE between WAVERLY PLACE and EAST   14 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (985480 205496, 986546 207135))"
THE SIERRA CLUB - EARTH AWARENESS DAY FESTIVAL,Street Festival,STREET FESTIVAL WITH VARIOUS PARTCIPANTS,4/25/10 8:00 AM,4/25/10 10:00 AM,4/25/10 6:00 PM,4/25/10 7:00 PM,SAPO,NO,,  BROADWAY between WEST   35 STREET and WEST   39 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (987636 212763, 987827 213836))"
CB 1 - FINANCIAL COMMUNITY BLOCK PARTY,Street Festival,Block party with various participants,7/9/10 8:00 AM,7/9/10 10:00 AM,7/9/10 6:00 PM,7/9/10 7:00 PM,SAPO,NO,, BROAD STREET between WATER STREET and SOUTH STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (981060 195384, 981154 194955))"
SOUTHBRIDGE SENIOR CENTER - FULTON STREET FOLLIES,Street Festival,STREET FESTIVAL WITH VARIOUS PARTCIPANTS,9/10/10 8:00 AM,9/10/10 10:00 AM,9/10/10 6:00 PM,9/10/10 7:00 PM,SAPO,NO,, BROAD STREET between SOUTH STREET and WATER STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (981060 195384, 981154 194955))"
COMMUNITY BOARD NO 1 - FINANCIAL COMMUNITY DAY FAIR,Street Festival,STREET FESTIVAL WITH VARIOUS PARTCIPANTS,8/6/10 8:00 AM,8/6/10 10:00 AM,8/6/10 6:00 PM,8/6/10 7:00 PM,SAPO,NO,, GREENWICH STREET between PARK PLACE and CHAMBERS STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (981054 199513, 981104 199737, 981171 199986, 981210 200245))"
Saint Joseph school- WASHINGTON PLACE FESTIVAL,Street Festival,ONE BLOCK BLOCK PARTY,3/20/10 8:00 AM,3/20/10 11:00 AM,3/20/10 6:00 PM,3/20/10 7:00 PM,SAPO,NO,, WASHINGTON PLACE between GROVE STREET and 6 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (983537 206464, 984108 206079))"
Muslim Day Festival,Street Festival,Parade starts from 41st St. & Madison Ave. Ends on 23rd. St. in Manhattan,9/26/10 10:00 AM,9/26/10 12:45 PM,9/26/10 5:30 PM,9/26/10 6:00 PM,SAPO,NO,,  MADISON AVENUE between EAST   26 STREET and EAST   23 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (987964 209889, 987551 209213))"
Waverly Block Association/Waverly Place Festival,Street Festival,Street Festival,3/21/10 8:00 AM,3/21/10 11:00 AM,3/21/10 6:00 PM,3/21/10 7:00 PM,SAPO,NO,, WAVERLY PLACE between MACDOUGAL STREET and CHRISTOPHER STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (984635 206042, 983763 206608))"
FRIENDS OF JACKSON SQAURE/GREENWICH AVENUE FESTIVAL,Street Festival,Street Festival,3/27/10 8:00 AM,3/27/10 11:00 AM,3/27/10 6:00 PM,3/27/10 7:00 PM,SAPO,NO,, GREENWICH AVENUE between 6 AVENUE and 7 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (984373 206551, 983947 207626))"
BAILEY HOUSE/CHRISTOPHER STREET FESTIVAL,Street Festival,Street Festival,3/28/10 8:00 AM,3/28/10 11:00 AM,3/28/10 6:00 PM,3/28/10 7:00 PM,SAPO,NO,,  CHRISTOPHER STREET between GREENWICH AVENUE and 7 AVENUE SOUTH,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (984346 206718, 983466 206556))"
TRANSPORTATION ALTERNATIVES/COOPER SQUARE FESTIVAL,Street Festival,Street Festival,4/3/10 8:00 AM,4/3/10 11:00 AM,4/3/10 6:00 PM,4/3/10 7:00 PM,SAPO,NO,,  COOPER SQUARE between EAST    8 STREET and EAST    5 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (986821 205191, 986668 204414))"
CONGREGATION EMUNATH CJW/23rd STREET FESTIVAL,Street Festival,ONE BLOCK BLOCK PARTY,4/4/10 8:00 AM,4/4/10 11:00 AM,4/4/10 6:00 PM,4/4/10 6:00 PM,SAPO,NO,, WEST   23 STREET between 7 AVENUE and 8 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (985457 210372, 984669 210807))"
23rd STREET FESTIVAL,Street Festival,ONE BLOCK BLOCK PARTY,4/10/10 8:00 AM,4/10/10 11:00 AM,4/10/10 6:00 PM,4/10/10 6:00 PM,SAPO,NO,, WEST   23 STREET between 8 AVENUE and 9 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (984669 210807, 983882 211243))"
UNION SQUARE COMMUNITY COALITION BROADWAY FESTIVAL,Street Festival,Street Festival,4/11/10 8:00 AM,4/11/10 11:00 AM,4/11/10 6:00 PM,4/11/10 7:00 PM,SAPO,NO,, BROADWAY between EAST   17 STREET and EAST   23 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (986930 207834, 987214 209402))"
NINTH PRECINCT COMMUNITY COUNCIL/ASTOR PLACE FESTIVAL,Street Festival,ONE BLOCK BLOCK PARTY,4/17/10 8:00 AM,4/17/10 11:00 AM,4/17/10 6:00 PM,4/17/10 7:00 PM,SAPO,NO,, ASTOR PLACE between BROADWAY and LAFAYETTE STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (986234 205264, 986624 205185))"
RIDGEWOOD LDC/MYRTLE AVENUE FESTIVAL,Street Festival,Street Festival,4/18/10 8:00 AM,4/18/10 11:00 AM,4/18/10 6:00 PM,4/18/10 7:00 PM,SAPO,NO,, MYRTLE AVENUE between FRESH POND ROAD and WYCKOFF AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1013482 194614, 1008918 194147))"
Asian Americans for Equality-Chinatown Summer Street Festival,Street Festival,Cultural entertainment and awards ceremony program for honorees. There will also be seniors singing in Chinese.,8/1/10 6:30 AM,8/1/10 11:00 AM,8/1/10 5:30 PM,8/1/10 5:30 PM,SAPO,NO,, BAYARD STREET between MOTT STREET and BAXTER STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (984668 200001, 984212 200207))"
Friends of Community Board 11,Street Festival,Games - Food - Amusement Rides,8/17/10 8:00 AM,8/19/10 5:00 PM,8/29/10 10:00 PM,8/30/10 3:00 PM,SAPO,NO,,  GUNTHER AVE between GUN HILL ROAD and ALLERTON AVENUE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1029393 254661, 1029560 254544))"
New York City Coalition Against Hunger street fair,Street Festival,STREET FESTIVAL WITH VARIOUS PARTCIPANTS,11/11/10 8:00 AM,11/11/10 10:00 AM,11/11/10 6:00 PM,11/11/10 7:00 PM,SAPO,NO,, BROADWAY between STONE STREET and BEAVER STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (980594 195779, 980555 196138))"
COMMUNITY BOARD NO 1 - FINANCIAL COMMUNITY DAY FESTIVAL,Street Festival,STREET FESTIVAL WITH VARIOUS PARTCIPANTS,9/3/10 8:00 AM,9/3/10 10:00 AM,9/3/10 6:00 PM,9/3/10 7:00 PM,SAPO,NO,, WEST BROADWAY between CHAMBERS STREET and PARK PLACE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (981322 199350, 981442 199546, 981566 199751, 981689 199960))"
COMMUNITY BOARD NO. 1 - FINANCIAL COMMUNITY DAY FESTIVAL,Street Festival,STREET FESTIVAL WITH VARIOUS PARTCIPANTS,10/15/10 8:00 AM,10/15/10 10:00 AM,10/15/10 6:00 PM,10/15/10 7:00 PM,SAPO,NO,, BROAD STREET between SOUTH STREET and WATER STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (981154 194955, 981060 195384))"
Delta Phi Fraternity 4th Street Festival,Street Festival,Street Festival,4/18/10 8:00 AM,4/18/10 11:00 AM,4/18/10 6:00 PM,4/18/10 7:00 PM,SAPO,NO,,"  EAST    4 STREET between LAFAYETTE STREET and BROADWAY,   WEST    4 STREET between BROADWAY and WASHINGTON SQUARE EAST",Manhattan,"GEOMETRYCOLLECTION (LINESTRING (986150 204458, 985843 204657), LINESTRING (985843 204657, 985200 205072))"
BRIGHTON 5TH SREET FAIR,Block Party,ONE BLOCK STREET FAIR WITH MERCHANDISE VENDORS,6/6/10 8:00 AM,6/6/10 9:00 AM,6/6/10 6:00 PM,6/6/10 7:00 PM,SAPO,NO,, WEST   15 STREET between SURF AVENUE and BOARDWALK,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (989140 148952, 989300 148012))"
Family Festival Fair,Block Party,"Children and adult event with face painters, clowns, dance contest, health fair and live entertainment",8/15/10 8:00 AM,8/15/10 10:00 AM,8/15/10 8:00 PM,8/15/10 8:00 PM,SAPO,NO,,  WALTON AVENUE between EAST FORDHAM ROAD and EAST  184 STREET,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1011832 253515, 1011460 252711))"
Smith Street Fun Day Sunday,Street Festival,"8 Block long Festival with merchants, community groups, crafters, music, food, rides, merchandise",6/27/10 9:00 AM,6/27/10 11:00 AM,6/27/10 6:00 PM,6/27/10 7:30 PM,SAPO,NO,, SMITH STREET between BERGEN STREET and UNION STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (986894 189470, 985938 187616))"
Baruch College 32nd Annual Spring Fling,Block Party,Annual Block Party for Baruch College Students and Staff at end of Academic Year,5/6/10 9:00 AM,5/6/10 12:00 PM,5/6/10 3:30 PM,5/6/10 5:00 PM,SAPO,NO,, EAST   25 STREET between LEXINGTON AVENUE and THIRD AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (988736 209167, 989179 208921))"
Project Dance Times Square 2010,Block Party,"Project dance is an outdoor dance concert, free to the public, offering dance performers in ballet, tap, jazz, modern and hip hop dance.",4/17/10 8:00 AM,4/17/10 9:00 AM,4/17/10 7:30 PM,4/17/10 8:00 PM,SAPO,NO,,  WEST   44 STREET between BROADWAY and 6 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (988178 215166, 988913 214759))"
PS 84 International Spring Fair,Block Party,street fair to raise funds for PS 84,5/22/10 8:00 AM,5/22/10 11:00 AM,5/22/10 5:00 PM,5/22/10 5:00 PM,SAPO,NO,, WEST   92 STREET between COLUMBUS AVENUE and CENTRAL PARK WEST,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (992726 227204, 993512 226772), LINESTRING (992726 227204, 993512 226772))"
Maspeth Street Fair,Street Festival,"The Maspeth Lions Club, Boy Scouts and Queens Ledger run a street fair for one day in September.",9/26/10 7:00 AM,9/26/10 9:00 AM,9/26/10 5:00 PM,9/26/10 7:00 PM,SAPO,NO,, GRAND AVENUE between 69 STREET and 72 PLACE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1013259 203766, 1014509 204754))"
Downtown Independent Democrats Maiden Lane Festival,Street Festival,Street Festival,4/23/10 8:00 AM,4/23/10 11:00 AM,4/23/10 6:00 PM,4/23/10 7:00 PM,SAPO,NO,, MAIDEN LANE between SOUTH STREET and WATER STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (982933 196211, 982581 196543))"
Fulton Youth of the Future Youthmarket,Farmers Market,Youth-run farm stand permitted use of sidewalk,7/10/10 7:30 AM,7/10/10 8:30 AM,10/30/10 3:00 PM,10/30/10 3:30 PM,SAPO,Yes,07/10/2010-10/30/2010 - Saturdays only, 9 AVENUE between WEST   16 STREET and WEST   17 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (983026 209711, 983150 209922))"
Sunnyside Kiwanis Greenpoint Avenue Festival,Street Festival,Street Festival,4/24/10 8:00 AM,4/24/10 11:00 AM,4/24/10 6:00 PM,4/24/10 7:00 PM,SAPO,NO,," GREENPOINT AVENUE between 44 STREET and 48 STREET,  46 STREET between GREENPOINT AVENUE and QUEENS BOULEVARD",Queens,"GEOMETRYCOLLECTION (LINESTRING (1006154 209385, 1007281 209905), LINESTRING (1006724 209686, 1006778 210039))"
Chelsea Visiting Neighbors 8th Avenue Festival,Street Festival,Street Festival,4/24/10 8:00 AM,4/24/10 11:00 AM,4/24/10 6:00 PM,4/24/10 7:00 PM,SAPO,NO,, 8 AVENUE between WEST   14 STREET and WEST   23 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (983551 208788, 984669 210807))"
La Plaza De Las Americas,Farmers Market,Street Vendor Market,1/1/10 8:00 AM,1/1/10 9:00 AM,1/30/10 7:00 PM,1/30/10 8:00 PM,SAPO,Yes,"This permit is valid on Mon, Tues, Wed, Fri and Sat only.",  WEST  175 STREET between BROADWAY and WADSWORTH AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (1001279 247574, 1001456 247485))"
CENTRAL ASTORIA LDC STEINWAY STREET FESTIVAL,Street Festival,Street Festival,4/25/10 8:00 AM,4/25/10 11:00 AM,4/25/10 6:00 PM,4/25/10 7:00 PM,SAPO,NO,, STEINWAY STREET between 28 AVENUE and 34 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1008156 218174, 1006174 214965))"
GRAMERCY VISITING NEIGHBORS 3rd AVENUE FESTIVAL,Street Festival,Street Festival,5/1/10 8:00 AM,5/1/10 11:00 AM,5/1/10 6:00 PM,5/1/10 7:00 PM,SAPO,NO,, 3 AVENUE between EAST   14 STREET and EAST   23 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (987803 206435, 988920 208453))"
La Plaza De Las Americas,Farmers Market,Vendors Market,2/1/10 8:00 AM,2/1/10 9:00 AM,2/27/10 7:00 PM,2/27/10 8:00 PM,SAPO,Yes,"This permit is valid on Mon, Tues, Wed, Fri and Sat only.",  WEST  175 STREET between BROADWAY and WADSWORTH AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (1001279 247574, 1001456 247485))"
19th PRECINCT COMMUNITY COUNCIL LEXINGTON AVENUE FESTIVAL,Street Festival,Street Festival,5/1/10 8:00 AM,5/1/10 11:00 AM,5/1/10 6:00 PM,5/1/10 7:00 PM,SAPO,NO,, LEXINGTON AVENUE between EAST   60 STREET and EAST   66 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (993190 217206, 993948 218575))"
GOWANIS CANAL CDC COURT STREET FESTIVAL,Street Festival,Street Festival,5/2/10 8:00 AM,5/2/10 11:00 AM,5/2/10 6:00 PM,5/2/10 7:00 PM,SAPO,NO,, COURT STREET between UNION STREET and WEST    9 STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (985392 187891, 984430 185270))"
MIDDLE COLLEGIATE CHURCH 2ND AVENUE FESTIVAL,Street Festival,Street Festival,5/8/10 8:00 AM,5/8/10 11:00 AM,5/8/10 6:00 PM,5/8/10 7:00 PM,SAPO,NO,, 2 AVENUE between EAST    6 STREET and EAST   14 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (987427 204289, 988424 206091))"
VILLAGE COMMITTEE FOR JEFFERSON AREA MARKET GREENWICH AVENUE FESTIVAL,Street Festival,Street Festival,5/8/10 8:00 AM,5/8/10 11:00 AM,5/8/10 6:00 PM,5/8/10 7:00 PM,SAPO,NO,, GREENWICH AVENUE between 6 AVENUE and 7 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (984373 206551, 983947 207626))"
COMMITTEE FOR ENVIRONMENTALLY SOUND DEVELOPMENT UPPER BROADWAY FESTIVAL,Street Festival,Street Festival,5/9/10 8:00 AM,5/9/10 11:00 AM,5/9/10 6:00 PM,5/9/10 7:00 PM,SAPO,NO,, BROADWAY between WEST   60 STREET and WEST   65 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (989210 219405, 989181 220914))"
COMMUNITY BOARD 2 BROADWAY FESTIVAL,Street Festival,Street Festival,5/9/10 8:00 AM,5/9/10 11:00 AM,5/9/10 6:00 PM,5/9/10 7:00 PM,SAPO,NO,,  BROADWAY between EAST    8 STREET and EAST   14 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (986354 205451, 986812 206998))"
VILLAGE CROSSTOWN TROLLEY ASTOR PLACE FESTIVAL,Street Festival,ONE BLOCK BLOCK PARTY,5/15/10 8:00 AM,5/15/10 11:00 AM,5/15/10 6:00 PM,5/15/10 7:00 PM,SAPO,NO,, ASTOR PLACE between BROADWAY and LAFAYETTE STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (986234 205264, 986624 205185))"
GRAHAM AVENUE BID GRAHAM AVENUE FIESTA,Street Festival,Street Festival,5/15/10 8:00 AM,5/15/10 11:00 AM,5/15/10 6:00 PM,5/15/10 7:00 PM,SAPO,NO,, GRAHAM AVENUE between BROADWAY and BOERUM STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1000276 194635, 1000063 196456))"
Amalgamated Nursery School Spring Bazaar,Block Party,Spring Bazaar,5/16/10 9:00 AM,5/16/10 11:00 AM,5/16/10 4:00 PM,5/16/10 5:00 PM,SAPO,NO,,  GALE PLACE between ORLOFF AVENUE and VAN CORTLANDT PARK SOUTH,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1014066 261555, 1013868 261822))"
St. Mark's  Church in the Bowery Block Party,Block Party,St. Mark's Day Block Party,4/25/10 8:00 AM,4/25/10 10:00 AM,4/25/10 6:00 PM,4/25/10 7:00 PM,SAPO,NO,, EAST   11 STREET between 2 AVENUE and 3 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (988026 205374, 987406 205717))"
PARK SLOPE FIFTH AVENUE DISTICT MANAGEMENT ASSOC. FABULOUS FIFTH AVENUE FESTIVAL,Street Festival,Street Festival,5/16/10 8:00 AM,5/16/10 11:00 AM,5/16/10 6:00 PM,5/16/10 7:00 PM,SAPO,NO,,  FIFTH AVENUE between STERLING PLACE and 12 STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (990164 186672, 987633 182419))"
FOREST HILLS VISITING NEIGHBORS 63rd DRIVE FESTIVAL,Street Festival,Street Festival,5/22/10 8:00 AM,5/22/10 11:00 AM,5/22/10 6:00 PM,5/22/10 7:00 PM,SAPO,NO,, 63RD DRIVE between QUEENS BOULEVARD and AUSTIN STREET,Queens,"GEOMETRYCOLLECTION (LINESTRING (1022655 205191, 1021917 204311))"
CHELSEA MIDTOWN DEMOCRATS 6th AVENUE FESTIVAL,Street Festival,Street Festival,5/22/10 8:00 AM,5/22/10 11:00 AM,5/22/10 6:00 PM,5/22/10 7:00 PM,SAPO,NO,, 6 AVENUE between WEST   14 STREET and WEST   23 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (985126 207917, 986244 209939))"
FLATBUSH AVENUE BID FLATBUSH AVENUE FESTIVAL,Street Festival,Street Festival,5/23/10 8:00 AM,5/23/10 11:00 AM,5/23/10 6:00 PM,5/23/10 7:00 PM,SAPO,NO,, FLATBUSH AVENUE between PARKSIDE AVENUE and CORTELYOU ROAD,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (995387 178144, 995928 173958))"
CARING COMMUNITY WAVERLY PLACE FESTIVAL,Street Festival,Street Festival,5/29/10 8:00 AM,5/29/10 11:00 AM,5/29/10 6:00 PM,5/29/10 7:00 PM,SAPO,NO,, WAVERLY PLACE between 6 AVENUE and UNIVERSITY PLACE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (984232 206302, 985480 205496))"
Joy Days,Street Festival,Street Fair,6/26/10 8:00 AM,6/26/10 11:00 AM,9/11/10 8:00 PM,9/11/10 9:00 PM,SAPO,Yes,Street Fair,219 EAST  123 STREET between 2 AVENUE and 3 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (1002397 231262, 1001756 231618))"
MMPCIA Halloween Extravaganza,Block Party,"MMPCIA will provide an afternoon of old-fashioned Halloween fun for the neighborhood kids and the perennial young at heart.The following events are scheduled: Mask Designing (all ages) and  Story Telling for the toddlers; Costume Contest for children, adults, Dogs; lots of fun prizes awarded to the winners as well as a Halloween Parade with the spooky group making its way in and around the neighborhood.",10/30/10 12:00 PM,10/30/10 2:00 PM,10/30/10 6:00 PM,10/30/10 7:00 PM,SAPO,NO,,  MOUNT MORRIS PARK WEST between WEST  122 STREET and WEST  123 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (999410 232615, 999537 232842))"
BRIGHTON 6TH STREET FAIR,Block Party,STREET FAIR WITH MERCHANDISE VENDORS,8/1/10 7:00 AM,8/1/10 9:00 AM,8/1/10 6:00 PM,8/1/10 7:00 PM,SAPO,NO,, BRIGHTON    6 STREET between BRIGHTON BEACH AVENUE and BRIGHTWATER COURT,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (994961 149718, 995046 149059))"
Bastille Day Party On Smith Street,Street Festival,"Petanque Tournament, Music, Food, French Themed Party",7/18/10 10:00 AM,7/18/10 12:00 PM,7/18/10 8:30 PM,7/18/10 11:00 PM,SAPO,NO,, SMITH STREET between BERGEN STREET and PACIFIC STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (986894 189470, 987131 189931))"
Ferragosto-Belmont BID,Street Festival,Italian Cultural Event,9/12/10 10:00 AM,9/12/10 12:00 PM,9/12/10 6:00 PM,9/12/10 7:00 PM,SAPO,NO,," ARTHUR AVENUE between EAST  187 STREET and CRESCENT AVENUE,  EAST  186 STREET between ARTHUR AVENUE and HUGHES AVENUE",Bronx,"MULTILINESTRING ((1015353 250999, 1015168 250710), (1015363 250585, 1015168 250710, 1014852 250236))"
Feast of St. Anthony,Street Festival,Religious Feast,6/8/10 1:00 PM,6/9/10 6:00 PM,6/13/10 11:00 PM,6/14/10 11:00 PM,SAPO,NO,, EAST  187 STREET between ARTHUR AVENUE and CAMBRELENG AVENUE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1015353 250999, 1015947 250615))"
Feast of Our Lady of Mt. Carmel,Street Festival,Religious Feast,7/13/10 1:00 PM,7/14/10 6:00 PM,7/18/10 11:00 PM,7/19/10 2:00 AM,SAPO,NO,, EAST  187 STREET between ARTHUR AVENUE and BEAUMONT AVENUE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1015353 250999, 1016213 250489))"
P.S. 24 Spring Fest,Block Party,block party for elementary school,5/27/10 3:30 PM,5/27/10 5:00 PM,5/27/10 9:00 PM,5/27/10 9:00 PM,SAPO,NO,,  WEST  235 STREET between INDEPENDENCE AVENUE and DOUGLAS AVENUE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1008035 262220, 1007287 262411))"
