BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Address,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
3-00235-0052,"142 HICKS STREET
Brooklyn, NY
(40.69731707608468, -73.9949134522892)",BROOKLYN HEIGHTS,D4-ELEVATOR,19,1900,8252,225918,27.4,1080000,131,3-01067-0007,"820 PRESIDENT STREET
Brooklyn, NY
(40.673754294166976, -73.97575905389672)",PARK SLOPE,D7-ELEVATOR,20,1920,16470,618000,37.5,3100000,188,2,3-02396-0027,"279 1 STREET
Brooklyn, NY
(40.674613611257094, -73.9834649459981)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,22,1910,16250,247118,15.21,579000,35.6,2.3
3-00236-0001,"160 HENRY STREET
Brooklyn, NY
(40.6957885814061, -73.99384687199503)",BROOKLYN HEIGHTS,D4-ELEVATOR,38,1924,66400,1201647,18.1,4760000,72,3-03168-0001,"1226 FLUSHING AVENUE
Brooklyn, NY
(40.707369042582876, -73.92415496818066)",WYCKOFF HEIGHTS,D1-ELEVATOR,99,1931,65402,1116743,17.08,4420000,68,3.85,3-08716-0064,"3085 BRIGHTON 13 STREET
Brooklyn, NY
(40.5790401823618, -73.95613505308762)",BRIGHTON BEACH,D7-ELEVATOR,77,1926,67000,1219737,18.21,4830000,72,8.3
3-00236-0011,"69 PIERREPONT STREET
Brooklyn, NY
(40.69570356216399, -73.994781270217)",BROOKLYN HEIGHTS,D4-ELEVATOR,40,1905,55284,1162197,21.02,5050000,91,3-00247-0028,"74 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D3-ELEVATOR,59,1912,54640,1025052,18.76,4060000,74,0.15,3-00036-0016,"16 WATER STREET
Brooklyn, NY
(40.70330026503396, -73.99351931918883)",DOWNTOWN-FULTON FERRY,D5-ELEVATOR,23,1910,50932,1259661,24.73,5470000,107,0.5
3-00236-0018,"187 HICKS STREET
Brooklyn, NY
(40.695970750245976, -73.99547245933154)",BROOKLYN HEIGHTS,D4-ELEVATOR,29,1936,48387,853237,17.63,3380000,70,3-01177-0007,"781 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,D5-ELEVATOR,63,1920,47925,1017829,21.24,2380000,49.7,2.35,3-06114-0006,"310 94 STREET
Brooklyn, NY
(40.61767230391655, -74.03284255812264)",BAY RIDGE,D7-ELEVATOR,74,1928,48000,824364,17.17,3260000,68,5.8
3-00236-0078,"175 HICKS STREET
Brooklyn, NY
(40.696410828601124, -73.9952681208108)",BROOKLYN HEIGHTS,D4-ELEVATOR,24,1900,18300,430323,23.51,1870000,102,3-00265-0050,"56 COURT STREET
Brooklyn, NY
(40.692196389982534, -73.99119596833461)",BROOKLYN HEIGHTS,D7-ELEVATOR,48,1927,19622,473760,24.14,2060000,105,0.35,3-01932-0022,"309 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D2-ELEVATOR,35,1905,19291,449797,23.32,1950000,101,1.6
3-00236-0088,"145 HICKS STREET
Brooklyn, NY
(40.69723018013175, -73.99487795341527)",BROOKLYN HEIGHTS,D4-ELEVATOR,107,1935,113604,2457255,21.63,10700000,94,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1813401,15.92,7180000,63,1.7,3-08723-0410,"1511 CORBIN PLACE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BRIGHTON BEACH,D1-ELEVATOR,132,1951,109832,1739892,15.84,6890000,63,8.6
3-00236-0112,"70 CLARK STREET
Brooklyn, NY
(40.6975315237587, -73.99344249363024)",BROOKLYN HEIGHTS,D4-ELEVATOR,48,1960,30610,526207,17.19,2080000,68,3-00297-0019,"182 AMITY STREET
Brooklyn, NY
(40.68876793976408, -73.99458746144349)",COBBLE HILL,C1-WALK-UP,48,1900,35950,609057,16.94,2410000,67,0.6,3-01178-0087,"487 LINCOLN PLACE
Brooklyn, NY
(40.672080286310006, -73.96013186708203)",CROWN HEIGHTS,C1-WALK-UP,31,1920,26952,477521,17.72,1120000,41.6,2.5
3-00236-0133,"148 HENRY STREET
Brooklyn, NY
(40.69617444175369, -73.9936591186448)",BROOKLYN HEIGHTS,C6-WALK-UP,12,1840,4050,87184,21.53,379000,94,3-00970-0009,"283 5 AVENUE
Brooklyn, NY
(40.67384806116828, -73.98236420354428)",PARK SLOPE,C1-WALK-UP,16,1920,7652,269398,35.2,1290000,169,1.8,3-00146-0036,"406 ALBEE SQUARE
Brooklyn, NY
(40.69103473400113, -73.9835005854088)",DOWNTOWN-FULTON MALL,C1-WALK-UP,15,1905,9055,153051,16.9,606000,67,0.7
3-00237-0008,"161 HENRY STREET
Brooklyn, NY
(40.69578275505145, -73.99377259859254)",BROOKLYN HEIGHTS,D4-ELEVATOR,31,1906,51110,1057077,20.68,4590000,90,3-00036-0016,"16 WATER STREET
Brooklyn, NY
(40.70330026503396, -73.99351931918883)",DOWNTOWN-FULTON FERRY,D5-ELEVATOR,23,1910,50932,1259661,24.73,5470000,107,0.45,3-06264-0029,"2160 78 STREET
Brooklyn, NY
(40.60697514631586, -73.99005245849692)",BENSONHURST,D9-ELEVATOR,52,1991,51419,994684,19.34,2330000,45.3,6.2
3-00237-0017,"153 HENRY STREET
Brooklyn, NY
(40.69603757485943, -73.9936485405661)",BROOKLYN HEIGHTS,D4-ELEVATOR,74,1928,49013,1037434,21.17,4500000,92,3-01251-0001,"243 KINGSTON AVENUE
Brooklyn, NY
(40.67157643115329, -73.94194458715805)",CROWN HEIGHTS,D9-ELEVATOR,80,1910,54516,1164497,21.36,2730000,50,3.2,3-01177-0007,"781 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,D5-ELEVATOR,63,1920,47925,1017829,21.24,2380000,49.7,2.3
3-00238-0006,"123 PIERREPONT STREET
Brooklyn, NY
(40.695105553607, -73.99257293895238)",BROOKLYN HEIGHTS,C6-WALK-UP,14,1849,14905,518749,34.8,2480000,166,3-00146-0036,"406 ALBEE SQUARE
Brooklyn, NY
(40.69103473400113, -73.9835005854088)",DOWNTOWN-FULTON MALL,C1-WALK-UP,15,1905,9055,153051,16.9,606000,67,0.55,3-00172-0064,"375 STATE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",DOWNTOWN-FULTON MALL,C1-WALK-UP,20,1905,15200,272223,17.91,1080000,71,0.75
3-00238-0024,"28 MONROE PLACE
Brooklyn, NY
(40.69664662228256, -73.99235938216377)",BROOKLYN HEIGHTS,D4-ELEVATOR,35,1955,27294,655056,24,2840000,104,3-00178-0016,"404 STATE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BOERUM HILL,D1-ELEVATOR,60,1928,29214,794536,27.2,3810000,130,0.8,3-00193-0050,"129 BOERUM PLACE
Brooklyn, NY
(40.68785047746899, -73.99153634261823)",BOERUM HILL,D9-ELEVATOR,46,1999,42000,1270348,30.2,6090000,145,0.6
3-00238-0026,"22 MONROE PLACE
Brooklyn, NY
(40.69676497306161, -73.99230337688441)",BROOKLYN HEIGHTS,D4-ELEVATOR,53,1928,70645,2401224,34,11500000,163,3-01874-0001,"39 WAVERLY AVENUE
Brooklyn, NY
(40.696638202920575, -73.96848651587052)",NAVY YARD,D6-ELEVATOR,76,1920,70000,3586833,51,18000000,257,1.25,3-00275-0001,"200 CLINTON STREET
Brooklyn, NY
(40.69034763482251, -73.99434898464544)",BROOKLYN HEIGHTS,D7-ELEVATOR,94,1926,73032,1730892,23.7,7520000,103,0.4
3-00238-0035,"10 CLINTON STREET
Brooklyn, NY
(40.69610047390438, -73.99158861159269)",BROOKLYN HEIGHTS,D4-ELEVATOR,121,1971,212656,2873748,13.51,6730000,31.6,3-00250-0030,"182 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D6-ELEVATOR,187,1999,182000,8007050,44,40200000,221,0.15,3-08723-0410,"1511 CORBIN PLACE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BRIGHTON BEACH,D1-ELEVATOR,132,1951,109832,1739892,15.84,6890000,63,8.5
3-00238-0061,"24 CLINTON STREET
Brooklyn, NY
(40.69576271394904, -73.99175055991476)",BROOKLYN HEIGHTS,D4-ELEVATOR,60,1926,36480,918318,25.2,3990000,109,3-02764-0008,"692 METROPOLITAN AVENUE
Brooklyn, NY
(40.71435182261865, -73.94597265661777)",WILLIAMSBURG-EAST,D5-ELEVATOR,35,1930,37500,915887,24.42,3980000,106,2.75,3-00193-0050,"129 BOERUM PLACE
Brooklyn, NY
(40.68785047746899, -73.99153634261823)",BOERUM HILL,D9-ELEVATOR,46,1999,42000,1270348,30.2,6090000,145,0.6
3-00238-0065,"40 CLINTON STREET
Brooklyn, NY
(40.69537538413037, -73.99193192863936)",BROOKLYN HEIGHTS,D4-ELEVATOR,153,1964,116245,3030426,26.1,13200000,114,3-00250-0030,"182 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D6-ELEVATOR,187,1999,182000,8007050,44,40200000,221,0.15,3-08723-0410,"1511 CORBIN PLACE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BRIGHTON BEACH,D1-ELEVATOR,132,1951,109832,1739892,15.84,6890000,63,8.5
3-00241-0001,"200 HICKS STREET
Brooklyn, NY
(40.69550288862913, -73.99576431023434)",BROOKLYN HEIGHTS,D4-ELEVATOR,17,1910,39000,723060,18.54,2860000,73,3-00247-0028,"74 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D3-ELEVATOR,59,1912,54640,1025052,18.76,4060000,74,0.05,3-01177-0007,"781 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,D5-ELEVATOR,63,1920,47925,1017829,21.24,2380000,49.7,2.4
3-00241-0008,"65 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D4-ELEVATOR,42,1934,29000,489569,16.88,1940000,67,3-00242-0018,"191 HICKS STREET
Brooklyn, NY
(40.69586019482132, -73.99552357285327)",BROOKLYN HEIGHTS,D9-ELEVATOR,19,1920,24528,429871,17.53,1700000,69,0.1,3-00268-0039,"54 LIVINGSTON STREET
Brooklyn, NY
(40.69175587256905, -73.99208589968839)",BROOKLYN HEIGHTS,D9-ELEVATOR,32,1900,21040,408390,19.41,1770000,84,0.35
3-00241-0012,"57 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D4-ELEVATOR,128,1949,97938,2055856,20.99,8930000,91,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,571250,14.55,2090000,53,2.05,3-01079-0040,"70 PROSPECT PARK
Brooklyn, NY
(40.700642038028796, -73.98786881209446)",PARK SLOPE,D1-ELEVATOR,30,1920,36636,554952,15.15,2200000,60,2.15
3-00241-0028,"20 PIERREPONT STREET
Brooklyn, NY
(40.69607618473513, -73.99631740959609)",BROOKLYN HEIGHTS,D4-ELEVATOR,24,1934,29100,491257,16.88,1940000,67,3-00242-0018,"191 HICKS STREET
Brooklyn, NY
(40.69586019482132, -73.99552357285327)",BROOKLYN HEIGHTS,D9-ELEVATOR,19,1920,24528,429871,17.53,1700000,69,0.1,3-00268-0039,"54 LIVINGSTON STREET
Brooklyn, NY
(40.69175587256905, -73.99208589968839)",BROOKLYN HEIGHTS,D9-ELEVATOR,32,1900,21040,408390,19.41,1770000,84,0.35
3-00241-0036,"34 PIERREPONT STREET
Brooklyn, NY
(40.695916411183426, -73.99574932585662)",BROOKLYN HEIGHTS,C6-WALK-UP,11,1900,8555,170769,19.96,742000,87,3-01162-0010,"635 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,6924,144528,20.87,628000,91,2.3,3-01162-0011,"633 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,7280,147451,20.25,640000,88,2.3
3-00242-0012,"103 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D4-ELEVATOR,26,1900,38760,855546,22.07,3710000,96,3-00253-0007,"99 JORALEMON STREET
Brooklyn, NY
(40.693303242648284, -73.99578418454517)",BROOKLYN HEIGHTS,D3-ELEVATOR,32,1922,30480,701293,23.01,3050000,100,0.1,3-02425-0029,"399 HEWES STREET
Brooklyn, NY
(40.708645651376486, -73.95123344075785)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1917,25800,543778,21.08,1270000,49.2,2.45
3-00242-0027,"66 PIERREPONT STREET
Brooklyn, NY
(40.69560547231704, -73.99463967017441)",BROOKLYN HEIGHTS,D4-ELEVATOR,40,1912,54000,926073,17.15,3670000,68,3-00254-0081,"142 REMSEN STREET
Brooklyn, NY
(40.69367158124257, -73.99309397026552)",BROOKLYN HEIGHTS,D7-ELEVATOR,51,1936,41250,752857,18.25,2980000,72,0.15,3-00265-0006,"59 LIVINGSTON STREET
Brooklyn, NY
(40.691765672845165, -73.99190984647106)",BROOKLYN HEIGHTS,D1-ELEVATOR,43,1917,63224,1098719,17.38,4350000,69,0.25
3-00247-0009,"39 REMSEN STREET
Brooklyn, NY
(40.694797237247776, -73.99691779450673)",BROOKLYN HEIGHTS,C6-WALK-UP,16,1910,17600,340806,19.36,1480000,84,3-00396-0053,"311 BALTIC STREET
Brooklyn, NY
(40.68504638083661, -73.99225927747258)",BOERUM HILL,C1-WALK-UP,20,1900,17640,265680,15.06,1050000,60,0.7,3-00268-0039,"54 LIVINGSTON STREET
Brooklyn, NY
(40.69175587256905, -73.99208589968839)",BROOKLYN HEIGHTS,D9-ELEVATOR,32,1900,21040,408390,19.41,1770000,84,0.35
3-00247-0025,"62 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D4-ELEVATOR,43,1900,45000,845424,18.79,3350000,74,3-00254-0006,"141 JORALEMON STREET
Brooklyn, NY
(40.6929985611618, -73.99397694982594)",BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,921440,19.85,4000000,86,0.15,3-00254-0081,"142 REMSEN STREET
Brooklyn, NY
(40.69367158124257, -73.99309397026552)",BROOKLYN HEIGHTS,D7-ELEVATOR,51,1936,41250,752857,18.25,2980000,72,0.15
3-00247-0027,"66 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,C6-WALK-UP,11,1940,11750,243986,20.76,1060000,90,3-00177-0034,"397 ATLANTIC AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BOERUM HILL,C1-WALK-UP,13,2004,14800,471952,31.9,2260000,153,0.8,3-00307-0006,"265 CLINTON STREET
Brooklyn, NY
(40.68723541333382, -73.99576968074265)",COBBLE HILL,C1-WALK-UP,14,1931,9500,173423,18.26,686000,72,0.6
3-00250-0014,"159 REMSEN STREET
Brooklyn, NY
(40.693471819540406, -73.99216535903378)",BROOKLYN HEIGHTS,D4-ELEVATOR,21,1930,20570,474591,23.07,2060000,100,3-00235-0042,"36 CLARK STREET
Brooklyn, NY
(40.69791574707, -73.99482062564938)",BROOKLYN HEIGHTS,D1-ELEVATOR,33,1910,24570,635157,25.9,2760000,112,0.3,3-02425-0029,"399 HEWES STREET
Brooklyn, NY
(40.708645651376486, -73.95123344075785)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1917,25800,543778,21.08,1270000,49.2,2.35
3-00251-0001,"1 GRACE COURT
Brooklyn, NY
(40.69453045372352, -73.99842465308134)",BROOKLYN HEIGHTS,D4-ELEVATOR,24,1926,46080,788877,17.12,3120000,68,3-00254-0081,"142 REMSEN STREET
Brooklyn, NY
(40.69367158124257, -73.99309397026552)",BROOKLYN HEIGHTS,D7-ELEVATOR,51,1936,41250,752857,18.25,2980000,72,0.15,3-00265-0006,"59 LIVINGSTON STREET
Brooklyn, NY
(40.691765672845165, -73.99190984647106)",BROOKLYN HEIGHTS,D1-ELEVATOR,43,1917,63224,1098719,17.38,4350000,69,0.3
3-00251-0043,"41 GRACE COURT
Brooklyn, NY
(40.694314937699474, -73.99764283315041)",BROOKLYN HEIGHTS,D4-ELEVATOR,33,1963,27664,487816,17.63,1930000,70,3-01091-0040,"136 PROSPECT PARK
Brooklyn, NY
(40.7005708318806, -73.98538827418518)",PARK SLOPE,D1-ELEVATOR,18,1931,20562,429355,20.88,1860000,90,2.25,3-02409-0027,"271 2 STREET
Brooklyn, NY
(40.67583015648056, -73.98767428412886)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,35,1914,22308,408558,18.31,956000,42.9,2.45
3-00251-0055,"19 GRACE COURT
Brooklyn, NY
(40.69443172452173, -73.99807404603257)",BROOKLYN HEIGHTS,D4-ELEVATOR,33,1926,41028,640644,15.61,2540000,62,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,571250,14.55,2090000,53,2,3-01079-0040,"70 PROSPECT PARK
Brooklyn, NY
(40.700642038028796, -73.98786881209446)",PARK SLOPE,D1-ELEVATOR,30,1920,36636,554952,15.15,2200000,60,2.15
3-00252-0008,"2 GRACE COURT
Brooklyn, NY
(40.69447915252656, -73.99845015025642)",BROOKLYN HEIGHTS,D4-ELEVATOR,144,1930,143418,2187741,15.25,8660000,60,3-01925-0007,"213 TAAFFE PLACE
Brooklyn, NY
(40.6921260857635, -73.95974625971935)",BEDFORD STUYVESANT,D1-ELEVATOR,90,1935,108000,2034802,18.84,8050000,75,2.05,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1813401,15.92,7180000,63,1.8
3-00253-0053,"60 REMSEN STREET
Brooklyn, NY
(40.694519300700726, -73.99613538479859)",BROOKLYN HEIGHTS,D4-ELEVATOR,87,1956,76730,1693654,22.07,7350000,96,3-00253-0007,"99 JORALEMON STREET
Brooklyn, NY
(40.693303242648284, -73.99578418454517)",BROOKLYN HEIGHTS,D3-ELEVATOR,32,1922,30480,701293,23.01,3050000,100,0,3-02305-0018,"193 9 STREET
Brooklyn, NY
(40.6712945215417, -73.99062423891033)",WILLIAMSBURG-NORTH,D9-ELEVATOR,68,1930,105718,3072845,29.1,14700000,139,2.75
3-00253-0057,"68 REMSEN STREET
Brooklyn, NY
(40.69443209486436, -73.99582927451584)",BROOKLYN HEIGHTS,D4-ELEVATOR,103,1928,66500,1249349,18.79,4940000,74,3-00254-0006,"141 JORALEMON STREET
Brooklyn, NY
(40.6929985611618, -73.99397694982594)",BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,921440,19.85,4000000,86,0.1,3-00247-0028,"74 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D3-ELEVATOR,59,1912,54640,1025052,18.76,4060000,74,0.1
3-00253-0061,"76 REMSEN STREET
Brooklyn, NY
(40.694344889027995, -73.99552316423308)",BROOKLYN HEIGHTS,D4-ELEVATOR,26,1923,29472,527894,17.91,2090000,71,3-00268-0039,"54 LIVINGSTON STREET
Brooklyn, NY
(40.69175587256905, -73.99208589968839)",BROOKLYN HEIGHTS,D9-ELEVATOR,32,1900,21040,408390,19.41,1770000,84,0.25,3-00235-0042,"36 CLARK STREET
Brooklyn, NY
(40.69791574707, -73.99482062564938)",BROOKLYN HEIGHTS,D1-ELEVATOR,33,1910,24570,635157,25.9,2760000,112,0.2
3-00254-0001,"114 CLINTON STREET
Brooklyn, NY
(40.69311767301416, -73.99301044150174)",BROOKLYN HEIGHTS,D4-ELEVATOR,38,1924,48138,751665,15.61,2980000,62,3-00242-0018,"191 HICKS STREET
Brooklyn, NY
(40.69586019482132, -73.99552357285327)",BROOKLYN HEIGHTS,D9-ELEVATOR,19,1920,24528,429871,17.53,1700000,69,0.15,3-01948-0040,"91 CLIFTON PLACE
Brooklyn, NY
(40.68810450441841, -73.96046921535479)",CLINTON HILL,D5-ELEVATOR,22,1920,22500,349697,15.54,1380000,61,1.8
3-00254-0004,"151 JORALEMON STREET
Brooklyn, NY
(40.69292459192491, -73.9934433146168)",BROOKLYN HEIGHTS,C6-WALK-UP,20,1905,12450,320588,25.8,1390000,112,3-00470-0008,"451 COURT STREET
Brooklyn, NY
(40.677737475824514, -73.99810088641885)",CARROLL GARDENS,C7-WALK-UP,13,1920,12800,358400,28,1720000,134,1.15,3-00254-0066,"110 REMSEN STREET
Brooklyn, NY
(40.69397996955827, -73.99422472742312)",BROOKLYN HEIGHTS,D7-ELEVATOR,15,1900,13258,350398,26.4,1520000,115,0
3-00254-0019,"245 HENRY STREET
Brooklyn, NY
(40.69315247111073, -73.99503039651863)",BROOKLYN HEIGHTS,D4-ELEVATOR,56,1957,58803,861870,14.66,3150000,54,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,571250,14.55,2090000,53,1.85,3-02789-0011,"740 GRAND STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-EAST,D5-ELEVATOR,27,1920,48000,848025,17.67,3360000,70,2.95
3-00254-0062,"100 REMSEN STREET
Brooklyn, NY
(40.694076340906925, -73.99457808903486)",BROOKLYN HEIGHTS,D4-ELEVATOR,81,1950,65920,1029328,15.61,4070000,62,3-00242-0018,"191 HICKS STREET
Brooklyn, NY
(40.69586019482132, -73.99552357285327)",BROOKLYN HEIGHTS,D9-ELEVATOR,19,1920,24528,429871,17.53,1700000,69,0.15,3-01948-0040,"91 CLIFTON PLACE
Brooklyn, NY
(40.68810450441841, -73.96046921535479)",CLINTON HILL,D5-ELEVATOR,22,1920,22500,349697,15.54,1380000,61,1.8
3-00255-0025,"99 CLINTON STREET
Brooklyn, NY
(40.69318493027044, -73.99290087587642)",BROOKLYN HEIGHTS,C6-WALK-UP,11,1900,25900,421497,16.27,1670000,64,3-00182-0057,"103 SMITH STREET
Brooklyn, NY
(40.68825379886824, -73.98936844039507)",BOERUM HILL,C7-WALK-UP,28,1900,19200,388124,20.21,1690000,88,0.4,3-00020-0006,"25 JAY STREET
Brooklyn, NY
(40.70418821230073, -73.98654953086015)",DOWNTOWN-FULTON FERRY,C7-WALK-UP,28,1920,47735,775073,16.24,3070000,64,0.85
3-00258-0106,"65 ATLANTIC AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,C6-WALK-UP,16,1900,6920,152887,22.09,664000,96,3-01104-0002,"453 7 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",PARK SLOPE SOUTH,C7-WALK-UP,16,1921,5732,130630,22.79,567000,99,2.25,3-01150-0001,"305 FLATBUSH AVENUE
Brooklyn, NY
(40.6918209275785, -73.98229044239675)",PROSPECT HEIGHTS,C7-WALK-UP,13,1931,5541,98195,17.72,389000,70,1.65
3-00259-0047,"30 WILLOW PLACE
Brooklyn, NY
(40.693145764041404, -73.99786351412581)",BROOKLYN HEIGHTS,C6-WALK-UP,15,1900,13925,380513,27.3,1820000,131,3-00183-0047,"373 PACIFIC STREET
Brooklyn, NY
(40.68657970417705, -73.98588457687731)",BOERUM HILL,C1-WALK-UP,14,1930,10375,313038,30.2,1500000,145,0.75,3-00258-0048,"42 COLUMBIA PLACE
Brooklyn, NY
(40.69312873812375, -73.99863930586338)",BROOKLYN HEIGHTS,C1-WALK-UP,20,1900,11160,348084,31.2,1670000,150,0.05
3-00261-0018,"277 HICKS STREET
Brooklyn, NY
(40.693118169056, -73.99682619349038)",BROOKLYN HEIGHTS,C6-WALK-UP,18,1960,24925,611781,24.54,2660000,107,3-02558-0064,"109 GREENPOINT AVENUE
Brooklyn, NY
(40.73009052256537, -73.95575198434207)",GREENPOINT,C1-WALK-UP,16,1930,13000,312145,24.01,1360000,105,3.35,3-01824-0070,"377 PUTNAM AVENUE
Brooklyn, NY
(40.68450515333922, -73.94621545600121)",BEDFORD STUYVESANT,C1-WALK-UP,31,1910,16800,446807,26.6,1940000,115,2.75
3-00262-0055,"282 HENRY STREET
Brooklyn, NY
(40.69173316816489, -73.99579867365253)",BROOKLYN HEIGHTS,C6-WALK-UP,11,1900,5850,134067,22.92,582000,99,3-00657-0018,"158 26 STREET
Brooklyn, NY
(40.60060785635078, -74.00010262214717)",SUNSET PARK,C1-WALK-UP,12,1930,4500,133000,29.6,637000,142,2.25,3-00280-0027,"16 DEAN STREET
Brooklyn, NY
(40.6882290082979, -73.99232544437157)",BOERUM HILL,C1-WALK-UP,16,1900,7624,216521,28.4,1040000,136,0.35
3-00264-0010,"132 JORALEMON STREET
Brooklyn, NY
(40.69295004084468, -73.99402549915943)",BROOKLYN HEIGHTS,C6-WALK-UP,14,1900,8700,179220,20.6,778000,89,3-00216-0014,"58 MIDDAGH STREET
Brooklyn, NY
(40.70029324753504, -73.99278249962025)",BROOKLYN HEIGHTS,C1-WALK-UP,16,1900,8456,182743,21.61,794000,94,0.5,3-00236-0101,"50 CLARK STREET
Brooklyn, NY
(40.69775214160333, -73.99424391875333)",BROOKLYN HEIGHTS,C7-WALK-UP,14,1928,7250,150108,20.7,652000,90,0.3
