BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
2-03737-0037,"1160 COLGATE AVENUE
Bronx, NY
(40.82729432806839, -73.88169814410591)",SOUNDVIEW,C6-WALK-UP,17,1927,13446,127737,9.5,361000,26.8,2-03080-0038,"2037 BELMONT AVENUE
Bronx, NY
(40.84787590368671, -73.89042106701291)",EAST TREMONT,C1-WALK-UP,17,1909,11629,125433,10.79,354000,30.4,1.55,2-03081-0045,"2120 BELMONT AVENUE
Bronx, NY
(40.84920347242967, -73.8893719309378)",EAST TREMONT,C1-WALK-UP,25,1914,18113,168565,9.31,476000,26.3,1.55
2-03788-0021,"1041 PUGSLEY AVENUE
Bronx, NY
(40.82777451192735, -73.85642261403828)",CASTLE HILL/UNIONPORT,D4-ELEVATOR,133,1963,151155,1587127,10.5,4480000,29.6,2-03143-0036,"2180 FOLIN STREET
Bronx, NY
(40.8545492880431, -73.89773925209502)",FORDHAM,D1-ELEVATOR,120,1972,125685,1621667,12.9,4580000,36.4,2.7,2-03650-0001,"950 EVERGREEN AVENUE
Bronx, NY
(40.82236069035507, -73.87959441577239)",SOUNDVIEW,D3-ELEVATOR,213,1964,174671,1650531,9.45,4660000,26.7,1.15
2-03794-0013,"1966 NEWBOLD AVENUE
Bronx, NY
(40.83226497409279, -73.85937937998489)",CASTLE HILL/UNIONPORT,D4-ELEVATOR,139,1967,144460,1336255,9.25,4400000,30.5,2-03115-0005,"2405 SOUTHERN BOULEVARD
Bronx, NY
(40.85358144952294, -73.8816503249367)",BELMONT,D1-ELEVATOR,142,1970,125075,1138887,9.11,3750000,30,1.95,2-03650-0001,"950 EVERGREEN AVENUE
Bronx, NY
(40.82236069035507, -73.87959441577239)",SOUNDVIEW,D3-ELEVATOR,213,1964,174671,1650531,9.45,4660000,26.7,1.2
2-03900-0039,"1475 THIERIOT AVENUE
Bronx, NY
(40.83706663690138, -73.86541021478455)",PARKCHESTER,D4-ELEVATOR,169,1954,216000,2345760,10.86,8270000,38.3,2-03649-0001,"955 EVERGREEN AVENUE
Bronx, NY
(40.82242107838564, -73.87968229130803)",SOUNDVIEW,D3-ELEVATOR,144,1964,153400,1349530,8.8,3810000,24.84,1.2,2-03797-0001,"2001 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",CASTLE HILL/UNIONPORT,D3-ELEVATOR,118,1964,112507,1296917,11.53,4570000,40.6,0.85
2-03901-0031,"1430 THIERIOT AVENUE
Bronx, NY
(40.836090745978765, -73.86516757361966)",PARKCHESTER,D4-ELEVATOR,170,1960,217800,2001582,9.19,6600000,30.3,2-04178-0010,"3555 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,112000,1216063,10.86,4290000,38.3,2.05,2-04323-0018,"2160 MATTHEWS AVENUE
Bronx, NY
(40.85558496059116, -73.86285939151604)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,133,1964,136122,1586254,11.65,5590000,41.1,1.3
2-03931-0001,"1332 METROPOLITAN AVENUE
Bronx, NY
(40.83409052972558, -73.86078570516344)",PARKCHESTER,D4-ELEVATOR,69,1962,67800,697662,10.29,2360000,34.8,2-03295-0016,"2770 BRIGGS AVENUE
Bronx, NY
(40.86779960290244, -73.89033851548385)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1948,68340,453094,6.63,1390000,20.34,2.75,2-04328-0023,"1025 ESPLANADE
Bronx, NY
(40.85525434331134, -73.85956952335299)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,48,1954,56200,600824,10.69,2030000,36.1,1.45
2-03931-0006,"1910 MC GRAW AVENUE
Bronx, NY
(40.834532887061734, -73.8614602032064)",PARKCHESTER,D4-ELEVATOR,54,1929,57000,328490,5.76,1010000,17.72,2-04430-0028,"2455 CRUGER AVENUE
Bronx, NY
(40.86285847268429, -73.86645597396297)",BRONXDALE,D1-ELEVATOR,54,1928,66368,365687,5.51,1120000,16.88,1.95,2-04432-0028,"750 MACE AVENUE
Bronx, NY
(40.86314465647516, -73.8654316625011)",PELHAM PARKWAY NORTH,D7-ELEVATOR,58,1928,67400,381605,5.66,1170000,17.36,1.95
2-03948-0047,"2181 STARLING AVENUE
Bronx, NY
(40.836339133713764, -73.85270261096049)",PARKCHESTER,D4-ELEVATOR,42,1962,30927,264426,8.55,872000,28.2,2-04994-0017,"667 233 STREET
Bronx, NY
(40.89386014901799, -73.85856279826099)",WAKEFIELD,D1-ELEVATOR,51,1963,48041,403544,8.4,1330000,27.7,3.95,2-04328-0011,"2185 HONE AVENUE
Bronx, NY
(40.85636861895209, -73.85994094934425)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,43,1962,41225,265529,6.44,815000,19.77,1.35
2-03987-0058,"1500 OVERING STREET
Bronx, NY
(40.840732086930444, -73.84542831518446)",WESTCHESTER,C6-WALK-UP,31,1926,27150,199824,7.36,614000,22.62,2-03982-0035,"1443 OVERING STREET
Bronx, NY
(40.840171993012824, -73.84478153486539)",WESTCHESTER,C1-WALK-UP,57,1927,49044,314525,6.41,966000,19.7,0.1,2-04068-0001,"1500 HONE AVENUE
Bronx, NY
(40.8427859779476, -73.85085483468579)",WESTCHESTER,C1-WALK-UP,49,1927,43340,360155,8.31,1190000,27.5,0.3
2-04162-0002,"1720 MAYFLOWER AVENUE
Bronx, NY
(40.845309172067154, -73.83449046071343)",SCHUYLERVILLE/PELHAM BAY,D4-ELEVATOR,120,1966,127000,1315720,10.36,3720000,29.3,2-04178-0010,"3555 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,112000,1216063,10.86,4290000,38.3,0.3,,,,,,,,,,,,
2-04174-0024,"3121 MIDDLETOWN ROAD
Bronx, NY
(40.84523742771046, -73.8264543417798)",SCHUYLERVILLE/PELHAM BAY,D4-ELEVATOR,157,1963,135250,1474225,10.9,5200000,38.4,2-04178-0010,"3555 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,112000,1216063,10.86,4290000,38.3,0.1,,,,,,,,,,,,
2-04230-0015,"1950 HUTCH RIVER PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D4-ELEVATOR,158,1961,179920,1863971,10.36,5260000,29.2,2-04178-0010,"3555 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,112000,1216063,10.86,4290000,38.3,0.45,,,,,,,,,,,,
2-04247-0057,"2015 ST PAUL AVENUE
Bronx, NY
(40.85254726976069, -73.82879385866468)",SCHUYLERVILLE/PELHAM BAY,D4-ELEVATOR,66,1964,58600,542050,9.25,1790000,30.5,2-04246-0020,"2025 CONTINENTAL AVENUE
Bronx, NY
(40.85250342420489, -73.82982531996933)",SCHUYLERVILLE/PELHAM BAY,D1-ELEVATOR,55,1963,57840,485856,8.4,1600000,27.7,0.03,2-04178-0010,"3555 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,112000,1216063,10.86,4290000,38.3,0.4
2-04251-0011,"1874 PELHAM PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D4-ELEVATOR,95,1970,85218,788266,9.25,2600000,30.5,2-04246-0020,"2025 CONTINENTAL AVENUE
Bronx, NY
(40.85250342420489, -73.82982531996933)",SCHUYLERVILLE/PELHAM BAY,D1-ELEVATOR,55,1963,57840,485856,8.4,1600000,27.7,0.15,2-04178-0010,"3555 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,112000,1216063,10.86,4290000,38.3,0.5
2-04252-0017,"1910 PELHAM PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D4-ELEVATOR,52,1964,44329,338673,7.64,1040000,23.46,2-04246-0020,"2025 CONTINENTAL AVENUE
Bronx, NY
(40.85250342420489, -73.82982531996933)",SCHUYLERVILLE/PELHAM BAY,D1-ELEVATOR,55,1963,57840,485856,8.4,1600000,27.7,0.15,,,,,,,,,,,,
2-04256-0003,"1944 UNIONPORT ROAD
Bronx, NY
(40.84995033576812, -73.86875865478986)",MORRIS PARK/VAN NEST,D4-ELEVATOR,79,1927,56634,518201,9.15,1710000,30.2,2-04284-0001,"2039 CRUGER AVENUE
Bronx, NY
(40.85151387208959, -73.86682617816146)",MORRIS PARK/VAN NEST,D1-ELEVATOR,73,1935,81456,706898,8.68,2330000,28.6,0.15,2-04285-0010,"2036 CRUGER AVENUE
Bronx, NY
(40.85137313065737, -73.86675891634732)",MORRIS PARK/VAN NEST,D1-ELEVATOR,43,1937,43854,421607,9.61,1420000,32.4,0.15
2-04256-0008,"1954 UNIONPORT ROAD
Bronx, NY
(40.85010989009071, -73.86866922306764)",MORRIS PARK/VAN NEST,D4-ELEVATOR,83,1928,63540,581391,9.15,1920000,30.2,2-04284-0001,"2039 CRUGER AVENUE
Bronx, NY
(40.85151387208959, -73.86682617816146)",MORRIS PARK/VAN NEST,D1-ELEVATOR,73,1935,81456,706898,8.68,2330000,28.6,0.15,2-04285-0010,"2036 CRUGER AVENUE
Bronx, NY
(40.85137313065737, -73.86675891634732)",MORRIS PARK/VAN NEST,D1-ELEVATOR,43,1937,43854,421607,9.61,1420000,32.4,0.15
2-04287-0001,"2081 CRUGER AVENUE
Bronx, NY
(40.85273532264298, -73.8667822989364)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,85,1931,87924,844070,9.6,2850000,32.4,2-04321-0038,"2198 WALLACE AVENUE
Bronx, NY
(40.85663748038834, -73.86469935941818)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,85,1929,87810,846791,9.64,2860000,32.6,0.25,2-04320-0042,"2181 WALLACE AVENUE
Bronx, NY
(40.855980458220195, -73.86479542693924)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,72,1931,84588,830421,9.82,2810000,33.2,0.2
2-04289-0015,"762 BRADY AVENUE
Bronx, NY
(40.852347163045295, -73.86531101073294)",MORRIS PARK/VAN NEST,D4-ELEVATOR,55,1932,54184,590605,10.9,2080000,38.4,2-04287-0050,"2105 CRUGER AVENUE
Bronx, NY
(40.85347907061547, -73.86676054664419)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,49,1939,46212,538104,11.64,1900000,41.1,0.15,2-04287-0055,"2095 CRUGER AVENUE
Bronx, NY
(40.853158654271155, -73.86676864307742)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,42,1939,53400,499570,9.36,1650000,30.9,0.15
2-04289-0020,"764 BRADY AVENUE
Bronx, NY
(40.85234485751091, -73.8652318540521)",MORRIS PARK/VAN NEST,D4-ELEVATOR,105,1933,94000,815920,8.68,2690000,28.6,2-04284-0001,"2039 CRUGER AVENUE
Bronx, NY
(40.85151387208959, -73.86682617816146)",MORRIS PARK/VAN NEST,D1-ELEVATOR,73,1935,81456,706898,8.68,2330000,28.6,0.1,,,,,,,,,,,,
2-04289-0035,"754 BRADY AVENUE
Bronx, NY
(40.85235638518431, -73.86562763750608)",MORRIS PARK/VAN NEST,D4-ELEVATOR,59,1932,75260,653256,8.68,2150000,28.6,2-04284-0001,"2039 CRUGER AVENUE
Bronx, NY
(40.85151387208959, -73.86682617816146)",MORRIS PARK/VAN NEST,D1-ELEVATOR,73,1935,81456,706898,8.68,2330000,28.6,0.1,,,,,,,,,,,,
2-04289-0050,"758 BRADY AVENUE
Bronx, NY
(40.85235177411504, -73.86546932412782)",MORRIS PARK/VAN NEST,D4-ELEVATOR,58,1932,67500,585900,8.68,1930000,28.6,2-04284-0001,"2039 CRUGER AVENUE
Bronx, NY
(40.85151387208959, -73.86682617816146)",MORRIS PARK/VAN NEST,D1-ELEVATOR,73,1935,81456,706898,8.68,2330000,28.6,0.1,,,,,,,,,,,,
2-04291-0001,"2075 WALLACE AVENUE
Bronx, NY
(40.85242552459459, -73.86492011309757)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,190,1930,174400,1684704,9.66,5690000,32.6,2-04286-0022,"2100 BRONX PARK
Bronx, NY
(40.85369968438688, -73.86913805069814)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,157,1929,168990,1651470,9.77,5580000,33,0.15,2-04291-0024,"2131 WALLACE AVENUE
Bronx, NY
(40.85414161089087, -73.864860937708)",PELHAM PARKWAY SOUTH,D7-ELEVATOR,187,1929,178126,1699322,9.54,5600000,31.4,0
2-04291-0014,"2105 WALLACE AVENUE
Bronx, NY
(40.853344856539024, -73.864888411996)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,192,1952,220000,2288000,10.4,7730000,35.1,2-04222-0046,"1560 PELHAM PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,177,1960,184500,1908751,10.35,6450000,35,1.25,,,,,,,,,,,,
2-04292-0014,"2100 WALLACE AVENUE
Bronx, NY
(40.85322084953029, -73.86482018352058)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,148,1940,144354,1410338,9.77,4770000,33,2-04286-0022,"2100 BRONX PARK
Bronx, NY
(40.85369968438688, -73.86913805069814)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,157,1929,168990,1651470,9.77,5580000,33,0.2,,,,,,,,,,,,
2-04293-0010,"2080 BARNES AVENUE
Bronx, NY
(40.85364105648129, -73.86386320956547)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,96,1951,127000,1043940,8.22,3200000,25.2,2-04222-0028,"1540 PELHAM PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,61,1953,91705,753843,8.22,2310000,25.2,1.15,2-04222-0093,"1545 RHINELANDER AVENUE
Bronx, NY
(40.85582386413676, -73.84149069361773)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,106,1962,112339,1233499,10.98,4350000,38.7,1.15
2-04298-0022,"900 LYDIG AVENUE
Bronx, NY
(40.85438447122029, -73.86197310901291)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,92,1959,105000,887250,8.45,2920000,27.8,2-04221-0001,"2100 EASTCHESTER ROAD
Bronx, NY
(40.856145150899465, -73.8439124998856)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,70,1963,81000,740498,9.14,2440000,30.1,1,2-04222-0093,"1545 RHINELANDER AVENUE
Bronx, NY
(40.85582386413676, -73.84149069361773)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,106,1962,112339,1233499,10.98,4350000,38.7,1.05
2-04317-0006,"2160 BRONX PARK
Bronx, NY
(40.854668775875034, -73.869485173014)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,61,1938,64291,561260,8.73,1850000,28.8,2-04317-0040,"2185 BOLTON STREET
Bronx, NY
(40.856254677535595, -73.86868313422401)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,67,1935,70704,546205,7.73,1680000,23.76,0,2-04317-0046,"2165 BOLTON STREET
Bronx, NY
(40.8558215499243, -73.8686956111511)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,67,1935,70230,683418,9.73,2310000,32.9,0
2-04317-0015,"2166 BRONX PARK
Bronx, NY
(40.85478158809235, -73.86952540062637)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,65,1936,73610,642615,8.73,2120000,28.8,2-04317-0040,"2185 BOLTON STREET
Bronx, NY
(40.856254677535595, -73.86868313422401)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,67,1935,70704,546205,7.73,1680000,23.76,0,2-04317-0046,"2165 BOLTON STREET
Bronx, NY
(40.8558215499243, -73.8686956111511)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,67,1935,70230,683418,9.73,2310000,32.9,0
2-04317-0025,"2190 BOSTON ROAD
Bronx, NY
(40.856387421904955, -73.8694255046073)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,78,1941,87354,762600,8.73,2510000,28.7,2-04317-0040,"2185 BOLTON STREET
Bronx, NY
(40.856254677535595, -73.86868313422401)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,67,1935,70704,546205,7.73,1680000,23.76,0,2-04317-0046,"2165 BOLTON STREET
Bronx, NY
(40.8558215499243, -73.8686956111511)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,67,1935,70230,683418,9.73,2310000,32.9,0
2-04317-0037,"2191 BOLTON STREET
Bronx, NY
(40.85638461570564, -73.86867939114916)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,54,1941,44270,332910,7.52,1020000,23.04,2-04439-0001,"785 MACE AVENUE
Bronx, NY
(40.86318289306281, -73.8641452140259)",PELHAM PARKWAY NORTH,D1-ELEVATOR,48,1931,49770,374100,7.52,1150000,23.11,0.65,,,,,,,,,,,,
2-04319-0010,"2156 CRUGER AVENUE
Bronx, NY
(40.85510727182454, -73.86664822895487)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,73,1930,70836,692776,9.78,2340000,33,2-04319-0045,"2157 HOLLAND AVENUE
Bronx, NY
(40.855109870470436, -73.86577640620291)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,73,1930,73842,722189,9.78,2440000,33,0,,,,,,,,,,,,
2-04319-0015,"2186 CRUGER AVENUE
Bronx, NY
(40.856169805381704, -73.86661762099233)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,73,1930,70812,692541,9.78,2340000,33,2-04319-0045,"2157 HOLLAND AVENUE
Bronx, NY
(40.855109870470436, -73.86577640620291)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,73,1930,73842,722189,9.78,2440000,33,0,,,,,,,,,,,,
2-04319-0030,"2199 HOLLAND AVENUE
Bronx, NY
(40.85662190370903, -73.86573355505853)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,93,1930,88386,998761,11.3,3520000,39.8,2-04319-0025,"2198 CRUGER AVENUE
Bronx, NY
(40.856594818694866, -73.86660537781049)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,88,1930,88386,996481,11.27,3510000,39.7,0,2-04319-0045,"2157 HOLLAND AVENUE
Bronx, NY
(40.855109870470436, -73.86577640620291)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,73,1930,73842,722189,9.78,2440000,33,0
2-04319-0040,"2187 HOLLAND AVENUE
Bronx, NY
(40.856189894291944, -73.86574579824037)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,73,1930,73182,826956,11.3,2920000,39.9,2-04319-0025,"2198 CRUGER AVENUE
Bronx, NY
(40.856594818694866, -73.86660537781049)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,88,1930,88386,996481,11.27,3510000,39.7,0,2-04319-0045,"2157 HOLLAND AVENUE
Bronx, NY
(40.855109870470436, -73.86577640620291)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,73,1930,73842,722189,9.78,2440000,33,0
2-04322-0051,"2165 MATTHEWS AVENUE
Bronx, NY
(40.855737934399514, -73.86292638146611)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,62,1959,58500,661050,11.3,2330000,39.8,2-04319-0025,"2198 CRUGER AVENUE
Bronx, NY
(40.856594818694866, -73.86660537781049)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,88,1930,88386,996481,11.27,3510000,39.7,0.15,2-04319-0045,"2157 HOLLAND AVENUE
Bronx, NY
(40.855109870470436, -73.86577640620291)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,73,1930,73842,722189,9.78,2440000,33,0.15
2-04325-0021,"2121 PAULDING AVENUE
Bronx, NY
(40.85399220962922, -73.85982017348815)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,121,1964,153804,1799506,11.7,6340000,41.2,2-04323-0018,"2160 MATTHEWS AVENUE
Bronx, NY
(40.85558496059116, -73.86285939151604)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,133,1964,136122,1586254,11.65,5590000,41.1,0.15,,,,,,,,,,,,
2-04337-0001,"601 PELHAM PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",BRONXDALE,D4-ELEVATOR,116,1937,108757,1185451,10.9,4180000,38.4,2-04426-0017,"2440 OLINVILLE AVENUE
Bronx, NY
(40.86213754651548, -73.86843904349027)",BRONXDALE,D1-ELEVATOR,83,1965,95700,785388,8.21,2410000,25.2,0.35,2-04342-0010,"2280 OLINVILLE AVENUE
Bronx, NY
(40.85936205163215, -73.8685367578719)",BRONXDALE,D1-ELEVATOR,256,1965,255000,2788505,10.94,9830000,38.5,0.2
2-04337-0018,"2244 BRONX PARK
Bronx, NY
(40.85840735541852, -73.87087026496502)",BRONXDALE,D4-ELEVATOR,68,1956,65071,556357,8.55,1830000,28.1,2-04337-0032,"2245 BARKER AVENUE
Bronx, NY
(40.85848976687058, -73.86955969816803)",BRONXDALE,D1-ELEVATOR,50,1959,57678,493130,8.55,1630000,28.3,0,,,,,,,,,,,,
2-04341-0001,"665 THWAITES PLACE
Bronx, NY
(40.85889999364674, -73.86892283319438)",BRONXDALE,D4-ELEVATOR,135,1962,125891,1372211,10.9,4840000,38.4,2-04633-0001,"831 BARTHOLDI STREET
Bronx, NY
(40.87380248839965, -73.86238609432566)",BRONXDALE,D1-ELEVATOR,122,1973,127629,783691,6.14,2410000,18.88,1.05,2-04342-0010,"2280 OLINVILLE AVENUE
Bronx, NY
(40.85936205163215, -73.8685367578719)",BRONXDALE,D1-ELEVATOR,256,1965,255000,2788505,10.94,9830000,38.5,0.05
2-04343-0001,"2215 CRUGER AVENUE
Bronx, NY
(40.858167243319706, -73.86660543007959)",PELHAM PARKWAY NORTH,D4-ELEVATOR,168,1952,140662,1533215,10.9,5400000,38.4,2-04633-0001,"831 BARTHOLDI STREET
Bronx, NY
(40.87380248839965, -73.86238609432566)",BRONXDALE,D1-ELEVATOR,122,1973,127629,783691,6.14,2410000,18.88,1.1,2-04342-0010,"2280 OLINVILLE AVENUE
Bronx, NY
(40.85936205163215, -73.8685367578719)",BRONXDALE,D1-ELEVATOR,256,1965,255000,2788505,10.94,9830000,38.5,0.1
2-04425-0001,"2410 BARKER AVENUE
Bronx, NY
(40.861617360780244, -73.8693935826055)",BRONXDALE,D4-ELEVATOR,172,1963,183600,1918620,10.45,5420000,29.5,2-04633-0001,"831 BARTHOLDI STREET
Bronx, NY
(40.87380248839965, -73.86238609432566)",BRONXDALE,D1-ELEVATOR,122,1973,127629,783691,6.14,2410000,18.88,0.9,2-04338-0012,"660 THWAITES PLACE
Bronx, NY
(40.85884589717509, -73.86908775600037)",BRONXDALE,D1-ELEVATOR,108,1954,137350,904026,6.58,2780000,20.24,0.25
2-04429-0001,"2550 OLINVILLE AVENUE
Bronx, NY
(40.863816236651225, -73.86838289481757)",BRONXDALE,D4-ELEVATOR,213,1965,232532,2534598,10.9,8930000,38.4,2-04338-0012,"660 THWAITES PLACE
Bronx, NY
(40.85884589717509, -73.86908775600037)",BRONXDALE,D1-ELEVATOR,108,1954,137350,904026,6.58,2780000,20.24,0.4,2-04342-0010,"2280 OLINVILLE AVENUE
Bronx, NY
(40.85936205163215, -73.8685367578719)",BRONXDALE,D1-ELEVATOR,256,1965,255000,2788505,10.94,9830000,38.5,0.3
2-04508-0010,"2750 OLINVILLE AVENUE
Bronx, NY
(40.866020278366186, -73.86831185110265)",BRONXDALE,D4-ELEVATOR,66,1955,71256,638453,8.96,2100000,29.5,2-04337-0032,"2245 BARKER AVENUE
Bronx, NY
(40.85848976687058, -73.86955969816803)",BRONXDALE,D1-ELEVATOR,50,1959,57678,493130,8.55,1630000,28.3,0.55,2-04337-0064,"620 REISS PLACE
Bronx, NY
(40.85818447760466, -73.87060787968669)",BRONXDALE,D1-ELEVATOR,74,1959,86527,623376,7.2,1910000,22.07,0.6
2-04543-0001,"3000 BRONX PARK
Bronx, NY
(40.86971543619559, -73.87048308781573)",BRONXDALE,D4-ELEVATOR,297,1961,352360,3840724,10.9,10800000,30.7,2-04342-0010,"2280 OLINVILLE AVENUE
Bronx, NY
(40.85936205163215, -73.8685367578719)",BRONXDALE,D1-ELEVATOR,256,1965,255000,2788505,10.94,9830000,38.5,0.75,2-04633-0001,"831 BARTHOLDI STREET
Bronx, NY
(40.87380248839965, -73.86238609432566)",BRONXDALE,D1-ELEVATOR,122,1973,127629,783691,6.14,2410000,18.88,0.45
2-04550-0012,"2922 BARNES AVENUE
Bronx, NY
(40.86829311290969, -73.86339917170883)",BRONXDALE,D4-ELEVATOR,129,1928,127566,1390469,10.9,4900000,38.4,2-04633-0001,"831 BARTHOLDI STREET
Bronx, NY
(40.87380248839965, -73.86238609432566)",BRONXDALE,D1-ELEVATOR,122,1973,127629,783691,6.14,2410000,18.88,0.4,2-04338-0012,"660 THWAITES PLACE
Bronx, NY
(40.85884589717509, -73.86908775600037)",BRONXDALE,D1-ELEVATOR,108,1954,137350,904026,6.58,2780000,20.24,0.75
2-04573-0005,"829 ADEE AVENUE
Bronx, NY
(40.869654289909654, -73.86236847789769)",BRONXDALE,C6-WALK-UP,74,1927,48944,412108,8.42,1160000,23.7,2-04550-0027,"808 ADEE AVENUE
Bronx, NY
(40.869607440238724, -73.86303687726802)",BRONXDALE,D1-ELEVATOR,78,1927,82320,794987,9.66,2620000,31.8,0.1,2-04424-0012,"2420 BRONX PARK
Bronx, NY
(40.86180922760161, -73.87050289754153)",BRONXDALE,D1-ELEVATOR,66,1928,79366,635473,8.01,1950000,24.57,0.7
