DBN,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
01M063,All Grades,2007,Female,46,,2,4.3%,6,13%,33,71.7%,5,10.9%,38,82.6%
01M063,All Grades,2007,Male,52,,4,7.7%,8,15.4%,31,59.6%,9,17.3%,40,76.9%
01M063,All Grades,2008,Female,35,,1,2.9%,10,28.6%,21,60%,3,8.6%,24,68.6%
01M063,All Grades,2008,Male,52,,1,1.9%,11,21.2%,34,65.4%,6,11.5%,40,76.9%
01M063,All Grades,2009,Female,37,,1,2.7%,5,13.5%,26,70.3%,5,13.5%,31,83.8%
01M063,All Grades,2009,Male,67,,4,6%,8,11.9%,46,68.7%,9,13.4%,55,82.1%
01M063,All Grades,2010,Female,29,,1,3.4%,8,27.6%,13,44.8%,7,24.1%,20,69%
01M063,All Grades,2010,Male,57,,8,14%,10,17.5%,26,45.6%,13,22.8%,39,68.4%
01M063,All Grades,2011,Female,30,686,2,6.7%,11,36.7%,9,30%,8,26.7%,17,56.7%
01M063,All Grades,2011,Male,47,690,2,4.3%,15,31.9%,15,31.9%,15,31.9%,30,63.8%
01M064,3,2006,Female,32,672,0,0%,7,21.9%,20,62.5%,5,15.6%,25,78.1%
01M064,3,2006,Male,17,661,1,5.9%,3,17.6%,13,76.5%,0,0%,13,76.5%
01M064,3,2007,Female,12,689,0,0%,1,8.3%,8,66.7%,3,25%,11,91.7%
01M064,3,2007,Male,26,678,1,3.8%,1,3.8%,22,84.6%,2,7.7%,24,92.3%
01M064,3,2008,Female,21,681,0,0%,1,4.8%,18,85.7%,2,9.5%,20,95.2%
01M064,3,2008,Male,13,678,0,0%,0,0%,12,92.3%,1,7.7%,13,100%
01M064,3,2009,Female,17,687,0,0%,0,0%,13,76.5%,4,23.5%,17,100%
01M064,3,2009,Male,26,670,0,0%,3,11.5%,22,84.6%,1,3.8%,23,88.5%
01M064,3,2010,Female,22,674,3,13.6%,15,68.2%,3,13.6%,1,4.5%,4,18.2%
01M064,3,2010,Male,24,683,2,8.3%,10,41.7%,9,37.5%,3,12.5%,12,50%
01M064,3,2011,Female,20,677,4,20%,7,35%,9,45%,0,0%,9,45%
01M064,3,2011,Male,13,667,5,38.5%,7,53.8%,1,7.7%,0,0%,1,7.7%
01M064,4,2006,Female,18,661,0,0%,8,44.4%,9,50%,1,5.6%,10,55.6%
01M064,4,2006,Male,24,658,2,8.3%,8,33.3%,14,58.3%,0,0%,14,58.3%
01M064,4,2007,Female,29,659,0,0%,9,31%,19,65.5%,1,3.4%,20,69%
01M064,4,2007,Male,17,657,2,11.8%,5,29.4%,9,52.9%,1,5.9%,10,58.8%
01M064,4,2008,Female,18,676,1,5.6%,2,11.1%,10,55.6%,5,27.8%,15,83.3%
01M064,4,2008,Male,29,670,0,0%,5,17.2%,23,79.3%,1,3.4%,24,82.8%
01M064,4,2009,Female,20,689,0,0%,0,0%,15,75%,5,25%,20,100%
01M064,4,2009,Male,16,691,0,0%,0,0%,12,75%,4,25%,16,100%
01M064,4,2010,Female,17,682,0,0%,5,29.4%,11,64.7%,1,5.9%,12,70.6%
01M064,4,2010,Male,31,670,2,6.5%,17,54.8%,10,32.3%,2,6.5%,12,38.7%
01M064,4,2011,Female,20,654,3,15%,15,75%,2,10%,0,0%,2,10%
01M064,4,2011,Male,27,674,1,3.7%,12,44.4%,12,44.4%,2,7.4%,14,51.9%
01M064,5,2006,Female,19,651,1,5.3%,7,36.8%,9,47.4%,2,10.5%,11,57.9%
01M064,5,2006,Male,18,671,0,0%,2,11.1%,15,83.3%,1,5.6%,16,88.9%
01M064,5,2007,Female,23,665,0,0%,5,21.7%,17,73.9%,1,4.3%,18,78.3%
01M064,5,2007,Male,25,669,0,0%,7,28%,15,60%,3,12%,18,72%
01M064,5,2008,Female,27,676,0,0%,3,11.1%,19,70.4%,5,18.5%,24,88.9%
01M064,5,2008,Male,14,664,0,0%,3,21.4%,10,71.4%,1,7.1%,11,78.6%
01M064,5,2009,Female,16,675,0,0%,2,12.5%,10,62.5%,4,25%,14,87.5%
01M064,5,2009,Male,28,671,1,3.6%,4,14.3%,21,75%,2,7.1%,23,82.1%
01M064,5,2010,Female,17,671,1,5.9%,10,58.8%,5,29.4%,1,5.9%,6,35.3%
01M064,5,2010,Male,16,695,1,6.3%,2,12.5%,8,50%,5,31.3%,13,81.3%
01M064,5,2011,Female,17,681,2,11.8%,3,17.6%,10,58.8%,2,11.8%,12,70.6%
01M064,5,2011,Male,32,674,2,6.3%,15,46.9%,10,31.3%,5,15.6%,15,46.9%
01M064,6,2006,Female,26,632,8,30.8%,10,38.5%,7,26.9%,1,3.8%,8,30.8%
01M064,6,2006,Male,29,622,13,44.8%,8,27.6%,8,27.6%,0,0%,8,27.6%
01M064,All Grades,2006,Female,95,,9,9.5%,32,33.7%,45,47.4%,9,9.5%,54,56.8%
01M064,All Grades,2006,Male,88,,16,18.2%,21,23.9%,50,56.8%,1,1.1%,51,58%
01M064,All Grades,2007,Female,64,,0,0%,15,23.4%,44,68.8%,5,7.8%,49,76.6%
01M064,All Grades,2007,Male,68,,3,4.4%,13,19.1%,46,67.6%,6,8.8%,52,76.5%
01M064,All Grades,2008,Female,66,,1,1.5%,6,9.1%,47,71.2%,12,18.2%,59,89.4%
01M064,All Grades,2008,Male,56,,0,0%,8,14.3%,45,80.4%,3,5.4%,48,85.7%
01M064,All Grades,2009,Female,53,,0,0%,2,3.8%,38,71.7%,13,24.5%,51,96.2%
01M064,All Grades,2009,Male,70,,1,1.4%,7,10%,55,78.6%,7,10%,62,88.6%
01M064,All Grades,2010,Female,56,,4,7.1%,30,53.6%,19,33.9%,3,5.4%,22,39.3%
01M064,All Grades,2010,Male,71,,5,7%,29,40.8%,27,38%,10,14.1%,37,52.1%
01M064,All Grades,2011,Female,57,670,9,15.8%,25,43.9%,21,36.8%,2,3.5%,23,40.4%
01M064,All Grades,2011,Male,72,673,8,11.1%,34,47.2%,23,31.9%,7,9.7%,30,41.7%
01M110,3,2006,Female,43,689,2,4.7%,4,9.3%,24,55.8%,13,30.2%,37,86%
01M110,3,2006,Male,33,693,0,0%,2,6.1%,18,54.5%,13,39.4%,31,93.9%
01M110,3,2007,Female,27,689,0,0%,1,3.7%,21,77.8%,5,18.5%,26,96.3%
01M110,3,2007,Male,26,701,0,0%,1,3.8%,17,65.4%,8,30.8%,25,96.2%
01M110,3,2008,Female,47,700,1,2.1%,3,6.4%,24,51.1%,19,40.4%,43,91.5%
01M110,3,2008,Male,36,696,0,0%,1,2.8%,26,72.2%,9,25%,35,97.2%
01M110,3,2009,Female,34,702,0,0%,0,0%,21,61.8%,13,38.2%,34,100%
01M110,3,2009,Male,29,703,0,0%,0,0%,18,62.1%,11,37.9%,29,100%
01M110,3,2010,Female,34,699,4,11.8%,7,20.6%,13,38.2%,10,29.4%,23,67.6%
01M110,3,2010,Male,48,705,6,12.5%,9,18.8%,10,20.8%,23,47.9%,33,68.8%
01M110,3,2011,Female,35,698,0,0%,8,22.9%,16,45.7%,11,31.4%,27,77.1%
01M110,3,2011,Male,34,693,0,0%,10,29.4%,18,52.9%,6,17.6%,24,70.6%
01M110,4,2006,Female,35,682,2,5.7%,3,8.6%,19,54.3%,11,31.4%,30,85.7%
01M110,4,2006,Male,45,685,1,2.2%,7,15.6%,23,51.1%,14,31.1%,37,82.2%
01M110,4,2007,Female,43,685,1,2.3%,6,14%,23,53.5%,13,30.2%,36,83.7%
01M110,4,2007,Male,32,708,1,3.1%,5,15.6%,13,40.6%,13,40.6%,26,81.3%
01M110,4,2008,Female,27,677,1,3.7%,7,25.9%,14,51.9%,5,18.5%,19,70.4%
01M110,4,2008,Male,28,696,0,0%,4,14.3%,13,46.4%,11,39.3%,24,85.7%
01M110,4,2009,Female,45,705,3,6.7%,2,4.4%,13,28.9%,27,60%,40,88.9%
01M110,4,2009,Male,35,682,0,0%,7,20%,18,51.4%,10,28.6%,28,80%
01M110,4,2010,Female,33,707,0,0%,7,21.2%,10,30.3%,16,48.5%,26,78.8%
01M110,4,2010,Male,28,695,1,3.6%,5,17.9%,11,39.3%,11,39.3%,22,78.6%
01M110,4,2011,Female,32,694,2,6.3%,7,21.9%,8,25%,15,46.9%,23,71.9%
01M110,4,2011,Male,41,699,2,4.9%,9,22%,10,24.4%,20,48.8%,30,73.2%
01M110,5,2006,Female,35,681,1,2.9%,6,17.1%,18,51.4%,10,28.6%,28,80%
01M110,5,2006,Male,31,685,1,3.2%,3,9.7%,19,61.3%,8,25.8%,27,87.1%
01M110,5,2007,Female,31,677,0,0%,6,19.4%,18,58.1%,7,22.6%,25,80.6%
01M110,5,2007,Male,40,680,1,2.5%,6,15%,21,52.5%,12,30%,33,82.5%
01M110,5,2008,Female,39,679,0,0%,5,12.8%,28,71.8%,6,15.4%,34,87.2%
01M110,5,2008,Male,31,681,1,3.2%,4,12.9%,16,51.6%,10,32.3%,26,83.9%
01M110,5,2009,Female,25,673,0,0%,4,16%,16,64%,5,20%,21,84%
01M110,5,2009,Male,27,685,0,0%,5,18.5%,16,59.3%,6,22.2%,22,81.5%
01M110,5,2010,Female,40,695,2,5%,8,20%,15,37.5%,15,37.5%,30,75%
01M110,5,2010,Male,32,675,2,6.3%,15,46.9%,8,25%,7,21.9%,15,46.9%
01M110,5,2011,Female,27,695,0,0%,5,18.5%,14,51.9%,8,29.6%,22,81.5%
01M110,5,2011,Male,26,698,0,0%,8,30.8%,8,30.8%,10,38.5%,18,69.2%
01M110,6,2006,Female,27,672,0,0%,5,18.5%,16,59.3%,6,22.2%,22,81.5%
01M110,6,2006,Male,26,660,1,3.8%,6,23.1%,17,65.4%,2,7.7%,19,73.1%
01M110,7,2006,Female,22,662,2,9.1%,4,18.2%,14,63.6%,2,9.1%,16,72.7%
01M110,7,2006,Male,34,652,2,5.9%,9,26.5%,19,55.9%,4,11.8%,23,67.6%
01M110,8,2006,Female,30,644,3,10%,15,50%,11,36.7%,1,3.3%,12,40%
01M110,8,2006,Male,15,647,3,20%,7,46.7%,3,20%,2,13.3%,5,33.3%
01M110,All Grades,2006,Female,192,,10,5.2%,37,19.3%,102,53.1%,43,22.4%,145,75.5%
01M110,All Grades,2006,Male,184,,8,4.3%,34,18.5%,99,53.8%,43,23.4%,142,77.2%
01M110,All Grades,2007,Female,101,,1,1%,13,12.9%,62,61.4%,25,24.8%,87,86.1%
01M110,All Grades,2007,Male,98,,2,2%,12,12.2%,51,52%,33,33.7%,84,85.7%
01M110,All Grades,2008,Female,113,,2,1.8%,15,13.3%,66,58.4%,30,26.5%,96,85%
01M110,All Grades,2008,Male,95,,1,1.1%,9,9.5%,55,57.9%,30,31.6%,85,89.5%
01M110,All Grades,2009,Female,104,,3,2.9%,6,5.8%,50,48.1%,45,43.3%,95,91.3%
01M110,All Grades,2009,Male,91,,0,0%,12,13.2%,52,57.1%,27,29.7%,79,86.8%
01M110,All Grades,2010,Female,107,,6,5.6%,22,20.6%,38,35.5%,41,38.3%,79,73.8%
01M110,All Grades,2010,Male,108,,9,8.3%,29,26.9%,29,26.9%,41,38%,70,64.8%
01M110,All Grades,2011,Female,94,696,2,2.1%,20,21.3%,38,40.4%,34,36.2%,72,76.6%
01M110,All Grades,2011,Male,101,697,2,2%,27,26.7%,36,35.6%,36,35.6%,72,71.3%
01M134,3,2006,Female,25,654,3,12%,11,44%,7,28%,4,16%,11,44%
01M134,3,2006,Male,28,654,4,14.3%,6,21.4%,17,60.7%,1,3.6%,18,64.3%
01M134,3,2007,Female,28,689,2,7.1%,2,7.1%,14,50%,10,35.7%,24,85.7%
01M134,3,2007,Male,20,688,0,0%,2,10%,13,65%,5,25%,18,90%
01M134,3,2008,Female,29,675,1,3.4%,3,10.3%,22,75.9%,3,10.3%,25,86.2%
01M134,3,2008,Male,32,685,0,0%,5,15.6%,22,68.8%,5,15.6%,27,84.4%
01M134,3,2009,Female,27,697,0,0%,3,11.1%,13,48.1%,11,40.7%,24,88.9%
01M134,3,2009,Male,29,686,0,0%,4,13.8%,20,69%,5,17.2%,25,86.2%
01M134,3,2010,Female,24,686,3,12.5%,7,29.2%,10,41.7%,4,16.7%,14,58.3%
01M134,3,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
01M134,3,2010,Male,23,685,2,8.7%,10,43.5%,9,39.1%,2,8.7%,11,47.8%
01M134,3,2011,Female,28,679,4,14.3%,16,57.1%,5,17.9%,3,10.7%,8,28.6%
01M134,3,2011,Male,29,684,1,3.4%,12,41.4%,16,55.2%,0,0%,16,55.2%
01M134,4,2006,Female,19,670,2,10.5%,1,5.3%,12,63.2%,4,21.1%,16,84.2%
01M134,4,2006,Male,27,665,1,3.7%,8,29.6%,14,51.9%,4,14.8%,18,66.7%
01M134,4,2007,Female,24,668,2,8.3%,6,25%,12,50%,4,16.7%,16,66.7%
01M134,4,2007,Male,19,672,0,0%,4,21.1%,10,52.6%,5,26.3%,15,78.9%
01M134,4,2008,Female,27,685,1,3.7%,3,11.1%,15,55.6%,8,29.6%,23,85.2%
01M134,4,2008,Male,17,699,0,0%,0,0%,10,58.8%,7,41.2%,17,100%
01M134,4,2009,Female,28,684,1,3.6%,2,7.1%,19,67.9%,6,21.4%,25,89.3%
01M134,4,2009,Male,33,677,3,9.1%,3,9.1%,18,54.5%,9,27.3%,27,81.8%
01M134,4,2010,Female,30,691,1,3.3%,9,30%,11,36.7%,9,30%,20,66.7%
01M134,4,2010,Male,29,692,1,3.4%,12,41.4%,9,31%,7,24.1%,16,55.2%
01M134,4,2011,Female,23,688,1,4.3%,6,26.1%,10,43.5%,6,26.1%,16,69.6%
01M134,4,2011,Male,17,686,0,0%,5,29.4%,9,52.9%,3,17.6%,12,70.6%
01M134,5,2006,Female,20,655,3,15%,6,30%,10,50%,1,5%,11,55%
01M134,5,2006,Male,25,648,2,8%,9,36%,13,52%,1,4%,14,56%
01M134,5,2007,Female,21,680,1,4.8%,3,14.3%,11,52.4%,6,28.6%,17,81%
01M134,5,2007,Male,22,668,1,4.5%,4,18.2%,14,63.6%,3,13.6%,17,77.3%
01M134,5,2008,Female,26,669,1,3.8%,4,15.4%,18,69.2%,3,11.5%,21,80.8%
01M134,5,2008,Male,21,681,0,0%,4,19%,12,57.1%,5,23.8%,17,81%
01M134,5,2009,Female,31,690,0,0%,3,9.7%,14,45.2%,14,45.2%,28,90.3%
01M134,5,2009,Male,21,686,0,0%,2,9.5%,11,52.4%,8,38.1%,19,90.5%
01M134,5,2010,Female,29,676,3,10.3%,11,37.9%,8,27.6%,7,24.1%,15,51.7%
01M134,5,2010,Male,34,675,2,5.9%,18,52.9%,7,20.6%,7,20.6%,14,41.2%
01M134,5,2011,Female,27,680,3,11.1%,6,22.2%,16,59.3%,2,7.4%,18,66.7%
01M134,5,2011,Male,32,680,2,6.3%,9,28.1%,18,56.3%,3,9.4%,21,65.6%
01M134,6,2006,Female,23,639,6,26.1%,9,39.1%,8,34.8%,0,0%,8,34.8%
01M134,6,2006,Male,26,666,1,3.8%,6,23.1%,16,61.5%,3,11.5%,19,73.1%
01M134,All Grades,2006,Female,87,,14,16.1%,27,31%,37,42.5%,9,10.3%,46,52.9%
01M134,All Grades,2006,Male,106,,8,7.5%,29,27.4%,60,56.6%,9,8.5%,69,65.1%
01M134,All Grades,2007,Female,73,,5,6.8%,11,15.1%,37,50.7%,20,27.4%,57,78.1%
01M134,All Grades,2007,Male,61,,1,1.6%,10,16.4%,37,60.7%,13,21.3%,50,82%
01M134,All Grades,2008,Female,82,,3,3.7%,10,12.2%,55,67.1%,14,17.1%,69,84.1%
01M134,All Grades,2008,Male,70,,0,0%,9,12.9%,44,62.9%,17,24.3%,61,87.1%
01M134,All Grades,2009,Female,86,,1,1.2%,8,9.3%,46,53.5%,31,36%,77,89.5%
01M134,All Grades,2009,Male,83,,3,3.6%,9,10.8%,49,59%,22,26.5%,71,85.5%
01M134,All Grades,2010,Female,83,,7,8.4%,27,32.5%,29,34.9%,20,24.1%,49,59%
01M134,All Grades,2010,Male,1,,s,s,s,s,s,s,s,s,s,s
01M134,All Grades,2010,Male,86,,5,5.8%,40,46.5%,25,29.1%,16,18.6%,41,47.7%
01M134,All Grades,2010,Male,86,,5,5.8%,40,46.5%,25,29.1%,16,18.6%,41,47.7%
01M134,All Grades,2011,Female,78,682,8,10.3%,28,35.9%,31,39.7%,11,14.1%,42,53.8%
01M134,All Grades,2011,Male,78,683,3,3.8%,26,33.3%,43,55.1%,6,7.7%,49,62.8%
01M137,3,2006,Female,24,657,6,25%,5,20.8%,9,37.5%,4,16.7%,13,54.2%
01M137,3,2006,Male,18,657,3,16.7%,5,27.8%,8,44.4%,2,11.1%,10,55.6%
01M137,3,2007,Female,18,674,0,0%,2,11.1%,13,72.2%,3,16.7%,16,88.9%
01M137,3,2007,Male,11,657,0,0%,4,36.4%,7,63.6%,0,0%,7,63.6%
01M137,3,2008,Female,13,690,0,0%,0,0%,11,84.6%,2,15.4%,13,100%
01M137,3,2008,Male,20,682,0,0%,1,5%,18,90%,1,5%,19,95%
01M137,3,2009,Female,15,675,0,0%,2,13.3%,12,80%,1,6.7%,13,86.7%
01M137,3,2009,Male,9,690,0,0%,3,33.3%,2,22.2%,4,44.4%,6,66.7%
01M137,3,2010,Female,17,694,2,11.8%,7,41.2%,5,29.4%,3,17.6%,8,47.1%
01M137,3,2010,Male,9,712,1,11.1%,1,11.1%,3,33.3%,4,44.4%,7,77.8%
01M137,3,2011,Female,14,672,3,21.4%,9,64.3%,1,7.1%,1,7.1%,2,14.3%
01M137,3,2011,Male,21,674,4,19%,5,23.8%,10,47.6%,2,9.5%,12,57.1%
01M137,4,2006,Female,24,668,2,8.3%,9,37.5%,8,33.3%,5,20.8%,13,54.2%
01M137,4,2006,Male,31,654,5,16.1%,6,19.4%,14,45.2%,6,19.4%,20,64.5%
01M137,4,2007,Female,16,667,1,6.3%,5,31.3%,6,37.5%,4,25%,10,62.5%
01M137,4,2007,Male,24,656,4,16.7%,5,20.8%,14,58.3%,1,4.2%,15,62.5%
01M137,4,2008,Female,17,657,1,5.9%,6,35.3%,10,58.8%,0,0%,10,58.8%
01M137,4,2008,Male,9,641,2,22.2%,3,33.3%,4,44.4%,0,0%,4,44.4%
01M137,4,2009,Female,11,690,0,0%,0,0%,8,72.7%,3,27.3%,11,100%
01M137,4,2009,Male,19,685,0,0%,1,5.3%,12,63.2%,6,31.6%,18,94.7%
01M137,4,2010,Female,14,680,0,0%,7,50%,6,42.9%,1,7.1%,7,50%
01M137,4,2010,Male,9,679,1,11.1%,3,33.3%,3,33.3%,2,22.2%,5,55.6%
01M137,4,2011,Female,18,667,4,22.2%,4,22.2%,7,38.9%,3,16.7%,10,55.6%
01M137,4,2011,Male,10,665,0,0%,6,60%,4,40%,0,0%,4,40%
01M137,5,2006,Female,26,627,7,26.9%,15,57.7%,4,15.4%,0,0%,4,15.4%
01M137,5,2006,Male,27,632,8,29.6%,12,44.4%,7,25.9%,0,0%,7,25.9%
01M137,5,2007,Female,28,658,2,7.1%,9,32.1%,14,50%,3,10.7%,17,60.7%
01M137,5,2007,Male,24,657,3,12.5%,9,37.5%,9,37.5%,3,12.5%,12,50%
01M137,5,2008,Female,15,663,0,0%,3,20%,12,80%,0,0%,12,80%
01M137,5,2008,Male,22,662,1,4.5%,6,27.3%,14,63.6%,1,4.5%,15,68.2%
01M137,5,2009,Female,19,655,0,0%,8,42.1%,10,52.6%,1,5.3%,11,57.9%
01M137,5,2009,Male,10,658,1,10%,4,40%,4,40%,1,10%,5,50%
01M137,5,2010,Female,9,654,1,11.1%,6,66.7%,2,22.2%,0,0%,2,22.2%
01M137,5,2010,Male,19,664,1,5.3%,13,68.4%,5,26.3%,0,0%,5,26.3%
01M137,5,2011,Female,14,672,1,7.1%,8,57.1%,4,28.6%,1,7.1%,5,35.7%
01M137,5,2011,Male,12,676,2,16.7%,3,25%,4,33.3%,3,25%,7,58.3%
01M137,6,2006,Female,34,643,5,14.7%,13,38.2%,15,44.1%,1,2.9%,16,47.1%
01M137,6,2006,Male,30,655,4,13.3%,8,26.7%,14,46.7%,4,13.3%,18,60%
01M137,All Grades,2006,Female,108,,20,18.5%,42,38.9%,36,33.3%,10,9.3%,46,42.6%
01M137,All Grades,2006,Male,106,,20,18.9%,31,29.2%,43,40.6%,12,11.3%,55,51.9%
01M137,All Grades,2007,Female,62,,3,4.8%,16,25.8%,33,53.2%,10,16.1%,43,69.4%
01M137,All Grades,2007,Male,59,,7,11.9%,18,30.5%,30,50.8%,4,6.8%,34,57.6%
01M137,All Grades,2008,Female,45,,1,2.2%,9,20%,33,73.3%,2,4.4%,35,77.8%
01M137,All Grades,2008,Male,51,,3,5.9%,10,19.6%,36,70.6%,2,3.9%,38,74.5%
01M137,All Grades,2009,Female,45,,0,0%,10,22.2%,30,66.7%,5,11.1%,35,77.8%
01M137,All Grades,2009,Male,38,,1,2.6%,8,21.1%,18,47.4%,11,28.9%,29,76.3%
01M137,All Grades,2010,Female,40,,3,7.5%,20,50%,13,32.5%,4,10%,17,42.5%
01M137,All Grades,2010,Male,37,,3,8.1%,17,45.9%,11,29.7%,6,16.2%,17,45.9%
01M137,All Grades,2011,Female,46,670,8,17.4%,21,45.7%,12,26.1%,5,10.9%,17,37%
01M137,All Grades,2011,Male,43,672,6,14%,14,32.6%,18,41.9%,5,11.6%,23,53.5%
01M140,3,2006,Female,20,655,1,5%,7,35%,11,55%,1,5%,12,60%
01M140,3,2006,Male,22,656,3,13.6%,6,27.3%,10,45.5%,3,13.6%,13,59.1%
01M140,3,2007,Female,13,658,0,0%,2,15.4%,11,84.6%,0,0%,11,84.6%
01M140,3,2007,Male,16,670,0,0%,3,18.8%,12,75%,1,6.3%,13,81.3%
01M140,3,2008,Female,18,663,1,5.6%,5,27.8%,12,66.7%,0,0%,12,66.7%
01M140,3,2008,Male,20,672,0,0%,3,15%,16,80%,1,5%,17,85%
01M140,3,2009,Female,14,697,0,0%,2,14.3%,8,57.1%,4,28.6%,12,85.7%
01M140,3,2009,Male,25,680,0,0%,4,16%,18,72%,3,12%,21,84%
01M140,3,2010,Female,14,682,2,14.3%,9,64.3%,1,7.1%,2,14.3%,3,21.4%
01M140,3,2010,Male,12,685,1,8.3%,6,50%,4,33.3%,1,8.3%,5,41.7%
01M140,3,2011,Female,13,662,7,53.8%,5,38.5%,1,7.7%,0,0%,1,7.7%
01M140,3,2011,Male,12,674,2,16.7%,8,66.7%,1,8.3%,1,8.3%,2,16.7%
01M140,4,2006,Female,13,656,2,15.4%,4,30.8%,6,46.2%,1,7.7%,7,53.8%
01M140,4,2006,Male,29,656,3,10.3%,10,34.5%,16,55.2%,0,0%,16,55.2%
01M140,4,2007,Female,19,671,0,0%,4,21.1%,11,57.9%,4,21.1%,15,78.9%
01M140,4,2007,Male,21,670,3,14.3%,0,0%,15,71.4%,3,14.3%,18,85.7%
01M140,4,2008,Female,16,653,3,18.8%,3,18.8%,10,62.5%,0,0%,10,62.5%
01M140,4,2008,Male,17,667,1,5.9%,5,29.4%,9,52.9%,2,11.8%,11,64.7%
01M140,4,2009,Female,25,655,4,16%,6,24%,13,52%,2,8%,15,60%
01M140,4,2009,Male,20,665,1,5%,6,30%,10,50%,3,15%,13,65%
01M140,4,2010,Female,16,665,2,12.5%,7,43.8%,7,43.8%,0,0%,7,43.8%
01M140,4,2010,Male,20,672,1,5%,10,50%,8,40%,1,5%,9,45%
01M140,4,2011,Female,13,691,0,0%,2,15.4%,8,61.5%,3,23.1%,11,84.6%
01M140,4,2011,Male,11,689,0,0%,2,18.2%,8,72.7%,1,9.1%,9,81.8%
01M140,5,2006,Female,23,653,4,17.4%,7,30.4%,10,43.5%,2,8.7%,12,52.2%
01M140,5,2006,Male,18,646,4,22.2%,5,27.8%,8,44.4%,1,5.6%,9,50%
01M140,5,2007,Female,11,666,1,9.1%,1,9.1%,8,72.7%,1,9.1%,9,81.8%
01M140,5,2007,Male,26,656,1,3.8%,6,23.1%,19,73.1%,0,0%,19,73.1%
01M140,5,2008,Female,20,662,2,10%,3,15%,15,75%,0,0%,15,75%
01M140,5,2008,Male,17,664,2,11.8%,1,5.9%,13,76.5%,1,5.9%,14,82.4%
01M140,5,2009,Female,13,679,0,0%,1,7.7%,9,69.2%,3,23.1%,12,92.3%
01M140,5,2009,Male,12,678,0,0%,2,16.7%,8,66.7%,2,16.7%,10,83.3%
01M140,5,2010,Female,23,663,7,30.4%,7,30.4%,7,30.4%,2,8.7%,9,39.1%
01M140,5,2010,Male,16,672,2,12.5%,6,37.5%,7,43.8%,1,6.3%,8,50%
01M140,5,2011,Female,17,660,3,17.6%,11,64.7%,2,11.8%,1,5.9%,3,17.6%
01M140,5,2011,Male,18,659,3,16.7%,11,61.1%,3,16.7%,1,5.6%,4,22.2%
01M140,6,2006,Female,27,634,6,22.2%,10,37%,11,40.7%,0,0%,11,40.7%
01M140,6,2006,Male,28,638,5,17.9%,15,53.6%,7,25%,1,3.6%,8,28.6%
01M140,6,2007,Female,38,656,5,13.2%,10,26.3%,20,52.6%,3,7.9%,23,60.5%
01M140,6,2007,Male,35,637,9,25.7%,6,17.1%,19,54.3%,1,2.9%,20,57.1%
01M140,6,2008,Female,20,664,1,5%,6,30%,10,50%,3,15%,13,65%
01M140,6,2008,Male,38,661,4,10.5%,10,26.3%,16,42.1%,8,21.1%,24,63.2%
01M140,6,2009,Female,33,668,3,9.1%,4,12.1%,24,72.7%,2,6.1%,26,78.8%
01M140,6,2009,Male,26,668,0,0%,3,11.5%,22,84.6%,1,3.8%,23,88.5%
01M140,6,2010,Female,26,675,1,3.8%,10,38.5%,12,46.2%,3,11.5%,15,57.7%
01M140,6,2010,Male,29,662,6,20.7%,11,37.9%,10,34.5%,2,6.9%,12,41.4%
01M140,6,2011,Female,30,667,4,13.3%,11,36.7%,13,43.3%,2,6.7%,15,50%
01M140,6,2011,Male,34,665,2,5.9%,21,61.8%,10,29.4%,1,2.9%,11,32.4%
01M140,7,2006,Female,45,630,12,26.7%,21,46.7%,11,24.4%,1,2.2%,12,26.7%
01M140,7,2006,Male,42,629,9,21.4%,22,52.4%,11,26.2%,0,0%,11,26.2%
01M140,7,2007,Female,35,653,2,5.7%,15,42.9%,15,42.9%,3,8.6%,18,51.4%
01M140,7,2007,Male,32,654,1,3.1%,12,37.5%,16,50%,3,9.4%,19,59.4%
01M140,7,2008,Female,29,671,1,3.4%,4,13.8%,18,62.1%,6,20.7%,24,82.8%
01M140,7,2008,Male,36,651,4,11.1%,9,25%,17,47.2%,6,16.7%,23,63.9%
01M140,7,2009,Female,18,681,0,0%,1,5.6%,10,55.6%,7,38.9%,17,94.4%
01M140,7,2009,Male,40,674,0,0%,8,20%,24,60%,8,20%,32,80%
01M140,7,2010,Female,35,669,4,11.4%,12,34.3%,11,31.4%,8,22.9%,19,54.3%
01M140,7,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
01M140,7,2010,Male,23,664,3,13%,12,52.2%,7,30.4%,1,4.3%,8,34.8%
01M140,7,2011,Female,28,666,2,7.1%,10,35.7%,13,46.4%,3,10.7%,16,57.1%
01M140,7,2011,Male,25,668,3,12%,11,44%,9,36%,2,8%,11,44%
01M140,8,2006,Female,46,628,14,30.4%,24,52.2%,7,15.2%,1,2.2%,8,17.4%
01M140,8,2006,Male,48,631,12,25%,24,50%,11,22.9%,1,2.1%,12,25%
01M140,8,2007,Female,41,631,10,24.4%,19,46.3%,12,29.3%,0,0%,12,29.3%
01M140,8,2007,Male,46,635,10,21.7%,22,47.8%,14,30.4%,0,0%,14,30.4%
01M140,8,2008,Female,34,656,3,8.8%,12,35.3%,15,44.1%,4,11.8%,19,55.9%
