QUEENS CONDOMINIUM PROPERTY Boro-Block-Lot,QUEENS CONDOMINIUM PROPERTY Condo Section,QUEENS CONDOMINIUM PROPERTY Address,QUEENS CONDOMINIUM PROPERTY Neighborhood,QUEENS CONDOMINIUM PROPERTY Building Classification,QUEENS CONDOMINIUM PROPERTY Total Units,QUEENS CONDOMINIUM PROPERTY Year Built,QUEENS CONDOMINIUM PROPERTY Gross SqFt,QUEENS CONDOMINIUM PROPERTY Est. Gross Income,QUEENS CONDOMINIUM PROPERTY Gross Income per SqFt,QUEENS CONDOMINIUM PROPERTY Full Market Value,QUEENS CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
4-00031-7501,478-R1,"5 15 49 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",LONG ISLAND CITY,R2-WALK-UP,47,2005,62866,1885980,30,9140004,145,4-00342-0024,"36 06 30 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",LONG ISLAND CITY,D7-ELEVATOR,66,1929,61000,745000,12.21,2800000,45.9,1.5,4-00638-0025,"35 02 35 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",LONG ISLAND CITY,C7-WALK-UP,61,1926,43300,730295,16.87,2970000,69,1.7
4-00032-7501,487-R1,"5 03 50 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",LONG ISLAND CITY,R4-ELEVATOR,13,2006,18375,378900,20.62,1699509,92,4-00531-0060,"31 64 21 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,52,2002,46333,852831,18.41,3470000,75,2,4-00531-0059,"14 56 31 DRIVE
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D6-ELEVATOR,63,2001,61700,1272343,20.62,5690000,92,2
4-00134-7501,498-R1,"49 07 43 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,R4-ELEVATOR,15,2005,15610,221662,14.2,878994,56,4-02289-0020,"48 11 45 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,C1-WALK-UP,23,1928,16400,162364,9.9,549000,33.5,0.55,4-00192-0007,"45 55 41 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,C1-WALK-UP,24,1931,16840,229061,13.6,908000,54,0.45
4-00159-7501,93-R1,"41 21 42 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,R4-ELEVATOR,52,1936,54986,588350,10.7,1990002,36.2,4-00184-0023,"41 08 42 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,D1-ELEVATOR,60,1937,64505,647986,10.05,2190000,34,0.05,4-00184-0029,"41 22 42 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,D1-ELEVATOR,60,1937,61770,775703,12.56,2920000,47.3,0.05
4-00159-7502,92-R1,"41 07 42 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,R4-ELEVATOR,60,1936,58926,618723,10.5,2089999,35.5,4-00163-0014,"43 23 42 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,D1-ELEVATOR,60,1942,61320,975601,15.91,3970000,65,0.1,,,,,,,,,,,,
4-00160-7501,308-R1,"43 30 BEACH 46 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,R4-ELEVATOR,93,1930,69337,870179,12.55,3269994,47.2,4-00184-0029,"41 22 42 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,D1-ELEVATOR,60,1937,61770,775703,12.56,2920000,47.3,0.25,4-00189-0019,"43 09 40 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,D1-ELEVATOR,77,1932,66714,913858,13.7,3440000,52,0.25
4-00184-7501,167-R1,"41 09 41 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,R4-ELEVATOR,64,1938,59920,805924,13.45,3030005,51,4-00134-0001,"41 46 43 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,D7-ELEVATOR,62,1932,45900,597626,13.02,2250000,49,0.4,4-00189-0019,"43 09 40 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,D1-ELEVATOR,77,1932,66714,913858,13.7,3440000,52,0.1
4-00196-7501,286-R1,"47 35 41 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,R4-ELEVATOR,30,1988,27636,632864,22.9,2830001,102,4-02225-0030,"109 19 72 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D7-ELEVATOR,18,1986,18700,301631,16.13,1230000,66,4.5,4-03166-0067,"68 12 AUSTIN STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",REGO PARK,D7-ELEVATOR,17,1998,16949,323846,19.11,1450000,86,3.85
4-00199-7501,97-R1,"47 55 39 PLACE
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,R4-ELEVATOR,47,1939,42000,550200,13.1,2070003,49.3,4-00193-0055,"45 54 41 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,D1-ELEVATOR,49,1936,43600,573062,13.14,2150000,49.3,0.15,4-00199-0052,"47 46 40 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,D1-ELEVATOR,55,1939,50400,596316,11.83,2100000,41.7,0
4-00415-7501,475-R2,"41 26 27 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",LONG ISLAND CITY,R4-ELEVATOR,35,0,785,0,0,16660,21.22,4-00343-0024,"28 20 36 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",LONG ISLAND CITY,D1-ELEVATOR,72,1929,78660,745344,9.48,2460000,31.3,0.5,4-00342-0018,"29 02 29 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",LONG ISLAND CITY,D7-ELEVATOR,77,1929,70000,967959,13.83,3840000,55,0.55
4-00432-7501,513-R1,"42 51 HUNTER STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",LONG ISLAND CITY,R4-ELEVATOR,25,2007,40529,835710,20.62,3729984,92,4-00531-0060,"31 64 21 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,52,2002,46333,852831,18.41,3470000,75,1.3,4-00531-0059,"14 56 31 DRIVE
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D6-ELEVATOR,63,2001,61700,1272343,20.62,5690000,92,1.3
4-00504-7501,466-R1,"30 85 VERNON BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,R4-ELEVATOR,73,2006,71589,1106050,15.45,4500006,63,4-00884-0012,"25 63 22 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,73,1991,72000,1327680,18.44,3750000,52,0.55,4-00673-0042,"34 50 41 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,C7-WALK-UP,79,1918,72625,931135,12.82,3500000,48.2,1.15
4-00539-7501,448-R1,"14 43 28 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,R4-ELEVATOR,57,2006,23008,326714,14.2,1300005,57,4-00624-0046,"31 14 35 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,35,1923,21500,369330,17.18,1500000,70,0.75,4-00624-0050,"31 18 35 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,35,1923,21500,280949,13.07,1060000,49.3,0.75
4-00571-7501,198-R1,"23 22 30 ROAD
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,R4-ELEVATOR,85,1932,61600,1071840,17.4,4359997,71,4-00577-0056,"30 60 29 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,76,1929,55375,964399,17.42,3920000,71,0.1,4-00544-0019,"23 30 NEWTOWN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D7-ELEVATOR,78,1928,57000,827299,14.51,3280000,58,0.25
4-00577-7501,87-R1,"30 44 29 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,R4-ELEVATOR,125,1963,99600,1623480,16.3,6599974,66,4-00567-0007,"23 35
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D9-ELEVATOR,74,1963,79950,1302992,16.3,5300000,66,0.3,4-00908-0001,"8 15 27 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,128,1969,112482,1824123,16.22,5150000,45.8,0.65
4-00579-7502,224-R1,"25 10 31 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,R4-ELEVATOR,74,1950,55000,742500,13.5,2790000,51,4-00576-0036,"27 10 30 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,66,1963,50850,710578,13.97,2820000,55,0.3,,,,,,,,,,,,
4-00807-7501,358-R1,"21 81 38 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,R9-CONDOPS,32,0,34650,528412,15.25,2150000,62,4-00573-0046,"27 10 ASTORIA BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D7-ELEVATOR,27,2004,25920,515860,19.9,2310000,89,0.95,4-00565-0023,"33 02 CRESCENT STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,33,1929,25204,335000,13.29,1260000,50,1.5
4-00830-7501,197-R1,"21 05 33 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,R9-CONDOPS,618,1932,430000,6407000,14.9,25400000,59,4-00568-0012,"31 41 23 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D9-ELEVATOR,241,1979,202800,3047471,15.03,8610000,42.5,1.3,,,,,,,,,,,,
4-00904-7501,375-R1,"25 54 12 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,R4-ELEVATOR,32,0,17250,960652,56,4830011,280,4-00573-0046,"27 10 ASTORIA BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D7-ELEVATOR,27,2004,25920,515860,19.9,2310000,89,0.5,4-00565-0023,"33 02 CRESCENT STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,33,1929,25204,335000,13.29,1260000,50,0.85
4-00905-7501,319-R1,"25 40 SHORE BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,R4-ELEVATOR,405,0,372700,5963200,16,24300003,65,4-00908-0001,"8 15 27 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,128,1969,112482,1824123,16.22,5150000,45.8,0.1,4-00577-0023,"25 10 30 ROAD
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,120,1935,114000,1408606,12.36,5290000,46.4,0.65
4-00946-7501,100-R1,"19 90 78 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R2-WALK-UP,16,1929,14361,185256,12.9,695996,48.5,4-01273-0001,"73 12 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2509015,12.9,9430000,48.5,1.5,,,,,,,,,,,,
4-00946-7501,100-R2,"78 03 19 DRIVE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R2-WALK-UP,150,1929,134944,1740777,12.9,6541177,48.5,4-01273-0001,"73 12 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2509015,12.9,9430000,48.5,1.5,,,,,,,,,,,,
4-00946-7501,100-R3,"19 69 79 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R2-WALK-UP,70,1929,63140,814506,12.9,3059982,48.5,4-01273-0001,"73 12 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2509015,12.9,9430000,48.5,1.5,,,,,,,,,,,,
4-00946-7501,100-R4,"19 35 80 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",AIRPORT LA GUARDIA,R2-WALK-UP,34,1929,31445,405640,12.9,1520000,48.3,4-01273-0001,"73 12 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2509015,12.9,9430000,48.5,1.55,,,,,,,,,,,,
4-00946-7501,100-R5,"76 03 DITMARS BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R2-WALK-UP,48,1929,39804,513471,12.9,1929996,48.5,4-01273-0001,"73 12 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2509015,12.9,9430000,48.5,1.35,,,,,,,,,,,,
4-00946-7501,100-R6,"77 03 DITMARS BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R2-WALK-UP,92,1929,83680,1079472,12.9,4059984,48.5,4-01273-0001,"73 12 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2509015,12.9,9430000,48.5,1.35,,,,,,,,,,,,
4-00946-7501,100-R8,"22 35 75 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R2-WALK-UP,75,1929,64422,831043,12.9,3120005,48.4,4-01273-0001,"73 12 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2509015,12.9,9430000,48.5,1.2,,,,,,,,,,,,
4-00946-7501,100-R9,"22 31 76 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R2-WALK-UP,204,1929,174093,2245799,12.9,8440930,48.5,4-01273-0001,"73 12 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2509015,12.9,9430000,48.5,1.2,,,,,,,,,,,,
4-01010-7501,73-R1,"22 10 79 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R2-WALK-UP,257,1952,254910,3122647,12.25,11700035,45.9,4-05146-0036,"37 60 45 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,256,1955,261919,2691386,10.28,9090000,34.7,3.75,4-08401-0600,"245 10 GRND CNTRL PARKWAY
Queens, New York
(40.749436300045204, -73.79729979984586)",GLEN OAKS,D3-ELEVATOR,240,1966,243883,3359693,13.78,13300000,55,8.8
4-01263-7501,96-R1,"76 15 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R4-ELEVATOR,96,1939,128050,1703065,13.3,6399992,50,4-01261-0035,"74 15 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,97,1935,97170,994431,10.23,3360000,34.6,0.1,4-01468-0001,"94 02 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,144,1934,111648,1480910,13.26,5570000,49.9,0.9
4-01266-7501,95-R1,"79 15 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R4-ELEVATOR,41,1939,50996,576254,11.3,2030004,39.8,4-01275-0061,"35 15 75 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,680016,11.33,2400000,40,0.25,4-01432-0039,"33 51 84 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,48,1932,53400,475671,8.91,1570000,29.4,0.3
4-01268-7501,126-R1,"34 44 82 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R4-ELEVATOR,52,1937,66083,991245,15,3929999,59,4-01260-0016,"34 20 74 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,65,1937,66138,843116,12.75,3170000,47.9,0.4,4-01275-0061,"35 15 75 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,680016,11.33,2400000,40,0.35
4-01270-7501,83-R1,"35 20 LEVERICH STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R4-ELEVATOR,214,1964,214300,3000200,14,11900013,56,4-06797-0054,"159 10 71 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D6-ELEVATOR,142,2000,209525,5430133,25.9,26300000,126,4.7,4-09814-0006,"88 35 164 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,162,1962,156240,1600000,10.24,5410000,34.6,5.9
4-01277-7501,66-R1,"35 50 78 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R4-ELEVATOR,57,1937,64010,1024160,16,4169989,65,4-01275-0061,"35 15 75 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,680016,11.33,2400000,40,0.1,4-02214-0040,"107 19 70 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,67,1938,61700,746224,12.09,2630000,42.6,2.95
4-01307-7501,279-R1,"41 14 68 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODSIDE,R2-WALK-UP,16,1986,15633,258726,16.55,1050002,67,4-01307-0018,"41 01 67 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODSIDE,C1-WALK-UP,21,1927,13672,226262,16.55,920000,67,0,4-01317-0074,"54 01 ROOSEVELT AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODSIDE,C7-WALK-UP,15,1961,9800,266861,27.2,1290000,132,0.65
4-01310-7501,211-R1,"41 28 71 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ELMHURST,R2-WALK-UP,16,1988,12682,142038,11.2,501001,39.5,4-01505-0076,"40 23 ITHACA STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,21,1991,19250,241090,12.52,906000,47.1,0.7,,,,,,,,,,,,
4-01310-7503,387-R1,"41 58 71 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ELMHURST,R4-ELEVATOR,20,1991,16000,208000,13,781999,48.9,4-01505-0076,"40 23 ITHACA STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,21,1991,19250,241090,12.52,906000,47.1,0.7,4-01518-0047,"85 11 ELMHURST AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,21,1992,16101,254501,15.81,1040000,65,0.75
4-01312-7501,287-R1,"41 58 73 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ELMHURST,R2-WALK-UP,12,1987,7591,110069,14.5,436003,57,4-01505-0076,"40 23 ITHACA STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,21,1991,19250,241090,12.52,906000,47.1,0.6,4-01518-0047,"85 11 ELMHURST AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,21,1992,16101,254501,15.81,1040000,65,0.65
4-01336-7501,344-R1,"61 20 WOODSIDE AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODSIDE,R2-WALK-UP,68,0,45000,652500,14.5,2590001,58,4-01336-0032,"40 15 61 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODSIDE,D1-ELEVATOR,56,1963,42924,632139,14.73,2510000,58,0,4-01336-0052,"40 14 62 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODSIDE,D1-ELEVATOR,56,1963,42924,609191,14.19,2410000,56,0
4-01337-7501,116-R1,"62 10 WOODSIDE AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODSIDE,R4-ELEVATOR,63,1986,62254,1058318,17,4299987,69,4-02324-0035,"44 20 63 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODSIDE,D9-ELEVATOR,78,1982,58000,1254510,21.63,3540000,61,0.25,4-01286-0058,"37 50 76 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D7-ELEVATOR,64,1974,47392,587317,12.39,2210000,46.6,0.7
4-01337-7502,483-R1,"41 52 63 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODSIDE,R4-ELEVATOR,24,2005,22003,297041,13.5,1120000,51,4-01327-0008,"41 47 56 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODSIDE,C1-WALK-UP,30,1930,27492,283705,10.32,959000,34.9,0.35,4-01216-0025,"37 33 61 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODSIDE,C1-WALK-UP,31,1929,23948,299350,12.5,1130000,47.2,0.35
4-01337-7503,504-R1,"40 BEACH 62 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",WOODSIDE,R4-ELEVATOR,28,2005,19625,314000,16,1280003,65,4-00659-0079,"30 78 38 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,20,1921,16123,258612,16.04,1050000,65,1.55,4-00648-0009,"31 79 35 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,22,1921,14600,199226,13.65,790000,54,1.6
4-01433-7501,64-R1,"85 11 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R4-ELEVATOR,89,1951,73800,959400,13,3610000,48.9,4-02093-0133,"62 10 99 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,85,1968,75570,1047826,13.87,4150000,55,1.85,4-05023-0001,"143 01 41 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,88,1962,74032,932434,12.6,3510000,47.4,3.1
4-01443-7501,99-R1,"34 20 83 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R4-ELEVATOR,52,1929,60900,749070,12.3,2819999,46.3,4-01273-0001,"73 12 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,195,1940,194450,2509015,12.9,9430000,48.5,0.45,4-01443-0040,"34 57 82 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,46,1936,51872,584000,11.26,2060000,39.7,0
4-01452-7501,219-R1,"90 10 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R4-ELEVATOR,60,1928,49392,612461,12.4,2299998,46.6,4-01455-0055,"94 06 34 ROAD
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1928,46662,577779,12.38,2170000,46.5,0.15,4-01455-0060,"94 16 34 ROAD
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,43,1928,41712,374666,8.98,1230000,29.5,0.15
4-01462-7501,223-R1,"35 64 89 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R4-ELEVATOR,88,1927,82000,1180800,14.4,4680000,57,4-01451-0012,"34 18 91 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,162,1927,95904,1381453,14.4,5480000,57,0.15,4-01437-0032,"89 07 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,132,1930,90000,865082,9.61,2920000,32.4,0.3
4-01469-7501,499-R1,"35 38 JUNCTION BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,R4-ELEVATOR,62,2006,46128,1056331,22.9,4720001,102,4-04977-0017,"136 14 NORTHERN BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1220725,23.26,5460000,104,2.35,4-00531-0059,"14 56 31 DRIVE
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D6-ELEVATOR,63,2001,61700,1272343,20.62,5690000,92,3.3
4-01486-7501,503-R1,"40 24 76 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ELMHURST,R4-ELEVATOR,12,2004,22574,496628,22,2220003,98,4-04977-0017,"136 14 NORTHERN BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1220725,23.26,5460000,104,3.35,4-00531-0059,"14 56 31 DRIVE
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D6-ELEVATOR,63,2001,61700,1272343,20.62,5690000,92,2.6
4-01492-7501,185-R1,"81 09 41 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",ELMHURST,R4-ELEVATOR,22,1987,20652,326302,15.8,1329996,64,4-01505-0076,"40 23 ITHACA STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,21,1991,19250,241090,12.52,906000,47.1,0.15,4-01518-0047,"85 11 ELMHURST AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,21,1992,16101,254501,15.81,1040000,65,0.3
