Facility Type,License Number,Entity Name,Camis Trade Name,Address Street Name,Street Address,Address Location,Address Zip Code,Telephone Number,Number of Spaces,Location 1
Parking Garage,427562,THE HERTZ CORP,,WEST   77 STREET,21O WEST   77 STREET,,10024,2124865919,250,"21O 77 STREET
NEW YORK, NY 10024
(40.78005843266174, -73.97488576287084)"
Parking Garage,427688,411 WEST 55TH STREET CORP,,WEST   55 STREET,411 WEST   55 STREET,,10019,2128661000,175,"411 55 STREET
NEW YORK, NY 10019
(40.766917631069475, -73.98738269743689)"
Parking Lot,427820,JEMPTY & SCHNEIDER THOMAS,J & S PARKING,WHITE PLAINS ROAD,1367 WHITE PLAINS ROAD,,10462,7182485736,20,"1367 WHITE PLAINS ROAD
BRONX, NY 10462
(40.83442549973205, -73.86306967007273)"
Parking Garage,427868,249 PARKING CORP,,10 AVENUE,249 10 AVENUE,,10001,2126432062,120,"249 10 AVENUE
NEW YORK, NY 10001
(40.74881427861965, -74.00337264311781)"
Parking Lot,427881,SAMI'S SERVICE STATION INC,RAAMCO,BROADWAY,4275 BROADWAY,,10033,2129283112,50,"4275 BROADWAY
NEW YORK, NY 10033
(40.85089632216551, -73.93536591126218)"
Parking Garage,427913,CA-LI AUTOMATIC TRANSMISSION CORP,A & S PARKING,WEST  108 STREET,103 WEST  108 STREET,,10025,2128640137,125,"103 108 STREET
NEW YORK, NY 10025
(40.80079509191319, -73.96250745010644)"
Parking Garage,427916,OLYMPIA GARAGE INC,,9 AVENUE,9 9 AVENUE,,10014,2122550864,100,"9 9 AVENUE
NEW YORK, NY 10014
(40.73955266782227, -74.0063981448026)"
Parking Garage,427924,"FRIARS 50TH STREET GARAGE, INC",,WEST   50 STREET,218 WEST   50 STREET,,10019,2128887400,230,"218 50 STREET
NEW YORK, NY 10019
(40.761746529400966, -73.98481063643311)"
Parking Garage,428016,MERCER PARKING GARAGE CORP,,MERCER STREET,165-167 MERCER STREET,,10012,2122265578,120,"165 167 MERCER STREET
NEW YORK, NY 10012
(40.72553802086304, -73.99789641059084)"
Parking Garage,428135,ELBERT HOLDING CORP,,WEST   21 STREET,142 WEST   21 STREET,148,10011,2129293676,129,"142 21 STREET
NEW YORK, NY 10011
(40.742411105771055, -73.99563847366585)"
Parking Garage,428302,MANHATTAN PARKING SYSTEM SERVICE CORP,,MADISON AVENUE,220 MADISON AVENUE,,10016,2127536116,45,"220 MADISON AVENUE
NEW YORK, NY 10016
(40.749497763361944, -73.98171696865228)"
Parking Garage,428399,MEAT MKT.GARAGE INC.,,LITTLE WEST   12 STREET,26 LITTLE WEST   12 STREET,,10014,2129893100,250,"26 LITTLE WEST 12 STREET
NEW YORK, NY 10014
(40.74000274639211, -74.0073114703839)"
Parking Lot,428456,EDISON 9TH AVE PARKING CORP,,9TH AVE,401 9TH AVE,401 - 409,10001,2016432088,115,"401 9TH AVE
NEW YORK, NY 10001
(40.75275961213268, -73.9968241803441)"
Parking Lot,428539,"AYALA, DOMINGO",,WHITE PLAINS ROAD,1255 WHITE PLAINS ROAD,,10472,7188423543,20,"1255 WHITE PLAINS ROAD
BRONX, NY 10472
(40.83246663172725, -73.8625476418331)"
Garage - Parking Lot Combo,428990,CHELNICK PARKING CORP,CHELNIK PARKING,5 AVENUE,880 5 AVENUE,,10021,2127511080,110,"880 5 AVENUE
NEW YORK, NY 10021
(40.77077572257514, -73.96824512465338)"
Parking Garage,429031,57 & 11 PARKING CORP,,WEST   57 STREET,622 WEST   57 STREET,,10019,2128887400,1000,"622 57 STREET
NEW YORK, NY 10019
(40.77072176325339, -73.9923649414792)"
Parking Garage,429204,4 EAST 76TH ST. GARAGE INC,,EAST   76 STREET,4 EAST   76 STREET,,10021,2124072516,86,"4 76 STREET
NEW YORK, NY 10021
(40.77493733977632, -73.96501210624315)"
Parking Garage,429281,CURANOVIC DODA & CURANOVIC MARAS,,VALENTINE AVENUE,2927 VALENTINE AVENUE,,10458,7183653150,26,"2927 VALENTINE AVENUE
BRONX, NY 10458
(40.87095460463561, -73.88752831525312)"
Parking Garage,429352,APPLE WEST 11TH STREET GARAGE CORP,,WEST   11 STREET,332 WEST   11 STREET,,10014,2122292553,150,"332 11 STREET
NEW YORK, NY 10014
(40.735594244788956, -74.00769838207879)"
Parking Lot,429424,"COLANGELO, JOHN",,CAMBRELENG AVENUE,2414 CAMBRELENG AVENUE,2416 CAMBRELENG AVE,10458,6464351897,25,"2414 CAMBRELENG AVENUE
BRONX, NY 10458
(40.85488014516097, -73.88507232726782)"
Parking Garage,429461,1056 5TH AVE PARKING LLC,,5 AVENUE,1056 5 AVENUE,,10028,2126869800,55,"1056 5 AVENUE
NEW YORK, NY 10028
(40.782044227602285, -73.9600343145259)"
Parking Garage,429467,ELEVEN RIVERSIDE DRIVE GARAGE CORP,,RIVERSIDE DRIVE,11 RIVERSIDE DRIVE,MGMT OFFICE,10023,2128741435,200,"11 RIVERSIDE DRIVE
NEW YORK, NY 10023
(40.78131577675856, -73.98526029744772)"
Parking Lot,429477,KINNEY SYSTEM INC,,WEST   47 STREET,253 WEST   47 STREET,,10036,2128894444,41,"253 47 STREET
NEW YORK, NY 10036
(40.76001983110473, -73.98655532116993)"
Parking Garage,429522,B E W PARKING INC,RAPID PARK IND,WEST   79 STREET,254 WEST   79 STREET,,10024,2128661000,100,"254 79 STREET
NEW YORK, NY 10024
(40.78367723659405, -73.97965666568386)"
Parking Garage,429528,"52 WEST 36TH STREET PARKING, LLC",,WEST   36 STREET,59-61 WEST   36 STREET,AKA 53 WEST 36 STREET,10018,2126869800,150,"59 61 WEST 36 STREET
NEW YORK, NY 10018
(40.756840774582145, -73.99669149981281)"
Parking Lot,429530,344 WEST 45TH ST CORP,,WEST   45 STREET,350 WEST   45 STREET,52,10036,2122658189,41,"350 45 STREET
NEW YORK, NY 10036
(40.75974272564493, -73.9898430499128)"
Parking Lot,429629,CIRCLE LINE SIGHT SEEING YACHTS,,12 AVENUE,0 12 AVENUE,WEST   42 STREET,10036,2126368810,290,"0 12 AVENUE
NEW YORK, NY 10036
(40.76251544973604, -74.00033293465881)"
Parking Garage,429658,REGAL PARKING LLC.,,MADISON AVENUE,250 MADISON AVENUE,250-264,10016,2126869800,155,"250 MADISON AVENUE
NEW YORK, NY 10016
(40.7503474844539, -73.98112320282624)"
Parking Garage,429675,INTERTOWN PARKING   CORP,,EAST END AVENUE,55 EAST END AVENUE,59,10028,2127367171,90,"55 END AVENUE
NEW YORK, NY 10028
(40.56354984156167, -74.17870866360286)"
Parking Garage,429678,ABILITY PARKING CORP,,EAST END AVENUE,200 EAST END AVENUE,,10128,2122493344,41,"200 END AVENUE
NEW YORK, NY 10128
(40.781770000585084, -73.95062814906976)"
Parking Garage,429682,"WOFL, RAYMOND ET AL",148 EAST 33RD ST    ASSOCIATES,EAST   33 STREET,148 EAST   33 STREET,,10016,2128661000,149,"148 33 STREET
NEW YORK, NY 10016
(40.745459807450345, -73.97956758900227)"
Parking Garage,429690,MUTUAL PARKING INC,,EAST   82 STREET,605 EAST   82 STREET,AKA 1 GRACE TERRACE,10028,2128887400,70,"605 82 STREET
NEW YORK, NY 10028
(40.772349536126455, -73.94663441628933)"
Parking Lot,429693,SEVENTEEN STREET PARKING CORP,,WEST   17 STREET,7 WEST   17 STREET,9,10011,2122493344,25,"7 17 STREET
NEW YORK, NY 10011
(40.73804889732263, -73.9924848113924)"
Parking Lot,429832,REX PARKING CORP,,WEST   53 STREET,532 WEST   53 STREET,,10019,2127571343,78,"532 53 STREET
NEW YORK, NY 10019
(40.76708745148033, -73.99173320507428)"
Parking Garage,429844,AFFILIATED PARKING LLC,,MADISON AVENUE,247 MADISON AVENUE,AKA 247-261 MADISON AVENUE,10016,2123333333,80,"247 MADISON AVENUE
NEW YORK, NY 10016
(40.75031988192241, -73.98106067685762)"
Parking Garage,429851,AREA GARAGE LLC,,COLUMBIA STREET,24 COLUMBIA STREET,24-26,10002,2126858314,457,"24 COLUMBIA STREET
NEW YORK, NY 10002
(40.715348729485164, -73.98114898886709)"
Parking Lot,429855,UBO REALTY CORP,,EAST    9 STREET,327 EAST    9 STREET,,10003,2126745340,10,"327 9 STREET
NEW YORK, NY 10003
(40.728929648997074, -73.98654745094616)"
Parking Lot,429883,BRIGHT MANAGEMENT   INC,,WEST   48 STREET,305 WEST   48 STREET,9,10036,2122658189,41,"305 48 STREET
NEW YORK, NY 10036
(40.76112721487448, -73.98715354777892)"
Parking Lot,469004,A R WALKER & COMPANY INC,,WEST   82 STREET,161 WEST   82 STREET,,10024,2127245803,15,"161 82 STREET
NEW YORK, NY 10024
(40.78465485971395, -73.97576084958021)"
Parking Garage,469029,E & B OPERATING CORP,108TH ST GARAGE,WEST  108 STREET,137 WEST  108 STREET,143,10025,2128658315,300,"137 108 STREET
NEW YORK, NY 10025
(40.80101768068162, -73.96296150098298)"
Parking Garage,469141,MANHATTAN PARKING   E 35TH ST CORP,,EAST   35 STREET,246 EAST   35 STREET,,10016,2127536116,25,"246 35 STREET
NEW YORK, NY 10016
(40.745680932869256, -73.97603839333011)"
Parking Garage,469165,GEMINI GARAGE CORP,50 SUTTON PLACE SO GARAGE,SUTTON PLACE SOUTH,50 SUTTON PLACE SOUTH,,10022,2129562280,76,"50 SUTTON PLACE
NEW YORK, NY 10022
(40.75573006502498, -73.96185094502505)"
Parking Lot,469196,MEAT MARKET GARAGE INC,,MULBERRY STREET,259 MULBERRY STREET,,10012,2129893100,15,"259 MULBERRY STREET
NEW YORK, NY 10012
(40.72349412169564, -73.99567625310068)"
Parking Lot,469197,333 W 46TH ST CORP,,WEST   46 STREET,327 WEST   46 STREET,339,10036,2122658185,95,"327 46 STREET
NEW YORK, NY 10036
(40.76015212320459, -73.98871039730682)"
Parking Garage,469220,INSTANT PARKING LLC,,EAST   80 STREET,434 EAST   80 STREET,AKA 435 EAST 79 STREET,10021,2126869800,49,"434 80 STREET
NEW YORK, NY 10021
(40.62669903127251, -74.02569766717396)"
Parking Garage,469247,UNIQUE PARKING LLC,,EAST   21 STREET,41 EAST   21 STREET,AKA 14-47 EAST 21 STREET,10010,2126869800,175,"41 21 STREET
NEW YORK, NY 10010
(40.73923649900763, -73.98812014150093)"
Parking Lot,469264,"D'ORSOGNA, FILIPPO &D'ORSOGNA, PAOLO",D'ORSOGNA PARKING   LOT,BELMONT AVENUE,2321 BELMONT AVENUE,,10458,7183656313,22,"2321 BELMONT AVENUE
BRONX, NY 10458
(40.853106873510114, -73.88697498633853)"
Parking Lot,469319,AFFILIATED PARKING LLC,,EAST   38 STREET,23 EAST   38 STREET,AKA 23B E 39 STREET,10016,2126869800,25,"23 38 STREET
NEW YORK, NY 10016
(40.750115484306946, -73.98057065282552)"
Parking Garage,469348,GEMAT PARKING CORP,,EAST   69 STREET,233 EAST   69 STREET,,10021,2125359302,53,"233 69 STREET
NEW YORK, NY 10021
(40.766998570052124, -73.96011525350849)"
Parking Garage,469373,EQUITY PARKING LLC,,2 AVENUE,1441-55 2 AVENUE,AKA 240 EAST 76 STREET,10021,2126869800,70,"1441 55 2 AVENUE
NEW YORK, NY 10021
(40.76920532766377, -73.959183941086)"
Parking Garage,469374,LEXINGTON 55TH GARAGE INC,,EAST   55 STREET,136 EAST   55 STREET,,10022,2124072516,101,"136 55 STREET
NEW YORK, NY 10022
(40.75954299058463, -73.96995047321924)"
Parking Lot,469417,CARMEN KOTLOWICZ REALTY CORP,CARMEN KOTLOWICZ REALTY,BRONXDALE AVENUE,2041 BRONXDALE AVENUE,CORNER CRUGER AVENUE,10462,2127213532,75,"2041 BRONXDALE AVENUE
BRONX, NY 10462
(40.85080031732676, -73.86661257957833)"
Parking Garage,469442,WATERVIEW GARAGE CORP,,EAST END AVENUE,10 EAST END AVENUE,,10021,2129562280,60,"10 END AVENUE
NEW YORK, NY 10021
(40.563613330422044, -74.1788181627158)"
Parking Garage,469448,MORNINGSIDE HEIGHTS HOUSING CORP,MORNINGSIDE GARAGE,BROADWAY,3100 BROADWAY,,10027,2127491600,291,"3100 BROADWAY
NEW YORK, NY 10027
(40.81243227806543, -73.96048596938012)"
Parking Garage,469457,"PERRY GARAGE CMPANY, INC",,GREENWICH STREET,738 GREENWICH STREET,,10014,2122428762,240,"738 GREENWICH STREET
NEW YORK, NY 10014
(40.73513559055402, -74.00694295157416)"
Parking Lot,469511,JAY B REALTY CORP,,WEST   52 STREET,356 WEST   52 STREET,358,10019,2122658189,41,"356 52 STREET
NEW YORK, NY 10019
(40.76419329718753, -73.9868223941428)"
Parking Garage,469515,12 GARAGE CORP,,BEEKMAN PLACE,12 BEEKMAN PLACE,,10022,2127550717,38,"12 BEEKMAN PLACE
NEW YORK, NY 10022
(40.75314901080088, -73.96492662636524)"
Parking Lot,469518,ATRIUM PARKING LLC,,WEST   36 STREET,155-167 WEST   36 STREET,AKA 481-489 7 AVENUE,10018,2126869800,149,"155 167 WEST 36 STREET
NEW YORK, NY 10018
(40.756840774582145, -73.99669149981281)"
Parking Garage,469552,CONSOLIDATED PARKING LLC,,3 AVENUE,146-154 3 AVENUE,"AKA 145 E 15 ST, 146 3 AVE",10003,2126869800,55,"146 154 3 AVENUE
NEW YORK, NY 10003
(40.73194394755518, -73.98887214913032)"
Parking Lot,469630,395 PARKING CORP,,BROOME STREET,395 BROOME STREET,,10013,2126438631,85,"395 BROOME STREET
NEW YORK, NY 10013
(40.720670844387, -73.99735736472348)"
Parking Lot,469667,"COLANGELO, JOHN &   COLANGELO, LUCIA",,CAMBRELENG AVENUE,2330 CAMBRELENG AVENUE,2334 CAMBRELENG AVE,10458,6464351897,25,"2330 CAMBRELENG AVENUE
BRONX, NY 10458
(40.85300151604058, -73.8859719856577)"
Parking Lot,469708,"COLANGELO, JOHN",,BEAUMONT AVENUE,2446 BEAUMONT AVENUE,50,10458,6464351897,48,"2446 BEAUMONT AVENUE
BRONX, NY 10458
(40.855297582476325, -73.88385688909253)"
Parking Garage,469741,CAPITAL PARKING LLC,CAPITAL PARKING LLC,EAST   63 STREET,166 EAST   63 STREET,AKA 164-174 EAST 63 STREET,10021,2126869800,56,"166 63 STREET
NEW YORK, NY 10021
(40.642106528422076, -74.02519694031777)"
Parking Garage,469761,INTEGRITY PARKING LLC,,EAST   72 STREET,315 EAST   72 STREET,,10021,2126869800,60,"315 72 STREET
NEW YORK, NY 10021
(40.768401512417825, -73.9574262806409)"
Parking Garage,469779,1050 GARAGE CORP,,5 AVENUE,1050 5 AVENUE,,10028,2129562280,49,"1050 5 AVENUE
NEW YORK, NY 10028
(40.781801410654396, -73.96020518571146)"
Parking Garage,469813,EAST 71ST STREET    GARAGE CORP,MUTUAL PARKING,EAST   71 STREET,135 EAST   71 STREET,,10021,2128887400,54,"135 71 STREET
NEW YORK, NY 10021
(40.76972720282538, -73.96263088136087)"
Parking Garage,469824,KINNEY SYSTEM INC,,EAST   53 STREET,211 EAST   53 STREET,,10022,2128894444,90,"211 53 STREET
MANHATTAN, NY 10022
(40.757596865176346, -73.96908779540036)"
Parking Garage,469866,METRO PARKING CORP,,EAST   63 STREET,301 EAST   63 STREET,,10021,2122493344,39,"301 63 STREET
NY, NY 10021
(40.76920532766377, -73.959183941086)"
Parking Garage,469882,PINE-WATER GARAGE LLC,,PINE STREET,80 PINE STREET,,10005,2124072516,178,"80 PINE STREET
NEW YORK, NY 10005
(40.705826685619115, -74.00707784987856)"
Parking Garage,469935,"301 EAST 62ND GARAGE, CORP",,EAST   62 STREET,301 EAST   62 STREET,,10065,2127559935,50,"301 62 STREET
NEW YORK, NY 10065
(40.76248675101605, -73.96291981148681)"
Parking Lot,469964,REX PARKING CORP,,EAST  153 STREET,10 EAST  153 STREET,68 EAST 153RD STREET,10451,2127571353,42,"10 153 STREET
BRONX, NY 10451
(40.82641524266162, -73.92970306220512)"
Parking Lot,469965,REX PARKING CORP,,EAST  153 STREET,10 EAST  153 STREET,68 EAST 153 ST,10451,2127571353,225,"10 153 STREET
BRONX, NY 10451
(40.82641524266162, -73.92970306220512)"
Parking Lot,469978,DRAYNIB CORP,,WEST  174 STREET,25 WEST  174 STREET,,10453,7187169482,20,"25 174 STREET
BRONX, NY 10453
(40.84499748984083, -73.9128631071019)"
Parking Garage,691393,KENSINGTON ENTERPRISES LLC,,WEST   97 STREET,50 WEST   97 STREET,AKA 28-68 WEST 97 STREET,10025,2126869800,114,"50 97 STREET
NEW YORK, NY 10025
(40.79295822162543, -73.96557441873026)"
Parking Lot,691929,"CASTALDO, CHARLES",,JEROME AVENUE,2804 JEROME AVENUE,,10468,7187338398,10,"2804 JEROME AVENUE
BRONX, NY 10468
(40.870779003537926, -73.89427478688405)"
Parking Garage,692051,NEWBURY OPERATING LLC,,EAST   86 STREET,249 EAST   86 STREET,AKA 250 EAST 87 STREET,10028,2126869800,146,"249 86 STREET
NEW YORK, NY 10028
(40.77838553926602, -73.95286173237798)"
Parking Garage,692569,RIVERBAY CORP,,DREISER LOOP,99 DREISER LOOP,,10475,7183203326,1361,"99 DREISER LOOP
BRONX, NY 10475
(40.87834746282968, -73.82821547009931)"
Parking Garage,692570,RIVERBAY CORP,,CARVER LOOP,99 CARVER LOOP,,10475,7183203326,1361,"99 CARVER LOOP
BRONX, NY 10475
(40.87768366524428, -73.82473898243039)"
Parking Garage,692571,RIVERBAY CORP,,ASCH LOOP,99 ASCH LOOP,,10475,7187203326,1361,"99 ASCH LOOP
BRONX, NY 10475
(40.869230031393734, -73.83054421477544)"
Parking Garage,692572,RIVERBAY CORP,,BELLAMY LOOP SOUTH,99 BELLAMY LOOP SOUTH,,10475,7183203326,1361,"99 BELLAMY LOOP
BRONX, NY 10475
(40.87295205861112, -73.82649086537073)"
Parking Garage,692573,RIVERBAY CORP,,CO-OP CITY BOULEVARD,999 CO-OP CITY BOULEVARD,,10475,7183203326,1311,"999 CO-OP CITY BOULEVARD
BRONX, NY 10475
(40.874142343794176, -73.82706856556183)"
Parking Lot,693530,"VALDES, LUIS",,ACADEMY STREET,584 ACADEMY STREET,584-596,10034,2125670706,50,"584 ACADEMY STREET
NEW YORK, NY 10034
(40.86389649733265, -73.92349502330937)"
Parking Garage,694550,"ASTOR PARKING, LLC",,BROADWAY,1511-15 BROADWAY,AKA 1 ASTOR PLAZA,10036,2126869800,225,"1511 15
NEW YORK, NY 10036
(40.75934682719435, -73.989860554421)"
Parking Garage,695802,RIVERBAY CORP,,ERSKINE PL,99 ERSKINE PL,,10475,7183203326,1361,"99 ERSKINE PL
BRONX, NY 10475
(40.86133866811006, -73.82146355720171)"
Parking Garage,695803,RIVERBAY CORPORATION,,EINSTEIN LOOP NORTH,99 EINSTEIN LOOP NORTH,,10475,7183203326,1311,"99 EINSTEIN LOOP
BRONX, NY 10475
(40.865634337074525, -73.82340950963417)"
Parking Garage,695804,RIVERBAY CORP,,BARTOW AVENUE,2099 BARTOW AVENUE,,10475,7183203391,1361,"2099 BARTOW AVENUE
BRONX, NY 10475
(40.86961382154403, -73.82634317492435)"
Parking Lot,696143,"CASTALDO, JULIA",,JEROME AVENUE,3114 JEROME AVENUE,,10468,7189331482,10,"3114 JEROME AVENUE
BRONX, NY 10468
(40.8751630500017, -73.88849669595047)"
Parking Lot,696486,EDISON 9TH AVE PARKING CORP,,WEST   33 STREET,412-422 WEST   33 STREET,,10001,2016432088,92,"412 422 WEST 33 STREET
NEW YORK, NY 10001
(40.75025902143676, -73.99688630375988)"
Parking Garage,697253,DIRECT PARKING LLC,DIRECT PARKING LLC,WEST   56 STREET,51 WEST   56 STREET,"AKA 45 W 56 ST, 40 W 57 ST",10019,2126869800,140,"51 56 STREET
NEW YORK, NY 10019
(40.763002812092736, -73.97608876762429)"
Parking Garage,699003,T CARDINAL COOKE HEALTH CARE CENTER,,MADISON AVENUE,1560-68 MADISON AVENUE,,10029,2123603600,350,"1560 68 MADISON AVENUE
NEW YORK, NY 10029
(40.79161072055837, -73.94403228106489)"
Parking Garage,699244,79TH ST PARKING LLC,,PARK AVENUE,900 PARK AVENUE,AKA 900-906 PARK AVENUE,10021,2126869800,61,"900 PARK AVENUE
NEW YORK, NY 10021
(40.77372882608772, -73.96207661859317)"
Parking Lot,699282,"RUFRANO, ANNA",A RUFRANO PARKING LOT,GRAHAM AVENUE,540-542 GRAHAM AVENUE,,11222,7184752273,14,"540 542 GRAHAM AVENUE
BROOKLYN, NY 11222
(40.72825312178418, -73.94715978319738)"
Parking Garage,699352,67TH ST & 2ND AVE   GARAGE INC,,EAST   68 STREET,254 EAST   68 STREET,,10021,2124072516,150,"254 68 STREET
NEW YORK, NY 10021
(40.76920532766377, -73.959183941086)"
Parking Lot,699505,344 W 45TH ST CORP,,WEST   45 STREET,344 WEST   45 STREET,6,10036,2122658189,40,"344 45 STREET
NEW YORK, NY 10036
(40.75967381026298, -73.98967889192433)"
Parking Garage,731368,JO-DASH PARKING LLC,,3 AVENUE,488-504 3 AVENUE,,10016,2126869800,55,"488 504 3 AVENUE
NEW YORK, NY 10016
(40.745242969987146, -73.97823298586354)"
Parking Garage,731394,M H M PARKING LLC,,3 AVENUE,560 3 AVENUE,AKA 560-576 3 AVENUE,10016,2126869800,300,"560 3 AVENUE
NEW YORK, NY 10016
(40.74795092947153, -73.97651888732292)"
Parking Lot,733100,VANBRIDGE ASSOCIATES LLC,VANBRIDGE HOLDING CO,BAINBRIDGE AVENUE,3201 BAINBRIDGE AVENUE,,10467,7188823304,44,"3201 BAINBRIDGE AVENUE
BRONX, NY 10467
(40.875757360901964, -73.87960387517272)"
Parking Garage,733235,KNICKERBOCKER GARAGE CORP,GGMC,3 AVENUE,1601-1619 3 AVENUE,,10128,2129966363,220,"1601 1619 3 AVENUE
NEW YORK, NY 10128
(40.781770000585084, -73.95062814906976)"
Parking Lot,734552,JONAS BRONCK HOUSING COMPANY INC.,,EAST  179 STREET,230 EAST  179 STREET,,10457,7182995636,22,"230 179 STREET
BRONX, NY 10457
(40.850932139823, -73.90396112056916)"
Parking Garage,735058,71ST. GARDEN GARAGE INC.,,EAST   70 STREET,211 EAST   70 STREET,,10021,2124072516,150,"211 70 STREET
NEW YORK, NY 10021
(40.76807775648723, -73.96071779926814)"
Parking Lot,735430,ALLIED ST GEORGE CORP,,WALL STREET,25 WALL STREET,,10301,7182633800,171,"25 WALL STREET
STATEN ISLAND, NY 10301
(40.64404362107926, -74.07788620296694)"
Parking Garage,735702,Y & H ENTERPRISES INC                   526-534 W 13,Y & H GARAGE,WEST  134 STREET,526 WEST  134 STREET,534,10031,2128623502,175,"526 134 STREET
NEW YORK, NY 10031
(40.818928794537506, -73.95447255059264)"
Parking Garage,736176,AMSTERDAM GARAGE LLC,,AMSTERDAM AVENUE,621-635 AMSTERDAM AVENUE,AKA 621 AMSTERDAM AVENUE,10024,2126869800,90,"621 635 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78362556816552, -73.96653900057436)"
Parking Garage,736268,PLAZA GARAGE CORP,GGMC,2 AVENUE,1751-1763 2 AVENUE,,10128,2129966363,104,"1751 1763 2 AVENUE
NEW YORK, NY 10128
(40.781770000585084, -73.95062814906976)"
Parking Lot,738230,BRIDGE PARKING CORP,,EAST   60 STREET,321 EAST   60 STREET,321-323,10022,2129562280,44,"321 60 STREET
NEW YORK, NY 10022
(40.760736494662055, -73.96259831348972)"
Parking Garage,760802,MERIT PARKING LLC,,EAST 107 STREET,40891 EAST 107 STREET,,10029,2126869800,1000,"40891 107 STREET
NEW YORK, NY 10029
(40.79161072055837, -73.94403228106489)"
Parking Lot,760927,"ROMANO, ANTHONY S",,HOFFMAN STREET,2450 HOFFMAN STREET,,10458,7183656204,25,"2450 HOFFMAN STREET
BRONX, NY 10458
(40.85690734243627, -73.8876556610524)"
Parking Garage,761016,64TH WEST END PARKING LLC,,WEST END AVENUE,110 WEST END AVENUE,AKA 102-116 WEST END AVENUE,10023,2126869800,106,"110 END AVENUE
NEW YORK, NY 10023
(40.56343271615765, -74.1787588373252)"
Parking Garage,761544,BV GARAGE CORP,GGMC,EAST   54 STREET,245 EAST   54 STREET,,10022,2129966363,178,"245 54 STREET
NEW YORK, NY 10022
(40.75791308655647, -73.96790761267764)"
Parking Garage,763733,CONNAUGHT TOWER CAR PARK INC,GGMC,EAST   54 STREET,300 EAST   54 STREET,,10022,2129966363,73,"300 54 STREET
NEW YORK, NY 10022
(40.75733196421543, -73.96668942301166)"
Parking Lot,764919,"MALAVOLTA, LUANA",,HOFFMAN STREET,2415 HOFFMAN STREET,,10458,7189333746,22,"2415 HOFFMAN STREET
BRONX, NY 10458
(40.85645035676612, -73.88813744072375)"
Parking Lot,765883,MARGARET E PESCATORE PARKING INC,,BAYARD STREET,98 100 BAYARD STREET,,10013,6462506784,12,"98 100 BAYARD STREET
NEW YORK, NY 10013
(40.721242188776046, -74.00888900022716)"
Parking Garage,766654,KINNEY SYSTEMS INC,,EAST   65 STREET,222 EAST   65 STREET,,10021,2128844444,300,"222 65 STREET
NEW YORK, NY 10021
(40.640070976381324, -74.02486333912988)"
Parking Garage,766695,CLICK PARKING CORP,,CENTRAL PARK WEST,225 CENTRAL PARK WEST,,10024,2122493344,58,"225 CENTRAL PARK
NEW YROK, NY 10024
(40.78309010964309, -73.97099741328788)"
Parking Lot,767674,"ENGLANDER, SOL &    ENGLANDER, GERTRUDE",SOGE ASSOCIATES,JAMAICA AVENUE,145-20 JAMAICA AVENUE,,11435,7185262601,56,"145 20 JAMAICA AVENUE
JAMAICA, NY 11435
(40.70119264912154, -73.80979665579099)"
