QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Address,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Total Units,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Year Built,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
4-01472-0051,"37 45 84 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,C6-WALK-UP,16,1921,17240,234464,13.6,730000,42.3,4-01743-0047,"35 15 102 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,C1-WALK-UP,20,1926,15752,209276,13.29,652000,41.4,0.95,4-01532-0016,"45 26 80 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,C1-WALK-UP,16,1933,14952,216520,14.48,732000,49,0.6
4-01472-0060,"37 33 84 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,C6-WALK-UP,18,1921,18910,257176,13.6,801000,42.4,4-01734-0032,"34 35 100 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,C1-WALK-UP,24,1928,15000,267974,17.86,1000000,67,0.85,4-01532-0016,"45 26 80 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,C1-WALK-UP,16,1933,14952,216520,14.48,732000,49,0.6
4-01472-0065,"37 23 84 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,C6-WALK-UP,18,1921,17240,234464,13.6,730000,42.3,4-01743-0047,"35 15 102 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,C1-WALK-UP,20,1926,15752,209276,13.29,652000,41.4,0.95,4-01532-0016,"45 26 80 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,C1-WALK-UP,16,1933,14952,216520,14.48,732000,49,0.6
4-01472-0068,"37 11 84 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,C6-WALK-UP,12,1921,14305,194548,13.6,606000,42.4,4-01743-0047,"35 15 102 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",CORONA,C1-WALK-UP,20,1926,15752,209276,13.29,652000,41.4,0.95,4-01532-0016,"45 26 80 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,C1-WALK-UP,16,1933,14952,216520,14.48,732000,49,0.6
4-01474-0012,"37 20 87 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,168,1951,168600,1955760,11.6,5500000,32.6,4-01448-0032,"87 07 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,84,1951,79012,916724,11.6,2580000,32.7,0.3,4-01475-0001,"87 10 37 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,88,1954,100000,1217908,12.18,3420000,34.2,0.05
4-01474-0047,"37 51 86 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,79,1955,69654,807986,11.6,2270000,32.6,4-01448-0032,"87 07 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,84,1951,79012,916724,11.6,2580000,32.7,0.3,4-01475-0001,"87 10 37 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,88,1954,100000,1217908,12.18,3420000,34.2,0.05
4-01474-0058,"37 27 86 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,120,1951,115602,1340983,11.6,3770000,32.6,4-01448-0032,"87 07 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,84,1951,79012,916724,11.6,2580000,32.7,0.3,4-01475-0001,"87 10 37 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,88,1954,100000,1217908,12.18,3420000,34.2,0.05
4-01488-0042,"40 37 77 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,55,1941,57272,664355,11.6,1870000,32.7,4-01518-0050,"85 05 ELMHURST AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,60,1940,60000,713309,11.89,2000000,33.3,0.45,4-01518-0060,"84 49 ELMHURST AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,60,1940,60000,741897,12.36,2080000,34.7,0.45
4-01497-0023,"41 50 78 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,168,1951,148956,1727889,11.6,4860000,32.6,4-01432-0034,"33 52 85 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,49,1954,50900,592868,11.65,1540000,30.3,0.75,4-01475-0001,"87 10 37 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,88,1954,100000,1217908,12.18,3420000,34.2,0.55
4-01505-0001,"40 05 ITHACA STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,72,1941,60000,696000,11.6,1960000,32.7,4-01518-0050,"85 05 ELMHURST AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,60,1940,60000,713309,11.89,2000000,33.3,0.2,4-01518-0060,"84 49 ELMHURST AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,60,1940,60000,741897,12.36,2080000,34.7,0.2
4-01505-0012,"40 18 HAMPTON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,60,1940,54545,632722,11.6,1780000,32.6,4-01518-0050,"85 05 ELMHURST AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,60,1940,60000,713309,11.89,2000000,33.3,0.2,4-01518-0060,"84 49 ELMHURST AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,60,1940,60000,741897,12.36,2080000,34.7,0.2
4-01506-0047,"40 66 ITHACA STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,66,1940,66000,765600,11.6,2150000,32.6,4-01518-0050,"85 05 ELMHURST AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,60,1940,60000,713309,11.89,2000000,33.3,0.15,4-01518-0060,"84 49 ELMHURST AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,60,1940,60000,741897,12.36,2080000,34.7,0.15
4-01506-0062,"41 67 JUDGE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,123,1963,100332,1163851,11.6,3270000,32.6,4-01475-0001,"87 10 37 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,88,1954,100000,1217908,12.18,3420000,34.2,0.3,4-01448-0032,"87 07 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,84,1951,79012,916724,11.6,2580000,32.7,0.55
4-01507-0005,"81 14 BAXTER AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,51,1963,32947,382185,11.6,1070000,32.5,4-01492-0032,"81 31 BAXTER AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D7-ELEVATOR,53,1963,33600,525820,15.65,1780000,53,0.1,4-01459-0040,"35 65 85 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D7-ELEVATOR,66,1957,48300,733472,15.19,2480000,51,0.4
4-01508-0011,"42 22 KETCHAM STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,127,1926,99876,1158561,11.6,3260000,32.6,4-01451-0047,"34 19 90 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,162,1927,95904,1544803,16.11,5220000,54,0.7,4-01512-0026,"88 35 ELMHURST AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,84,1938,99383,1068035,10.75,2770000,27.9,0.35
4-01509-0006,"42 02 LAYTON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,89,1926,77358,897352,11.6,2520000,32.6,4-01468-0001,"94 02 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,144,1934,111648,1584723,14.19,4930000,44.2,0.8,4-01280-0038,"80 01 37 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D7-ELEVATOR,100,1928,98492,1937405,19.67,7240000,74,0.45
4-01509-0052,"42 52 LAYTON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,48,1939,43122,500215,11.6,1410000,32.7,4-01456-0046,"35 53 82 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,47,1938,46854,647048,13.81,2010000,42.9,0.5,4-01456-0029,"35 54 83 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,48,1937,46854,649384,13.86,2020000,43.1,0.5
4-01513-0028,"88 11 ELMHURST AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,82,1937,92244,1070030,11.6,3010000,32.6,4-01581-0001,"83 45
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D7-ELEVATOR,194,1956,179494,2484959,13.84,7740000,43.1,0.4,4-02115-0001,"65 09 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D7-ELEVATOR,133,1946,142260,1582677,11.13,4100000,28.8,1.75
4-01517-0033,"83 45 VIETOR AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,153,1961,116400,1350240,11.6,3790000,32.6,4-01581-0001,"83 45
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D7-ELEVATOR,194,1956,179494,2484959,13.84,7740000,43.1,0.25,4-02115-0001,"65 09 99 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D7-ELEVATOR,133,1946,142260,1582677,11.13,4100000,28.8,1.75
4-01517-0059,"83 25 VIETOR AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,78,1963,58500,678600,11.6,1910000,32.6,4-01432-0034,"33 52 85 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,49,1954,50900,592868,11.65,1540000,30.3,0.8,4-01459-0040,"35 65 85 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D7-ELEVATOR,66,1957,48300,733472,15.19,2480000,51,0.5
4-01518-0009,"83 30 VIETOR AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,202,1963,156660,1817256,11.6,5110000,32.6,4-01489-0018,"40 40 79 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,192,1956,176480,2481844,14.06,7730000,43.8,0.4,4-01581-0001,"83 45
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D7-ELEVATOR,194,1956,179494,2484959,13.84,7740000,43.1,0.2
4-01518-0023,"83 60 VIETOR AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,99,1956,71000,823600,11.6,2310000,32.5,4-01459-0040,"35 65 85 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D7-ELEVATOR,66,1957,48300,733472,15.19,2480000,51,0.55,4-01432-0034,"33 52 85 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,49,1954,50900,592868,11.65,1540000,30.3,0.8
4-01518-0040,"42 42 JUDGE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,48,1938,45498,527776,11.6,1480000,32.5,4-01456-0046,"35 53 82 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,47,1938,46854,647048,13.81,2010000,42.9,0.55,4-01456-0029,"35 54 83 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,48,1937,46854,649384,13.86,2020000,43.1,0.55
4-01520-0005,"74 02 43 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,90,1962,72369,839480,11.6,2360000,32.6,4-01566-0001,"42 07 WHITNEY AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,74,1959,69000,888105,12.87,2770000,40.1,0.85,4-01567-0040,"92 01 LAMONT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,98,1962,82700,1078841,13.05,3360000,40.6,0.8
4-01526-0016,"42 26 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,100,1962,74052,859003,11.6,2410000,32.5,4-01566-0001,"42 07 WHITNEY AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,74,1959,69000,888105,12.87,2770000,40.1,0.6,4-01567-0040,"92 01 LAMONT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,98,1962,82700,1078841,13.05,3360000,40.6,0.55
4-01527-0001,"81 11 45 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,163,1961,121080,1404528,11.6,3950000,32.6,4-01842-0071,"86 35 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D7-ELEVATOR,150,1963,127140,2089873,16.44,7070000,56,0.55,4-01842-0031,"87 22 JUSTICE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,109,1962,107010,1424320,13.31,4440000,41.5,0.55
4-01531-0021,"78 06 46 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,56,1966,35700,414120,11.6,1160000,32.5,4-01492-0032,"81 31 BAXTER AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D7-ELEVATOR,53,1963,33600,525820,15.65,1780000,53,0.5,4-01459-0040,"35 65 85 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D7-ELEVATOR,66,1957,48300,733472,15.19,2480000,51,0.8
4-01545-0033,"83 37 ST JAMES AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,122,1957,115861,1343987,11.6,3780000,32.6,4-01842-0071,"86 35 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D7-ELEVATOR,150,1963,127140,2089873,16.44,7070000,56,0.3,4-01842-0031,"87 22 JUSTICE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,109,1962,107010,1424320,13.31,4440000,41.5,0.3
4-01547-0001,"84 19 51 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,91,1953,87780,1018248,11.6,2860000,32.6,4-01566-0001,"42 07 WHITNEY AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,74,1959,69000,888105,12.87,2770000,40.1,0.55,4-01567-0040,"92 01 LAMONT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,98,1962,82700,1078841,13.05,3360000,40.6,0.5
4-01547-0016,"85 14
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,96,1952,79710,924636,11.6,2600000,32.6,4-01566-0001,"42 07 WHITNEY AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,74,1959,69000,888105,12.87,2770000,40.1,0.55,4-01567-0040,"92 01 LAMONT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,98,1962,82700,1078841,13.05,3360000,40.6,0.5
4-01548-0006,"84 20 51 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,75,1961,52230,605868,11.6,1700000,32.5,4-01566-0001,"42 07 WHITNEY AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,74,1959,69000,888105,12.87,2770000,40.1,0.6,4-01564-0034,"93 35 LAMONT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,90,1961,68500,766558,11.19,1990000,29.1,0.7
4-01551-0026,"92 05 WHITNEY AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D4-ELEVATOR,95,1939,123228,1429444,11.6,4020000,32.6,4-01512-0026,"88 35 ELMHURST AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,84,1938,99383,1068035,10.75,2770000,27.9,0.15,4-01451-0047,"34 19 90 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,162,1927,95904,1544803,16.11,5220000,54,0.4
