BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Estimated Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Estimated Expense,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Expense per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Net Operating Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 – Boro-Block-Lot,COMPARABLE RENTAL – 1 – Address,COMPARABLE RENTAL – 1 – Neighborhood,COMPARABLE RENTAL – 1 – Building Classification,COMPARABLE RENTAL – 1 – Total Units,COMPARABLE RENTAL – 1 – Year Built,COMPARABLE RENTAL – 1 – Gross SqFt,COMPARABLE RENTAL – 1 – Estimated Gross Income,COMPARABLE RENTAL – 1 – Gross Income per SqFt,COMPARABLE RENTAL – 1 – Estimated Expense,COMPARABLE RENTAL – 1 – Expense per SqFt,COMPARABLE RENTAL – 1 – Net Operating Income,COMPARABLE RENTAL – 1 – Full Market Value,COMPARABLE RENTAL – 1 – Market Value per SqFt,COMPARABLE RENTAL – 1 – Distance from Coop in miles,COMPARABLE RENTAL – 2 – Boro-Block-Lot,COMPARABLE RENTAL – 2 – Address,COMPARABLE RENTAL – 2 – Neighborhood,COMPARABLE RENTAL – 2 – Building Classification,COMPARABLE RENTAL – 2 – Total Units,COMPARABLE RENTAL – 2 – Year Built,COMPARABLE RENTAL – 2 – Gross SqFt,COMPARABLE RENTAL – 2 – Estimated Gross Income,COMPARABLE RENTAL – 2 – Gross Income per SqFt,COMPARABLE RENTAL – 2 – Estimated Expense,COMPARABLE RENTAL – 2 – Expense per SqFt,COMPARABLE RENTAL – 2 – Net Operating Income,COMPARABLE RENTAL – 2 – Full Market Value,COMPARABLE RENTAL – 2 – Market Value per SqFt,COMPARABLE RENTAL – 2 – Distance from Coop in miles,COMPARABLE RENTAL – 3 – Boro-Block-Lot,COMPARABLE RENTAL – 3 – Address,COMPARABLE RENTAL – 3 – Neighborhood,COMPARABLE RENTAL – 3 – Building Classification,COMPARABLE RENTAL – 3 – Total Units,COMPARABLE RENTAL – 3 – Year Built,COMPARABLE RENTAL – 3 – Gross SqFt,COMPARABLE RENTAL – 3 – Estimated Gross Income,COMPARABLE RENTAL – 3 – Gross Income per SqFt,COMPARABLE RENTAL – 3 – Estimated Expense,COMPARABLE RENTAL – 3 – Expense per SqFt,COMPARABLE RENTAL – 3 – Net Operating Income,COMPARABLE RENTAL – 3 – Full Market Value,COMPARABLE RENTAL – 3 – Market Value per SqFt,COMPARABLE RENTAL – 3 – Distance from Coop in miles
2-04251-0011,"1874 PELHAM PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D4-ELEVATOR,95,1970,85218,1138512,13.36,493412,5.79,645100,4280000,50.22,2-04178-0010,"3555 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,112000,1480347,13.22,642987,5.74,837360,4411000,39.38,0.51,2-04178-0005,"3565 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D1-ELEVATOR,49,1931,38250,528092,13.81,253759,6.63,274333,1809000,47.29,0.51,, , , , , , , , , , , , , , 
2-04252-0017,"1910 PELHAM PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D4-ELEVATOR,52,1964,44329,575834,12.99,222975,5.03,352859,2352000,53.06,2-04196-0030,"3073 BUHRE AVENUE
Bronx, NY
(40.847749993227104, -73.83036496100702)",SCHUYLERVILLE/PELHAM BAY,D1-ELEVATOR,46,1935,42000,545580,12.99,294420,7.01,251160,1408000,33.52,0.48,2-04194-0032,"2916 ST THERESA AVENUE
Bronx, NY
(40.849298436065226, -73.83142985547406)",SCHUYLERVILLE/PELHAM BAY,D1-ELEVATOR,49,1927,47940,552442,11.52,289899,6.05,262543,1518000,31.66,0.49,2-04178-0010,3555 BRUCKNER BOULEVARD,SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,"112,000","1,480,347",13.22,"642,987",5.74,"837,360","4,411,000",39.38,0.52
2-04287-0001,"2081 CRUGER AVENUE
Bronx, NY
(40.85273532264298, -73.8667822989364)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,85,1931,87924,1011126,11.5,482703,5.49,528423,3391000,38.57,2-04284-0001,"2039 CRUGER AVENUE
Bronx, NY
(40.85151387208959, -73.86682617816146)",MORRIS PARK/VAN NEST,D1-ELEVATOR,73,1935,81456,785469,9.64,476179,5.85,309290,1833000,22.5,0.1,2-04287-0055,"2095 CRUGER AVENUE
Bronx, NY
(40.853158654271155, -73.86676864307742)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,42,1939,53400,536590,10.05,276307,5.17,260283,1331000,24.93,0,2-04288-0030,2120 CRUGER AVENUE,PELHAM PARKWAY SOUTH,D1-ELEVATOR,65,1939,"65,418","752,158",11.50,"359,161",5.49,"392,997","1,573,000",24.05,0.06
2-04289-0015,"762 BRADY AVENUE
Bronx, NY
(40.852347163045295, -73.86531101073294)",MORRIS PARK/VAN NEST,D4-ELEVATOR,55,1932,54184,623116,11.5,297470,5.49,325646,2089000,38.55,2-04285-0010,"2036 CRUGER AVENUE
Bronx, NY
(40.85137313065737, -73.86675891634732)",MORRIS PARK/VAN NEST,D1-ELEVATOR,43,1937,43854,453012,10.33,271895,6.2,181117,1127000,25.7,0.05,2-04287-0055,"2095 CRUGER AVENUE
Bronx, NY
(40.853158654271155, -73.86676864307742)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,42,1939,53400,536590,10.05,276307,5.17,260283,1331000,24.93,0.14,2-04322-0025,2182 BARNES AVENUE,PELHAM PARKWAY SOUTH,D1-ELEVATOR,71,1930,"65,862","814,088",12.36,"436,593",6.63,"377,495","2,391,000",36.30,0.30
2-04289-0020,"764 BRADY AVENUE
Bronx, NY
(40.85234485751091, -73.8652318540521)",MORRIS PARK/VAN NEST,D4-ELEVATOR,210,1933,94000,1041520,11.08,572460,6.09,469060,2896000,30.81,2-04257-0040,"2009 CRUGER AVENUE
Bronx, NY
(40.85063520038465, -73.86685718448902)",MORRIS PARK/VAN NEST,D7-ELEVATOR,45,1932,49260,485570,9.86,313442,6.36,172128,1019000,20.69,0.15,2-04274-0064,"1960 WILLIAMSBRIDGE ROAD
Bronx, NY
(40.82557699997852, -73.91844899972153)",MORRIS PARK/VAN NEST,D7-ELEVATOR,62,1961,71500,879792,12.3,461008,6.45,418784,2655000,37.13,0.64,, , , , , , , , , , , , , , 
2-04289-0035,"754 BRADY AVENUE
Bronx, NY
(40.85235638518431, -73.86562763750608)",MORRIS PARK/VAN NEST,D4-ELEVATOR,59,1932,75260,819581,10.89,450770,5.99,368811,2283000,30.33,2-04284-0001,"2039 CRUGER AVENUE
Bronx, NY
(40.85151387208959, -73.86682617816146)",MORRIS PARK/VAN NEST,D1-ELEVATOR,73,1935,81456,785469,9.64,476179,5.85,309290,1833000,22.5,0.1,2-04253-0084,"678 SAGAMORE STREET
Bronx, NY
(40.848874545954786, -73.86813384908811)",MORRIS PARK/VAN NEST,D1-ELEVATOR,90,2002,82015,822634,10.03,512336,6.25,310298,1937000,23.62,0.28,2-04087-0033,1541 WILLIAMSBRIDGE ROAD,MORRIS PARK/VAN NEST,D3-ELEVATOR,125,1928,"107,340","1,438,693",13.40,"726,466",6.77,"712,227","4,723,000",44.00,0.92
2-04289-0050,"758 BRADY AVENUE
Bronx, NY
(40.85235177411504, -73.86546932412782)",MORRIS PARK/VAN NEST,D4-ELEVATOR,58,1932,67500,735075,10.89,404325,5.99,330750,2047000,30.33,2-04284-0001,"2039 CRUGER AVENUE
Bronx, NY
(40.85151387208959, -73.86682617816146)",MORRIS PARK/VAN NEST,D1-ELEVATOR,73,1935,81456,785469,9.64,476179,5.85,309290,1833000,22.5,0.1,2-04253-0080,"1975 BIRCHALL AVENUE
Bronx, NY
(40.84875298960186, -73.86854224641134)",MORRIS PARK/VAN NEST,D1-ELEVATOR,90,2002,87902,956975,10.89,541694,6.16,415281,2571000,29.25,0.28,2-04087-0033,1541 WILLIAMSBRIDGE ROAD,MORRIS PARK/VAN NEST,D3-ELEVATOR,125,1928,"107,340","1,438,693",13.40,"726,466",6.77,"712,227","4,723,000",44.00,0.92
2-04291-0001,"2075 WALLACE AVENUE
Bronx, NY
(40.85242552459459, -73.86492011309757)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,190,1930,174400,2045712,11.73,910368,5.22,1135344,7260000,41.63,2-04291-0024,"2131 WALLACE AVENUE
Bronx, NY
(40.85414161089087, -73.864860937708)",PELHAM PARKWAY SOUTH,D7-ELEVATOR,187,1929,178126,2141075,12.02,1156038,6.49,985037,5181000,29.09,0,2-04286-0022,"2100 BRONX PARK
Bronx, NY
(40.85369968438688, -73.86913805069814)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,157,1929,168990,1982253,11.73,1089986,6.45,892267,5269000,31.18,0.17,2-04286-0013,2084 BRONX PARK EAST,PELHAM PARKWAY SOUTH,D1-ELEVATOR,106,1929,"132,000","1,326,600",10.05,"809,160",6.13,"517,440","3,229,000",24.46,0.16
2-04291-0014,"2105 WALLACE AVENUE
Bronx, NY
(40.853344856539024, -73.864888411996)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,384,1952,220000,2580600,11.73,1148400,5.22,1432200,9158000,41.63,2-04291-0024,"2131 WALLACE AVENUE
Bronx, NY
(40.85414161089087, -73.864860937708)",PELHAM PARKWAY SOUTH,D7-ELEVATOR,187,1929,178126,2141075,12.02,1156038,6.49,985037,5181000,29.09,0,2-04292-0024,"2132 WALLACE AVENUE
Bronx, NY
(40.85420147027102, -73.86478636901225)",PELHAM PARKWAY SOUTH,D7-ELEVATOR,184,1929,175806,2117376,12.04,839386,4.77,1277990,5643000,32.1,0.05,2-04286-0022,2100 BRONX PARK EAST,PELHAM PARKWAY SOUTH,D1-ELEVATOR,157,1929,"168,990","1,982,253",11.73,"1,089,986",6.45,"892,267","5,269,000",31.18,0.17
2-04293-0010,"2080 BARNES AVENUE
Bronx, NY
(40.85364105648129, -73.86386320956547)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,96,1951,127000,1443990,11.37,995680,7.84,448310,2883000,22.7,2-04292-0024,"2132 WALLACE AVENUE
Bronx, NY
(40.85420147027102, -73.86478636901225)",PELHAM PARKWAY SOUTH,D7-ELEVATOR,184,1929,175806,2117376,12.04,839386,4.77,1277990,5643000,32.1,0.05,2-04286-0004,"2070 BRONX PARK
Bronx, NY
(40.84042861392644, -73.87840841930513)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,104,1928,129000,1288710,9.99,786900,6.1,501810,3133000,24.29,0.26,2-04291-0024,2131 WALLACE AVENUE,PELHAM PARKWAY SOUTH,D7-ELEVATOR,187,1929,"178,126","2,141,075",12.02,"1,156,038",6.49,"985,037","5,181,000",29.09,0.09
