District,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
11,3,2006,Black,1497,652,213,14.2%,489,32.7%,752,50.2%,43,2.9%,795,53.1%
11,3,2006,Hispanic,898,655,129,14.4%,272,30.3%,466,51.9%,31,3.5%,497,55.3%
11,3,2006,White,241,671,17,7.1%,44,18.3%,166,68.9%,14,5.8%,180,74.7%
11,4,2006,Asian,199,666,12,6%,39,19.6%,134,67.3%,14,7%,148,74.4%
11,4,2006,Black,1537,650,191,12.4%,544,35.4%,772,50.2%,30,2%,802,52.2%
11,4,2006,Hispanic,979,647,155,15.8%,341,34.8%,450,46%,33,3.4%,483,49.3%
11,4,2006,White,278,664,17,6.1%,71,25.5%,172,61.9%,18,6.5%,190,68.3%
11,5,2006,Asian,198,660,14,7.1%,53,26.8%,112,56.6%,19,9.6%,131,66.2%
11,5,2006,Black,1478,648,121,8.2%,590,39.9%,711,48.1%,56,3.8%,767,51.9%
11,5,2006,Hispanic,1008,646,123,12.2%,375,37.2%,462,45.8%,48,4.8%,510,50.6%
11,5,2006,White,240,665,14,5.8%,52,21.7%,147,61.3%,27,11.3%,174,72.5%
11,6,2006,Asian,174,656,12,6.9%,64,36.8%,75,43.1%,23,13.2%,98,56.3%
11,6,2006,Black,1412,639,162,11.5%,651,46.1%,551,39%,48,3.4%,599,42.4%
11,6,2006,Hispanic,937,635,117,12.5%,476,50.8%,318,33.9%,26,2.8%,344,36.7%
11,6,2006,White,214,657,9,4.2%,78,36.4%,111,51.9%,16,7.5%,127,59.3%
11,7,2006,Asian,161,656,14,8.7%,51,31.7%,77,47.8%,19,11.8%,96,59.6%
11,7,2006,Black,1496,632,212,14.2%,787,52.6%,465,31.1%,32,2.1%,497,33.2%
11,7,2006,Hispanic,1087,632,159,14.6%,585,53.8%,322,29.6%,21,1.9%,343,31.6%
11,7,2006,White,194,656,9,4.6%,65,33.5%,105,54.1%,15,7.7%,120,61.9%
11,8,2006,Asian,164,648,17,10.4%,68,41.5%,73,44.5%,6,3.7%,79,48.2%
11,8,2006,Black,1668,631,274,16.4%,943,56.5%,434,26%,17,1%,451,27%
11,8,2006,Hispanic,1092,632,168,15.4%,627,57.4%,287,26.3%,10,0.9%,297,27.2%
11,8,2006,White,214,652,13,6.1%,83,38.8%,109,50.9%,9,4.2%,118,55.1%
11,All Grades,2006,Asian,1030,660,79,7.7%,292,28.3%,564,54.8%,95,9.2%,659,64%
11,All Grades,2006,Black,9088,642,1173,12.9%,4004,44.1%,3685,40.5%,226,2.5%,3911,43%
11,All Grades,2006,Hispanic,6001,641,851,14.2%,2676,44.6%,2305,38.4%,169,2.8%,2474,41.2%
11,All Grades,2006,White,1381,661,79,5.7%,393,28.5%,810,58.7%,99,7.2%,909,65.8%
12,3,2006,Asian,44,653,8,18.2%,11,25%,22,50%,3,6.8%,25,56.8%
12,3,2006,Black,632,645,128,20.3%,223,35.3%,276,43.7%,5,0.8%,281,44.5%
12,3,2006,Hispanic,957,646,166,17.3%,359,37.5%,420,43.9%,12,1.3%,432,45.1%
12,3,2006,White,14,650,0,0%,8,57.1%,5,35.7%,1,7.1%,6,42.9%
12,4,2006,Asian,46,654,5,10.9%,9,19.6%,30,65.2%,2,4.3%,32,69.6%
12,4,2006,Black,520,638,113,21.7%,190,36.5%,211,40.6%,6,1.2%,217,41.7%
12,4,2006,Hispanic,1004,641,187,18.6%,385,38.3%,420,41.8%,12,1.2%,432,43%
12,4,2006,White,14,623,6,42.9%,2,14.3%,6,42.9%,0,0%,6,42.9%
12,5,2006,Asian,30,649,5,16.7%,8,26.7%,14,46.7%,3,10%,17,56.7%
12,5,2006,Black,571,637,71,12.4%,284,49.7%,212,37.1%,4,0.7%,216,37.8%
12,5,2006,Hispanic,1154,635,192,16.6%,505,43.8%,435,37.7%,22,1.9%,457,39.6%
12,5,2006,White,11,626,3,27.3%,4,36.4%,4,36.4%,0,0%,4,36.4%
12,6,2006,Asian,40,640,4,10%,18,45%,18,45%,0,0%,18,45%
12,6,2006,Black,632,636,77,12.2%,327,51.7%,216,34.2%,12,1.9%,228,36.1%
12,6,2006,Hispanic,1179,630,177,15%,637,54%,350,29.7%,15,1.3%,365,31%
12,6,2006,White,11,658,0,0%,5,45.5%,5,45.5%,1,9.1%,6,54.5%
12,7,2006,Asian,31,640,2,6.5%,19,61.3%,8,25.8%,2,6.5%,10,32.3%
12,7,2006,Black,637,628,99,15.5%,384,60.3%,146,22.9%,8,1.3%,154,24.2%
12,7,2006,Hispanic,1066,624,209,19.6%,602,56.5%,251,23.5%,4,0.4%,255,23.9%
12,7,2006,White,10,630,1,10%,5,50%,4,40%,0,0%,4,40%
12,8,2006,Asian,20,637,3,15%,10,50%,7,35%,0,0%,7,35%
12,8,2006,Black,505,623,107,21.2%,301,59.6%,94,18.6%,3,0.6%,97,19.2%
12,8,2006,Hispanic,990,622,228,23%,570,57.6%,185,18.7%,7,0.7%,192,19.4%
12,8,2006,White,11,639,0,0%,7,63.6%,4,36.4%,0,0%,4,36.4%
12,All Grades,2006,Asian,211,647,27,12.8%,75,35.5%,99,46.9%,10,4.7%,109,51.7%
12,All Grades,2006,Black,3497,635,595,17%,1709,48.9%,1155,33%,38,1.1%,1193,34.1%
12,All Grades,2006,Hispanic,6350,633,1159,18.3%,3058,48.2%,2061,32.5%,72,1.1%,2133,33.6%
12,All Grades,2006,White,71,638,10,14.1%,31,43.7%,28,39.4%,2,2.8%,30,42.3%
13,3,2006,Asian,17,677,0,0%,5,29.4%,11,64.7%,1,5.9%,12,70.6%
13,3,2006,Black,984,652,143,14.5%,335,34%,478,48.6%,28,2.8%,506,51.4%
13,3,2006,Hispanic,195,651,25,12.8%,63,32.3%,105,53.8%,2,1%,107,54.9%
13,3,2006,White,25,675,0,0%,2,8%,21,84%,2,8%,23,92%
13,4,2006,Asian,12,659,2,16.7%,1,8.3%,9,75%,0,0%,9,75%
13,4,2006,Black,879,651,121,13.8%,292,33.2%,443,50.4%,23,2.6%,466,53%
13,4,2006,Hispanic,209,644,34,16.3%,83,39.7%,87,41.6%,5,2.4%,92,44%
13,4,2006,White,22,633,5,22.7%,7,31.8%,10,45.5%,0,0%,10,45.5%
13,5,2006,Asian,21,653,2,9.5%,7,33.3%,9,42.9%,3,14.3%,12,57.1%
13,5,2006,Black,952,651,75,7.9%,376,39.5%,440,46.2%,61,6.4%,501,52.6%
13,5,2006,Hispanic,200,655,20,10%,68,34%,90,45%,22,11%,112,56%
13,5,2006,White,22,664,1,4.5%,7,31.8%,9,40.9%,5,22.7%,14,63.6%
13,6,2006,Asian,7,667,0,0%,2,28.6%,4,57.1%,1,14.3%,5,71.4%
13,6,2006,Black,938,635,141,15%,456,48.6%,314,33.5%,27,2.9%,341,36.4%
13,6,2006,Hispanic,185,637,20,10.8%,89,48.1%,74,40%,2,1.1%,76,41.1%
13,6,2006,White,15,645,1,6.7%,6,40%,7,46.7%,1,6.7%,8,53.3%
13,7,2006,Asian,11,653,1,9.1%,3,27.3%,7,63.6%,0,0%,7,63.6%
13,7,2006,Black,972,634,126,13%,503,51.7%,324,33.3%,19,2%,343,35.3%
13,7,2006,Hispanic,180,638,22,12.2%,88,48.9%,65,36.1%,5,2.8%,70,38.9%
13,7,2006,White,15,648,2,13.3%,4,26.7%,9,60%,0,0%,9,60%
13,8,2006,Asian,20,655,1,5%,10,50%,8,40%,1,5%,9,45%
13,8,2006,Black,1096,631,184,16.8%,612,55.8%,290,26.5%,10,0.9%,300,27.4%
13,8,2006,Hispanic,194,637,21,10.8%,109,56.2%,60,30.9%,4,2.1%,64,33%
13,8,2006,White,11,640,2,18.2%,4,36.4%,5,45.5%,0,0%,5,45.5%
13,All Grades,2006,Asian,88,660,6,6.8%,28,31.8%,48,54.5%,6,6.8%,54,61.4%
13,All Grades,2006,Black,5821,642,790,13.6%,2574,44.2%,2289,39.3%,168,2.9%,2457,42.2%
13,All Grades,2006,Hispanic,1163,644,142,12.2%,500,43%,481,41.4%,40,3.4%,521,44.8%
13,All Grades,2006,White,110,653,11,10%,30,27.3%,61,55.5%,8,7.3%,69,62.7%
14,3,2006,Asian,45,693,0,0%,2,4.4%,37,82.2%,6,13.3%,43,95.6%
14,3,2006,Black,286,653,39,13.6%,98,34.3%,140,49%,9,3.1%,149,52.1%
14,3,2006,Hispanic,706,655,96,13.6%,222,31.4%,369,52.3%,19,2.7%,388,55%
14,3,2006,White,115,688,4,3.5%,14,12.2%,81,70.4%,16,13.9%,97,84.3%
14,4,2006,Asian,29,673,1,3.4%,5,17.2%,21,72.4%,2,6.9%,23,79.3%
14,4,2006,Black,236,644,39,16.5%,88,37.3%,106,44.9%,3,1.3%,109,46.2%
14,4,2006,Hispanic,784,656,91,11.6%,228,29.1%,433,55.2%,32,4.1%,465,59.3%
14,4,2006,White,155,678,5,3.2%,22,14.2%,112,72.3%,16,10.3%,128,82.6%
14,5,2006,Asian,38,680,0,0%,7,18.4%,25,65.8%,6,15.8%,31,81.6%
14,5,2006,Black,275,641,30,10.9%,124,45.1%,114,41.5%,7,2.5%,121,44%
14,5,2006,Hispanic,931,651,75,8.1%,342,36.7%,466,50.1%,48,5.2%,514,55.2%
14,5,2006,White,137,679,6,4.4%,20,14.6%,82,59.9%,29,21.2%,111,81%
14,6,2006,Asian,37,672,1,2.7%,10,27%,17,45.9%,9,24.3%,26,70.3%
14,6,2006,Black,351,628,65,18.5%,178,50.7%,105,29.9%,3,0.9%,108,30.8%
14,6,2006,Hispanic,1042,637,129,12.4%,512,49.1%,371,35.6%,30,2.9%,401,38.5%
14,6,2006,White,103,664,2,1.9%,37,35.9%,49,47.6%,15,14.6%,64,62.1%
14,7,2006,Asian,63,671,2,3.2%,13,20.6%,37,58.7%,11,17.5%,48,76.2%
14,7,2006,Black,323,627,58,18%,183,56.7%,81,25.1%,1,0.3%,82,25.4%
14,7,2006,Hispanic,956,638,118,12.3%,463,48.4%,350,36.6%,25,2.6%,375,39.2%
14,7,2006,White,87,652,7,8%,26,29.9%,47,54%,7,8%,54,62.1%
14,8,2006,Asian,51,667,5,9.8%,14,27.5%,26,51%,6,11.8%,32,62.7%
14,8,2006,Black,325,626,67,20.6%,175,53.8%,82,25.2%,1,0.3%,83,25.5%
14,8,2006,Hispanic,971,633,165,17%,506,52.1%,290,29.9%,10,1%,300,30.9%
14,8,2006,White,103,649,12,11.7%,45,43.7%,39,37.9%,7,6.8%,46,44.7%
14,All Grades,2006,Asian,263,676,9,3.4%,51,19.4%,163,62%,40,15.2%,203,77.2%
14,All Grades,2006,Black,1796,636,298,16.6%,846,47.1%,628,35%,24,1.3%,652,36.3%
14,All Grades,2006,Hispanic,5390,644,674,12.5%,2273,42.2%,2279,42.3%,164,3%,2443,45.3%
14,All Grades,2006,White,700,670,36,5.1%,164,23.4%,410,58.6%,90,12.9%,500,71.4%
15,3,2006,Asian,207,681,4,1.9%,30,14.5%,157,75.8%,16,7.7%,173,83.6%
15,3,2006,Black,374,662,33,8.8%,110,29.4%,217,58%,14,3.7%,231,61.8%
15,3,2006,Hispanic,780,661,77,9.9%,232,29.7%,440,56.4%,31,4%,471,60.4%
15,3,2006,White,496,695,14,2.8%,48,9.7%,332,66.9%,102,20.6%,434,87.5%
15,4,2006,Asian,222,674,6,2.7%,44,19.8%,155,69.8%,17,7.7%,172,77.5%
15,4,2006,Black,361,658,33,9.1%,113,31.3%,200,55.4%,15,4.2%,215,59.6%
15,4,2006,Hispanic,926,651,119,12.9%,316,34.1%,461,49.8%,30,3.2%,491,53%
15,4,2006,White,418,687,14,3.3%,65,15.6%,249,59.6%,90,21.5%,339,81.1%
15,5,2006,Asian,233,672,6,2.6%,41,17.6%,147,63.1%,39,16.7%,186,79.8%
15,5,2006,Black,394,656,22,5.6%,147,37.3%,185,47%,40,10.2%,225,57.1%
15,5,2006,Hispanic,1042,650,96,9.2%,378,36.3%,517,49.6%,51,4.9%,568,54.5%
15,5,2006,White,402,687,12,3%,65,16.2%,196,48.8%,129,32.1%,325,80.8%
15,6,2006,Asian,128,664,5,3.9%,36,28.1%,66,51.6%,21,16.4%,87,68%
15,6,2006,Black,404,642,49,12.1%,176,43.6%,154,38.1%,25,6.2%,179,44.3%
15,6,2006,Hispanic,810,639,110,13.6%,359,44.3%,309,38.1%,32,4%,341,42.1%
15,6,2006,White,326,678,9,2.8%,63,19.3%,161,49.4%,93,28.5%,254,77.9%
15,7,2006,Asian,132,659,11,8.3%,34,25.8%,72,54.5%,15,11.4%,87,65.9%
15,7,2006,Black,436,640,43,9.9%,206,47.2%,176,40.4%,11,2.5%,187,42.9%
15,7,2006,Hispanic,893,640,101,11.3%,414,46.4%,358,40.1%,20,2.2%,378,42.3%
15,7,2006,White,258,674,17,6.6%,53,20.5%,130,50.4%,58,22.5%,188,72.9%
15,8,2006,Asian,102,659,8,7.8%,28,27.5%,62,60.8%,4,3.9%,66,64.7%
15,8,2006,Black,452,632,64,14.2%,255,56.4%,126,27.9%,7,1.5%,133,29.4%
15,8,2006,Hispanic,823,634,130,15.8%,438,53.2%,243,29.5%,12,1.5%,255,31%
15,8,2006,White,243,672,11,4.5%,62,25.5%,134,55.1%,36,14.8%,170,70%
15,All Grades,2006,Asian,1024,670,40,3.9%,213,20.8%,659,64.4%,112,10.9%,771,75.3%
15,All Grades,2006,Black,2421,647,244,10.1%,1007,41.6%,1058,43.7%,112,4.6%,1170,48.3%
15,All Grades,2006,Hispanic,5274,646,633,12%,2137,40.5%,2328,44.1%,176,3.3%,2504,47.5%
15,All Grades,2006,White,2143,684,77,3.6%,356,16.6%,1202,56.1%,508,23.7%,1710,79.8%
16,3,2006,Asian,6,675,0,0%,1,16.7%,5,83.3%,0,0%,5,83.3%
16,3,2006,Black,864,645,190,22%,281,32.5%,377,43.6%,16,1.9%,393,45.5%
16,3,2006,Hispanic,101,645,23,22.8%,34,33.7%,44,43.6%,0,0%,44,43.6%
16,3,2006,White,8,647,3,37.5%,1,12.5%,3,37.5%,1,12.5%,4,50%
16,4,2006,Asian,7,657,0,0%,3,42.9%,4,57.1%,0,0%,4,57.1%
16,4,2006,Black,765,645,151,19.7%,254,33.2%,338,44.2%,22,2.9%,360,47.1%
16,4,2006,Hispanic,99,633,26,26.3%,44,44.4%,27,27.3%,2,2%,29,29.3%
16,4,2006,White,10,649,1,10%,5,50%,4,40%,0,0%,4,40%
16,5,2006,Asian,17,612,6,35.3%,6,35.3%,5,29.4%,0,0%,5,29.4%
16,5,2006,Black,838,643,117,14%,343,40.9%,330,39.4%,48,5.7%,378,45.1%
16,5,2006,Hispanic,122,636,23,18.9%,55,45.1%,40,32.8%,4,3.3%,44,36.1%
16,5,2006,White,4,s,s,s,s,s,s,s,s,s,s,s
16,6,2006,Asian,8,652,1,12.5%,3,37.5%,4,50%,0,0%,4,50%
16,6,2006,Black,801,630,135,16.9%,408,50.9%,247,30.8%,11,1.4%,258,32.2%
16,6,2006,Hispanic,98,628,17,17.3%,47,48%,33,33.7%,1,1%,34,34.7%
16,6,2006,White,12,626,2,16.7%,9,75%,1,8.3%,0,0%,1,8.3%
16,7,2006,Asian,7,670,1,14.3%,1,14.3%,4,57.1%,1,14.3%,5,71.4%
16,7,2006,Black,819,634,117,14.3%,396,48.4%,295,36%,11,1.3%,306,37.4%
16,7,2006,Hispanic,104,634,13,12.5%,53,51%,37,35.6%,1,1%,38,36.5%
16,7,2006,White,9,643,2,22.2%,2,22.2%,4,44.4%,1,11.1%,5,55.6%
16,8,2006,Asian,7,659,0,0%,4,57.1%,3,42.9%,0,0%,3,42.9%
16,8,2006,Black,808,628,155,19.2%,444,55%,205,25.4%,4,0.5%,209,25.9%
16,8,2006,Hispanic,116,628,22,19%,63,54.3%,29,25%,2,1.7%,31,26.7%
16,8,2006,White,8,588,4,50%,3,37.5%,1,12.5%,0,0%,1,12.5%
16,All Grades,2006,Asian,52,646,8,15.4%,18,34.6%,25,48.1%,1,1.9%,26,50%
16,All Grades,2006,Black,4895,638,865,17.7%,2126,43.4%,1792,36.6%,112,2.3%,1904,38.9%
16,All Grades,2006,Hispanic,640,634,124,19.4%,296,46.3%,210,32.8%,10,1.6%,220,34.4%
16,All Grades,2006,White,51,630,13,25.5%,20,39.2%,16,31.4%,2,3.9%,18,35.3%
17,3,2006,Asian,14,682,0,0%,0,0%,14,100%,0,0%,14,100%
17,3,2006,Black,1936,648,330,17%,680,35.1%,882,45.6%,44,2.3%,926,47.8%
17,3,2006,Hispanic,154,650,28,18.2%,51,33.1%,72,46.8%,3,1.9%,75,48.7%
17,3,2006,White,32,653,5,15.6%,10,31.3%,17,53.1%,0,0%,17,53.1%
17,4,2006,Asian,13,633,2,15.4%,5,38.5%,6,46.2%,0,0%,6,46.2%
17,4,2006,Black,1816,649,281,15.5%,609,33.5%,869,47.9%,57,3.1%,926,51%
17,4,2006,Hispanic,163,652,22,13.5%,53,32.5%,81,49.7%,7,4.3%,88,54%
17,4,2006,White,26,633,6,23.1%,10,38.5%,10,38.5%,0,0%,10,38.5%
17,5,2006,Asian,17,649,1,5.9%,7,41.2%,9,52.9%,0,0%,9,52.9%
17,5,2006,Black,1876,644,196,10.4%,810,43.2%,807,43%,63,3.4%,870,46.4%
17,5,2006,Hispanic,163,637,26,16%,69,42.3%,64,39.3%,4,2.5%,68,41.7%
17,5,2006,White,26,632,7,26.9%,10,38.5%,8,30.8%,1,3.8%,9,34.6%
17,6,2006,Asian,14,636,3,21.4%,6,42.9%,3,21.4%,2,14.3%,5,35.7%
17,6,2006,Black,1995,634,281,14.1%,986,49.4%,676,33.9%,52,2.6%,728,36.5%
17,6,2006,Hispanic,184,637,23,12.5%,91,49.5%,62,33.7%,8,4.3%,70,38%
17,6,2006,White,23,628,4,17.4%,13,56.5%,6,26.1%,0,0%,6,26.1%
17,7,2006,Asian,20,642,1,5%,11,55%,7,35%,1,5%,8,40%
17,7,2006,Black,2168,635,288,13.3%,1070,49.4%,768,35.4%,42,1.9%,810,37.4%
17,7,2006,Hispanic,199,629,36,18.1%,106,53.3%,53,26.6%,4,2%,57,28.6%
17,7,2006,White,26,633,5,19.2%,8,30.8%,13,50%,0,0%,13,50%
17,8,2006,Asian,17,646,2,11.8%,7,41.2%,7,41.2%,1,5.9%,8,47.1%
17,8,2006,Black,2135,626,440,20.6%,1193,55.9%,490,23%,12,0.6%,502,23.5%
17,8,2006,Hispanic,214,625,43,20.1%,126,58.9%,44,20.6%,1,0.5%,45,21%
17,8,2006,White,18,605,8,44.4%,7,38.9%,3,16.7%,0,0%,3,16.7%
17,All Grades,2006,Asian,95,648,9,9.5%,36,37.9%,46,48.4%,4,4.2%,50,52.6%
17,All Grades,2006,Black,11926,639,1816,15.2%,5348,44.8%,4492,37.7%,270,2.3%,4762,39.9%
17,All Grades,2006,Hispanic,1077,637,178,16.5%,496,46.1%,376,34.9%,27,2.5%,403,37.4%
17,All Grades,2006,White,151,633,35,23.2%,58,38.4%,57,37.7%,1,0.7%,58,38.4%
18,3,2006,Asian,18,681,0,0%,3,16.7%,14,77.8%,1,5.6%,15,83.3%
18,3,2006,Black,1686,656,194,11.5%,523,31%,920,54.6%,49,2.9%,969,57.5%
18,3,2006,Hispanic,82,655,13,15.9%,23,28%,43,52.4%,3,3.7%,46,56.1%
18,3,2006,White,20,666,1,5%,2,10%,17,85%,0,0%,17,85%
18,4,2006,Asian,20,671,0,0%,3,15%,16,80%,1,5%,17,85%
18,4,2006,Black,1759,661,169,9.6%,475,27%,991,56.3%,124,7%,1115,63.4%
18,4,2006,Hispanic,103,657,10,9.7%,35,34%,54,52.4%,4,3.9%,58,56.3%
18,4,2006,White,26,649,3,11.5%,10,38.5%,12,46.2%,1,3.8%,13,50%
18,5,2006,Asian,26,682,0,0%,6,23.1%,16,61.5%,4,15.4%,20,76.9%
18,5,2006,Black,1836,653,139,7.6%,652,35.5%,931,50.7%,114,6.2%,1045,56.9%
18,5,2006,Hispanic,75,652,5,6.7%,29,38.7%,37,49.3%,4,5.3%,41,54.7%
18,5,2006,White,20,658,2,10%,6,30%,8,40%,4,20%,12,60%
18,6,2006,Asian,15,676,0,0%,5,33.3%,7,46.7%,3,20%,10,66.7%
18,6,2006,Black,1331,642,135,10.1%,622,46.7%,513,38.5%,61,4.6%,574,43.1%
18,6,2006,Hispanic,80,628,13,16.3%,48,60%,18,22.5%,1,1.3%,19,23.8%
18,6,2006,White,21,624,6,28.6%,11,52.4%,3,14.3%,1,4.8%,4,19%
18,7,2006,Asian,15,657,0,0%,6,40%,7,46.7%,2,13.3%,9,60%
18,7,2006,Black,1404,634,197,14%,712,50.7%,466,33.2%,29,2.1%,495,35.3%
18,7,2006,Hispanic,80,619,14,17.5%,45,56.3%,20,25%,1,1.3%,21,26.3%
18,7,2006,White,22,638,3,13.6%,12,54.5%,6,27.3%,1,4.5%,7,31.8%
18,8,2006,Asian,19,649,2,10.5%,9,47.4%,6,31.6%,2,10.5%,8,42.1%
18,8,2006,Black,1491,634,226,15.2%,808,54.2%,445,29.8%,12,0.8%,457,30.7%
18,8,2006,Hispanic,97,636,10,10.3%,56,57.7%,30,30.9%,1,1%,31,32%
18,8,2006,White,24,626,6,25%,10,41.7%,8,33.3%,0,0%,8,33.3%
18,All Grades,2006,Asian,113,670,2,1.8%,32,28.3%,66,58.4%,13,11.5%,79,69.9%
18,All Grades,2006,Black,9507,648,1060,11.1%,3792,39.9%,4266,44.9%,389,4.1%,4655,49%
18,All Grades,2006,Hispanic,517,641,65,12.6%,236,45.6%,202,39.1%,14,2.7%,216,41.8%
18,All Grades,2006,White,133,643,21,15.8%,51,38.3%,54,40.6%,7,5.3%,61,45.9%
19,3,2006,Asian,117,675,5,4.3%,22,18.8%,81,69.2%,9,7.7%,90,76.9%
19,3,2006,Black,1233,655,177,14.4%,368,29.8%,646,52.4%,42,3.4%,688,55.8%
19,3,2006,Hispanic,686,662,67,9.8%,190,27.7%,398,58%,31,4.5%,429,62.5%
19,3,2006,White,28,666,3,10.7%,9,32.1%,14,50%,2,7.1%,16,57.1%
19,4,2006,Asian,133,667,4,3%,38,28.6%,81,60.9%,10,7.5%,91,68.4%
19,4,2006,Black,1242,644,226,18.2%,453,36.5%,535,43.1%,28,2.3%,563,45.3%
19,4,2006,Hispanic,730,652,92,12.6%,239,32.7%,374,51.2%,25,3.4%,399,54.7%
19,4,2006,White,31,646,10,32.3%,5,16.1%,15,48.4%,1,3.2%,16,51.6%
19,5,2006,Asian,113,654,7,6.2%,40,35.4%,58,51.3%,8,7.1%,66,58.4%
19,5,2006,Black,1211,645,107,8.8%,529,43.7%,523,43.2%,52,4.3%,575,47.5%
19,5,2006,Hispanic,827,648,77,9.3%,321,38.8%,389,47%,40,4.8%,429,51.9%
19,5,2006,White,27,636,4,14.8%,13,48.1%,10,37%,0,0%,10,37%
19,6,2006,Asian,84,646,3,3.6%,45,53.6%,32,38.1%,4,4.8%,36,42.9%
19,6,2006,Black,1235,636,155,12.6%,637,51.6%,423,34.3%,20,1.6%,443,35.9%
19,6,2006,Hispanic,811,634,104,12.8%,432,53.3%,263,32.4%,12,1.5%,275,33.9%
19,6,2006,White,31,645,3,9.7%,13,41.9%,13,41.9%,2,6.5%,15,48.4%
19,7,2006,Asian,73,647,9,12.3%,26,35.6%,36,49.3%,2,2.7%,38,52.1%
19,7,2006,Black,1205,634,154,12.8%,658,54.6%,373,31%,20,1.7%,393,32.6%
19,7,2006,Hispanic,799,632,123,15.4%,421,52.7%,240,30%,15,1.9%,255,31.9%
19,7,2006,White,27,632,6,22.2%,12,44.4%,7,25.9%,2,7.4%,9,33.3%
19,8,2006,Asian,77,644,11,14.3%,32,41.6%,32,41.6%,2,2.6%,34,44.2%
19,8,2006,Black,1206,631,199,16.5%,673,55.8%,321,26.6%,13,1.1%,334,27.7%
19,8,2006,Hispanic,769,635,93,12.1%,432,56.2%,235,30.6%,9,1.2%,244,31.7%
19,8,2006,White,29,633,6,20.7%,16,55.2%,7,24.1%,0,0%,7,24.1%
19,All Grades,2006,Asian,597,658,39,6.5%,203,34%,320,53.6%,35,5.9%,355,59.5%
19,All Grades,2006,Black,7332,641,1018,13.9%,3318,45.3%,2821,38.5%,175,2.4%,2996,40.9%
19,All Grades,2006,Hispanic,4622,643,556,12%,2035,44%,1899,41.1%,132,2.9%,2031,43.9%
19,All Grades,2006,White,173,643,32,18.5%,68,39.3%,66,38.2%,7,4%,73,42.2%
20,3,2006,Asian,730,697,13,1.8%,51,7%,520,71.2%,146,20%,666,91.2%
20,3,2006,Black,63,668,4,6.3%,12,19%,44,69.8%,3,4.8%,47,74.6%
20,3,2006,Hispanic,483,664,43,8.9%,126,26.1%,292,60.5%,22,4.6%,314,65%
20,3,2006,White,873,684,45,5.2%,112,12.8%,584,66.9%,132,15.1%,716,82%
20,4,2006,Asian,933,678,19,2%,150,16.1%,656,70.3%,108,11.6%,764,81.9%
20,4,2006,Black,61,656,5,8.2%,18,29.5%,36,59%,2,3.3%,38,62.3%
20,4,2006,Hispanic,561,652,58,10.3%,210,37.4%,283,50.4%,10,1.8%,293,52.2%
20,4,2006,White,970,671,60,6.2%,200,20.6%,602,62.1%,108,11.1%,710,73.2%
20,5,2006,Asian,913,675,19,2.1%,158,17.3%,593,65%,143,15.7%,736,80.6%
20,5,2006,Black,71,648,5,7%,32,45.1%,33,46.5%,1,1.4%,34,47.9%
20,5,2006,Hispanic,619,650,62,10%,227,36.7%,293,47.3%,37,6%,330,53.3%
20,5,2006,White,976,672,28,2.9%,236,24.2%,546,55.9%,166,17%,712,73%
20,6,2006,Asian,924,667,22,2.4%,229,24.8%,539,58.3%,134,14.5%,673,72.8%
20,6,2006,Black,223,635,22,9.9%,132,59.2%,66,29.6%,3,1.3%,69,30.9%
20,6,2006,Hispanic,835,637,88,10.5%,439,52.6%,294,35.2%,14,1.7%,308,36.9%
20,6,2006,White,811,663,37,4.6%,221,27.3%,449,55.4%,104,12.8%,553,68.2%
20,7,2006,Asian,849,661,37,4.4%,244,28.7%,496,58.4%,72,8.5%,568,66.9%
20,7,2006,Black,252,635,29,11.5%,135,53.6%,84,33.3%,4,1.6%,88,34.9%
20,7,2006,Hispanic,805,635,121,15%,386,48%,282,35%,16,2%,298,37%
20,7,2006,White,752,655,46,6.1%,256,34%,393,52.3%,57,7.6%,450,59.8%
20,8,2006,Asian,936,662,41,4.4%,295,31.5%,548,58.5%,52,5.6%,600,64.1%
20,8,2006,Black,282,629,48,17%,165,58.5%,67,23.8%,2,0.7%,69,24.5%
20,8,2006,Hispanic,802,635,114,14.2%,442,55.1%,234,29.2%,12,1.5%,246,30.7%
20,8,2006,White,806,657,58,7.2%,298,37%,396,49.1%,54,6.7%,450,55.8%
20,All Grades,2006,Asian,5285,672,151,2.9%,1127,21.3%,3352,63.4%,655,12.4%,4007,75.8%
20,All Grades,2006,Black,952,638,113,11.9%,494,51.9%,330,34.7%,15,1.6%,345,36.2%
20,All Grades,2006,Hispanic,4105,643,486,11.8%,1830,44.6%,1678,40.9%,111,2.7%,1789,43.6%
20,All Grades,2006,White,5188,667,274,5.3%,1323,25.5%,2970,57.2%,621,12%,3591,69.2%
21,3,2006,Asian,366,688,4,1.1%,42,11.5%,275,75.1%,45,12.3%,320,87.4%
21,3,2006,Black,278,641,64,23%,99,35.6%,111,39.9%,4,1.4%,115,41.4%
21,3,2006,Hispanic,308,655,51,16.6%,73,23.7%,180,58.4%,4,1.3%,184,59.7%
21,3,2006,White,538,679,38,7.1%,87,16.2%,350,65.1%,63,11.7%,413,76.8%
21,4,2006,Asian,431,675,11,2.6%,73,16.9%,305,70.8%,42,9.7%,347,80.5%
