Medallion Number,Garage/Agent,Telephone,Cross Streets,Borough,Zip Code,Hours of Operation,Fax #,Website,Languages,Location 1,Location 2
1C18,RADAS MANAGEMENT CORP - BIG APPLE BROKERAGE,718-397-0504,,Queens,11377,9a-5p/ M-F,N/A,N/A,"English, Spanish, Hindi","55-10 37th Avenue
Queens, New York 11377
(40.75075681420293, -73.90662357920576)","N/A
"
1C19,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C20,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C21,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C22,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C23,RADAS MANAGEMENT CORP - BIG APPLE BROKERAGE,718-397-0504,,Queens,11377,9a-5p/ M-F,N/A,N/A,"English, Spanish, Hindi","55-10 37th Avenue
Queens, New York 11377
(40.75075681420293, -73.90662357920576)","N/A
"
1C24,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C25,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C26,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1C27,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C28,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C29,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C30,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1C31,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
1C32,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C33,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C34,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C35,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
1C36,CHECKER MANAGEMENT,718-361-6300,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","22-10 Jackson Avenue
Queens, New York 11101
(40.746581531043894, -73.94360639079504)","N/A
"
1C37,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C38,THE BRIDGE GROUP OF NYC INC,718-729-7777,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
1C39,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C40,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C41,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C42,S&R MEDALLION CORP,212-957-9200,,Manhattan,10019,9a-5p/ M-F,N/A,N/A,"English, Urdu, Hindi","625 W 51st Street
Manhattan, New York 10019
(40.76706152259413, -73.99548558892087)","N/A
"
1C43,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
1C44,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
1C45,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C46,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C47,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C48,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C49,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C50,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C51,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C52,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
1C53,STEINWAY EXPRESS MANAGEMENT CORP,718-361-1647,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","36-06 Steinway Street
Queens, New York 11101
(40.75352537380397, -73.92351656448778)","N/A
"
1C54,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C55,D&J MANAGEMENT OF QUEENS INC,718-458-6609,,Queens,11377,9a-5:30p/ M-F,N/A,N/A,English,"34-14 64th Street
Queens, New York 11377
(40.751764054875764, -73.89891638941464)","N/A
"
1C56,MEDALLION MAINTENANCE,718-472-9000,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Spanish","46-02 Vernon Boulevard
Queens, New York 11101
(40.74682347737684, -73.95280786094978)","N/A
"
1C57,SUSAN MAINTENANCE CORP,718-222-4040,,Brooklyn,11215,24/7,N/A,N/A,"English, Spanish","374 4th Avenue
Brooklyn, New York 11215
(40.672955422270284, -73.98670654973029)","N/A
"
1C58,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C59,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C60,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
1C61,SUSAN MAINTENANCE CORP,718-222-4040,,Brooklyn,11215,24/7,N/A,N/A,"English, Spanish","374 4th Avenue
Brooklyn, New York 11215
(40.672955422270284, -73.98670654973029)","N/A
"
1C62,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C63,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C64,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1C65,QUEENS MEDALLION LEASING INC,718-784-9292,,Queens,11101,9a-5:30p/ M-F,,http://qmlny.tripod.com/,"English, Spanish","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)",
1C66,QUEENS MEDALLION LEASING INC,718-784-9292,,Queens,11101,9a-5:30p/ M-F,,http://qmlny.tripod.com/,"English, Spanish","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)",
1C67,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
1C68,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C69,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C70,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C71,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C72,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C73,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C74,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C75,SUSAN MAINTENANCE CORP,718-222-4040,,Brooklyn,11215,24/7,N/A,N/A,"English, Spanish","374 4th Avenue
Brooklyn, New York 11215
(40.672955422270284, -73.98670654973029)","N/A
"
1C76,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C77,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C78,WINNERS GARAGE INC,718-458-7000,,Queens,11377,9a-5p/ M-F,N/A,N/A,English,"34-14 64th Street
Queens, New York 11377
(40.751764054875764, -73.89891638941464)","N/A
"
1C79,RADAS MANAGEMENT CORP - BIG APPLE BROKERAGE,718-397-0504,,Queens,11377,9a-5p/ M-F,N/A,N/A,"English, Spanish, Hindi","55-10 37th Avenue
Queens, New York 11377
(40.75075681420293, -73.90662357920576)","N/A
"
1C80,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C81,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C82,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C83,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
1C84,US AUTO SERVICE,212-594-8087,,Manhattan,10001,9a-6p/ M-F,N/A,N/A,English,"319 10th Avenue
Manhattan, New York 10001
(40.75110754979437, -74.00167292448248)","N/A
"
1C85,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C86,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C87,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1C88,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C89,RADAS MANAGEMENT CORP - BIG APPLE BROKERAGE,718-397-0504,,Queens,11377,9a-5p/ M-F,N/A,N/A,"English, Spanish, Hindi","55-10 37th Avenue
Queens, New York 11377
(40.75075681420293, -73.90662357920576)","N/A
"
1C90,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C91,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1C92,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C93,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C94,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C95,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C96,QUEENS MEDALLION LEASING INC,718-784-9292,,Queens,11101,9a-5:30p/ M-F,,http://qmlny.tripod.com/,"English, Spanish","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)",
1C97,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C98,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1C99,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D10,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
1D11,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D12,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
1D13,DOWNTOWN TAXI MANAGEMENT LLC,718-435-0660,,Brooklyn,11217,9a-5:30p/ M-F,N/A,N/A,English,"330 Butler Street
Brooklyn, New York 11217
(40.68017090087743, -73.98210853477237)","N/A
"
1D14,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D15,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D16,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D17,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
1D18,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D19,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
1D20,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D21,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D22,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D23,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D24,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D25,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D26,AVENUE M MANAGEMENT CORP,718-627-7097,,Brooklyn,11230,24/7,N/A,N/A,"English, Urdu","1500 McDonald Avenue
Brooklyn, New York 11230
(40.61632023963897, -73.97452820750327)","N/A
"
1D27,BOULEVARD TAXI LEASING INC,718-932-3312,,Queens,11103,9a-5:30a/ M-F,N/A,N/A,"English, Russian","32-56 49th Street
Queens, New York 11103
(40.7541472582534, -73.91299077917319)","N/A
"
1D28,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
1D29,TAXIFLEET MANAGEMENT LLC,718-361-6363,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish","34-14 31st Street
Queens, New York 11106
(40.75927339382042, -73.92757778248841)","N/A
"
1D30,BROOKLYN TAXI MANAGEMENT INC,718-282-3500,,Brooklyn,11218,9a-5p/ M-F,N/A,N/A,English,"904 Cortelyou Road
Brooklyn, New York 11218
(40.63890813341891, -73.96959410769733)","N/A
"
1D31,CHECKER MANAGEMENT,718-361-6300,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","22-10 Jackson Avenue
Queens, New York 11101
(40.746581531043894, -73.94360639079504)","N/A
"
1D32,SUSAN MAINTENANCE CORP,718-222-4040,,Brooklyn,11215,24/7,N/A,N/A,"English, Spanish","374 4th Avenue
Brooklyn, New York 11215
(40.672955422270284, -73.98670654973029)","N/A
"
1D33,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D34,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D35,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D36,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1D37,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D38,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D39,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D40,RADAS MANAGEMENT CORP - BIG APPLE BROKERAGE,718-397-0504,,Queens,11377,9a-5p/ M-F,N/A,N/A,"English, Spanish, Hindi","55-10 37th Avenue
Queens, New York 11377
(40.75075681420293, -73.90662357920576)","N/A
"
1D41,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D42,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D43,QUEENS MEDALLION LEASING INC,718-784-9292,,Queens,11101,9a-5:30p/ M-F,,http://qmlny.tripod.com/,"English, Spanish","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)",
1D44,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D45,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D46,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D47,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D48,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D49,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D50,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D51,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D52,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D53,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D54,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1D55,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
1D56,STEINWAY EXPRESS MANAGEMENT CORP,718-361-1647,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","36-06 Steinway Street
Queens, New York 11101
(40.75352537380397, -73.92351656448778)","N/A
"
1D57,BROOKLYN TAXI MANAGEMENT INC,718-282-3500,,Brooklyn,11218,9a-5p/ M-F,N/A,N/A,English,"904 Cortelyou Road
Brooklyn, New York 11218
(40.63890813341891, -73.96959410769733)","N/A
"
1D58,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D59,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D60,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D61,AG MEDALLION MANAGEMENT CORP,718-253-3501,,Brooklyn,11230,9a-6p/ M-F,N/A,N/A,"English, Russian, Arabic, Urdu, Gaelic (partial) ","1263 MacDonald Avenue
Brooklyn, New York 11230
(40.622224272530055, -73.97547158375336)","N/A
"
1D62,HEATH MGMT CORP,212-268-8781,,Manhattan,10018,9a-5p/ M-F,N/A,N/A,"English, Russian","407 W 39th Street
Manhattan, New York 10018
(40.756746298918074, -73.9945413007901)","N/A
"
1D63,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1D64,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D65,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D66,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D67,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
1D68,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D69,WINNERS GARAGE INC,718-458-7000,,Queens,11377,9a-5p/ M-F,N/A,N/A,English,"34-14 64th Street
Queens, New York 11377
(40.751764054875764, -73.89891638941464)","N/A
"
1D70,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D71,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D72,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D73,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D75,THE BRIDGE GROUP OF NYC INC,718-729-7777,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
1D76,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
1D77,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D79,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D80,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D81,SUSAN MAINTENANCE CORP,718-222-4040,,Brooklyn,11215,24/7,N/A,N/A,"English, Spanish","374 4th Avenue
Brooklyn, New York 11215
(40.672955422270284, -73.98670654973029)","N/A
"
1D82,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D83,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D84,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D85,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D86,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
1D87,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D88,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D89,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D90,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D91,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
1D92,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D93,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
1D94,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D95,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D96,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
1D97,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D98,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1D99,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1E10,BROOKLYN TAXI MANAGEMENT INC,718-282-3500,,Brooklyn,11218,9a-5p/ M-F,N/A,N/A,English,"904 Cortelyou Road
Brooklyn, New York 11218
(40.63890813341891, -73.96959410769733)","N/A
"
1E11,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1E12,CITY BEST MANAGEMENT INC,212-586-0031,,Manhattan,10019,9a-5p/ M-F,N/A,N/A,English,"370 W 51st Street
Manhattan, New York 10019
(40.7638556690841, -73.9880244483177)","N/A
"
1E13,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1E14,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
