BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Address,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Estimated Gross Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Estimated Expense,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Expense per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Net Operating Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 – Boro-Block-Lot,COMPARABLE RENTAL – 1 – Address,COMPARABLE RENTAL – 1 – Neighborhood,COMPARABLE RENTAL – 1 – Building Classification,COMPARABLE RENTAL – 1 – Total Units,COMPARABLE RENTAL – 1 – Year Built,COMPARABLE RENTAL – 1 – Gross SqFt,COMPARABLE RENTAL – 1 – Estimated Gross Income,COMPARABLE RENTAL – 1 – Gross Income per SqFt,COMPARABLE RENTAL – 1 – Estimated Expense,COMPARABLE RENTAL – 1 – Expense per SqFt,COMPARABLE RENTAL – 1 – Net Operating Income,COMPARABLE RENTAL – 1 – Full Market Value,COMPARABLE RENTAL – 1 – Market Value per SqFt,COMPARABLE RENTAL – 1 – Distance from Coop in miles,COMPARABLE RENTAL – 2 – Boro-Block-Lot,COMPARABLE RENTAL – 2 – Address,COMPARABLE RENTAL – 2 – Neighborhood,COMPARABLE RENTAL – 2 – Building Classification,COMPARABLE RENTAL – 2 – Total Units,COMPARABLE RENTAL – 2 – Year Built,COMPARABLE RENTAL – 2 – Gross SqFt,COMPARABLE RENTAL – 2 – Estimated Gross Income,COMPARABLE RENTAL – 2 – Gross Income per SqFt,COMPARABLE RENTAL – 2 – Estimated Expense,COMPARABLE RENTAL – 2 – Expense per SqFt,COMPARABLE RENTAL – 2 – Net Operating Income,COMPARABLE RENTAL – 2 – Full Market Value,COMPARABLE RENTAL – 2 – Market Value per SqFt,COMPARABLE RENTAL – 2 – Distance from Coop in miles,COMPARABLE RENTAL – 3 – Boro-Block-Lot,COMPARABLE RENTAL – 3 – Address,COMPARABLE RENTAL – 3 – Neighborhood,COMPARABLE RENTAL – 3 – Building Classification,COMPARABLE RENTAL – 3 – Total Units,COMPARABLE RENTAL – 3 – Year Built,COMPARABLE RENTAL – 3 – Gross SqFt,COMPARABLE RENTAL – 3 – Estimated Gross Income,COMPARABLE RENTAL – 3 – Gross Income per SqFt,COMPARABLE RENTAL – 3 – Estimated Expense,COMPARABLE RENTAL – 3 – Expense per SqFt,COMPARABLE RENTAL – 3 – Net Operating Income,COMPARABLE RENTAL – 3 – Full Market Value,COMPARABLE RENTAL – 3 – Market Value per SqFt,COMPARABLE RENTAL – 3 – Distance from Coop in miles
3-01155-0054,"698 CLASSON AVENUE
Brooklyn, NY
(40.67616951767857, -73.95964016925201)",CROWN HEIGHTS,C6-WALK-UP,20,1920,32112,390161,12.15,197489,6.15,192672,1225000,38.15,3-01142-0008,"651 CLASSON AVENUE
Brooklyn, NY
(40.67816039206353, -73.95884450129387)",CROWN HEIGHTS,C1-WALK-UP,16,1930,13000,133632,10.28,92428,7.11,41204,257000,19.77,0.21,3-01168-0030,"588 PARK PLACE
Brooklyn, NY
(40.67449548346317, -73.95840107208905)",CROWN HEIGHTS,C1-WALK-UP,20,1907,13320,161867,12.15,81909,6.15,79958,508000,38.14,0.22,3-01205-0062,"1067 DEAN STREET
Brooklyn, NY
(40.67743208572699, -73.95466972904677)",CROWN HEIGHTS,C1-WALK-UP,32,1910,"30,416","405,158",13.32,"223,665",7.35,"181,493","1,205,000",39.62,0.38
3-01155-0088,"425 PROSPECT PLACE
Brooklyn, NY
(40.67629495711882, -73.96216863047994)",CROWN HEIGHTS,D4-ELEVATOR,58,1924,54315,971152,17.88,457332,8.42,513820,3704000,68.19,3-01177-0007,"781 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,D5-ELEVATOR,63,1920,47925,955766,19.94,530304,11.07,425462,2244000,46.82,0.25,3-01173-0007,"195 UNDERHILL AVENUE
Brooklyn, NY
(40.67497299442476, -73.96668159153094)",PROSPECT HEIGHTS,D1-ELEVATOR,36,1940,24000,394036,16.42,183642,7.65,210394,1452000,60.5,0.24,,, , , , , , , , , , , , , 
3-01158-0056,"233 PARK PLACE
Brooklyn, NY
(40.676998004513266, -73.97011204570931)",PROSPECT HEIGHTS,C6-WALK-UP,16,1931,12986,217256,16.73,101421,7.81,115835,590000,45.43,3-01158-0021,"180 PROSPECT PLACE
Brooklyn, NY
(40.67804101369567, -73.97084331758587)",PROSPECT HEIGHTS,C1-WALK-UP,16,1931,15480,278483,17.99,128173,8.28,150310,1083000,69.96,0,3-01158-0037,"214 PROSPECT PLACE
Brooklyn, NY
(40.67777155433264, -73.96956428380935)",PROSPECT HEIGHTS,C1-WALK-UP,20,1931,34896,539614,15.46,255728,7.33,283886,1946000,55.77,0,,, , , , , , , , , , , , , 
3-01158-0058,"231 PARK PLACE
Brooklyn, NY
(40.677011314450866, -73.97017571757297)",PROSPECT HEIGHTS,C6-WALK-UP,16,1982,12986,193491,14.9,69475,5.35,124016,855000,65.84,3-00817-0001,"5319 6 AVENUE
Brooklyn, NY
(40.64196901132735, -74.00994677300899)",SUNSET PARK,C1-WALK-UP,16,1911,10460,247067,23.62,162486,15.53,84581,617000,58.99,3.23,3-00817-0003,"5313 6 AVENUE
Brooklyn, NY
(40.64200161817941, -74.00991313101876)",SUNSET PARK,C1-WALK-UP,16,1911,13280,196325,14.78,70167,5.28,126158,815000,61.37,3.23,,, , , , , , , , , , , , , 
3-01164-0042,"230 PARK PLACE
Brooklyn, NY
(40.67697611279981, -73.97027936096632)",PROSPECT HEIGHTS,D4-ELEVATOR,82,1937,114500,1668265,14.57,872490,7.62,795775,5357000,46.79,3-01164-0064,"215 STERLING PLACE
Brooklyn, NY
(40.67616134724687, -73.97066760529106)",PROSPECT HEIGHTS,D1-ELEVATOR,82,1937,92902,1456913,15.68,622975,6.71,833938,5357000,57.66,0,3-01169-0019,"214 STERLING PLACE
Brooklyn, NY
(40.676145109918735, -73.97086093637708)",PROSPECT HEIGHTS,D1-ELEVATOR,35,1936,31000,451795,14.57,236190,7.62,215605,1375000,44.35,0.06,3-01152-0078,"269 PROSPECT PLACE
Brooklyn, NY
(40.67740596741101, -73.96752714030947)",PROSPECT HEIGHTS,D1-ELEVATOR,29,1985,"15,384","194,512",12.64,"109,363",7.11,"85,149","570,000",37.05,0.20
3-01164-0051,"250 PARK PLACE
Brooklyn, NY
(40.67684011968313, -73.96962879930001)",PROSPECT HEIGHTS,C6-WALK-UP,16,1915,16160,322554,19.96,138653,8.58,183901,1315000,81.37,3-01158-0016,"170 PROSPECT PLACE
Brooklyn, NY
(40.6781202664495, -73.97121950399072)",PROSPECT HEIGHTS,C1-WALK-UP,16,1931,16124,431800,26.78,179517,11.13,252283,1824000,113.12,0.06,3-01158-0021,"180 PROSPECT PLACE
Brooklyn, NY
(40.67804101369567, -73.97084331758587)",PROSPECT HEIGHTS,C1-WALK-UP,16,1931,15480,278483,17.99,128173,8.28,150310,1083000,69.96,0.06,3-01058-0042,"229 ST JOHN'S PLACE
Brooklyn, NY
(40.67585327790877, -73.97251916792828)",PARK SLOPE,C1-WALK-UP,19,1910,"14,205","283,470",19.96,"121,900",8.58,"161,570","1,156,000",81.38,0.11
3-01164-0054,"254 PARK PLACE
Brooklyn, NY
(40.67681292102161, -73.96949868678409)",PROSPECT HEIGHTS,C6-WALK-UP,14,1915,15434,295935,19.17,156381,10.13,139554,1001000,64.86,3-01158-0021,"180 PROSPECT PLACE
Brooklyn, NY
(40.67804101369567, -73.97084331758587)",PROSPECT HEIGHTS,C1-WALK-UP,16,1931,15480,278483,17.99,128173,8.28,150310,1083000,69.96,0.06,3-01158-0037,"214 PROSPECT PLACE
Brooklyn, NY
(40.67777155433264, -73.96956428380935)",PROSPECT HEIGHTS,C1-WALK-UP,20,1931,34896,539614,15.46,255728,7.33,283886,1946000,55.77,0.06,3-01058-0042,"229 ST JOHN'S PLACE
Brooklyn, NY
(40.67585327790877, -73.97251916792828)",PARK SLOPE,C1-WALK-UP,19,1910,"14,205","283,470",19.96,"121,900",8.58,"161,570","1,156,000",81.38,0.11
3-01165-0001,"689 VANDERBILT AVENUE
Brooklyn, NY
(40.67618702573419, -73.96936421803676)",PROSPECT HEIGHTS,D4-ELEVATOR,21,1900,41000,597370,14.57,312420,7.62,284950,1969000,48.02,3-01170-0005,"36 PLAZA ST
Brooklyn, NY
(40.67406956957062, -73.97144654162025)",PROSPECT HEIGHTS,D6-ELEVATOR,85,1926,75535,1522220,20.15,668085,8.84,854135,6105000,80.82,0.06,3-01169-0019,"214 STERLING PLACE
Brooklyn, NY
(40.676145109918735, -73.97086093637708)",PROSPECT HEIGHTS,D1-ELEVATOR,35,1936,31000,451795,14.57,236190,7.62,215605,1375000,44.35,0.15,3-01158-0023,"186 PROSPECT PLACE
Brooklyn, NY
(40.67799346204337, -73.97061760574296)",PROSPECT HEIGHTS,D1-ELEVATOR,36,1931,"33,960","389,525",11.47,"219,733",6.47,"169,792","1,061,000",31.24,0.18
3-01165-0011,"675 VANDERBILT AVENUE
Brooklyn, NY
(40.67667522267917, -73.96919655443949)",PROSPECT HEIGHTS,C6-WALK-UP,16,1910,8952,199092,22.24,113332,12.66,85760,627000,70.04,3-01165-0054,"166 UNDERHILL AVENUE
Brooklyn, NY
(40.67555488077263, -73.96654933553755)",PROSPECT HEIGHTS,C1-WALK-UP,16,1901,8496,188916,22.24,107529,12.66,81387,503000,59.2,0,3-01131-0003,"41 UNDERHILL AVENUE
Brooklyn, NY
(40.67968094347917, -73.96499211713518)",PROSPECT HEIGHTS,C1-WALK-UP,12,1931,7237,172848,23.88,70510,9.74,102338,740000,102.25,0.32,,, , , , , , , , , , , , , 
3-01166-0001,"361 STERLING PLACE
Brooklyn, NY
(40.67518292832683, -73.96601137838242)",PROSPECT HEIGHTS,C6-WALK-UP,15,1930,8736,196560,22.5,104745,11.99,91815,671000,76.81,3-01160-0032,"382 PROSPECT PLACE
Brooklyn, NY
(40.6766191763097, -73.96397941142769)",PROSPECT HEIGHTS,C1-WALK-UP,24,1931,17116,395799,23.12,147144,8.6,248655,1815000,106.04,0.06,3-01160-0046,"744 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",PROSPECT HEIGHTS,C7-WALK-UP,8,1920,8372,156975,18.75,25688,3.07,131287,1491000,178.09,0.06,3-01173-0049,"790 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",PROSPECT HEIGHTS,C7-WALK-UP,16,1910,"8,678","208,478",24.02,"103,509",11.93,"104,969","764,000",88.04,0.06
3-01169-0001,"10 PLAZA ST
Brooklyn, NY
(40.67487249473818, -73.97124297962688)",PROSPECT HEIGHTS,D4-ELEVATOR,144,1959,163000,2374910,14.57,1242060,7.62,1132850,7623000,46.77,3-01164-0064,"215 STERLING PLACE
Brooklyn, NY
(40.67616134724687, -73.97066760529106)",PROSPECT HEIGHTS,D1-ELEVATOR,82,1937,92902,1456913,15.68,622975,6.71,833938,5357000,57.66,0.06,3-01169-0019,"214 STERLING PLACE
Brooklyn, NY
(40.676145109918735, -73.97086093637708)",PROSPECT HEIGHTS,D1-ELEVATOR,35,1936,31000,451795,14.57,236190,7.62,215605,1375000,44.35,0,3-01158-0023,"186 PROSPECT PLACE
Brooklyn, NY
(40.67799346204337, -73.97061760574296)",PROSPECT HEIGHTS,D1-ELEVATOR,36,1931,"33,960","389,525",11.47,"219,733",6.47,"169,792","1,061,000",31.24,0.12
3-01169-0024,"20 PLAZA ST
Brooklyn, NY
(40.67448549816662, -73.97141474687113)",PROSPECT HEIGHTS,D4-ELEVATOR,105,1940,140595,2048469,14.57,1071334,7.62,977135,6751000,48.02,3-01164-0064,"215 STERLING PLACE
Brooklyn, NY
(40.67616134724687, -73.97066760529106)",PROSPECT HEIGHTS,D1-ELEVATOR,82,1937,92902,1456913,15.68,622975,6.71,833938,5357000,57.66,0.06,3-01169-0019,"214 STERLING PLACE
Brooklyn, NY
(40.676145109918735, -73.97086093637708)",PROSPECT HEIGHTS,D1-ELEVATOR,35,1936,31000,451795,14.57,236190,7.62,215605,1375000,44.35,0,3-01158-0023,"186 PROSPECT PLACE
Brooklyn, NY
(40.67799346204337, -73.97061760574296)",PROSPECT HEIGHTS,D1-ELEVATOR,36,1931,"33,960","389,525",11.47,"219,733",6.47,"169,792","1,061,000",31.24,0.12
3-01170-0001,"50 PLAZA ST
Brooklyn, NY
(40.673702710819335, -73.97143910526512)",PROSPECT HEIGHTS,D4-ELEVATOR,50,1925,84530,1231602,14.57,644119,7.62,587483,4059000,48.02,3-01164-0064,"215 STERLING PLACE
Brooklyn, NY
(40.67616134724687, -73.97066760529106)",PROSPECT HEIGHTS,D1-ELEVATOR,82,1937,92902,1456913,15.68,622975,6.71,833938,5357000,57.66,0.15,3-01173-0001,"203 UNDERHILL AVENUE
Brooklyn, NY
(40.67475658156131, -73.96676049205408)",PROSPECT HEIGHTS,D1-ELEVATOR,72,1912,67680,921911,13.62,453351,6.7,468560,3098000,45.77,0.2,3-01169-0019,"214 STERLING PLACE
Brooklyn, NY
(40.676145109918735, -73.97086093637708)",PROSPECT HEIGHTS,D1-ELEVATOR,35,1936,"31,000","451,795",14.57,"236,190",7.62,"215,605","1,375,000",44.35,0.11
3-01170-0009,"34 PLAZA ST
Brooklyn, NY
(40.674122260316246, -73.97144654162025)",PROSPECT HEIGHTS,D4-ELEVATOR,119,1956,120000,1748400,14.57,914400,7.62,834000,5762000,48.02,3-01164-0064,"215 STERLING PLACE
Brooklyn, NY
(40.67616134724687, -73.97066760529106)",PROSPECT HEIGHTS,D1-ELEVATOR,82,1937,92902,1456913,15.68,622975,6.71,833938,5357000,57.66,0.15,3-01172-0003,"25 EASTERN PARKWAY
Brooklyn, NY
(40.673104843103665, -73.9678371434758)",PROSPECT HEIGHTS,D1-ELEVATOR,30,1925,47540,524009,11.02,305169,6.42,218840,1265000,26.61,0.12,3-01169-0019,"214 STERLING PLACE
Brooklyn, NY
(40.676145109918735, -73.97086093637708)",PROSPECT HEIGHTS,D1-ELEVATOR,35,1936,"31,000","451,795",14.57,"236,190",7.62,"215,605","1,375,000",44.35,0.11
3-01170-0029,"296 STERLING PLACE
Brooklyn, NY
(40.675592091779905, -73.96824544049893)",PROSPECT HEIGHTS,D4-ELEVATOR,19,1910,29724,433079,14.57,226497,7.62,206582,1427000,48.01,3-01169-0019,"214 STERLING PLACE
Brooklyn, NY
(40.676145109918735, -73.97086093637708)",PROSPECT HEIGHTS,D1-ELEVATOR,35,1936,31000,451795,14.57,236190,7.62,215605,1375000,44.35,0.11,3-01170-0005,"36 PLAZA ST
Brooklyn, NY
(40.67406956957062, -73.97144654162025)",PROSPECT HEIGHTS,D6-ELEVATOR,85,1926,75535,1522220,20.15,668085,8.84,854135,6105000,80.82,0,3-01158-0023,"186 PROSPECT PLACE
Brooklyn, NY
(40.67799346204337, -73.97061760574296)",PROSPECT HEIGHTS,D1-ELEVATOR,36,1931,"33,960","389,525",11.47,"219,733",6.47,"169,792","1,061,000",31.24,0.19
3-01171-0002,"315 ST JOHN'S PLACE
Brooklyn, NY
(40.67438485183721, -73.96723334391595)",PROSPECT HEIGHTS,D4-ELEVATOR,41,1921,63300,862146,13.62,424110,6.7,438036,2896000,45.75,3-01172-0003,"25 EASTERN PARKWAY
Brooklyn, NY
(40.673104843103665, -73.9678371434758)",PROSPECT HEIGHTS,D1-ELEVATOR,30,1925,47540,524009,11.02,305169,6.42,218840,1265000,26.61,0.08,3-01173-0001,"203 UNDERHILL AVENUE
Brooklyn, NY
(40.67475658156131, -73.96676049205408)",PROSPECT HEIGHTS,D1-ELEVATOR,72,1912,67680,921911,13.62,453351,6.7,468560,3098000,45.77,0.15,3-01179-0097,"159 EASTERN PARKWAY
Brooklyn, NY
(40.67215587184343, -73.9639196471878)",PROSPECT HEIGHTS,D1-ELEVATOR,72,1927,"52,140","1,007,760",19.33,"478,674",9.18,"529,086","3,794,000",72.77,0.20
3-01171-0007,"295 ST JOHN'S PLACE
Brooklyn, NY
(40.67420845517449, -73.96782133279166)",PROSPECT HEIGHTS,D4-ELEVATOR,54,1923,86040,1171865,13.62,576468,6.7,595397,3937000,45.76,3-01172-0003,"25 EASTERN PARKWAY
Brooklyn, NY
(40.673104843103665, -73.9678371434758)",PROSPECT HEIGHTS,D1-ELEVATOR,30,1925,47540,524009,11.02,305169,6.42,218840,1265000,26.61,0.08,3-01173-0001,"203 UNDERHILL AVENUE
Brooklyn, NY
(40.67475658156131, -73.96676049205408)",PROSPECT HEIGHTS,D1-ELEVATOR,72,1912,67680,921911,13.62,453351,6.7,468560,3098000,45.77,0.15,3-01164-0064,"215 STERLING PLACE
Brooklyn, NY
(40.67616134724687, -73.97066760529106)",PROSPECT HEIGHTS,D1-ELEVATOR,82,1937,"92,902","1,456,913",15.68,"622,975",6.71,"833,938","5,357,000",57.66,0.21
3-01171-0019,"60 PLAZA ST
Brooklyn, NY
(40.67310044277091, -73.97117519249055)",PROSPECT HEIGHTS,D4-ELEVATOR,80,1940,97320,1306034,13.42,643285,6.61,662749,4392000,45.13,3-01164-0064,"215 STERLING PLACE
Brooklyn, NY
(40.67616134724687, -73.97066760529106)",PROSPECT HEIGHTS,D1-ELEVATOR,82,1937,92902,1456913,15.68,622975,6.71,833938,5357000,57.66,0.21,3-01172-0003,"25 EASTERN PARKWAY
Brooklyn, NY
(40.673104843103665, -73.9678371434758)",PROSPECT HEIGHTS,D1-ELEVATOR,30,1925,47540,524009,11.02,305169,6.42,218840,1265000,26.61,0.08,,, , , , , , , , , , , , , 
3-01171-0048,"328 STERLING PLACE
Brooklyn, NY
(40.675385056017895, -73.96726612141417)",PROSPECT HEIGHTS,D4-ELEVATOR,25,1931,23875,392028,16.42,182644,7.65,209384,1133000,47.46,3-01173-0007,"195 UNDERHILL AVENUE
Brooklyn, NY
(40.67497299442476, -73.96668159153094)",PROSPECT HEIGHTS,D1-ELEVATOR,36,1940,24000,394036,16.42,183642,7.65,210394,1452000,60.5,0.15,3-01169-0019,"214 STERLING PLACE
Brooklyn, NY
(40.676145109918735, -73.97086093637708)",PROSPECT HEIGHTS,D1-ELEVATOR,35,1936,31000,451795,14.57,236190,7.62,215605,1375000,44.35,0.17,3-01179-0116,"171 EASTERN PARKWAY
Brooklyn, NY
(40.67206931435511, -73.96359144585787)",PROSPECT HEIGHTS,D1-ELEVATOR,23,1929,"12,266","223,227",18.20,"118,271",9.64,"104,956","755,000",61.55,0.20
3-01172-0001,"35 EASTERN PARKWAY
Brooklyn, NY
(40.67307628016025, -73.96745703804339)",PROSPECT HEIGHTS,D4-ELEVATOR,70,1961,35160,507476,14.43,185231,5.27,322245,2230000,63.42,3-01177-0007,"781 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,D5-ELEVATOR,63,1920,47925,955766,19.94,530304,11.07,425462,2244000,46.82,0.32,3-01179-0083,"73 EASTERN PARKWAY
Brooklyn, NY
(40.672841371070774, -73.96626708764424)",PROSPECT HEIGHTS,D7-ELEVATOR,23,1926,13021,252911,19.42,132706,10.19,120205,862000,66.2,0.16,3-01173-0007,"195 UNDERHILL AVENUE
Brooklyn, NY
(40.67497299442476, -73.96668159153094)",PROSPECT HEIGHTS,D1-ELEVATOR,36,1940,"24,000","394,036",16.42,"183,642",7.65,"210,394","1,452,000",60.50,0.17
3-01172-0021,"280 ST JOHN'S PLACE
Brooklyn, NY
(40.674024499795635, -73.96823799781384)",PROSPECT HEIGHTS,C6-WALK-UP,16,1912,12628,238417,18.88,108853,8.62,129564,930000,73.65,3-01172-0029,"310 ST JOHN'S PLACE
Brooklyn, NY
(40.67430944825515, -73.9672881696155)",PROSPECT HEIGHTS,C1-WALK-UP,13,1920,12660,262805,20.76,124929,9.87,137876,1013000,80.02,0,3-01172-0027,"298 ST JOHN'S PLACE
Brooklyn, NY
(40.67419546885627, -73.96766810094508)",PROSPECT HEIGHTS,C1-WALK-UP,15,1920,13923,262805,18.88,120024,8.62,142781,1025000,73.62,0,3-01176-0040,"440 ST JOHN'S PLACE
Brooklyn, NY
(40.673686680742286, -73.96352283093515)",PROSPECT HEIGHTS,C1-WALK-UP,16,1912,"13,920","201,257",14.46,"104,971",7.54,"96,286","666,000",47.84,0.15
3-01173-0038,"426 STERLING PLACE
Brooklyn, NY
(40.67475191151792, -73.96418284771202)",PROSPECT HEIGHTS,C6-WALK-UP,16,1910,15000,312220,20.81,163422,10.89,148798,1093000,72.87,3-01173-0078,"369 ST JOHN'S PLACE
Brooklyn, NY
(40.674149953928726, -73.9654671161569)",PROSPECT HEIGHTS,C1-WALK-UP,16,1909,13385,237404,17.74,95521,7.14,141883,1023000,76.43,0,3-01173-0082,"357 ST JOHN'S PLACE
Brooklyn, NY
(40.67422549844603, -73.96582852799537)",PROSPECT HEIGHTS,C1-WALK-UP,16,1909,13385,221618,16.56,103916,7.76,117702,852000,63.65,0,3-01173-0043,"442 STERLING PLACE
Brooklyn, NY
(40.67465650630535, -73.96371669059744)",PROSPECT HEIGHTS,C1-WALK-UP,20,1911,"16,984","375,091",22.08,"185,959",10.95,"189,132","1,385,000",81.55,0.00
3-01173-0040,"430 STERLING PLACE
Brooklyn, NY
(40.674728060227515, -73.96406630849562)",PROSPECT HEIGHTS,C6-WALK-UP,16,1910,15000,266100,17.74,107100,7.14,159000,1147000,76.47,3-01173-0078,"369 ST JOHN'S PLACE
Brooklyn, NY
(40.674149953928726, -73.9654671161569)",PROSPECT HEIGHTS,C1-WALK-UP,16,1909,13385,237404,17.74,95521,7.14,141883,1023000,76.43,0,3-01173-0082,"357 ST JOHN'S PLACE
Brooklyn, NY
(40.67422549844603, -73.96582852799537)",PROSPECT HEIGHTS,C1-WALK-UP,16,1909,13385,221618,16.56,103916,7.76,117702,852000,63.65,0,3-01173-0043,"442 STERLING PLACE
Brooklyn, NY
(40.67465650630535, -73.96371669059744)",PROSPECT HEIGHTS,C1-WALK-UP,20,1911,"16,984","375,091",22.08,"185,959",10.95,"189,132","1,385,000",81.55,0.00
3-01173-0063,"415 ST JOHN'S PLACE
Brooklyn, NY
(40.67386036664465, -73.96408170426378)",PROSPECT HEIGHTS,C6-WALK-UP,15,1912,15612,276957,17.74,111470,7.14,165487,1193000,76.42,3-01173-0078,"369 ST JOHN'S PLACE
Brooklyn, NY
(40.674149953928726, -73.9654671161569)",PROSPECT HEIGHTS,C1-WALK-UP,16,1909,13385,237404,17.74,95521,7.14,141883,1023000,76.43,0,3-01173-0082,"357 ST JOHN'S PLACE
Brooklyn, NY
(40.67422549844603, -73.96582852799537)",PROSPECT HEIGHTS,C1-WALK-UP,16,1909,13385,221618,16.56,103916,7.76,117702,852000,63.65,0,3-01173-0051,"798 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",PROSPECT HEIGHTS,C7-WALK-UP,10,1910,"9,116","170,916",18.75,"57,541",6.31,"113,375","1,624,000",178.15,0.00
3-01176-0032,"408 ST JOHN'S PLACE
Brooklyn, NY
(40.673873099011274, -73.96441467288109)",PROSPECT HEIGHTS,D4-ELEVATOR,36,1924,41800,784586,18.77,393338,9.41,391248,2812000,67.27,3-01179-0097,"159 EASTERN PARKWAY
Brooklyn, NY
(40.67215587184343, -73.9639196471878)",PROSPECT HEIGHTS,D1-ELEVATOR,72,1927,52140,1007760,19.33,478674,9.18,529086,3794000,72.77,0.05,3-01179-0116,"171 EASTERN PARKWAY
Brooklyn, NY
(40.67206931435511, -73.96359144585787)",PROSPECT HEIGHTS,D1-ELEVATOR,23,1929,12266,223227,18.2,118271,9.64,104956,755000,61.55,0.05,,, , , , , , , , , , , , , 
3-01176-0047,"375 LINCOLN PLACE
Brooklyn, NY
(40.67302982047667, -73.96386014579524)",PROSPECT HEIGHTS,C6-WALK-UP,39,1921,36352,682327,18.77,342072,9.41,340255,2445000,67.26,3-01179-0097,"159 EASTERN PARKWAY
Brooklyn, NY
(40.67215587184343, -73.9639196471878)",PROSPECT HEIGHTS,D1-ELEVATOR,72,1927,52140,1007760,19.33,478674,9.18,529086,3794000,72.77,0.05,3-01179-0116,"171 EASTERN PARKWAY
Brooklyn, NY
(40.67206931435511, -73.96359144585787)",PROSPECT HEIGHTS,D1-ELEVATOR,23,1929,12266,223227,18.2,118271,9.64,104956,755000,61.55,0.05,,, , , , , , , , , , , , , 
3-01178-0057,"553 LINCOLN PLACE
Brooklyn, NY
(40.671662764938624, -73.95811361659234)",CROWN HEIGHTS,C6-WALK-UP,16,1911,18136,207589,11.45,93092,5.13,114497,735000,40.53,3-01178-0072,"511 LINCOLN PLACE
Brooklyn, NY
(40.671924240505554, -73.95938029953405)",CROWN HEIGHTS,C1-WALK-UP,24,1912,21920,392101,17.89,183575,8.37,208526,1503000,68.57,0,3-01178-0079,"495 LINCOLN PLACE
Brooklyn, NY
(40.67202827104186, -73.95988134456603)",CROWN HEIGHTS,C1-WALK-UP,31,1920,25556,440831,17.25,209184,8.19,231647,1673000,65.46,0,3-01178-0075,"505 LINCOLN PLACE
Brooklyn, NY
(40.671963251969316, -73.95956819148196)",CROWN HEIGHTS,C1-WALK-UP,30,1920,"25,556","479,359",18.76,"234,705",9.18,"244,654","1,758,000",68.79,0.00
3-01178-0059,"547 LINCOLN PLACE
Brooklyn, NY
(40.67169414181146, -73.95826336984904)",CROWN HEIGHTS,C6-WALK-UP,16,1911,18136,332433,18.33,159234,8.78,173199,1180000,65.06,3-01178-0072,"511 LINCOLN PLACE
Brooklyn, NY
(40.671924240505554, -73.95938029953405)",CROWN HEIGHTS,C1-WALK-UP,24,1912,21920,392101,17.89,183575,8.37,208526,1503000,68.57,0,3-01178-0075,"505 LINCOLN PLACE
Brooklyn, NY
(40.671963251969316, -73.95956819148196)",CROWN HEIGHTS,C1-WALK-UP,30,1920,25556,479359,18.76,234705,9.18,244654,1758000,68.79,0,,, , , , , , , , , , , , , 
3-01179-0047,"135 EASTERN PARKWAY
Brooklyn, NY
(40.67235139812437, -73.96457035219336)",PROSPECT HEIGHTS,D4-ELEVATOR,186,1926,220000,3194070,14.52,780311,3.55,2413759,16694000,75.88,3-01164-0064,"215 STERLING PLACE
Brooklyn, NY
(40.67616134724687, -73.97066760529106)",PROSPECT HEIGHTS,D1-ELEVATOR,82,1937,92902,1456913,15.68,622975,6.71,833938,5357000,57.66,0.41,3-01156-0080,"545 PROSPECT PLACE
Brooklyn, NY
(40.675507260543334, -73.95843794942563)",CROWN HEIGHTS,D5-ELEVATOR,159,1930,172800,2935207,16.99,1376964,7.97,1558243,11266000,65.2,0.43,,, , , , , , , , , , , , , 
