BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Address,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
3-01264-0046,"773 EASTERN PARKWAY
Brooklyn, NY
(40.6696591592389, -73.94266442650674)",CROWN HEIGHTS,C6-WALK-UP,16,1905,11500,98670,8.58,279000,24.26,3-01224-0077,"625 PROSPECT PLACE
Brooklyn, NY
(40.674961186789254, -73.95586645944267)",CROWN HEIGHTS,C1-WALK-UP,11,1905,7000,61250,8.75,202000,28.9,0.7,3-01220-0078,"705 ST MARK'S AVENUE
Brooklyn, NY
(40.67519793490024, -73.94936910901949)",CROWN HEIGHTS,C1-WALK-UP,20,1900,17984,148547,8.26,490000,27.2,0.45
3-01264-0048,"767 EASTERN PARKWAY
Brooklyn, NY
(40.66966761286661, -73.94286097335123)",CROWN HEIGHTS,C6-WALK-UP,16,1905,11500,98670,8.58,279000,24.26,3-01378-0063,"1405 ST JOHN'S PLACE
Brooklyn, NY
(40.67065976400502, -73.93179308526187)",CROWN HEIGHTS,C1-WALK-UP,20,1915,17600,176000,10,595000,33.8,0.6,3-01223-0042,"152 ALBANY AVENUE
Brooklyn, NY
(40.67540761214037, -73.93887982017148)",CROWN HEIGHTS,C7-WALK-UP,13,1910,11588,77755,6.71,220000,18.99,0.4
3-01273-0001,"1001 FRANKLIN AVENUE
Brooklyn, NY
(40.66447186997516, -73.96017628203332)",CROWN HEIGHTS,C6-WALK-UP,46,1922,40444,371680,9.19,1050000,26,3-01273-0020,"1042 UNION STREET
Brooklyn, NY
(40.66958419829116, -73.95746063905555)",CROWN HEIGHTS,C1-WALK-UP,20,1920,18254,167754,9.19,553000,30.3,0,3-01273-0023,"1048 UNION STREET
Brooklyn, NY
(40.66953786290645, -73.95723615210551)",CROWN HEIGHTS,C1-WALK-UP,20,1920,18254,163190,8.94,538000,29.5,0
3-01283-0001,"1238 PRESIDENT STREET
Brooklyn, NY
(40.667936623711164, -73.948525962177)",CROWN HEIGHTS,D4-ELEVATOR,240,1972,221100,2275119,10.29,6420000,29,3-01220-0047,"751 ST MARK'S AVENUE
Brooklyn, NY
(40.67510071819484, -73.94761348969256)",CROWN HEIGHTS,D1-ELEVATOR,124,1937,155586,1152892,7.41,3540000,22.75,0.55,3-01221-0001,"769 ST MARK'S AVENUE
Brooklyn, NY
(40.67505988767507, -73.94685309975866)",CROWN HEIGHTS,D1-ELEVATOR,180,1924,163600,1977720,12.09,6970000,42.6,0.55
3-01287-0039,"1040 CARROLL STREET
Brooklyn, NY
(40.66748807679659, -73.95652798678292)",CROWN HEIGHTS,D4-ELEVATOR,65,1927,60939,653875,10.73,1850000,30.4,3-01243-0017,"1030 PARK PLACE
Brooklyn, NY
(40.67300026178459, -73.94335581346063)",CROWN HEIGHTS,D1-ELEVATOR,58,1910,60911,592664,9.73,2000000,32.8,0.85,3-01250-0060,"1025 ST JOHN'S PLACE
Brooklyn, NY
(40.67133723398739, -73.94429103443613)",CROWN HEIGHTS,D1-ELEVATOR,54,1910,68207,406513,5.96,1250000,18.33,0.8
3-01292-0001,"421 CROWN STREET
Brooklyn, NY
(40.66600947228533, -73.94521769964656)",CROWN HEIGHTS,C6-WALK-UP,39,1923,44700,358941,8.03,1010000,22.6,3-01375-0069,"1633 STERLING PLACE
Brooklyn, NY
(40.67115125686865, -73.92454517859235)",CROWN HEIGHTS,C1-WALK-UP,70,1927,67800,559728,8.26,1840000,27.1,1.1,3-01235-0027,"930 PROSPECT PLACE
Brooklyn, NY
(40.674050590392966, -73.94580131714578)",CROWN HEIGHTS,C1-WALK-UP,16,1905,19500,163129,8.37,538000,27.6,0.5
3-01296-0064,"345 MONTGOMERY STREET
Brooklyn, NY
(40.66554089195558, -73.95322704646505)",CROWN HEIGHTS,D4-ELEVATOR,102,1928,105675,686887,6.5,2110000,19.97,3-01213-0046,"110 NEW YORK AVENUE
Brooklyn, NY
(40.67632609601262, -73.94714263678377)",CROWN HEIGHTS,D3-ELEVATOR,66,1905,82008,450223,5.49,1380000,16.83,0.75,3-01221-0023,"789 ST MARK'S AVENUE
Brooklyn, NY
(40.675022315998035, -73.94612984497569)",CROWN HEIGHTS,D1-ELEVATOR,133,1905,166718,1183697,7.1,3630000,21.77,0.75
3-01325-0001,"446 KINGSTON AVENUE
Brooklyn, NY
(40.66357127866694, -73.94278636692292)",FLATBUSH-NORTH,D4-ELEVATOR,200,1928,195726,1957260,10,6610000,33.8,3-01388-0048,"935 EASTERN PARKWAY
Brooklyn, NY
(40.669346752201804, -73.9373425901741)",CROWN HEIGHTS,D1-ELEVATOR,17,2000,34430,275440,8,778000,22.6,0.5,3-01207-0021,"1296 PACIFIC STREET
Brooklyn, NY
(40.677533838120866, -73.94797769952532)",CROWN HEIGHTS,D1-ELEVATOR,76,1928,45264,495188,10.94,1750000,38.7,1
3-01327-0013,"50 LEFFERTS AVENUE
Brooklyn, NY
(40.66178926940854, -73.959541304881)",FLATBUSH-LEFFERTS GARDEN,D4-ELEVATOR,93,1939,92538,825439,8.92,2720000,29.4,3-01327-0026,"115 LINCOLN ROAD
Brooklyn, NY
(40.66109680815778, -73.95879715354025)",FLATBUSH-LEFFERTS GARDEN,D1-ELEVATOR,82,1938,84260,701043,8.32,2310000,27.4,0,3-01327-0054,"145 LINCOLN ROAD
Brooklyn, NY
(40.66115909804767, -73.9578739283865)",FLATBUSH-LEFFERTS GARDEN,D1-ELEVATOR,71,1929,66516,603300,9.07,1990000,29.9,0
3-01328-0044,"430 ROGERS AVENUE
Brooklyn, NY
(40.66215649818708, -73.95375407670782)",FLATBUSH-LEFFERTS GARDEN,C6-WALK-UP,15,1907,9964,91569,9.19,259000,26,3-01273-0020,"1042 UNION STREET
Brooklyn, NY
(40.66958419829116, -73.95746063905555)",CROWN HEIGHTS,C1-WALK-UP,20,1920,18254,167754,9.19,553000,30.3,0.5,3-01273-0023,"1048 UNION STREET
Brooklyn, NY
(40.66953786290645, -73.95723615210551)",CROWN HEIGHTS,C1-WALK-UP,20,1920,18254,163190,8.94,538000,29.5,0.5
3-01354-0006,"125 SCHENECTADY AVENUE
Brooklyn, NY
(40.67482684678947, -73.93330694136125)",CROWN HEIGHTS,C6-WALK-UP,25,1910,26250,241237,9.19,795000,30.3,3-01240-0017,"778 PARK PLACE
Brooklyn, NY
(40.67347659276149, -73.95191246949497)",CROWN HEIGHTS,C1-WALK-UP,20,1906,17244,160196,9.29,528000,30.6,1.05,3-01205-0062,"1067 DEAN STREET
Brooklyn, NY
(40.67743208572699, -73.95466972904677)",CROWN HEIGHTS,C1-WALK-UP,32,1910,30416,330317,10.86,1010000,33.2,1.2
3-01361-0081,"1405 PROSPECT PLACE
Brooklyn, NY
(40.67323839339502, -73.92988017783513)",CROWN HEIGHTS,C6-WALK-UP,40,1910,38520,330502,8.58,933000,24.22,3-01361-0076,"1417 PROSPECT PLACE
Brooklyn, NY
(40.67321305664916, -73.92948060333727)",CROWN HEIGHTS,C1-WALK-UP,40,1910,42785,403890,9.44,1330000,31.1,0,3-01226-0055,"767 PROSPECT PLACE
Brooklyn, NY
(40.6743866213736, -73.95100467176549)",CROWN HEIGHTS,C1-WALK-UP,40,1900,40144,347245,8.65,1140000,28.4,1.15
3-01368-0001,"1493 PARK PLACE
Brooklyn, NY
(40.672231146876356, -73.92786643402627)",CROWN HEIGHTS,C6-WALK-UP,20,1910,17493,160761,9.19,454000,26,3-01226-0055,"767 PROSPECT PLACE
Brooklyn, NY
(40.6743866213736, -73.95100467176549)",CROWN HEIGHTS,C1-WALK-UP,40,1900,40144,347245,8.65,1140000,28.4,1.3,3-01240-0017,"778 PARK PLACE
Brooklyn, NY
(40.67347659276149, -73.95191246949497)",CROWN HEIGHTS,C1-WALK-UP,20,1906,17244,160196,9.29,528000,30.6,1.3
3-01368-0059,"1551 PARK PLACE
Brooklyn, NY
(40.6721239263285, -73.92592960552429)",CROWN HEIGHTS,C6-WALK-UP,24,1910,22600,207694,9.19,587000,26,3-01226-0055,"767 PROSPECT PLACE
Brooklyn, NY
(40.6743866213736, -73.95100467176549)",CROWN HEIGHTS,C1-WALK-UP,40,1900,40144,347245,8.65,1140000,28.4,1.3,3-01240-0017,"778 PARK PLACE
Brooklyn, NY
(40.67347659276149, -73.95191246949497)",CROWN HEIGHTS,C1-WALK-UP,20,1906,17244,160196,9.29,528000,30.6,1.3
3-01372-0017,"1346 PARK PLACE
Brooklyn, NY
(40.67243885162925, -73.93277908802457)",CROWN HEIGHTS,C6-WALK-UP,27,1923,20832,212278,10.19,600000,28.8,3-01372-0072,"1389 STERLING PLACE
Brooklyn, NY
(40.67159170061683, -73.93260675328962)",CROWN HEIGHTS,C1-WALK-UP,43,1926,34835,332674,9.55,1120000,32.2,0,3-01205-0062,"1067 DEAN STREET
Brooklyn, NY
(40.67743208572699, -73.95466972904677)",CROWN HEIGHTS,C1-WALK-UP,32,1910,30416,330317,10.86,1010000,33.2,1.2
3-01381-0036,"1682 STERLING PLACE
Brooklyn, NY
(40.67101357777978, -73.92303796404885)",CROWN HEIGHTS,C6-WALK-UP,34,1923,29150,311905,10.7,881000,30.2,3-01409-0037,"1746 PRESIDENT STREET
Brooklyn, NY
(40.66691450235106, -73.92986104246528)",CROWN HEIGHTS,C1-WALK-UP,42,1925,34836,327110,9.39,1080000,31,0.45,3-01209-0014,"1406 PACIFIC STREET
Brooklyn, NY
(40.67728564524014, -73.94361452147498)",CROWN HEIGHTS,C1-WALK-UP,20,1905,18080,207377,11.47,731000,40.4,1.1
3-01387-0052,"578 RALPH AVENUE
Brooklyn, NY
(40.66929705738668, -73.92258389968126)",CROWN HEIGHTS,C6-WALK-UP,19,1922,14400,123552,8.58,349000,24.24,3-01375-0069,"1633 STERLING PLACE
Brooklyn, NY
(40.67115125686865, -73.92454517859235)",CROWN HEIGHTS,C1-WALK-UP,70,1927,67800,559728,8.26,1840000,27.1,0.1,3-01389-0020,"1234 LINCOLN PLACE
Brooklyn, NY
(40.66996325121698, -73.93568407108485)",CROWN HEIGHTS,C1-WALK-UP,27,1915,21600,194400,9,549000,25.4,0.6
3-01390-0075,"1057 EASTERN PARKWAY
Brooklyn, NY
(40.669156804388564, -73.9332719878512)",CROWN HEIGHTS,C6-WALK-UP,16,1914,15800,214564,13.58,606000,38.4,3-01390-0077,"1051 EASTERN PARKWAY
Brooklyn, NY
(40.669167073746955, -73.93346197098148)",CROWN HEIGHTS,C1-WALK-UP,16,1914,15916,216139,13.58,610000,38.3,0,3-01389-0016,"1226 LINCOLN PLACE
Brooklyn, NY
(40.66997827988805, -73.93594081088234)",CROWN HEIGHTS,C1-WALK-UP,31,1923,28647,258657,9.03,853000,29.8,0.15
3-01396-0021,"1076 EASTERN PARKWAY
Brooklyn, NY
(40.66864713219804, -73.93274373535903)",CROWN HEIGHTS,C6-WALK-UP,19,1920,18600,199020,10.7,562000,30.2,3-01396-0001,"285 SCHENECTADY AVENUE
Brooklyn, NY
(40.66826441910523, -73.93391397294812)",CROWN HEIGHTS,C1-WALK-UP,38,1922,36000,370800,10.3,1250000,34.7,0,3-01376-0059,"1245 ST JOHN'S PLACE
Brooklyn, NY
(40.670935734862766, -73.93708518454366)",CROWN HEIGHTS,C1-WALK-UP,16,1913,14596,104900,7.19,322000,22.06,0.35
3-01399-0029,"1346 EASTERN PARKWAY
Brooklyn, NY
(40.668163696987456, -73.92382266422062)",CROWN HEIGHTS,C6-WALK-UP,28,1915,17664,151557,8.58,428000,24.23,3-01391-0039,"270 ROCHESTER AVENUE
Brooklyn, NY
(40.66941229627141, -73.92831601929109)",CROWN HEIGHTS,C1-WALK-UP,16,1913,16732,114446,6.84,351000,20.98,0.3,3-01409-0037,"1746 PRESIDENT STREET
Brooklyn, NY
(40.66691450235106, -73.92986104246528)",CROWN HEIGHTS,C1-WALK-UP,42,1925,34836,327110,9.39,1080000,31,0.35
3-01415-0016,"1702 CARROLL STREET
Brooklyn, NY
(40.666042786313625, -73.93039213940958)",CROWN HEIGHTS,D4-ELEVATOR,125,1926,105654,1091406,10.33,3690000,34.9,3-01205-0022,"1154 PACIFIC STREET
Brooklyn, NY
(40.67804023580887, -73.95389804119844)",CROWN HEIGHTS,D1-ELEVATOR,47,1926,35784,378952,10.59,1280000,35.8,1.5,3-01389-0020,"1234 LINCOLN PLACE
Brooklyn, NY
(40.66996325121698, -73.93568407108485)",CROWN HEIGHTS,C1-WALK-UP,27,1915,21600,194400,9,549000,25.4,0.4
3-01424-0049,"897 EMPIRE BOULEVARD
Brooklyn, NY
(40.66366166088885, -73.93075556680904)",CROWN HEIGHTS,D4-ELEVATOR,59,1931,50826,453368,8.92,1280000,25.2,3-01423-0001,"757 EMPIRE BOULEVARD
Brooklyn, NY
(40.66378292986576, -73.93713835352028)",CROWN HEIGHTS,D1-ELEVATOR,43,1931,39928,329805,8.26,1090000,27.3,0.15,3-01205-0022,"1154 PACIFIC STREET
Brooklyn, NY
(40.67804023580887, -73.95389804119844)",CROWN HEIGHTS,D1-ELEVATOR,47,1926,35784,378952,10.59,1280000,35.8,1.45
3-01433-0038,"2182 ATLANTIC AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN HILL,C6-WALK-UP,16,1910,17000,135830,7.99,384000,22.59,3-01375-0069,"1633 STERLING PLACE
Brooklyn, NY
(40.67115125686865, -73.92454517859235)",CROWN HEIGHTS,C1-WALK-UP,70,1927,67800,559728,8.26,1840000,27.1,0.55,3-01268-0009,"464 EASTERN PARKWAY
Brooklyn, NY
(40.66974814788985, -73.9530136461475)",CROWN HEIGHTS,C1-WALK-UP,16,1913,18032,141911,7.87,436000,24.18,2
3-01433-0060,"2153 PACIFIC STREET
Brooklyn, NY
(40.675822338387825, -73.91543708950414)",OCEAN HILL,C6-WALK-UP,24,1910,25180,202195,8.03,571000,22.68,3-01375-0069,"1633 STERLING PLACE
Brooklyn, NY
(40.67115125686865, -73.92454517859235)",CROWN HEIGHTS,C1-WALK-UP,70,1927,67800,559728,8.26,1840000,27.1,0.55,3-01392-0013,"1474 LINCOLN PLACE
Brooklyn, NY
(40.669528895475565, -73.9277758754974)",CROWN HEIGHTS,C1-WALK-UP,23,1914,18480,160696,8.7,530000,28.7,0.8
3-01442-0066,"2381 DEAN STREET
Brooklyn, NY
(40.674650927447566, -73.9085745185031)",OCEAN HILL,C6-WALK-UP,27,1910,17576,124262,7.07,351000,19.97,3-01466-0018,"1686 PARK PLACE
Brooklyn, NY
(40.6718367429321, -73.92149786512894)",OCEAN HILL,C1-WALK-UP,20,1920,16900,114920,6.8,325000,19.23,0.7,3-01433-0033,"2174 ATLANTIC AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN HILL,C1-WALK-UP,12,1910,17000,130897,7.7,402000,23.65,0.35
3-01476-0001,"563 HOWARD AVENUE
Brooklyn, NY
(40.66851702188079, -73.91998733799423)",OCEAN HILL,C6-WALK-UP,20,1910,19200,153408,7.99,433000,22.55,3-01375-0069,"1633 STERLING PLACE
Brooklyn, NY
(40.67115125686865, -73.92454517859235)",CROWN HEIGHTS,C1-WALK-UP,70,1927,67800,559728,8.26,1840000,27.1,0.3,3-01268-0009,"464 EASTERN PARKWAY
Brooklyn, NY
(40.66974814788985, -73.9530136461475)",CROWN HEIGHTS,C1-WALK-UP,16,1913,18032,141911,7.87,436000,24.18,1.7
3-01499-0020,"789 MAC DONOUGH STREET
Brooklyn, NY
(40.684373879719416, -73.91472717201836)",OCEAN HILL,D4-ELEVATOR,41,1930,44433,377681,8.5,1070000,24.08,3-01498-0023,"864 MACON STREET
Brooklyn, NY
(40.684809119582596, -73.91699373323459)",OCEAN HILL,C1-WALK-UP,16,1906,7860,159637,20.31,451000,57,0.1,,,,,,,,,,,,
3-01612-0062,"483 VAN BUREN STREET
Brooklyn, NY
(40.69174113551492, -73.92889426294781)",BEDFORD STUYVESANT,C6-WALK-UP,16,1931,15304,188698,12.33,533000,34.8,3-01614-0058,"763 GREENE AVENUE
Brooklyn, NY
(40.68997450577141, -73.93771347775933)",BEDFORD STUYVESANT,C1-WALK-UP,64,1931,36000,680760,18.91,2770000,77,0.45,3-01610-0049,"124 STUYVESANT AVENUE
Brooklyn, NY
(40.69135015422066, -73.93375807282551)",BEDFORD STUYVESANT,C7-WALK-UP,19,1924,20527,253098,12.33,951000,46.3,0.3
3-01612-0064,"479 VAN BUREN STREET
Brooklyn, NY
(40.69173120584787, -73.92898175136558)",BEDFORD STUYVESANT,C6-WALK-UP,20,1931,15072,185838,12.33,525000,34.8,3-01614-0058,"763 GREENE AVENUE
Brooklyn, NY
(40.68997450577141, -73.93771347775933)",BEDFORD STUYVESANT,C1-WALK-UP,64,1931,36000,680760,18.91,2770000,77,0.45,3-01610-0049,"124 STUYVESANT AVENUE
Brooklyn, NY
(40.69135015422066, -73.93375807282551)",BEDFORD STUYVESANT,C7-WALK-UP,19,1924,20527,253098,12.33,951000,46.3,0.3
3-01641-0055,"651 MADISON STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BEDFORD STUYVESANT,C6-WALK-UP,32,1931,28800,355104,12.33,1000000,34.7,3-01647-0084,"797 PUTNAM AVENUE
Brooklyn, NY
(40.68643104297156, -73.92942158565974)",BEDFORD STUYVESANT,C1-WALK-UP,32,1931,18550,215328,11.61,759000,40.9,0.15,3-01656-0001,"575 HANCOCK STREET
Brooklyn, NY
(40.68461218842648, -73.93213546136604)",BEDFORD STUYVESANT,C1-WALK-UP,23,1910,21600,408456,18.91,1660000,77,0.15
3-01654-0001,"490A JEFFERSON AVENUE
Brooklyn, NY
(40.68461225452579, -73.9382767380789)",BEDFORD STUYVESANT,C8-WALK-UP,13,1910,9760,120341,12.33,452000,46.3,3-01656-0001,"575 HANCOCK STREET
Brooklyn, NY
(40.68461218842648, -73.93213546136604)",BEDFORD STUYVESANT,C1-WALK-UP,23,1910,21600,408456,18.91,1660000,77,0.3,3-01656-0030,"680 JEFFERSON AVENUE
Brooklyn, NY
(40.68552079432728, -73.9303854427429)",BEDFORD STUYVESANT,C1-WALK-UP,36,1910,27792,233477,8.4,770000,27.7,0.3
3-01777-0015,"250 PULASKI STREET
Brooklyn, NY
(40.69320467591152, -73.9417115690302)",BEDFORD STUYVESANT,D4-ELEVATOR,66,1975,77740,1616992,20.8,4570000,59,3-01777-0033,"146 MARCUS
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BEDFORD STUYVESANT,C7-WALK-UP,29,1931,24158,258491,10.7,730000,30.2,0,3-01777-0045,"901 DE KALB AVENUE
Brooklyn, NY
(40.69264664296851, -73.94049588281747)",BEDFORD STUYVESANT,C7-WALK-UP,14,1931,6500,70590,10.86,249000,38.3,0
3-01797-0005,"1059 BEDFORD AVENUE
Brooklyn, NY
(40.68765315843602, -73.9547262799978)",BEDFORD STUYVESANT,C6-WALK-UP,14,1931,11520,123264,10.7,348000,30.2,3-01797-0065,"259 LEXINGTON AVENUE
Brooklyn, NY
(40.68757193773113, -73.95211865446815)",BEDFORD STUYVESANT,C1-WALK-UP,12,1931,14000,172620,12.33,649000,46.4,0,3-01794-0009,"340 CLIFTON PLACE
Brooklyn, NY
(40.689144101165546, -73.95103594068883)",BEDFORD STUYVESANT,C1-WALK-UP,19,1931,17800,152724,8.58,503000,28.3,0.2
3-01817-0036,"184 MONROE STREET
Brooklyn, NY
(40.685290707830944, -73.95190849740735)",BEDFORD STUYVESANT,C6-WALK-UP,20,1931,15000,160500,10.7,453000,30.2,3-01815-0059,"373 MONROE STREET
Brooklyn, NY
(40.686379443239694, -73.942883998529)",BEDFORD STUYVESANT,C1-WALK-UP,16,1913,14596,134137,9.19,442000,30.3,0.5,3-01815-0061,"371 MONROE STREET
Brooklyn, NY
(40.68636948914637, -73.9429725188589)",BEDFORD STUYVESANT,C1-WALK-UP,12,1913,12104,131449,10.86,463000,38.3,0.5
3-01888-0002,"153 CLINTON AVENUE
Brooklyn, NY
(40.69333267945955, -73.96880996722557)",CLINTON HILL,C6-WALK-UP,16,1900,28800,460800,16,1870000,65,3-01167-0013,"452 PARK PLACE
Brooklyn, NY
(40.67541837284588, -73.96282489470461)",CROWN HEIGHTS,C1-WALK-UP,39,1926,29560,456201,15.43,1860000,63,1.4,3-01176-0001,"267 LINCOLN PLACE
Brooklyn, NY
(40.67370152155934, -73.96704257422573)",PROSPECT HEIGHTS,C1-WALK-UP,32,1922,28620,460929,16.11,1870000,65,1.45
3-01888-0004,"149 CLINTON AVENUE
Brooklyn, NY
(40.69343275208402, -73.96883053009361)",CLINTON HILL,C6-WALK-UP,16,1900,28800,460800,16,1870000,65,3-01167-0013,"452 PARK PLACE
Brooklyn, NY
(40.67541837284588, -73.96282489470461)",CROWN HEIGHTS,C1-WALK-UP,39,1926,29560,456201,15.43,1860000,63,1.4,3-01176-0001,"267 LINCOLN PLACE
Brooklyn, NY
(40.67370152155934, -73.96704257422573)",PROSPECT HEIGHTS,C1-WALK-UP,32,1922,28620,460929,16.11,1870000,65,1.45
3-01888-0020,"119 CLINTON AVENUE
Brooklyn, NY
(40.69418329712065, -73.96898475167647)",CLINTON HILL,C6-WALK-UP,12,1905,12460,239481,19.22,1070000,86,3-01066-0014,"888 UNION STREET
Brooklyn, NY
(40.67325115217392, -73.97243430795005)",PARK SLOPE,C1-WALK-UP,16,1920,12612,238356,18.9,969000,77,1.5,3-01093-0001,"911 8 AVENUE
Brooklyn, NY
(40.66565568203891, -73.97926541655079)",PARK SLOPE,C1-WALK-UP,16,1920,12160,237573,19.54,1060000,87,2.1
3-01901-0001,"210 VANDERBILT AVENUE
Brooklyn, NY
(40.69110093274342, -73.96946772885231)",CLINTON HILL,D4-ELEVATOR,104,1945,128583,1800162,14,7140000,56,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1709714,15.01,6780000,60,0.4,3-00236-0015,"55 PIERREPONT STREET
Brooklyn, NY
(40.695829631477615, -73.99523151776565)",BROOKLYN HEIGHTS,D7-ELEVATOR,191,1928,157042,2390870,15.22,6750000,43,1.35
3-01902-0001,"185 CLINTON AVENUE
Brooklyn, NY
(40.69234087254973, -73.96861405772007)",CLINTON HILL,D4-ELEVATOR,520,1944,651914,7053709,10.82,24900000,38.2,3-04891-0001,"249 37 STREET
Brooklyn, NY
(40.59390182244636, -73.99368998127005)",FLATBUSH-EAST,D1-ELEVATOR,53,1931,44928,458715,10.21,1550000,34.5,3.2,3-01189-0060,"49 CROWN STREET
Brooklyn, NY
(40.667314293900304, -73.95991278165833)",CROWN HEIGHTS,D3-ELEVATOR,321,1973,320000,3469058,10.84,9800000,30.6,1.75
3-01902-0022,"165 CLINTON AVENUE
Brooklyn, NY
(40.692953760517376, -73.9687338174379)",CLINTON HILL,D4-ELEVATOR,61,1954,76200,1089660,14.3,4320000,57,3-01925-0001,"227 TAAFFE PLACE
Brooklyn, NY
(40.691860934501776, -73.95969277427172)",BEDFORD STUYVESANT,D6-ELEVATOR,86,1935,122000,1744486,14.3,6920000,57,0.45,3-01170-0005,"36 PLAZA ST
Brooklyn, NY
(40.67406956957062, -73.97144654162025)",PROSPECT HEIGHTS,D6-ELEVATOR,85,1926,75535,1342129,17.77,5460000,72,1.2
3-01905-0001,"185 HALL STREET
Brooklyn, NY
(40.69221866114392, -73.9656580121537)",CLINTON HILL,D4-ELEVATOR,287,1958,272000,3808000,14,15100000,56,3-00236-0015,"55 PIERREPONT STREET
Brooklyn, NY
(40.695829631477615, -73.99523151776565)",BROOKLYN HEIGHTS,D7-ELEVATOR,191,1928,157042,2390870,15.22,6750000,43,1.65,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1709714,15.01,6780000,60,0.35
3-01905-0080,"195 WILLOUGHBY AVENUE
Brooklyn, NY
(40.69205973381636, -73.96416922796848)",CLINTON HILL,D4-ELEVATOR,287,1958,272000,3808000,14,15100000,56,3-00236-0015,"55 PIERREPONT STREET
Brooklyn, NY
(40.695829631477615, -73.99523151776565)",BROOKLYN HEIGHTS,D7-ELEVATOR,191,1928,157042,2390870,15.22,6750000,43,1.65,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1709714,15.01,6780000,60,0.35
3-01916-0001,"275 CLINTON AVENUE
Brooklyn, NY
(40.689753101592515, -73.96810496329901)",CLINTON HILL,D4-ELEVATOR,30,1905,59800,956800,16,3890000,65,3-06114-0006,"310 94 STREET
Brooklyn, NY
(40.61767230391655, -74.03284255812264)",BAY RIDGE,D7-ELEVATOR,74,1928,48000,771521,16.07,3140000,65,6.1,3-02104-0008,"299 ADELPHI STREET
Brooklyn, NY
(40.688581219041616, -73.97090721994414)",FORT GREENE,D9-ELEVATOR,71,1927,44046,693471,15.74,2820000,64,0.2
3-01916-0008,"269 CLINTON AVENUE
Brooklyn, NY
(40.689919337873064, -73.96813528932904)",CLINTON HILL,C6-WALK-UP,12,1905,8000,159760,19.97,714000,89,3-00291-0033,"155 AMITY STREET
Brooklyn, NY
(40.68901576690492, -73.99527294607537)",COBBLE HILL,C1-WALK-UP,16,1910,8000,175584,21.95,785000,98,1.45,3-00385-0029,"122 BERGEN STREET
Brooklyn, NY
(40.68608325624942, -73.98892674357599)",BOERUM HILL,C1-WALK-UP,14,1900,8400,151236,18,615000,73,1.2
