Affiliated Base License Number,License Number,Name of Licensee,License Type,DMV License Plate,VIN,Model Year,License Expiration Date
B90096,5383640,PAPI'S TRANSPORT CORP,Paratransit Vehicle,T605393C,1FBSS31L69DA56743,2009,12/20/2012 08:00:00 AM +0000
B90097,5001222,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T425862C,1FTNE24W39DA85326,2009,05/31/2012 07:00:00 AM +0000
B90097,5040359,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T411982C,1FTNE2EW7ADA4388,2010,04/04/2012 07:00:00 AM +0000
B90097,5040360,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T411981C,1FTNE2EW1ADA43899,2010,04/04/2012 07:00:00 AM +0000
B90097,5195426,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T472934C,1FTNE24W75HA88474,2005,03/30/2013 07:00:00 AM +0000
B90097,5196007,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T471688C,1FTNE24W45HB01648,2005,04/05/2013 07:00:00 AM +0000
B90097,5196013,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T471687C,1FTNE24W95HB01645,2005,04/05/2013 07:00:00 AM +0000
B90097,5310461,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T514458C,1FTNS24W28DB41103,2008,10/09/2012 07:00:00 AM +0000
B90097,5310467,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T514457C,1FTNS24W88DB49254,2008,10/09/2012 07:00:00 AM +0000
B90097,5344821,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T524542C,1FTNE24W89DA79635,2009,10/13/2013 07:00:00 AM +0000
B90097,5344825,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T524831C,1FTNE24W19DA79637,2009,10/13/2013 07:00:00 AM +0000
B90097,5344826,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T524541C,1FTNE24W39DA79641,2009,10/13/2013 07:00:00 AM +0000
B90097,5366648,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T529458C,1FTNE2EWXADA43903,2010,06/04/2012 07:00:00 AM +0000
B90097,5372427,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T603748C,1FTNE1EW5ADA85311,2010,08/13/2012 07:00:00 AM +0000
B90097,5372431,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T603747C,1FTNE1EW3ADA85310,2010,08/17/2012 07:00:00 AM +0000
B90097,5397673,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T610681C,1FTNE1EW9BDA25579,2011,05/06/2013 07:00:00 AM +0000
B90097,5397675,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T610682C,1FTNE1EW5BDA25580,2011,05/06/2013 07:00:00 AM +0000
B90097,5397676,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T610680C,1FTNE1EW5BDA25577,2011,05/06/2013 07:00:00 AM +0000
B90097,5397678,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T610679C,1FTNE1EW7BDA25581,2011,05/06/2013 07:00:00 AM +0000
B90097,5402615,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T612648C,1FTNE2EW3BDA78607,2011,06/17/2013 07:00:00 AM +0000
B90097,5402616,CITYWIDE MOBILE RESPONSE CORP,Paratransit Vehicle,T612706C,1FTNE2EW4BDA78552,2011,06/13/2013 07:00:00 AM +0000
B90098,,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T470562C,1FTNS24W29DA21769,2009,06/20/2012 07:00:00 AM +0000
B90098,,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T428953C,1FTNE1EW0BDA95939,2011,06/14/2013 07:00:00 AM +0000
B90098,,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T428996C,1FTNE1EW4ADA33930,2010,06/28/2012 07:00:00 AM +0000
B90098,,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T440122C,1FTNS24LX8DA05565,2008,06/16/2013 07:00:00 AM +0000
B90098,,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T428985C,1FTNE2EW9ADA64080,2010,06/24/2012 07:00:00 AM +0000
B90098,,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T428943C,1FTNE24W95HA24761,2005,04/30/2012 07:00:00 AM +0000
B90098,,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T428958C,1FTNE24W47DB08433,2007,11/07/2012 08:00:00 AM +0000
B90098,,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T440123C,1FTNE24W66DA50551,2006,05/18/2012 07:00:00 AM +0000
B90098,,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T428962C,1FBNE31L57DA21211,2007,05/01/2013 07:00:00 AM +0000
B90098,,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T428972C,1FTNE24W94HA28288,2004,05/19/2012 07:00:00 AM +0000
B90098,,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T428973C,1FTNE24W27DB08432,2007,06/17/2013 07:00:00 AM +0000
B90098,,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T428977C,1FTSS34L29DA28705,2009,01/27/2013 08:00:00 AM +0000
B90098,,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T428986C,1FTNS24W99DA87803,2009,12/28/2011 08:00:00 AM +0000
B90098,,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T428989C,1FTNS24W69DA87810,2009,12/29/2011 08:00:00 AM +0000
B90098,,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T428994C,1FTSS34L89DA19555,2009,12/23/2012 08:00:00 AM +0000
B90098,5010487,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T428984C,1FTNS24W89DA25521,2009,06/30/2013 07:00:00 AM +0000
B90098,5233200,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T482861C,1FTNE24WX6DA21084,2006,06/28/2012 07:00:00 AM +0000
B90098,5242656,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T486797C,1FBNE31LX6DB26356,2006,10/25/2012 07:00:00 AM +0000
B90098,5242657,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T486891C,1FBNE31L26DB21295,2006,10/25/2012 07:00:00 AM +0000
B90098,5242664,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T486892C,1FBNE31L16DB19019,2006,10/25/2012 07:00:00 AM +0000
B90098,5295514,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T503225C,1FBNE31L78DA81220,2008,04/24/2012 07:00:00 AM +0000
B90098,5318219,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T510230C,1FTSS34L09DA25530,2009,01/02/2013 08:00:00 AM +0000
B90098,5331291,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T518890C,1FTNS24W89DA25518,2009,05/11/2013 07:00:00 AM +0000
B90098,5336599,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T519010C,1FTNS24W99DA21767,2009,07/06/2013 07:00:00 AM +0000
B90098,5356857,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T526173C,1FTNS2EW1ADA43877,2010,03/01/2012 08:00:00 AM +0000
B90098,5380015,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T601958C,1FTNE2EW3ADB02662,2010,11/03/2012 07:00:00 AM +0000
B90098,5388680,HAPPY CARE AMBULETTE INC,Paratransit Vehicle,T602269C,1FTNE2EW0ADB02652,2010,02/14/2013 08:00:00 AM +0000
B90099,5011323,ONE WORLD AMBULETTE INC,Paratransit Vehicle,T518046C,1FTNE14W18DB57486,2008,07/31/2013 07:00:00 AM +0000
B90099,5038278,ONE WORLD AMBULETTE INC,Paratransit Vehicle,T433956C,1FTNE24W29DA83535,2009,03/21/2012 07:00:00 AM +0000
B90099,5371817,ONE WORLD AMBULETTE INC,Paratransit Vehicle,T602976C,1FTNE2EW4ADA78369,2010,08/06/2012 07:00:00 AM +0000
B90099,5393605,ONE WORLD AMBULETTE INC,Paratransit Vehicle,T609066C,1FTNE2EW6BDA26775,2011,03/23/2013 07:00:00 AM +0000
B90105,,MIDWOOD AMB & OXYGEN SERVICE INC,Paratransit Vehicle,T511874C,1GAHG35K681187141,2008,06/30/2012 07:00:00 AM +0000
B90110,5295061,MAELEEN AMBULETTE TRANSPORT INC,Paratransit Vehicle,T503229C,1FTNS24W48DA01585,2008,05/01/2012 07:00:00 AM +0000
B90110,5307714,MAELEEN AMBULETTE TRANSPORT INC,Paratransit Vehicle,T509878C,1FTNS24W28DA41891,2008,09/12/2012 07:00:00 AM +0000
B90110,5322267,MAELEEN AMBULETTE TRANSPORT INC,Paratransit Vehicle,T515285C,1FTNS24W99DA18965,2009,02/12/2013 08:00:00 AM +0000
B90110,5332348,"MAELEEN AMBULETTE TRANSPORT, INC.",Paratransit Vehicle,T519920C,1FTNE24WX9DA18982,2009,05/29/2013 07:00:00 AM +0000
B90110,5348879,MAELEEN AMBULETTE TRANSPORT INC,Paratransit Vehicle,T524622C,1FTNE24W39DA83513,2009,11/18/2011 08:00:00 AM +0000
B90113,,UNITED AMBULETTE INC,Paratransit Vehicle,T423925C,1FTNS24L75HA56686,2005,04/03/2012 07:00:00 AM +0000
B90113,,UNITED AMBULETTE INC,Paratransit Vehicle,T423849C,1FTNE24W89DA73818,2009,12/24/2012 08:00:00 AM +0000
B90113,,UNITED AMBULETTE INC,Paratransit Vehicle,T423850C,1FTNS24L02HA38171,2002,12/02/2011 08:00:00 AM +0000
B90113,5070947,UNITED AMBULETTE INC,Paratransit Vehicle,T409129C,1FTSS34LX9DA79630,2009,02/22/2013 08:00:00 AM +0000
B90113,5110897,UNITED AMBULETTE INC,Paratransit Vehicle,T422120C,1FTNS2EW5ADA43879,2010,04/11/2012 07:00:00 AM +0000
B90113,5157418,UNITED AMBULETTE INC,Paratransit Vehicle,T455521C,1FTNS24L72HA45750,2002,11/10/2011 08:00:00 AM +0000
B90113,5158113,UNITED AMBULETTE INC,Paratransit Vehicle,T455562C,1FTNS24L02HA54709,2002,11/20/2011 08:00:00 AM +0000
B90113,5158165,UNITED AMBULETTE INC,Paratransit Vehicle,T455567C,1FTNS24L33HB33468,2003,11/21/2011 08:00:00 AM +0000
B90113,5158166,UNITED AMBULETTE INC,Paratransit Vehicle,T455566C,1FTNS24L33HB37441,2003,11/21/2011 08:00:00 AM +0000
B90113,5188667,UNITED AMBULETTE INC,Paratransit Vehicle,T451718C,1FTNS2EWXADB03364,2010,01/24/2013 08:00:00 AM +0000
B90113,5258982,UNITED AMBULETTE INC,Paratransit Vehicle,T494475C,1FTSS34LX7DA43160,2007,04/10/2013 07:00:00 AM +0000
B90113,5259173,UNITED AMBULETTE INC,Paratransit Vehicle,T494476C,1FTNS24W57DA15851,2007,04/11/2013 07:00:00 AM +0000
B90113,5292493,UNITED AMBULETTE INC,Paratransit Vehicle,T504307C,1FTNE24W48DA74611,2008,04/03/2012 07:00:00 AM +0000
B90113,5318216,UNITED AMBULETTE INC,Paratransit Vehicle,T504637C,1FTNE24WX9DA13913,2009,01/02/2013 08:00:00 AM +0000
B90113,5318240,UNITED AMBULETTE INC,Paratransit Vehicle,T527185C,1FTNE24W29DA13257,2009,01/02/2013 08:00:00 AM +0000
B90115,5314214,GIRLIES AMBULETTE SERVICE INC,Paratransit Vehicle,T514062C,1FTNE24W98DA41829,2008,11/20/2012 08:00:00 AM +0000
B90115,5314564,GIRLIES AMBULETTE SERVICE INC,Paratransit Vehicle,T514061C,1FTNE24W68DB29933,2008,11/25/2012 08:00:00 AM +0000
B90115,5387048,GIRLIES AMBULETTE SERVICE INC,Paratransit Vehicle,T607709C,1FTSS3ELXBDA00266,2011,01/24/2013 08:00:00 AM +0000
B90115,5387051,GIRLIES AMBULETTE SERVICE INC,Paratransit Vehicle,T605102C,1FTSS3EL4BDA00263,2011,01/31/2013 08:00:00 AM +0000
B90115,5387179,GIRLIES AMBULETTE SERVICE INC,Paratransit Vehicle,T605100C,1FTSS3EL3BDA25591,2011,01/31/2013 08:00:00 AM +0000
B90115,5387180,GIRLIES AMBULETTE SERVICE INC,Paratransit Vehicle,T605101C,1FTSS3EL0BDA00261,2011,01/31/2013 08:00:00 AM +0000
B90115,5387192,GIRLIES AMBULETTE SERVICE INC,Paratransit Vehicle,T607710C,1FTSS3EL5BDA25592,2011,01/31/2013 08:00:00 AM +0000
B90115,5401923,GIRLIES AMBULETTE SERVICE INC,Paratransit Vehicle,T612860C,1FTSS3ELXBDA70446,2011,06/06/2013 07:00:00 AM +0000
B90118,,EMA'S AMBULETTE INC,Paratransit Vehicle,T429591C,1FTNS24W17DB44010,2007,06/03/2012 07:00:00 AM +0000
B90118,,EMA'S AMBULETTE INC,Paratransit Vehicle,T429585C,1FTNS24W37DB37026,2007,06/30/2013 07:00:00 AM +0000
B90118,,EMA'S AMBULETTE INC,Paratransit Vehicle,T429596C,1FTNS24W97DB44014,2007,06/30/2013 07:00:00 AM +0000
B90118,5059948,EMA'S AMBULETTE INC,Paratransit Vehicle,T429601C,1FTNS24W99DA84741,2009,10/17/2012 07:00:00 AM +0000
B90118,5059951,EMA'S AMBULETTE INC,Paratransit Vehicle,T429605C,1FTNS24W09DA84742,2009,10/17/2012 07:00:00 AM +0000
B90118,5153251,EMA'S AMBULETTE INC,Paratransit Vehicle,T454715C,1FTSS34L73HB66479,2003,09/16/2011 07:00:00 AM +0000
B90118,5165913,EMA'S AMBULETTE INC,Paratransit Vehicle,T455320C,1FTSS34L74HA40625,2004,03/16/2012 07:00:00 AM +0000
B90118,5189766,EMA'S AMBULETTE INC,Paratransit Vehicle,T471172C,1FTNS24L05HA61129,2005,02/08/2013 08:00:00 AM +0000
B90118,5208406,EMA'S AMBULETTE INC,Paratransit Vehicle,T475973C,1FTSS34L06HA37780,2006,09/07/2011 07:00:00 AM +0000
B90118,5218028,EMA'S AMBULETTE INC,Paratransit Vehicle,T477013C,1FTSS34L16HA89175,2006,01/25/2012 08:00:00 AM +0000
B90118,5255719,EMA'S AMBULETTE INC,Paratransit Vehicle,T493124C,1FTNS24W36DB34447,2006,03/14/2013 07:00:00 AM +0000
B90118,5383276,EMA'S AMBULETTE INC,Paratransit Vehicle,T521165C,1FTNS2EW6ADB02678,2010,12/13/2012 08:00:00 AM +0000
B90118,5388170,EMA'S AMBULETTE INC,Paratransit Vehicle,T600156C,1FTNS2EW5ADB02669,2010,02/14/2013 08:00:00 AM +0000
B90122,,SINAI VAN SERVICE INC,Paratransit Vehicle,28298LA,1FTNS24W07DA13571,2007,05/25/2012 07:00:00 AM +0000
B90122,5015372,SINAI VAN SERVICE INC,Paratransit Vehicle,24071LA,1FBSSBL0ADA31873,2010,08/17/2013 07:00:00 AM +0000
B90122,5015375,SINAI VAN SERVICE INC,Paratransit Vehicle,36259LA,1FTNS24W08DB54416,2008,08/17/2013 07:00:00 AM +0000
B90122,5115154,SINAI VAN SERVICE INC,Paratransit Vehicle,36261LA,1FBNE31L94HA85384,2004,05/17/2012 07:00:00 AM +0000
B90122,5145625,SINAI VAN SERVICE INC,Paratransit Vehicle,38239LA,1FTSS34L06DA34434,2006,06/09/2013 07:00:00 AM +0000
B90122,5151578,SINAI VAN SERVICE INC,Paratransit Vehicle,60292LA,1FDSS31S55HB20935,2005,08/22/2013 07:00:00 AM +0000
B90122,5151582,SINAI VAN SERVICE INC,Paratransit Vehicle,24303LA,1FBSS31L49DA12708,2009,08/22/2013 07:00:00 AM +0000
B90122,5158724,SINAI VAN SERVICE INC,Paratransit Vehicle,60285LA,1FBSS3BL9ADA48686,2010,12/03/2011 08:00:00 AM +0000
B90122,5158726,SINAI VAN SERVICE INC,Paratransit Vehicle,38073LA,1FBSS31L93HA41315,2003,12/03/2011 08:00:00 AM +0000
B90122,5158731,SINAI VAN SERVICE INC,Paratransit Vehicle,38337LA,1FDSS31LX6DA21853,2006,12/03/2011 08:00:00 AM +0000
B90122,5162524,SINAI VAN SERVICE INC,Paratransit Vehicle,37803LA,1FBSS31L12HA75375,2002,02/12/2012 08:00:00 AM +0000
B90122,5166650,SINAI VAN SERVICE INC,Paratransit Vehicle,59758LA,1FBSS31L73HA92635,2003,03/24/2012 07:00:00 AM +0000
B90122,5166716,SINAI VAN SERVICE INC,Paratransit Vehicle,38237LA,1FBSS31L55HB17230,2005,03/25/2012 07:00:00 AM +0000
B90122,5174533,SINAI VAN SERVICE INC,Paratransit Vehicle,60297LA,1FBNE31L35HB47394,2005,06/25/2012 07:00:00 AM +0000
B90122,5174534,SINAI VAN SERVICE INC,Paratransit Vehicle,44220LA,1FBSS31L87DA97548,2007,06/25/2012 07:00:00 AM +0000
B90122,5177085,SINAI VAN SERVICE INC,Paratransit Vehicle,60270LA,1FBNE31L13HA17837,2003,08/03/2012 07:00:00 AM +0000
B90122,5182135,SINAI VAN SERVICE INC,Paratransit Vehicle,33715LA,1FTNS24W27DA63338,2007,10/13/2012 07:00:00 AM +0000
B90122,5182150,SINAI VAN SERVICE INC,Paratransit Vehicle,38546LA,1FBSS31L43HA48673,2003,10/13/2012 07:00:00 AM +0000
B90122,5197391,SINAI VAN SERVICE INC,Paratransit Vehicle,43978LA,1FTNS2EWXADA00347,2010,04/19/2013 07:00:00 AM +0000
B90122,5208486,SINAI VAN SERVICE INC,Paratransit Vehicle,48865LA,1FBNE31L47DA55365,2007,09/07/2013 07:00:00 AM +0000
B90122,5210079,SINAI VAN SERVICE INC,Paratransit Vehicle,49349LA,1FTNS24W69DA28711,2009,09/29/2013 07:00:00 AM +0000
B90122,5215640,SINAI VAN SERVICE INC,Paratransit Vehicle,54407LA,1FBSS3BL6BDA25612,2011,12/14/2011 08:00:00 AM +0000
B90122,5228673,SINAI VAN SERVICE INC,Paratransit Vehicle,56365LA,1FBSS31L84HA18349,2004,05/05/2012 07:00:00 AM +0000
B90122,5228675,SINAI VAN SERVICE INC,Paratransit Vehicle,56366LA,1FBNE31L65HB07410,2005,05/05/2012 07:00:00 AM +0000
B90122,5235406,SINAI VAN SERVICE INC,Paratransit Vehicle,63489LA,1FBSS31L33HB35397,2003,07/31/2012 07:00:00 AM +0000
B90122,5235412,SINAI VAN SERVICE INC,Paratransit Vehicle,51934LA,1FBNE31L78DA28517,2008,07/31/2012 07:00:00 AM +0000
B90122,5235422,SINAI VAN SERVICE INC,Paratransit Vehicle,59761LA,1FBSS31L63HB04466,2003,07/31/2012 07:00:00 AM +0000
B90122,5236848,SINAI VAN SERVICE INC,Paratransit Vehicle,60500LA,1FBSS31L04HB24410,2004,08/16/2012 07:00:00 AM +0000
B90122,5236856,SINAI VAN SERVICE INC,Paratransit Vehicle,64309LA,1FBSS31L03HB26916,2003,08/16/2012 07:00:00 AM +0000
B90122,5241030,SINAI VAN SERVICE INC,Paratransit Vehicle,60506LA,1FBSS31L23HB04464,2003,10/05/2012 07:00:00 AM +0000
B90122,5241032,SINAI VAN SERVICE INC,Paratransit Vehicle,60502LA,1FBSS3BL5ADA95049,2010,10/05/2012 07:00:00 AM +0000
B90122,5241037,SINAI VAN SERVICE INC,Paratransit Vehicle,60205LA,1FTNS2EW9ADB02691,2010,10/05/2012 07:00:00 AM +0000
B90122,5241038,SINAI VAN SERVICE INC,Paratransit Vehicle,59893LA,1FBSS3BL9ADA52298,2010,10/05/2012 07:00:00 AM +0000
B90122,5241045,SINAI VAN SERVICE INC,Paratransit Vehicle,51948LA,1FBSS31L67DA14246,2007,10/05/2012 07:00:00 AM +0000
B90122,5241050,SINAI VAN SERVICE INC,Paratransit Vehicle,60207LA,1FBSS31L56DA47642,2006,10/05/2012 07:00:00 AM +0000
B90122,5276025,SINAI VAN SERVICE INC,Paratransit Vehicle,60249LA,1FTNE24W27DA63332,2007,10/10/2013 07:00:00 AM +0000
B90122,5276028,SINAI VAN SERVICE INC,Paratransit Vehicle,60232LA,1FTSS34L97DA61844,2007,10/10/2011 07:00:00 AM +0000
B90122,5276030,SINAI VAN SERVICE INC,Paratransit Vehicle,59895LA,1FBSS3BL0ADA52304,2010,10/10/2013 07:00:00 AM +0000
B90122,5276031,SINAI VAN SERVICE INC,Paratransit Vehicle,60243LA,1FTNS24W07DA63337,2007,10/10/2011 07:00:00 AM +0000
B90122,5276037,SINAI VAN SERVICE INC,Paratransit Vehicle,24313LA,1FBSS31L23HB35794,2003,10/10/2011 07:00:00 AM +0000
B90122,5276038,SINAI VAN SERVICE INC,Paratransit Vehicle,60230LA,1FBSS31L34HB02370,2004,10/10/2011 07:00:00 AM +0000
B90122,5276039,SINAI VAN SERVICE INC,Paratransit Vehicle,60238LA,1FDSS31L53HB08306,2003,10/10/2011 07:00:00 AM +0000
B90122,5276045,SINAI VAN SERVICE INC,Paratransit Vehicle,60204LA,1FTNE24W56DA34437,2006,10/10/2011 07:00:00 AM +0000
B90122,5287381,SINAI VAN SERVICE INC,Paratransit Vehicle,60517LA,1FTNS24W58DA21845,2008,02/08/2012 08:00:00 AM +0000
B90122,5288770,SINAI VAN SERVICE INC,Paratransit Vehicle,60246LA,1FBSS31L43HA99705,2003,02/25/2012 08:00:00 AM +0000
B90122,5294974,SINAI VAN SERVICE INC,Paratransit Vehicle,60545LA,1FTNS24W97DA13570,2007,05/28/2012 07:00:00 AM +0000
B90122,5295592,SINAI VAN SERVICE INC,Paratransit Vehicle,60206LA,1FBSS31L63HA48674,2003,04/16/2012 07:00:00 AM +0000
B90122,5295593,SINAI VAN SERVICE INC,Paratransit Vehicle,43879LA,1FTNE24W95HB45404,2005,04/16/2012 07:00:00 AM +0000
B90122,5295594,SINAI VAN SERVICE INC,Paratransit Vehicle,60541LA,1FTNS24W38DA72681,2008,04/16/2012 07:00:00 AM +0000
B90122,5296508,SINAI VAN SERVICE INC,Paratransit Vehicle,60531LA,1FBSS31L65HB17222,2005,04/25/2012 07:00:00 AM +0000
B90122,5296511,SINAI VAN SERVICE INC,Paratransit Vehicle,60514LA,1FTNS24WX9DA04606,2009,04/25/2012 07:00:00 AM +0000
B90122,5298123,SINAI VAN SERVICE INC,Paratransit Vehicle,60549LA,1FTNS24W78DA72683,2008,05/12/2012 07:00:00 AM +0000
B90122,5298125,SINAI VAN SERVICE INC,Paratransit Vehicle,60547LA,1FTNS24W38DA44931,2008,05/12/2012 07:00:00 AM +0000
B90122,5301967,SINAI VAN SERVICE INC,Paratransit Vehicle,60553LA,1FTNS24WX8DA90059,2008,06/23/2012 07:00:00 AM +0000
B90122,5311315,SINAI VAN SERVICE INC,Paratransit Vehicle,60265LA,1FBNE31L26HA03255,2006,10/07/2012 07:00:00 AM +0000
B90122,5311320,SINAI VAN SERVICE INC,Paratransit Vehicle,60266LA,1FTNS24WX8DB49255,2008,10/07/2012 07:00:00 AM +0000
B90122,5311324,SINAI VAN SERVICE INC,Paratransit Vehicle,60534LA,1FTNS24W18DA44930,2008,10/07/2012 07:00:00 AM +0000
B90122,5311611,SINAI VAN SERVICE INC,Paratransit Vehicle,60523LA,1FTSS34L86DB17951,2006,10/10/2012 07:00:00 AM +0000
B90122,5311614,SINAI VAN SERVICE INC,Paratransit Vehicle,60557LA,1FBSS31L35HB17243,2005,10/10/2012 07:00:00 AM +0000
B90122,5312820,SINAI VAN SERVICE INC,Paratransit Vehicle,60262LA,1FBNE31L45HA17902,2005,10/23/2012 07:00:00 AM +0000
B90122,5312823,SINAI VAN SERVICE INC,Paratransit Vehicle,60267LA,1FTNS24WX8DB41107,2008,10/23/2012 07:00:00 AM +0000
B90122,5314700,SINAI VAN SERVICE INC,Paratransit Vehicle,60273LA,1FTSS34L27DB40594,2007,11/14/2012 08:00:00 AM +0000
B90122,5314704,SINAI VAN SERVICE INC,Paratransit Vehicle,60272LA,1FTNS24W98DB54415,2008,11/14/2012 08:00:00 AM +0000
B90122,5314707,SINAI VAN SERVICE INC,Paratransit Vehicle,60271LA,1FBSS31LX8DA76542,2008,11/14/2012 08:00:00 AM +0000
B90122,5315107,SINAI VAN SERVICE INC,Paratransit Vehicle,60275LA,1FTNS24W28DA21852,2008,11/18/2012 08:00:00 AM +0000
B90122,5316073,SINAI VAN SERVICE INC,Paratransit Vehicle,59894LA,1FBSS31L86HA31279,2006,11/28/2012 08:00:00 AM +0000
B90122,5317935,SINAI VAN SERVICE INC,Paratransit Vehicle,60280LA,1FBSS31L25HB17198,2005,12/18/2012 08:00:00 AM +0000
B90122,5318801,SINAI VAN SERVICE INC,Paratransit Vehicle,60277LA,1FTNS24W78DB54414,2008,12/30/2012 08:00:00 AM +0000
B90122,5319299,SINAI VAN SERVICE INC,Paratransit Vehicle,60268LA,1FBSS3BL1ADA52313,2010,01/07/2013 08:00:00 AM +0000
B90122,5319638,SINAI VAN SERVICE INC,Paratransit Vehicle,60542LA,1FTNS24W58DA72679,2008,01/09/2013 08:00:00 AM +0000
B90122,5322562,SINAI VAN SERVICE INC,Paratransit Vehicle,60284LA,1FBSS3BL6ADA56826,2010,02/09/2013 08:00:00 AM +0000
B90122,5331245,SINAI VAN SERVICE INC,Paratransit Vehicle,60286LA,1FBSS31L07DA42303,2007,04/27/2013 07:00:00 AM +0000
B90122,5338883,SINAI VAN SERVICE INC,Paratransit Vehicle,60295LA,1FBSS31L48DA03117,2008,07/16/2013 07:00:00 AM +0000
B90122,5341984,SINAI I INC,Paratransit Vehicle,T518585C,1FBSS31L06DA40954,2006,08/24/2013 07:00:00 AM +0000
B90122,5341987,SINAI I INC,Paratransit Vehicle,T518584C,1FTNS24W89DA04605,2009,09/09/2013 07:00:00 AM +0000
B90122,5342199,SINAI VAN SERVICE INC,Paratransit Vehicle,60296LA,1FBSS31L47DA55278,2007,08/24/2013 07:00:00 AM +0000
B90122,5343449,SINAI I INC,Paratransit Vehicle,T518607C,1FBNE31LX8DA99890,2008,09/21/2013 07:00:00 AM +0000
B90122,5344009,SINAI VAN SERVICE INC,Paratransit Vehicle,60269LA,1FTNS24W99DA28699,2009,09/17/2013 07:00:00 AM +0000
B90122,5344489,SINAI VAN SERVICE INC,Paratransit Vehicle,60222LA,1FBSS31L14HA46266,2004,09/22/2011 07:00:00 AM +0000
B90122,5351782,SINAI I INC,Paratransit Vehicle,T525411C,1FBSS31L86DA96947,2006,12/23/2011 08:00:00 AM +0000
B90122,5351785,SINAI I INC,Paratransit Vehicle,T525410C,1FTNS24W09DA87804,2009,12/23/2011 08:00:00 AM +0000
B90122,5360140,"SINAI I,INC.",Paratransit Vehicle,T527818C,1FTNS2EW7ADA43883,2010,04/09/2012 07:00:00 AM +0000
B90122,5362729,SINAI I INC,Paratransit Vehicle,T527870C,1FTNS2EW4ADA43906,2010,04/26/2012 07:00:00 AM +0000
B90122,5362730,SINAI I INC,Paratransit Vehicle,T527871C,1FTNS2EW6ADA43907,2010,04/26/2012 07:00:00 AM +0000
B90122,5367714,SINAI I INC.,Paratransit Vehicle,T529672C,1FTNS2EW5ADA56776,2010,06/21/2012 07:00:00 AM +0000
B90122,5368249,SINAI I INC,Paratransit Vehicle,T529678C,1FTNS2EW1ADA43913,2010,06/29/2012 07:00:00 AM +0000
B90122,5368367,SINAI I INC,Paratransit Vehicle,T529683C,1FTNS24L67DA65521,2007,06/29/2012 07:00:00 AM +0000
B90122,5372182,SINAI I INC,Paratransit Vehicle,T603838C,1FTNS2EW9ADA56778,2010,08/13/2012 07:00:00 AM +0000
B90122,5377423,SINAI I INC,Paratransit Vehicle,T603861C,1FBSS3BL1ADA48679,2010,10/15/2012 07:00:00 AM +0000
B90122,5381367,SINAI I INC,Paratransit Vehicle,T605493C,1FTNS2EW3ADB02685,2010,11/17/2012 08:00:00 AM +0000
B90122,5383006,SINAI I INC,Paratransit Vehicle,T605523C,1FTNS2EW3ADB03366,2010,12/03/2012 08:00:00 AM +0000
