BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
2-03567-0001,"633 OLMSTEAD AVENUE
Bronx, NY
(40.81936280988443, -73.8512986733665)",CASTLE HILL/UNIONPORT,D4-ELEVATOR,624,1966,598478,6702953,11.2,15700000,26.2,2-03132-0001,"989 179 STREET
Bronx, NY
(40.84241491097706, -73.88051305238687)",EAST TREMONT,D1-ELEVATOR,328,1974,402290,4298697,10.69,10100000,25.1,2.1,2-03681-0001,"2001 STORY AVENUE
Bronx, NY
(40.824675513051055, -73.85556465126794)",CASTLE HILL/UNIONPORT,D3-ELEVATOR,355,1973,421833,4853186,11.5,13800000,32.7,0.4
2-03659-0001,"920 METCALF AVENUE
Bronx, NY
(40.822948904925106, -73.8710179113809)",SOUNDVIEW,D4-ELEVATOR,239,1967,212300,2154845,10.15,5040000,23.74,2-03670-0001,"950 UNDERHILL AVENUE
Bronx, NY
(40.824713393806256, -73.86083804888827)",SOUNDVIEW,D3-ELEVATOR,209,1966,216650,1997360,9.22,5700000,26.3,0.55,2-03136-0001,"2008 BRYANT AVENUE
Bronx, NY
(40.84012391800198, -73.88205571133663)",EAST TREMONT,D3-ELEVATOR,204,1973,222060,2669734,12.02,6250000,28.1,1.35
2-03663-0002,"1760 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SOUNDVIEW,D4-ELEVATOR,408,1958,361452,3162705,8.75,7400000,20.47,2-03642-0001,"880 THIERIOT AVENUE
Bronx, NY
(40.82327888267286, -73.86241277558031)",SOUNDVIEW,D3-ELEVATOR,317,1968,352866,3290510,9.33,7700000,21.82,0.2,2-03668-0001,"920 THIERIOT AVENUE
Bronx, NY
(40.82404871944026, -73.86258293845654)",SOUNDVIEW,D3-ELEVATOR,459,1965,490000,4287758,8.75,11100000,22.65,0.2
2-03716-0001,"1569 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SOUNDVIEW,D4-ELEVATOR,104,1962,124778,1247780,10,2920000,23.4,2-03115-0005,"2405 SOUTHERN BOULEVARD
Bronx, NY
(40.85358144952294, -73.8816503249367)",BELMONT,D1-ELEVATOR,142,1970,125075,1195589,9.56,2800000,22.39,2.1,2-03143-0036,"333 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",FORDHAM,D1-ELEVATOR,120,1972,125685,1618323,12.88,3790000,30.2,2.25
2-03717-0001,"1591 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SOUNDVIEW,D4-ELEVATOR,105,1960,117922,1149739,9.75,2690000,22.81,2-03115-0005,"2405 SOUTHERN BOULEVARD
Bronx, NY
(40.85358144952294, -73.8816503249367)",BELMONT,D1-ELEVATOR,142,1970,125075,1195589,9.56,2800000,22.39,2.1,2-03143-0036,"333 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",FORDHAM,D1-ELEVATOR,120,1972,125685,1618323,12.88,3790000,30.2,2.25
2-03717-0018,"1036 MANOR AVENUE
Bronx, NY
(40.82503056742075, -73.87545130043823)",SOUNDVIEW,C6-WALK-UP,44,1928,35700,332010,9.3,777000,21.76,2-03738-0046,"1175 WHEELER AVENUE
Bronx, NY
(40.82782457920146, -73.87999281394482)",SOUNDVIEW,C1-WALK-UP,39,1928,30500,250798,8.22,647000,21.21,0.3,2-03753-0030,"1150 ST LAWRENCE AVENUE
Bronx, NY
(40.828771355579455, -73.86656392069789)",SOUNDVIEW,C1-WALK-UP,30,1927,33000,307226,9.31,876000,26.5,0.5
2-03737-0037,"1160 COLGATE AVENUE
Bronx, NY
(40.82729432806839, -73.88169814410591)",SOUNDVIEW,C6-WALK-UP,17,1927,13446,127737,9.5,299000,22.24,2-03737-0035,"1156 COLGATE AVENUE
Bronx, NY
(40.82719115926624, -73.88167399087463)",SOUNDVIEW,C1-WALK-UP,17,1927,13446,121279,9.02,313000,23.28,0,2-03772-0010,"1210 WHEELER AVENUE
Bronx, NY
(40.82885088488783, -73.88015848879863)",SOUNDVIEW,C1-WALK-UP,16,1913,13400,127152,9.49,363000,27.1,0.2
2-03788-0021,"1041 PUGSLEY AVENUE
Bronx, NY
(40.82777451192735, -73.85642261403828)",CASTLE HILL/UNIONPORT,D4-ELEVATOR,133,1963,151155,1594685,10.55,3730000,24.68,2-03143-0036,"333 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",FORDHAM,D1-ELEVATOR,120,1972,125685,1618323,12.88,3790000,30.2,2.7,2-03797-0001,"2001 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",CASTLE HILL/UNIONPORT,D3-ELEVATOR,118,1964,112507,1412246,12.55,4870000,43.3,0.15
2-03794-0013,"1966 NEWBOLD AVENUE
Bronx, NY
(40.83226497409279, -73.85937937998489)",CASTLE HILL/UNIONPORT,D4-ELEVATOR,139,1967,144460,1459046,10.1,4160000,28.8,2-03143-0036,"333 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",FORDHAM,D1-ELEVATOR,120,1972,125685,1618323,12.88,3790000,30.2,2.45,2-03797-0001,"2001 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",CASTLE HILL/UNIONPORT,D3-ELEVATOR,118,1964,112507,1412246,12.55,4870000,43.3,0.4
2-03900-0039,"1475 THIERIOT AVENUE
Bronx, NY
(40.83706663690138, -73.86541021478455)",PARKCHESTER,D4-ELEVATOR,169,1954,216000,1924560,8.91,4970000,23.01,2-03649-0001,"955 EVERGREEN AVENUE
Bronx, NY
(40.82242107838564, -73.87968229130803)",SOUNDVIEW,D3-ELEVATOR,144,1964,153400,1366281,8.91,3200000,20.86,1.2,2-03797-0001,"2001 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",CASTLE HILL/UNIONPORT,D3-ELEVATOR,118,1964,112507,1412246,12.55,4870000,43.3,0.85
2-03901-0031,"1430 THIERIOT AVENUE
Bronx, NY
(40.836090745978765, -73.86516757361966)",PARKCHESTER,D4-ELEVATOR,170,1960,217800,2478564,11.38,8550000,39.3,2-04178-0010,"3555 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,112000,1274936,11.38,4400000,39.3,2.05,2-04323-0018,"2160 MATTHEWS AVENUE
Bronx, NY
(40.85558496059116, -73.86285939151604)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,133,1964,136122,1496552,10.99,4650000,34.2,1.3
2-03931-0001,"1332 METROPOLITAN AVENUE
Bronx, NY
(40.83409052972558, -73.86078570516344)",PARKCHESTER,D4-ELEVATOR,69,1962,67800,751224,11.08,2330000,34.4,2-03295-0016,"2770 BRIGGS AVENUE
Bronx, NY
(40.86779960290244, -73.89033851548385)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1948,68340,851516,12.46,2940000,43,2.75,2-04328-0023,"1025 ESPLANADE
Bronx, NY
(40.85525434331134, -73.85956952335299)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,48,1954,56200,622946,11.08,1940000,34.5,1.45
2-03931-0006,"1910 MC GRAW AVENUE
Bronx, NY
(40.834532887061734, -73.8614602032064)",PARKCHESTER,D4-ELEVATOR,54,1929,57000,344850,6.05,807000,14.16,2-04430-0028,"2455 CRUGER AVENUE
Bronx, NY
(40.86285847268429, -73.86645597396297)",BRONXDALE,D1-ELEVATOR,54,1928,66368,401813,6.05,941000,14.18,1.95,2-04432-0028,"750 MACE AVENUE
Bronx, NY
(40.86314465647516, -73.8654316625011)",PELHAM PARKWAY NORTH,D7-ELEVATOR,58,1928,67400,394643,5.86,924000,13.71,1.95
2-03948-0047,"2181 STARLING AVENUE
Bronx, NY
(40.836339133713764, -73.85270261096049)",PARKCHESTER,D4-ELEVATOR,42,1962,30927,337722,10.92,1050000,34,2-04994-0017,"667 233 STREET
Bronx, NY
(40.89386014901799, -73.85856279826099)",WAKEFIELD,D1-ELEVATOR,51,1963,48041,524467,10.92,1630000,33.9,3.95,2-04328-0011,"2185 HONE AVENUE
Bronx, NY
(40.85636861895209, -73.85994094934425)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,43,1962,41225,276385,6.7,647000,15.69,1.35
2-03987-0058,"1500 OVERING STREET
Bronx, NY
(40.840732086930444, -73.84542831518446)",WESTCHESTER,C6-WALK-UP,31,1926,27150,244621,9.01,631000,23.24,2-03982-0035,"1443 OVERING STREET
Bronx, NY
(40.840171993012824, -73.84478153486539)",WESTCHESTER,C1-WALK-UP,57,1927,49044,325795,6.64,763000,15.56,0.1,2-04068-0001,"1500 HONE AVENUE
Bronx, NY
(40.8427859779476, -73.85085483468579)",WESTCHESTER,C1-WALK-UP,49,1927,43340,390521,9.01,1010000,23.3,0.3
2-04162-0002,"1720 MAYFLOWER AVENUE
Bronx, NY
(40.845309172067154, -73.83449046071343)",SCHUYLERVILLE/PELHAM BAY,D4-ELEVATOR,120,1966,127000,1445260,11.38,3380000,26.6,2-04178-0010,"3555 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,112000,1274936,11.38,4400000,39.3,0.3,,,,,,,,,,,,
2-04174-0024,"3121 MIDDLETOWN ROAD
Bronx, NY
(40.84523742771046, -73.8264543417798)",SCHUYLERVILLE/PELHAM BAY,D4-ELEVATOR,157,1963,135250,1539145,11.38,5310000,39.3,2-04178-0010,"3555 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,112000,1274936,11.38,4400000,39.3,0.1,,,,,,,,,,,,
2-04230-0015,"1950 HUTCH RIVER PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D4-ELEVATOR,158,1961,179920,2047489,11.38,4790000,26.6,2-04178-0010,"3555 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,112000,1274936,11.38,4400000,39.3,0.45,,,,,,,,,,,,
2-04247-0057,"2015 ST PAUL AVENUE
Bronx, NY
(40.85254726976069, -73.82879385866468)",SCHUYLERVILLE/PELHAM BAY,D4-ELEVATOR,66,1964,58600,666868,11.38,2300000,39.2,2-04246-0020,"2025 CONTINENTAL AVENUE
Bronx, NY
(40.85250342420489, -73.82982531996933)",SCHUYLERVILLE/PELHAM BAY,D1-ELEVATOR,55,1963,57840,677884,11.72,2340000,40.5,0.03,2-04178-0010,"3555 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,112000,1274936,11.38,4400000,39.3,0.4
2-04251-0011,"1874 PELHAM PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D4-ELEVATOR,95,1970,85218,969780,11.38,3350000,39.3,2-04246-0020,"2025 CONTINENTAL AVENUE
Bronx, NY
(40.85250342420489, -73.82982531996933)",SCHUYLERVILLE/PELHAM BAY,D1-ELEVATOR,55,1963,57840,677884,11.72,2340000,40.5,0.15,2-04178-0010,"3555 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,112000,1274936,11.38,4400000,39.3,0.5
2-04252-0017,"1910 PELHAM PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D4-ELEVATOR,52,1964,44329,504464,11.38,1740000,39.3,2-04178-0010,"3555 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,112000,1274936,11.38,4400000,39.3,0.5,2-04246-0020,"2025 CONTINENTAL AVENUE
Bronx, NY
(40.85250342420489, -73.82982531996933)",SCHUYLERVILLE/PELHAM BAY,D1-ELEVATOR,55,1963,57840,677884,11.72,2340000,40.5,0.15
2-04256-0003,"1944 UNIONPORT ROAD
Bronx, NY
(40.84995033576812, -73.86875865478986)",MORRIS PARK/VAN NEST,D4-ELEVATOR,79,1927,56634,504042,8.9,1300000,22.95,2-04284-0001,"2039 CRUGER AVENUE
Bronx, NY
(40.85151387208959, -73.86682617816146)",MORRIS PARK/VAN NEST,D1-ELEVATOR,73,1935,81456,724971,8.9,1870000,22.96,0.15,2-04285-0010,"2036 CRUGER AVENUE
Bronx, NY
(40.85137313065737, -73.86675891634732)",MORRIS PARK/VAN NEST,D1-ELEVATOR,43,1937,43854,418153,9.54,1190000,27.1,0.15
2-04256-0008,"1954 UNIONPORT ROAD
Bronx, NY
(40.85010989009071, -73.86866922306764)",MORRIS PARK/VAN NEST,D4-ELEVATOR,83,1928,63540,565506,8.9,1460000,22.98,2-04284-0001,"2039 CRUGER AVENUE
Bronx, NY
(40.85151387208959, -73.86682617816146)",MORRIS PARK/VAN NEST,D1-ELEVATOR,73,1935,81456,724971,8.9,1870000,22.96,0.15,2-04285-0010,"2036 CRUGER AVENUE
Bronx, NY
(40.85137313065737, -73.86675891634732)",MORRIS PARK/VAN NEST,D1-ELEVATOR,43,1937,43854,418153,9.54,1190000,27.1,0.15
2-04287-0001,"2081 CRUGER AVENUE
Bronx, NY
(40.85273532264298, -73.8667822989364)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,85,1931,87924,884515,10.06,2520000,28.7,2-04321-0038,"2198 WALLACE AVENUE
Bronx, NY
(40.85663748038834, -73.86469935941818)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,85,1929,87810,883747,10.06,2520000,28.7,0.25,2-04320-0042,"2181 WALLACE AVENUE
Bronx, NY
(40.855980458220195, -73.86479542693924)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,72,1931,84588,862164,10.19,2680000,31.7,0.2
2-04289-0015,"762 BRADY AVENUE
Bronx, NY
(40.852347163045295, -73.86531101073294)",MORRIS PARK/VAN NEST,D4-ELEVATOR,55,1932,54184,590605,10.9,1840000,34,2-04287-0050,"2105 CRUGER AVENUE
Bronx, NY
(40.85347907061547, -73.86676054664419)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,49,1939,46212,503522,10.9,1560000,33.8,0.15,2-04287-0055,"2095 CRUGER AVENUE
Bronx, NY
(40.853158654271155, -73.86676864307742)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,42,1939,53400,492480,9.22,1400000,26.2,0.15
2-04289-0020,"764 BRADY AVENUE
Bronx, NY
(40.85234485751091, -73.8652318540521)",MORRIS PARK/VAN NEST,D4-ELEVATOR,105,1933,94000,836600,8.9,2160000,22.98,2-04284-0001,"2039 CRUGER AVENUE
Bronx, NY
(40.85151387208959, -73.86682617816146)",MORRIS PARK/VAN NEST,D1-ELEVATOR,73,1935,81456,724971,8.9,1870000,22.96,0.1,,,,,,,,,,,,
2-04289-0035,"754 BRADY AVENUE
Bronx, NY
(40.85235638518431, -73.86562763750608)",MORRIS PARK/VAN NEST,D4-ELEVATOR,59,1932,75260,669814,8.9,1730000,22.99,2-04284-0001,"2039 CRUGER AVENUE
Bronx, NY
(40.85151387208959, -73.86682617816146)",MORRIS PARK/VAN NEST,D1-ELEVATOR,73,1935,81456,724971,8.9,1870000,22.96,0.1,,,,,,,,,,,,
2-04289-0050,"758 BRADY AVENUE
Bronx, NY
(40.85235177411504, -73.86546932412782)",MORRIS PARK/VAN NEST,D4-ELEVATOR,58,1932,67500,600750,8.9,1550000,22.96,2-04284-0001,"2039 CRUGER AVENUE
Bronx, NY
(40.85151387208959, -73.86682617816146)",MORRIS PARK/VAN NEST,D1-ELEVATOR,73,1935,81456,724971,8.9,1870000,22.96,0.1,,,,,,,,,,,,
2-04291-0001,"2075 WALLACE AVENUE
Bronx, NY
(40.85242552459459, -73.86492011309757)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,190,1930,174400,1785856,10.24,5550000,31.8,2-04286-0022,"2100 BRONX PARK
Bronx, NY
(40.85369968438688, -73.86913805069814)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,157,1929,168990,1729743,10.24,4930000,29.2,0.15,2-04291-0024,"2131 WALLACE AVENUE
Bronx, NY
(40.85414161089087, -73.864860937708)",PELHAM PARKWAY SOUTH,D7-ELEVATOR,187,1929,178126,1920049,10.78,5480000,30.8,0
2-04291-0014,"2105 WALLACE AVENUE
Bronx, NY
(40.853344856539024, -73.864888411996)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,192,1952,220000,2182400,9.92,6220000,28.3,2-04222-0046,"1560 PELHAM PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,177,1960,184500,1831024,9.92,5220000,28.3,1.25,,,,,,,,,,,,
2-04292-0014,"2100 WALLACE AVENUE
Bronx, NY
(40.85322084953029, -73.86482018352058)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,148,1940,144354,1478184,10.24,4590000,31.8,2-04286-0022,"2100 BRONX PARK
Bronx, NY
(40.85369968438688, -73.86913805069814)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,157,1929,168990,1729743,10.24,4930000,29.2,0.2,,,,,,,,,,,,
2-04293-0010,"2080 BARNES AVENUE
Bronx, NY
(40.85364105648129, -73.86386320956547)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,96,1951,127000,1068070,8.41,2760000,21.73,2-04222-0028,"1540 PELHAM PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,61,1953,91705,771254,8.41,1990000,21.7,1.15,2-04222-0093,"1545 RHINELANDER AVENUE
Bronx, NY
(40.85582386413676, -73.84149069361773)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,106,1962,112339,1316992,11.72,4540000,40.4,1.15
2-04298-0022,"900 LYDIG AVENUE
Bronx, NY
(40.85438447122029, -73.86197310901291)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,92,1959,105000,998369,9.51,2850000,27.1,2-04221-0001,"2100 EASTCHESTER ROAD
Bronx, NY
(40.856145150899465, -73.8439124998856)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,70,1963,81000,757659,9.35,2160000,26.7,1,2-04222-0093,"1545 RHINELANDER AVENUE
Bronx, NY
(40.85582386413676, -73.84149069361773)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,106,1962,112339,1316992,11.72,4540000,40.4,1.05
2-04317-0006,"2160 BRONX PARK
Bronx, NY
(40.854668775875034, -73.869485173014)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,61,1938,64291,592763,9.22,1690000,26.3,2-04317-0040,"2185 BOLTON STREET
Bronx, NY
(40.856254677535595, -73.86868313422401)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,67,1935,70704,652102,9.22,1530000,21.64,0,2-04317-0046,"2165 BOLTON STREET
Bronx, NY
(40.8558215499243, -73.8686956111511)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,67,1935,70230,703486,10.02,2010000,28.6,0
2-04317-0015,"2166 BRONX PARK
Bronx, NY
(40.85478158809235, -73.86952540062637)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,65,1936,73610,678684,9.22,1940000,26.4,2-04317-0040,"2185 BOLTON STREET
Bronx, NY
(40.856254677535595, -73.86868313422401)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,67,1935,70704,652102,9.22,1530000,21.64,0,2-04317-0046,"2165 BOLTON STREET
Bronx, NY
(40.8558215499243, -73.8686956111511)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,67,1935,70230,703486,10.02,2010000,28.6,0
2-04317-0025,"2190 BOSTON ROAD
Bronx, NY
(40.856387421904955, -73.8694255046073)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,78,1941,87354,805403,9.22,2300000,26.3,2-04317-0040,"2185 BOLTON STREET
Bronx, NY
(40.856254677535595, -73.86868313422401)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,67,1935,70704,652102,9.22,1530000,21.64,0,2-04317-0046,"2165 BOLTON STREET
Bronx, NY
(40.8558215499243, -73.8686956111511)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,67,1935,70230,703486,10.02,2010000,28.6,0
2-04317-0037,"2191 BOLTON STREET
Bronx, NY
(40.85638461570564, -73.86867939114916)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,54,1941,44270,408169,9.22,1160000,26.2,2-04317-0040,"2185 BOLTON STREET
Bronx, NY
(40.856254677535595, -73.86868313422401)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,67,1935,70704,652102,9.22,1530000,21.64,0,2-04317-0046,"2165 BOLTON STREET
Bronx, NY
(40.8558215499243, -73.8686956111511)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,67,1935,70230,703486,10.02,2010000,28.6,0
2-04319-0010,"2156 CRUGER AVENUE
Bronx, NY
(40.85510727182454, -73.86664822895487)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,73,1930,70836,737402,10.41,2290000,32.3,2-04319-0045,"2157 HOLLAND AVENUE
Bronx, NY
(40.855109870470436, -73.86577640620291)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,73,1930,73842,768543,10.41,2390000,32.4,0,,,,,,,,,,,,
2-04319-0015,"2186 CRUGER AVENUE
Bronx, NY
(40.856169805381704, -73.86661762099233)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,73,1930,70812,737152,10.41,2290000,32.3,2-04319-0045,"2157 HOLLAND AVENUE
Bronx, NY
(40.855109870470436, -73.86577640620291)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,73,1930,73842,768543,10.41,2390000,32.4,0,,,,,,,,,,,,
2-04319-0030,"2199 HOLLAND AVENUE
Bronx, NY
(40.85662190370903, -73.86573355505853)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,93,1930,88386,973129,11.01,3020000,34.2,2-04319-0025,"2198 CRUGER AVENUE
Bronx, NY
(40.856594818694866, -73.86660537781049)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,88,1930,88386,972976,11.01,3020000,34.2,0,2-04319-0045,"2157 HOLLAND AVENUE
Bronx, NY
(40.855109870470436, -73.86577640620291)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,73,1930,73842,768543,10.41,2390000,32.4,0
2-04319-0040,"2187 HOLLAND AVENUE
Bronx, NY
(40.856189894291944, -73.86574579824037)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,73,1930,73182,805733,11.01,2500000,34.2,2-04319-0025,"2198 CRUGER AVENUE
Bronx, NY
(40.856594818694866, -73.86660537781049)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,88,1930,88386,972976,11.01,3020000,34.2,0,2-04319-0045,"2157 HOLLAND AVENUE
Bronx, NY
(40.855109870470436, -73.86577640620291)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,73,1930,73842,768543,10.41,2390000,32.4,0
2-04322-0051,"2165 MATTHEWS AVENUE
Bronx, NY
(40.855737934399514, -73.86292638146611)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,62,1959,58500,644085,11.01,2000000,34.2,2-04319-0025,"2198 CRUGER AVENUE
Bronx, NY
(40.856594818694866, -73.86660537781049)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,88,1930,88386,972976,11.01,3020000,34.2,0.15,2-04319-0045,"2157 HOLLAND AVENUE
Bronx, NY
(40.855109870470436, -73.86577640620291)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,73,1930,73842,768543,10.41,2390000,32.4,0.15
2-04325-0021,"2121 PAULDING AVENUE
Bronx, NY
(40.85399220962922, -73.85982017348815)",PELHAM PARKWAY SOUTH,D4-ELEVATOR,121,1964,153804,1690305,10.99,5250000,34.1,2-04323-0018,"2160 MATTHEWS AVENUE
Bronx, NY
(40.85558496059116, -73.86285939151604)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,133,1964,136122,1496552,10.99,4650000,34.2,0.15,,,,,,,,,,,,
2-04337-0001,"601 PELHAM PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",BRONXDALE,D4-ELEVATOR,116,1937,108757,1267019,11.65,4370000,40.2,2-04426-0017,"2440 OLINVILLE AVENUE
Bronx, NY
(40.86213754651548, -73.86843904349027)",BRONXDALE,D1-ELEVATOR,83,1965,95700,862834,9.02,2230000,23.3,0.35,2-04342-0010,"2280 OLINVILLE AVENUE
Bronx, NY
(40.85936205163215, -73.8685367578719)",BRONXDALE,D1-ELEVATOR,256,1965,255000,2971510,11.65,10300000,40.4,0.2
2-04337-0018,"2244 BRONX PARK
Bronx, NY
(40.85840735541852, -73.87087026496502)",BRONXDALE,D4-ELEVATOR,68,1956,65071,590844,9.08,1690000,26,2-04337-0032,"2245 BARKER AVENUE
Bronx, NY
(40.85848976687058, -73.86955969816803)",BRONXDALE,D1-ELEVATOR,50,1959,57678,523961,9.08,1490000,25.8,0,,,,,,,,,,,,
2-04341-0001,"665 THWAITES PLACE
Bronx, NY
(40.85889999364674, -73.86892283319438)",BRONXDALE,D4-ELEVATOR,135,1962,125891,1524540,12.11,5260000,41.8,2-04633-0001,"831 BARTHOLDI STREET
Bronx, NY
(40.87380248839965, -73.86238609432566)",BRONXDALE,D1-ELEVATOR,122,1973,127629,1545572,12.11,4410000,34.6,1.05,2-04342-0010,"2280 OLINVILLE AVENUE
Bronx, NY
(40.85936205163215, -73.8685367578719)",BRONXDALE,D1-ELEVATOR,256,1965,255000,2971510,11.65,10300000,40.4,0.05
