Company Name,Address,Address2,City,Category Name,URL,Hiring,Jobs URL,Why NYC
BigFuel,40 West 23rd Street,5th Floor,New York,HQ'd in NY,http://bigfuel.com/,true,http://hire.jobvite.com/CompanyJobs/Careers.aspx?c=qI39Vfwz,
Black Hammer Productions,447 Broadway,,New York,HQ'd in NY,http://www.blackhammer.com/,false,,
Blazetrak,1133 Broadway,#706,New York,HQ'd in NY,http://www.blazetrak.com,false,,
Blip,636 Broadway,3rd Floor,New York,HQ'd in NY,http://www.blip.tv,true,http://blip.tv/careers,
Boonty,54 Franklin Street,Suite 3F,New York,HQ'd in NY,http://www.boonty.net/,false,,
BrandGames,636 Broadway,Suite 1100,New York,HQ'd in NY,http://www.brandgames.com/,false,,
Break The Crates,902 Broadway,4th Floor,New York,HQ'd in NY,http://breakthecrates.com/,false,,
Breakfast,55 Washington Street,Suite 253B,Brooklyn,HQ'd in NY,http://breakfastny.com/,true,http://breakfastny.com/jobs/,We specialize in creating digital experiences that utilize custom robotics and devices to bridge the gap between the online and real worlds.
in8 Mobile,20 Jay Street,Suite 1100,Brooklyn,HQ'd in NY,http://www.in8mobile.com/,false,,
Brightline,565 Fifth Avenue,,New York,HQ'd in NY,http://www.brightlineitv.com/,false,,
Bug Labs,598 Broadway,4th Floor,New York,HQ'd in NY,http://www.buglabs.net/,false,,
Business Insider,257 Park Avenue South,13th Floor,New York,HQ'd in NY,http://www.businessinsider.com/,true,http://www.businessinsider.com/category/business-insider-jobs,
BustedTees,54 West 22nd Street,,New York,HQ'd in NY,http://www.bustedtees.com,true,http://www.bustedtees.com/jobs,
BuyFolio,305 West Broadway,Suite 227,New York,HQ'd in NY,http://www.buyfolio.com/,false,,
Buzzr,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.buzzr.com,false,,
Capital New York,333 West 39th Street,Suite 902,New York,HQ'd in NY,http://www.capitalnewyork.com/,false,,
Carbonmade,187 Lafayette Street,4th Floor,New York,HQ'd in NY,http://carbonmade.com/,false,,
Carrot Creative,45 Main Street,Suite 1200,Brooklyn,HQ'd in NY,http://carrotcreative.com/,true,http://carrot.is/hiring,
Cellfish Media,"215 Lexington Avenue,",,New York,HQ'd in NY,http://www.cellfishmedia.com/,false,http://www.cellfishmedia.com/careers/,
ChickRx,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.chickrx.com/splash,false,,
ChubbyBrain,160 Varick Street,12th Floor,New York,HQ'd in NY,http://www.chubbybrain.com/,true,http://www.chubbybrain.com/jobs.php,
Cleargears,36 East 12th Street,,New York,HQ'd in NY,http://www.cleargears.com/,false,,
Clique,304 E. 93rd St.,,New York,HQ'd in NY,http://letsclique.com/,false,,
CodeWalla,377 Rector Place,#4a,New York,HQ'd in NY,http://codewalla.com/,true,http://codewalla.com/job/business-analyst,
CollegeHumor,555 West 18th Street,,New York,HQ'd in NY,http://www.collegehumor.com,true,http://www.chmedia.com/jobs,
Complex Media Network,40 West 23rd Street,,New York,HQ'd in NY,http://www.complexmedianetwork.com/,true,http://www.complexmedianetwork.com/company/jobs,
Comqi,134 West 26th Street,Suite 900,New York,HQ'd in NY,http://comqi.com/,false,,
Critical Media,1776 Broadway,#24,New York,HQ'd in NY,http://www.crowdtap.com,true,http://crowdtap.it/jobs/,
Densebrain,547 West 27th Street,Suite 308,New York,HQ'd in NY,http://www.densebrain.com/,false,,
Direct Agents,740 Broadway,Suite 701,New York,HQ'd in NY,http://www.directagents.com/,true,http://www.directagents.com/careers/current-openings/,
Distilled,41 East 11th Street,11th Floor,New York,HQ'd in NY,http://www.distilled.net/,true,http://www.distilled.net/jobs/,
Fabricly,30 West 18th Street,#M2,New York,HQ'd in NY,http://www.fabricly.com,false,,
Visual Revenue,450 West 33rd Street,14th Floor,New York,HQ'd in NY,http://visualrevenue.com/,true,http://visualrevenue.com/aboutus/jobs,
Famocracy,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.famocracy.com,false,,
Vook,151 West 23th Street,,New York,HQ'd in NY,http://vook.com/,true,https://www.jobscore.com/jobs/vook/,
Voxy,632 Broadway,,New York,HQ'd in NY,http://voxy.com/,true,http://voxy.com/about/jobs/en/,
FastSociety,10 Downing Street,Suite #6D,New York,HQ'd in NY,http://www.fastsociety.com,true,http://fastsociety.theresumator.com/apply,
Fiesta.cc,36 East 12th Street,,New York,HQ'd in NY,http://www.fiesta.cc,false,,
FiftyOne,8 West 40th Street,5th Floor,New York,HQ'd in NY,http://www.fiftyone.com,false,,
Watchitoo,24 West 40th Street,,New York,HQ'd in NY,http://watchitoo.com/,false,,
Fluidinfo,416 West 13th Street,Suite #203,New York,HQ'd in NY,http://www.fluidinfo.com,false,,
WebMediaBrands,475 Park Avenue South,4th Floor,New York,HQ'd in NY,http://www.webmediabrands.com/,true,http://www.mediabistro.com/joblistings/,
Forterra Systems Inc.,48 Wall Street,11th Floor,New York,HQ'd in NY,http://www.forterrainc.com,false,,
Worldwide Biggies,545 West 45th Street,,New York,HQ'd in NY,http://www.worldwidebiggies.com/,false,,
FranchiseHelp,175 Varick Street,,New York,HQ'd in NY,http://www.franchisehelp.com,false,,
Freakonomics,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.freakonomics.com,false,,
XO,462 Broadway,Floor 6,New York,HQ'd in NY,http://www.xogroupinc.com/the-knot-inc-company.aspx,true,http://www.xogroupinc.com/the-knot-careers.aspx,
Freeverse,45 Main Street,,Brooklyn,HQ'd in NY,http://www.freeverse.com/,false,,
Freewheel Media,235 Park Avenue South,12th Floor,New York,HQ'd in NY,,false,,
XS Games,270 Lafayette Street,Suite 1004,New York,HQ'd in NY,http://www.xsgames.biz/,false,,
Freshplanet,311 West 43rd Street,Suite #1404,New York,HQ'd in NY,http://www.freshplanet.com,true,http://freshplanet.com/join-us,
YCharts,307 7th Avenue,#1603,New York,HQ'd in NY,http://ycharts.com/,true,http://ycharts.com/about/jobs,
FSAstore.com,244 Fifth Avenue,Suite J-257,New York,HQ'd in NY,http://www.fsastore.com,true,http://fsastore.com/About-FSA-Store-Jobs.aspx,
Funny Garbage,112 Madison Avenue,4th Floor,New York,HQ'd in NY,http://www.funnygarbage.com,true,http://www.funnygarbage.com/jobs,
YouGift,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.yougift.com/,false,,
Funtank,511 Canal Street,4th Floor,New York,HQ'd in NY,http://www.funtank.com,false,,
Gaia Industries,197 Grand Street,Suite #2 South,New York,HQ'd in NY,http://www.gaiaindustries.com/,false,,
Zaarly,40 West 23rd Street,6th Floor,New York,HQ'd in NY,http://www.zaarly.com/,true,http://www.zaarly.com/jobs,
Zemanta,33 West 17th Street,9th Floor,New York,HQ'd in NY,http://www.zemanta.com/,false,,
Gameloft,45 West 25th Street,,New York,HQ'd in NY,http://www.gameloft.com,false,,
Gamingo,286 Madison Avenue,Suite 2001,New York,HQ'd in NY,http://www.gamingo.com,false,,
Gawker Media,210 Elizabeth Street,4th Floor,New York,HQ'd in NY,http://www.gawker.com,true,http://gawker.com/jobsatgawker,
GeoJelly,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.geojelly.com/,false,,
OneWire,540 Madison Avenue,4th Floor,New York,HQ'd in NY,https://www.onewire.com/Default.aspx,true,https://www.onewire.com/f_13-OneWire-Inc.aspx,
Boxee,122 West 26th Street,8th Floor,New York,HQ'd in NY,http://www.boxee.tv,true,http://www.boxee.tv/jobs,
R/GA,350 West 39th Street,,New York,HQ'd in NY,http://www.rga.com/,true,http://www.rga.com/careers/apply/job-openings,
Gigantic Mechanic,540 President Street,3rd Floor,Brooklyn,HQ'd in NY,http://www.giganticmechanic.com,false,,
Readability,747 Third Avenue,30th Floor,New York,HQ'd in NY,http://www.readability.com/,false,,
HUGE,45 Main Street,,Brooklyn,HQ'd in NY,http://www.hugeinc.com,true,http://www.hugeinc.com/careers/,
GoEnnounce,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.goennounce.com,false,,
Gojee,447 Broadway,2nd Floor,New York,HQ'd in NY,http://www.gojee.com,false,,
Rent the Runway,163 Varick Street,,New York,HQ'd in NY,http://www.renttherunway.com/,true,http://www.renttherunway.com/careers,
graFighters,902 Braodway,4th Floor,New York,HQ'd in NY,http://www.grafighters.com,false,,
Green Screen Interactive Software,575 Broadway,,New York,HQ'd in NY,http://www.greenscreengames.com,false,,
Hara Partners,135 West 36th Street,,New York,HQ'd in NY,http://www.harapartners.com,true,http://www.harapartners.com/about/careers.html,
Hard Candy Shell,79 Mercer Street,,New York,HQ'd in NY,http://www.hardcandyshell.com/,false,,
Catchafire,31 East 32nd Street,10th Floor,New York,HQ'd in NY,http://www.catchafire.org/,true,http://www.catchafire.org/about/jobs/,
Have to Have,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.havetohave.com/,false,,
Heavy Melody Music,307 Seventh Avenue,Suite 1203,New York,HQ'd in NY,http://www.heavymelodymusic.com,false,,
IAC,555 West 18th Street,,New York,HQ'd in NY,http://www.iac.com/,true,http://www.iac.com/Careers/,
Branch,416 West 13th Street,Suite 203,New York,HQ'd in NY,http://branch.com/,true,,
HERE,902 Broadway,4th Floor,New York,HQ'd in NY,http://here.st/,false,,
Clothia,54 West 21st Street,Suite 1001,New York,HQ'd in NY,http://www.clothia.com/,false,,
Huffington Post,770 Broadway,,New York,HQ'd in NY,http://www.huffingtonpost.com/,true,http://www.huffingtonpost.com/p/jobs-at-huffingtonpostcom.html,
Honestly Now,104 West 27 Street,3rd Floor,New York,HQ'd in NY,http://www.honestlynow.com,false,,
HoneyApps,902 Broadway,4th Floor,New York,HQ'd in NY,https://www.risk.io/,true,https://www.risk.io/jobs,
HopStop,10 East 33rd Street,6th Floor,New York,HQ'd in NY,http://www.hopstop.com,true,http://www.hopstop.com/about/careers,
TheLadders,137 Varick Street,,New York,HQ'd in NY,http://www.theladders.com/,true,http://careers.theladders.com/,There's no place for amazing talent quite like NYC.
Rentenna,175 Varick Street,,New York,HQ'd in NY,http://www.rentenna.com/,false,,
Hourly,419 Park Avenue South,2nd Floor,New York,HQ'd in NY,http://www.hourly.com,false,,
Return Path,304 Park Avenue South,#7,New York,HQ'd in NY,http://www.returnpath.net/,true,http://www.returnpath.net/careers/open/,
Revenue Trades,902 Broadway Street,4th Floor,New York,HQ'd in NY,http://www.revenuetrades.com/,false,,
SpotOn,7 West 28th Street,5th Floor,New York,HQ'd in NY,http://www.getspoton.com,true,http://www.getspoton.com/about/jobs/,
SS+K,88 Pine Street,30th Floor,New York,HQ'd in NY,http://ssk.com,true,http://ssk.com/#/jobs,
Roboinvest,154 Grand Street,,New York,HQ'd in NY,http://www.roboinvest.com/,false,,
Startup Giraffe,175 Varick Street,,New York,HQ'd in NY,http://startupgiraffe.com/,true,http://startupgiraffe.com/were-hiring-get-paid-to-launch-a-few-startups-become-the-tech-co-founder-of-your-favorite/#.T6QFxp9YuA0,
ArcMedia Technologies,244 5th Avenue,,New York,HQ'd in NY,http://www.arcmediatech.com/Home_Page.html,false,,
Sawhorse,636 Broadway,3rd Floor,New York,HQ'd in NY,http://www.sawhorsemedia.com/,false,,
Stray Boots,72 Allen Street,3rd Floor,New York,HQ'd in NY,http://www.strayboots.com/,true,http://www.strayboots.com/careers/,
Hype Machine,2165 Brigham Street,,Brooklyn,HQ'd in NY,http://www.hypem.com,false,,
"Say for Example, Inc",210 Fifth Avenue,8th Floor,New York,HQ'd in NY,http://www.sayforexample.com/,true,http://www.sayforexample.com/careers.html,
Streeteasy,13 Crosby Street,Floor 2,New York,HQ'd in NY,http://streeteasy.com/,true,http://streeteasy.com/nyc/home/jobs,
Hyperallergic,181 North 11th Street,#302,Brooklyn,HQ'd in NY,http://www.hyperallergic.com,false,,
GateGuru,36 East 20th Street,New York,New York,HQ'd in NY,http://gateguruapp.com/,true,http://gateguruapp.com/careers/,
Schoology,115 West 30th Street,#606,New York,HQ'd in NY,https://www.schoology.com/home.php,true,https://www.schoology.com/job-openings.php,
NearVerse/LoKast,86 Chambers Street,Suite 703,New York,HQ'd in NY,http://www.locast.com,false,,
Screen Media Ventures,757 Third Avenue,3rd Floor,New York,HQ'd in NY,http://www.screenmedia.net/,false,,
Neuronic Games,310 East 23rd Street,Floor 12,New York,HQ'd in NY,http://www.neuronicgames.com,false,,
Neverware,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.neverware.com,false,,
I-ella,100 Park Avenue,16th Floor,New York,HQ'd in NY,http://www.i-ella.com/,false,http://www.i-ella.com/page/careers,
Digg,416 West 13th Street,Suite 203,New York,HQ'd in NY,http://digg.com,true,http://www.digg.com/jobs,
Sense Networks,1123 Broadway,#817,New York,HQ'd in NY,http://www.sensenetworks.com/,true,http://www.sensenetworks.com/about_careers.php,
Superglued,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.superglued.com,false,,
NextCustomer,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.nextcustomer.com,false,,
Imagery Media,70 Washington Street,Suite #10S,Brooklyn,HQ'd in NY,http://www.imagerymedia.com/,false,,
Nodejitsu,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.nodejitsu.com,true,http://www.nodejitsu.com/#/jobs,
Immersive Labs,86 Chambers Street,#704,New York,HQ'd in NY,http://www.immersivelabs.com/,false,,
NoiseToys,101 West 12th Street,#19J,New York,HQ'd in NY,http://www.noisetoys.com,false,,
Invasiv Studios,401 Washington Street,Suite #2A,New York,HQ'd in NY,http://www.infornographic.org/invasiv/,false,,
Nomad Editions,245 Fifth Avenue,Suite 2345,New York,HQ'd in NY,http://www.nomadeditions.com,false,,
Swell,77 Franklin Street,,New York,HQ'd in NY,http://www.swellny.com,true,,
Noodle,59 Chelsea Piers,,New York,HQ'd in NY,http://www.noodle.org,true,http://www.noodle.org/careers,
NowLesson,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.nowlesson.com,false,,
Simulmedia,670 Broadway,Suite 305,New York,HQ'd in NY,http://www.simulmedia.com/,true,http://www.simulmedia.com/jobs/,
Take-Two Interactive,622 Broadway,,New York,HQ'd in NY,http://www.take2games.com/,true,http://www.take2games.com/careers/,
Slader,199 Lafayette Street,Suite 3B,New York,HQ'd in NY,http://www.slader.com/,true,http://www.slader.com/team-slader/#jobs,
NYC Resistor,87 Third Ave,,Brooklyn,HQ'd in NY,http://www.nycresistor.com,false,,
Taykey,117 East 24th Street,,New York,HQ'd in NY,http://www.taykey.com/,true,http://www.taykey.com/careers/,
Oberon Media,100 Broadway,14th Floor,New York,HQ'd in NY,http://www.oberon-media.com,true,http://www.oberon-media.com/careers,
Ted,250 Hudson Street,Suite 1002,New York,HQ'd in NY,http://www.ted.com/,true,http://www.ted.com/pages/jobs,
Of a Kind,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.ofakind.com,false,,
Ogmento,18 East 16th Street,,New York,HQ'd in NY,http://www.ogmento.com,true,http://www.ogmento.com/jobs,
OKCupid,589 Eighth Avenue,Floor 11,New York,HQ'd in NY,http://www.okcupid.com,true,http://www.okcupid.com/careers/we-are-hiring,
Templar Studios,200 Centre Street,,New York,HQ'd in NY,http://www.templar.com/,false,,
Olapic,72 Allen Street,3rd Floor,New York,HQ'd in NY,http://www.olapic.com,false,,
OLX,485 Seventh Avenue,,New York,HQ'd in NY,http://www.olx.com,false,,
Social Fresh,228 Park Ave South,#66178,New York,HQ'd in NY,http://socialfresh.com/,false,,
OMGPOP,632 Broadway,,New York,HQ'd in NY,http://www.omgpop.com,true,http://company.zynga.com/about/jobs/location/new-york-ny-united-states,
Textingly,902 Broadway,4th Floor,New York,HQ'd in NY,http://textingly.com/,false,,
One Clipboard,36 East 12th Street,,New York,HQ'd in NY,http://www.oneclipboard.com,false,,
One Nine Studios,40 Exchange Place,Suite 1501,New York,HQ'd in NY,http://www.oneninestudios.com,false,,
Social Media Link,263 West 38th Street,8th Floor,New York,HQ'd in NY,http://www.socialmedia-link.com/,false,,
Onepager,154 Grand Street,,New York,HQ'd in NY,http://www.onepagerapp.com,false,,
The Echo System,1133 Broadway,Suite 1420,New York,HQ'd in NY,http://www.theechosystem.com/,false,,
ooVoo,44 East 30th Street,,New York,HQ'd in NY,http://www.oovoo.com,false,,
Sociocast,49 West 27th Street,6th Floor,New York,HQ'd in NY,http://www.sociocast.com/team.php,false,,
Opani,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.opani.com,true,http://opani.com/jobs/,
Opinionaided,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.beopinionaided.com,false,,
Ordr.in,900 Broadway,Suite 706,New York,HQ'd in NY,http://www.ordr.in,true,http://ordr.in/jobs,
OnePublic,32 Union Square East,Fourth Floor South,New York,HQ'd in NY,http://www.onepublic.com,false,,
Organized Wisdom,2000 Broadway,,New York,HQ'd in NY,http://www.organizedwisdom.com,true,,
Orpheus Media Research/CLIO,81 Washington Street,Suite 5C,Brooklyn,HQ'd in NY,http://www.orpheusmediaresearch.com,false,,
The Game Agency,377 Park Avenue South,8th Floor,New York,HQ'd in NY,http://www.thegameagency.com/,false,,
The Good Karma,902 Broadway,4th Floor,New York,HQ'd in NY,http://thegoodkarma.co/,false,,
The Lascaux Company,36 East 12th Street,2nd Floor,New York,HQ'd in NY,http://lascaux.us/,false,,
Outbrain,39 West 13th Street,,New York,HQ'd in NY,http://www.outbrain.com,true,http://www.outbrain.com/about/jobs,
The Mindriot,104 West 29th Street,11th Floor,New York,HQ'd in NY,http://www.themindriot.com/,false,,
Paperlex,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.paperlex.com,false,,
Parse.ly,989 Sixth Avenue,17th Floor,New York,HQ'd in NY,http://www.parse.ly,true,http://www.parse.ly/jobs.html,
This is Pop,425 West 13th Street,,New York,HQ'd in NY,http://thisispop.com/,false,,
Patch,675 Avenue of the Americas,3rd Floor,New York,HQ'd in NY,http://www.patch.com,true,http://www.patch.com/jobs,
PayPerks,902 Broadway,4th Floor,New York,HQ'd in NY,http://www.payperks.com,true,http://payperks.theresumator.com/apply,
Makerbot,1 MetroTech Center,21st Floor,Brooklyn,HQ'd in NY,http://www.makerbot.com/,true,http://www.makerbot.com/jobs/,
Peek,419 Lafayette Street,Third Floor,New York,HQ'd in NY,http://www.getpeek.com,false,,
