CSD,BOROUGH,GRADE LEVEL,PROGRAM TYPE,CORE SUBJECT,SERVICE CATEGORY,CLASS SIZE,NUMBER OF CLASSES,NUMBER OF STUDENTS,PERCENT OF STUDENTS IN DISTRICT / BOROUGH / GRADE / PROGRAM / SUBJECT
02,M,04,GEN ED / CTT / G&T,-,-,21,3,63,3%
02,M,04,GEN ED / CTT / G&T,-,-,22,2,44,2%
02,M,04,GEN ED / CTT / G&T,-,-,23,7,161,7%
02,M,04,GEN ED / CTT / G&T,-,-,24,8,192,8%
02,M,04,GEN ED / CTT / G&T,-,-,25,9,225,10%
02,M,04,GEN ED / CTT / G&T,-,-,26,5,130,6%
02,M,04,GEN ED / CTT / G&T,-,-,27,3,81,4%
02,M,04,GEN ED / CTT / G&T,-,-,28,5,140,6%
02,M,04,GEN ED / CTT / G&T,-,-,29,8,232,10%
02,M,04,GEN ED / CTT / G&T,-,-,30,4,120,5%
02,M,04,GEN ED / CTT / G&T,-,-,31,9,279,12%
02,M,04,GEN ED / CTT / G&T,-,-,32,11,352,16%
02,M,05,GEN ED / CTT / G&T,-,-,<15,2,27,1%
02,M,05,GEN ED / CTT / G&T,-,-,15,1,15,1%
02,M,05,GEN ED / CTT / G&T,-,-,16,1,16,1%
02,M,05,GEN ED / CTT / G&T,-,-,18,2,36,2%
02,M,05,GEN ED / CTT / G&T,-,-,19,1,19,1%
02,M,05,GEN ED / CTT / G&T,-,-,20,2,40,2%
02,M,05,GEN ED / CTT / G&T,-,-,21,2,42,2%
02,M,05,GEN ED / CTT / G&T,-,-,22,3,66,3%
02,M,05,GEN ED / CTT / G&T,-,-,23,3,69,3%
02,M,05,GEN ED / CTT / G&T,-,-,24,6,144,6%
02,M,05,GEN ED / CTT / G&T,-,-,25,6,150,6%
02,M,05,GEN ED / CTT / G&T,-,-,26,10,260,11%
02,M,05,GEN ED / CTT / G&T,-,-,27,12,324,14%
02,M,05,GEN ED / CTT / G&T,-,-,28,8,224,10%
02,M,05,GEN ED / CTT / G&T,-,-,29,11,319,14%
02,M,05,GEN ED / CTT / G&T,-,-,30,5,150,6%
02,M,05,GEN ED / CTT / G&T,-,-,31,5,155,7%
02,M,05,GEN ED / CTT / G&T,-,-,32,7,224,10%
02,M,05,GEN ED / CTT / G&T,-,-,34,1,34,1%
02,M,05,GEN ED / CTT / G&T,-,-,>34,1,35,1%
02,M,06,GEN ED / CTT / G&T,-,-,<15,7,90,4%
02,M,06,GEN ED / CTT / G&T,-,-,15,3,45,2%
02,M,06,GEN ED / CTT / G&T,-,-,16,1,16,1%
02,M,06,GEN ED / CTT / G&T,-,-,18,2,36,2%
02,M,06,GEN ED / CTT / G&T,-,-,19,2,38,2%
02,M,06,GEN ED / CTT / G&T,-,-,20,3,60,3%
02,M,06,GEN ED / CTT / G&T,-,-,21,2,42,2%
02,M,06,GEN ED / CTT / G&T,-,-,22,6,132,6%
02,M,06,GEN ED / CTT / G&T,-,-,23,6,138,6%
02,M,06,GEN ED / CTT / G&T,-,-,24,2,48,2%
02,M,06,GEN ED / CTT / G&T,-,-,25,6,150,7%
02,M,06,GEN ED / CTT / G&T,-,-,26,4,104,5%
02,M,06,GEN ED / CTT / G&T,-,-,27,11,297,13%
02,M,06,GEN ED / CTT / G&T,-,-,28,3,84,4%
02,M,06,GEN ED / CTT / G&T,-,-,29,9,261,12%
02,M,06,GEN ED / CTT / G&T,-,-,30,10,300,14%
02,M,06,GEN ED / CTT / G&T,-,-,31,5,155,7%
02,M,06,GEN ED / CTT / G&T,-,-,32,5,160,7%
02,M,06,GEN ED / CTT / G&T,-,-,33,2,66,3%
02,M,07,GEN ED / CTT / G&T,-,-,<15,11,142,6%
02,M,07,GEN ED / CTT / G&T,-,-,15,1,15,1%
02,M,07,GEN ED / CTT / G&T,-,-,17,1,17,1%
02,M,07,GEN ED / CTT / G&T,-,-,18,2,36,2%
02,M,07,GEN ED / CTT / G&T,-,-,20,1,20,1%
02,M,07,GEN ED / CTT / G&T,-,-,21,1,21,1%
02,M,07,GEN ED / CTT / G&T,-,-,22,7,154,7%
02,M,07,GEN ED / CTT / G&T,-,-,23,6,138,6%
02,M,07,GEN ED / CTT / G&T,-,-,24,1,24,1%
02,M,07,GEN ED / CTT / G&T,-,-,25,5,125,6%
02,M,07,GEN ED / CTT / G&T,-,-,26,5,130,6%
02,M,07,GEN ED / CTT / G&T,-,-,27,4,108,5%
02,M,07,GEN ED / CTT / G&T,-,-,28,7,196,9%
02,M,07,GEN ED / CTT / G&T,-,-,29,4,116,5%
02,M,07,GEN ED / CTT / G&T,-,-,30,3,90,4%
02,M,07,GEN ED / CTT / G&T,-,-,31,9,279,12%
02,M,07,GEN ED / CTT / G&T,-,-,32,10,320,14%
02,M,07,GEN ED / CTT / G&T,-,-,33,8,264,12%
02,M,07,GEN ED / CTT / G&T,-,-,34,2,68,3%
02,M,08,GEN ED / CTT / G&T,-,-,<15,8,100,4%
02,M,08,GEN ED / CTT / G&T,-,-,16,2,32,1%
02,M,08,GEN ED / CTT / G&T,-,-,17,2,34,2%
02,M,08,GEN ED / CTT / G&T,-,-,20,1,20,1%
02,M,08,GEN ED / CTT / G&T,-,-,21,1,21,1%
02,M,08,GEN ED / CTT / G&T,-,-,22,1,22,1%
02,M,08,GEN ED / CTT / G&T,-,-,24,2,48,2%
02,M,08,GEN ED / CTT / G&T,-,-,25,5,125,6%
02,M,08,GEN ED / CTT / G&T,-,-,26,2,52,2%
02,M,08,GEN ED / CTT / G&T,-,-,27,9,243,11%
02,M,08,GEN ED / CTT / G&T,-,-,28,4,112,5%
02,M,08,GEN ED / CTT / G&T,-,-,29,2,58,3%
02,M,08,GEN ED / CTT / G&T,-,-,30,13,390,17%
02,M,08,GEN ED / CTT / G&T,-,-,31,7,217,10%
02,M,08,GEN ED / CTT / G&T,-,-,32,7,224,10%
02,M,08,GEN ED / CTT / G&T,-,-,33,11,363,16%
02,M,08,GEN ED / CTT / G&T,-,-,34,4,136,6%
02,M,08,GEN ED / CTT / G&T,-,-,>34,1,36,2%
02,M,09,GEN ED / CTT / G&T,-,-,<15,12,118,28%
02,M,09,GEN ED / CTT / G&T,-,-,16,1,16,4%
02,M,09,GEN ED / CTT / G&T,-,-,17,1,17,4%
02,M,09,GEN ED / CTT / G&T,-,-,24,2,48,11%
02,M,09,GEN ED / CTT / G&T,-,-,26,1,26,6%
02,M,09,GEN ED / CTT / G&T,-,-,27,1,27,6%
02,M,09,GEN ED / CTT / G&T,-,-,>34,2,167,40%
02,M,0K-09,SPEC ED,-,12:1,<6,1,2,1%
02,M,0K-09,SPEC ED,-,12:1,6,2,12,7%
02,M,0K-09,SPEC ED,-,12:1,7,3,21,11%
02,M,0K-09,SPEC ED,-,12:1,8,3,24,13%
02,M,0K-09,SPEC ED,-,12:1,9,3,27,15%
02,M,0K-09,SPEC ED,-,12:1,10,3,30,16%
02,M,0K-09,SPEC ED,-,12:1,11,5,55,30%
02,M,0K-09,SPEC ED,-,12:1,13,1,13,7%
02,M,0K-09,SPEC ED,-,12:1:1,<6,5,23,8%
02,M,0K-09,SPEC ED,-,12:1:1,6,2,12,4%
02,M,0K-09,SPEC ED,-,12:1:1,7,2,14,5%
02,M,0K-09,SPEC ED,-,12:1:1,8,1,8,3%
02,M,0K-09,SPEC ED,-,12:1:1,9,6,54,19%
02,M,0K-09,SPEC ED,-,12:1:1,10,2,20,7%
02,M,0K-09,SPEC ED,-,12:1:1,11,4,44,15%
02,M,0K-09,SPEC ED,-,12:1:1,12,6,72,25%
02,M,0K-09,SPEC ED,-,12:1:1,13,3,39,14%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,<15,4,52,1%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,15,2,30,1%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,16,3,48,1%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,17,4,68,1%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,18,1,18,0%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,19,3,57,1%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,20,8,160,3%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,21,8,168,3%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,22,9,198,4%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,23,8,184,4%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,24,5,120,2%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,25,11,275,6%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,26,6,156,3%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,27,14,378,8%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,28,7,196,4%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,29,7,203,4%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,30,18,540,11%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,31,23,713,15%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,32,19,608,12%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,33,18,594,12%
02,M,MS Core,GEN ED / CTT,ENGLISH,-,34,4,136,3%
02,M,MS Core,GEN ED / CTT,MATH,-,<15,6,76,1%
02,M,MS Core,GEN ED / CTT,MATH,-,15,1,15,0%
02,M,MS Core,GEN ED / CTT,MATH,-,16,8,128,2%
02,M,MS Core,GEN ED / CTT,MATH,-,17,3,51,1%
02,M,MS Core,GEN ED / CTT,MATH,-,18,4,72,1%
02,M,MS Core,GEN ED / CTT,MATH,-,19,3,57,1%
02,M,MS Core,GEN ED / CTT,MATH,-,20,8,160,3%
02,M,MS Core,GEN ED / CTT,MATH,-,21,6,126,2%
02,M,MS Core,GEN ED / CTT,MATH,-,22,9,198,4%
02,M,MS Core,GEN ED / CTT,MATH,-,23,8,184,3%
02,M,MS Core,GEN ED / CTT,MATH,-,24,7,168,3%
02,M,MS Core,GEN ED / CTT,MATH,-,25,13,325,6%
02,M,MS Core,GEN ED / CTT,MATH,-,26,8,208,4%
02,M,MS Core,GEN ED / CTT,MATH,-,27,20,540,10%
02,M,MS Core,GEN ED / CTT,MATH,-,28,12,336,6%
02,M,MS Core,GEN ED / CTT,MATH,-,29,11,319,6%
02,M,MS Core,GEN ED / CTT,MATH,-,30,15,450,8%
02,M,MS Core,GEN ED / CTT,MATH,-,31,23,713,13%
02,M,MS Core,GEN ED / CTT,MATH,-,32,18,576,10%
02,M,MS Core,GEN ED / CTT,MATH,-,33,17,561,10%
02,M,MS Core,GEN ED / CTT,MATH,-,34,7,238,4%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,<15,7,91,2%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,15,1,15,0%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,16,4,64,1%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,17,6,102,2%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,18,2,36,1%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,19,3,57,1%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,20,9,180,3%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,21,4,84,2%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,22,8,176,3%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,23,7,161,3%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,24,7,168,3%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,25,12,300,5%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,26,8,208,4%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,27,20,540,10%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,28,12,336,6%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,29,10,290,5%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,30,19,570,10%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,31,23,713,13%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,32,19,608,11%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,33,19,627,11%
02,M,MS Core,GEN ED / CTT,SCIENCE,-,34,8,272,5%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,<15,6,80,2%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,15,1,15,0%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,16,6,96,2%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,17,4,68,2%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,18,1,18,0%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,19,5,95,2%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,20,9,180,4%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,21,6,126,3%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,22,8,176,4%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,23,6,138,3%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,24,7,168,4%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,25,12,300,7%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,26,7,182,4%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,27,18,486,12%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,28,12,336,8%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,29,7,203,5%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,30,11,330,8%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,31,12,372,9%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,32,11,352,8%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,33,12,396,9%
02,M,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,34,3,102,2%
02,M,MS Core,SPEC ED,ENGLISH,-,10,4,40,40%
02,M,MS Core,SPEC ED,ENGLISH,-,11,2,22,22%
02,M,MS Core,SPEC ED,ENGLISH,-,12,2,24,24%
02,M,MS Core,SPEC ED,ENGLISH,-,13,1,13,13%
02,M,MS Core,SPEC ED,MATH,-,10,2,20,36%
02,M,MS Core,SPEC ED,MATH,-,11,1,11,20%
02,M,MS Core,SPEC ED,MATH,-,12,1,12,21%
02,M,MS Core,SPEC ED,MATH,-,13,1,13,23%
02,M,MS Core,SPEC ED,SCIENCE,-,8,1,8,11%
02,M,MS Core,SPEC ED,SCIENCE,-,10,4,40,56%
02,M,MS Core,SPEC ED,SCIENCE,-,11,1,11,15%
02,M,MS Core,SPEC ED,SCIENCE,-,13,1,13,18%
02,M,MS Core,SPEC ED,SOCIAL STUDIES,-,10,4,40,53%
02,M,MS Core,SPEC ED,SOCIAL STUDIES,-,11,1,11,14%
02,M,MS Core,SPEC ED,SOCIAL STUDIES,-,12,1,12,16%
02,M,MS Core,SPEC ED,SOCIAL STUDIES,-,13,1,13,17%
02,M,09-12,GEN ED / CTT,ENGLISH,-,<15,147,1775,5%
02,M,09-12,GEN ED / CTT,ENGLISH,-,15,28,420,1%
02,M,09-12,GEN ED / CTT,ENGLISH,-,16,42,672,2%
02,M,09-12,GEN ED / CTT,ENGLISH,-,17,51,867,2%
02,M,09-12,GEN ED / CTT,ENGLISH,-,18,46,828,2%
02,M,09-12,GEN ED / CTT,ENGLISH,-,19,36,684,2%
02,M,09-12,GEN ED / CTT,ENGLISH,-,20,52,1040,3%
02,M,09-12,GEN ED / CTT,ENGLISH,-,21,59,1239,3%
02,M,09-12,GEN ED / CTT,ENGLISH,-,22,69,1518,4%
02,M,09-12,GEN ED / CTT,ENGLISH,-,23,72,1656,4%
02,M,09-12,GEN ED / CTT,ENGLISH,-,24,72,1728,4%
02,M,09-12,GEN ED / CTT,ENGLISH,-,25,77,1925,5%
02,M,09-12,GEN ED / CTT,ENGLISH,-,26,79,2054,5%
02,M,09-12,GEN ED / CTT,ENGLISH,-,27,88,2376,6%
02,M,09-12,GEN ED / CTT,ENGLISH,-,28,92,2576,7%
02,M,09-12,GEN ED / CTT,ENGLISH,-,29,64,1856,5%
02,M,09-12,GEN ED / CTT,ENGLISH,-,30,73,2190,6%
02,M,09-12,GEN ED / CTT,ENGLISH,-,31,76,2356,6%
02,M,09-12,GEN ED / CTT,ENGLISH,-,32,73,2336,6%
02,M,09-12,GEN ED / CTT,ENGLISH,-,33,95,3135,8%
02,M,09-12,GEN ED / CTT,ENGLISH,-,34,114,3876,10%
02,M,09-12,GEN ED / CTT,ENGLISH,-,>34,39,1514,4%
02,M,09-12,GEN ED / CTT,MATH,-,<15,93,1144,4%
02,M,09-12,GEN ED / CTT,MATH,-,15,34,510,2%
02,M,09-12,GEN ED / CTT,MATH,-,16,27,432,1%
02,M,09-12,GEN ED / CTT,MATH,-,17,35,595,2%
02,M,09-12,GEN ED / CTT,MATH,-,18,48,864,3%
02,M,09-12,GEN ED / CTT,MATH,-,19,43,817,3%
02,M,09-12,GEN ED / CTT,MATH,-,20,47,940,3%
02,M,09-12,GEN ED / CTT,MATH,-,21,38,798,3%
02,M,09-12,GEN ED / CTT,MATH,-,22,48,1056,3%
02,M,09-12,GEN ED / CTT,MATH,-,23,66,1518,5%
02,M,09-12,GEN ED / CTT,MATH,-,24,48,1152,4%
02,M,09-12,GEN ED / CTT,MATH,-,25,50,1250,4%
02,M,09-12,GEN ED / CTT,MATH,-,26,65,1690,5%
02,M,09-12,GEN ED / CTT,MATH,-,27,69,1863,6%
02,M,09-12,GEN ED / CTT,MATH,-,28,59,1652,5%
02,M,09-12,GEN ED / CTT,MATH,-,29,62,1798,6%
02,M,09-12,GEN ED / CTT,MATH,-,30,63,1890,6%
02,M,09-12,GEN ED / CTT,MATH,-,31,58,1798,6%
02,M,09-12,GEN ED / CTT,MATH,-,32,79,2528,8%
02,M,09-12,GEN ED / CTT,MATH,-,33,85,2805,9%
02,M,09-12,GEN ED / CTT,MATH,-,34,106,3604,11%
02,M,09-12,GEN ED / CTT,MATH,-,>34,23,845,3%
02,M,09-12,GEN ED / CTT,SCIENCE,-,<15,98,1184,2%
02,M,09-12,GEN ED / CTT,SCIENCE,-,15,27,405,1%
02,M,09-12,GEN ED / CTT,SCIENCE,-,16,28,448,1%
02,M,09-12,GEN ED / CTT,SCIENCE,-,17,34,578,1%
02,M,09-12,GEN ED / CTT,SCIENCE,-,18,36,648,1%
02,M,09-12,GEN ED / CTT,SCIENCE,-,19,32,608,1%
02,M,09-12,GEN ED / CTT,SCIENCE,-,20,53,1060,2%
02,M,09-12,GEN ED / CTT,SCIENCE,-,21,60,1260,3%
02,M,09-12,GEN ED / CTT,SCIENCE,-,22,57,1254,3%
02,M,09-12,GEN ED / CTT,SCIENCE,-,23,78,1794,4%
02,M,09-12,GEN ED / CTT,SCIENCE,-,24,69,1656,3%
02,M,09-12,GEN ED / CTT,SCIENCE,-,25,75,1875,4%
02,M,09-12,GEN ED / CTT,SCIENCE,-,26,77,2002,4%
02,M,09-12,GEN ED / CTT,SCIENCE,-,27,95,2565,5%
02,M,09-12,GEN ED / CTT,SCIENCE,-,28,123,3444,7%
02,M,09-12,GEN ED / CTT,SCIENCE,-,29,89,2581,5%
02,M,09-12,GEN ED / CTT,SCIENCE,-,30,97,2910,6%
02,M,09-12,GEN ED / CTT,SCIENCE,-,31,122,3782,8%
02,M,09-12,GEN ED / CTT,SCIENCE,-,32,130,4160,8%
02,M,09-12,GEN ED / CTT,SCIENCE,-,33,178,5874,12%
02,M,09-12,GEN ED / CTT,SCIENCE,-,34,227,7718,15%
02,M,09-12,GEN ED / CTT,SCIENCE,-,>34,55,2176,4%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,<15,103,1242,3%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,15,32,480,1%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,16,32,512,1%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,17,25,425,1%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,18,33,594,2%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,19,32,608,2%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,20,44,880,2%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,21,61,1281,3%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,22,57,1254,3%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,23,66,1518,4%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,24,53,1272,3%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,25,70,1750,5%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,26,68,1768,5%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,27,68,1836,5%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,28,80,2240,6%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,29,71,2059,6%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,30,69,2070,6%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,31,83,2573,7%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,32,80,2560,7%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,33,127,4191,11%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,34,136,4624,13%
02,M,09-12,GEN ED / CTT,SOCIAL STUDIES,-,>34,30,1227,3%
02,M,09-12,SPEC ED,ENGLISH,-,<6,1,5,1%
02,M,09-12,SPEC ED,ENGLISH,-,6,2,12,3%
02,M,09-12,SPEC ED,ENGLISH,-,7,5,35,8%
02,M,09-12,SPEC ED,ENGLISH,-,8,3,24,6%
02,M,09-12,SPEC ED,ENGLISH,-,9,1,9,2%
02,M,09-12,SPEC ED,ENGLISH,-,10,6,60,14%
02,M,09-12,SPEC ED,ENGLISH,-,11,6,66,16%
02,M,09-12,SPEC ED,ENGLISH,-,12,1,12,3%
02,M,09-12,SPEC ED,ENGLISH,-,13,5,65,15%
02,M,09-12,SPEC ED,ENGLISH,-,14,4,56,13%
02,M,09-12,SPEC ED,ENGLISH,-,15,4,60,14%
02,M,09-12,SPEC ED,ENGLISH,-,>15,1,17,4%
02,M,09-12,SPEC ED,MATH,-,<6,1,5,1%
02,M,09-12,SPEC ED,MATH,-,6,2,12,4%
02,M,09-12,SPEC ED,MATH,-,8,1,8,2%
02,M,09-12,SPEC ED,MATH,-,9,3,27,8%
02,M,09-12,SPEC ED,MATH,-,10,3,30,9%
02,M,09-12,SPEC ED,MATH,-,11,4,44,13%
02,M,09-12,SPEC ED,MATH,-,12,4,48,14%
02,M,09-12,SPEC ED,MATH,-,13,4,52,15%
02,M,09-12,SPEC ED,MATH,-,14,5,70,21%
02,M,09-12,SPEC ED,MATH,-,15,3,45,13%
02,M,09-12,SPEC ED,SCIENCE,-,<6,2,10,2%
02,M,09-12,SPEC ED,SCIENCE,-,6,3,18,4%
02,M,09-12,SPEC ED,SCIENCE,-,7,1,7,1%
02,M,09-12,SPEC ED,SCIENCE,-,8,5,40,8%
02,M,09-12,SPEC ED,SCIENCE,-,9,2,18,4%
02,M,09-12,SPEC ED,SCIENCE,-,10,3,30,6%
02,M,09-12,SPEC ED,SCIENCE,-,11,3,33,7%
02,M,09-12,SPEC ED,SCIENCE,-,12,2,24,5%
02,M,09-12,SPEC ED,SCIENCE,-,13,3,39,8%
02,M,09-12,SPEC ED,SCIENCE,-,14,3,42,8%
02,M,09-12,SPEC ED,SCIENCE,-,15,10,150,30%
02,M,09-12,SPEC ED,SCIENCE,-,>15,5,84,17%
02,M,09-12,SPEC ED,SOCIAL STUDIES,-,<6,2,10,2%
02,M,09-12,SPEC ED,SOCIAL STUDIES,-,6,1,6,1%
02,M,09-12,SPEC ED,SOCIAL STUDIES,-,7,4,28,7%
02,M,09-12,SPEC ED,SOCIAL STUDIES,-,8,3,24,6%
02,M,09-12,SPEC ED,SOCIAL STUDIES,-,9,3,27,6%
02,M,09-12,SPEC ED,SOCIAL STUDIES,-,10,2,20,5%
02,M,09-12,SPEC ED,SOCIAL STUDIES,-,11,2,22,5%
02,M,09-12,SPEC ED,SOCIAL STUDIES,-,12,1,12,3%
02,M,09-12,SPEC ED,SOCIAL STUDIES,-,13,6,78,18%
02,M,09-12,SPEC ED,SOCIAL STUDIES,-,14,4,56,13%
02,M,09-12,SPEC ED,SOCIAL STUDIES,-,15,3,45,11%
02,M,09-12,SPEC ED,SOCIAL STUDIES,-,>15,5,99,23%
03,M,0K,GEN ED / CTT / G&T,-,-,<15,3,33,2%
03,M,0K,GEN ED / CTT / G&T,-,-,15,1,15,1%
03,M,0K,GEN ED / CTT / G&T,-,-,16,1,16,1%
03,M,0K,GEN ED / CTT / G&T,-,-,17,1,17,1%
03,M,0K,GEN ED / CTT / G&T,-,-,18,1,18,1%
03,M,0K,GEN ED / CTT / G&T,-,-,19,7,133,9%
03,M,0K,GEN ED / CTT / G&T,-,-,20,11,220,15%
03,M,0K,GEN ED / CTT / G&T,-,-,21,9,189,13%
03,M,0K,GEN ED / CTT / G&T,-,-,22,3,66,4%
03,M,0K,GEN ED / CTT / G&T,-,-,23,9,207,14%
03,M,0K,GEN ED / CTT / G&T,-,-,24,9,216,14%
03,M,0K,GEN ED / CTT / G&T,-,-,25,13,325,22%
03,M,0K,GEN ED / CTT / G&T,-,-,27,2,54,4%
03,M,01,GEN ED / CTT / G&T,-,-,15,1,15,1%
03,M,01,GEN ED / CTT / G&T,-,-,16,2,32,2%
03,M,01,GEN ED / CTT / G&T,-,-,17,2,34,2%
03,M,01,GEN ED / CTT / G&T,-,-,18,6,108,7%
03,M,01,GEN ED / CTT / G&T,-,-,19,5,95,6%
03,M,01,GEN ED / CTT / G&T,-,-,20,4,80,5%
03,M,01,GEN ED / CTT / G&T,-,-,21,4,84,5%
03,M,01,GEN ED / CTT / G&T,-,-,22,5,110,7%
03,M,01,GEN ED / CTT / G&T,-,-,23,11,253,16%
03,M,01,GEN ED / CTT / G&T,-,-,24,6,144,9%
03,M,01,GEN ED / CTT / G&T,-,-,25,6,150,10%
03,M,01,GEN ED / CTT / G&T,-,-,26,8,208,13%
03,M,01,GEN ED / CTT / G&T,-,-,27,7,189,12%
03,M,01,GEN ED / CTT / G&T,-,-,28,1,28,2%
03,M,01,GEN ED / CTT / G&T,-,-,29,1,29,2%
03,M,02,GEN ED / CTT / G&T,-,-,<15,3,33,2%
03,M,02,GEN ED / CTT / G&T,-,-,15,1,15,1%
03,M,02,GEN ED / CTT / G&T,-,-,16,1,16,1%
03,M,02,GEN ED / CTT / G&T,-,-,17,3,51,4%
03,M,02,GEN ED / CTT / G&T,-,-,18,1,18,1%
03,M,02,GEN ED / CTT / G&T,-,-,19,6,114,8%
03,M,02,GEN ED / CTT / G&T,-,-,20,6,120,9%
03,M,02,GEN ED / CTT / G&T,-,-,21,9,189,14%
03,M,02,GEN ED / CTT / G&T,-,-,22,2,44,3%
03,M,02,GEN ED / CTT / G&T,-,-,23,5,115,8%
03,M,02,GEN ED / CTT / G&T,-,-,24,6,144,10%
03,M,02,GEN ED / CTT / G&T,-,-,25,8,200,15%
03,M,02,GEN ED / CTT / G&T,-,-,26,7,182,13%
03,M,02,GEN ED / CTT / G&T,-,-,27,4,108,8%
03,M,02,GEN ED / CTT / G&T,-,-,29,1,29,2%
03,M,03,GEN ED / CTT / G&T,-,-,<15,3,36,3%
03,M,03,GEN ED / CTT / G&T,-,-,16,2,32,2%
03,M,03,GEN ED / CTT / G&T,-,-,17,3,51,4%
03,M,03,GEN ED / CTT / G&T,-,-,18,3,54,4%
03,M,03,GEN ED / CTT / G&T,-,-,19,5,95,7%
