PROGRAM TYPE,PROGRAM,SITE NAME,BOROUGH / COMMUNITY,AGENCY,Contact Number,Grade Level / Age Group ,Location 1
After-School Programs,Out of School Time,P.S. 22 THOMAS JEFFERSON SCHOOL,Queens,The Korean American Family Service Center,(718) 539-6497,Elementary,"153 33 Sanford Avenue
11355
(40.7512997969481, -73.82147854789662)"
After-School Programs,Out of School Time,P.S. 11 KATHRYN M. PHELAN SCHOOL,Queens,"Woodside On The Move, Inc.",(718) 476-8449,Elementary,"54 25 Skillman Avenue
11377
(40.74519376448069, -73.9048471440804)"
After-School Programs,Out of School Time,P.S. 152 GWENDOLINE ALLEYNE SC,Queens,"Woodside On The Move, Inc.",(718) 476-8449,Elementary,"33 52 62 STREET
11377
(40.74519376448069, -73.9048471440804)"
After-School Programs,Out of School Time,M.S. 210 ELIZABETH BLACKWELL S,Queens,YMCA of Greater New York/Cross Island,(718) 659-7710,Elementary,"93 11 101 AVENUE
11416
(40.68457809700163, -73.8496016684822)"
After-School Programs,Out of School Time,P.S. 197 OCEAN SCHOOL,Queens,YMCA of Greater New York/Cross Island,(917) 704-1239,Elementary,"8 25 HICKSVILLE ROAD
11691
(40.600614338480966, -73.76256777468302)"
After-School Programs,Out of School Time,YMCA,Queens,YMCA of Greater New York/Flushing,(718) 961-6880,High School,"138 46 Northern Blvd
11354
(40.76862022064671, -73.82719028070687)"
After-School Programs,Out of School Time,J.H.S. 189 DANIEL CARTER BEARD,Queens,YMCA of Greater New York/Flushing,(718) 961-6014,High School,"144 80 Barclay Avenue
11355
(40.7512997969481, -73.82147854789662)"
After-School Programs,Out of School Time,P.S. 21 EDWARD HART SCHOOL,Queens,YMCA of Greater New York/Flushing,(347) 776-1881,Elementary,"147 36 26th Avenue
11354
(40.76862022064671, -73.82719028070687)"
After-School Programs,Out of School Time,Arrow,Queens,Brooklyn Center For Urban Environment,(718) 788-8500,Elem/MS,"35 30 35th Street
11106
(40.761699790013324, -73.9316632529567)"
After-School Programs,Out of School Time,Central Queens YM,Queens,Jewish Child Care Association,(718) 275-6489,High School,"67 09 108th Street
11375
(40.720707263029794, -73.84628429608335)"
After-School Programs,Out of School Time,Far Rockaway - Opt 2,Queens,Madison Square Boys & Girls Club,(718) 471-5453,Elem/MS/HS,"426 Beach 40th Street
11691
(40.59615143909763, -73.77237265921477)"
After-School Programs,Out of School Time,Torah Academy,Queens,National Society For Hebrew Day Schools,(718) 252-4446,High School,"636 Lanett Avenue
11691
(40.599684030004816, -73.74151109046791)"
After-School Programs,Out of School Time,JHS 262 (Channel View),Queens,New York Junior Tennis League,(347) 417-8182,Middle School,"100 00 Beach Channel Drive
11695
(40.59760800020911, -73.820967000027)"
After-School Programs,Out of School Time,I.S. 10 HORACE GREELEY SCHOOL,Queens,New York Junior Tennis League,(347) 417-8189,Middle School,"45 31 31st Avenue
11103
(40.76286893025696, -73.91327185810974)"
After-School Programs,Out of School Time,J.H.S. 190 RUSSELL SAGE SCHOOL,Queens,New York Junior Tennis League,(917) 526-9846,Middle School,"68 17 Austin Street
11375
(40.720707263029794, -73.84628429608335)"
After-School Programs,Out of School Time,P.S. 163 FLUSHING HEIGHTS SCHOOL,Queens,New York Junior Tennis League,(347) 417-8189,Elementary,"159 01 59th Avenue
11365
(40.73987184371066, -73.79462153515567)"
After-School Programs,Out of School Time,P.S. 19 MARINO P. JEANTET SCHOOL,Queens,New York Junior Tennis League,(917) 526-9857,Elementary,"98 02 Roosevelt Avenue
11368
(40.749678220373596, -73.85304068857687)"
After-School Programs,Out of School Time,Forest Hills 1( Forest Hills),Queens,"Queens Community House, Inc",(718) 592-5757,MS/HS,"108 25 62nd Drive
11375
(40.720707263029794, -73.84628429608335)"
After-School Programs,Out of School Time,Forest Hills (Jackson Heights),Queens,"Queens Community House, Inc",(718) 898-7461,MS/HS,"74 09 37th Avenue
11372
(40.75163073936716, -73.88361254528269)"
After-School Programs,Out of School Time,Generation Q,Queens,"Queens Community House, Inc",(718) 592-5757,High School,"30 74 Steinway Street
11103
(40.76286893025696, -73.91327185810974)"
After-School Programs,Out of School Time,J.H.S. 157 STEPHEN HALSEY SCHOOL,Queens,"Queens Community House, Inc",(718) 592-5757,High School,"102 01 64th Avenue
11375
(40.720707263029794, -73.84628429608335)"
After-School Programs,Out of School Time,Lost Battalion Center,Queens,"Queens Community House, Inc",(718) 592-5757,Elem/MS/HS,"93 29 Queens Boulevard
11374
(40.72646491702238, -73.86148084756303)"
After-School Programs,Out of School Time,Building T 149,Queens,"Rockaway Artist Alliance, Inc.",(718) 474-0861,Elem/MS,
After-School Programs,Out of School Time,S. Queens Boys/Girls,Queens,South Queens Boys & Girls Club,(718) 441-6050,Elem/MS/HS,"110 04 Atlantic Avenue
11419
(40.68871379040917, -73.82288833053201)"
After-School Programs,Out of School Time,P.S. 234 P.S. 234,Queens,"Sports and Arts In Schools Foundation, Inc.",(917) 509-1271,Elementary,"30 15 29th Street
11102
(40.77152402451418, -73.92643545073543)"
After-School Programs,Out of School Time,P.S. 95 EASTWOOD SCHOOL,Queens,YMCA of Greater New York/Jamaica YMCA,(718) 558-0673,Elementary,"179 01 90th Avenue
11432
(40.71311535449007, -73.79282099978928)"
After-School Programs,Out of School Time,CYO,Staten Island,"Catholic Charities Community Service, Archdiocese of N Y",(718) 448-4949,Elementary,"120 Anderson Avenue
10302
(40.63485695828682, -74.13431022011272)"
After-School Programs,Out of School Time,I.S. 49 BERTHA DREYFUS SCHOOL,Staten Island,"Jewish Community Center of Staten Island, Inc.",(718) 556-1565,Middle School,"101 Warren Street
10304
(40.6206415192163, -74.08176242736623)"
After-School Programs,Out of School Time,P.S. 31 WILLIAM T. DAVIS SCHOOL,Staten Island,"Jewish Community Center of Staten Island, Inc.",(718) 273-4820,Elementary,"55 LAYTON AVENUE
10301
(40.6415823266761, -74.08535650074658)"
After-School Programs,Out of School Time,Tottenville HS,Staten Island,"Jewish Community Center of Staten Island, Inc.",(718) 605-3033,High School,"100 Luten Avenue
10312
(40.52826198723337, -74.19217697672369)"
After-School Programs,Out of School Time,CONCORD HIGH SCHOOL,Staten Island,New York Center for Interpersonal Development,(718) 947-4136,High School,"109 Rhine Ave
10304
(40.61098425188691, -74.08720897889408)"
After-School Programs,Out of School Time,Curtis HS,Staten Island,New York Center for Interpersonal Development,(718) 947-4122,High School,"105 Hamiton Ave
10301
(40.62678550844453, -74.09611291088208)"
After-School Programs,Out of School Time,Port Richmond HS 1,Staten Island,New York Center for Interpersonal Development,(718) 947-4122,High School,"85 St Joseph Avenue
10302
(40.63466232058267, -74.14181785886493)"
After-School Programs,Out of School Time,RALPH J MCKEE CAREER TECHNICAL,Staten Island,New York Center for Interpersonal Development,(718) 947-4122,High School,"290 St Mark's Place
10301
(40.64282109372877, -74.07877463401378)"
After-School Programs,Out of School Time,CURTIS HS,Staten Island,Northfield Community LDC,(718) 442-7351,High School,"105 Hamilton Avenue
10301
(40.64475927194824, -74.08118922185501)"
After-School Programs,Out of School Time,P.S. 13 MARGARET L. LINDEMEYER,Staten Island,"Police Athletic League, Inc.",(718) 720-8718,High School,"191 Vermont Avenue
10305
(40.61313538242362, -74.06980148478938)"
After-School Programs,Out of School Time,P.S. 14 CORNELIUS VANDERBILT S,Staten Island,"Police Athletic League, Inc.",(718) 981-3976,Elementary,"100 Tompkins Avenue
10304
(40.622148795415534, -74.07837687526822)"
After-School Programs,Out of School Time,P.S. 41 NEW DORP SCHOOL,Staten Island,"Police Athletic League, Inc.",(718) 720-8592,Elementary,"216 Clawson Street
10306
(40.574024158045525, -74.10928336025026)"
After-School Programs,Out of School Time,P.S. 57 HUBERT HUMPHREY SCHOOL,Staten Island,"Police Athletic League, Inc.",(718) 720-8718,High School,"140 Palma Drive
10304
(40.61136129612238, -74.08283106498078)"
After-School Programs,Out of School Time,P.S./H.S 80 MICHAEL J. PETRIDE,Staten Island,"Police Athletic League, Inc.",(718) 390-0876,Elementary,"715 Ocean Terrace
10301
(40.60745891713139, -74.10148829317096)"
After-School Programs,Out of School Time,I.S. 27 ANNING S. PRALL SCHOOL,Staten Island,"Sports and Arts In Schools Foundation, Inc.",(718) 556-4782,Middle School,"11 Clove Lake Place
10310
(40.62819560442818, -74.11703328220538)"
After-School Programs,Out of School Time,I.S. 51 EDWIN MARKHAM SCHOOL,Staten Island,"Sports and Arts In Schools Foundation, Inc.",(718) 442-0235,Middle School,"20 Houston Street
10302
(40.62266353739592, -74.14530969597477)"
After-School Programs,Out of School Time,Goodhue Center,Staten Island,The Childrens Aid Society,(718) 447-2630,Elementary,"304 Prospect Avenue
10301
(40.638947491449485, -74.09764254488438)"
After-School Programs,Out of School Time,I.S. 61 WILLIAM MORRIS SCHOOL,Staten Island,The Childrens Aid Society,(718) 727-8481,Middle School,"445 Castleton Avenue
10301
(40.6340162289717, -74.09782241749545)"
After-School Programs,Out of School Time,I.S. 7 ELIAS BERNSTEIN SCHOOL,Staten Island,"United Activities Unlimited, Inc.",(718) 987-8111,Middle School,"1270 Huguenot Avenue
10312
(40.5240372298056, -74.18616159171675)"
After-School Programs,Out of School Time,P.S. 18 JOHN GREENLEAF WHITTIE,Staten Island,"United Activities Unlimited, Inc.",(718) 448-4834,Elementary,"221 BROADWAY
10310
(40.63603930909672, -74.11747369098056)"
After-School Programs,Out of School Time,P.S. 44 THOMAS BROWN SCHOOL,Staten Island,"United Activities Unlimited, Inc.",(718) 644-1318,Elementary,"80 MAPLE PARKWAY
10303
(40.631719419122405, -74.15653571899277)"
After-School Programs,Out of School Time,P.S. 55 HENRY BOEHM SCHOOL,Staten Island,"United Activities Unlimited, Inc.",(718) 704-8500,Elementary,"54 Osborne Street
10312
(40.53686781464157, -74.16332659953605)"
After-School Programs,Out of School Time,P.S. 56 LOUIS DE SARIO SCHOOL,Staten Island,"United Activities Unlimited, Inc.",(718) 987-8111,Elementary,"250 KRAMER AVENUE
10309
(40.54223793547233, -74.21392743115135)"
After-School Programs,Out of School Time,P.S. 19 CURTIS SCHOOL,Staten Island,YMCA of Greater New York/Staten Island YMCA,(718) 889-3477,Elementary,"780 POST AVENUE
10310
(40.631189624083056, -74.127115288525)"
After-School Programs,Out of School Time,P.S. 22 GRANITEVILLE SCHOOL,Staten Island,YMCA of Greater New York/Staten Island YMCA,(718) 556-0521,Elementary,"1860 Forest Avenue
10303
(40.62530363633885, -74.15109445915424)"
After-School Programs,Out of School Time,P.S. 57 HUBERT HUMPHREY SCHOOL,Staten Island,YMCA of Greater New York/Staten Island YMCA,(718) 556-5294,Elementary,"140 Palma Drive
10304
(40.61136129612238, -74.08283106498078)"
After-School Programs,Out of School Time,CYO,Staten Island,"Catholic Charities Community Service, Archdiocese of N Y",(718) 448-4949,Elem/MS,"120 Anderson Avenue
10302
(40.63485695828682, -74.13431022011272)"
After-School Programs,Out of School Time,Port Richmond HS 2,Staten Island,New York Junior Tennis League,(347) 417-8189,Elem/MS/HS,"85 St Joseph Avenue
10302
(40.63466232058267, -74.14181785886493)"
After-School Programs,Out of School Time,Cromwell Rec Center,Staten Island,"Police Athletic League, Inc.",(917) 482-1297,Elem/MS/HS,"6 at Hannah St @ Bay and Hannah Street
10301
(40.62678550844453, -74.09611291088208)"
