BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
2-02869-0143,"2015 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,C6-WALK-UP,31,1924,25000,256500,10.26,544000,21.76,2-02876-0067,"1600 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,32,1922,29315,300824,10.26,715000,24.39,0.55,2-02876-0065,"1592 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,32,1922,29315,279059,9.52,664000,22.65,0.55
2-02870-0007,"1986 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,C6-WALK-UP,26,1924,18000,184680,10.26,392000,21.78,2-02876-0067,"1600 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,32,1922,29315,300824,10.26,715000,24.39,0.65,2-02876-0065,"1592 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,32,1922,29315,279059,9.52,664000,22.65,0.65
2-02872-0001,"1372 SHAKESPEARE AVENUE
Bronx, NY
(40.84154338123717, -73.92154367927968)",HIGHBRIDGE/MORRIS HEIGHTS,C6-WALK-UP,57,1926,39745,407783,10.26,865000,21.76,2-02876-0065,"1592 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,32,1922,29315,279059,9.52,664000,22.65,0.4,2-02876-0067,"1600 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,32,1922,29315,300824,10.26,715000,24.39,0.4
2-02875-0051,"150 FEATHERBED LANE
Bronx, NY
(40.84625538876489, -73.9207648844436)",HIGHBRIDGE/MORRIS HEIGHTS,D4-ELEVATOR,51,2008,83145,2053682,24.7,7652000,92,2-02814-0069,"270 BURNSIDE AVENUE
Bronx, NY
(40.854573291932525, -73.91623758297725)",MOUNT HOPE/MOUNT EDEN,D7-ELEVATOR,115,2006,119250,1018879,8.54,2160000,18.11,1.05,,,,,,,,,,,,
2-02876-0001,"1600 NELSON AVENUE
Bronx, NY
(40.84607242799119, -73.9196704835723)",HIGHBRIDGE/MORRIS HEIGHTS,C6-WALK-UP,32,1912,26650,273429,10.26,650000,24.39,2-02876-0065,"1592 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,32,1922,29315,279059,9.52,664000,22.65,0.05,2-02876-0067,"1600 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,32,1922,29315,300824,10.26,715000,24.39,0.05
2-02876-0131,"1713 NELSON AVENUE
Bronx, NY
(40.84808317856258, -73.91721947172982)",HIGHBRIDGE/MORRIS HEIGHTS,D4-ELEVATOR,48,1927,58350,505311,8.66,1070000,18.34,2-02870-0016,"2010 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,48,1924,50400,436489,8.66,925000,18.35,0.5,2-02870-0020,"2020 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,55,1925,50400,375965,7.46,797000,15.81,0.5
2-02878-0061,"1641 ANDREWS AVENUE
Bronx, NY
(40.84826788598777, -73.91941539299374)",HIGHBRIDGE/MORRIS HEIGHTS,C6-WALK-UP,61,1925,55750,543562,9.75,1150000,20.63,2-02865-0032,"1566 MACOMBS ROAD
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,56,1925,60000,584726,9.75,1240000,20.67,0.35,2-02879-0080,"1834 PHELAN PLACE
Bronx, NY
(40.853071904670976, -73.91656272399923)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,60,1926,55700,504123,9.05,1200000,21.54,0.35
2-02931-0098,"605 169 STREET
Bronx, NY
(40.83190131863027, -73.90234429859225)",MORRISANIA/LONGWOOD,D4-ELEVATOR,35,1931,41580,350103,8.42,742000,17.85,2-03237-0097,"160 KINGSBRIDGE ROAD
Bronx, NY
(40.87026634542542, -73.90444024198291)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,36,1927,39600,392609,9.91,832000,21.01,2.45,2-03298-0028,"2986 BRIGGS AVENUE
Bronx, NY
(40.87164829343862, -73.8849488800076)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,36,1938,40381,318279,7.88,675000,16.72,2.75
2-02933-0029,"1372 FRANKLIN AVENUE
Bronx, NY
(40.833338103365634, -73.9007112846625)",MORRISANIA/LONGWOOD,D4-ELEVATOR,48,1931,48852,484611,9.92,1030000,21.08,2-03352-0012,"3312 HULL AVENUE
Bronx, NY
(40.87694083877874, -73.87430056721519)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,48,1927,52000,535785,10.3,1390000,26.7,3.4,2-03356-0178,"3510 DECATUR AVENUE
Bronx, NY
(40.878941463589534, -73.87245099800796)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,49,1929,49700,467991,9.42,1110000,22.33,3.55
2-02935-0001,"625 JEFFERSON PLACE
Bronx, NY
(40.833442676336155, -73.89999329445317)",MORRISANIA/LONGWOOD,D4-ELEVATOR,16,1906,17100,195624,11.44,415000,24.27,2-02556-0017,"364 ST ANNS AVENUE
Bronx, NY
(40.80993790328429, -73.91543817713595)",MOTT HAVEN/PORT MORRIS,D1-ELEVATOR,17,1905,12830,194866,15.19,659000,51,1.85,2-03335-0142,"171 MOSHOLU PARKWAY
Bronx, NY
(40.87560603427182, -73.88146926286912)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,18,1923,21000,198935,9.47,473000,22.52,3.05
2-02948-0025,"705 CROTONA PARK
Bronx, NY
(40.84212104413827, -73.89395187588254)",CROTONA PARK,C6-WALK-UP,20,1916,15000,196200,13.08,416000,27.7,2-02968-0014,"1347 PROSPECT AVENUE
Bronx, NY
(40.829812178032824, -73.89744128426666)",MORRISANIA/LONGWOOD,C1-WALK-UP,20,1913,14325,186225,13,580000,40.5,0.9,2-03369-0034,"125 233 STREET
Bronx, NY
(40.8797037324041, -73.901284738288)",WOODLAWN,C1-WALK-UP,20,1929,14798,198420,13.41,618000,41.8,3.9
2-02948-0028,"701 CROTONA PARK
Bronx, NY
(40.84219591912022, -73.89408109560947)",CROTONA PARK,C6-WALK-UP,25,1916,17860,225393,12.62,478000,26.8,2-02754-0044,"1145 LONGFELLOW AVENUE
Bronx, NY
(40.82763007430754, -73.88801396036853)",MORRISANIA/LONGWOOD,C1-WALK-UP,25,1915,17270,252445,14.62,854000,49.4,1,2-03082-0031,"650 182 STREET
Bronx, NY
(40.85108440047094, -73.88838193383748)",EAST TREMONT,C1-WALK-UP,25,1911,17835,225262,12.63,633000,35.5,0.6
2-02961-0015,"757 169 STREET
Bronx, NY
(40.830871349109934, -73.89977098100283)",MORRISANIA/LONGWOOD,C6-WALK-UP,32,1926,26347,320335,12.16,900000,34.2,2-03225-0169,"2333 LORING PLACE
Bronx, NY
(40.861611275826476, -73.90851272444)",KINGSBRIDGE HTS/UNIV HTS,C7-WALK-UP,26,1927,26556,320731,12.08,901000,33.9,2.15,2-02998-0166,"985 174 STREET
Bronx, NY
(40.836428279258726, -73.8848780309087)",CROTONA PARK,C7-WALK-UP,28,1931,24750,305561,12.35,859000,34.7,0.9
2-02962-0044,"1409 PROSPECT AVENUE
Bronx, NY
(40.83230653479862, -73.89666101747062)",MORRISANIA/LONGWOOD,C6-WALK-UP,11,1904,14175,161878,11.42,343000,24.2,2-02709-0009,"834 BECK STREET
Bronx, NY
(40.81782787147172, -73.89713986700835)",MORRISANIA/LONGWOOD,C1-WALK-UP,12,1907,10110,139895,13.84,297000,29.4,1,2-03237-0107,"2635 SEDGWICK AVENUE
Bronx, NY
(40.86916453183633, -73.90512912722889)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,11,1916,13690,130278,9.52,310000,22.64,2.5
2-02966-0017,"1500 BOSTON ROAD
Bronx, NY
(40.834951561901086, -73.89404595125656)",CROTONA PARK,C6-WALK-UP,43,1933,30000,321600,10.72,834000,27.8,2-02683-0043,"567 SOUTHERN BOULEVARD
Bronx, NY
(40.81241876142073, -73.90324592498636)",MORRISANIA/LONGWOOD,C7-WALK-UP,41,1907,25926,217573,8.39,461000,17.78,1.6,2-03974-0004,"1410 ROWLAND STREET
Bronx, NY
(40.83789699744085, -73.84576155801867)",WESTCHESTER,C1-WALK-UP,39,1928,32000,344474,10.76,893000,27.9,2.45
2-02967-0006,"1574 BOSTON ROAD
Bronx, NY
(40.83573221556757, -73.89140585524403)",CROTONA PARK,D4-ELEVATOR,54,1929,50000,675000,13.5,1430000,28.6,2-02453-0030,"1210 SHERMAN AVENUE
Bronx, NY
(40.83394461859277, -73.91575865169428)",MELROSE/CONCOURSE,D7-ELEVATOR,56,1938,53000,739959,13.96,2300000,43.4,1.25,2-03197-0001,"2280 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,D7-ELEVATOR,55,1927,53662,621530,11.58,1750000,32.6,1.8
2-02968-0035,"810 RITTER PLACE
Bronx, NY
(40.830850271595146, -73.89844746313217)",MORRISANIA/LONGWOOD,C6-WALK-UP,21,1910,17520,200604,11.45,425000,24.26,2-02422-0048,"299 162 STREET
Bronx, NY
(40.826180186611026, -73.91678942669984)",MELROSE/CONCOURSE,C1-WALK-UP,21,1910,17550,180957,10.31,430000,24.5,1.05,2-02955-0005,"1912 PROSPECT AVENUE
Bronx, NY
(40.843421401140446, -73.88980294777713)",EAST TREMONT,C1-WALK-UP,21,1910,18250,226515,12.41,637000,34.9,1
2-02985-0023,"1922 CROTONA PARKWAY
Bronx, NY
(40.841576707924695, -73.88544205219551)",EAST TREMONT,D4-ELEVATOR,17,1911,27691,251157,9.07,533000,19.25,2-03214-0080,"2533 AQUEDUCT AVENUE
Bronx, NY
(40.86553520131429, -73.90206874587018)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,18,1929,24500,176233,7.19,374000,15.27,1.9,2-03335-0142,"171 MOSHOLU PARKWAY
Bronx, NY
(40.87560603427182, -73.88146926286912)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,18,1923,21000,198935,9.47,473000,22.52,2.35
2-02992-0018,"1898 DALY AVENUE
Bronx, NY
(40.84090147653475, -73.88441762119892)",EAST TREMONT,C6-WALK-UP,16,1993,15840,260295,16.43,880000,56,2-03077-0050,"2463 HUGHES AVENUE
Bronx, NY
(40.85647324862814, -73.88585763255445)",BELMONT,C1-WALK-UP,16,2004,13520,227559,16.83,851000,63,1.1,2-03199-0007,"2392 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,16,2005,15712,311097,19.8,1160000,74,1.8
2-02992-0073,"1883 VYSE AVENUE
Bronx, NY
(40.839548757803456, -73.88393502210386)",EAST TREMONT,C6-WALK-UP,16,1993,15840,260295,16.43,880000,56,2-03077-0050,"2463 HUGHES AVENUE
Bronx, NY
(40.85647324862814, -73.88585763255445)",BELMONT,C1-WALK-UP,16,2004,13520,227559,16.83,851000,63,1.1,2-03199-0007,"2392 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,16,2005,15712,311097,19.8,1160000,74,1.8
2-02998-0145,"1003 174 STREET
Bronx, NY
(40.836161091367636, -73.88411859798565)",CROTONA PARK,C6-WALK-UP,43,1923,28165,330093,11.72,700000,24.85,2-02609-0046,"1175 FULTON AVENUE
Bronx, NY
(40.829668127062035, -73.90520245684763)",MORRISANIA/LONGWOOD,C1-WALK-UP,43,1925,28800,394510,13.7,1230000,42.7,1.2,2-02754-0005,"1134 FARMS ROAD
Bronx, NY
(40.82722285127296, -73.8895463815305)",MORRISANIA/LONGWOOD,C1-WALK-UP,43,1926,30540,339827,11.13,881000,28.8,0.75
2-03010-0004,"1670 LONGFELLOW AVENUE
Bronx, NY
(40.834674504393995, -73.88511321810832)",CROTONA PARK,D4-ELEVATOR,60,1928,66258,550603,8.31,1170000,17.66,2-02453-0045,"1254 SHERMAN AVENUE
Bronx, NY
(40.83455108779677, -73.91539926253637)",MELROSE/CONCOURSE,D1-ELEVATOR,60,1927,60360,450000,7.46,954000,15.81,1.6,2-03909-0081,"1230 TREMONT AVENUE
Bronx, NY
(40.83970896311618, -73.8724248115558)",EAST TREMONT,D1-ELEVATOR,60,1932,62400,610064,9.78,1450000,23.24,0.7
2-03016-0005,"1898 LONGFELLOW AVENUE
Bronx, NY
(40.839101161616846, -73.88208739886875)",EAST TREMONT,C6-WALK-UP,17,1914,19250,206297,10.72,437000,22.7,2-03055-0014,"540 187 STREET
Bronx, NY
(40.85657376686306, -73.88954653431146)",BELMONT,C1-WALK-UP,17,1910,13600,135306,9.95,322000,23.68,1.25,2-03282-0042,"2679 DECATUR AVENUE
Bronx, NY
(40.86444294107542, -73.88930820482072)",BEDFORD PARK/NORWOOD,C1-WALK-UP,17,1912,18839,188236,9.99,399000,21.18,1.85
2-03016-0007,"1900 LONGFELLOW AVENUE
Bronx, NY
(40.83910851940562, -73.882078475593)",EAST TREMONT,C6-WALK-UP,28,1931,27550,229216,8.32,486000,17.64,2-03287-0066,"314 196 STREET
Bronx, NY
(40.86647092744072, -73.8901708632767)",BEDFORD PARK/NORWOOD,C1-WALK-UP,28,1922,27000,216029,8,458000,16.96,1.9,2-03346-0017,"3220 PERRY AVENUE
Bronx, NY
(40.875089828219494, -73.87676006037117)",BEDFORD PARK/NORWOOD,C1-WALK-UP,28,1927,25250,246867,9.78,523000,20.71,2.5
2-03030-0143,"2250 WEBSTER AVENUE
Bronx, NY
(40.85540424276108, -73.8960923540169)",BATHGATE,C6-WALK-UP,20,1913,16120,230032,14.27,488000,30.3,2-03050-0089,"509 182 STREET
Bronx, NY
(40.85351751149919, -73.8934981106762)",BATHGATE,C1-WALK-UP,15,1914,11200,159824,14.27,540000,48.2,0.15,2-03030-0138,"2242 WEBSTER AVENUE
Bronx, NY
(40.85504140373227, -73.89632262356649)",BATHGATE,C1-WALK-UP,25,1916,19500,261323,13.4,814000,41.7,0
2-03035-0048,"463 178 STREET
Bronx, NY
(40.848505008290445, -73.89783092578962)",BATHGATE,D4-ELEVATOR,38,1935,32200,340354,10.57,722000,22.42,2-03046-0003,"2028 WASHINGTON AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",BATHGATE,D1-ELEVATOR,34,1928,29300,309699,10.57,657000,22.42,0.15,,,,,,,,,,,,
2-03038-0046,"4554 PARK AVENUE
Bronx, NY
(40.85589858764452, -73.89431906811966)",BATHGATE,C6-WALK-UP,35,1915,33663,0,0,765000,22.73,2-03050-0008,"2235 BASSFORD AVENUE
Bronx, NY
(40.853977562477745, -73.8934183874378)",BATHGATE,C1-WALK-UP,33,1925,28000,293720,10.49,761000,27.2,0.15,2-02927-0050,"1485 FULTON AVENUE
Bronx, NY
(40.83634866612074, -73.90075778298512)",BATHGATE,C7-WALK-UP,46,1931,41474,428008,10.32,907000,21.87,1.4
2-03044-0027,"1993 BATHGATE AVENUE
Bronx, NY
(40.84879050958924, -73.89613002053754)",BATHGATE,C6-WALK-UP,16,1908,15175,163738,10.79,347000,22.87,2-03044-0029,"1991 BATHGATE AVENUE
Bronx, NY
(40.84874765843693, -73.89615421540584)",BATHGATE,C1-WALK-UP,17,1908,15175,156133,10.29,331000,21.81,0,2-02927-0033,"545 ST PAUL'S PLACE
Bronx, NY
(40.83573286961898, -73.90208916243223)",BATHGATE,C7-WALK-UP,20,1928,17020,183634,10.79,437000,25.7,0.9
2-03044-0040,"495 178 STREET
Bronx, NY
(40.84814214919991, -73.89669446945464)",BATHGATE,D4-ELEVATOR,56,1941,55137,540893,9.81,1290000,23.4,2-03044-0035,"1975 BATHGATE AVENUE
Bronx, NY
(40.84840484931321, -73.89634777429882)",BATHGATE,D1-ELEVATOR,54,1928,49500,334126,6.75,708000,14.3,0,2-02929-0024,"1605 FULTON AVENUE
Bronx, NY
(40.838930060581916, -73.89930001792655)",BATHGATE,D1-ELEVATOR,49,1928,45444,445760,9.81,945000,20.79,0.75
2-03045-0019,"2068 BATHGATE AVENUE
Bronx, NY
(40.85030943589351, -73.89518716595535)",BATHGATE,C6-WALK-UP,40,1911,32700,295608,9.04,627000,19.17,2-03031-0069,"4575 PARK AVENUE
Bronx, NY
(40.85678685878994, -73.89418005704759)",BATHGATE,C1-WALK-UP,62,1926,52547,475024,9.04,1130000,21.5,0.5,2-03038-0055,"450 184 STREET
Bronx, NY
(40.85620728374734, -73.89361627969845)",BATHGATE,C1-WALK-UP,47,1926,40715,367950,9.04,875000,21.49,0.4
2-03047-0014,"490 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",BATHGATE,C6-WALK-UP,24,1927,26000,333320,12.82,707000,27.2,2-03047-0067,"503 180 STREET
Bronx, NY
(40.85106402056885, -73.89469932665685)",BATHGATE,C1-WALK-UP,21,1911,20050,188040,9.38,399000,19.9,0.05,2-03048-0030,"546 182 STREET
Bronx, NY
(40.853069547130616, -73.89278334161752)",BATHGATE,C1-WALK-UP,25,1913,21200,271783,12.82,576000,27.2,0.1
2-03061-0070,"565 178 STREET
Bronx, NY
(40.84740740068527, -73.89418068252056)",EAST TREMONT,C6-WALK-UP,20,1907,16100,209461,13.01,444000,27.6,2-03070-0026,"2119 HUGHES AVENUE
Bronx, NY
(40.84958393892202, -73.89011899405855)",EAST TREMONT,C1-WALK-UP,25,1911,22000,286135,13.01,607000,27.6,0.2,2-03070-0028,"2115 HUGHES AVENUE
Bronx, NY
(40.849448680909454, -73.89020092920079)",EAST TREMONT,C1-WALK-UP,27,1911,22000,239567,10.89,508000,23.09,0.2
2-03068-0006,"1974 LA FONTAINE AVENUE
Bronx, NY
(40.8470585809831, -73.89397140073956)",EAST TREMONT,C6-WALK-UP,49,1925,46800,608868,13.01,1900000,40.6,2-03070-0026,"2119 HUGHES AVENUE
Bronx, NY
(40.84958393892202, -73.89011899405855)",EAST TREMONT,C1-WALK-UP,25,1911,22000,286135,13.01,607000,27.6,0.25,2-03070-0028,"2115 HUGHES AVENUE
Bronx, NY
(40.849448680909454, -73.89020092920079)",EAST TREMONT,C1-WALK-UP,27,1911,22000,239567,10.89,508000,23.09,0.25
2-03069-0024,"2089 ARTHUR AVENUE
Bronx, NY
(40.8492155463867, -73.89173891376029)",EAST TREMONT,C6-WALK-UP,72,1925,55920,0,0,1510000,27,2-03110-0063,"786 182 STREET
Bronx, NY
(40.84885932399732, -73.8841263779149)",EAST TREMONT,C1-WALK-UP,52,1924,41550,495320,11.92,1390000,33.5,0.4,2-03119-0037,"2136 SOUTHERN BOULEVARD
Bronx, NY
(40.84690922465688, -73.88363268363692)",EAST TREMONT,C1-WALK-UP,66,1931,43910,1097320,24.99,4550000,104,0.5
2-03069-0090,"2039 HUGHES AVENUE
Bronx, NY
(40.847947946162385, -73.8911030292157)",EAST TREMONT,D4-ELEVATOR,12,1911,13200,165528,12.54,465000,35.2,2-03061-0032,"2005 MONTEREY AVENUE
Bronx, NY
(40.84776886297071, -73.89466191323608)",EAST TREMONT,D1-ELEVATOR,18,1913,17407,196386,11.28,416000,23.9,0.15,2-03061-0034,"547 MONTEREY AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",EAST TREMONT,D7-ELEVATOR,20,1913,18800,235663,12.54,500000,26.6,0.15
2-03073-0041,"2386 ARTHUR AVENUE
Bronx, NY
(40.855246380614965, -73.88779091887343)",BELMONT,C6-WALK-UP,15,1905,10776,114764,10.65,243000,22.55,2-03078-0010,"2500 ARTHUR AVENUE
Bronx, NY
(40.85757555082069, -73.88581527259753)",BELMONT,C7-WALK-UP,16,1903,13600,165017,12.13,464000,34.1,0.2,2-03086-0007,"643 182 STREET
Bronx, NY
(40.851216932019405, -73.88849698166378)",BELMONT,C7-WALK-UP,17,1907,11232,118107,10.52,306000,27.2,0.2
2-03080-0082,"2076 BELMONT AVENUE
Bronx, NY
(40.84814976712944, -73.8901137069794)",EAST TREMONT,C6-WALK-UP,16,1925,14850,146272,9.85,310000,20.88,2-03080-0038,"2037 BELMONT AVENUE
Bronx, NY
(40.84787590368671, -73.89042106701291)",EAST TREMONT,C1-WALK-UP,17,1909,11629,162311,13.96,344000,29.6,0.05,2-03081-0048,"666 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",EAST TREMONT,C1-WALK-UP,20,1927,20250,193603,9.56,410000,20.25,0.05
2-03081-0013,"2121 BELMONT AVENUE
Bronx, NY
(40.84922718352818, -73.88943727683987)",EAST TREMONT,C6-WALK-UP,21,1910,17000,203150,11.95,431000,25.4,2-03080-0038,"2037 BELMONT AVENUE
Bronx, NY
(40.84787590368671, -73.89042106701291)",EAST TREMONT,C1-WALK-UP,17,1909,11629,162311,13.96,344000,29.6,0.1,2-03081-0045,"2120 BELMONT AVENUE
Bronx, NY
(40.84920347242967, -73.8893719309378)",EAST TREMONT,C1-WALK-UP,25,1914,18113,216700,11.96,459000,25.3,0.05
2-03081-0042,"2114 BELMONT AVENUE
Bronx, NY
(40.84902802159298, -73.88948319244398)",EAST TREMONT,C6-WALK-UP,16,1927,12200,136030,11.15,288000,23.61,2-03119-0066,"2155 MOHEGAN AVENUE
Bronx, NY
(40.84684073236541, -73.88236494074143)",EAST TREMONT,C1-WALK-UP,15,1912,10500,120750,11.5,339000,32.3,0.35,2-03134-0033,"983 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",EAST TREMONT,C1-WALK-UP,20,1913,18200,249053,13.68,776000,42.6,0.6
2-03083-0001,"661 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",EAST TREMONT,D4-ELEVATOR,281,1959,272000,3223200,11.85,9060000,33.3,2-03138-0001,"999 180 STREET
Bronx, NY
(40.843235160415034, -73.8791946738251)",EAST TREMONT,D1-ELEVATOR,237,1974,276135,3272518,11.85,6940000,25.1,0.65,2-03113-0009,"769 GROTE STREET
Bronx, NY
(40.850670895589055, -73.88400930702491)",BELMONT,D1-ELEVATOR,249,1973,207850,2967215,14.28,6290000,30.3,0.25
2-03083-0045,"2167 CROTONA AVENUE
Bronx, NY
(40.84970066063368, -73.8872654938604)",EAST TREMONT,D4-ELEVATOR,22,1926,21000,248850,11.85,699000,33.3,2-03123-0056,"882 180 STREET
Bronx, NY
(40.84517287241987, -73.88285496542997)",EAST TREMONT,D7-ELEVATOR,30,1916,34200,620288,18.14,2320000,68,0.45,2-03128-0032,"945 180 STREET
Bronx, NY
(40.844168108916094, -73.8808599331902)",EAST TREMONT,D7-ELEVATOR,25,1915,25527,362707,14.21,769000,30.1,0.5
2-03090-0049,"684 189 STREET
Bronx, NY
(40.85624141277491, -73.88375597556042)",BELMONT,C6-WALK-UP,37,1928,33984,468979,13.8,1460000,43,2-03102-0029,"724 187 STREET
Bronx, NY
(40.8538755682653, -73.88362214002325)",BELMONT,C7-WALK-UP,41,1927,28000,385313,13.76,1200000,42.9,0.2,2-03115-0001,"751 187 STREET
Bronx, NY
(40.85366469818333, -73.88267540945277)",BELMONT,C7-WALK-UP,31,1931,22500,313623,13.94,977000,43.4,0.1
2-03092-0006,"1974 CROTONA AVENUE
Bronx, NY
(40.84595886451802, -73.89062738892538)",EAST TREMONT,C6-WALK-UP,25,1927,24100,265100,11,562000,23.32,2-03096-0052,"2120 CROTONA AVENUE
Bronx, NY
(40.848828938944386, -73.88822348894998)",EAST TREMONT,C1-WALK-UP,35,1914,24540,268281,10.93,695000,28.3,0.2,2-03107-0016,"800 179 STREET
Bronx, NY
(40.84517355137441, -73.88673616680222)",EAST TREMONT,C1-WALK-UP,29,1912,20300,273340,13.47,851000,41.9,0.2
2-03095-0001,"705 179 STREET
Bronx, NY
(40.84673418600808, -73.88977701093172)",EAST TREMONT,C6-WALK-UP,35,1916,30000,300000,10,636000,21.2,2-03096-0052,"2120 CROTONA AVENUE
Bronx, NY
(40.848828938944386, -73.88822348894998)",EAST TREMONT,C1-WALK-UP,35,1914,24540,268281,10.93,695000,28.3,0.1,2-03134-0035,"975 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",EAST TREMONT,C1-WALK-UP,49,1926,40880,424626,10.39,1100000,26.9,0.55
2-03095-0007,"700 OAKLAND PLACE
Bronx, NY
(40.84734181573608, -73.88945310233484)",EAST TREMONT,D4-ELEVATOR,30,1931,25176,283230,11.25,734000,29.2,2-03129-0018,"938 BRONX PARK
Bronx, NY
(40.84574406126421, -73.87987515035022)",EAST TREMONT,D1-ELEVATOR,38,1931,37000,514535,13.91,1600000,43.2,0.45,2-03198-0110,"15 EVELYN PLACE
Bronx, NY
(40.85927089196039, -73.90416964407677)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,30,1931,29892,330537,11.06,857000,28.7,1.2
