ID,Business Name,Trade Name,Sidewalk Cafe Type,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number,Lic Area Sq Ft
117,"359 COLUMBUS AVENUE, LLC",ISABELLA'S,Unenclosed Sidewalk Cafe,953473,"359 COLUMBUS AVE, NEW YORK, NY 10024",359,COLUMBUS AVE,NEW YORK,NY,10024,Manhattan,,(212) 724-2100,558
118,3801 BROADWAY RESTAURANT CORP.,LAS MARGARITAS,Unenclosed Sidewalk Cafe,1414518,"38-01 BROADWAY, L.I.C, NY 11103",38-01,BROADWAY,L.I.C,NY,11103,Queens,,(718) 777-1707,369
119,"381 PARK AVENUE SOUTH, LLC",PRIME STEAKHOUSE,Unenclosed Sidewalk Cafe,1259013,"381 PARK AVE S, NEW YORK, NY 10016",381,PARK AVE S,NEW YORK,NY,10016,Manhattan,,(212) 824-2600,410
120,384 3RD AVE REST LLC,ARCTICA,Unenclosed Sidewalk Cafe,1257055,"384 3 AVENUE, NEW YORK, NY 10016",384,   3 AVENUE,NEW YORK,NY,10016,Manhattan,,(914) 632-6036,103
121,384 COLUMBUS AVENUE ASSOCIATES LLC,OCEAN GRILL,Unenclosed Sidewalk Cafe,1190075,"384 COLUMBUS AVENUE, NEW YORK, NY 10024",384,COLUMBUS AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 579-2300,375
122,3RD AVE 26 REST. CORP.,SUNFLOWER DINER,Enclosed Sidewalk Cafe,1297821,"359 3RD AVE, NEW YORK, NY 10016",359,   3RD AVE,NEW YORK,NY,10016,Manhattan,,(646) 526-0252,252
123,"4 RUNNERS, INC",,Unenclosed Sidewalk Cafe,1290477,"310 W 14TH ST, NEW YORK, NY 10014",310,W 14TH ST,NEW YORK,NY,10014,Manhattan,,(212) 463-8626,150
124,40-01 NORTHERN BOULEVARD CORP,TEQUILA SUNRISE,Enclosed Sidewalk Cafe,1275009,"40-01 NORTHERN BOULEVARD, QUEENS, NY 11101",40-01,NORTHERN BOULEVARD,QUEENS,NY,11101,Queens,,(917) 841-6667,1044
125,400 WEST 14TH INC,GASLIGHT,Unenclosed Sidewalk Cafe,1346493,"400 W 14TH ST, NEW YORK, NY 10014",400,W 14TH ST,NEW YORK,NY,10014,Manhattan,,(917) 449-5558,631
126,401 W 50 TAVERN INC.,HIBERNIA,Unenclosed Sidewalk Cafe,1310240,"401 WEST   50 STREET, NEW YORK, NY 10019",401,WEST   50 STREET,NEW YORK,NY,10019,Manhattan,10019,(212) 969-9703,108
127,41-08 REST.CORP.,CHRISTOS STEAK HOUSE,Unenclosed Sidewalk Cafe,1222107,"4108 23RD AVE, QUEENS, NY 11105",4108, 23RD AVE,QUEENS,NY,11105,Queens,,(718) 777-8400,439
128,412 AMSTERDAM CORP.,BETTOLA,Unenclosed Sidewalk Cafe,1158198,"412 AMSTERDAM AVE, NEW YORK, NY 10024",412,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,,(212) 362-7400,134
129,419 MYRTLE REST CORP,,Unenclosed Sidewalk Cafe,1391086,"419 MYRTLE AVENUE, BROOKLYN, NY 11205",419,MYRTLE AVENUE,BROOKLYN,NY,11205,Brooklyn,,(917) 412-7110,677
130,42-02 TAVERN INC,,Unenclosed Sidewalk Cafe,1427814,"4202 BROADWAY, ASTORIA, NY 11103",4202,BROADWAY,ASTORIA,NY,11103,Queens,,(718) 606-2777,552
131,425 AMSTERDAM CAFE INC.,MCALEER'S PUB,Unenclosed Sidewalk Cafe,1218074,"425 AMSTERDAM AVE, NEW YORK, NY 10024",425,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,,(212) 362-7867,145
132,"43 WEST 24TH ST. REST., LLC.",RAYMI RESTAURANT,Unenclosed Sidewalk Cafe,1433299,"43 W 24TH ST, NEW YORK, NY 10010",43,W 24TH ST,NEW YORK,NY,10010,Manhattan,,(212) 929-1200,234
133,"442 AMSTERDAM REST.,CORP.",THE GIN MILL,Unenclosed Sidewalk Cafe,953744,"442 AMSTERDAM AVE, NEW YORK, NY 10024",442,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,,(212) 580-9080,180
134,449 RESTAURANT INC.,MOONSTRUCK DINER,Enclosed Sidewalk Cafe,924875,"449 THIRD AVENUE, NEW YORK, NY 10016",449,THIRD AVENUE,NEW YORK,NY,10016,Manhattan,,(212) 213-1100,516
135,"44TH AND NINTH RESTAURANT, INC.",L'ALLEGRIA,Unenclosed Sidewalk Cafe,1139326,"623 9TH AVE, NEW YORK, NY 10036",623,9TH AVE,NEW YORK,NY,10036,Manhattan,,(212) 265-6777,144
136,451 GRAHAM AVENUE CORP,THE RICHARDSON,Unenclosed Sidewalk Cafe,1314137,"451 GRAHAM AVENUE, BROOKLYN, NY 11222",451,GRAHAM AVENUE,BROOKLYN,NY,11222,Brooklyn,,(718) 389-0839,421
137,46 02 SKILLMAN CAFE LLC,CLARET'S WINE BAR,Unenclosed Sidewalk Cafe,1309963,"46-02 SKILLMAN AVENUE, SUNNYSIDE, NY 11104",46-02,SKILLMAN AVENUE,SUNNYSIDE,NY,11104,Queens,,(718) 791-1501,254
138,480 REST AMSTERDAM INC.,SOLDER MCGEE TAVERN,Unenclosed Sidewalk Cafe,1307588,"480 AMSTERDAM AVENUE, NEW YORK, NY 10024",480,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 579-4299,168
139,4N CORP,BLIND PIG,Unenclosed Sidewalk Cafe,1251799,"233 EAST   14 STREET, NEW YORK, NY 10003",233,EAST   14 STREET,NEW YORK,NY,10003,Manhattan,,(212) 209-1573,152
140,505-23 BAR INC,THE HALF KING,Unenclosed Sidewalk Cafe,1109467,"505-507 W 23RD ST, NEW YORK, NY 10011",505-507,W 23RD ST,NEW YORK,NY,10011,Manhattan,,(212) 462-4300,420
141,511 AMSTERDAM VINO CORP.,SLIGHTLY OLIVER,Unenclosed Sidewalk Cafe,1320797,"511 AMSTERDAM AVENUE, NEW YORK, NY 10024",511,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 877-2267,181
142,"513 COLUMBUS,LLC",,Unenclosed Sidewalk Cafe,1384479,"513 COLUMBUS AVENUE, NEW YORK, NY 10024",513,COLUMBUS AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 579-2900,370
143,52 RESTAURANT GROUP CORP.,OPAL,Unenclosed Sidewalk Cafe,1105401,"251 EAST   52 STREET, NEW YORK, NY 10022",251,EAST   52 STREET,NEW YORK,NY,10022,Manhattan,,(212) 593-4321,339
144,520 COLUMBUS AVE LTD,NONNA RESTAURANT,Unenclosed Sidewalk Cafe,1006183,"520 COLUMBUS AVE, NEW YORK, NY 10024",520,COLUMBUS AVE,NEW YORK,NY,10024,Manhattan,,(212) 579-3194,297
145,523 9TH AVENUE INC.,HELLS KITCHEN CAFE,Unenclosed Sidewalk Cafe,1371615,"523 9 AVENUE, NEW YORK, NY 10018",523,   9 AVENUE,NEW YORK,NY,10018,Manhattan,,(917) 957-0161,162
146,542 3RD AVENUE FOOD CORP,,Enclosed Sidewalk Cafe,1329305,"542 3 AVENUE, NEW YORK, NY 10016",542,   3 AVENUE,NEW YORK,NY,10016,Manhattan,,(646) 294-1902,144
147,542 3RD AVENUE FOOD CORP,EURO DINER,Unenclosed Sidewalk Cafe,1200222,"542 THIRD AVENUE, NEW YORK, NY 10016",542,THIRD AVENUE,NEW YORK,NY,10016,Manhattan,,(646) 294-1902,107
148,"54TH STREET BAKERY, LLC.",CAFE METRO,Unenclosed Sidewalk Cafe,1221586,"839 7TH AVE, NEW YORK, NY 10019",839,7TH AVE,NEW YORK,NY,10019,Manhattan,,(212) 983-7474,202
149,551 HUDSON RESTAURANT LLC,SPASS0,Unenclosed Sidewalk Cafe,1382844,"551 HUDSON STREET, NEW YORK, NY 10014",551,HUDSON STREET,NEW YORK,NY,10014,Manhattan,,(917) 664-7323,313
150,"567 HUDSON STREET, INC.",WHITE HORSE TAVERN,Unenclosed Sidewalk Cafe,769952,"567 HUDSON STREET, NEW YORK, NY 10014",567,HUDSON STREET,NEW YORK,NY,10014,Manhattan,,(212) 989-3956,728
151,568 FIFTH BROOKLYN LLC,BLACK HORSE PUB,Unenclosed Sidewalk Cafe,1385722,"568 FIFTH AVENUE, BROOKLYN, NY 11215",568,FIFTH AVENUE,BROOKLYN,NY,11215,Brooklyn,,(718) 788-1975,324
152,57TH RESTAURANT ASSOCIATES LLC.,RUE 57,Unenclosed Sidewalk Cafe,1203510,"60 WEST   57 STREET, NEW YORK, NY 10019",60,WEST   57 STREET,NEW YORK,NY,10019,Manhattan,,(212) 399-6000,415
153,58 2ND REST CORP.,CELLAR 58,Unenclosed Sidewalk Cafe,1312717,"58 2 AVENUE, NEW YORK, NY 10003",58,   2 AVENUE,NEW YORK,NY,10003,Manhattan,,(212) 777-2840,144
154,60 GREENWICH LLC,,Unenclosed Sidewalk Cafe,1191326,"60 GREENWICH AVENUE, NEW YORK, NY 10011",60,GREENWICH AVENUE,NEW YORK,NY,10011,Manhattan,,(917) 306-0535,216
155,60 SWEET THING INC.,REDEMPTION COCTAIL LOUNGE,Unenclosed Sidewalk Cafe,1215467,"1003 2 AVENUE, NEW YORK, NY 10022",1003,   2 AVENUE,NEW YORK,NY,10022,Manhattan,,(212) 513-1988,380
156,600 METROPOLITAN CORP.,ALLIGATOR LOUNGE,Unenclosed Sidewalk Cafe,1311871,"600 METROPOLITAN AVENUE, BROOKLYN, NY 11211",600,METROPOLITAN AVENUE,BROOKLYN,NY,11211,Brooklyn,,(718) 599-4440,184
157,600 WEST 169TH REST. INC.,COOGANS,Unenclosed Sidewalk Cafe,1283230,"4015 BROADWAY, NEW YORK, NY 10032",4015,BROADWAY,NEW YORK,NY,10032,Manhattan,,(212) 928-1234,360
158,"601 VANDERBILT, LLC",BARETTE,Unenclosed Sidewalk Cafe,1253849,"601 VANDERBILT AVENUE, BROOKLYN, NY 11238",601,VANDERBILT AVENUE,BROOKLYN,NY,11238,Brooklyn,,(718) 230-5170,433
159,603 SECOND AVE CORP,BENJAMIN RESTAURANT,Enclosed Sidewalk Cafe,760685,"603 2ND AVE, NEW YORK, NY 10016",603,   2ND AVE,NEW YORK,NY,10016,Manhattan,,(212) 889-0750,240
160,609 EDIBLES INC,TINOS DELICATESSEN,Unenclosed Sidewalk Cafe,1288036,"2410 ARTHUR AVE, BRONX, NY 10458",2410,ARTHUR AVE,BRONX,NY,10458,Bronx,,(718) 733-9879,81
161,61 LEX & PARK RESTAURANT INC,CIRCUS RESTAURANT,Unenclosed Sidewalk Cafe,1193924,"132 EAST   61 STREET, NEW YORK, NY 10065",132,EAST   61 STREET,NEW YORK,NY,10065,Manhattan,,(212) 223-2965,63
162,62ND & 1ST LLC,NEELY'S BARBECUE PARLOR,Unenclosed Sidewalk Cafe,1136669,"1125 FIRST AVENUE, NEW YORK, NY 10065",1125,FIRST AVENUE,NEW YORK,NY,10065,Manhattan,,(212) 871-4000,417
163,63 GUERNSEY LLC,SPRITZENHAUS,Unenclosed Sidewalk Cafe,1374780,"63 GUERNSEY ST, BROOKLYN, NY 11222",63,GUERNSEY ST,BROOKLYN,NY,11222,Brooklyn,,(212) 932-7566,814
164,64 GREENWICH RESTAURANT,THE MEATBALL SHOP,Unenclosed Sidewalk Cafe,1385289,"64 GREENWICH AVENUE, NEW YORK, NY 10011",64,GREENWICH AVENUE,NEW YORK,NY,10011,Manhattan,,(917) 640-8008,75
165,"64 WEST RESTAURANT, LLC",BAR BOULUD,Unenclosed Sidewalk Cafe,1282969,"1900 BROADWAY, NEW YORK, NY 10023",1900,BROADWAY,NEW YORK,NY,10023,Manhattan,,(212) 595-0303,676
166,643 HUDSON LLC,FATTY CRAB,Unenclosed Sidewalk Cafe,1230448,"643 HUDSON ST, NEW YORK, NY 10014",643,HUDSON ST,NEW YORK,NY,10014,Manhattan,,(212) 807-6383,86
167,647 NINTH AVE CORP,,Unenclosed Sidewalk Cafe,1385538,"647 NINTH AVENUE, NEW YORK, NY 10036",647,NINTH AVENUE,NEW YORK,NY,10036,Manhattan,,(212) 248-8880,100
168,659 REST. INC,MERCURY BAR,Unenclosed Sidewalk Cafe,1101272,"659 NINTH AVENUE, NEW YORK, NY 10036",659,NINTH AVENUE,NEW YORK,NY,10036,Manhattan,,(212) 262-7755,126
169,662 FULTON ST RESTAURANT CORP,DENIZ,Unenclosed Sidewalk Cafe,1314257,"662 FULTON STREET, BROOKLYN, NY 11217",662,FULTON STREET,BROOKLYN,NY,11217,Brooklyn,,(718) 852-6503,243
170,667 TENTH AVENUE CORP,FAST EDDIES,Unenclosed Sidewalk Cafe,1424351,"667 10TH AVE, NEW YORK, NY 10036",667,  10TH AVE,NEW YORK,NY,10036,Manhattan,,(212) 932-7566,389
171,"675 HUDSON VAULT, LLC",DOS CAMINOS,Unenclosed Sidewalk Cafe,1159248,"675 HUDSON ST, NEW YORK, NY 10014",675,HUDSON ST,NEW YORK,NY,10014,Manhattan,,(212) 513-1988,1300
172,68TH ST CAFE INC.,,Unenclosed Sidewalk Cafe,1326142,"2014 BROADWAY, NEW YORK, NY 10023",2014,BROADWAY,NEW YORK,NY,10023,Bronx,,(212) 724-1400,285
173,7 EAST 54TH STREET ASSOCIATES LLC,BICE RISTORANTE,Unenclosed Sidewalk Cafe,1424031,"7 E 54TH ST, NEW YORK, NY 10022",7,E 54TH ST,NEW YORK,NY,10022,Manhattan,,(212) 688-1999,209
174,701 W. 135TH CAFE INC.,COVO TRATTORIA,Unenclosed Sidewalk Cafe,1276674,"701 W 135TH ST, NEW YORK, NY 10031",701,W 135TH ST,NEW YORK,NY,10031,Manhattan,,(212) 234-9573,770
175,71 WINE BAR CAFE OPERATING CORP.,BIN 71,Unenclosed Sidewalk Cafe,1219794,"237 COLUMBUS AVE, NEW YORK, NY 10023",237,COLUMBUS AVE,NEW YORK,NY,10023,Manhattan,,(917) 686-2081,130
176,715 LORIMER RESTAURANT LLC,BECO,Unenclosed Sidewalk Cafe,1354387,"715 LORIMER ST, BROOKLYN, NY 11211",715,LORIMER ST,BROOKLYN,NY,11211,Brooklyn,,(917) 817-0877,165
177,72ND & COLUMBUS RESTAURANT LLC,COLUMBUS TAVERN,Enclosed Sidewalk Cafe,1392078,"269 COLUMBUS AVENUE, NEW YORK, NY 10023",269,COLUMBUS AVENUE,NEW YORK,NY,10023,Manhattan,,(212) 873-9400,416
178,74 SEVENTH LLC,CENTRO VINOTECA,Enclosed Sidewalk Cafe,1280572,"37 BARROW ST, NEW YORK, NY 10014",37,BARROW ST,NEW YORK,NY,10014,Manhattan,7TH AVE S,(212) 980-6363,461
179,753 WASHINGTON TRATTORIA INC.,,Unenclosed Sidewalk Cafe,1382062,"753 WASHINGTON STREET, NEW YORK, NY 10014",753,WASHINGTON STREET,NEW YORK,NY,10014,Manhattan,,(718) 710-2249,207
180,757 REST LLC,ROGUE,Unenclosed Sidewalk Cafe,1200498,"757 6 AVENUE, NEW YORK, NY 10010",757,   6 AVENUE,NEW YORK,NY,10010,Manhattan,,(212) 242-6434,270
181,75TH & 3RD CORP.,BISTRO LE STEAK,Enclosed Sidewalk Cafe,1167600,"1309 3 AVENUE, NEW YORK, NY 10021",1309,   3 AVENUE,NEW YORK,NY,10021,Manhattan,,(212) 517-3800,504
182,768 MAD RESTAURANT LLC,BAR ITALIA,Unenclosed Sidewalk Cafe,1401947,"768 MADISON AVENUE, NEW YORK, NY 10065",768,MADISON AVENUE,NEW YORK,NY,10065,Manhattan,,(917) 546-6676,53
183,"76TH STREET RESTAURANT, LLC",CAFE BOULUD,Unenclosed Sidewalk Cafe,1365172,"20 EAST   76 STREET, NEW YORK, NY 10021",20,EAST   76 STREET,NEW YORK,NY,10021,Manhattan,,(212) 794-2329,322
184,772 NINTH RESTAURANT CORP.,,Unenclosed Sidewalk Cafe,1253206,"772 9TH AVE, NEW YORK, NY 10019",772,   9TH AVE,NEW YORK,NY,10019,Manhattan,,(212) 586-5005,120
185,"78 SECOND AVE. SANDWICH SHOP, INC",BISTRO NOMAD,Unenclosed Sidewalk Cafe,1244047,"78 2 AVENUE, NEW YORK, NY 10003",78,   2 AVENUE,NEW YORK,NY,10003,Manhattan,,(212) 253-5410,182
186,"7TH & BARROW, LLC",SUSHI SAMBA  # 7,Unenclosed Sidewalk Cafe,1253042,"87 7TH AVE S, NEW YORK, NY 10014",87,7TH AVE S,NEW YORK,NY,10014,Manhattan,,(212) 691-7885,770
187,7TH AVE LANDBROT LLC,LANDBROT,Unenclosed Sidewalk Cafe,1384829,"137 7TH AVE S, NEW YORK, NY 10014",137, 7TH AVE S,NEW YORK,NY,10014,Manhattan,,(917) 916-5552,367
188,7TH AVENUE RESTAURANT GROUP LLC,,Unenclosed Sidewalk Cafe,1252679,"130-138 7 AVENUE SOUTH, NEW YORK, NY 10014",130-138,   7 AVENUE SOUTH,NEW YORK,NY,10014,Manhattan,,(212) 352-2237,720
189,802 RESTAURANT CORP,,Unenclosed Sidewalk Cafe,1307658,"802 9TH AVE, NEW YORK, NY 10019",802,9TH AVE,NEW YORK,NY,10019,Manhattan,,(212) 262-1299,250
190,804 LEXINGTON AVENUE RESTAURANT INC.,BURGER HEAVEN,Unenclosed Sidewalk Cafe,1175917,"804 LEXINGTON AVENUE, NEW YORK, NY 10065",804,LEXINGTON AVENUE,NEW YORK,NY,10065,Manhattan,,(212) 838-3580,299
191,83/AMSTERDAM RESTAURANT CORP,HI LIFE BAR & GRILL,Unenclosed Sidewalk Cafe,883095,"477 AMSTERDAM AVENUE, NEW YORK, NY 10024",477,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 787-7199,302
192,83/AMSTERDAM RESTAURANT CORP,HI-LIFE RESTAURANT,Enclosed Sidewalk Cafe,885881,"477 AMSTERDAM AVENUE, NEW YORK, NY 10024",477,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 787-7199,212
193,8406 THIRD AVE REST CORP.,SOFIA,Unenclosed Sidewalk Cafe,1167396,"8406 3RD AVE, BROOKLYN, NY 11209",8406,3RD AVE,BROOKLYN,NY,11209,Brooklyn,,(718) 680-4242,174
194,"86 SOUTH PORTLAND,LLC",PEQUENA RESTAURANT,Enclosed Sidewalk Cafe,1397285,"86 SOUTH PORTLAND AVENUE, BROOKLYN, NY 11217",86,SOUTH PORTLAND AVENUE,BROOKLYN,NY,11217,Brooklyn,,(718) 643-0000,118
195,88 2ND AVE FOOD CORP.,,Enclosed Sidewalk Cafe,1258524,"88 2 AVENUE, NEW YORK, NY 10003",88,   2 AVENUE,NEW YORK,NY,10003,Manhattan,,(212) 420-8050,364
196,8868 CORP.,VERMICELLI,Unenclosed Sidewalk Cafe,1224915,"1492 2ND AVE, NEW YORK, NY 10075",1492,   2ND AVE,NEW YORK,NY,10075,Manhattan,,(212) 288-8868,177
197,92 ADRIANNA INC.,POETESSA,Unenclosed Sidewalk Cafe,1222193,"92 2ND AVE, NEW YORK, NY 10003",92,2ND AVE,NEW YORK,NY,10003,Manhattan,,(212) 529-2563,216
198,924 SECOND AVE CORP,MATISSE,Unenclosed Sidewalk Cafe,1362353,"924 2ND AVE, NEW YORK, NY 10022",924,2ND AVE,NEW YORK,NY,10022,Manhattan,,(212) 546-933,189
199,938 AMSTERDAM REST CORP.,AMSTERDAM TAVERN,Unenclosed Sidewalk Cafe,1387898,"938 AMSTERDAM AVE, NEW YORK, NY 10025",938,AMSTERDAM AVE,NEW YORK,NY,10025,Manhattan,,(914) 953-4945,147
200,94 CORNER CAFE CORP.,,Enclosed Sidewalk Cafe,1353598,"2518 BROADWAY, NEW YORK, NY 10025",2518,BROADWAY,NEW YORK,NY,10025,Manhattan,,(212) 875-2100,186
201,94 CORNER CAFE CORP.,,Unenclosed Sidewalk Cafe,1353701,"2518 BROADWAY, NEW YORK, NY 10025",2518,BROADWAY,NEW YORK,NY,10025,Manhattan,,(212) 875-2100,177
202,953 ASSOCIATES LLC,EATERY RESTAURANT,Unenclosed Sidewalk Cafe,1087174,"798 NINTH AVENUE, NEW YORK, NY 10019",798,NINTH AVENUE,NEW YORK,NY,10019,Manhattan,,(212) 765-7080,254
203,99 SOUTH REST. CORP.,,Unenclosed Sidewalk Cafe,1217775,"97-99 7TH AVE S, NEW YORK, NY 10014",97-99,7TH AVE S,NEW YORK,NY,10014,Manhattan,,(212) 645-0600,518
204,A & A FOOD ENTERPRISES LLC,AGED,Unenclosed Sidewalk Cafe,1323151,"107-02 70 ROAD, QUEENS, NY 11375",107-02,  70 ROAD,QUEENS,NY,11375,Queens,,(718) 544-2433,278
205,A & D WINE CORP.,,Unenclosed Sidewalk Cafe,1344043,"65 2 AVENUE, NEW YORK, NY 10003",65,   2 AVENUE,NEW YORK,NY,10003,Manhattan,,(212) 777-6965,190
206,A & Z RESTAURANT CORP.,WINEBAR,Unenclosed Sidewalk Cafe,987074,"65 2ND AVE, NEW YORK, NY 10003",65,2ND AVE,NEW YORK,NY,10003,Manhattan,NORTH STORE,(212) 777-1608,202
207,"A CASA FOODS,LLC",,Unenclosed Sidewalk Cafe,1385948,"173 ORCHARD STREET, NEW YORK, NY 10002",173,ORCHARD STREET,NEW YORK,NY,10002,Manhattan,,(212) 253-1900,40
208,A. VENIERO INC.,VENIERO'S PASTICCERIA & CAFE,Unenclosed Sidewalk Cafe,1136223,"342 EAST   11 STREET, NEW YORK CITY, NY 10003",342,EAST   11 STREET,NEW YORK CITY,NY,10003,Manhattan,,(212) 674-7070,170
209,"A.B.C. HOME FURNISHINGS, INC.",THE PIPA,Unenclosed Sidewalk Cafe,960499,"38 EAST   19 STREET, NEW YORK, NY 10003",38,EAST   19 STREET,NEW YORK,NY,10003,Manhattan,,(212) 473-3000,356
210,"A.T. WEST 16TH ENTERPRISES,LTD.",STEAK FRITES,Unenclosed Sidewalk Cafe,954589,"9 EAST   16 STREET, NEW YORK, NY 10003",9,EAST   16 STREET,NEW YORK,NY,10003,Manhattan,,(212) 675-4700,218
211,AAM RESTAURANT LLC,BISTANGO RESTAURANT,Unenclosed Sidewalk Cafe,1314793,"415 3 AVENUE, NEW YORK, NY 10016",415,   3 AVENUE,NEW YORK,NY,10016,Manhattan,,(212) 725-8484,175
212,ABA TURKISH RESTAURANT LLC,,Unenclosed Sidewalk Cafe,1423305,"325 WEST   57 STREET, NEW YORK, NY 10019",325,WEST   57 STREET,NEW YORK,NY,10019,Manhattan,,(212) 969-1782,164
213,"ABG STANDARD OPERATOR, LLC",THE STANDARD GRILL,Unenclosed Sidewalk Cafe,1309290,"848 WASHINGTON STREET, NEW YORK, NY 10014",848,WASHINGTON STREET,NEW YORK,NY,10014,Manhattan,,(212) 513-1988,850
214,ABITINO'S PIZZA 49TH STREET CORP,,Enclosed Sidewalk Cafe,1338974,"936 2 AVENUE, NEW YORK, NY 10022",936,   2 AVENUE,NEW YORK,NY,10022,Manhattan,,(347) 538-1465,200
215,ABRUZZO DOCG INC.,TARALLUCCI EVINO,Unenclosed Sidewalk Cafe,1221181,"15 EAST 18TH STREET, NEW YORK, NY 10003",15,EAST 18TH STREET,NEW YORK,NY,10003,Manhattan,,(212) 228-5400,230
216,ACROPOL REST. CORP.,RITZ DINER,Enclosed Sidewalk Cafe,1066538,"1133 1ST AVE, NEW YORK, NY 10065",1133,   1ST AVE,NEW YORK,NY,10065,Manhattan,,(646) 522-6885,446
217,"ACUMEN GMAT, LLC",HAAGEN DAZS,Unenclosed Sidewalk Cafe,1346491,"2905 BROADWAY, NEW YORK, NY 10025",2905,BROADWAY,NEW YORK,NY,10025,Manhattan,,(212) 662-5265,98
218,AGED 88STREET LLC,AGE BAR N GRILL,Unenclosed Sidewalk Cafe,1351071,"2398 BROADWAY, NEW YORK, NY 10024",2398,BROADWAY,NEW YORK,NY,10024,Manhattan,,(212) 874-7400,295
219,"AHSHI GLOBAL, INC.",,Unenclosed Sidewalk Cafe,1345598,"623 GRAND STREET, BROOKLYN, NY 11211",623,GRAND STREET,BROOKLYN,NY,11211,Brooklyn,,(718) 963-0219,389
220,AJ EASTSIDE INC,FETCH,Unenclosed Sidewalk Cafe,1132655,"1649 THIRD AVENUE, NEW YORK, NY 10128",1649,THIRD AVENUE,NEW YORK,NY,10128,Manhattan,,(212) 423-9302,101
221,AKRAM RESTAURANT MANAGEMENT INC,DA GENNARO RISTORANTE,Unenclosed Sidewalk Cafe,1249523,"129 MULBERRY ST, NEW YORK, NY 10013",129,MULBERRY ST,NEW YORK,NY,10013,Manhattan,,(212) 343-9065,266
222,ALA TURK INC,,Enclosed Sidewalk Cafe,1381393,"1417 2 AVENUE, NY, NY 10021",1417,   2 AVENUE,NY,NY,10021,Manhattan,,(212) 744-2424,481
223,ALA TURK INC,ALA TURKA,Unenclosed Sidewalk Cafe,1315623,"1417 2ND AVE, NEW YORK, NY 10021",1417,  2ND AVE,NEW YORK,NY,10021,Manhattan,,(212) 744-2424,297
224,ALBACHIARA LLC,ALBELLA,Unenclosed Sidewalk Cafe,1193773,"10 READE STREET, NEW YORK, NY 10007",10,READE STREET,NEW YORK,NY,10007,Manhattan,AKA 2 LAFAYETTE_STREET,(212) 267-5900,483
225,ALFIE COMPANY LLC,CAVATAPPO GRILL,Unenclosed Sidewalk Cafe,1292343,"1712 1 AVENUE, NEW YORK, NY 10128",1712,   1 AVENUE,NEW YORK,NY,10128,Manhattan,,(212) 987-9260,175
226,ALFREDO OF ROME TRIBECA LLC,,Unenclosed Sidewalk Cafe,1383537,"363 GREENWICH STREET, NEW YORK, NY 10013",363,GREENWICH STREET,NEW YORK,NY,10013,Manhattan,,(407) 222-0070,190
227,ALPHA FUSION INC,,Unenclosed Sidewalk Cafe,1315480,"365 WEST   34 STREET, NEW YORK, NY 10001",365,WEST   34 STREET,NEW YORK,NY,10001,Manhattan,,(212) 279-8887,124
228,AMBER WEST 70 INC,,Enclosed Sidewalk Cafe,1354470,"221-223 COLUMBUS AVE, NEW YORK, NY 10023",221-223,COLUMBUS AVE,NEW YORK,NY,10023,Manhattan,,(212) 799-8100,252
229,AMELIA B 1 CORP.,ISLAND BURGERS & SHAKES,Unenclosed Sidewalk Cafe,1424906,"422 AMSTERDAM AVE, NEW YORK, NY 10024",422,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,,(212) 877-7934,70
230,"AMERICAN SPECIALTY FOODS, INC.",JOSIE RESTAURANT,Enclosed Sidewalk Cafe,1218880,"300 AMSTERDAM AVENUE, NEW YORK, NY 10023",300,AMSTERDAM AVENUE,NEW YORK,NY,10023,Manhattan,,(212) 769-1212,311
231,AMGP RESTAURANT CORP,YIASOU,Unenclosed Sidewalk Cafe,1194613,"2003 EMMONS AVENUE, BROOKLYN, NY 11235",2003,EMMONS AVENUE,BROOKLYN,NY,11235,Brooklyn,,(718) 332-6064,253
232,AMINA 50 INC,,Unenclosed Sidewalk Cafe,1382170,"955 2 AVENUE, NY, NY 10022",955,   2 AVENUE,NY,NY,10022,Manhattan,,(212) 752-7151,144
233,AMSTERDAM ALE HOUSE INC,AMSTERDAM ALE HOUSE,Unenclosed Sidewalk Cafe,1413323,"340 AMSTERDAM AVENUE, NEW YORK, NY 10024",340,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 362-7260,330
234,"AMSTERDAM AVENUE BROTHER JIMMY'S, LLC",BROTHER JIMMY'S WEST,Unenclosed Sidewalk Cafe,1039396,"428 AMSTERDAM AVENUE, NEW YORK, NY 10024",428,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 244-3503,211
