CBO Name,Program ID,Name,Fiscal Year,Amount
Brooklyn Chinese American Association,5295,Tax Levy/OST,2012,$0.00
Brooklyn Chinese American Association,5295,Tax Levy/OST,2013,$0.00
The Brooklyn Music School,518,Tax Levy/Discretionary Group,2010,$0.00
The Brooklyn Music School,518,Tax Levy/Discretionary Group,2011,$0.00
The Brooklyn Music School,518,Tax Levy/Discretionary Group,2012,$0.00
The Brooklyn Music School,518,Tax Levy/Discretionary Group,2013,$0.00
"Brooklyn Housing and Family Services, Inc.",521,Neighborhood Development Group,2010,$225500.00
"Brooklyn Housing and Family Services, Inc.",521,Neighborhood Development Group,2011,$225500.00
"Brooklyn Housing and Family Services, Inc.",521,Neighborhood Development Group,2012,$225500.00
"Brooklyn Housing and Family Services, Inc.",521,Neighborhood Development Group,2013,$225500.00
Brown Memorial Baptist Church Youth Program,518,Tax Levy/Discretionary Group,2010,$0.00
Brown Memorial Baptist Church Youth Program,518,Tax Levy/Discretionary Group,2011,$0.00
Brown Memorial Baptist Church Youth Program,518,Tax Levy/Discretionary Group,2012,$0.00
Brown Memorial Baptist Church Youth Program,518,Tax Levy/Discretionary Group,2013,$0.00
Brownsville Heritage House,518,Tax Levy/Discretionary Group,2010,$0.00
Brownsville Heritage House,518,Tax Levy/Discretionary Group,2011,$0.00
Brownsville Heritage House,518,Tax Levy/Discretionary Group,2012,$0.00
Brownsville Heritage House,518,Tax Levy/Discretionary Group,2013,$0.00
"Catholic Charities Neighborhood Services, Inc.",2456,Fatherhood Initiative,2010,$220000.00
"Catholic Charities Neighborhood Services, Inc.",2456,Fatherhood Initiative,2011,$150000.00
"Catholic Charities Neighborhood Services, Inc.",2456,Fatherhood Initiative,2012,$264000.00
"Catholic Charities Neighborhood Services, Inc.",2456,Fatherhood Initiative,2013,$264000.00
"Catholic Charities Neighborhood Services, Inc.",2387,Literacy Group,2010,$264203.00
"Catholic Charities Neighborhood Services, Inc.",2387,Literacy Group,2011,$153555.00
"Catholic Charities Neighborhood Services, Inc.",2387,Literacy Group,2012,$0.00
"Catholic Charities Neighborhood Services, Inc.",2387,Literacy Group,2013,$0.00
"Catholic Charities Neighborhood Services, Inc.",521,Neighborhood Development Group,2010,$320889.00
"Catholic Charities Neighborhood Services, Inc.",521,Neighborhood Development Group,2011,$320889.00
"Catholic Charities Neighborhood Services, Inc.",521,Neighborhood Development Group,2012,$320889.00
"Catholic Charities Neighborhood Services, Inc.",521,Neighborhood Development Group,2013,$320889.00
"Catholic Charities Neighborhood Services, Inc.",2802,Out of School Time Programs,2010,$924108.00
"Catholic Charities Neighborhood Services, Inc.",2802,Out of School Time Programs,2011,$859558.00
"Catholic Charities Neighborhood Services, Inc.",2802,Out of School Time Programs,2012,$820696.00
"Catholic Charities Neighborhood Services, Inc.",2802,Out of School Time Programs,2013,$221721.00
"Catholic Charities Neighborhood Services, Inc.",2521,Summer Youth Employment,2010,$178367.00
"Catholic Charities Neighborhood Services, Inc.",2521,Summer Youth Employment,2011,$170669.00
"Catholic Charities Neighborhood Services, Inc.",2521,Summer Youth Employment,2012,$134250.00
"Catholic Charities Neighborhood Services, Inc.",2521,Summer Youth Employment,2013,$137050.00
"Catholic Charities Neighborhood Services, Inc.",5051,Tax Levy/Adult Literacy,2010,$0.00
"Catholic Charities Neighborhood Services, Inc.",5051,Tax Levy/Adult Literacy,2011,$0.00
"Catholic Charities Neighborhood Services, Inc.",5051,Tax Levy/Adult Literacy,2012,$100000.00
"Catholic Charities Neighborhood Services, Inc.",5051,Tax Levy/Adult Literacy,2013,$130000.00
"Catholic Charities Neighborhood Services, Inc.",518,Tax Levy/Discretionary Group,2010,$24500.00
"Catholic Charities Neighborhood Services, Inc.",518,Tax Levy/Discretionary Group,2011,$10500.00
"Catholic Charities Neighborhood Services, Inc.",518,Tax Levy/Discretionary Group,2012,$8000.00
"Catholic Charities Neighborhood Services, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Catholic Charities Neighborhood Services, Inc.",2379,Tax Levy/Initiatives,2010,$14709.00
"Catholic Charities Neighborhood Services, Inc.",2379,Tax Levy/Initiatives,2011,$0.00
"Catholic Charities Neighborhood Services, Inc.",2379,Tax Levy/Initiatives,2012,$0.00
"Catholic Charities Neighborhood Services, Inc.",2379,Tax Levy/Initiatives,2013,$0.00
"Catholic Charities Neighborhood Services, Inc.",5295,Tax Levy/OST,2010,$0.00
"Catholic Charities Neighborhood Services, Inc.",5295,Tax Levy/OST,2011,$0.00
"Catholic Charities Neighborhood Services, Inc.",5295,Tax Levy/OST,2012,$0.00
"Catholic Charities Neighborhood Services, Inc.",5295,Tax Levy/OST,2013,$1060000.00
"Catholic Charities Neighborhood Services, Inc.",3160,Young Adult Internship Programs,2010,$0.00
"Catholic Charities Neighborhood Services, Inc.",3160,Young Adult Internship Programs,2011,$0.00
"Catholic Charities Neighborhood Services, Inc.",3160,Young Adult Internship Programs,2012,$328759.00
"Catholic Charities Neighborhood Services, Inc.",3160,Young Adult Internship Programs,2013,$328759.00
"Catholic Charities Neighborhood Services, Inc.",2853,Youth Workforce Development,2010,$482500.00
"Catholic Charities Neighborhood Services, Inc.",2853,Youth Workforce Development,2011,$0.00
"Catholic Charities Neighborhood Services, Inc.",2853,Youth Workforce Development,2012,$0.00
"Catholic Charities Neighborhood Services, Inc.",2853,Youth Workforce Development,2013,$0.00
"CAMBA, Inc.",517,Beacons Group,2010,$1273239.00
"CAMBA, Inc.",517,Beacons Group,2011,$1194035.00
"CAMBA, Inc.",517,Beacons Group,2012,$1418320.00
"CAMBA, Inc.",517,Beacons Group,2013,$1496828.00
"CAMBA, Inc.",5092,Family Literacy,2010,$124995.00
"CAMBA, Inc.",5092,Family Literacy,2011,$150000.00
"CAMBA, Inc.",5092,Family Literacy,2012,$0.00
"CAMBA, Inc.",5092,Family Literacy,2013,$0.00
"CAMBA, Inc.",537,Immigration/Refugee Assistance Group,2010,$250000.00
"CAMBA, Inc.",537,Immigration/Refugee Assistance Group,2011,$250000.00
"CAMBA, Inc.",537,Immigration/Refugee Assistance Group,2012,$92500.00
"CAMBA, Inc.",537,Immigration/Refugee Assistance Group,2013,$92500.00
"CAMBA, Inc.",2387,Literacy Group,2010,$1042606.00
"CAMBA, Inc.",2387,Literacy Group,2011,$648921.00
"CAMBA, Inc.",2387,Literacy Group,2012,$275000.00
"CAMBA, Inc.",2387,Literacy Group,2013,$275000.00
"CAMBA, Inc.",521,Neighborhood Development Group,2010,$361230.00
"CAMBA, Inc.",521,Neighborhood Development Group,2011,$361230.00
"CAMBA, Inc.",521,Neighborhood Development Group,2012,$361230.00
"CAMBA, Inc.",521,Neighborhood Development Group,2013,$361230.00
"CAMBA, Inc.",2802,Out of School Time Programs,2010,$3355991.00
"CAMBA, Inc.",2802,Out of School Time Programs,2011,$3045036.00
"CAMBA, Inc.",2802,Out of School Time Programs,2012,$2890806.00
"CAMBA, Inc.",2802,Out of School Time Programs,2013,$1422890.00
"CAMBA, Inc.",2521,Summer Youth Employment,2010,$140348.00
"CAMBA, Inc.",2521,Summer Youth Employment,2011,$93600.00
"CAMBA, Inc.",2521,Summer Youth Employment,2012,$111615.00
"CAMBA, Inc.",2521,Summer Youth Employment,2013,$92160.00
"CAMBA, Inc.",5051,Tax Levy/Adult Literacy,2010,$30952.00
"CAMBA, Inc.",5051,Tax Levy/Adult Literacy,2011,$30952.00
"CAMBA, Inc.",5051,Tax Levy/Adult Literacy,2012,$30000.00
"CAMBA, Inc.",5051,Tax Levy/Adult Literacy,2013,$30000.00
"CAMBA, Inc.",518,Tax Levy/Discretionary Group,2010,$77500.00
"CAMBA, Inc.",518,Tax Levy/Discretionary Group,2011,$100000.00
"CAMBA, Inc.",518,Tax Levy/Discretionary Group,2012,$80000.00
"CAMBA, Inc.",518,Tax Levy/Discretionary Group,2013,$10000.00
"CAMBA, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2010,$25834.00
"CAMBA, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2011,$26680.00
"CAMBA, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2012,$16786.00
"CAMBA, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2013,$20000.00
"CAMBA, Inc.",2379,Tax Levy/Initiatives,2010,$14709.00
"CAMBA, Inc.",2379,Tax Levy/Initiatives,2011,$0.00
"CAMBA, Inc.",2379,Tax Levy/Initiatives,2012,$0.00
"CAMBA, Inc.",2379,Tax Levy/Initiatives,2013,$0.00
"CAMBA, Inc.",5295,Tax Levy/OST,2010,$0.00
"CAMBA, Inc.",5295,Tax Levy/OST,2011,$0.00
"CAMBA, Inc.",5295,Tax Levy/OST,2012,$0.00
"CAMBA, Inc.",5295,Tax Levy/OST,2013,$968000.00
"CAMBA, Inc.",2853,Youth Workforce Development,2010,$416000.00
"CAMBA, Inc.",2853,Youth Workforce Development,2011,$420000.00
"CAMBA, Inc.",2853,Youth Workforce Development,2012,$423250.00
"CAMBA, Inc.",2853,Youth Workforce Development,2013,$393250.00
Camelot of Staten Island,518,Tax Levy/Discretionary Group,2010,$20500.00
Camelot of Staten Island,518,Tax Levy/Discretionary Group,2011,$15500.00
Camelot of Staten Island,518,Tax Levy/Discretionary Group,2012,$13500.00
Camelot of Staten Island,518,Tax Levy/Discretionary Group,2013,$0.00
Camp Friendship,518,Tax Levy/Discretionary Group,2010,$0.00
Camp Friendship,518,Tax Levy/Discretionary Group,2011,$5000.00
Camp Friendship,518,Tax Levy/Discretionary Group,2012,$0.00
Camp Friendship,518,Tax Levy/Discretionary Group,2013,$0.00
"Caribbean American Center of New York, Inc.",518,Tax Levy/Discretionary Group,2010,$16875.00
"Caribbean American Center of New York, Inc.",518,Tax Levy/Discretionary Group,2011,$10500.00
"Caribbean American Center of New York, Inc.",518,Tax Levy/Discretionary Group,2012,$3500.00
"Caribbean American Center of New York, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Caribbean American Sports & Cultural Youth Movement,518,Tax Levy/Discretionary Group,2010,$25000.00
Caribbean American Sports & Cultural Youth Movement,518,Tax Levy/Discretionary Group,2011,$29500.00
Caribbean American Sports & Cultural Youth Movement,518,Tax Levy/Discretionary Group,2012,$39314.00
Caribbean American Sports & Cultural Youth Movement,518,Tax Levy/Discretionary Group,2013,$36000.00
"Carroll Gardens Association, Inc.",518,Tax Levy/Discretionary Group,2010,$18500.00
"Carroll Gardens Association, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"Carroll Gardens Association, Inc.",518,Tax Levy/Discretionary Group,2012,$3500.00
"Carroll Gardens Association, Inc.",518,Tax Levy/Discretionary Group,2013,$3500.00
"Casita Maria, Inc.",2802,Out of School Time Programs,2010,$513753.00
"Casita Maria, Inc.",2802,Out of School Time Programs,2011,$477280.00
"Casita Maria, Inc.",2802,Out of School Time Programs,2012,$498724.00
"Casita Maria, Inc.",2802,Out of School Time Programs,2013,$243866.00
"Casita Maria, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Casita Maria, Inc.",518,Tax Levy/Discretionary Group,2011,$5000.00
"Casita Maria, Inc.",518,Tax Levy/Discretionary Group,2012,$15000.00
"Casita Maria, Inc.",518,Tax Levy/Discretionary Group,2013,$25000.00
"Casita Maria, Inc.",5295,Tax Levy/OST,2010,$0.00
"Casita Maria, Inc.",5295,Tax Levy/OST,2011,$0.00
"Casita Maria, Inc.",5295,Tax Levy/OST,2012,$0.00
"Casita Maria, Inc.",5295,Tax Levy/OST,2013,$480000.00
"Catholic Charities Community Service, Archdiocese of N Y",517,Beacons Group,2010,$0.00
"Catholic Charities Community Service, Archdiocese of N Y",517,Beacons Group,2011,$0.00
"Catholic Charities Community Service, Archdiocese of N Y",517,Beacons Group,2012,$0.00
"Catholic Charities Community Service, Archdiocese of N Y",517,Beacons Group,2013,$693637.00
"Catholic Charities Community Service, Archdiocese of N Y",5177,Cornerstone,2010,$0.00
"Catholic Charities Community Service, Archdiocese of N Y",5177,Cornerstone,2011,$0.00
"Catholic Charities Community Service, Archdiocese of N Y",5177,Cornerstone,2012,$0.00
"Catholic Charities Community Service, Archdiocese of N Y",5177,Cornerstone,2013,$215618.00
"Catholic Charities Community Service, Archdiocese of N Y",537,Immigration/Refugee Assistance Group,2010,$250000.00
"Catholic Charities Community Service, Archdiocese of N Y",537,Immigration/Refugee Assistance Group,2011,$250000.00
"Catholic Charities Community Service, Archdiocese of N Y",537,Immigration/Refugee Assistance Group,2012,$81000.00
"Catholic Charities Community Service, Archdiocese of N Y",537,Immigration/Refugee Assistance Group,2013,$81000.00
"Catholic Charities Community Service, Archdiocese of N Y",521,Neighborhood Development Group,2010,$340660.00
"Catholic Charities Community Service, Archdiocese of N Y",521,Neighborhood Development Group,2011,$340660.00
"Catholic Charities Community Service, Archdiocese of N Y",521,Neighborhood Development Group,2012,$340660.00
"Catholic Charities Community Service, Archdiocese of N Y",521,Neighborhood Development Group,2013,$340660.00
"Catholic Charities Community Service, Archdiocese of N Y",2802,Out of School Time Programs,2010,$124962.00
"Catholic Charities Community Service, Archdiocese of N Y",2802,Out of School Time Programs,2011,$119198.00
"Catholic Charities Community Service, Archdiocese of N Y",2802,Out of School Time Programs,2012,$113054.00
"Catholic Charities Community Service, Archdiocese of N Y",2802,Out of School Time Programs,2013,$291120.00
"Catholic Charities Community Service, Archdiocese of N Y",518,Tax Levy/Discretionary Group,2010,$163500.00
"Catholic Charities Community Service, Archdiocese of N Y",518,Tax Levy/Discretionary Group,2011,$191889.00
"Catholic Charities Community Service, Archdiocese of N Y",518,Tax Levy/Discretionary Group,2012,$177889.00
"Catholic Charities Community Service, Archdiocese of N Y",518,Tax Levy/Discretionary Group,2013,$231189.00
"Catholic Charities Community Service, Archdiocese of N Y",5295,Tax Levy/OST,2010,$0.00
"Catholic Charities Community Service, Archdiocese of N Y",5295,Tax Levy/OST,2011,$0.00
"Catholic Charities Community Service, Archdiocese of N Y",5295,Tax Levy/OST,2012,$0.00
"Catholic Charities Community Service, Archdiocese of N Y",5295,Tax Levy/OST,2013,$520000.00
"Catholic Charities Community Service, Archdiocese of N Y",2853,Youth Workforce Development,2010,$70495.00
"Catholic Charities Community Service, Archdiocese of N Y",2853,Youth Workforce Development,2011,$113975.00
"Catholic Charities Community Service, Archdiocese of N Y",2853,Youth Workforce Development,2012,$138024.00
"Catholic Charities Community Service, Archdiocese of N Y",2853,Youth Workforce Development,2013,$140613.00
"The Center For Anti-Violence Education, Inc.",518,Tax Levy/Discretionary Group,2010,$32000.00
"The Center For Anti-Violence Education, Inc.",518,Tax Levy/Discretionary Group,2011,$28500.00
"The Center For Anti-Violence Education, Inc.",518,Tax Levy/Discretionary Group,2012,$32000.00
"The Center For Anti-Violence Education, Inc.",518,Tax Levy/Discretionary Group,2013,$73000.00
"Safe Space NYC, Inc.",537,Immigration/Refugee Assistance Group,2010,$525800.00
"Safe Space NYC, Inc.",537,Immigration/Refugee Assistance Group,2011,$261700.00
"Safe Space NYC, Inc.",537,Immigration/Refugee Assistance Group,2012,$0.00
"Safe Space NYC, Inc.",537,Immigration/Refugee Assistance Group,2013,$0.00
"Safe Space NYC, Inc.",2802,Out of School Time Programs,2010,$1226697.00
"Safe Space NYC, Inc.",2802,Out of School Time Programs,2011,$1084085.00
"Safe Space NYC, Inc.",2802,Out of School Time Programs,2012,$1033579.00
"Safe Space NYC, Inc.",2802,Out of School Time Programs,2013,$457272.00
"Safe Space NYC, Inc.",520,Runaway and Homeless Youth Services Group,2010,$636000.00
"Safe Space NYC, Inc.",520,Runaway and Homeless Youth Services Group,2011,$636000.00
"Safe Space NYC, Inc.",520,Runaway and Homeless Youth Services Group,2012,$636000.00
"Safe Space NYC, Inc.",520,Runaway and Homeless Youth Services Group,2013,$606000.00
"Safe Space NYC, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Safe Space NYC, Inc.",518,Tax Levy/Discretionary Group,2011,$5000.00
"Safe Space NYC, Inc.",518,Tax Levy/Discretionary Group,2012,$5000.00
"Safe Space NYC, Inc.",518,Tax Levy/Discretionary Group,2013,$5000.00
"Safe Space NYC, Inc.",2379,Tax Levy/Initiatives,2010,$168000.00
"Safe Space NYC, Inc.",2379,Tax Levy/Initiatives,2011,$168000.00
"Safe Space NYC, Inc.",2379,Tax Levy/Initiatives,2012,$168000.00
"Safe Space NYC, Inc.",2379,Tax Levy/Initiatives,2013,$0.00
"Safe Space NYC, Inc.",5295,Tax Levy/OST,2010,$0.00
"Safe Space NYC, Inc.",5295,Tax Levy/OST,2011,$0.00
"Safe Space NYC, Inc.",5295,Tax Levy/OST,2012,$0.00
"Safe Space NYC, Inc.",5295,Tax Levy/OST,2013,$810000.00
Center for Independence of the Disabled in New York (CIDNY),518,Tax Levy/Discretionary Group,2010,$7000.00
Center for Independence of the Disabled in New York (CIDNY),518,Tax Levy/Discretionary Group,2011,$0.00
Center for Independence of the Disabled in New York (CIDNY),518,Tax Levy/Discretionary Group,2012,$0.00
Center for Independence of the Disabled in New York (CIDNY),518,Tax Levy/Discretionary Group,2013,$0.00
Center Against Domestic Violence,518,Tax Levy/Discretionary Group,2010,$0.00
Center Against Domestic Violence,518,Tax Levy/Discretionary Group,2011,$6000.00
Center Against Domestic Violence,518,Tax Levy/Discretionary Group,2012,$0.00
Center Against Domestic Violence,518,Tax Levy/Discretionary Group,2013,$0.00
Central Brooklyn Economic Development Corporation,521,Neighborhood Development Group,2010,$82656.00
